panel,observable,alpha0,m0,value
FIG002B,correction,8.614225941422594,0.0,-0.020618191630396503
FIG002B,correction,8.664016736401674,0.0,-0.02023838248880899
FIG002B,correction,8.713807531380752,0.0,-0.019866507002248637
FIG002B,correction,8.763598326359832,0.0,-0.01950237640757006
FIG002B,correction,8.813389121338911,0.0,-0.019145807068217224
FIG002B,correction,8.863179916317991,0.0,-0.01879662031540892
FIG002B,correction,8.91297071129707,0.0,-0.01845464229491549
FIG002B,correction,8.96276150627615,0.0,-0.018119703819204455
FIG002B,correction,9.01255230125523,0.0,-0.01779164022474267
FIG002B,correction,9.06234309623431,0.0,-0.017470291234251815
FIG002B,correction,9.11213389121339,0.0,-0.017155500823723416
FIG002B,correction,9.161924686192469,0.0,-0.01684711709400762
FIG002B,correction,9.211715481171547,0.0,-0.01654499214679847
FIG002B,correction,9.261506276150627,0.0,-0.016248981964845793
FIG002B,correction,9.311297071129706,0.0,-0.015958946296231444
FIG002B,correction,9.361087866108786,0.0,-0.01567474854255441
FIG002B,correction,9.410878661087866,0.0,-0.015396255650875984
FIG002B,correction,9.460669456066945,0.0,-0.015123338009282668
FIG002B,correction,9.510460251046025,0.0,-0.014855869345930342
FIG002B,correction,9.560251046025105,0.0,-0.014593726631439109
FIG002B,correction,9.610041841004184,0.0,-0.01433678998451356
FIG002B,correction,9.659832635983262,0.0,-0.014084942580668692
FIG002B,correction,9.709623430962342,0.0,-0.013838070563946285
FIG002B,correction,9.759414225941422,0.0,-0.013596062961511843
FIG002B,correction,9.809205020920501,0.0,-0.013358811601026168
FIG002B,correction,9.858995815899581,0.0,-0.013126211030690366
FIG002B,correction,9.90878661087866,0.0,-0.01289815844186714
FIG002B,correction,9.95857740585774,0.0,-0.012674553594184991
FIG002B,correction,10.00836820083682,0.0,-0.012455298743035914
FIG002B,correction,10.0581589958159,0.0,-0.012240298569380713
FIG002B,correction,10.10794979079498,0.0,-0.012029460111779527
FIG002B,correction,10.157740585774057,0.0,-0.011822692700568273
FIG002B,correction,10.207531380753137,0.0,-0.011619907894105115
FIG002B,correction,10.257322175732217,0.0,-0.011421019417013957
FIG002B,correction,10.307112970711296,0.0,-0.011225943100354725
FIG002B,correction,10.356903765690376,0.0,-0.011034596823653087
FIG002B,correction,10.406694560669456,0.0,-0.010846900458724888
FIG002B,correction,10.456485355648535,0.0,-0.010662775815232964
FIG002B,correction,10.506276150627615,0.0,-0.010482146587916585
FIG002B,correction,10.556066945606695,0.0,-0.01030493830543588
FIG002B,correction,10.605857740585774,0.0,-0.010131078280775994
FIG002B,correction,10.655648535564852,0.0,-0.009960495563157715
FIG002B,correction,10.705439330543932,0.0,-0.009793120891403315
FIG002B,correction,10.755230125523012,0.0,-0.009628886648708446
FIG002B,correction,10.805020920502091,0.0,-0.009467726818772636
FIG002B,correction,10.854811715481171,0.0,-0.009309576943242647
FIG002B,correction,10.90460251046025,0.0,-0.009154374080424946
FIG002B,correction,10.95439330543933,0.0,-0.00900205676522491
FIG002B,correction,11.00418410041841,0.0,-0.00885256497027196
FIG002B,correction,11.05397489539749,0.0,-0.008705840068191587
FIG002B,correction,11.10376569037657,0.0,-0.008561824794986317
FIG002B,correction,11.153556485355647,0.0,-0.008420463214489311
FIG002B,correction,11.203347280334727,0.0,-0.00828170068385551
FIG002B,correction,11.253138075313807,0.0,-0.008145483820056537
FIG002B,correction,11.302928870292886,0.0,-0.008011760467346737
FIG002B,correction,11.352719665271966,0.0,-0.007880479665669059
FIG002B,correction,11.402510460251046,0.0,-0.007751591619970336
FIG002B,correction,11.452301255230125,0.0,-0.007625047670397018
FIG002B,correction,11.502092050209205,0.0,-0.007500800263342957
FIG002B,correction,11.551882845188285,0.0,-0.0073788029233222575
FIG002B,correction,11.601673640167364,0.0,-0.007259010225640937
FIG002B,correction,11.651464435146442,0.0,-0.007141377769842183
FIG002B,correction,11.701255230125522,0.0,-0.007025862153900686
FIG002B,correction,11.751046025104602,0.0,-0.006912420949142743
FIG002B,correction,11.800836820083681,0.0,-0.006801012675869194
FIG002B,correction,11.850627615062761,0.0,-0.0066915967796594205
FIG002B,correction,11.90041841004184,0.0,-0.006584133608335169
FIG002B,correction,11.95020920502092,0.0,-0.0064785843895637865
FIG002B,correction,12.0,0.0,-0.00637491120908114
FIG002A,landau,0.0,0.5,-0.42411889228517985
FIG002A,landau,0.1,0.5,-0.4231669900069559
FIG002A,landau,0.2,0.5,-0.42053156440429884
FIG002A,landau,0.30000000000000004,0.5,-0.41660636267609485
FIG002A,landau,0.4,0.5,-0.4117274528818753
FIG002A,landau,0.5,0.5,-0.4061475976387617
FIG002A,landau,0.6000000000000001,0.5,-0.4000542185492589
FIG002A,landau,0.7000000000000001,0.5,-0.39358764702956345
FIG002A,landau,0.8,0.5,-0.38685447776323684
FIG002A,landau,0.9,0.5,-0.37993681687538033
FIG002A,landau,1.0,0.5,-0.37289868086344213
FIG002A,landau,1.1,0.5,-0.3657904869282934
FIG002A,landau,1.2000000000000002,0.5,-0.3586522616574992
FIG002A,landau,1.3,0.5,-0.3515159766374962
FIG002A,landau,1.4000000000000001,0.5,-0.34440727857186426
FIG002A,landau,1.5,0.5,-0.3373467916734431
FIG002A,landau,1.6,0.5,-0.3303511125081795
FIG002A,landau,1.7000000000000002,0.5,-0.32343358000927186
FIG002A,landau,1.8,0.5,-0.31660487859991604
FIG002A,landau,1.9000000000000001,0.5,-0.30987351568203897
FIG002A,landau,2.0,0.5,-0.30324620332660446
FIG002A,landau,2.1,0.5,-0.2967281660522186
FIG002A,landau,2.2,0.5,-0.2903233909615794
FIG002A,landau,2.3000000000000003,0.5,-0.2840348324786716
FIG002A,landau,2.4000000000000004,0.5,-0.27786458100436207
FIG002A,landau,2.5,0.5,-0.271814002656383
FIG002A,landau,2.6,0.5,-0.2658838556586135
FIG002A,landau,2.7,0.5,-0.26007438774028246
FIG002A,landau,2.8000000000000003,0.5,-0.2543854179907343
FIG002A,landau,2.9000000000000004,0.5,-0.24881640591365967
FIG002A,landau,3.0,0.5,-0.24336650988176356
FIG002A,landau,3.1,0.5,-0.23803463676931313
FIG002A,landau,3.2,0.5,-0.2328194842070595
FIG002A,landau,3.3000000000000003,0.5,-0.22771957664040077
FIG002A,landau,3.4000000000000004,0.5,-0.22273329616147688
FIG002A,landau,3.5,0.5,-0.21785890891726337
FIG002A,landau,3.6,0.5,-0.2130945877596129
FIG002A,landau,3.7,0.5,-0.20843843169270254
FIG002A,landau,3.8000000000000003,0.5,-0.20388848258316397
FIG002A,landau,3.9000000000000004,0.5,-0.19944273952420022
FIG002A,landau,4.0,0.5,-0.1950991711840223
FIG002A,landau,4.1000000000000005,0.5,-0.1908557264184565
FIG002A,landau,4.2,0.5,-0.18671034338559495
FIG002A,landau,4.3,0.5,-0.18266095736531507
FIG002A,landau,4.4,0.5,-0.17870550745711516
FIG002A,landau,4.5,0.5,-0.17484194230500621
FIG002A,landau,4.6000000000000005,0.5,-0.17106822497733476
FIG002A,landau,4.7,0.5,-0.1673823371117511
FIG002A,landau,4.800000000000001,0.5,-0.1637822824205216
FIG002A,landau,4.9,0.5,-0.16026608963859837
FIG002A,landau,5.0,0.5,-0.15683181498593043
FIG002A,landau,5.1000000000000005,0.5,-0.15347754420613263
FIG002A,landau,5.2,0.5,-0.1502013942355918
FIG002A,landau,5.300000000000001,0.5,-0.14700151455015642
FIG002A,landau,5.4,0.5,-0.14387608823058423
FIG002A,landau,5.5,0.5,-0.14082333278274745
FIG002A,landau,5.6000000000000005,0.5,-0.13784150074411933
FIG002A,landau,5.7,0.5,-0.13492888010416756
FIG002A,landau,5.800000000000001,0.5,-0.1320837945629003
FIG002A,landau,5.9,0.5,-0.1293046036488565
FIG002A,landau,6.0,0.5,-0.1265897027152547
FIG002A,landau,6.1000000000000005,0.5,-0.12393752283076506
FIG002A,landau,6.2,0.5,-0.12134653057939229
FIG002A,landau,6.300000000000001,0.5,-0.1188152277822299
FIG002A,landau,6.4,0.5,-0.11634215115232557
FIG002A,landau,6.5,0.5,-0.11392587189256123
FIG002A,landau,6.6000000000000005,0.5,-0.11156499524527602
FIG002A,landau,6.7,0.5,-0.10925816000132349
FIG002A,landau,6.800000000000001,0.5,-0.10700403797534108
FIG002A,landau,6.9,0.5,-0.10480133345320161
FIG002A,landau,7.0,0.5,-0.10264878261690372
FIG002A,landau,7.1000000000000005,0.5,-0.10054515295152808
FIG002A,landau,7.2,0.5,-0.09848924263832617
FIG002A,landau,7.300000000000001,0.5,-0.09647987993751533
FIG002A,landau,7.4,0.5,-0.09451592256391525
FIG002A,landau,7.5,0.5,-0.09259625705817162
FIG002A,landau,7.6000000000000005,0.5,-0.0907197981559695
FIG002A,landau,7.7,0.5,-0.08888548815733216
FIG002A,landau,7.800000000000001,0.5,-0.08709229629782977
FIG002A,landau,7.9,0.5,-0.08533921812328234
FIG002A,landau,8.0,0.5,-0.083625274869326
FIG002A,landau,8.1,0.5,-0.08194951284702318
FIG002A,landau,8.200000000000001,0.5,-0.08031100283552772
FIG002A,landau,8.3,0.5,-0.07870883948266746
FIG002A,landau,8.4,0.5,-0.0771421407141718
FIG002A,landau,8.5,0.5,-0.07561004715215759
FIG002A,landau,8.6,0.5,-0.07411172154337858
FIG002A,landau,8.700000000000001,0.5,-0.07264634819765392
FIG002A,landau,8.8,0.5,-0.07121313243680788
FIG002A,landau,8.9,0.5,-0.06981130005438098
FIG002A,landau,9.0,0.5,-0.06844009678630922
FIG002A,landau,9.1,0.5,-0.06709878779271089
FIG002A,landau,9.200000000000001,0.5,-0.06578665715087156
FIG002A,landau,9.3,0.5,-0.0645030073594733
FIG002A,landau,9.4,0.5,-0.06324715885407695
FIG002A,landau,9.5,0.5,-0.062018449533831746
FIG002A,landau,9.600000000000001,0.5,-0.0608162342993583
FIG002A,landau,9.700000000000001,0.5,-0.05963988460172411
FIG002A,landau,9.8,0.5,-0.05848878800241066
FIG002A,landau,9.9,0.5,-0.05736234774415055
FIG002A,landau,10.0,0.5,-0.056259982332497495
FIG002A,landau,10.100000000000001,0.5,-0.05518112512797835
FIG002A,landau,10.200000000000001,0.5,-0.05412522394866424
FIG002A,landau,10.3,0.5,-0.053091740682988026
FIG002A,landau,10.4,0.5,-0.052080150912628013
FIG002A,landau,10.5,0.5,-0.051089943545270036
FIG002A,landau,10.600000000000001,0.5,-0.05012062045705605
FIG002A,landau,10.700000000000001,0.5,-0.04917169614452252
FIG002A,landau,10.8,0.5,-0.04824269738582928
FIG002A,landau,10.9,0.5,-0.047333162911077434
FIG002A,landau,11.0,0.5,-0.046442643081513704
FIG002A,landau,11.100000000000001,0.5,-0.04557069957741843
FIG002A,landau,11.200000000000001,0.5,-0.0447169050944737
FIG002A,landau,11.3,0.5,-0.043880843048410174
FIG002A,landau,11.4,0.5,-0.04306210728773111
FIG002A,landau,11.5,0.5,-0.04226030181431495
FIG002A,landau,11.600000000000001,0.5,-0.0414750405116984
FIG002A,landau,11.700000000000001,0.5,-0.04070594688084603
FIG002A,landau,11.8,0.5,-0.03995265378321328
FIG002A,landau,11.9,0.5,-0.03921480319091411
FIG002A,landau,12.0,0.5,-0.03849204594380652
FIG002A,landau,12.100000000000001,0.5,-0.03778404151331299
FIG002A,landau,12.200000000000001,0.5,-0.03709045777279589
FIG002A,landau,12.3,0.5,-0.03641097077431148
FIG002A,landau,12.4,0.5,-0.0357452645315699
FIG002A,landau,12.5,0.5,-0.03509303080893165
FIG002A,landau,12.600000000000001,0.5,-0.03445396891627521
FIG002A,landau,12.700000000000001,0.5,-0.03382778550957372
FIG002A,landau,12.8,0.5,-0.033214194397022695
FIG002A,landau,12.9,0.5,-0.03261291635056429
FIG002A,landau,13.0,0.5,-0.03202367892265709
FIG002A,landau,13.100000000000001,0.5,-0.031446216268144714
FIG002A,landau,13.200000000000001,0.5,-0.030880268971079428
FIG002A,landau,13.3,0.5,-0.030325583876361056
FIG002A,landau,13.4,0.5,-0.029781913926054917
FIG002A,landau,13.5,0.5,-0.029249018000256158
FIG002A,landau,13.600000000000001,0.5,-0.02872666076237109
FIG002A,landau,13.700000000000001,0.5,-0.02821461250868984
FIG002A,landau,13.8,0.5,-0.027712649022127812
FIG002A,landau,13.9,0.5,-0.02722055143001692
FIG002A,landau,14.0,0.5,-0.02673810606583064
FIG002A,landau,14.100000000000001,0.5,-0.026265104334730362
FIG002A,landau,14.200000000000001,0.5,-0.025801342582823246
FIG002A,landau,14.3,0.5,-0.02534662197002539
FIG002A,landau,14.4,0.5,-0.02490074834642656
FIG002A,landau,14.5,0.5,-0.02446353213205605
FIG002A,landau,14.600000000000001,0.5,-0.02403478819995184
FIG002A,landau,14.700000000000001,0.5,-0.023614335762438293
FIG002A,landau,14.8,0.5,-0.023201998260519902
FIG002A,landau,14.9,0.5,-0.022797603256301723
FIG002A,landau,15.0,0.5,-0.022400982328349493
FIG002A,landau,15.100000000000001,0.5,-0.022011970969904787
FIG002A,landau,15.200000000000001,0.5,-0.021630408489873448
FIG002A,landau,15.3,0.5,-0.021256137916507416
FIG002A,landau,15.4,0.5,-0.020889005903702816
FIG002A,landau,15.5,0.5,-0.020528862639839093
FIG002A,landau,15.600000000000001,0.5,-0.020175561759086538
FIG002A,landau,15.700000000000001,0.5,-0.019828960255111362
FIG002A,landau,15.8,0.5,-0.019488918397109544
FIG002A,landau,15.9,0.5,-0.019155299648103148
FIG002A,landau,16.0,0.5,-0.018827970585434214
FIG002A,landau,16.1,0.5,-0.01850680082339354
FIG002A,landau,16.2,0.5,-0.01819166293792336
FIG002A,landau,16.3,0.5,-0.017882432393335018
FIG002A,landau,16.400000000000002,0.5,-0.01757898747098415
FIG002A,landau,16.5,0.5,-0.017281209199847585
FIG002A,landau,16.6,0.5,-0.01698898128894822
FIG002A,landau,16.7,0.5,-0.0167021900615753
FIG002A,landau,16.8,0.5,-0.016420724391249097
FIG002A,landau,16.900000000000002,0.5,-0.01614447563938106
FIG002A,landau,17.0,0.5,-0.015873337594580907
FIG002A,landau,17.1,0.5,-0.015607206413564747
FIG002A,landau,17.2,0.5,-0.015345980563618794
FIG002A,landau,17.3,0.5,-0.015089560766574956
FIG002A,landau,17.400000000000002,0.5,-0.014837849944255901
FIG002A,landau,17.5,0.5,-0.014590753165348223
FIG002A,landau,17.6,0.5,-0.014348177593663795
FIG002A,landau,17.7,0.5,-0.014110032437750492
FIG002A,landau,17.8,0.5,-0.013876228901814475
FIG002A,landau,17.900000000000002,0.5,-0.013646680137917592
FIG002A,landau,18.0,0.5,-0.013421301199414244
FIG002A,landau,18.1,0.5,-0.013200008995593421
FIG002A,landau,18.2,0.5,-0.012982722247492372
FIG002A,landau,18.3,0.5,-0.012769361444849336
FIG002A,landau,18.400000000000002,0.5,-0.012559848804164095
FIG002A,landau,18.5,0.5,-0.012354108227835439
FIG002A,landau,18.6,0.5,-0.012152065264346092
FIG002A,landau,18.7,0.5,-0.011953647069466165
FIG002A,landau,18.8,0.5,-0.011758782368447093
FIG002A,landau,18.900000000000002,0.5,-0.011567401419179049
FIG002A,landau,19.0,0.5,-0.011379435976285282
FIG002A,landau,19.1,0.5,-0.011194819256127846
FIG002A,landau,19.200000000000003,0.5,-0.0110134859026999
FIG002A,landau,19.3,0.5,-0.01083537195438032
FIG002A,landau,19.400000000000002,0.5,-0.010660414811527229
FIG002A,landau,19.5,0.5,-0.010488553204887738
FIG002A,landau,19.6,0.5,-0.01031972716480164
FIG002A,landau,19.700000000000003,0.5,-0.010153877991177753
FIG002A,landau,19.8,0.5,-0.009990948224221887
FIG002A,landau,19.900000000000002,0.5,-0.009830881615896318
FIG002A,landau,20.0,0.5,-0.009673623102091041
FIG002A,landau,20.1,0.5,-0.009519118775487638
FIG002A,landau,20.200000000000003,0.5,-0.009367315859097341
FIG002A,landau,20.3,0.5,-0.009218162680455066
FIG002A,landau,20.400000000000002,0.5,-0.009071608646452076
FIG002A,landau,20.5,0.5,-0.008927604218790165
FIG002A,landau,20.6,0.5,-0.00878610089004081
FIG002A,landau,20.700000000000003,0.5,-0.008647051160293347
FIG002A,landau,20.8,0.5,-0.0085104085143764
FIG002A,landau,20.900000000000002,0.5,-0.008376127399637475
FIG002A,landau,21.0,0.5,-0.008244163204266085
FIG002A,landau,21.1,0.5,-0.008114472236145847
FIG002A,landau,21.200000000000003,0.5,-0.007987011702221868
FIG002A,landau,21.3,0.5,-0.00786173968836976
FIG002A,landau,21.400000000000002,0.5,-0.00773861513975314
FIG002A,landau,21.5,0.5,-0.00761759784165696
FIG002A,landau,21.6,0.5,-0.007498648400784024
FIG002A,landau,21.700000000000003,0.5,-0.007381728227002894
FIG002A,landau,21.8,0.5,-0.007266799515535195
FIG002A,landau,21.900000000000002,0.5,-0.007153825229571068
FIG002A,landau,22.0,0.5,-0.007042769083301622
FIG002A,landau,22.1,0.5,-0.00693359552535761
FIG002A,landau,22.200000000000003,0.5,-0.006826269722643836
FIG002A,landau,22.3,0.5,-0.006720757544559116
FIG002A,landau,22.400000000000002,0.5,-0.00661702554759183
FIG002A,landau,22.5,0.5,-0.006515040960281512
FIG002A,landau,22.6,0.5,-0.0064147716685369815
FIG002A,landau,22.700000000000003,0.5,-0.006316186201302027
FIG002A,landau,22.8,0.5,-0.00621925371655968
FIG002A,landau,22.900000000000002,0.5,-0.006123943987666463
FIG002A,landau,23.0,0.5,-0.0060302273900082835
FIG002A,landau,23.1,0.5,-0.0059380748879697305
FIG002A,landau,23.200000000000003,0.5,-0.005847458022208903
FIG002A,landau,23.3,0.5,-0.005758348897229995
FIG002A,landau,23.400000000000002,0.5,-0.005670720169246138
FIG002A,landau,23.5,0.5,-0.005584545034325217
FIG002A,landau,23.6,0.5,-0.005499797216811508
FIG002A,landau,23.700000000000003,0.5,-0.005416450958016225
FIG002A,landau,23.8,0.5,-0.005334481005170271
FIG002A,landau,23.900000000000002,0.5,-0.0052538626006325695
FIG002A,landau,24.0,0.5,-0.005174571471347697
FIG002A,landau,24.1,0.5,-0.005096583818546497
FIG002A,landau,24.200000000000003,0.5,-0.005019876307683741
FIG002A,landau,24.3,0.5,-0.00494442605860686
FIG002A,landau,24.400000000000002,0.5,-0.004870210635950091
FIG002A,landau,24.5,0.5,-0.00479720803974844
FIG002A,landau,24.6,0.5,-0.004725396696266021
FIG002A,landau,24.700000000000003,0.5,-0.004654755449033518
FIG002A,landau,24.8,0.5,-0.004585263550089646
FIG002A,landau,24.900000000000002,0.5,-0.004516900651421504
FIG002A,landau,25.0,0.5,-0.004449646796599107
FIG002A,landau,25.1,0.5,-0.0043834824125991954
FIG002A,landau,25.200000000000003,0.5,-0.004318388301813821
FIG002A,landau,25.3,0.5,-0.0042543456342391105
FIG002A,landau,25.400000000000002,0.5,-0.0041913359398399125
FIG002A,landau,25.5,0.5,-0.004129341101086004
FIG002A,landau,25.6,0.5,-0.004068343345655696
FIG002A,landau,25.700000000000003,0.5,-0.004008325239302854
FIG002A,landau,25.8,0.5,-0.003949269678883299
FIG002A,landau,25.900000000000002,0.5,-0.003891159885536813
FIG002A,landau,26.0,0.5,-0.0038339793980210054
FIG002A,landau,26.1,0.5,-0.003777712066193331
FIG002A,landau,26.200000000000003,0.5,-0.0037223420446378104
FIG002A,landau,26.3,0.5,-0.0036678537864328854
FIG002A,landau,26.400000000000002,0.5,-0.003614232037057123
FIG002A,landau,26.5,0.5,-0.0035614618284294432
FIG002A,landau,26.6,0.5,-0.0035095284730806524
FIG002A,landau,26.700000000000003,0.5,-0.0034584175584532347
FIG002A,landau,26.8,0.5,-0.003408114941326265
FIG002A,landau,26.900000000000002,0.5,-0.003358606742362556
FIG002A,landau,27.0,0.5,-0.003309879340775136
FIG002A,landau,27.1,0.5,-0.003261919369110207
FIG002A,landau,27.200000000000003,0.5,-0.003214713708143897
FIG002A,landau,27.3,0.5,-0.0031682494818900874
FIG002A,landau,27.400000000000002,0.5,-0.003122514052716734
FIG002A,landau,27.5,0.5,-0.003077495016568142
FIG002A,landau,27.6,0.5,-0.0030331801982906906
FIG002A,landau,27.700000000000003,0.5,-0.0029895576470596453
FIG002A,landau,27.8,0.5,-0.002946615631904651
FIG002A,landau,27.900000000000002,0.5,-0.0029043426373316287
FIG002A,landau,28.0,0.5,-0.0028627273590388744
FIG002A,landau,28.1,0.5,-0.0028217586997251087
FIG002A,landau,28.200000000000003,0.5,-0.002781425764987419
FIG002A,landau,28.3,0.5,-0.0027417178593069683
FIG002A,landau,28.400000000000002,0.5,-0.0027026244821204788
FIG002A,landau,28.5,0.5,-0.0026641353239755
FIG002A,landau,28.6,0.5,-0.0026262402627675466
FIG002A,landau,28.700000000000003,0.5,-0.0025889293600572217
FIG002A,landau,28.8,0.5,-0.0025521928574655057
FIG002A,landau,28.900000000000002,0.5,-0.0025160211731453993
FIG002A,landau,29.0,0.5,-0.00248040489832822
FIG002A,landau,29.1,0.5,-0.00244533479394281
FIG002A,landau,29.200000000000003,0.5,-0.0024108017873060283
FIG002A,landau,29.3,0.5,-0.0023767969688828937
FIG002A,landau,29.400000000000002,0.5,-0.002343311589114795
FIG002A,landau,29.5,0.5,-0.0023103370553142636
FIG002A,landau,29.6,0.5,-0.0022778649286247497
FIG002A,landau,29.700000000000003,0.5,-0.002245886921043995
FIG002A,landau,29.8,0.5,-0.002214394892509524
FIG002A,landau,29.900000000000002,0.5,-0.002183380848044886
FIG002A,landau,30.0,0.5,-0.002152836934965281
FIG002B,correction,0.1,0.5,-17.539251117945806
FIG002B,correction,0.1497907949790795,0.5,-11.56490489366435
FIG002B,correction,0.199581589958159,0.5,-8.571026081841694
FIG002B,correction,0.24937238493723848,0.5,-6.772533273624605
FIG002B,correction,0.299163179916318,0.5,-5.572709850906897
FIG002B,correction,0.3489539748953975,0.5,-4.715393008636547
FIG002B,correction,0.39874476987447693,0.5,-4.072353543082951
FIG002B,correction,0.4485355648535565,0.5,-3.572289863386902
FIG002B,correction,0.49832635983263596,0.5,-3.1723895154392157
FIG002B,correction,0.5481171548117155,0.5,-2.845390522177563
FIG002B,correction,0.597907949790795,0.5,-2.57310734907902
FIG002B,correction,0.6476987447698744,0.5,-2.3429428243093775
FIG002B,correction,0.6974895397489539,0.5,-2.145893956450252
FIG002B,correction,0.7472803347280335,0.5,-1.9753549060843307
FIG002B,correction,0.7970711297071129,0.5,-1.826368552803077
FIG002B,correction,0.8468619246861925,0.5,-1.6951420429294464
FIG002B,correction,0.8966527196652719,0.5,-1.5787237139517833
FIG002B,correction,0.9464435146443514,0.5,-1.4747819728032512
FIG002B,correction,0.996234309623431,0.5,-1.381450463225255
FIG002B,correction,1.0460251046025104,0.5,-1.2972174378147283
FIG002B,correction,1.09581589958159,0.5,-1.2208452774011627
FIG002B,correction,1.1456066945606695,0.5,-1.1513109876948857
FIG002B,correction,1.195397489539749,0.5,-1.087761558437409
FIG002B,correction,1.2451882845188285,0.5,-1.0294800261043473
FIG002B,correction,1.294979079497908,0.5,-0.9758593602834855
FIG002B,correction,1.3447698744769876,0.5,-0.9263821467340857
FIG002B,correction,1.394560669456067,0.5,-0.8806046189853699
FIG002B,correction,1.4443514644351465,0.5,-0.838143989613043
FIG002B,correction,1.494142259414226,0.5,-0.7986683118788316
FIG002B,correction,1.5439330543933054,0.5,-0.7618883008398132
FIG002B,correction,1.593723849372385,0.5,-0.7275506856741752
FIG002B,correction,1.6435146443514645,0.5,-0.6954327687255226
FIG002B,correction,1.693305439330544,0.5,-0.6653379430712915
FIG002B,correction,1.7430962343096235,0.5,-0.6370919771127972
FIG002B,correction,1.792887029288703,0.5,-0.6105399172104261
FIG002B,correction,1.8426778242677826,0.5,-0.5855434915746603
FIG002B,correction,1.892468619246862,0.5,-0.5619789231916295
FIG002B,correction,1.9422594142259415,0.5,-0.5397350784635033
FIG002B,correction,1.992050209205021,0.5,-0.5187118928953082
FIG002B,correction,2.0418410041841004,0.5,-0.49881902659683497
FIG002B,correction,2.09163179916318,0.5,-0.4799747113561613
FIG002B,correction,2.1414225941422593,0.5,-0.4621047581492346
FIG002B,correction,2.191213389121339,0.5,-0.4451416996050144
FIG002B,correction,2.2410041841004187,0.5,-0.4290240464705333
FIG002B,correction,2.290794979079498,0.5,-0.41369564076047655
FIG002B,correction,2.3405857740585776,0.5,-0.39910509121960025
FIG002B,correction,2.390376569037657,0.5,-0.3852052791185592
FIG002B,correction,2.4401673640167365,0.5,-0.3719529243569272
FIG002B,correction,2.4899581589958157,0.5,-0.3593082034491735
FIG002B,correction,2.5397489539748954,0.5,-0.3472344122888847
FIG002B,correction,2.589539748953975,0.5,-0.33569766767790454
FIG002B,correction,2.6393305439330543,0.5,-0.32466664251330324
FIG002B,correction,2.689121338912134,0.5,-0.3141123302804521
FIG002B,correction,2.7389121338912132,0.5,-0.3040078351323746
FIG002B,correction,2.788702928870293,0.5,-0.2943281843660048
FIG002B,correction,2.8384937238493726,0.5,-0.2850501605527905
FIG002B,correction,2.888284518828452,0.5,-0.27615215095863205
FIG002B,correction,2.9380753138075315,0.5,-0.26761401220819536
FIG002B,correction,2.9878661087866107,0.5,-0.25941694842073393
FIG002B,correction,3.0376569037656904,0.5,-0.2515434012765632
FIG002B,correction,3.08744769874477,0.5,-0.24397695067171857
FIG002B,correction,3.1372384937238493,0.5,-0.23670222478840044
FIG002B,correction,3.187029288702929,0.5,-0.2297048185550234
FIG002B,correction,3.2368200836820082,0.5,-0.22297121959567226
FIG002B,correction,3.286610878661088,0.5,-0.21648874087760916
FIG002B,correction,3.3364016736401676,0.5,-0.21024545935972194
FIG002B,correction,3.386192468619247,0.5,-0.20423016002659766
FIG002B,correction,3.4359832635983265,0.5,-0.19843228476404876
FIG002B,correction,3.4857740585774057,0.5,-0.19284188559393614
FIG002B,correction,3.5355648535564854,0.5,-0.187449581840301
FIG002B,correction,3.585355648535565,0.5,-0.1822465208462315
FIG002B,correction,3.6351464435146443,0.5,-0.17722434190246653
FIG002B,correction,3.684937238493724,0.5,-0.17237514308527369
FIG002B,correction,3.7347280334728032,0.5,-0.1676914507332979
FIG002B,correction,3.784518828451883,0.5,-0.16316619132143148
FIG002B,correction,3.8343096234309626,0.5,-0.1587926655148161
FIG002B,correction,3.884100418410042,0.5,-0.1545645242082476
FIG002B,correction,3.9338912133891215,0.5,-0.15047574637591005
FIG002B,correction,3.9836820083682007,0.5,-0.1465206185738055
FIG002B,correction,4.03347280334728,0.5,-0.14269371595275876
FIG002B,correction,4.08326359832636,0.5,-0.13898988465368944
FIG002B,correction,4.133054393305439,0.5,-0.13540422546916273
FIG002B,correction,4.182845188284518,0.5,-0.13193207866623297
FIG002B,correction,4.232635983263598,0.5,-0.12856900987543643
FIG002B,correction,4.2824267782426775,0.5,-0.12531079695960387
FIG002B,correction,4.332217573221757,0.5,-0.12215341778406856
FIG002B,correction,4.382008368200837,0.5,-0.11909303881694516
FIG002B,correction,4.431799163179916,0.5,-0.11612600449453855
FIG002B,correction,4.481589958158995,0.5,-0.11324882729268897
FIG002B,correction,4.531380753138075,0.5,-0.11045817845004068
FIG002B,correction,4.581171548117155,0.5,-0.1077508792938974
FIG002B,correction,4.630962343096234,0.5,-0.10512389312355147
FIG002B,correction,4.680753138075313,0.5,-0.10257431760979692
FIG002B,correction,4.730543933054393,0.5,-0.10009937767279545
FIG002B,correction,4.7803347280334725,0.5,-0.09769641880360432
FIG002B,correction,4.830125523012552,0.5,-0.09536290079752055
FIG002B,correction,4.879916317991631,0.5,-0.09309639186998399
FIG002B,correction,4.929707112970711,0.5,-0.09089456312813356
FIG002B,correction,4.97949790794979,0.5,-0.08875518337325512
FIG002B,correction,5.02928870292887,0.5,-0.08667611421130665
FIG002B,correction,5.07907949790795,0.5,-0.08465530545049199
FIG002B,correction,5.1288702928870284,0.5,-0.08269079076647451
FIG002B,correction,5.178661087866108,0.5,-0.0807806836173117
