target_id,panel_id,alpha0,m0,normalized_energy,series_id,provenance
T001,FIG002A,3.4,0,-0.249742557938,FIG2A_M0_0,independent_numerics
T001,FIG002A,3.5,0,-0.243965778311,FIG2A_M0_0,independent_numerics
T001,FIG002A,3.6,0,-0.23833653084,FIG2A_M0_0,independent_numerics
T001,FIG002A,3.7,0,-0.232850952338,FIG2A_M0_0,independent_numerics
T001,FIG002A,3.8,0,-0.227505252708,FIG2A_M0_0,independent_numerics
T001,FIG002A,3.9,0,-0.22229571847,FIG2A_M0_0,independent_numerics
T001,FIG002A,4,0,-0.217218715379,FIG2A_M0_0,independent_numerics
T001,FIG002A,4.1,0,-0.212270690279,FIG2A_M0_0,independent_numerics
T001,FIG002A,4.2,0,-0.207448172304,FIG2A_M0_0,independent_numerics
T001,FIG002A,4.3,0,-0.202747773554,FIG2A_M0_0,independent_numerics
T001,FIG002A,4.4,0,-0.198166189304,FIG2A_M0_0,independent_numerics
T001,FIG002A,4.5,0,-0.193700197847,FIG2A_M0_0,independent_numerics
T001,FIG002A,4.6,0,-0.189346660016,FIG2A_M0_0,independent_numerics
T001,FIG002A,4.7,0,-0.185102518452,FIG2A_M0_0,independent_numerics
T001,FIG002A,4.8,0,-0.180964796645,FIG2A_M0_0,independent_numerics
T001,FIG002A,4.9,0,-0.176930597811,FIG2A_M0_0,independent_numerics
T001,FIG002A,5,0,-0.172997103619,FIG2A_M0_0,independent_numerics
T001,FIG002A,5.1,0,-0.169161572798,FIG2A_M0_0,independent_numerics
T001,FIG002A,5.2,0,-0.165421339661,FIG2A_M0_0,independent_numerics
T001,FIG002A,5.3,0,-0.161773812557,FIG2A_M0_0,independent_numerics
T001,FIG002A,5.4,0,-0.158216472257,FIG2A_M0_0,independent_numerics
T001,FIG002A,5.5,0,-0.154746870321,FIG2A_M0_0,independent_numerics
T001,FIG002A,5.6,0,-0.15136262742,FIG2A_M0_0,independent_numerics
T001,FIG002A,5.7,0,-0.148061431657,FIG2A_M0_0,independent_numerics
T001,FIG002A,5.8,0,-0.144841036872,FIG2A_M0_0,independent_numerics
T001,FIG002A,5.9,0,-0.141699260952,FIG2A_M0_0,independent_numerics
T001,FIG002A,6,0,-0.138633984153,FIG2A_M0_0,independent_numerics
T001,FIG002A,6.1,0,-0.135643147428,FIG2A_M0_0,independent_numerics
T001,FIG002A,6.2,0,-0.132724750778,FIG2A_M0_0,independent_numerics
T001,FIG002A,6.3,0,-0.129876851625,FIG2A_M0_0,independent_numerics
T001,FIG002A,6.4,0,-0.127097563207,FIG2A_M0_0,independent_numerics
T001,FIG002A,6.5,0,-0.124385053003,FIG2A_M0_0,independent_numerics
T001,FIG002A,6.6,0,-0.121737541187,FIG2A_M0_0,independent_numerics
T001,FIG002A,6.7,0,-0.119153299114,FIG2A_M0_0,independent_numerics
T001,FIG002A,6.8,0,-0.116630647839,FIG2A_M0_0,independent_numerics
T001,FIG002A,6.9,0,-0.114167956662,FIG2A_M0_0,independent_numerics
T001,FIG002A,7,0,-0.111763641724,FIG2A_M0_0,independent_numerics
T001,FIG002A,7.1,0,-0.109416164618,FIG2A_M0_0,independent_numerics
T001,FIG002A,7.2,0,-0.107124031049,FIG2A_M0_0,independent_numerics
T001,FIG002A,7.3,0,-0.104885789521,FIG2A_M0_0,independent_numerics
T001,FIG002A,7.4,0,-0.102700030065,FIG2A_M0_0,independent_numerics
T001,FIG002A,7.5,0,-0.100565382996,FIG2A_M0_0,independent_numerics
T001,FIG002A,7.6,0,-0.098480517705,FIG2A_M0_0,independent_numerics
T001,FIG002A,7.7,0,-0.0964441414918,FIG2A_M0_0,independent_numerics
T001,FIG002A,7.8,0,-0.0944549984205,FIG2A_M0_0,independent_numerics
T001,FIG002A,7.9,0,-0.092511868216,FIG2A_M0_0,independent_numerics
T001,FIG002A,8,0,-0.0906135651894,FIG2A_M0_0,independent_numerics
T001,FIG002A,8.1,0,-0.0887589371956,FIG2A_M0_0,independent_numerics
T001,FIG002A,8.2,0,-0.0869468646222,FIG2A_M0_0,independent_numerics
T001,FIG002A,8.3,0,-0.085176259408,FIG2A_M0_0,independent_numerics
T001,FIG002A,8.4,0,-0.0834460640923,FIG2A_M0_0,independent_numerics
T001,FIG002A,8.5,0,-0.0817552508918,FIG2A_M0_0,independent_numerics
T001,FIG002A,8.6,0,-0.0801028208063,FIG2A_M0_0,independent_numerics
T001,FIG002A,8.7,0,-0.078487802752,FIG2A_M0_0,independent_numerics
T001,FIG002A,8.8,0,-0.0769092527209,FIG2A_M0_0,independent_numerics
T001,FIG002A,8.9,0,-0.0753662529668,FIG2A_M0_0,independent_numerics
T001,FIG002A,9,0,-0.0738579112163,FIG2A_M0_0,independent_numerics
T001,FIG002A,9.1,0,-0.0723833599042,FIG2A_M0_0,independent_numerics
T001,FIG002A,9.2,0,-0.0709417554329,FIG2A_M0_0,independent_numerics
T001,FIG002A,9.3,0,-0.0695322774549,FIG2A_M0_0,independent_numerics
T001,FIG002A,9.4,0,-0.0681541281778,FIG2A_M0_0,independent_numerics
T001,FIG002A,9.5,0,-0.0668065316908,FIG2A_M0_0,independent_numerics
T001,FIG002A,9.6,0,-0.065488733313,FIG2A_M0_0,independent_numerics
T001,FIG002A,9.7,0,-0.0641999989613,FIG2A_M0_0,independent_numerics
T001,FIG002A,9.8,0,-0.0629396145387,FIG2A_M0_0,independent_numerics
T001,FIG002A,9.9,0,-0.0617068853418,FIG2A_M0_0,independent_numerics
T001,FIG002A,10,0,-0.0605011354865,FIG2A_M0_0,independent_numerics
T001,FIG002A,10.1,0,-0.0593217073526,FIG2A_M0_0,independent_numerics
T001,FIG002A,10.2,0,-0.0581679610446,FIG2A_M0_0,independent_numerics
T001,FIG002A,10.3,0,-0.0570392738709,FIG2A_M0_0,independent_numerics
T001,FIG002A,10.4,0,-0.0559350398381,FIG2A_M0_0,independent_numerics
T001,FIG002A,10.5,0,-0.0548546691617,FIG2A_M0_0,independent_numerics
T001,FIG002A,10.6,0,-0.0537975877925,FIG2A_M0_0,independent_numerics
T001,FIG002A,10.7,0,-0.0527632369571,FIG2A_M0_0,independent_numerics
T001,FIG002A,10.8,0,-0.0517510727131,FIG2A_M0_0,independent_numerics
T001,FIG002A,10.9,0,-0.0507605655184,FIG2A_M0_0,independent_numerics
T001,FIG002A,11,0,-0.049791199814,FIG2A_M0_0,independent_numerics
T001,FIG002A,11.1,0,-0.048842473619,FIG2A_M0_0,independent_numerics
T001,FIG002A,11.2,0,-0.0479138981395,FIG2A_M0_0,independent_numerics
T001,FIG002A,11.3,0,-0.0470049973883,FIG2A_M0_0,independent_numerics
T001,FIG002A,11.4,0,-0.0461153078177,FIG2A_M0_0,independent_numerics
T001,FIG002A,11.5,0,-0.0452443779627,FIG2A_M0_0,independent_numerics
T001,FIG002A,11.6,0,-0.0443917680957,FIG2A_M0_0,independent_numerics
T001,FIG002A,11.7,0,-0.0435570498918,FIG2A_M0_0,independent_numerics
T001,FIG002A,11.8,0,-0.0427398061045,FIG2A_M0_0,independent_numerics
T001,FIG002A,11.9,0,-0.041939630251,FIG2A_M0_0,independent_numerics
T001,FIG002A,12,0,-0.0411561263078,FIG2A_M0_0,independent_numerics
T001,FIG002A,12.1,0,-0.0403889084152,FIG2A_M0_0,independent_numerics
T001,FIG002A,12.2,0,-0.0396376005908,FIG2A_M0_0,independent_numerics
T001,FIG002A,12.3,0,-0.0389018364521,FIG2A_M0_0,independent_numerics
T001,FIG002A,12.4,0,-0.0381812589474,FIG2A_M0_0,independent_numerics
T001,FIG002A,12.5,0,-0.0374755200945,FIG2A_M0_0,independent_numerics
T001,FIG002A,12.6,0,-0.0367842807282,FIG2A_M0_0,independent_numerics
T001,FIG002A,12.7,0,-0.0361072102544,FIG2A_M0_0,independent_numerics
T001,FIG002A,12.8,0,-0.0354439864128,FIG2A_M0_0,independent_numerics
T001,FIG002A,12.9,0,-0.0347942950456,FIG2A_M0_0,independent_numerics
T001,FIG002A,13,0,-0.034157829874,FIG2A_M0_0,independent_numerics
T001,FIG002A,13.1,0,-0.033534292281,FIG2A_M0_0,independent_numerics
T001,FIG002A,13.2,0,-0.0329233911009,FIG2A_M0_0,independent_numerics
T001,FIG002A,13.3,0,-0.0323248424149,FIG2A_M0_0,independent_numerics
T001,FIG002A,13.4,0,-0.0317383693533,FIG2A_M0_0,independent_numerics
T001,FIG002A,13.5,0,-0.0311637019028,FIG2A_M0_0,independent_numerics
T001,FIG002A,13.6,0,-0.03060057672,FIG2A_M0_0,independent_numerics
T001,FIG002A,13.7,0,-0.0300487369507,FIG2A_M0_0,independent_numerics
T001,FIG002A,13.8,0,-0.0295079320539,FIG2A_M0_0,independent_numerics
T001,FIG002A,13.9,0,-0.0289779176314,FIG2A_M0_0,independent_numerics
T001,FIG002A,14,0,-0.0284584552624,FIG2A_M0_0,independent_numerics
T001,FIG002A,14.1,0,-0.0279493123427,FIG2A_M0_0,independent_numerics
T001,FIG002A,14.2,0,-0.0274502619291,FIG2A_M0_0,independent_numerics
T001,FIG002A,14.3,0,-0.0269610825877,FIG2A_M0_0,independent_numerics
T001,FIG002A,14.4,0,-0.0264815582472,FIG2A_M0_0,independent_numerics
T001,FIG002A,14.5,0,-0.0260114780562,FIG2A_M0_0,independent_numerics
T001,FIG002A,14.6,0,-0.0255506362447,FIG2A_M0_0,independent_numerics
T001,FIG002A,14.7,0,-0.0250988319892,FIG2A_M0_0,independent_numerics
T001,FIG002A,14.8,0,-0.0246558692827,FIG2A_M0_0,independent_numerics
T001,FIG002A,14.9,0,-0.0242215568074,FIG2A_M0_0,independent_numerics
T001,FIG002A,15,0,-0.0237957078118,FIG2A_M0_0,independent_numerics
T001,FIG002A,15.1,0,-0.0233781399906,FIG2A_M0_0,independent_numerics
T001,FIG002A,15.2,0,-0.0229686753687,FIG2A_M0_0,independent_numerics
T001,FIG002A,15.3,0,-0.0225671401883,FIG2A_M0_0,independent_numerics
T001,FIG002A,15.4,0,-0.0221733647991,FIG2A_M0_0,independent_numerics
T001,FIG002A,15.5,0,-0.0217871835516,FIG2A_M0_0,independent_numerics
T001,FIG002A,15.6,0,-0.0214084346935,FIG2A_M0_0,independent_numerics
T001,FIG002A,15.7,0,-0.0210369602695,FIG2A_M0_0,independent_numerics
T001,FIG002A,15.8,0,-0.0206726060227,FIG2A_M0_0,independent_numerics
T001,FIG002A,15.9,0,-0.0203152213,FIG2A_M0_0,independent_numerics
T001,FIG002A,16,0,-0.0199646589598,FIG2A_M0_0,independent_numerics
T001,FIG002A,16.1,0,-0.0196207752819,FIG2A_M0_0,independent_numerics
T001,FIG002A,16.2,0,-0.0192834298801,FIG2A_M0_0,independent_numerics
T001,FIG002A,16.3,0,-0.0189524856179,FIG2A_M0_0,independent_numerics
T001,FIG002A,16.4,0,-0.0186278085252,FIG2A_M0_0,independent_numerics
T001,FIG002A,16.5,0,-0.0183092677186,FIG2A_M0_0,independent_numerics
T001,FIG002A,16.6,0,-0.0179967353234,FIG2A_M0_0,independent_numerics
T001,FIG002A,16.7,0,-0.0176900863972,FIG2A_M0_0,independent_numerics
T001,FIG002A,16.8,0,-0.0173891988569,FIG2A_M0_0,independent_numerics
T001,FIG002A,16.9,0,-0.0170939534063,FIG2A_M0_0,independent_numerics
T001,FIG002A,17,0,-0.0168042334667,FIG2A_M0_0,independent_numerics
T001,FIG002A,17.1,0,-0.0165199251088,FIG2A_M0_0,independent_numerics
T001,FIG002A,17.2,0,-0.0162409169868,FIG2A_M0_0,independent_numerics
T001,FIG002A,17.3,0,-0.0159671002743,FIG2A_M0_0,independent_numerics
T001,FIG002A,17.4,0,-0.0156983686014,FIG2A_M0_0,independent_numerics
T001,FIG002A,17.5,0,-0.0154346179944,FIG2A_M0_0,independent_numerics
T001,FIG002A,17.6,0,-0.0151757468163,FIG2A_M0_0,independent_numerics
T001,FIG002A,17.7,0,-0.0149216557092,FIG2A_M0_0,independent_numerics
T001,FIG002A,17.8,0,-0.0146722475389,FIG2A_M0_0,independent_numerics
T001,FIG002A,17.9,0,-0.0144274273394,FIG2A_M0_0,independent_numerics
T001,FIG002A,18,0,-0.0141871022607,FIG2A_M0_0,independent_numerics
T001,FIG002A,18.1,0,-0.0139511815167,FIG2A_M0_0,independent_numerics
T001,FIG002A,18.2,0,-0.0137195763353,FIG2A_M0_0,independent_numerics
T001,FIG002A,18.3,0,-0.013492199909,FIG2A_M0_0,independent_numerics
T001,FIG002A,18.4,0,-0.0132689673476,FIG2A_M0_0,independent_numerics
T001,FIG002A,18.5,0,-0.0130497956319,FIG2A_M0_0,independent_numerics
T001,FIG002A,18.6,0,-0.0128346035684,FIG2A_M0_0,independent_numerics
T001,FIG002A,18.7,0,-0.0126233117451,FIG2A_M0_0,independent_numerics
T001,FIG002A,18.8,0,-0.0124158424892,FIG2A_M0_0,independent_numerics
T001,FIG002A,18.9,0,-0.0122121198252,FIG2A_M0_0,independent_numerics
T001,FIG002A,19,0,-0.0120120694341,FIG2A_M0_0,independent_numerics
T001,FIG002A,19.1,0,-0.0118156186142,FIG2A_M0_0,independent_numerics
T001,FIG002A,19.2,0,-0.0116226962424,FIG2A_M0_0,independent_numerics
T001,FIG002A,19.3,0,-0.0114332327367,FIG2A_M0_0,independent_numerics
T001,FIG002A,19.4,0,-0.0112471600198,FIG2A_M0_0,independent_numerics
T001,FIG002A,19.5,0,-0.0110644114832,FIG2A_M0_0,independent_numerics
T001,FIG002A,19.6,0,-0.0108849219531,FIG2A_M0_0,independent_numerics
T001,FIG002A,19.7,0,-0.0107086276559,FIG2A_M0_0,independent_numerics
T001,FIG002A,19.8,0,-0.0105354661859,FIG2A_M0_0,independent_numerics
T001,FIG002A,19.9,0,-0.0103653764728,FIG2A_M0_0,independent_numerics
T001,FIG002A,20,0,-0.0101982987509,FIG2A_M0_0,independent_numerics
T001,FIG002A,20.1,0,-0.010034174528,FIG2A_M0_0,independent_numerics
T001,FIG002A,20.2,0,-0.0098729465565,FIG2A_M0_0,independent_numerics
T001,FIG002A,20.3,0,-0.00971455880375,FIG2A_M0_0,independent_numerics
T001,FIG002A,20.4,0,-0.00955895642434,FIG2A_M0_0,independent_numerics
T001,FIG002A,20.5,0,-0.00940608573244,FIG2A_M0_0,independent_numerics
T001,FIG002A,20.6,0,-0.00925589417502,FIG2A_M0_0,independent_numerics
T001,FIG002A,20.7,0,-0.00910833030574,FIG2A_M0_0,independent_numerics
T001,FIG002A,20.8,0,-0.00896334375953,FIG2A_M0_0,independent_numerics
T001,FIG002A,20.9,0,-0.00882088522773,FIG2A_M0_0,independent_numerics
T001,FIG002A,21,0,-0.00868090643388,FIG2A_M0_0,independent_numerics
T001,FIG002A,21.1,0,-0.00854336011019,FIG2A_M0_0,independent_numerics
T001,FIG002A,21.2,0,-0.00840819997445,FIG2A_M0_0,independent_numerics
T001,FIG002A,21.3,0,-0.00827538070765,FIG2A_M0_0,independent_numerics
T001,FIG002A,21.4,0,-0.00814485793208,FIG2A_M0_0,independent_numerics
T001,FIG002A,21.5,0,-0.00801658818999,FIG2A_M0_0,independent_numerics
T001,FIG002A,21.6,0,-0.00789052892275,FIG2A_M0_0,independent_numerics
T001,FIG002A,21.7,0,-0.00776663845062,FIG2A_M0_0,independent_numerics
T001,FIG002A,21.8,0,-0.00764487595286,FIG2A_M0_0,independent_numerics
T001,FIG002A,21.9,0,-0.00752520144848,FIG2A_M0_0,independent_numerics
T001,FIG002A,22,0,-0.00740757577736,FIG2A_M0_0,independent_numerics
T001,FIG002A,22.1,0,-0.00729196058188,FIG2A_M0_0,independent_numerics
T001,FIG002A,22.2,0,-0.00717831828899,FIG2A_M0_0,independent_numerics
T001,FIG002A,22.3,0,-0.00706661209269,FIG2A_M0_0,independent_numerics
T001,FIG002A,22.4,0,-0.00695680593696,FIG2A_M0_0,independent_numerics
T001,FIG002A,22.5,0,-0.00684886449912,FIG2A_M0_0,independent_numerics
T001,FIG002A,22.6,0,-0.00674275317353,FIG2A_M0_0,independent_numerics
T001,FIG002A,22.7,0,-0.00663843805577,FIG2A_M0_0,independent_numerics
T001,FIG002A,22.8,0,-0.00653588592711,FIG2A_M0_0,independent_numerics
T001,FIG002A,22.9,0,-0.00643506423942,FIG2A_M0_0,independent_numerics
T001,FIG002A,23,0,-0.00633594110042,FIG2A_M0_0,independent_numerics
T001,FIG002A,23.1,0,-0.00623848525928,FIG2A_M0_0,independent_numerics
T001,FIG002A,23.2,0,-0.00614266609253,FIG2A_M0_0,independent_numerics
T001,FIG002A,23.3,0,-0.0060484535904,FIG2A_M0_0,independent_numerics
T001,FIG002A,23.4,0,-0.00595581834337,FIG2A_M0_0,independent_numerics
T001,FIG002A,23.5,0,-0.00586473152914,FIG2A_M0_0,independent_numerics
T001,FIG002A,23.6,0,-0.00577516489981,FIG2A_M0_0,independent_numerics
T001,FIG002A,23.7,0,-0.00568709076946,FIG2A_M0_0,independent_numerics
T001,FIG002A,23.8,0,-0.00560048200196,FIG2A_M0_0,independent_numerics
T001,FIG002A,23.9,0,-0.00551531199908,FIG2A_M0_0,independent_numerics
T001,FIG002A,24,0,-0.00543155468889,FIG2A_M0_0,independent_numerics
T001,FIG002A,24.1,0,-0.00534918451442,FIG2A_M0_0,independent_numerics
T001,FIG002A,24.2,0,-0.00526817642261,FIG2A_M0_0,independent_numerics
T001,FIG002A,24.3,0,-0.00518850585346,FIG2A_M0_0,independent_numerics
T001,FIG002A,24.4,0,-0.00511014872951,FIG2A_M0_0,independent_numerics
T001,FIG002A,24.5,0,-0.00503308144549,FIG2A_M0_0,independent_numerics
T001,FIG002A,24.6,0,-0.0049572808583,FIG2A_M0_0,independent_numerics
T001,FIG002A,24.7,0,-0.00488272427709,FIG2A_M0_0,independent_numerics
T001,FIG002A,24.8,0,-0.00480938945373,FIG2A_M0_0,independent_numerics
T001,FIG002A,24.9,0,-0.00473725457336,FIG2A_M0_0,independent_numerics
T001,FIG002A,25,0,-0.00466629824522,FIG2A_M0_0,independent_numerics
T001,FIG002A,25.1,0,-0.00459649949372,FIG2A_M0_0,independent_numerics
T001,FIG002A,25.2,0,-0.00452783774965,FIG2A_M0_0,independent_numerics
T001,FIG002A,25.3,0,-0.00446029284163,FIG2A_M0_0,independent_numerics
T001,FIG002A,25.4,0,-0.00439384498773,FIG2A_M0_0,independent_numerics
T001,FIG002A,25.5,0,-0.00432847478735,FIG2A_M0_0,independent_numerics
T001,FIG002A,25.6,0,-0.00426416321316,FIG2A_M0_0,independent_numerics
T001,FIG002A,25.7,0,-0.00420089160334,FIG2A_M0_0,independent_numerics
T001,FIG002A,25.8,0,-0.00413864165397,FIG2A_M0_0,independent_numerics
T001,FIG002A,25.9,0,-0.00407739541151,FIG2A_M0_0,independent_numerics
T001,FIG002A,26,0,-0.00401713526558,FIG2A_M0_0,independent_numerics
T001,FIG002A,26.1,0,-0.00395784394179,FIG2A_M0_0,independent_numerics
T001,FIG002A,26.2,0,-0.0038995044948,FIG2A_M0_0,independent_numerics
T001,FIG002A,26.3,0,-0.00384210030152,FIG2A_M0_0,independent_numerics
T001,FIG002A,26.4,0,-0.00378561505442,FIG2A_M0_0,independent_numerics
T001,FIG002A,26.5,0,-0.00373003275507,FIG2A_M0_0,independent_numerics
T001,FIG002A,26.6,0,-0.00367533770776,FIG2A_M0_0,independent_numerics
T001,FIG002A,26.7,0,-0.00362151451328,FIG2A_M0_0,independent_numerics
T001,FIG002A,26.8,0,-0.00356854806284,FIG2A_M0_0,independent_numerics
T001,FIG002A,26.9,0,-0.00351642353214,FIG2A_M0_0,independent_numerics
T001,FIG002A,27,0,-0.00346512637553,FIG2A_M0_0,independent_numerics
T001,FIG002A,27.1,0,-0.00341464232036,FIG2A_M0_0,independent_numerics
T001,FIG002A,27.2,0,-0.0033649573614,FIG2A_M0_0,independent_numerics
T001,FIG002A,27.3,0,-0.00331605775541,FIG2A_M0_0,independent_numerics
T001,FIG002A,27.4,0,-0.0032679300158,FIG2A_M0_0,independent_numerics
T001,FIG002A,27.5,0,-0.00322056090749,FIG2A_M0_0,independent_numerics
T001,FIG002A,27.6,0,-0.00317393744178,FIG2A_M0_0,independent_numerics
T001,FIG002A,27.7,0,-0.00312804687135,FIG2A_M0_0,independent_numerics
T001,FIG002A,27.8,0,-0.00308287668548,FIG2A_M0_0,independent_numerics
T001,FIG002A,27.9,0,-0.00303841460519,FIG2A_M0_0,independent_numerics
T001,FIG002A,28,0,-0.00299464857868,FIG2A_M0_0,independent_numerics
T001,FIG002A,28.1,0,-0.00295156677671,FIG2A_M0_0,independent_numerics
T001,FIG002A,28.2,0,-0.00290915758814,FIG2A_M0_0,independent_numerics
T001,FIG002A,28.3,0,-0.00286740961564,FIG2A_M0_0,independent_numerics
T001,FIG002A,28.4,0,-0.00282631167135,FIG2A_M0_0,independent_numerics
T001,FIG002A,28.5,0,-0.00278585277276,FIG2A_M0_0,independent_numerics
T001,FIG002A,28.6,0,-0.00274602213857,FIG2A_M0_0,independent_numerics
T001,FIG002A,28.7,0,-0.00270680918476,FIG2A_M0_0,independent_numerics
T001,FIG002A,28.8,0,-0.00266820352065,FIG2A_M0_0,independent_numerics
T001,FIG002A,28.9,0,-0.00263019494507,FIG2A_M0_0,independent_numerics
T001,FIG002A,29,0,-0.00259277344261,FIG2A_M0_0,independent_numerics
T001,FIG002A,29.1,0,-0.00255592917998,FIG2A_M0_0,independent_numerics
T001,FIG002A,29.2,0,-0.00251965250241,FIG2A_M0_0,independent_numerics
T001,FIG002A,29.3,0,-0.00248393393015,FIG2A_M0_0,independent_numerics
T001,FIG002A,29.4,0,-0.00244876415502,FIG2A_M0_0,independent_numerics
T001,FIG002A,29.5,0,-0.00241413403706,FIG2A_M0_0,independent_numerics
T001,FIG002A,29.6,0,-0.00238003460123,FIG2A_M0_0,independent_numerics
T001,FIG002A,29.7,0,-0.0023464570342,FIG2A_M0_0,independent_numerics
T001,FIG002A,29.8,0,-0.0023133926812,FIG2A_M0_0,independent_numerics
T001,FIG002A,29.9,0,-0.00228083304292,FIG2A_M0_0,independent_numerics
T001,FIG002A,30,0,-0.00224876977248,FIG2A_M0_0,independent_numerics
T001,FIG002B,0.025,0,-80.8440293331,FIG2B_M0_0,independent_numerics
T001,FIG002B,0.05,0,-40.1488473639,FIG2B_M0_0,independent_numerics
T001,FIG002B,0.075,0,-26.5832484579,FIG2B_M0_0,independent_numerics
T001,FIG002B,0.1,0,-19.8002501849,FIG2B_M0_0,independent_numerics
T001,FIG002B,0.125,0,-15.7304128849,FIG2B_M0_0,independent_numerics
T001,FIG002B,0.15,0,-13.0172351279,FIG2B_M0_0,independent_numerics
T001,FIG002B,0.175,0,-11.0793466591,FIG2B_M0_0,independent_numerics
T001,FIG002B,0.2,0,-9.62605439787,FIG2B_M0_0,independent_numerics
T001,FIG002B,0.225,0,-8.49585679721,FIG2B_M0_0,independent_numerics
T001,FIG002B,0.25,0,-7.59184910008,FIG2B_M0_0,independent_numerics
T001,FIG002B,0.275,0,-6.85236182483,FIG2B_M0_0,independent_numerics
T001,FIG002B,0.3,0,-6.23627984969,FIG2B_M0_0,independent_numerics
T001,FIG002B,0.325,0,-5.71513720596,FIG2B_M0_0,independent_numerics
T001,FIG002B,0.35,0,-5.26859975255,FIG2B_M0_0,independent_numerics
T001,FIG002B,0.375,0,-4.88175473735,FIG2B_M0_0,independent_numerics
T001,FIG002B,0.4,0,-4.54341674269,FIG2B_M0_0,independent_numerics
T001,FIG002B,0.425,0,-4.2450315108,FIG2B_M0_0,independent_numerics
T001,FIG002B,0.45,0,-3.97994514482,FIG2B_M0_0,independent_numerics
T001,FIG002B,0.475,0,-3.74290407672,FIG2B_M0_0,independent_numerics
T001,FIG002B,0.5,0,-3.52970503579,FIG2B_M0_0,independent_numerics
T001,FIG002B,0.525,0,-3.33694501924,FIG2B_M0_0,independent_numerics
T001,FIG002B,0.55,0,-3.16183944723,FIG2B_M0_0,independent_numerics
T001,FIG002B,0.575,0,-3.00208775146,FIG2B_M0_0,independent_numerics
T001,FIG002B,0.6,0,-2.85577256323,FIG2B_M0_0,independent_numerics
T001,FIG002B,0.625,0,-2.72128309353,FIG2B_M0_0,independent_numerics
T001,FIG002B,0.65,0,-2.59725619248,FIG2B_M0_0,independent_numerics
T001,FIG002B,0.675,0,-2.48253050484,FIG2B_M0_0,independent_numerics
T001,FIG002B,0.7,0,-2.37611044774,FIG2B_M0_0,independent_numerics
T001,FIG002B,0.725,0,-2.2771376401,FIG2B_M0_0,independent_numerics
T001,FIG002B,0.75,0,-2.18486804507,FIG2B_M0_0,independent_numerics
T001,FIG002B,0.775,0,-2.09865353561,FIG2B_M0_0,independent_numerics
T001,FIG002B,0.8,0,-2.01792691577,FIG2B_M0_0,independent_numerics
T001,FIG002B,0.825,0,-1.94218966474,FIG2B_M0_0,independent_numerics
T001,FIG002B,0.85,0,-1.87100184312,FIG2B_M0_0,independent_numerics
T001,FIG002B,0.875,0,-1.80397372908,FIG2B_M0_0,independent_numerics
