excess_ratio,target_id,model_position_g,printed_linear_position_g,model_peak_rate_s,minimum_survival,mean_energy_es
3.21,T008,321.13090655905825,322.75418,0.30785894571454264,0.9403065348769277,9.310753883016112
1.81,T009,321.02184478062236,321.55298,0.4894728976069018,0.9067489105348435,5.597267515108195
1.26,T010,321.0784674155,321.08108,0.593506203731522,0.8880754276733344,3.720047394835567
0.8,T011,321.1941178304809,320.6864,0.7283490800182335,0.8644592653756705,2.435395894526974
0.45,T012,321.0895285693945,320.3861,0.9671521298005246,0.8241785819249514,1.412112301952849
0.2,T013,320.77854692359693,320.1716,0.5866529634222388,0.8892971321227714,0.7881281754171139
0.0,T014,320.25523587468547,320.0,0.06784522705129348,0.9865281744601122,0.2795822952547734
