excess_ratio,samples,mean_energy_es,median_energy_es,q10_energy_es,q90_energy_es
0.0,1024,0.2795822952547734,0.24882471049127525,0.10141984722143704,0.503452011268303
0.2,1024,0.7881281754171139,0.6865035733929412,0.20143666102327296,1.535226970643611
0.45,1024,1.412112301952849,1.2252687851114858,0.2689191154878923,2.898321353266034
0.8,1024,2.435395894526974,2.173933637050783,0.3188894177381675,4.913168264637054
1.26,1024,3.720047394835567,3.2583641964045444,0.43560988161738934,7.461379547673007
1.81,1024,5.597267515108195,5.551675408340511,0.6927883549718861,10.903872577011017
3.21,1024,9.310753883016112,8.469286932923316,0.7367789352745621,19.506136196209628
