excess_ratio,s_peak_rate_s,p_peak_rate_s,s_peak_position_g,p_peak_position_g,printed_exponential_shape,parameter_status
0.0,4.724264480173588,14.488835334777832,321.9163626367822,321.918137281064,1.0,s_printed_fit_p_comparator_reconstructed_averaging
0.2,2.591503629460931,6.596396327018738,321.9350250573652,321.9236426062452,0.5454955638202434,s_printed_fit_p_comparator_reconstructed_averaging
0.45,1.8503014594316483,4.435859024524689,321.94891311840536,321.92310256341716,0.25572915991310063,s_printed_fit_p_comparator_reconstructed_averaging
0.8,1.327605040743947,3.3010095059871674,321.9525714522426,321.9234112913002,0.08854517331628878,s_printed_fit_p_comparator_reconstructed_averaging
