mean_count,poisson_variance,goe_variance,generated_data_provenance
0.0,0.0,0.0,analytic_reference
0.05,0.05,0.0475684889578799,analytic_reference
0.1,0.1,0.09054673855106316,analytic_reference
0.15000000000000002,0.15000000000000002,0.12933881315126877,analytic_reference
0.2,0.2,0.16433792831229102,analytic_reference
0.25,0.25,0.19592199828878015,analytic_reference
0.30000000000000004,0.30000000000000004,0.2244499312225789,analytic_reference
0.35000000000000003,0.35000000000000003,0.2502586934300496,analytic_reference
0.4,0.4,0.27366114062038965,analytic_reference
0.45,0.45,0.29494459208855583,analytic_reference
0.5,0.5,0.3143701046081277,analytic_reference
0.55,0.55,0.33217238641811786,analytic_reference
0.6000000000000001,0.6000000000000001,0.34856027872500456,analytic_reference
0.65,0.65,0.36371772274393593,analytic_reference
0.7000000000000001,0.7000000000000001,0.3778051245423429,analytic_reference
0.75,0.75,0.39096102773756314,analytic_reference
0.8,0.8,0.4033040052138129,analytic_reference
0.8500000000000001,0.8500000000000001,0.4149346851217031,analytic_reference
0.9,0.9,0.4259378330694258,analytic_reference
0.9500000000000001,0.9500000000000001,0.43638442110341347,analytic_reference
1.0,1.0,0.44633362426090684,analytic_reference
1.05,1.05,0.455834696596227,analytic_reference
1.1,1.1,0.46492869008780535,analytic_reference
1.1500000000000001,1.1500000000000001,0.47364999121129037,analytic_reference
1.2000000000000002,1.2000000000000002,0.4820276607590539,analytic_reference
1.25,1.25,0.49008657231455954,analytic_reference
1.3,1.3,0.49784835335164745,analytic_reference
1.35,1.35,0.5053321400147867,analytic_reference
1.4000000000000001,1.4000000000000001,0.5125551621287538,analytic_reference
1.4500000000000002,1.4500000000000002,0.5195331788558184,analytic_reference
1.5,1.5,0.5262807877161135,analytic_reference
1.55,1.55,0.5328116305331909,analytic_reference
1.6,1.6,0.5391385194381078,analytic_reference
1.6500000000000001,1.6500000000000001,0.5452735045791124,analytic_reference
1.7000000000000002,1.7000000000000002,0.5512279028819598,analytic_reference
1.75,1.75,0.5570123043393376,analytic_reference
1.8,1.8,0.5626365691229056,analytic_reference
1.85,1.85,0.568109825535889,analytic_reference
1.9000000000000001,1.9000000000000001,0.5734404756579421,analytic_reference
1.9500000000000002,1.9500000000000002,0.578636212641013,analytic_reference
2.0,2.0,0.5837040511186049,analytic_reference
2.0500000000000003,2.0500000000000003,0.5886503701722938,analytic_reference
2.1,2.1,0.5934809667982277,analytic_reference
2.15,2.15,0.5982011168340935,analytic_reference
2.2,2.2,0.6028156398120721,analytic_reference
2.25,2.25,0.6073289641375805,analytic_reference
2.3000000000000003,2.3000000000000003,0.6117451892798798,analytic_reference
2.35,2.35,0.6160681422105736,analytic_reference
2.4000000000000004,2.4000000000000004,0.6203014260469326,analytic_reference
2.45,2.45,0.6244484596594244,analytic_reference
2.5,2.5,0.6285125078057034,analytic_reference
2.5500000000000003,2.5500000000000003,0.6324967020885222,analytic_reference
2.6,2.6,0.6364040536504862,analytic_reference
2.6500000000000004,2.6500000000000004,0.640237458979656,analytic_reference
2.7,2.7,0.6439997004894882,analytic_reference
2.75,2.75,0.647693443653703,analytic_reference
2.8000000000000003,2.8000000000000003,0.6513212324346749,analytic_reference
2.85,2.85,0.6548854845673184,analytic_reference
2.9000000000000004,2.9000000000000004,0.6583884879813353,analytic_reference
2.95,2.95,0.6618323992996116,analytic_reference
3.0,3.0,0.6652192449764494,analytic_reference
3.0500000000000003,3.0500000000000003,0.6685509252712665,analytic_reference
3.1,3.1,0.6718292209211376,analytic_reference
3.1500000000000004,3.1500000000000004,0.675055802102472,analytic_reference
3.2,3.2,0.6782322390738851,analytic_reference
3.25,3.25,0.6813600137762261,analytic_reference
3.3000000000000003,3.3000000000000003,0.6844405316313389,analytic_reference
3.35,3.35,0.6874751328216862,analytic_reference
3.4000000000000004,3.4000000000000004,0.6904651024352222,analytic_reference
3.45,3.45,0.6934116790080056,analytic_reference
3.5,3.5,0.6963160611721362,analytic_reference
3.5500000000000003,3.5500000000000003,0.699179412300218,analytic_reference
3.6,3.6,0.7020028632123578,analytic_reference
3.6500000000000004,3.6500000000000004,0.7047875131629886,analytic_reference
3.7,3.7,0.7075344294417616,analytic_reference
3.75,3.75,0.7102446459982183,analytic_reference
3.8000000000000003,3.8000000000000003,0.7129191615319206,analytic_reference
3.85,3.85,0.7155589374793334,analytic_reference
3.9000000000000004,3.9000000000000004,0.7181648962814751,analytic_reference
3.95,3.95,0.7207379202400221,analytic_reference
4.0,4.0,0.7232788511736405,analytic_reference
4.05,4.05,0.7257884909816008,analytic_reference
4.1000000000000005,4.1000000000000005,0.7282676031181112,analytic_reference
4.15,4.15,0.73071691488764,analytic_reference
4.2,4.2,0.7331371203959405,analytic_reference
4.25,4.25,0.7355288839389176,analytic_reference
4.3,4.3,0.7378928435840533,analytic_reference
4.3500000000000005,4.3500000000000005,0.740229614697347,analytic_reference
4.4,4.4,0.7425397931901498,analytic_reference
4.45,4.45,0.744823958300862,analytic_reference
4.5,4.5,0.7470826747809074,analytic_reference
4.55,4.55,0.749316494416322,analytic_reference
4.6000000000000005,4.6000000000000005,0.7515259568794743,analytic_reference
4.65,4.65,0.7537115899640288,analytic_reference
4.7,4.7,0.7558739093051581,analytic_reference
4.75,4.75,0.7580134177226472,analytic_reference
4.800000000000001,4.800000000000001,0.760130604344722,analytic_reference
4.8500000000000005,4.8500000000000005,0.7622259436746166,analytic_reference
4.9,4.9,0.7642998947507795,analytic_reference
4.95,4.95,0.7663529005278491,analytic_reference
5.0,5.0,0.7683853875720148,analytic_reference
