magnetic_field_g,loss_rate_s,survival,excess_ratio,partial_wave,parameter_status
319.8,0.05080047410119089,0.9898913445859927,0.8,3,printed_energy_and_delta_mu_reconstructed_gamma_m
319.82,0.051858593210136784,0.9896818821608966,0.8,3,printed_energy_and_delta_mu_reconstructed_gamma_m
319.84000000000003,0.05296571130374425,0.9894627674766437,0.8,3,printed_energy_and_delta_mu_reconstructed_gamma_m
319.86,0.05412680950041962,0.9892330214664451,0.8,3,printed_energy_and_delta_mu_reconstructed_gamma_m
319.88,0.055347871932423236,0.9889914679070413,0.8,3,printed_energy_and_delta_mu_reconstructed_gamma_m
319.90000000000003,0.0566362233570859,0.9887366670224279,0.8,3,printed_energy_and_delta_mu_reconstructed_gamma_m
319.92,0.058001033114643843,0.9884668163634232,0.8,3,printed_energy_and_delta_mu_reconstructed_gamma_m
319.94,0.05945409462184477,0.9881795974837138,0.8,3,printed_energy_and_delta_mu_reconstructed_gamma_m
319.96000000000004,0.06101107487231077,0.9878719301659545,0.8,3,printed_energy_and_delta_mu_reconstructed_gamma_m
319.98,0.06269357167082773,0.9875395678169797,0.8,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.0,0.06453247873844005,0.9871764358994968,0.8,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.02000000000004,0.06657298840065543,0.9867736494828917,0.8,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.04,0.0688800600662495,0.9863184430049493,0.8,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.06,0.07153959661159219,0.9857939525185734,0.8,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.08,0.07465147335240538,0.9851806095487285,0.8,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.1,0.07832390517212803,0.9844572734977436,0.8,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.12,0.0826537737442748,0.9836051283967976,0.8,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.14,0.08769432640569064,0.9826140453518165,0.8,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.16,0.09347498214580134,0.9814786710947383,0.8,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.18,0.1001763750108768,0.9801640974062582,0.8,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.2,0.10803650726139068,0.9786244640089768,0.8,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.22,0.11695401337106624,0.9768806415985415,0.8,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.24,0.1260561537343228,0.9751039183440563,0.8,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.26,0.13432305086200483,0.9734930336564741,0.8,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.28000000000003,0.14188760862393998,0.9720213383528139,0.8,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.3,0.14931095013355228,0.97057927983714,0.8,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.32,0.15783925371871887,0.968925211927096,0.8,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.34000000000003,0.16924678948487215,0.966717121969465,0.8,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.36,0.18363974415515838,0.9639383402331375,0.8,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.38,0.19855124617190903,0.961067868963593,0.8,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.40000000000003,0.21007653549335645,0.958855103170475,0.8,3,printed_energy_and_delta_mu_reconstructed_gamma_m
