field_mv_m,velocity_m_s,density,gaussian_density,kurtosis
3.0,-1.19,0.0,0.0,2.9816191378487753
3.0,-1.17,0.0,0.0,2.9816191378487753
3.0,-1.15,0.0,0.0,2.9816191378487753
3.0,-1.13,0.0,0.0,2.9816191378487753
3.0,-1.1099999999999999,0.0,0.0,2.9816191378487753
3.0,-1.0899999999999999,0.0,0.0,2.9816191378487753
3.0,-1.07,0.0,0.0,2.9816191378487753
3.0,-1.05,0.0,0.0,2.9816191378487753
3.0,-1.03,0.0,0.0,2.9816191378487753
3.0,-1.01,0.0,0.0,2.9816191378487753
3.0,-0.99,0.0,0.0,2.9816191378487753
3.0,-0.97,0.0,0.0,2.9816191378487753
3.0,-0.95,0.0,0.0,2.9816191378487753
3.0,-0.9299999999999999,0.0,0.0,2.9816191378487753
3.0,-0.9099999999999999,0.0,0.0,2.9816191378487753
3.0,-0.8899999999999999,0.0,0.0,2.9816191378487753
3.0,-0.8699999999999999,0.0,0.0,2.9816191378487753
3.0,-0.8499999999999999,0.0,0.0,2.9816191378487753
3.0,-0.83,0.0,0.0,2.9816191378487753
3.0,-0.8099999999999999,0.0,0.0,2.9816191378487753
3.0,-0.79,0.0,0.0,2.9816191378487753
3.0,-0.77,0.0,0.0,2.9816191378487753
3.0,-0.75,0.0,0.0,2.9816191378487753
3.0,-0.73,0.0,0.0,2.9816191378487753
3.0,-0.71,0.0,0.0,2.9816191378487753
3.0,-0.69,0.0,0.0,2.9816191378487753
3.0,-0.6699999999999999,0.0,0.0,2.9816191378487753
3.0,-0.6499999999999999,0.0,0.0,2.9816191378487753
3.0,-0.6299999999999999,0.0,0.0,2.9816191378487753
3.0,-0.61,0.0,0.0,2.9816191378487753
3.0,-0.59,0.0,0.0,2.9816191378487753
3.0,-0.57,0.0,0.0,2.9816191378487753
3.0,-0.5499999999999999,0.0,0.0,2.9816191378487753
3.0,-0.5299999999999999,0.0,0.0,2.9816191378487753
3.0,-0.5099999999999999,0.0,2.430879e-317,2.9816191378487753
3.0,-0.48999999999999994,0.0,6.996063384060134e-293,2.9816191378487753
3.0,-0.47,0.0,2.1163176089080046e-269,2.9816191378487753
3.0,-0.44999999999999996,0.0,6.7289039007243e-247,2.9816191378487753
3.0,-0.42999999999999994,0.0,2.248765536077943e-225,2.9816191378487753
3.0,-0.4099999999999999,0.0,7.899150675623921e-205,2.9816191378487753
3.0,-0.3899999999999999,0.0,2.916439621255487e-185,2.9816191378487753
3.0,-0.36999999999999994,0.0,1.1317798349477412e-166,2.9816191378487753
3.0,-0.35,0.0,4.6164409449985365e-149,2.9816191378487753
3.0,-0.32999999999999996,0.0,1.979196832387281e-132,2.9816191378487753
