spacing,poisson_density,wigner_density,generated_data_provenance
0.0,1.0,0.0,analytic_reference
0.025,0.9753099120283326,0.03925063632918485,analytic_reference
0.05,0.951229424500714,0.07838575506977213,analytic_reference
0.07500000000000001,0.9277434863285529,0.11729040507616943,analytic_reference
0.1,0.9048374180359595,0.15585076420147428,analytic_reference
0.125,0.8824969025845955,0.1939546941128068,analytic_reference
0.15000000000000002,0.8607079764250578,0.23149228358146542,analytic_reference
0.17500000000000002,0.8394570207692074,0.2683563765644723,analytic_reference
0.2,0.8187307530779818,0.30444308152756294,analytic_reference
0.225,0.7985162187593771,0.3396522586238208,analytic_reference
0.25,0.7788007830714049,0.3738879815352199,analytic_reference
0.275,0.7595721232249685,0.40705897100424304,analytic_reference
0.30000000000000004,0.7408182206817179,0.4390789973271765,analytic_reference
0.325,0.7225273536420722,0.46986724934705154,analytic_reference
0.35000000000000003,0.7046880897187134,0.49934866776972475,analytic_reference
0.375,0.6872892787909722,0.5274542409282877,analytic_reference
0.4,0.6703200460356393,0.5541212614357599,analytic_reference
0.42500000000000004,0.6537697851298473,0.5792935424906231,analytic_reference
0.45,0.6376281516217733,0.602921592930918,analytic_reference
0.47500000000000003,0.62188505646502,0.6249627504670321,analytic_reference
0.5,0.6065306597126334,0.6453812728576525,analytic_reference
0.525,0.5915553643668151,0.6641483871244058,analytic_reference
0.55,0.5769498103804866,0.6812422972252726,analytic_reference
0.5750000000000001,0.5627048688069557,0.6966481509219246,analytic_reference
0.6000000000000001,0.5488116360940264,0.7103579668788012,analytic_reference
0.625,0.5352614285189903,0.722370523319313,analytic_reference
0.65,0.522045776761016,0.7326912098345603,analytic_reference
0.675,0.5091564206075492,0.7413318441901389,analytic_reference
0.7000000000000001,0.49658530379140947,0.7483104562049917,analytic_reference
0.7250000000000001,0.4843245689553624,0.7536510409811439,analytic_reference
0.75,0.4723665527410147,0.7573832839431196,analytic_reference
0.775,0.4607037809989658,0.7595422602997777,analytic_reference
0.8,0.44932896411722156,0.7601681116683776,analytic_reference
0.8250000000000001,0.4382349924649492,0.7593057027004502,analytic_reference
0.8500000000000001,0.42741493194872665,0.7570042606212459,analytic_reference
0.875,0.4168620196785084,0.753317000639303,analytic_reference
0.9,0.4065696597405991,0.7483007402004074,analytic_reference
0.925,0.39653141907499284,0.7420155050515447,analytic_reference
0.9500000000000001,0.3867410234545012,0.7345241300463291,analytic_reference
0.9750000000000001,0.3771923535631569,0.7258918575649781,analytic_reference
1.0,0.36787944117144233,0.7161859363405692,analytic_reference
1.0250000000000001,0.35879646540595156,0.7054752233806565,analytic_reference
1.05,0.3499377491111553,0.6938297915510729,analytic_reference
1.075,0.3412977553009937,0.6813205452488038,analytic_reference
1.1,0.33287108369807955,0.6680188464351978,analytic_reference
1.125,0.32465246735834974,0.6539961531315701,analytic_reference
1.1500000000000001,0.31663676937905316,0.6393236722986211,analytic_reference
1.175,0.30881897968801986,0.6240720288312487,analytic_reference
1.2000000000000002,0.301194211912202,0.6083109522034371,analytic_reference
1.225,0.29375770032353277,0.5921089820962018,analytic_reference
1.25,0.2865047968601901,0.5755331941371465,analytic_reference
1.2750000000000001,0.2794309682214073,0.558648946675165,analytic_reference
1.3,0.2725317930340126,0.5415196493101603,analytic_reference
1.3250000000000002,0.26580295908892654,0.5242065536972617,analytic_reference
1.35,0.2592402606458915,0.5067685669496531,analytic_reference
1.375,0.25283959580474646,0.4892620877754055,analytic_reference
1.4000000000000001,0.24659696394160643,0.47174086530313336,analytic_reference
1.425,0.24050846320834213,0.4542558803801626,analytic_reference
1.4500000000000002,0.23457028809379762,0.43685524896637906,analytic_reference
1.475,0.22877872704522242,0.4195841470980138,analytic_reference
1.5,0.22313016014842982,0.4024847567590928,analytic_reference
1.5250000000000001,0.21762105686523284,0.3855962318748207,analytic_reference
