spacing,poisson_density,wigner_density,generated_data_provenance
1.55,0.21224797382674304,0.3689546835312044,analytic_reference
1.5750000000000002,0.2070075526811526,0.3525931834290787,analytic_reference
1.6,0.20189651799465538,0.33654178449850963,analytic_reference
1.625,0.19691167520419406,0.3208275575312895,analytic_reference
1.6500000000000001,0.19204990862075408,0.3054746426347639,analytic_reference
1.675,0.18730817948195702,0.2905043142692331,analytic_reference
1.7000000000000002,0.1826835240527346,0.2759350586032332,analytic_reference
1.725,0.1781730517728984,0.2617826619056128,analytic_reference
1.75,0.17377394345044514,0.24806030868981313,analytic_reference
1.7750000000000001,0.16948344949947006,0.23477868833347085,analytic_reference
1.8,0.16529888822158653,0.22194610891456146,analytic_reference
1.8250000000000002,0.16121764412977674,0.20956861703297186,analytic_reference
1.85,0.1572371663136276,0.19765012242274094,analytic_reference
1.875,0.15335496684492847,0.18619252620430218,analytic_reference
1.9000000000000001,0.14956861922263504,0.17519585167698612,analytic_reference
1.925,0.14587575685622736,0.16465837660882546,analytic_reference
1.9500000000000002,0.14227407158651353,0.15457676604241966,analytic_reference
1.975,0.13876131224295524,0.14494620470133213,analytic_reference
2.0,0.1353352832366127,0.1357605281502967,analytic_reference
2.025,0.13199384318783022,0.1270123519335413,analytic_reference
2.0500000000000003,0.12873490358780418,0.11869319798795351,analytic_reference
2.075,0.1255564274931972,0.11079361770083633,analytic_reference
2.1,0.1224564282529819,0.1033033110548918,analytic_reference
2.125,0.11943296826671962,0.09621124137515885,analytic_reference
2.15,0.11648415777349697,0.08950574526329025,analytic_reference
2.1750000000000003,0.11360815367076371,0.08317463737323148,analytic_reference
2.2,0.11080315836233387,0.07720530974857792,analytic_reference
2.225,0.10806741863482926,0.07158482550519019,analytic_reference
2.25,0.10539922456186433,0.06630000670269975,analytic_reference
2.275,0.1027969084352864,0.06133751630501647,analytic_reference
2.3000000000000003,0.1002588437228037,0.05668393418263427,analytic_reference
2.325,0.09778344405135005,0.052325827158228845,analytic_reference
2.35,0.09536916221554961,0.04824981314163417,analytic_reference
2.375,0.09301448921066349,0.04444261944070193,analytic_reference
2.4000000000000004,0.09071795328941247,0.04089113537075872,analytic_reference
2.4250000000000003,0.08847811904208727,0.03758245931741922,analytic_reference
2.45,0.0862935864993705,0.03450394043543397,analytic_reference
2.475,0.08416299025731036,0.03164321519016763,analytic_reference
2.5,0.0820849986238988,0.02898823896833615,analytic_reference
2.5250000000000004,0.08005831278672051,0.026527313000948877,analytic_reference
2.5500000000000003,0.07808166600115313,0.024249106854186266,analytic_reference
2.575,0.07615382279861033,0.022142676753399572,analytic_reference
2.6,0.07427357821433388,0.020197480011767122,analytic_reference
2.625,0.07243975703425146,0.01840338583861132,analytic_reference
2.6500000000000004,0.07065121306042957,0.016750682803212732,analytic_reference
2.6750000000000003,0.06890682839466256,0.015230083228394645,analytic_reference
2.7,0.06720551273974976,0.013832724784437957,analytic_reference
2.725,0.06554620271802433,0.012550169548267185,analytic_reference
2.75,0.06392786120670757,0.01137440078555917,analytic_reference
2.7750000000000004,0.0623494766896734,0.010297817704703548,analytic_reference
2.8000000000000003,0.06081006262521795,0.009313228421608895,analytic_reference
2.825,0.05930865682943872,0.008413841363417015,analytic_reference
2.85,0.057844320874838456,0.007593255327462066,analytic_reference
2.875,0.05641613950377735,0.006845448399480854,analytic_reference
2.9000000000000004,0.05502322005640721,0.00616476592232337,analytic_reference
2.9250000000000003,0.05366469191273011,0.005545907693391147,analytic_reference
2.95,0.05233970594843238,0.004983914555893043,analytic_reference
2.975,0.051047434004154395,0.004474154535889192,analytic_reference
3.0,0.049787068367863944,0.004012308664112029,analytic_reference
3.0250000000000004,0.048557821270009946,0.00359435660881538,analytic_reference
3.0500000000000003,0.04735892439114091,0.0032165622334994664,analytic_reference
3.075,0.0461896283816801,0.002875459181369296,analytic_reference
3.1,0.0450492023935578,0.0025678365768725645,analytic_reference
3.125,0.04393693362340742,0.002290724923683144,analytic_reference
3.1500000000000004,0.042852126867040166,0.002041382268090154,analytic_reference
3.1750000000000003,0.041794104084919896,0.001817280686951802,analytic_reference
3.2,0.04076220397836621,0.0016160931501988125,analytic_reference
3.225,0.039755781576221304,0.0014356807993382216,analytic_reference
3.25,0.03877420783172201,0.0012740806755182777,analytic_reference
3.2750000000000004,0.03781686922932507,0.0011294939234680096,analytic_reference
3.3000000000000003,0.036883167401239994,0.0010002744910115782,analytic_reference
3.325,0.035972518753429654,0.0008849183378641533,analytic_reference
3.35,0.035084354100845025,0.0007820531620242601,analytic_reference
3.375,0.03421811831166603,0.0006904286472648305,analytic_reference
3.4000000000000004,0.033373269960326066,0.0006089072309659652,analytic_reference
3.4250000000000003,0.03254928098910342,0.0005364553877987772,analytic_reference
3.45,0.03174563637806794,0.00047213542153138623,analytic_reference
3.475,0.030961833823176882,0.0004150977544542069,analytic_reference
3.5,0.0301973834223185,0.00036457370157965205,analytic_reference
3.5250000000000004,0.02945180736910728,0.0003198687148291056,analytic_reference
3.5500000000000003,0.028724639654239423,0.0002803560808448385,analytic_reference
3.575,0.028015425774221808,0.00024547105482447686,analytic_reference
3.6,0.02732372244729256,0.00021470541183937295,analytic_reference
3.625,0.026649097336355485,0.00018760239643527465,analytic_reference
3.6500000000000004,0.025991128778755333,0.00016375205089484837,analytic_reference
3.6750000000000003,0.02534940552272493,0.00014278690233901023,analytic_reference
3.7,0.024723526470339388,0.0001243779888311004,analytic_reference
3.725,0.024113100426816865,0.00010823120479995622,analytic_reference
3.75,0.023517745856009107,9.408394639152927e-05,analytic_reference
3.7750000000000004,0.02293709064192892,8.17020377723516e-05,analytic_reference
3.8000000000000003,0.02237077185616559,7.087691992195276e-05,analytic_reference
3.825,0.021818435531042762,6.142308404704282e-05,analytic_reference
3.85,0.02127973643837717,5.317573241135533e-05,analytic_reference
3.875,0.020754337873699742,4.598865008648978e-05,analytic_reference
3.9000000000000004,0.02024191144580438,3.973227187751143e-05,analytic_reference
3.9250000000000003,0.019742136871492774,3.429192945051601e-05,analytic_reference
3.95,0.01925470177538692,2.9566264477306955e-05,analytic_reference
3.975,0.0187793014946844,2.546579440558574e-05,analytic_reference
4.0,0.01831563888873418,2.191161825363741e-05,analytic_reference
4.025,0.017863424153314034,1.8834250609613495e-05,analytic_reference
4.05,0.017422374639493515,1.6172572781419622e-05,analytic_reference
4.075,0.016992214676969066,1.3872890789138655e-05,analytic_reference
4.1000000000000005,0.016572675401761237,1.1888090613980006e-05,analytic_reference
4.125,0.016163494588165874,1.0176881812853437e-05,analytic_reference
4.15,0.015764416484854486,8.703121273463378e-06,analytic_reference
4.175,0.015375191655021433,7.435209519577607e-06,analytic_reference
4.2,0.014995576820477703,6.34555257867537e-06,analytic_reference
4.2250000000000005,0.014625334709594208,5.410082993866315e-06,analytic_reference
4.25,0.014264233908999256,4.607834098536234e-06,analytic_reference
4.275,0.01391204871893762,3.920562175753964e-06,analytic_reference
4.3,0.013568559012200934,3.3324115954919045e-06,analytic_reference
4.325,0.013233550096540928,2.829618461861951e-06,analytic_reference
4.3500000000000005,0.012906812580479862,2.400248710755284e-06,analytic_reference
4.375,0.012588142242433998,2.0339669765647524e-06,analytic_reference
4.4,0.012277339903068436,1.7218328962702572e-06,analytic_reference
4.425,0.011974211300803622,1.4561218413794911e-06,analytic_reference
4.45,0.011678566970395442,1.2301673644100735e-06,analytic_reference
4.4750000000000005,0.011390222124513367,1.0382229181893932e-06,analytic_reference
4.5,0.011108996538242306,8.753406546687412e-07,analytic_reference
