field_mv_m,velocity_m_s,density,gaussian_density,kurtosis
3.0,-0.2775,0.0,1.2483094154028409e-89,2.8461394192087375
3.0,-0.2725,0.0,2.1066609932021832e-86,2.8461394192087375
3.0,-0.2675,0.0,3.105913679980778e-83,2.8461394192087375
3.0,-0.2625,0.0,4.000427730204179e-80,2.8461394192087375
3.0,-0.2575,0.0,4.501381237567744e-77,2.8461394192087375
3.0,-0.2525,0.0,4.424940991796204e-74,2.8461394192087375
3.0,-0.2475,0.0,3.800069072047898e-71,2.8461394192087375
3.0,-0.24250000000000002,0.0,2.8510039404983333e-68,2.8461394192087375
3.0,-0.23750000000000004,0.0,1.8686435421914773e-65,2.8461394192087375
3.0,-0.23250000000000004,0.0,1.069984363301365e-62,2.8461394192087375
3.0,-0.22750000000000004,0.0,5.352426564433249e-60,2.8461394192087375
3.0,-0.22250000000000003,0.0,2.3390867229300832e-57,2.8461394192087375
3.0,-0.21750000000000003,0.0,8.930263016289171e-55,2.8461394192087375
3.0,-0.21250000000000002,0.0,2.9785472650814845e-52,2.8461394192087375
3.0,-0.20750000000000002,0.0,8.67894751485054e-50,2.8461394192087375
3.0,-0.2025,0.0,2.209286037212037e-47,2.8461394192087375
3.0,-0.1975,0.0,4.913140157366589e-45,2.8461394192087375
3.0,-0.1925,0.0,9.54528014283307e-43,2.8461394192087375
3.0,-0.18750000000000003,0.0,1.6200951590390441e-40,2.8461394192087375
3.0,-0.18250000000000002,0.0,2.402230570984253e-38,2.8461394192087375
3.0,-0.17750000000000005,0.0,3.1117964041723854e-36,2.8461394192087375
3.0,-0.17250000000000004,0.0,3.521518542912057e-34,2.8461394192087375
3.0,-0.16750000000000004,0.0,3.481537716336914e-32,2.8461394192087375
3.0,-0.16250000000000003,0.0,3.007007761050024e-30,2.8461394192087375
3.0,-0.15750000000000003,0.0,2.2689259045476273e-28,2.8461394192087375
3.0,-0.15250000000000002,0.0,1.4956445676267302e-26,2.8461394192087375
3.0,-0.14750000000000002,0.0,8.613086367893335e-25,2.8461394192087375
3.0,-0.14250000000000002,0.0,4.333227854971401e-23,2.8461394192087375
3.0,-0.1375,0.0,1.9045245277859078e-21,2.8461394192087375
3.0,-0.13250000000000003,0.0,7.312804008435505e-20,2.8461394192087375
3.0,-0.12750000000000003,0.0,2.4530342819622005e-18,2.8461394192087375
3.0,-0.12250000000000003,0.0,7.188621561718869e-17,2.8461394192087375
3.0,-0.11750000000000002,0.0,1.8403903380321847e-15,2.8461394192087375
3.0,-0.11250000000000002,0.0,4.116201132565629e-14,2.8461394192087375
3.0,-0.10750000000000001,0.0,8.042768177905105e-13,2.8461394192087375
3.0,-0.10250000000000002,0.0,1.3728934526973324e-11,2.8461394192087375
3.0,-0.09750000000000003,0.0,2.0473421927687192e-10,2.8461394192087375
3.0,-0.09250000000000003,0.0,2.6672661866990967e-09,2.8461394192087375
3.0,-0.08750000000000002,0.0,3.035740201614002e-08,2.8461394192087375
3.0,-0.08250000000000002,0.0,3.018458187929369e-07,2.8461394192087375
3.0,-0.07750000000000001,0.0,2.6219719820784758e-06,2.8461394192087375
3.0,-0.07250000000000002,0.0,1.9897258796933068e-05,2.8461394192087375
3.0,-0.06750000000000003,0.0,0.00013191092649493318,2.8461394192087375
3.0,-0.06250000000000003,0.0,0.000763995169210284,2.8461394192087375
3.0,-0.05750000000000002,0.0,0.0038656521737204896,2.8461394192087375
3.0,-0.05250000000000002,0.0,0.01708744995988474,2.8461394192087375
3.0,-0.047500000000000014,0.0,0.06598634254168542,2.8461394192087375
3.0,-0.042500000000000024,0.0,0.22261436146772076,2.8461394192087375
3.0,-0.03750000000000003,0.7812499999999993,0.6561069218985384,2.8461394192087375
