magnetic_field_g,loss_rate_s,survival,excess_ratio,partial_wave,parameter_status
319.8,0.0343860447472663,0.9931463849343415,3.21,3,printed_energy_and_delta_mu_reconstructed_gamma_m
319.82,0.034847947473310555,0.9930546417675361,3.21,3,printed_energy_and_delta_mu_reconstructed_gamma_m
319.84000000000003,0.03533066184337615,0.992958774046115,3.21,3,printed_energy_and_delta_mu_reconstructed_gamma_m
319.86,0.0358363596175248,0.9928583517161642,3.21,3,printed_energy_and_delta_mu_reconstructed_gamma_m
319.88,0.03636763810754832,0.9927528604636053,3.21,3,printed_energy_and_delta_mu_reconstructed_gamma_m
319.90000000000003,0.03692765538084707,0.9926416749403076,3.21,3,printed_energy_and_delta_mu_reconstructed_gamma_m
319.92,0.03752032854982835,0.992524019496138,3.21,3,printed_energy_and_delta_mu_reconstructed_gamma_m
319.94,0.03815063497312003,0.9923989085291763,3.21,3,printed_energy_and_delta_mu_reconstructed_gamma_m
319.96000000000004,0.03882508681418176,0.9922650525031386,3.21,3,printed_energy_and_delta_mu_reconstructed_gamma_m
319.98,0.039552502840398095,0.9921207051031653,3.21,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.0,0.04034528001714734,0.99196341144306,3.21,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.02000000000004,0.041221417874518204,0.9917896073315625,3.21,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.04,0.042207221069689466,0.991594084734107,3.21,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.06,0.043338704224079205,0.9913697157214665,3.21,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.08,0.044655883878148714,0.9911085877143847,3.21,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.1,0.046194862178162176,0.9908035757355844,3.21,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.12,0.048002294313082894,0.9904454784187079,3.21,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.14,0.050096225778812134,0.9900307802692492,3.21,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.16,0.052465065124432345,0.9895618465877406,3.21,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.18,0.05526562030528329,0.9890077372723517,3.21,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.2,0.05862669576470706,0.9883431347483161,3.21,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.22,0.062343897942776096,0.9876086335604546,3.21,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.24,0.06638115954812421,0.9868115085405107,3.21,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.26,0.07103270574997321,0.9858938955737041,3.21,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.28000000000003,0.07641442738519957,0.9848333051547679,3.21,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.3,0.08217299458790905,0.9836997123128878,3.21,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.32,0.08811419350278932,0.9825315353548302,3.21,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.34000000000003,0.09439362459974789,0.9812983620642164,3.21,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.36,0.10032443023712463,0.9801350741525244,3.21,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.38,0.10641085162229443,0.9789426970155964,3.21,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.40000000000003,0.1138070623651088,0.9774956742295501,3.21,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.42,0.1213286460047973,0.9760263166020415,3.21,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.44,0.1279581299289442,0.9747330639961479,3.21,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.46000000000004,0.13388556170761937,0.9735782159118699,3.21,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.48,0.14017203946331058,0.9723549095422963,3.21,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.5,0.14653116816783857,0.9711190296175854,3.21,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.52,0.15305966878733987,0.9698518668276249,3.21,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.54,0.1604000278015095,0.9684290992670115,3.21,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.56,0.1680816163663533,0.9669424267811025,3.21,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.58,0.17404638790747048,0.9657895964209623,3.21,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.6,0.1778034536792242,0.9650641619984933,3.21,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.62,0.181246784836735,0.9643997836926016,3.21,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.64,0.1837871965673852,0.9639099136455953,3.21,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.66,0.18611611685790666,0.9634610443205738,3.21,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.68,0.191706568175053,0.9623844099071137,3.21,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.7,0.2023500221544985,0.9603379699633305,3.21,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.72,0.21718980230480045,0.9574919546078559,3.21,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.74,0.23356813047316438,0.9543606624505757,3.21,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.76,0.24791632517102136,0.9516259176729434,3.21,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.78000000000003,0.2584391605556189,0.9496252630913898,3.21,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.8,0.26529693603658727,0.9483236925142405,3.21,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.82,0.2683560985342579,0.947743654720163,3.21,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.84000000000003,0.26826370838758495,0.9477611673170152,3.21,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.86,0.26723804596952916,0.947955603861081,3.21,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.88,0.26699343170356793,0.94800198168838,3.21,3,printed_energy_and_delta_mu_reconstructed_gamma_m
