mapping_row_id,paper_id,check_id,claim_id,claim_ids,supporting_claim_ids,target_ids,item_type,scientific_role,source_ref,scientific_object,disposition,disposition_source,reason_codes,next_action,direct_cause_categories,root_cause_categories,code_fault_statuses,fidelity_status,fidelity_score,fidelity_min_score,fidelity_target_scores,fidelity_missing_target_ids
MAP-4037,2607.23978,F3C_TH_AH_DVAR_DGAMMA,CLM_NOISE,CLM_NOISE,,T004,figure_series,theory_numerical,"Fig. 3(b-c), PDF p. 5; raw/source/non_Hermitian_sensing_main.tex:197-222",Hermitian noise-induced variance derivative versus gamma,attempted_not_reproduced,item_authoritative_state,fresh_independent_review_inconclusive_after_attempt,none,parameter_values_unavailable,publication_underspecified,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-4038,2607.23978,F3C_TH_ANH_DVAR_DGAMMA,CLM_NOISE,CLM_NOISE,,T004,figure_series,theory_numerical,"Fig. 3(b-c), PDF p. 5; raw/source/non_Hermitian_sensing_main.tex:197-222",non-Hermitian noise-induced variance derivative versus gamma,attempted_not_reproduced,item_authoritative_state,fresh_independent_review_inconclusive_after_attempt,none,parameter_values_unavailable,publication_underspecified,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-4147,2607.28795,CLM01_LP_CSS_CONDITION,CLM_CLM01_LP_CSS_CONDITION,CLM_CLM01_LP_CSS_CONDITION | CLM_CLM02_LP_RATE_BOUND,CLM_CLM02_LP_RATE_BOUND,T018,quantitative_claim,theory_analytic,"Proposition 1 and Eqs. A19-A23, PDF p. 25",The lifted-product check matrices satisfy H_X H_Z^T=0 for general finite-group-algebra inputs.,attempted_not_reproduced,item_authoritative_state,fresh_independent_review_inconclusive_after_attempt,none,,,,not_applicable_nonreproduced,,,{},
MAP-4148,2607.28795,CLM02_LP_RATE_BOUND,CLM_CLM02_LP_RATE_BOUND,CLM_CLM01_LP_CSS_CONDITION | CLM_CLM02_LP_RATE_BOUND,CLM_CLM01_LP_CSS_CONDITION,T018,quantitative_claim,theory_analytic,"Eqs. A24-A26, PDF p. 25; Eq. F1, PDF p. 55",General lifted-product dimension/rate lower bound k >= |G|(c1-r1)(c2-r2).,attempted_not_reproduced,item_authoritative_state,fresh_independent_review_inconclusive_after_attempt,none,,,,not_applicable_nonreproduced,,,{},
MAP-4149,2607.28795,CLM03_CANONICAL_LOGICAL_BASIS,CLM_CLM03_CANONICAL_LOGICAL_BASIS,CLM_CLM03_CANONICAL_LOGICAL_BASIS | CLM_TABLE01_DIMENSIONS,CLM_TABLE01_DIMENSIONS,T025,quantitative_claim,theory_analytic,"Theorem 1, PDF pp. 7-8; Theorem 4, PDF pp. 34-39",Square invertibility yields a group-orbit canonical conjugate logical basis with k=f_A f_B |G|.,attempted_not_reproduced,item_authoritative_state,fresh_independent_review_inconclusive_after_attempt,none,,,,not_applicable_nonreproduced,,,{},
MAP-4150,2607.28795,CLM04_MAGIC_PORT_DISTANCE,CLM_CLM04_MAGIC_PORT_DISTANCE,CLM_CLM04_MAGIC_PORT_DISTANCE | CLM_CLM05_MAGIC_INJECTION_DISTANCE,CLM_CLM05_MAGIC_INJECTION_DISTANCE,T019,quantitative_claim,theory_analytic,"Theorem 6, PDF pp. 50-52","d(LP(Rep(d_rep),B)) = min(d_rep,d_B).",attempted_not_reproduced,item_authoritative_state,fresh_independent_review_inconclusive_after_attempt,none,,,,not_applicable_nonreproduced,,,{},
MAP-4151,2607.28795,CLM05_MAGIC_INJECTION_DISTANCE,CLM_CLM05_MAGIC_INJECTION_DISTANCE,CLM_CLM04_MAGIC_PORT_DISTANCE | CLM_CLM05_MAGIC_INJECTION_DISTANCE,CLM_CLM04_MAGIC_PORT_DISTANCE,T019,quantitative_claim,theory_analytic,"Theorem 7, PDF pp. 53-54",Both bridges make the parallel magic-state injection distance preserving end to end.,attempted_not_reproduced,item_authoritative_state,fresh_independent_review_inconclusive_after_attempt,none,,,,not_applicable_nonreproduced,,,{},
MAP-4152,2607.28795,CLM06_CLASSICAL_QUANTUM_BOUND,CLM_CLM06_CLASSICAL_QUANTUM_BOUND,CLM_CLM06_CLASSICAL_QUANTUM_BOUND | CLM_CLM08_COMMUTATOR_DISTANCE_BOUND | CLM_CLM09_ELEMENT_ORDER_BOUND | CLM_CLM10_2X4_DISTANCE_CEILING,CLM_CLM08_COMMUTATOR_DISTANCE_BOUND | CLM_CLM09_ELEMENT_ORDER_BOUND | CLM_CLM10_2X4_DISTANCE_CEILING,T020,quantitative_claim,theory_analytic,"Theorem 8, PDF pp. 57-60","With full-row-rank L(A) and R(B), the two classical base distances upper-bound lifted-product quantum distance.",attempted_not_reproduced,item_authoritative_state,fresh_independent_review_inconclusive_after_attempt,none,,,,not_applicable_nonreproduced,,,{},
MAP-4153,2607.28795,CLM07_FULL_RANK_COUNTEREXAMPLE,CLM_CLM07_FULL_RANK_COUNTEREXAMPLE,CLM_CLM07_FULL_RANK_COUNTEREXAMPLE,,T028,quantitative_claim,theory_analytic,"Remark 12 and Eqs. G10-G11, PDF p. 60","The printed [[200,13,10]] construction has classical base distances 8 but quantum distance 10, proving the full-rank hypothesis cannot be removed.",attempted_not_reproduced,item_authoritative_state,fresh_independent_review_inconclusive_after_attempt,none,implementation_not_ready,system_capability_limit,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-4154,2607.28795,CLM08_COMMUTATOR_DISTANCE_BOUND,CLM_CLM08_COMMUTATOR_DISTANCE_BOUND,CLM_CLM06_CLASSICAL_QUANTUM_BOUND | CLM_CLM08_COMMUTATOR_DISTANCE_BOUND | CLM_CLM09_ELEMENT_ORDER_BOUND | CLM_CLM10_2X4_DISTANCE_CEILING,CLM_CLM06_CLASSICAL_QUANTUM_BOUND | CLM_CLM09_ELEMENT_ORDER_BOUND | CLM_CLM10_2X4_DISTANCE_CEILING,T020,quantitative_claim,theory_analytic,"Proposition 4 and Eq. G16, PDF p. 62","The commutator-subgroup sum yields a classical, hence quantum, distance upper bound.",attempted_not_reproduced,item_authoritative_state,fresh_independent_review_inconclusive_after_attempt,none,,,,not_applicable_nonreproduced,,,{},
MAP-4155,2607.28795,CLM09_ELEMENT_ORDER_BOUND,CLM_CLM09_ELEMENT_ORDER_BOUND,CLM_CLM06_CLASSICAL_QUANTUM_BOUND | CLM_CLM08_COMMUTATOR_DISTANCE_BOUND | CLM_CLM09_ELEMENT_ORDER_BOUND | CLM_CLM10_2X4_DISTANCE_CEILING,CLM_CLM06_CLASSICAL_QUANTUM_BOUND | CLM_CLM08_COMMUTATOR_DISTANCE_BOUND | CLM_CLM10_2X4_DISTANCE_CEILING,T020,quantitative_claim,theory_analytic,"Theorem 9 and Eqs. G17-G18, PDF p. 63",A base-matrix entry 1+g implies d_Q <= ord(g).,attempted_not_reproduced,item_authoritative_state,fresh_independent_review_inconclusive_after_attempt,none,,,,not_applicable_nonreproduced,,,{},
MAP-4156,2607.28795,CLM10_2X4_DISTANCE_CEILING,CLM_CLM10_2X4_DISTANCE_CEILING,CLM_CLM06_CLASSICAL_QUANTUM_BOUND | CLM_CLM08_COMMUTATOR_DISTANCE_BOUND | CLM_CLM09_ELEMENT_ORDER_BOUND | CLM_CLM10_2X4_DISTANCE_CEILING,CLM_CLM06_CLASSICAL_QUANTUM_BOUND | CLM_CLM08_COMMUTATOR_DISTANCE_BOUND | CLM_CLM09_ELEMENT_ORDER_BOUND,T020,quantitative_claim,theory_analytic,"Theorem 13 and Eqs. G29-G35, PDF pp. 65-67","For commutative 2x4 A=B with lifted-product check weight at most 9, d_Q <= 14.",attempted_not_reproduced,item_authoritative_state,fresh_independent_review_inconclusive_after_attempt,none,,,,not_applicable_nonreproduced,,,{},
MAP-4157,2607.28795,CLM11_SQETCH_TRIAL_VALIDITY,CLM_CLM11_SQETCH_TRIAL_VALIDITY,CLM_CLM11_SQETCH_TRIAL_VALIDITY | CLM_CLM12_SQETCH_SKETCH_INCLUSION,CLM_CLM12_SQETCH_SKETCH_INCLUSION,T026,quantitative_claim,theory_analytic,"Algorithm 1 and Eqs. H4-H8, PDF pp. 68-69",A nonzero RREF sketch row passing N_z r^T != 0 is a nontrivial logical candidate and lowers the running distance upper bound.,attempted_not_reproduced,item_authoritative_state,fresh_independent_review_inconclusive_after_attempt,none,,,,not_applicable_nonreproduced,,,{},
MAP-4158,2607.28795,CLM12_SQETCH_SKETCH_INCLUSION,CLM_CLM12_SQETCH_SKETCH_INCLUSION,CLM_CLM11_SQETCH_TRIAL_VALIDITY | CLM_CLM12_SQETCH_SKETCH_INCLUSION,CLM_CLM11_SQETCH_TRIAL_VALIDITY,T026,quantitative_claim,theory_analytic,"Eqs. H9-H10, PDF p. 69",Inclusion-exclusion probability that the sampled row sketch contains a fixed minimum logical operator.,attempted_not_reproduced,item_authoritative_state,fresh_independent_review_inconclusive_after_attempt,none,,,,not_applicable_nonreproduced,,,{},
MAP-4159,2607.28795,CLM13_SQETCH_GENERIC_PIVOT_HIT,CLM_CLM13_SQETCH_GENERIC_PIVOT_HIT,CLM_CLM13_SQETCH_GENERIC_PIVOT_HIT,,T021,quantitative_claim,theory_analytic,"Eqs. H11-H13, PDF p. 69","Conditional and total hit-probability approximation under full-rank, uniformly random pivot-set assumptions.",attempted_not_reproduced,item_authoritative_state,fresh_independent_review_inconclusive_after_attempt,none,,,,not_applicable_nonreproduced,,,{},
MAP-4160,2607.28795,CLM14_RELATIVE_GROUP_PERMUTATION,CLM_CLM14_RELATIVE_GROUP_PERMUTATION,CLM_CLM14_RELATIVE_GROUP_PERMUTATION,,T022,quantitative_claim,theory_analytic,"Eqs. J2-J3, PDF pp. 79-82",Consecutive left/right regular layers require relative permutations L(g_j^-1 g_i) and R(g_j^-1 g_i).,attempted_not_reproduced,item_authoritative_state,fresh_independent_review_inconclusive_after_attempt,none,,,,not_applicable_nonreproduced,,,{},
MAP-4161,2607.28795,CLM15_TANNER_THICKNESS_LOWER_BOUND,CLM_CLM15_TANNER_THICKNESS_LOWER_BOUND,CLM_CLM15_TANNER_THICKNESS_LOWER_BOUND | CLM_CLM16_MITTEN_THICKNESS_EXACT,CLM_CLM16_MITTEN_THICKNESS_EXACT,T023,quantitative_claim,theory_analytic,"Proposition 5 and Eqs. J4-J5, PDF p. 87",Euler-type lower bound on CSS Tanner-graph planar thickness.,attempted_not_reproduced,item_authoritative_state,fresh_independent_review_inconclusive_after_attempt,none,,,,not_applicable_nonreproduced,,,{},
MAP-4162,2607.28795,CLM16_MITTEN_THICKNESS_EXACT,CLM_CLM16_MITTEN_THICKNESS_EXACT,CLM_CLM15_TANNER_THICKNESS_LOWER_BOUND | CLM_CLM16_MITTEN_THICKNESS_EXACT,CLM_CLM15_TANNER_THICKNESS_LOWER_BOUND,T023,quantitative_claim,theory_analytic,"Corollary 2 and Theorem 15, PDF pp. 87-89","Every check-weight-nine, rate-one-fifth mitten Tanner graph has planar thickness exactly three.",attempted_not_reproduced,item_authoritative_state,fresh_independent_review_inconclusive_after_attempt,none,,,,not_applicable_nonreproduced,,,{},
MAP-4163,2607.28795,CLM17_SPECTRAL_PLACEMENT,CLM_CLM17_SPECTRAL_PLACEMENT,CLM_CLM17_SPECTRAL_PLACEMENT,,T024,quantitative_claim,theory_analytic,"Eqs. J9-J10, PDF pp. 90-91","The second and third graph-Laplacian eigenvectors minimize the constrained continuous placement, followed by Hungarian grid assignment.",attempted_not_reproduced,item_authoritative_state,fresh_independent_review_inconclusive_after_attempt,none,,,,not_applicable_nonreproduced,,,{},
MAP-4064,2607.28795,FIG02_A_M150,CLM_FIG02_A_M150,CLM_FIG02_A_M150 | CLM_FIG02_A_M200 | CLM_FIG02_A_M300 | CLM_FIG02_A_M540 | CLM_FIG02_A_M975 | CLM_FIG02_A_SURFACE,CLM_FIG02_A_M200 | CLM_FIG02_A_M300 | CLM_FIG02_A_M540 | CLM_FIG02_A_M975 | CLM_FIG02_A_SURFACE,T005,figure_series,theory_numerical,"Fig. 2(a), PDF p. 3","[[150,30,10]] mitten-code memory logical-error rate per syndrome-extraction round versus physical error rate.",attempted_not_reproduced,item_authoritative_state,fresh_independent_review_inconclusive_after_attempt,none,implementation_not_ready,system_capability_limit,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-4065,2607.28795,FIG02_A_M200,CLM_FIG02_A_M200,CLM_FIG02_A_M150 | CLM_FIG02_A_M200 | CLM_FIG02_A_M300 | CLM_FIG02_A_M540 | CLM_FIG02_A_M975 | CLM_FIG02_A_SURFACE,CLM_FIG02_A_M150 | CLM_FIG02_A_M300 | CLM_FIG02_A_M540 | CLM_FIG02_A_M975 | CLM_FIG02_A_SURFACE,T005,figure_series,theory_numerical,"Fig. 2(a), PDF p. 3","[[200,40,12]] mitten-code memory logical-error series.",attempted_not_reproduced,item_authoritative_state,fresh_independent_review_inconclusive_after_attempt,none,implementation_not_ready,system_capability_limit,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-4066,2607.28795,FIG02_A_M300,CLM_FIG02_A_M300,CLM_FIG02_A_M150 | CLM_FIG02_A_M200 | CLM_FIG02_A_M300 | CLM_FIG02_A_M540 | CLM_FIG02_A_M975 | CLM_FIG02_A_SURFACE,CLM_FIG02_A_M150 | CLM_FIG02_A_M200 | CLM_FIG02_A_M540 | CLM_FIG02_A_M975 | CLM_FIG02_A_SURFACE,T005,figure_series,theory_numerical,"Fig. 2(a), PDF p. 3","[[300,60,14]] mitten-code memory logical-error series.",attempted_not_reproduced,item_authoritative_state,fresh_independent_review_inconclusive_after_attempt,none,implementation_not_ready,system_capability_limit,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-4067,2607.28795,FIG02_A_M540,CLM_FIG02_A_M540,CLM_FIG02_A_M150 | CLM_FIG02_A_M200 | CLM_FIG02_A_M300 | CLM_FIG02_A_M540 | CLM_FIG02_A_M975 | CLM_FIG02_A_SURFACE,CLM_FIG02_A_M150 | CLM_FIG02_A_M200 | CLM_FIG02_A_M300 | CLM_FIG02_A_M975 | CLM_FIG02_A_SURFACE,T005,figure_series,theory_numerical,"Fig. 2(a), PDF p. 3","[[540,108,18]] mitten-code memory logical-error series.",attempted_not_reproduced,item_authoritative_state,fresh_independent_review_inconclusive_after_attempt,none,implementation_not_ready,system_capability_limit,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-4068,2607.28795,FIG02_A_M975,CLM_FIG02_A_M975,CLM_FIG02_A_M150 | CLM_FIG02_A_M200 | CLM_FIG02_A_M300 | CLM_FIG02_A_M540 | CLM_FIG02_A_M975 | CLM_FIG02_A_SURFACE,CLM_FIG02_A_M150 | CLM_FIG02_A_M200 | CLM_FIG02_A_M300 | CLM_FIG02_A_M540 | CLM_FIG02_A_SURFACE,T005,figure_series,theory_numerical,"Fig. 2(a), PDF p. 3","[[975,195,<=24]] mitten-code memory logical-error series.",attempted_not_reproduced,item_authoritative_state,fresh_independent_review_inconclusive_after_attempt,none,implementation_not_ready,system_capability_limit,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-4069,2607.28795,FIG02_A_SURFACE,CLM_FIG02_A_SURFACE,CLM_FIG02_A_M150 | CLM_FIG02_A_M200 | CLM_FIG02_A_M300 | CLM_FIG02_A_M540 | CLM_FIG02_A_M975 | CLM_FIG02_A_SURFACE,CLM_FIG02_A_M150 | CLM_FIG02_A_M200 | CLM_FIG02_A_M300 | CLM_FIG02_A_M540 | CLM_FIG02_A_M975,T005,figure_series,theory_numerical,"Fig. 2(a), PDF p. 3","[[112320,195,24]] rotated-surface-code stack memory comparison under the paper simulation model.",attempted_not_reproduced,item_authoritative_state,fresh_independent_review_inconclusive_after_attempt,none,implementation_not_ready,system_capability_limit,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-4072,2607.28795,FIG02_B_J300_X,CLM_FIG02_B_J300_X,CLM_FIG02_B_J300_X | CLM_FIG02_B_J300_XX | CLM_FIG02_B_J300_XX10 | CLM_FIG02_B_J500_ZZ | CLM_FIG02_B_J540_XX,CLM_FIG02_B_J300_XX | CLM_FIG02_B_J300_XX10 | CLM_FIG02_B_J500_ZZ | CLM_FIG02_B_J540_XX,T006,figure_series,theory_numerical,"Fig. 2(b), PDF p. 3",J300 single-X surgery at p=0.1%.,attempted_not_reproduced,item_authoritative_state,fresh_independent_review_inconclusive_after_attempt,none,implementation_not_ready,system_capability_limit,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-4073,2607.28795,FIG02_B_J300_XX,CLM_FIG02_B_J300_XX,CLM_FIG02_B_J300_X | CLM_FIG02_B_J300_XX | CLM_FIG02_B_J300_XX10 | CLM_FIG02_B_J500_ZZ | CLM_FIG02_B_J540_XX,CLM_FIG02_B_J300_X | CLM_FIG02_B_J300_XX10 | CLM_FIG02_B_J500_ZZ | CLM_FIG02_B_J540_XX,T006,figure_series,theory_numerical,"Fig. 2(b), PDF p. 3",J300 XX surgery at p=0.1%.,attempted_not_reproduced,item_authoritative_state,fresh_independent_review_inconclusive_after_attempt,none,implementation_not_ready,system_capability_limit,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-4071,2607.28795,FIG02_B_J300_XX10,CLM_FIG02_B_J300_XX10,CLM_FIG02_B_J300_X | CLM_FIG02_B_J300_XX | CLM_FIG02_B_J300_XX10 | CLM_FIG02_B_J500_ZZ | CLM_FIG02_B_J540_XX,CLM_FIG02_B_J300_X | CLM_FIG02_B_J300_XX | CLM_FIG02_B_J500_ZZ | CLM_FIG02_B_J540_XX,T006,figure_series,theory_numerical,"Fig. 2(b), PDF p. 3",J300 high-rate ten-product XX surgery at p=0.1%.,attempted_not_reproduced,item_authoritative_state,fresh_independent_review_inconclusive_after_attempt,none,implementation_not_ready,system_capability_limit,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-4074,2607.28795,FIG02_B_J500_ZZ,CLM_FIG02_B_J500_ZZ,CLM_FIG02_B_J300_X | CLM_FIG02_B_J300_XX | CLM_FIG02_B_J300_XX10 | CLM_FIG02_B_J500_ZZ | CLM_FIG02_B_J540_XX,CLM_FIG02_B_J300_X | CLM_FIG02_B_J300_XX | CLM_FIG02_B_J300_XX10 | CLM_FIG02_B_J540_XX,T006,figure_series,theory_numerical,"Fig. 2(b), PDF p. 3",J500 ZZ surgery at p=0.1%.,attempted_not_reproduced,item_authoritative_state,fresh_independent_review_inconclusive_after_attempt,none,implementation_not_ready,system_capability_limit,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-4070,2607.28795,FIG02_B_J540_XX,CLM_FIG02_B_J540_XX,CLM_FIG02_B_J300_X | CLM_FIG02_B_J300_XX | CLM_FIG02_B_J300_XX10 | CLM_FIG02_B_J500_ZZ | CLM_FIG02_B_J540_XX,CLM_FIG02_B_J300_X | CLM_FIG02_B_J300_XX | CLM_FIG02_B_J300_XX10 | CLM_FIG02_B_J500_ZZ,T006,figure_series,theory_numerical,"Fig. 2(b), PDF p. 3","J540 XX surgery at p=0.1%, 15 billion shots per basis.",attempted_not_reproduced,item_authoritative_state,fresh_independent_review_inconclusive_after_attempt,none,implementation_not_ready,system_capability_limit,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-4085,2607.28795,FIG08_QDISTRND,CLM_FIG08_QDISTRND,CLM_FIG08_QDISTRND,,T007,figure_series,theory_numerical,"Fig. 8 light bars, PDF p. 70",QDistRnd CPU wall-clock baseline for the paper workload.,attempted_not_reproduced,item_authoritative_state,fresh_independent_review_inconclusive_after_attempt,none,indispensable_input_unavailable,publication_underspecified,not_applicable,not_applicable_nonreproduced,,,{},
MAP-4084,2607.28795,FIG08_SQETCH,CLM_SQETCH,CLM_SQETCH,,T003,figure_series,theory_numerical,"Fig. 8 dark bars, PDF p. 70",sQetch GPU wall-clock runtime versus system size for the discovery workload.,attempted_not_reproduced,item_authoritative_state,fresh_independent_review_inconclusive_after_attempt,none,indispensable_input_unavailable,publication_underspecified,not_applicable,not_applicable_nonreproduced,,,{},
MAP-4086,2607.28795,FIG09_TELESCOPING,CLM_FIG09_TELESCOPING,CLM_FIG09_TELESCOPING | CLM_TABLE09_CONVERGENCE_THROUGHPUT | CLM_TABLE09_LOGICAL_ERROR_RATES,CLM_TABLE09_CONVERGENCE_THROUGHPUT | CLM_TABLE09_LOGICAL_ERROR_RATES,T008,figure_series,theory_numerical,"Fig. 9, PDF p. 74","Authors' telescoping-decoder LER for the [[144,12,12]] gross-code memory experiment.",attempted_not_reproduced,item_authoritative_state,fresh_independent_review_inconclusive_after_attempt,none,indispensable_input_unavailable,publication_underspecified,not_applicable,not_applicable_nonreproduced,,,{},
MAP-4098,2607.28795,FIG12_2AOD_MITTEN,CLM_FIG12_2AOD_MITTEN,CLM_FIG12_2AOD_MITTEN | CLM_FIG12_2AOD_STRUCTURED | CLM_FIG12_4AOD_MITTEN | CLM_FIG12_4AOD_STRUCTURED | CLM_FIG12_SLM_MITTEN | CLM_FIG12_SLM_STRUCTURED | CLM_TABLE01_ATOM_TIMING_SUMMARY | CLM_TABLE11_CYCLE_TIMES | CLM_TABLE11_MAX_SPEED | CLM_TABLE11_TRANSFERS,CLM_FIG12_2AOD_STRUCTURED | CLM_FIG12_4AOD_MITTEN | CLM_FIG12_4AOD_STRUCTURED | CLM_FIG12_SLM_MITTEN | CLM_FIG12_SLM_STRUCTURED | CLM_TABLE01_ATOM_TIMING_SUMMARY | CLM_TABLE11_CYCLE_TIMES | CLM_TABLE11_MAX_SPEED | CLM_TABLE11_TRANSFERS,T016,figure_series,theory_numerical,"Fig. 12 left, PDF p. 83",Mitten-code 2-AOD syndrome-extraction cycle times.,attempted_not_reproduced,item_authoritative_state,fresh_independent_review_inconclusive_after_attempt,none,indispensable_input_unavailable,publication_underspecified,not_applicable,not_applicable_nonreproduced,,,{},
MAP-4099,2607.28795,FIG12_2AOD_STRUCTURED,CLM_FIG12_2AOD_STRUCTURED,CLM_FIG12_2AOD_MITTEN | CLM_FIG12_2AOD_STRUCTURED | CLM_FIG12_4AOD_MITTEN | CLM_FIG12_4AOD_STRUCTURED | CLM_FIG12_SLM_MITTEN | CLM_FIG12_SLM_STRUCTURED | CLM_TABLE01_ATOM_TIMING_SUMMARY | CLM_TABLE11_CYCLE_TIMES | CLM_TABLE11_MAX_SPEED | CLM_TABLE11_TRANSFERS,CLM_FIG12_2AOD_MITTEN | CLM_FIG12_4AOD_MITTEN | CLM_FIG12_4AOD_STRUCTURED | CLM_FIG12_SLM_MITTEN | CLM_FIG12_SLM_STRUCTURED | CLM_TABLE01_ATOM_TIMING_SUMMARY | CLM_TABLE11_CYCLE_TIMES | CLM_TABLE11_MAX_SPEED | CLM_TABLE11_TRANSFERS,T016,figure_series,theory_numerical,"Fig. 12 left, PDF p. 83",Structured-mitten 2-AOD cycle times.,attempted_not_reproduced,item_authoritative_state,fresh_independent_review_inconclusive_after_attempt,none,indispensable_input_unavailable,publication_underspecified,not_applicable,not_applicable_nonreproduced,,,{},
MAP-4101,2607.28795,FIG12_4AOD_MITTEN,CLM_FIG12_4AOD_MITTEN,CLM_FIG12_2AOD_MITTEN | CLM_FIG12_2AOD_STRUCTURED | CLM_FIG12_4AOD_MITTEN | CLM_FIG12_4AOD_STRUCTURED | CLM_FIG12_SLM_MITTEN | CLM_FIG12_SLM_STRUCTURED | CLM_TABLE01_ATOM_TIMING_SUMMARY | CLM_TABLE11_CYCLE_TIMES | CLM_TABLE11_MAX_SPEED | CLM_TABLE11_TRANSFERS,CLM_FIG12_2AOD_MITTEN | CLM_FIG12_2AOD_STRUCTURED | CLM_FIG12_4AOD_STRUCTURED | CLM_FIG12_SLM_MITTEN | CLM_FIG12_SLM_STRUCTURED | CLM_TABLE01_ATOM_TIMING_SUMMARY | CLM_TABLE11_CYCLE_TIMES | CLM_TABLE11_MAX_SPEED | CLM_TABLE11_TRANSFERS,T016,figure_series,theory_numerical,"Fig. 12 centre, PDF p. 83",Mitten-code 4-AOD cycle times.,attempted_not_reproduced,item_authoritative_state,fresh_independent_review_inconclusive_after_attempt,none,indispensable_input_unavailable,publication_underspecified,not_applicable,not_applicable_nonreproduced,,,{},
MAP-4102,2607.28795,FIG12_4AOD_STRUCTURED,CLM_FIG12_4AOD_STRUCTURED,CLM_FIG12_2AOD_MITTEN | CLM_FIG12_2AOD_STRUCTURED | CLM_FIG12_4AOD_MITTEN | CLM_FIG12_4AOD_STRUCTURED | CLM_FIG12_SLM_MITTEN | CLM_FIG12_SLM_STRUCTURED | CLM_TABLE01_ATOM_TIMING_SUMMARY | CLM_TABLE11_CYCLE_TIMES | CLM_TABLE11_MAX_SPEED | CLM_TABLE11_TRANSFERS,CLM_FIG12_2AOD_MITTEN | CLM_FIG12_2AOD_STRUCTURED | CLM_FIG12_4AOD_MITTEN | CLM_FIG12_SLM_MITTEN | CLM_FIG12_SLM_STRUCTURED | CLM_TABLE01_ATOM_TIMING_SUMMARY | CLM_TABLE11_CYCLE_TIMES | CLM_TABLE11_MAX_SPEED | CLM_TABLE11_TRANSFERS,T016,figure_series,theory_numerical,"Fig. 12 centre, PDF p. 83",Structured-mitten 4-AOD cycle times.,attempted_not_reproduced,item_authoritative_state,fresh_independent_review_inconclusive_after_attempt,none,indispensable_input_unavailable,publication_underspecified,not_applicable,not_applicable_nonreproduced,,,{},
MAP-4104,2607.28795,FIG12_SLM_MITTEN,CLM_FIG12_SLM_MITTEN,CLM_FIG12_2AOD_MITTEN | CLM_FIG12_2AOD_STRUCTURED | CLM_FIG12_4AOD_MITTEN | CLM_FIG12_4AOD_STRUCTURED | CLM_FIG12_SLM_MITTEN | CLM_FIG12_SLM_STRUCTURED | CLM_TABLE01_ATOM_TIMING_SUMMARY | CLM_TABLE11_CYCLE_TIMES | CLM_TABLE11_MAX_SPEED | CLM_TABLE11_TRANSFERS,CLM_FIG12_2AOD_MITTEN | CLM_FIG12_2AOD_STRUCTURED | CLM_FIG12_4AOD_MITTEN | CLM_FIG12_4AOD_STRUCTURED | CLM_FIG12_SLM_STRUCTURED | CLM_TABLE01_ATOM_TIMING_SUMMARY | CLM_TABLE11_CYCLE_TIMES | CLM_TABLE11_MAX_SPEED | CLM_TABLE11_TRANSFERS,T016,figure_series,theory_numerical,"Fig. 12 right, PDF p. 83",Mitten-code fast-SLM cycle times.,attempted_not_reproduced,item_authoritative_state,fresh_independent_review_inconclusive_after_attempt,none,indispensable_input_unavailable,publication_underspecified,not_applicable,not_applicable_nonreproduced,,,{},
MAP-4105,2607.28795,FIG12_SLM_STRUCTURED,CLM_FIG12_SLM_STRUCTURED,CLM_FIG12_2AOD_MITTEN | CLM_FIG12_2AOD_STRUCTURED | CLM_FIG12_4AOD_MITTEN | CLM_FIG12_4AOD_STRUCTURED | CLM_FIG12_SLM_MITTEN | CLM_FIG12_SLM_STRUCTURED | CLM_TABLE01_ATOM_TIMING_SUMMARY | CLM_TABLE11_CYCLE_TIMES | CLM_TABLE11_MAX_SPEED | CLM_TABLE11_TRANSFERS,CLM_FIG12_2AOD_MITTEN | CLM_FIG12_2AOD_STRUCTURED | CLM_FIG12_4AOD_MITTEN | CLM_FIG12_4AOD_STRUCTURED | CLM_FIG12_SLM_MITTEN | CLM_TABLE01_ATOM_TIMING_SUMMARY | CLM_TABLE11_CYCLE_TIMES | CLM_TABLE11_MAX_SPEED | CLM_TABLE11_TRANSFERS,T016,figure_series,theory_numerical,"Fig. 12 right, PDF p. 83",Structured-mitten fast-SLM cycle times.,attempted_not_reproduced,item_authoritative_state,fresh_independent_review_inconclusive_after_attempt,none,indispensable_input_unavailable,publication_underspecified,not_applicable,not_applicable_nonreproduced,,,{},
