rank_descending,open_bitstring,probability,scaled_Np,conditional_probability,scaled_conditional_Lp
1837,010110011111,3.05901886226366471e-06,8.01903440629246123e-01,1.94814384318107444e-04,7.97959718166968091e-01
1838,101111110101,3.05721451868811016e-06,8.01430442786975950e-01,1.94699474244454011e-04,7.97489046505283627e-01
1839,110000110000,3.04758665930873995e-06,7.98906557217830327e-01,1.94086321602464303e-04,7.94977573283693784e-01
1840,101001011000,3.04627299458167789e-06,7.98562187891619368e-01,1.94002660534479357e-04,7.94634897549227448e-01
1841,101100100010,3.04604371694579901e-06,7.98502084135039536e-01,1.93988058930670158e-04,7.94575089380024968e-01
1842,010100100010,3.04552211586259524e-06,7.98365349540684166e-01,1.93954840634719936e-04,7.94439027239812856e-01
1843,010100010000,3.04492027010165063e-06,7.98207579285527102e-01,1.93916511936319513e-04,7.94282032891164724e-01
1844,101001110011,3.04333935450371945e-06,7.97793151747023033e-01,1.93815830929520516e-04,7.93869643487316035e-01
1845,100011110101,3.04059426779493344e-06,7.97073543736835033e-01,1.93641009393220398e-04,7.93153574474630751e-01
1846,101001111100,3.03917026957148476e-06,7.96700251146547300e-01,1.93550321708814958e-04,7.92782117719306068e-01
1847,100110000100,3.03084727215444313e-06,7.94518427311654341e-01,1.93020269528527879e-04,7.90611023988850192e-01
1848,110010111101,3.03004987337454968e-06,7.94309394005897951e-01,1.92969486987015223e-04,7.90403018698814352e-01
1849,000110100011,3.02989116118572130e-06,7.94267788557869725e-01,1.92959379361419374e-04,7.90361617864373756e-01
1850,010011110111,3.02786379295783735e-06,7.93736326141139314e-01,1.92830265906784095e-04,7.89832769154187653e-01
1851,110001010110,3.02514600038360984e-06,7.93023873124561018e-01,1.92657182604296506e-04,7.89123819947198490e-01
1852,000010011011,3.02507695354822195e-06,7.93005772910945095e-01,1.92652785339248166e-04,7.89105808749560489e-01
1853,000011111010,3.02496525600517369e-06,7.92976492070220251e-01,1.92645671853173541e-04,7.89076671910598826e-01
1854,000111011110,3.02261067207683969e-06,7.92359252020911065e-01,1.92495719584496040e-04,7.88462467418095780e-01
1855,111010101000,3.01585862644711253e-06,7.90589243771351868e-01,1.92065713863227074e-04,7.86701163983778096e-01
1856,100110011000,3.01274653784077942e-06,7.89773428415733281e-01,1.91867519718932872e-04,7.85889360768749046e-01
1857,101011000100,3.01174177960066869e-06,7.89510037071637694e-01,1.91803531438131315e-04,7.85627264770585865e-01
1858,001001001111,3.01075453435744162e-06,7.89251236654597177e-01,1.91740658476933574e-04,7.85369737121519917e-01
1859,111010101001,3.00995987269695576e-06,7.89042920868270770e-01,1.91690050249557637e-04,7.85162445822188082e-01
1860,011110100101,3.00744535442825158e-06,7.88383754991239583e-01,1.91529912522256504e-04,7.84506521691162639e-01
1861,010011001000,3.00701089739478406e-06,7.88269864686658273e-01,1.91502244016994325e-04,7.84393191493608755e-01
1862,000100111001,3.00368042888228252e-06,7.87396802348917069e-01,1.91290142293543776e-04,7.83524422834355305e-01
1863,101011011000,3.00219724956003225e-06,7.87007995788665093e-01,1.91195685646001660e-04,7.83137528406022798e-01
1864,110010101100,3.00196837540262056e-06,7.86947997801544563e-01,1.91181109737819944e-04,7.83077825486110490e-01
1865,101011011010,2.99960933631713933e-06,7.86329589859520173e-01,1.91030873741340908e-04,7.82462458844532360e-01
1866,110011011111,2.99937691207168580e-06,7.86268661238120004e-01,1.91016071744910863e-04,7.82401829867154897e-01
1867,110100000011,2.99833738248406792e-06,7.85996154793903501e-01,1.90949869042112758e-04,7.82130663596493858e-01
1868,110110000001,2.99704900674993963e-06,7.85658414825456175e-01,1.90867818509992505e-04,7.81794584616929300e-01
1869,010100001010,2.99652438167969805e-06,7.85520887511042765e-01,1.90834407630668501e-04,7.81657733655218179e-01
1870,001010011101,2.99483642665361160e-06,7.85078400228684359e-01,1.90726909791011411e-04,7.81217422503982739e-01
1871,011011101100,2.99090010151901464e-06,7.84046516212600575e-01,1.90476223936460979e-04,7.80190613243744169e-01
1872,111101001001,2.98839453479162505e-06,7.83389696928415757e-01,1.90316656290316063e-04,7.79537024165134595e-01
1873,101010110010,2.98751552218722685e-06,7.83159269048248396e-01,1.90260676151897775e-04,7.79307729518173287e-01
1874,101010110011,2.98706081906343855e-06,7.83040071352566036e-01,1.90231718269290008e-04,7.79189118031011874e-01
1875,011010011110,2.98627132865317534e-06,7.82833111178457997e-01,1.90181439374282929e-04,7.78983175677062878e-01
1876,111001110111,2.98456098538619748e-06,7.82384754953079353e-01,1.90072515733883285e-04,7.78537024445985937e-01
1877,110101001011,2.98073986109383788e-06,7.81383070146583036e-01,1.89829166473896003e-04,7.77540265877078030e-01
1878,110011110111,2.98028708494995912e-06,7.81264377597122084e-01,1.89800331311487609e-04,7.77422157051853246e-01
1879,011110001111,2.98011605654455692e-06,7.81219543526816329e-01,1.89789439324546843e-04,7.77377543473343868e-01
1880,111001111100,2.97970507103422003e-06,7.81111806141194576e-01,1.89763265609128596e-04,7.77270335934990730e-01
1881,011110011011,2.97853391251398947e-06,7.80804793962067256e-01,1.89688680084706978e-04,7.76964833626959783e-01
1882,001111110001,2.97677948650563414e-06,7.80344881710532956e-01,1.89576949023854188e-04,7.76507183201706752e-01
1883,001011101001,2.97444818914160872e-06,7.79733746094337876e-01,1.89428479765871592e-04,7.75899053121010041e-01
1884,011100011010,2.97223920110153797e-06,7.79154673133561571e-01,1.89287799807895130e-04,7.75322828013138454e-01
1885,101110101000,2.96386490140062854e-06,7.76959400712766368e-01,1.88754480428778671e-04,7.73138351836277438e-01
1886,110001001111,2.96267314036461931e-06,7.76646987707742764e-01,1.88678582827966673e-04,7.72827475263351493e-01
1887,110001101010,2.96084291351250556e-06,7.76167204719822257e-01,1.88562024371346658e-04,7.72350051825035910e-01
1888,111001111000,2.95942611812256151e-06,7.75795800309120764e-01,1.88471795401201479e-04,7.71980473963321256e-01
1889,010000110101,2.95594874228821475e-06,7.74884227098401768e-01,1.88250337848072945e-04,7.71073383825706782e-01
1890,001100010100,2.95444684710742393e-06,7.74490514288128540e-01,1.88154689276380413e-04,7.70681607276054170e-01
1891,100000101011,2.95390690297242564e-06,7.74348971172803546e-01,1.88120302798570974e-04,7.70540760262946711e-01
1892,001111100011,2.95323051035172310e-06,7.74171658905642102e-01,1.88077226564689246e-04,7.70364320008967152e-01
1893,000101100110,2.95257774793959519e-06,7.74000541155877242e-01,1.88035655226573788e-04,7.70194043808046236e-01
1894,100101110111,2.95171939104706896e-06,7.73775528046642846e-01,1.87980990552352408e-04,7.69970137302435464e-01
1895,101110011000,2.95139588147023120e-06,7.73690721952132288e-01,1.87960387763722996e-04,7.69885748280209392e-01
1896,111000110001,2.95061514915325575e-06,7.73486057659631077e-01,1.87910666630085939e-04,7.69682090516832007e-01
1897,101101110101,2.94943352953849956e-06,7.73176303167340429e-01,1.87835414888232812e-04,7.69373859382201597e-01
1898,010011010001,2.94896643546870860e-06,7.73053857259509147e-01,1.87805667885117690e-04,7.69252015657442056e-01
1899,111000010100,2.94722203193716393e-06,7.72596572340135901e-01,1.87694575108217094e-04,7.68796979643257217e-01
1900,110001101100,2.94683653142261984e-06,7.72495515693251256e-01,1.87670024411154817e-04,7.68696419988090129e-01
1901,101101000101,2.94372951627331276e-06,7.71681030313951299e-01,1.87472153371245171e-04,7.67885940208620221e-01
1902,100100111110,2.94268276473221674e-06,7.71406630677962224e-01,1.87405490736526501e-04,7.67612890056812547e-01
1903,000000000011,2.93894940787854481e-06,7.70427953578913249e-01,1.87167730967909159e-04,7.66639026044555916e-01
1904,011111011000,2.93837184551653587e-06,7.70276549071086780e-01,1.87130948763867172e-04,7.66488366136799937e-01
1905,011101100010,2.93814945407194816e-06,7.70218250488236778e-01,1.87116785708879362e-04,7.66430354263569869e-01
1906,100010010111,2.93610526073802209e-06,7.69682377470908063e-01,1.86986600743141256e-04,7.65897116643906584e-01
1907,111100100010,2.92966687469393470e-06,7.67994593199766817e-01,1.86576570511339109e-04,7.64217632814444991e-01
1908,100110101111,2.92565503153074686e-06,7.66942912585596104e-01,1.86321075272176411e-04,7.63171124314834581e-01
1909,010000001010,2.92543626239464961e-06,7.66885563569183026e-01,1.86307142904814315e-04,7.63114057338119434e-01
1910,000101101010,2.91904123562899915e-06,7.65209145672728352e-01,1.85899874019546276e-04,7.61445883984061545e-01
1911,001101101101,2.91765372556580381e-06,7.64845418234722074e-01,1.85811510092788240e-04,7.61083945340060630e-01
1912,111110000000,2.91578578160861316e-06,7.64355747934008289e-01,1.85692549612861160e-04,7.60596683214279312e-01
1913,100110000011,2.91574108900536782e-06,7.64344032036223142e-01,1.85689703353201829e-04,7.60585024934714693e-01
1914,101101000001,2.91347292387144599e-06,7.63749446155356337e-01,1.85545254687144977e-04,7.59993363198545824e-01
1915,000001000011,2.91303457241359088e-06,7.63634534950788368e-01,1.85517338164487819e-04,7.59879017121742106e-01
1916,101101011011,2.90940754959551266e-06,7.62683732681166071e-01,1.85286350305626196e-04,7.58932890851844899e-01
1917,000111011000,2.90897664802655746e-06,7.62570774420273878e-01,1.85258908231014207e-04,7.58820488114234193e-01
1918,100100010100,2.90897602153800924e-06,7.62570610190059894e-01,1.85258868332933708e-04,7.58820324691696468e-01
1919,101111110100,2.90825947435872769e-06,7.62382771646294310e-01,1.85213234845906655e-04,7.58633409928833657e-01
1920,100010100100,2.90459625380412519e-06,7.61422480357228593e-01,1.84979941725105766e-04,7.57677841306033217e-01
1921,000110011000,2.89722186569051141e-06,7.59489328759573423e-01,1.84510301966489391e-04,7.55754196854740545e-01
1922,111010101111,2.89680027244182221e-06,7.59378810618989042e-01,1.84483452694590732e-04,7.55644222237043639e-01
1923,000000000001,2.89646063803452069e-06,7.59289777496921392e-01,1.84461822992084497e-04,7.55555626975578098e-01
1924,001000110111,2.89609888195913454e-06,7.59194945312295366e-01,1.84438784465591890e-04,7.55461261171064380e-01
1925,001110010001,2.89221157978040850e-06,7.58175912369955407e-01,1.84191220650295045e-04,7.54447239783608503e-01
1926,110110011011,2.88987465906326377e-06,7.57563302625480217e-01,1.84042393267657111e-04,7.53837642824323528e-01
1927,010010010110,2.88640761344417602e-06,7.56654437418710080e-01,1.83821593596881122e-04,7.52933247372825076e-01
1928,001100000010,2.88476457736818366e-06,7.56223725369605138e-01,1.83716956431839246e-04,7.52504653544813551e-01
1929,111111100111,2.88385735181797677e-06,7.55985901634971702e-01,1.83659179544883272e-04,7.52267999415841881e-01
1930,001011000011,2.87945249150532107e-06,7.54831193933170885e-01,1.83378654909875861e-04,7.51118970510851525e-01
1931,101010110100,2.87915038676368630e-06,7.54751998987779782e-01,1.83359415293550787e-04,7.51040165042384023e-01
1932,101101000111,2.87901869455701536e-06,7.54717476665954234e-01,1.83351028442302956e-04,7.51005812499672909e-01
1933,100111101001,2.87710323578242713e-06,7.54215350640948579e-01,1.83229041969299648e-04,7.50506155906251360e-01
1934,010010011011,2.87535189460914186e-06,7.53756247060418882e-01,1.83117507366942840e-04,7.50049310174997874e-01
1935,011000001100,2.87233298992966835e-06,7.52964859312122980e-01,1.82925247664427826e-04,7.49261814433496376e-01
1936,000100000011,2.87220471116372770e-06,7.52931231803304235e-01,1.82917078199009954e-04,7.49228352303144773e-01
1937,011011001000,2.87156008696283211e-06,7.52762247436784659e-01,1.82876025144920219e-04,7.49060198993593218e-01
1938,001001111110,2.87067166178826570e-06,7.52529352107823124e-01,1.82819445564607426e-04,7.48828449032632015e-01
1939,000101011101,2.87054539566123999e-06,7.52496252200220095e-01,1.82811404274604199e-04,7.48795511908778799e-01
1940,101011011011,2.87000048724576980e-06,7.52353407728555079e-01,1.82776701645346478e-04,7.48653369939339175e-01
1941,010011110110,2.86917757804342671e-06,7.52137687018616052e-01,1.82724294466174799e-04,7.48438710133451979e-01
1942,101100101010,2.86901032592068887e-06,7.52093842878153063e-01,1.82713642972743689e-04,7.48395081616358149e-01
1943,010010001111,2.86860256596677401e-06,7.51986951052794006e-01,1.82687674677696043e-04,7.48288715479842992e-01
1944,110110001101,2.86640011819581326e-06,7.51409592584323272e-01,1.82547411238400022e-04,7.47714196432486489e-01
1945,001101001001,2.86617160528469158e-06,7.51349689295750189e-01,1.82532858336279013e-04,7.47654587745398835e-01
1946,010011001101,2.86366337034875788e-06,7.50692170556704785e-01,1.82373120764602986e-04,7.47000302651813830e-01
1947,010110010000,2.86358881482462116e-06,7.50672626273385490e-01,1.82368372677328558e-04,7.46980854486337775e-01
1948,110101011111,2.86176165273086755e-06,7.50193646693480543e-01,1.82252009400614201e-04,7.46504230504915767e-01
1949,110111000110,2.86125986203164379e-06,7.50062105272423230e-01,1.82220052733941834e-04,7.46373335998225751e-01
1950,011011001111,2.85967168133443782e-06,7.49645773231734869e-01,1.82118909047471352e-04,7.45959051458442657e-01
1951,110010100101,2.85740430248861529e-06,7.49051393471575566e-01,1.81974510456369532e-04,7.45367594829289604e-01
1952,010000010101,2.85291992003686381e-06,7.47875839518143626e-01,1.81688921433966968e-04,7.44197822193528702e-01
1953,100110010011,2.84964682823321807e-06,7.47017818140368717e-01,1.81480473760626355e-04,7.43344020523525550e-01
1954,000111111010,2.84835160833561427e-06,7.46678284015531268e-01,1.81397987356236699e-04,7.43006156211145519e-01
1955,100110111010,2.84668903530091007e-06,7.46242450469921770e-01,1.81292105975073821e-04,7.42572466073902371e-01
1956,011011011111,2.84579437734282448e-06,7.46007921254157380e-01,1.81235129458377634e-04,7.42339090261514789e-01
1957,001111110010,2.84132975618775942e-06,7.44837547606084005e-01,1.80950798939116315e-04,7.41174472454620425e-01
1958,011010110100,2.84117246705027667e-06,7.44796315202427728e-01,1.80940781940902719e-04,7.41133442829937539e-01
1959,111101000111,2.83727588241586342e-06,7.43774848920024101e-01,1.80692626970084774e-04,7.40117000069467235e-01
1960,111101101011,2.82485785598470371e-06,7.40519537799254168e-01,1.79901781838831738e-04,7.36877698411854798e-01
1961,110011010110,2.82325807581271900e-06,7.40100165025849410e-01,1.79799899436897511e-04,7.36460388093532203e-01
1962,000100100101,2.81761462178583770e-06,7.38620767413426638e-01,1.79440494650206920e-04,7.34988266087247544e-01
1963,011100110111,2.81736809712328026e-06,7.38556142452285180e-01,1.79424794665173205e-04,7.34923958948549449e-01
1964,100111100110,2.81698039305377453e-06,7.38454508156688672e-01,1.79400103634159926e-04,7.34822824485519055e-01
1965,001000101111,2.81607905938330271e-06,7.38218228942976507e-01,1.79342701973044232e-04,7.34587707281589175e-01
1966,101101011101,2.81022168518153398e-06,7.36682753440228044e-01,1.78969673626303705e-04,7.33059783173339974e-01
1967,011100101111,2.80396171287333818e-06,7.35041739259468363e-01,1.78571005718068849e-04,7.31426839421210007e-01
1968,110101011010,2.80226387295310229e-06,7.34596660711418048e-01,1.78462878356445899e-04,7.30983949748002404e-01
1969,100111101010,2.79957431756218017e-06,7.33891609903020159e-01,1.78291593346067040e-04,7.30282366345490597e-01
1970,101011001110,2.79883745155599137e-06,7.33698444900693802e-01,1.78244665849446634e-04,7.30090151319333414e-01
1971,010001011011,2.79878362403143010e-06,7.33684334338095212e-01,1.78241237830029640e-04,7.30076110151801405e-01
1972,001110010110,2.79752107422453690e-06,7.33353364481517001e-01,1.78160832028569890e-04,7.29746767989022271e-01
1973,101111100111,2.79535251917761665e-06,7.32784890787297138e-01,1.78022727055914345e-04,7.29181090021025158e-01
1974,100011001000,2.79340838473068295e-06,7.32275247606840152e-01,1.77898914365517692e-04,7.28673953241160466e-01
1975,111110101111,2.79185148211858406e-06,7.31867114928494100e-01,1.77799762631750715e-04,7.28267827739650930e-01
1976,001010100100,2.78961333074438040e-06,7.31280396974654856e-01,1.77657225399517529e-04,7.27683995236423797e-01
1977,011110110110,2.78774081398451120e-06,7.30789527941155703e-01,1.77537973699503694e-04,7.27195540273167129e-01
1978,100100100100,2.77592064622520796e-06,7.27690941884060916e-01,1.76785203347881416e-04,7.24112192912922281e-01
1979,000110101100,2.77324888631339802e-06,7.26990556053739412e-01,1.76615051647058025e-04,7.23415251546349669e-01
1980,101001001011,2.77265397047534583e-06,7.26834602436289057e-01,1.76577164282537010e-04,7.23260064901271593e-01
1981,001000000000,2.76371315318815574e-06,7.24490820829355897e-01,1.76007766088693998e-04,7.20927809899290617e-01
1982,011100101000,2.76295098169291362e-06,7.24291022144907148e-01,1.75959227005649413e-04,7.20728993815139996e-01
1983,001010001111,2.76054073771537602e-06,7.23659191147659531e-01,1.75805730012762955e-04,7.20100270132277065e-01
1984,101110100011,2.76022622036358306e-06,7.23576742310991117e-01,1.75785699896243309e-04,7.20018226775012593e-01
1985,100010100001,2.75985488584615941e-06,7.23479399195255612e-01,1.75762051364264528e-04,7.19921362388027508e-01
1986,010011011010,2.75870585296787490e-06,7.23178187120410598e-01,1.75688874916905650e-04,7.19621631659645544e-01
1987,011101011110,2.75612502217574376e-06,7.22501637813238173e-01,1.75524514059899962e-04,7.18948409589350246e-01
1988,110100010111,2.75561943850577981e-06,7.22369102087659143e-01,1.75492315836933639e-04,7.18816525668080186e-01
1989,111001010001,2.75341919728980962e-06,7.21792322054339852e-01,1.75352192922646213e-04,7.18242582211158886e-01
1990,111000001110,2.75036782507505901e-06,7.20992423136476268e-01,1.75157865516994938e-04,7.17446617157611266e-01
1991,010010110100,2.74916273984769143e-06,7.20676517274633222e-01,1.75081119361710782e-04,7.17132264905567363e-01
1992,011100111101,2.74535514995060246e-06,7.19678380428650732e-01,1.74838632043084613e-04,7.16139036848474575e-01
1993,110011010010,2.74369271491283102e-06,7.19242583058109175e-01,1.74732759450291046e-04,7.15705382708392124e-01
1994,001000110011,2.74143355499578726e-06,7.18650357840815657e-01,1.74588884283732138e-04,7.15116070026166839e-01
1995,100001111110,2.74110451875345866e-06,7.18564102964106666e-01,1.74567929528023248e-04,7.15030239346783225e-01
1996,110010110001,2.73983033994073518e-06,7.18230084633424082e-01,1.74486783130407320e-04,7.14697863702148384e-01
1997,000110100010,2.73803769811557896e-06,7.17760154334810330e-01,1.74372618285666131e-04,7.14230244498088473e-01
1998,111010101010,2.73510590018796391e-06,7.16991601098873610e-01,1.74185905998514425e-04,7.13465470969915083e-01
1999,000110000011,2.73276945933229714e-06,7.16379117147205702e-01,1.74037109175975187e-04,7.12855999184794364e-01
2000,111010000010,2.73070001711928503e-06,7.15836625287717854e-01,1.73905316229032892e-04,7.12316175274118724e-01
2001,110110001110,2.72917601170028403e-06,7.15437116411159257e-01,1.73808259561268353e-04,7.11918631162955173e-01
2002,000001011101,2.72885050902650766e-06,7.15351787838244824e-01,1.73787529841759939e-04,7.11833722231848709e-01
2003,110101010001,2.72851523581517191e-06,7.15263897977532426e-01,1.73766177883113841e-04,7.11746264609234291e-01
2004,111100111000,2.72626889346034735e-06,7.14675032807269295e-01,1.73623119006223171e-04,7.11160295449490110e-01
2005,000111101011,2.72579205766851451e-06,7.14550033165455067e-01,1.73592751599093808e-04,7.11035910549888239e-01
2006,011001101011,2.72526615654628165e-06,7.14412171341668456e-01,1.73559259454078335e-04,7.10898726723904861e-01
2007,111010110110,2.72450121367297147e-06,7.14211646157087432e-01,1.73510543875125611e-04,7.10699187712514502e-01
2008,101001101100,2.72437568530613159e-06,7.14178739648890559e-01,1.73502549569565088e-04,7.10666443036938600e-01
2009,101100000111,2.72130172707691664e-06,7.13372919942851236e-01,1.73306783767911626e-04,7.09864586313366019e-01
2010,110011101111,2.71739363047758089e-06,7.12348435867914964e-01,1.73057895654717093e-04,7.08845140601721213e-01
2011,100000111110,2.71502442183258703e-06,7.11727362036881694e-01,1.72907012007287068e-04,7.08227121181847830e-01
2012,001011011001,2.71423848317971470e-06,7.11521332934663131e-01,1.72856959306841198e-04,7.08022105320821549e-01
2013,011101110000,2.71142292036228586e-06,7.10783250035451064e-01,1.72677649481866658e-04,7.07287652277725831e-01
2014,001111000111,2.70586134217207512e-06,7.09325315682356461e-01,1.72323458978392236e-04,7.05836887975494598e-01
2015,110010100100,2.70547434388559494e-06,7.09223866403545400e-01,1.72298812895348131e-04,7.05735937619345943e-01
2016,010101100111,2.70406500354396866e-06,7.08854416289030120e-01,1.72209058701826946e-04,7.05368304442683169e-01
2017,101100100101,2.70311103886614923e-06,7.08604340172527825e-01,1.72148305221793456e-04,7.05119458188465997e-01
2018,001111111100,2.70292808366309244e-06,7.08556379563777705e-01,1.72136653673749413e-04,7.05071733447677595e-01
2019,100111001010,2.70263633771347762e-06,7.08479900113561878e-01,1.72118073759695042e-04,7.04995630119710892e-01
2020,111000000100,2.69979173859527640e-06,7.07734205522320137e-01,1.71936914750615209e-04,7.04253602818519897e-01
2021,100110001111,2.69732944610627413e-06,7.07088730320083125e-01,1.71780103035207521e-04,7.03611302032210006e-01
2022,000011001011,2.69577074762478163e-06,7.06680126865350755e-01,1.71680836931047289e-04,7.03204708069569695e-01
2023,111011000100,2.69436336116815506e-06,7.06311188950064839e-01,1.71591207171182896e-04,7.02837584573165142e-01
2024,110000101001,2.69434880600675635e-06,7.06307373401835137e-01,1.71590280222074632e-04,7.02833787789617692e-01
2025,110110110110,2.69321026344621353e-06,7.06008911300844200e-01,1.71517771853235099e-04,7.02536793510850965e-01
2026,100011100111,2.69300866643278913e-06,7.05956063853357074e-01,1.71504933096817101e-04,7.02484205964562847e-01
2027,000111101100,2.68686001725594897e-06,7.04344232363543488e-01,1.71113354830154272e-04,7.00880301384311899e-01
2028,001011000110,2.68544101207444049e-06,7.03972248669242129e-01,1.71022985128878487e-04,7.00510147087886281e-01
2029,001010000100,2.68183812662930558e-06,7.03027773867112682e-01,1.70793534464673286e-04,6.99570317167301781e-01
2030,010100010011,2.67950302921864060e-06,7.02415642091491321e-01,1.70644823199766316e-04,6.98961195826242832e-01
2031,100111000100,2.67529466973886776e-06,7.01312445904025750e-01,1.70376812769639538e-04,6.97863425104443547e-01
2032,001101110011,2.67475608268843485e-06,7.01171258540277065e-01,1.70342512718101377e-04,6.97722932093343240e-01
2033,000011000111,2.67382327637697823e-06,7.00926728962566581e-01,1.70283106713942258e-04,6.97479605100307487e-01
2034,111000110110,2.67270516428003580e-06,7.00633622585025706e-01,1.70211899464306910e-04,6.97187940205801104e-01
2035,001100110001,2.66938611658870849e-06,6.99763554147030398e-01,1.70000525078720452e-04,6.96322150722438971e-01
2036,001010010110,2.66916146841443563e-06,6.99704663976033814e-01,1.69986218303336029e-04,6.96263550170464374e-01
2037,111010001010,2.66855948899043156e-06,6.99546858681907691e-01,1.69947881092570097e-04,6.96106520955167118e-01
2038,101010011011,2.66515308926948935e-06,6.98653891433461016e-01,1.69730943671044806e-04,6.95217945276599525e-01
2039,011010011111,2.66335634942252093e-06,6.98182886863017327e-01,1.69616517842755557e-04,6.94749257083926763e-01
2040,100110101011,2.65707298326143617e-06,6.96535740124085923e-01,1.69216360091125619e-04,6.93110210933250537e-01
2041,001000010000,2.65636304465636147e-06,6.96349633978397220e-01,1.69171147472806262e-04,6.92925020048614448e-01
2042,001100111100,2.65379770024888118e-06,6.95677144334042707e-01,1.69007772870095440e-04,6.92255837675910923e-01
2043,100100000000,2.65030623170975062e-06,6.94761876805320866e-01,1.68785417819524304e-04,6.91345071388771548e-01
2044,010101000001,2.64996303937095332e-06,6.94671910992859187e-01,1.68763561529257415e-04,6.91255548023838373e-01
2045,010010010011,2.64875686457197442e-06,6.94355719506355662e-01,1.68686745984331630e-04,6.90940911551822357e-01
2046,110111101100,2.64835792438764523e-06,6.94251139730674871e-01,1.68661339378524568e-04,6.90836846094436630e-01
2047,010011000101,2.64695344017131147e-06,6.93882962620268273e-01,1.68571894448561938e-04,6.90470479661309700e-01
2048,101001111011,2.64565701990367656e-06,6.93543113825629387e-01,1.68489331598305447e-04,6.90132302226659111e-01
2049,111101010101,2.64398475723877953e-06,6.93104740201602620e-01,1.68382833130610821e-04,6.89696084502981921e-01
2050,111011000001,2.64369348970226123e-06,6.93028386164509569e-01,1.68364283684414639e-04,6.89620105971362363e-01
2051,101100111101,2.64174199666776894e-06,6.92516813974475620e-01,1.68240002360521665e-04,6.89111049668696740e-01
2052,010110000001,2.64111249677890949e-06,6.92351794355610450e-01,1.68199912502041464e-04,6.88946841608361837e-01
2053,010001111110,2.63968529763964988e-06,6.91977662664448379e-01,1.68109020966508910e-04,6.88574549878820497e-01
2054,101101010000,2.63736271701863145e-06,6.91368812090132123e-01,1.67961106836493347e-04,6.87968693602276748e-01
2055,100001101000,2.63438455079664274e-06,6.90588103684035115e-01,1.67771441572872062e-04,6.87191824682483965e-01
2056,110000001000,2.63129975092124516e-06,6.89779441905498891e-01,1.67574985318259307e-04,6.86387139863590123e-01
2057,010100010100,2.62932562770420781e-06,6.89261937348891851e-01,1.67449262785508837e-04,6.85872180369444195e-01
2058,110010001000,2.62257277939743604e-06,6.87491718682361475e-01,1.67019205945550755e-04,6.84110667552975893e-01
2059,010110001000,2.61815078837399594e-06,6.86332520267512791e-01,1.66737590336925773e-04,6.82957170020047966e-01
2060,100101010001,2.61600140528252227e-06,6.85769072386381517e-01,1.66600706335066646e-04,6.82396493148432981e-01
2061,111011100101,2.61588794289725851e-06,6.85739328902858936e-01,1.66593480454572376e-04,6.82366895941928453e-01
2062,010110110111,2.61107883464729915e-06,6.84478650029781588e-01,1.66287211188177042e-04,6.81112417026773165e-01
2063,000010001111,2.61014082041193844e-06,6.84232755226067191e-01,1.66227473516076466e-04,6.80867731521849207e-01
2064,100101000111,2.60881584936043636e-06,6.83885422014742228e-01,1.66143092401980705e-04,6.80522106478512967e-01
2065,110010011001,2.60868860982423440e-06,6.83852066933764102e-01,1.66134989120169714e-04,6.80488915436215147e-01
2066,001001110001,2.60455650405403667e-06,6.82768860198741390e-01,1.65871834926683399e-04,6.79411035859695200e-01
2067,010111011000,2.60398408708378972e-06,6.82618804524492973e-01,1.65835380408207701e-04,6.79261718152018745e-01
2068,111010000000,2.60360134002560044e-06,6.82518469679671003e-01,1.65811005065704748e-04,6.79161876749126647e-01
2069,111001111010,2.60105414310595086e-06,6.81850737290366382e-01,1.65648786190313003e-04,6.78497428235522060e-01
2070,100101111101,2.59809355676630528e-06,6.81074637344946332e-01,1.65460240505912798e-04,6.77725145112218819e-01
2071,010000011100,2.59681679374855785e-06,6.80739941580421948e-01,1.65378929532551070e-04,6.77392095365329183e-01
2072,001010010111,2.59631790115638182e-06,6.80609159880738557e-01,1.65347157432553716e-04,6.77261956843740021e-01
2073,001111000011,2.59490469375026399e-06,6.80238696038469204e-01,1.65257156964059406e-04,6.76893314924787326e-01
2074,001000101110,2.59487561458445716e-06,6.80231073109627937e-01,1.65255305050083639e-04,6.76885729485142584e-01
2075,101101100001,2.59465720562496250e-06,6.80173818511350170e-01,1.65241395620658926e-04,6.76828756462218961e-01
2076,000000010100,2.59299435569635929e-06,6.79737912379666409e-01,1.65135496605438558e-04,6.76394994095876334e-01
2077,000011001000,2.59074680802608183e-06,6.79148731243189197e-01,1.64992360967730622e-04,6.75808710523824629e-01
2078,000001101110,2.58300080245154927e-06,6.77118162357858933e-01,1.64499054657807955e-04,6.73788127878381382e-01
2079,010010111011,2.58288447928332024e-06,6.77087668937246701e-01,1.64491646587632239e-04,6.73757784422941652e-01
2080,000010101011,2.58078212690515221e-06,6.76536549875424220e-01,1.64357757748558709e-04,6.73209375738096472e-01
2081,000000010110,2.58052572140733235e-06,6.76469334712603731e-01,1.64341428500050388e-04,6.73142491136206389e-01
2082,101110010101,2.58050198597496076e-06,6.76463112611420114e-01,1.64339916903080181e-04,6.73136299635016422e-01
2083,101101011110,2.57983618039726926e-06,6.76288575674061754e-01,1.64297514907690856e-04,6.72962621061901745e-01
2084,010100100011,2.57880694260298557e-06,6.76018767161717049e-01,1.64231967640335379e-04,6.72694139454813711e-01
2085,111101010001,2.57558911577437612e-06,6.75175233165558053e-01,1.64027039530806166e-04,6.71854753918182057e-01
