target_id,series_id,series_kind,n,site,x,delta,epsilon,magnetization,generated_data_provenance
T001,delta_0.5_epsilon_0.04,finite_transfer,100,17,0.16161616161616163,0.5,0.04,3.8278098521601084e-07,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,18,0.1717171717171717,0.5,0.04,2.3914463033696746e-07,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,19,0.18181818181818182,0.5,0.04,1.494069884028946e-07,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,20,0.1919191919191919,0.5,0.04,9.334287854248212e-08,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,21,0.20202020202020202,0.5,0.04,5.8316502244901854e-08,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,22,0.21212121212121213,0.5,0.04,3.6433571443105606e-08,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,23,0.2222222222222222,0.5,0.04,2.2762084092891753e-08,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,24,0.23232323232323232,0.5,0.04,1.422074344424334e-08,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,25,0.24242424242424243,0.5,0.04,8.884491564170025e-09,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,26,0.25252525252525254,0.5,0.04,5.55063739528003e-09,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,27,0.26262626262626265,0.5,0.04,3.467792756549596e-09,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,28,0.2727272727272727,0.5,0.04,2.1665235436930646e-09,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,29,0.2828282828282828,0.5,0.04,1.3535480901907806e-09,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,30,0.29292929292929293,0.5,0.04,8.456369811882367e-10,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,31,0.30303030303030304,0.5,0.04,5.283165826199094e-10,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,32,0.31313131313131315,0.5,0.04,3.300688294601696e-10,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,33,0.32323232323232326,0.5,0.04,2.0621239794337065e-10,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,34,0.3333333333333333,0.5,0.04,1.2883237178261684e-10,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,35,0.3434343434343434,0.5,0.04,8.048874512795178e-11,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,36,0.35353535353535354,0.5,0.04,5.0285771745428456e-11,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,37,0.36363636363636365,0.5,0.04,3.141626775824353e-11,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,38,0.37373737373737376,0.5,0.04,1.962740116079753e-11,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,39,0.3838383838383838,0.5,0.04,1.2262182811513194e-11,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,40,0.3939393939393939,0.5,0.04,7.660629933304331e-12,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,41,0.40404040404040403,0.5,0.04,4.78563944063112e-12,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,42,0.41414141414141414,0.5,0.04,2.9892422586333935e-12,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,43,0.42424242424242425,0.5,0.04,1.8665642669600683e-12,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,44,0.43434343434343436,0.5,0.04,1.1645748202745768e-12,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,45,0.4444444444444444,0.5,0.04,7.250586374278349e-13,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,46,0.45454545454545453,0.5,0.04,4.489569935471178e-13,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,47,0.46464646464646464,0.5,0.04,2.740418884347593e-13,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,48,0.47474747474747475,0.5,0.04,1.608904934237786e-13,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,49,0.48484848484848486,0.5,0.04,8.400094014985134e-14,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,50,0.494949494949495,0.5,0.04,2.6043669230692212e-14,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,51,0.5050505050505051,0.5,0.04,-2.6043806037632456e-14,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,52,0.5151515151515151,0.5,0.04,-8.400122291663391e-14,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,53,0.5252525252525253,0.5,0.04,-1.6089075938708703e-13,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,54,0.5353535353535354,0.5,0.04,-2.740419441586171e-13,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,55,0.5454545454545454,0.5,0.04,-4.4895696310250323e-13,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,56,0.5555555555555556,0.5,0.04,-7.250583391232514e-13,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,57,0.5656565656565656,0.5,0.04,-1.1645747660221557e-12,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,58,0.5757575757575758,0.5,0.04,-1.8665640692541987e-12,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,59,0.5858585858585859,0.5,0.04,-2.9892421584035923e-12,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,60,0.5959595959595959,0.5,0.04,-4.785639497811674e-12,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,61,0.6060606060606061,0.5,0.04,-7.66062971744359e-12,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,62,0.6161616161616161,0.5,0.04,-1.226218252675412e-11,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,63,0.6262626262626263,0.5,0.04,-1.96274011648108e-11,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,64,0.6363636363636364,0.5,0.04,-3.1416267662909286e-11,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,65,0.6464646464646465,0.5,0.04,-5.0285771639330516e-11,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,66,0.6565656565656566,0.5,0.04,-8.048874513348555e-11,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,67,0.6666666666666666,0.5,0.04,-1.288323717049343e-10,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,68,0.6767676767676768,0.5,0.04,-2.0621239770863613e-10,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,69,0.6868686868686869,0.5,0.04,-3.300688292815273e-10,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,70,0.696969696969697,0.5,0.04,-5.283165823804452e-10,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,71,0.7070707070707071,0.5,0.04,-8.456369810698519e-10,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,72,0.7171717171717171,0.5,0.04,-1.3535480899142236e-09,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,73,0.7272727272727273,0.5,0.04,-2.1665235433276634e-09,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,74,0.7373737373737373,0.5,0.04,-3.467792756310057e-09,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,75,0.7474747474747475,0.5,0.04,-5.550637395015942e-09,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,76,0.7575757575757576,0.5,0.04,-8.884491563839644e-09,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,77,0.7676767676767676,0.5,0.04,-1.4220743443716292e-08,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,78,0.7777777777777778,0.5,0.04,-2.2762084092451025e-08,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,79,0.7878787878787878,0.5,0.04,-3.6433571442753796e-08,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,80,0.797979797979798,0.5,0.04,-5.8316502244665876e-08,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,81,0.8080808080808081,0.5,0.04,-9.33428785424002e-08,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,82,0.8181818181818182,0.5,0.04,-1.4940698840257932e-07,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,83,0.8282828282828283,0.5,0.04,-2.3914463033674994e-07,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,84,0.8383838383838383,0.5,0.04,-3.827809852157327e-07,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,85,0.8484848484848485,0.5,0.04,-6.126889925835473e-07,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,86,0.8585858585858586,0.5,0.04,-9.80685603861277e-07,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,87,0.8686868686868687,0.5,0.04,-1.5697103510308673e-06,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,88,0.8787878787878788,0.5,0.04,-2.5125183610639824e-06,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,89,0.8888888888888888,0.5,0.04,-4.021600870847691e-06,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,90,0.898989898989899,0.5,0.04,-6.437076765303579e-06,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,91,0.9090909090909091,0.5,0.04,-1.030334899287944e-05,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,92,0.9191919191919192,0.5,0.04,-1.649180277626547e-05,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,93,0.9292929292929293,0.5,0.04,-2.6397199493019287e-05,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,94,0.9393939393939394,0.5,0.04,-4.2252029722129124e-05,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,95,0.9494949494949495,0.5,0.04,-6.762967473545058e-05,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,96,0.9595959595959596,0.5,0.04,-0.00010824977959407467,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,97,0.9696969696969697,0.5,0.04,-0.00017326735383548346,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,98,0.9797979797979798,0.5,0.04,-0.0002773361388607735,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,99,0.98989898989899,0.5,0.04,-0.0004439112863190203,independent_numerics
T001,delta_0.5_epsilon_0.04,finite_transfer,100,100,1.0,0.5,0.04,-0.0007105357092330941,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,1,0.0,1.0,1.0,0.9980000970864681,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,2,0.010101010101010102,1.0,1.0,0.9974991010390372,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,3,0.020202020202020204,1.0,1.0,0.9959984133962426,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,4,0.030303030303030304,1.0,1.0,0.9934990564691407,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,5,0.04040404040404041,1.0,1.0,0.9900030742092483,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,6,0.050505050505050504,1.0,1.0,0.9855135306097205,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,7,0.06060606060606061,1.0,1.0,0.9800345070410581,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,8,0.0707070707070707,1.0,1.0,0.9735710985232465,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,9,0.08080808080808081,1.0,1.0,0.9661294089389597,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,10,0.09090909090909091,1.0,1.0,0.9577165451911848,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,11,0.10101010101010101,1.0,1.0,0.9483406103108778,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,12,0.1111111111111111,1.0,1.0,0.9380106955229656,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,13,0.12121212121212122,1.0,1.0,0.9267368712764683,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,14,0.13131313131313133,1.0,1.0,0.9145301772490922,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,15,0.1414141414141414,1.0,1.0,0.9014026113363525,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,16,0.15151515151515152,1.0,1.0,0.8873671176358876,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,17,0.16161616161616163,1.0,1.0,0.8724375734397095,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,18,0.1717171717171717,1.0,1.0,0.8566287752467114,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,19,0.18181818181818182,1.0,1.0,0.8399564238119037,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,20,0.1919191919191919,1.0,1.0,0.8224371082457111,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,21,0.20202020202020202,1.0,1.0,0.804088289179531,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,22,0.21212121212121213,1.0,1.0,0.7849282810177901,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,23,0.2222222222222222,1.0,1.0,0.7649762332926334,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,24,0.23232323232323232,1.0,1.0,0.7442521111393642,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,25,0.24242424242424243,1.0,1.0,0.7227766749165315,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,26,0.25252525252525254,1.0,1.0,0.7005714589895722,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,27,0.26262626262626265,1.0,1.0,0.677658749699823,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,28,0.2727272727272727,1.0,1.0,0.6540615625429134,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,29,0.2828282828282828,1.0,1.0,0.6298036185806631,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,30,0.29292929292929293,1.0,1.0,0.6049093201100282,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,31,0.30303030303030304,1.0,1.0,0.5794037256151504,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,32,0.31313131313131315,1.0,1.0,0.5533125240287392,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,33,0.32323232323232326,1.0,1.0,0.5266620083298276,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,34,0.3333333333333333,1.0,1.0,0.4994790485056515,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,35,0.3434343434343434,1.0,1.0,0.47179106390578673,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,36,0.35353535353535354,1.0,1.0,0.4436259950173793,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,37,0.36363636363636365,1.0,1.0,0.41501227469199947,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,38,0.37373737373737376,1.0,1.0,0.38597879885324593,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,39,0.3838383838383838,1.0,1.0,0.35655489671670015,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,40,0.3939393939393939,1.0,1.0,0.32677030055387735,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,41,0.40404040404040403,1.0,1.0,0.2966551150299238,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,42,0.41414141414141414,1.0,1.0,0.2662397861506757,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,43,0.42424242424242425,1.0,1.0,0.23555506984843788,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,44,0.43434343434343436,1.0,1.0,0.20463200024206557,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,45,0.4444444444444444,1.0,1.0,0.17350185760329412,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,46,0.45454545454545453,1.0,1.0,0.14219613606360354,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,47,0.46464646464646464,1.0,1.0,0.11074651109583068,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,48,0.47474747474747475,1.0,1.0,0.07918480680448983,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,49,0.48484848484848486,1.0,1.0,0.04754296305920515,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,50,0.494949494949495,1.0,1.0,0.01585300250644102,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,51,0.5050505050505051,1.0,1.0,-0.015853002506438316,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,52,0.5151515151515151,1.0,1.0,-0.04754296305920515,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,53,0.5252525252525253,1.0,1.0,-0.07918480680448083,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,54,0.5353535353535354,1.0,1.0,-0.11074651109585586,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,55,0.5454545454545454,1.0,1.0,-0.14219613606359544,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,56,0.5555555555555556,1.0,1.0,-0.1735018576033336,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,57,0.5656565656565656,1.0,1.0,-0.20463200024206557,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,58,0.5757575757575758,1.0,1.0,-0.23555506984847804,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,59,0.5858585858585859,1.0,1.0,-0.2662397861506606,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,60,0.5959595959595959,1.0,1.0,-0.2966551150299407,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,61,0.6060606060606061,1.0,1.0,-0.32677030055387735,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,62,0.6161616161616161,1.0,1.0,-0.3565548967167407,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,63,0.6262626262626263,1.0,1.0,-0.38597879885315817,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,64,0.6363636363636364,1.0,1.0,-0.41501227469207025,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,65,0.6464646464646465,1.0,1.0,-0.4436259950174045,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,66,0.6565656565656566,1.0,1.0,-0.47179106390578673,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,67,0.6666666666666666,1.0,1.0,-0.4994790485057083,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,68,0.6767676767676768,1.0,1.0,-0.5266620083298276,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,69,0.6868686868686869,1.0,1.0,-0.5533125240287706,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,70,0.696969696969697,1.0,1.0,-0.5794037256152492,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,71,0.7070707070707071,1.0,1.0,-0.6049093201103377,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,72,0.7171717171717171,1.0,1.0,-0.6298036185807706,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,73,0.7272727272727273,1.0,1.0,-0.6540615625429506,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,74,0.7373737373737373,1.0,1.0,-0.6776587496997459,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,75,0.7474747474747475,1.0,1.0,-0.700571458989612,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,76,0.7575757575757576,1.0,1.0,-0.7227766749166548,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,77,0.7676767676767676,1.0,1.0,-0.7442521111393219,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,78,0.7777777777777778,1.0,1.0,-0.7649762332925465,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,79,0.7878787878787878,1.0,1.0,-0.7849282810178794,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,80,0.797979797979798,1.0,1.0,-0.8040882891794853,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,81,0.8080808080808081,1.0,1.0,-0.8224371082458514,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,82,0.8181818181818182,1.0,1.0,-0.8399564238120947,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,83,0.8282828282828283,1.0,1.0,-0.8566287752470523,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,84,0.8383838383838383,1.0,1.0,-0.8724375734397591,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,85,0.8484848484848485,1.0,1.0,-0.8873671176361397,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,86,0.8585858585858586,1.0,1.0,-0.9014026113364549,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,87,0.8686868686868687,1.0,1.0,-0.9145301772493523,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,88,0.8787878787878788,1.0,1.0,-0.9267368712766263,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,89,0.8888888888888888,1.0,1.0,-0.9380106955231254,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,90,0.898989898989899,1.0,1.0,-0.9483406103108778,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,91,0.9090909090909091,1.0,1.0,-0.9577165451911303,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,92,0.9191919191919192,1.0,1.0,-0.9661294089392892,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,93,0.9292929292929293,1.0,1.0,-0.9735710985233019,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,94,0.9393939393939394,1.0,1.0,-0.9800345070412809,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,95,0.9494949494949495,1.0,1.0,-0.9855135306100006,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,96,0.9595959595959596,1.0,1.0,-0.9900030742094733,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,97,0.9696969696969697,1.0,1.0,-0.9934990564693101,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,98,0.9797979797979798,1.0,1.0,-0.9959984133962992,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,99,0.98989898989899,1.0,1.0,-0.9974991010392072,independent_numerics
T001,delta_1_epsilon_1,finite_transfer,100,100,1.0,1.0,1.0,-0.9980000970867517,independent_numerics
T001,delta_1_epsilon_0.2,finite_transfer,100,1,0.0,1.0,0.2,0.9522375242262112,independent_numerics
T001,delta_1_epsilon_0.2,finite_transfer,100,2,0.010101010101010102,1.0,0.2,0.9517366415964453,independent_numerics
T001,delta_1_epsilon_0.2,finite_transfer,100,3,0.020202020202020204,1.0,0.2,0.9502830632914717,independent_numerics
T001,delta_1_epsilon_0.2,finite_transfer,100,4,0.030303030303030304,1.0,0.2,0.9478777656990673,independent_numerics
T001,delta_1_epsilon_0.2,finite_transfer,100,5,0.04040404040404041,1.0,0.2,0.9445226985156961,independent_numerics
T001,delta_1_epsilon_0.2,finite_transfer,100,6,0.050505050505050504,1.0,0.2,0.9402207832430989,independent_numerics
T001,delta_1_epsilon_0.2,finite_transfer,100,7,0.06060606060606061,1.0,0.2,0.9349759106690516,independent_numerics
T001,delta_1_epsilon_0.2,finite_transfer,100,8,0.0707070707070707,1.0,0.2,0.9287929373350196,independent_numerics
T001,delta_1_epsilon_0.2,finite_transfer,100,9,0.08080808080808081,1.0,0.2,0.9216776809928275,independent_numerics
T001,delta_1_epsilon_0.2,finite_transfer,100,10,0.09090909090909091,1.0,0.2,0.9136369150562309,independent_numerics
T001,delta_1_epsilon_0.2,finite_transfer,100,11,0.10101010101010101,1.0,0.2,0.9046783620507073,independent_numerics
T001,delta_1_epsilon_0.2,finite_transfer,100,12,0.1111111111111111,1.0,0.2,0.894810686069777,independent_numerics
T001,delta_1_epsilon_0.2,finite_transfer,100,13,0.12121212121212122,1.0,0.2,0.8840434842443906,independent_numerics
T001,delta_1_epsilon_0.2,finite_transfer,100,14,0.13131313131313133,1.0,0.2,0.8723872772340173,independent_numerics
T001,delta_1_epsilon_0.2,finite_transfer,100,15,0.1414141414141414,1.0,0.2,0.8598534987487866,independent_numerics
T001,delta_1_epsilon_0.2,finite_transfer,100,16,0.15151515151515152,1.0,0.2,0.8464544841145756,independent_numerics
T001,delta_1_epsilon_0.2,finite_transfer,100,17,0.16161616161616163,1.0,0.2,0.8322034578906278,independent_numerics
T001,delta_1_epsilon_0.2,finite_transfer,100,18,0.1717171717171717,1.0,0.2,0.8171145205546071,independent_numerics
T001,delta_1_epsilon_0.2,finite_transfer,100,19,0.18181818181818182,1.0,0.2,0.8012026342666443,independent_numerics
T001,delta_1_epsilon_0.2,finite_transfer,100,20,0.1919191919191919,1.0,0.2,0.7844836077290119,independent_numerics
T001,delta_1_epsilon_0.2,finite_transfer,100,21,0.20202020202020202,1.0,0.2,0.766974080155652,independent_numerics
T001,delta_1_epsilon_0.2,finite_transfer,100,22,0.21212121212121213,1.0,0.2,0.7486915043687158,independent_numerics
T001,delta_1_epsilon_0.2,finite_transfer,100,23,0.2222222222222222,1.0,0.2,0.7296541290395557,independent_numerics
T001,delta_1_epsilon_0.2,finite_transfer,100,24,0.23232323232323232,1.0,0.2,0.7098809800927948,independent_numerics
T001,delta_1_epsilon_0.2,finite_transfer,100,25,0.24242424242424243,1.0,0.2,0.6893918412923096,independent_numerics
T001,delta_1_epsilon_0.2,finite_transfer,100,26,0.25252525252525254,1.0,0.2,0.6682072340304601,independent_numerics
T001,delta_1_epsilon_0.2,finite_transfer,100,27,0.26262626262626265,1.0,0.2,0.6463483963396207,independent_numerics
T001,delta_1_epsilon_0.2,finite_transfer,100,28,0.2727272727272727,1.0,0.2,0.6238372611507302,independent_numerics
T001,delta_1_epsilon_0.2,finite_transfer,100,29,0.2828282828282828,1.0,0.2,0.6006964338190659,independent_numerics
T001,delta_1_epsilon_0.2,finite_transfer,100,30,0.29292929292929293,1.0,0.2,0.5769491689420723,independent_numerics
T001,delta_1_epsilon_0.2,finite_transfer,100,31,0.30303030303030304,1.0,0.2,0.5526193464933192,independent_numerics
T001,delta_1_epsilon_0.2,finite_transfer,100,32,0.31313131313131315,1.0,0.2,0.5277314472974654,independent_numerics
T001,delta_1_epsilon_0.2,finite_transfer,100,33,0.32323232323232326,1.0,0.2,0.5023105278717855,independent_numerics
T001,delta_1_epsilon_0.2,finite_transfer,100,34,0.3333333333333333,1.0,0.2,0.4763821946618186,independent_numerics
T001,delta_1_epsilon_0.2,finite_transfer,100,35,0.3434343434343434,1.0,0.2,0.4499725776960237,independent_numerics
T001,delta_1_epsilon_0.2,finite_transfer,100,36,0.35353535353535354,1.0,0.2,0.4231083036891985,independent_numerics
T001,delta_1_epsilon_0.2,finite_transfer,100,37,0.36363636363636365,1.0,0.2,0.3958164686221283,independent_numerics
T001,delta_1_epsilon_0.2,finite_transfer,100,38,0.37373737373737376,1.0,0.2,0.36812460982620676,independent_numerics
T001,delta_1_epsilon_0.2,finite_transfer,100,39,0.3838383838383838,1.0,0.2,0.34006067760243247,independent_numerics
T001,delta_1_epsilon_0.2,finite_transfer,100,40,0.3939393939393939,1.0,0.2,0.31165300640511134,independent_numerics
T001,delta_1_epsilon_0.2,finite_transfer,100,41,0.40404040404040403,1.0,0.2,0.28293028561982714,independent_numerics
