trajectory,g0,g1,sites,scaled_time,time,magnetization_z,magnetization_y,normalized_z,normalized_y
across,0.3,1.4,12,0.43333333333333335,1.7272868705329474,0.04044042771331105,-0.3361444279932774,0.11944539932011604,-0.9928407710107688
across,0.3,1.4,12,0.45,1.7937209809380605,0.00996524764339208,-0.31916288266743875,0.031207869929886178,-0.9995129158017115
across,0.3,1.4,12,0.4666666666666667,1.860155091343174,-0.01892620654473038,-0.30209752385956856,-0.06252674032913325,-0.9980432890129632
across,0.3,1.4,12,0.48333333333333334,1.9265892017482873,-0.04622879875580189,-0.28500733542613155,-0.16010960613731937,-0.9870992422358313
across,0.3,1.4,12,0.5,1.9930233121534007,-0.07194329660054669,-0.26795930164254345,-0.2593026477280389,-0.9657961155861152
across,0.3,1.4,12,0.5166666666666666,2.0594574225585136,-0.09607681620107367,-0.25102175514167246,-0.3574552583389856,-0.9339302641449247
across,0.3,1.4,12,0.5333333333333333,2.125891532963627,-0.11864261240488626,-0.23425720980745593,-0.45182021873986233,-0.8921090123622016
across,0.3,1.4,12,0.55,2.192325643368741,-0.1396592347589163,-0.21771610383896084,-0.5399336050395014,-0.8417076108418217
across,0.3,1.4,12,0.5666666666666667,2.258759753773854,-0.15914918792521437,-0.20143254891283738,-0.6199405855859716,-0.7846487560324827
across,0.3,1.4,12,0.5833333333333334,2.3251938641789676,-0.17713731740099503,-0.1854227443089156,-0.690767228940861,-0.7230771987978628
across,0.3,1.4,12,0.6,2.3916279745840807,-0.19364918054149344,-0.16968623765882207,-0.7521083963086803,-0.6590394223428405
across,0.3,1.4,12,0.6166666666666667,2.4580620849891943,-0.20870965833871089,-0.1542097622041313,-0.8042754100323658,-0.5942567330853472
across,0.3,1.4,12,0.6333333333333333,2.5244961953943075,-0.2223420202427349,-0.1389730098645442,-0.8479824530094299,-0.5300243007524376
across,0.3,1.4,12,0.65,2.590930305799421,-0.23456758207871822,-0.12395545011214744,-0.8841420763237943,-0.46721813842556453
across,0.3,1.4,12,0.6666666666666666,2.6573644162045342,-0.24540600822453018,-0.1091431976554187,-0.913709457097382,-0.4063680942333041
across,0.3,1.4,12,0.6833333333333333,2.723798526609648,-0.25487621711341407,-0.094534968449555,-0.9375852735356524,-0.3477554526518256
across,0.3,1.4,12,0.7,2.790232637014761,-0.26299776650081685,-0.08014632663100535,-0.956568931607018,-0.2915062247778053
across,0.3,1.4,12,0.7166666666666667,2.856666747419874,-0.26979253219328225,-0.06601168330834428,-0.9713471644475818,-0.2376650713075911
across,0.3,1.4,12,0.7333333333333333,2.9231008578249873,-0.2752864581033436,-0.05218382118888683,-0.982503298833823,-0.1862451818991707
across,0.3,1.4,12,0.75,2.989534968230101,-0.27951114961590373,-0.038731042821378084,-0.9905356590951476,-0.13725563034331725
across,0.3,1.4,12,0.7666666666666666,3.055969078635214,-0.28250510535227735,-0.025732333108282608,-0.9958772828060181,-0.09071073580840418
across,0.3,1.4,12,0.7833333333333333,3.1224031890403277,-0.28431442994552125,-0.01327115419758854,-0.998912371413034,-0.04662696899851825
across,0.3,1.4,12,0.8,3.1888372994454413,-0.28499293511545815,-0.001428629219186803,-0.999987435862289,-0.005012795384256761
across,0.3,1.4,12,0.8166666666666667,3.2552714098505544,-0.28460160925763217,0.009723090302567574,-0.9994169256031248,0.0341439426252754
across,0.3,1.4,12,0.8333333333333334,3.321705520255668,-0.283207507641174,0.02012653796482702,-0.9974843084084692,0.07088761865712473
across,0.3,1.4,12,0.85,3.388139630660781,-0.2808821776149973,0.02974313484249336,-0.9944401711923025,0.10530311447922061
across,0.3,1.4,12,0.8666666666666667,3.4545737410658948,-0.2776997791633039,0.03855549272937839,-0.990499037792925,0.13751965725411655
across,0.3,1.4,12,0.8833333333333333,3.521007851471008,-0.2737350863759898,0.04656766662754626,-0.9858363808823648,0.1677099583470255
across,0.3,1.4,12,0.9,3.587441961876121,-0.26906155832643064,0.053803443021204246,-0.9805868908736225,0.19608505666368958
across,0.3,1.4,12,0.9166666666666666,3.6538760722812342,-0.2637496496485162,0.06030296226793115,-0.9748445923819129,0.22288566733583878
across,0.3,1.4,12,0.9333333333333333,3.720310182686348,-0.25786549534669,0.06611813595797972,-0.9686649702918979,0.2483710436612868
across,0.3,1.4,12,0.95,3.786744293091461,-0.25147005641530584,0.071307418082886,-0.9620689391448232,0.2728064448152841
across,0.3,1.4,12,0.9666666666666667,3.8531784034965746,-0.24461875905575656,0.0759305159314956,-0.9550482764106797,0.29645031577819214
across,0.3,1.4,12,0.9833333333333333,3.9196125139016877,-0.2373616072065287,0.08004358531246418,-0.9475720284985806,0.31954225199038283
across,0.3,1.4,12,1.0,3.9860466243068013,-0.2297437016754616,0.08369535537283065,-0.9395933604166059,0.34229273591624776
across,0.3,1.4,12,1.0166666666666666,4.0524807347119145,-0.22180606405741138,0.08692448729832919,-0.9310563273585789,0.3648754791508397
across,0.3,1.4,12,1.0333333333333332,4.118914845117027,-0.2135866428008873,0.08975830841397409,-0.9219020791848264,0.387422968336538
across,0.3,1.4,12,1.05,4.185348955522142,-0.20512137331338895,0.09221289937334731,-0.9120740595327121,0.41002549911867503
across,0.3,1.4,12,1.0666666666666667,4.251783065927254,-0.19644517305827344,0.09429436626381488,-0.901521834327914,0.4327336157846224
across,0.3,1.4,12,1.0833333333333333,4.318217176332368,-0.1875927737806285,0.0960010167967065,-0.8902032891142435,0.4555635016659944
across,0.3,1.4,12,1.1,4.384651286737482,-0.1785993227092894,0.09732609026335755,-0.878085076546872,0.47850454370431417
across,0.3,1.4,12,1.1166666666666667,4.451085397142595,-0.16950071856887183,0.09826066861378166,-0.865141369018675,0.5015280765944143
across,0.3,1.4,12,1.1333333333333333,4.517519507547708,-0.1603336821579916,0.09879641894412629,-0.8513511572131967,0.5245962324605001
across,0.3,1.4,12,1.15,4.5839536179528215,-0.15113559119135597,0.0989278788119636,-0.8366945037280638,0.5476698891040563
