scaled_time,time,g0,g1,sites,ordinary_magnetization,postselected_magnetization,ground_sector_probability
0.0,0.0,0.5,1.5,12,0.9646786388220518,0.9646786388220535,1.0000000000000009
0.0125,0.04967294132898051,0.5,1.5,12,0.9628954686407519,0.9646786378962813,0.9926334351676922
0.025,0.09934588265796102,0.5,1.5,12,0.957570053947708,0.9646786352012433,0.9709552087856507
0.037500000000000006,0.14901882398694152,0.5,1.5,12,0.9487739065728744,0.9646786309810638,0.9361846104611881
0.05,0.19869176531592203,0.5,1.5,12,0.9366236647186389,0.9646786256331443,0.8902106847434925
0.0625,0.2483647066449025,0.5,1.5,12,0.9212773998835215,0.9646786196923401,0.835401460536048
0.07500000000000001,0.29803764797388305,0.5,1.5,12,0.9029296969404054,0.9646786138052152,0.7743793744392954
0.08750000000000001,0.3477105893028635,0.5,1.5,12,0.8818057396453327,0.9646786086897924,0.7097945443051025
0.1,0.39738353063184406,0.5,1.5,12,0.8581546757706028,0.9646786050730584,0.6441243563229355
0.1125,0.44705647196082454,0.5,1.5,12,0.8322425620055695,0.9646786035928783,0.579520020240345
0.125,0.496729413289805,0.5,1.5,12,0.8043451975981469,0.9646786046395095,0.5177105464137649
0.1375,0.5464023546187856,0.5,1.5,12,0.7747411474071765,0.9646786080805648,0.45996442392570364
0.15000000000000002,0.5960752959477661,0.5,1.5,12,0.7437052306901998,0.9646786126944908,0.40710110544771977
0.1625,0.6457482372767466,0.5,1.5,12,0.7115027136516949,0.9646786146351624,0.3595393615672787
0.17500000000000002,0.695421178605727,0.5,1.5,12,0.6783843944293757,0.9646786022522102,0.3173678513656158
0.1875,0.7450941199347075,0.5,1.5,12,0.6445827122871352,0.9646785375726467,0.28042431138458157
0.2,0.7947670612636881,0.5,1.5,12,0.6103089521271782,0.9646782932585,0.24837261590438883
0.21250000000000002,0.8444400025926686,0.5,1.5,12,0.5757515548870714,0.9646774565285453,0.22077055912058663
0.225,0.8941129439216491,0.5,1.5,12,0.5410754875898997,0.9646747780806249,0.19712469333946528
0.23750000000000002,0.9437858852506296,0.5,1.5,12,0.5064225769576155,0.9646667728997433,0.17693138141805506
0.25,0.99345882657961,0.5,1.5,12,0.47191267012339133,0.9646445005868304,0.15970516236062002
0.2625,1.0431317679085905,0.5,1.5,12,0.4376454568628079,0.9645868231641235,0.1449966088806628
0.275,1.0928047092375712,0.5,1.5,12,0.4037027708302312,0.9644475038882389,0.13240223956239008
0.28750000000000003,1.1424776505665517,0.5,1.5,12,0.3701511826114876,0.964132567874749,0.12156894810556984
0.30000000000000004,1.1921505918955322,0.5,1.5,12,0.337044704259448,0.9634637754491663,0.11219502393994946
0.3125,1.2418235332245127,0.5,1.5,12,0.30442744194359844,0.9621244159614368,0.10402931348814166
0.325,1.2914964745534931,0.5,1.5,12,0.27233605844521835,0.9595856025644207,0.09686951478256672
0.3375,1.3411694158824736,0.5,1.5,12,0.24080193811509634,0.9550156379137422,0.09056008220529856
0.35000000000000003,1.390842357211454,0.5,1.5,12,0.20985298103958333,0.9471827007063717,0.0849897965361357
0.36250000000000004,1.4405152985404348,0.5,1.5,12,0.17951498798441753,0.9343727497277593,0.08008877096378779
0.375,1.490188239869415,0.5,1.5,12,0.14981263082778526,0.9143596766851086,0.07582454548643427
0.3875,1.5398611811983955,0.5,1.5,12,0.1207700325909705,0.8844796360975925,0.07219697670940753
0.4,1.5895341225273762,0.5,1.5,12,0.09241100520196364,0.841866369286467,0.0692318320133639
0.41250000000000003,1.6392070638563567,0.5,1.5,12,0.06475901066823384,0.7838827282381866,0.06697328734268697
0.42500000000000004,1.6888800051853372,0.5,1.5,12,0.03783692182636831,0.7087196121529683,0.06547582362729192
0.4375,1.7385529465143175,0.5,1.5,12,0.011666662257993586,0.6160315111298688,0.06479623168434709
0.45,1.7882258878432982,0.5,1.5,12,-0.0137311981998166,0.5073842023121591,0.06498650335099415
0.4625,1.8378988291722786,0.5,1.5,12,-0.03833782475006452,0.38628521058752324,0.06608828133669092
0.47500000000000003,1.8875717705012591,0.5,1.5,12,-0.062136421385370705,0.2577031738141674,0.06812928326357234
0.48750000000000004,1.9372447118302398,0.5,1.5,12,-0.08511241894201989,0.12720662271434663,0.07112176971693723
0.5,1.98691765315922,0.5,1.5,12,-0.10725352690802843,2.2822569980474043e-05,0.07506277929951902
0.5125000000000001,2.036590594488201,0.5,1.5,12,-0.1285496458996677,-0.11968041613285535,0.07993559370913852
0.525,2.086263535817181,0.5,1.5,12,-0.14899265365842862,-0.2291337371888466,0.08571178712927052
0.5375,2.1359364771461613,0.5,1.5,12,-0.16857609066790508,-0.3269471294383489,0.09235327802221838
0.55,2.1856094184751425,0.5,1.5,12,-0.18729478118490087,-0.4128597620476099,0.09981400626404847
0.5625,2.2352823598041227,0.5,1.5,12,-0.20514443110150044,-0.48739988270112744,0.10804112511641312
0.5750000000000001,2.2849553011331034,0.5,1.5,12,-0.22212124544282305,-0.5515557605080154,0.1169758209139468
0.5875,2.3346282424620837,0.5,1.5,12,-0.23822160564151026,-0.606508748150641,0.12655396037452196
0.6000000000000001,2.3843011837910644,0.5,1.5,12,-0.2534418405044966,-0.6534435421015875,0.1367066760850584
0.6125,2.4339741251200446,0.5,1.5,12,-0.26777811573961363,-0.6934321554122823,0.14736077616317333
0.625,2.4836470664490253,0.5,1.5,12,-0.2812264559546497,-0.7273811353141671,0.15843862374554446
0.6375000000000001,2.533320007778006,0.5,1.5,12,-0.29378290118996664,-0.7560294337383378,0.16985703196517726
0.65,2.5829929491069863,0.5,1.5,12,-0.3054437883200126,-0.7799830118190962,0.18152488414544593
0.6625000000000001,2.632665890435967,0.5,1.5,12,-0.3162061370135274,-0.7997706365274461,0.1933396394270297
0.675,2.6823388317649473,0.5,1.5,12,-0.32606811119510826,-0.8159042659615974,0.20518350783963063
0.6875,2.7320117730939275,0.5,1.5,12,-0.3350295207289685,-0.8289283843636939,0.21692065113825837
0.7000000000000001,2.781684714422908,0.5,1.5,12,-0.3430923247477986,-0.839446501006624,0.22839702973462192
0.7125,2.831357655751889,0.5,1.5,12,-0.35026109782832027,-0.8481193197056331,0.2394442885593313
0.7250000000000001,2.8810305970808696,0.5,1.5,12,-0.3565434229787068,-0.8556361454240523,0.24988833210153447
0.7375,2.93070353840985,0.5,1.5,12,-0.3619501808356046,-0.8626668503334696,0.25956214388018617
0.75,2.98037647973883,0.5,1.5,12,-0.3664957120651546,-0.869804744117415,0.2683212600714722
0.7625000000000001,3.030049421067811,0.5,1.5,12,-0.3701978390772638,-0.8775107905537851,0.2760594493378968
0.775,3.079722362396791,0.5,1.5,12,-0.37307774306398045,-0.8860676801671928,0.28272183973723347
0.7875000000000001,3.129395303725772,0.5,1.5,12,-0.3751597023030806,-0.8955496165631956,0.28831306369119886
0.8,3.1790682450547525,0.5,1.5,12,-0.37647070690012685,-0.9058113169111511,0.29289887113488966
