quench,g0,g1,sites,correlation_distance,scaled_time,time,phase_shift_scaled,sigma_z_correlation,spin_z_correlation,absolute_spin_z_correlation,cluster_magnetization
g0_0.1_g1_2.5,0.1,2.5,256,48,0.6666666666666667,0.9276083103061019,-0.016666666666666663,0.17392421008266506,0.043481052520666266,0.043481052520666266,0.2085211080938001
g0_0.1_g1_2.5,0.1,2.5,256,48,0.6833333333333333,0.951393138775489,-0.016666666666666663,0.20194373861760123,0.05048593465440031,0.05048593465440031,0.2246907533798405
g0_0.1_g1_2.5,0.1,2.5,256,48,0.7,0.9751779672448764,-0.016666666666666663,0.2301297850372902,0.05753244625932255,0.05753244625932255,0.23985922175168198
g0_0.1_g1_2.5,0.1,2.5,256,48,0.7166666666666666,0.9989627957142635,-0.016666666666666663,0.25804418356162145,0.06451104589040536,0.06451104589040536,0.25399024762853667
g0_0.1_g1_2.5,0.1,2.5,256,48,0.7333333333333334,1.0227476241836508,-0.016666666666666663,0.2852672419844768,0.0713168104961192,0.0713168104961192,0.2670520745025569
g0_0.1_g1_2.5,0.1,2.5,256,48,0.75,1.046532452653038,-0.016666666666666663,0.3114034532944979,0.07785086332362448,0.07785086332362448,0.2790176756473046
g0_0.1_g1_2.5,0.1,2.5,256,48,0.7666666666666666,1.0703172811224253,-0.016666666666666663,0.3360867525761349,0.08402168814403373,0.08402168814403373,0.28986494811210567
g0_0.1_g1_2.5,0.1,2.5,256,48,0.7833333333333332,1.0941021095918124,-0.016666666666666663,0.35898520970989883,0.08974630242747471,0.08974630242747471,0.2995768723173982
g0_0.1_g1_2.5,0.1,2.5,256,48,0.8,1.1178869380611998,-0.016666666666666663,0.37980505758468164,0.09495126439617041,0.09495126439617041,0.3081416304172002
g0_0.1_g1_2.5,0.1,2.5,256,48,0.8166666666666667,1.1416717665305869,-0.016666666666666663,0.39829396963797675,0.09957349240949419,0.09957349240949419,0.315552677709276
g0_0.1_g1_2.5,0.1,2.5,256,48,0.8333333333333333,1.1654565949999742,-0.016666666666666663,0.4142435190074979,0.10356087975187447,0.10356087975187447,0.32180876270212794
g0_0.1_g1_2.5,0.1,2.5,256,48,0.8500000000000001,1.1892414234693613,-0.016666666666666663,0.42749077357549503,0.10687269339387376,0.10687269339387376,0.3269138929349344
g0_0.1_g1_2.5,0.1,2.5,256,48,0.8666666666666667,1.2130262519387487,-0.016666666666666663,0.43791900564596953,0.10947975141149238,0.10947975141149238,0.3308772452307538
g0_0.1_g1_2.5,0.1,2.5,256,48,0.8833333333333333,1.2368110804081358,-0.016666666666666663,0.44545752069162287,0.11136438017290572,0.11136438017290572,0.3337130206823008
g0_0.1_g1_2.5,0.1,2.5,256,48,0.8999999999999999,1.260595908877523,-0.016666666666666663,0.45008063524680814,0.11252015881170203,0.11252015881170203,0.335440246261092
g0_0.1_g1_2.5,0.1,2.5,256,48,0.9166666666666667,1.2843807373469103,-0.016666666666666663,0.4518058583282303,0.11295146458205757,0.11295146458205757,0.3360825264456002
g0_0.1_g1_2.5,0.1,2.5,256,48,0.9333333333333333,1.3081655658162974,-0.016666666666666663,0.45069135256111226,0.11267283814027806,0.11267283814027806,0.33566774962792906
g0_0.1_g1_2.5,0.1,2.5,256,48,0.95,1.3319503942856847,-0.016666666666666663,0.4468327694790402,0.11170819236976005,0.11170819236976005,0.33422775523549814
g0_0.1_g1_2.5,0.1,2.5,256,48,0.9666666666666666,1.3557352227550719,-0.016666666666666663,0.44035956748411803,0.11008989187102951,0.11008989187102951,0.3317979684552476
