scenario,g0,g1,branch,k,real_z,imag_z
same_phase,0.4,0.8,-3,0.14333516482003433,-6.637640284208165,-33.06892584380106
same_phase,0.4,0.8,-3,0.14529866022852794,-6.569082631599959,-32.9372792756384
same_phase,0.4,0.8,-3,0.14726215563702155,-6.501707675603161,-32.805445742898506
same_phase,0.4,0.8,-3,0.1492256510455152,-6.435489452097573,-32.6734573638302
same_phase,0.4,0.8,-3,0.1511891464540088,-6.370402819439604,-32.54134543501244
same_phase,0.4,0.8,-3,0.15315264186250244,-6.306423416843947,-32.40914043437486
same_phase,0.4,0.8,-3,0.15511613727099605,-6.2435276256717795,-32.276872025157175
same_phase,0.4,0.8,-3,0.15707963267948966,-6.181692533390157,-32.144569060751415
same_phase,0.4,0.8,-3,0.1590431280879833,-6.120895899987924,-32.012259590372345
same_phase,0.4,0.8,-3,0.1610066234964769,-6.061116126652483,-31.87997086550246
same_phase,0.4,0.8,-3,0.16297011890497054,-6.002332226528682,-31.747729347059437
same_phase,0.4,0.8,-3,0.16493361431346415,-5.944523797396553,-31.615560713235077
same_phase,0.4,0.8,-3,0.1668971097219578,-5.887670996118565,-31.483489867956187
same_phase,0.4,0.8,-3,0.1688606051304514,-5.831754514719715,-31.35154094991979
same_phase,0.4,0.8,-3,0.170824100538945,-5.776755557975348,-31.21973734215585
same_phase,0.4,0.8,-3,0.17278759594743864,-5.722655822391965,-31.088101682073045
same_phase,0.4,0.8,-3,0.17475109135593225,-5.6694374764758875,-30.956655871944086
same_phase,0.4,0.8,-3,0.1767145867644259,-5.617083142193168,-30.82542108978934
same_phase,0.4,0.8,-3,0.1786780821729195,-5.565575877532261,-30.694417800618407
same_phase,0.4,0.8,-3,0.1806415775814131,-5.514899160087925,-30.563665767991772
same_phase,0.4,0.8,-3,0.18260507298990675,-5.465036871591588,-30.43318406586559
same_phase,0.4,0.8,-3,0.18456856839840036,-5.415973283319332,-30.302991090684763
same_phase,0.4,0.8,-3,0.186532063806894,-5.367693042314178,-30.17310457369085
same_phase,0.4,0.8,-3,0.1884955592153876,-5.320181158364401,-30.043541593413213
same_phase,0.4,0.8,-3,0.1904590546238812,-5.273422991684133,-29.914318588312852
same_phase,0.4,0.8,-3,0.19242255003237485,-5.227404241246827,-29.785451369550756
same_phase,0.4,0.8,-3,0.19438604544086846,-5.182110933726031,-29.65695513385345
same_phase,0.4,0.8,-3,0.1963495408493621,-5.137529413001287,-29.52884447644998
same_phase,0.4,0.8,-3,0.1983130362578557,-5.093646330190516,-29.401133404056637
same_phase,0.4,0.8,-3,0.20027653166634932,-5.050448634172976,-29.273835347886347
same_phase,0.4,0.8,-3,0.20224002707484295,-5.007923562569804,-29.1469631766615
same_phase,0.4,0.8,-3,0.20420352248333656,-4.9660586331515875,-29.020529209610384
same_phase,0.4,0.8,-3,0.2061670178918302,-4.924841635644736,-28.89454522942831
same_phase,0.4,0.8,-3,0.2081305133003238,-4.884260623910631,-28.769022495186242
same_phase,0.4,0.8,-3,0.21009400870881742,-4.844303908473407,-28.643971755170558
same_phase,0.4,0.8,-3,0.21205750411731106,-4.804960049374082,-28.51940325963894
same_phase,0.4,0.8,-3,0.21402099952580467,-4.766217849330402,-28.3953267734786
same_phase,0.4,0.8,-3,0.2159844949342983,-4.728066347183283,-28.271751588753798
same_phase,0.4,0.8,-3,0.21794799034279191,-4.69049481161221,-28.148686537131027
same_phase,0.4,0.8,-3,0.21991148575128555,-4.653492735103154,-28.02614000217094
same_phase,0.4,0.8,-3,0.22187498115977916,-4.617049828153865,-27.904119931477258
same_phase,0.4,0.8,-3,0.22383847656827277,-4.581156013702456,-27.782633848693514
same_phase,0.4,0.8,-3,0.2258019719767664,-4.545801421766238,-27.661688865339766
same_phase,0.4,0.8,-3,0.22776546738526002,-4.510976384278641,-27.541291692481714
same_phase,0.4,0.8,-3,0.22972896279375365,-4.476671430113073,-27.421448652225966
same_phase,0.4,0.8,-3,0.23169245820224726,-4.442877280283191,-27.302165689035423
same_phase,0.4,0.8,-3,0.23365595361074087,-4.409584843309954,-27.18344838085992
same_phase,0.4,0.8,-3,0.2356194490192345,-4.376785210746394,-27.065301950077515
same_phase,0.4,0.8,-3,0.23758294442772812,-4.34446965285176,-26.947731274242656
same_phase,0.4,0.8,-3,0.23954643983622176,-4.312629614407219,-26.830740896638122
same_phase,0.4,0.8,-3,0.24150993524471537,-4.281256710665867,-26.714335036627872
same_phase,0.4,0.8,-3,0.24347343065320898,-4.250342723430288,-26.59851759980876
same_phase,0.4,0.8,-3,0.24543692606170261,-4.219879597251349,-26.483292187959385
same_phase,0.4,0.8,-3,0.24740042147019622,-4.189859435742395,-26.368662108784946
same_phase,0.4,0.8,-3,0.24936391687868986,-4.160274498003291,-26.254630385457137
same_phase,0.4,0.8,-3,0.25132741228718347,-4.13111719514931,-26.14119976594882
same_phase,0.4,0.8,-3,0.2532909076956771,-4.102380086939961,-26.02837273216333
same_phase,0.4,0.8,-3,0.2552544031041707,-4.074055878503383,-25.916151508858853
same_phase,0.4,0.8,-3,0.25721789851266436,-4.046137417152075,-25.804538072368306
same_phase,0.4,0.8,-3,0.25918139392115797,-4.018617689286093,-25.69353415911579
same_phase,0.4,0.8,-3,0.2611448893296516,-3.991489817379969,-25.583141273930664
same_phase,0.4,0.8,-3,0.2631083847381452,-3.9647470570500367,-25.47336069816079
same_phase,0.4,0.8,-3,0.2650718801466388,-3.9383827941988083,-25.36419349758651
same_phase,0.4,0.8,-3,0.26703537555513246,-3.9123905422334673,-25.255640530137224
same_phase,0.4,0.8,-3,0.26899887096362607,-3.8867639393555833,-25.14770245341265
same_phase,0.4,0.8,-3,0.2709623663721197,-3.8614967459193736,-25.040379732010948
same_phase,0.4,0.8,-3,0.2729258617806133,-3.836582841856013,-24.933672644666135
same_phase,0.4,0.8,-3,0.2748893571891069,-3.8120162241615856,-24.827581291197216
same_phase,0.4,0.8,-3,0.27685285259760056,-3.787791004446438,-24.72210559927175
same_phase,0.4,0.8,-3,0.2788163480060942,-3.7639014065438183,-24.617245330986528
same_phase,0.4,0.8,-3,0.2807798434145878,-3.7403417641758363,-24.5130000892683
same_phase,0.4,0.8,-3,0.2827433388230814,-3.7171065186747407,-24.409369324097366
same_phase,0.4,0.8,-3,0.284706834231575,-3.6941902167578613,-24.306352338557087
same_phase,0.4,0.8,-3,0.28667032964006867,-3.671587508354382,-24.203948294712415
same_phase,0.4,0.8,-3,0.2886338250485623,-3.6492931444824235,-24.102156219320502
same_phase,0.4,0.8,-3,0.2905973204570559,-3.62730197517482,-24.00097500937655
same_phase,0.4,0.8,-3,0.2925608158655495,-3.60560894745221,-23.900403437498152
same_phase,0.4,0.8,-3,0.2945243112740431,-3.584209103341963,-23.800440157151264
same_phase,0.4,0.8,-3,0.29648780668253677,-3.5630975779416896,-23.701083707721114
same_phase,0.4,0.8,-3,0.2984513020910304,-3.542269597526028,-23.602332519431297
same_phase,0.4,0.8,-3,0.300414797499524,-3.521720477695484,-23.504184918114206
same_phase,0.4,0.8,-3,0.3023782929080176,-3.5014456215662184,-23.406639129836208
same_phase,0.4,0.8,-3,0.3043417883165112,-3.48144051799963,-23.3096932853807
same_phase,0.4,0.8,-3,0.3063052837250049,-3.461700739870679,-23.213345424592323
same_phase,0.4,0.8,-3,0.3082687791334985,-3.4422219423739606,-23.117593500585556
same_phase,0.4,0.8,-3,0.3102322745419921,-3.422999861366503,-23.02243538382086
same_phase,0.4,0.8,-3,0.3121957699504857,-3.4040303117464017,-22.927868866051554
same_phase,0.4,0.8,-3,0.3141592653589793,-3.3853091858663578,-22.833891664144627
same_phase,0.4,0.8,-3,0.316122760767473,-3.366832451981236,-22.74050142377845
same_phase,0.4,0.8,-3,0.3180862561759666,-3.348596152728857,-22.647695723020707
same_phase,0.4,0.8,-3,0.3200497515844602,-3.3305964036431415,-22.555472075789275
same_phase,0.4,0.8,-3,0.3220132469929538,-3.312829391698889,-22.463827935199365
same_phase,0.4,0.8,-3,0.32397674240144747,-3.2952913738874097,-22.372760696799652
same_phase,0.4,0.8,-3,0.3259402378099411,-3.2779786758222613,-22.282267701700444
same_phase,0.4,0.8,-3,0.3279037332184347,-3.2608876903744455,-22.192346239596706
same_phase,0.4,0.8,-3,0.3298672286269283,-3.2440148763362906,-22.102993551688765
same_phase,0.4,0.8,-3,0.3318307240354219,-3.227356757113451,-22.014206833503483
same_phase,0.4,0.8,-3,0.3337942194439156,-3.2109099194443056,-21.92598323761866
same_phase,0.4,0.8,-3,0.3357577148524092,-3.194671012146192,-21.83831987629327
same_phase,0.4,0.8,-3,0.3377212102609028,-3.178636744887821,-21.751213824006218
same_phase,0.4,0.8,-3,0.3396847056693964,-3.162803886987311,-21.66466211990616
same_phase,0.4,0.8,-3,0.34164820107789,-3.1471692662352893,-21.57866177017499
same_phase,0.4,0.8,-3,0.3436116964863837,-3.1317297677424367,-21.49320975030728
same_phase,0.4,0.8,-3,0.3455751918948773,-3.116482332811033,-21.40830300730841
same_phase,0.4,0.8,-3,0.3475386873033709,-3.101423957829882,-21.323938461813377
same_phase,0.4,0.8,-3,0.3495021827118645,-3.0865516931921637,-21.240113010128916
same_phase,0.4,0.8,-3,0.3514656781203581,-3.0718626422357,-21.156823526201045
same_phase,0.4,0.8,-3,0.3534291735288518,-3.057353960205144,-21.07406686351029
same_phase,0.4,0.8,-3,0.3553926689373454,-3.0430228532356076,-20.991839856896735
same_phase,0.4,0.8,-3,0.357356164345839,-3.028866577357283,-20.910139324317015
same_phase,0.4,0.8,-3,0.3593196597543326,-3.0148824375206207,-20.828962068535375
same_phase,0.4,0.8,-3,0.3612831551628262,-3.001067786641555,-20.748304878750673
same_phase,0.4,0.8,-3,0.3632466505713199,-2.9874200246664544,-20.668164532161438
same_phase,0.4,0.8,-3,0.3652101459798135,-2.9739365976562664,-20.588537795470806
same_phase,0.4,0.8,-3,0.3671736413883071,-2.96061499688954,-20.509421426333223
same_phase,0.4,0.8,-3,0.3691371367968007,-2.9474527579838536,-20.430812174744727
same_phase,0.4,0.8,-3,0.3711006322052943,-2.9344474600353085,-20.352706784378615
same_phase,0.4,0.8,-3,0.373064127613788,-2.921596724775664,-20.275101993868166
same_phase,0.4,0.8,-3,0.3750276230222816,-2.9088982157467904,-20.197994538038138
same_phase,0.4,0.8,-3,0.3769911184307752,-2.896349637492019,-20.12138114908667
same_phase,0.4,0.8,-3,0.3789546138392688,-2.8839487347640644,-20.045258557719116
same_phase,0.4,0.8,-3,0.3809181092477624,-2.8716932917491715,-19.96962349423553
same_phase,0.4,0.8,-3,0.3828816046562561,-2.8595811313071344,-19.894472689573046
same_phase,0.4,0.8,-3,0.3848451000647497,-2.84761011422685,-19.81980287630489
same_phase,0.4,0.8,-3,0.3868085954732433,-2.8357781384970915,-19.745610789597226
same_phase,0.4,0.8,-3,0.3887720908817369,-2.8240831385921785,-19.671893168125347
same_phase,0.4,0.8,-3,0.39073558629023053,-2.812523084772211,-19.598646754950536
same_phase,0.4,0.8,-3,0.3926990816987242,-2.8010959823976114,-19.525868298358837
same_phase,0.4,0.8,-3,0.3946625771072178,-2.7897998712576,-19.453554552663093
same_phase,0.4,0.8,-3,0.3966260725157114,-2.778632824912393,-19.381702278969406
same_phase,0.4,0.8,-3,0.398589567924205,-2.767592950048756,-19.310308245909294
same_phase,0.4,0.8,-3,0.40055306333269863,-2.756678385848713,-19.2393692303386
same_phase,0.4,0.8,-3,0.4025165587411923,-2.745887303371056,-19.16888201800438
same_phase,0.4,0.8,-3,0.4044800541496859,-2.735217904945452,-19.098843404180826
same_phase,0.4,0.8,-3,0.4064435495581795,-2.7246684235788368,-19.029250194275242
same_phase,0.4,0.8,-3,0.4084070449666731,-2.714237122373879,-18.960099204405182
same_phase,0.4,0.8,-3,0.41037054037516674,-2.703922293959213,-18.89138726194768
same_phase,0.4,0.8,-3,0.4123340357836604,-2.6937222599312465,-18.823111206061576
same_phase,0.4,0.8,-3,0.414297531192154,-2.6836353703072584,-18.755267888183873
same_phase,0.4,0.8,-3,0.4162610266006476,-2.673660002989577,-18.68785417250098
same_phase,0.4,0.8,-3,0.41822452200914123,-2.6637945632405837,-18.620866936395867
same_phase,0.4,0.8,-3,0.42018801741763484,-2.6540374831683478,-18.554303070871782
same_phase,0.4,0.8,-3,0.4221515128261285,-2.6443872212226314,-18.488159480953538
same_phase,0.4,0.8,-3,0.4241150082346221,-2.634842261701071,-18.42243308606706
same_phase,0.4,0.8,-3,0.4260785036431157,-2.625401114265331,-18.35712082039805
same_phase,0.4,0.8,-3,0.42804199905160933,-2.6160623134669834,-18.29221963323042
same_phase,0.4,0.8,-3,0.43000549446010294,-2.606824418282954,-18.227726489265365
same_phase,0.4,0.8,-3,0.4319689898685966,-2.5976860116603073,-18.163638368921617
same_phase,0.4,0.8,-3,0.4339324852770902,-2.58864570007018,-18.099952268617734
same_phase,0.4,0.8,-3,0.43589598068558383,-2.579702113070672,-18.0366652010369
same_phase,0.4,0.8,-3,0.43785947609407744,-2.570853902878517,-17.9737741953751
same_phase,0.4,0.8,-3,0.4398229715025711,-2.56209974394933,-17.911276297573032
same_phase,0.4,0.8,-3,0.4417864669110647,-2.5534383325662766,-17.84916857053263
same_phase,0.4,0.8,-3,0.4437499623195583,-2.5448683864369563,-17.787448094318517
same_phase,0.4,0.8,-3,0.44571345772805193,-2.5363886442983676,-17.726111966345158
same_phase,0.4,0.8,-3,0.44767695313654554,-2.5279978655297404,-17.66515730155014
same_phase,0.4,0.8,-3,0.4496404485450392,-2.5196948297731168,-17.60458123255414
same_phase,0.4,0.8,-3,0.4516039439535328,-2.51147833656149,-17.544380909808094
same_phase,0.4,0.8,-3,0.4535674393620264,-2.503347204954332,-17.484553501728058
same_phase,0.4,0.8,-3,0.45553093477052004,-2.4953002731804044,-17.425096194818206
same_phase,0.4,0.8,-3,0.45749443017901364,-2.4873363982876486,-17.36600619378249
same_phase,0.4,0.8,-3,0.4594579255875073,-2.479454455800029,-17.30728072162534
same_phase,0.4,0.8,-3,0.4614214209960009,-2.471653339381193,-17.248917019741885
same_phase,0.4,0.8,-3,0.46338491640449453,-2.46393196050479,-17.19091234799806
same_phase,0.4,0.8,-3,0.46534841181298814,-2.456289248131312,-17.133263984801065
same_phase,0.4,0.8,-3,0.46731190722148175,-2.4487241483913333,-17.075969227160503
same_phase,0.4,0.8,-3,0.4692754026299754,-2.441235624275,-17.019025390740595
same_phase,0.4,0.8,-3,0.471238898038469,-2.433822655327646,-16.96242980990388
same_phase,0.4,0.8,-3,0.47320239344696263,-2.4264842373514073,-16.906179837746663
same_phase,0.4,0.8,-3,0.47516588885545624,-2.419219382112716,-16.850272846126614
same_phase,0.4,0.8,-3,0.47712938426394985,-2.4120271170555334,-16.794706225682823
same_phase,0.4,0.8,-3,0.4790928796724435,-2.4049064850202226,-16.739477385848645
same_phase,0.4,0.8,-3,0.4810563750809371,-2.397856543967941,-16.684583754857613
same_phase,0.4,0.8,-3,0.48301987048943074,-2.390876366710413,-16.630022779742717
same_phase,0.4,0.8,-3,0.48498336589792435,-2.3839650406450166,-16.57579192632937
same_phase,0.4,0.8,-3,0.48694686130641796,-2.377121667495016,-16.521888679222275
same_phase,0.4,0.8,-3,0.4889103567149116,-2.370345363054898,-16.468310541786526
same_phase,0.4,0.8,-3,0.49087385212340523,-2.363635256940647,-16.41505503612314
same_phase,0.4,0.8,-3,0.49283734753189884,-2.3569904923448948,-16.3621197030393
same_phase,0.4,0.8,-3,0.49480084294039245,-2.3504102257968276,-16.309502102013536
same_phase,0.4,0.8,-3,0.49676433834888606,-2.343893626926761,-16.257199811156074
same_phase,0.4,0.8,-3,0.4987278337573797,-2.337439878235266,-16.205210427164594
same_phase,0.4,0.8,-3,0.5006913291658733,-2.331048174866794,-16.153531565275582
same_phase,0.4,0.8,-3,0.5026548245743669,-2.3247177243876465,-16.102160859211473
same_phase,0.4,0.8,-3,0.5046183199828606,-2.318447746568265,-16.051095961123863
same_phase,0.4,0.8,-3,0.5065818153913542,-2.3122374731697,-16.00033454153286
same_phase,0.4,0.8,-3,0.5085453107998478,-2.3060861477342094,-15.949874289262882
same_phase,0.4,0.8,-3,0.5105088062083414,-2.299993025379869,-15.899712911374964
same_phase,0.4,0.8,-3,0.5124723016168351,-2.293957372599143,-15.849848133095863
same_phase,0.4,0.8,-3,0.5144357970253287,-2.2879784670613166,-15.800277697744043
same_phase,0.4,0.8,-3,0.5163992924338223,-2.282055597418706,-15.750999366652708
same_phase,0.4,0.8,-3,0.5183627878423159,-2.2761880631165874,-15.702010919090078
same_phase,0.4,0.8,-3,0.5203262832508095,-2.2703751742067437,-15.653310152177031
same_phase,0.4,0.8,-3,0.5222897786593031,-2.264616251164586,-15.60489488080225
same_phase,0.4,0.8,-3,0.5242532740677968,-2.2589106247097464,-15.556762937535025
same_phase,0.4,0.8,-3,0.5262167694762904,-2.253257635630083,-15.508912172535817
same_phase,0.4,0.8,-3,0.528180264884784,-2.2476566346090316,-15.46134045346477
same_phase,0.4,0.8,-3,0.5301437602932776,-2.242106982056242,-15.414045665388205
same_phase,0.4,0.8,-3,0.5321072557017713,-2.2366080479414014,-15.367025710683306
same_phase,0.4,0.8,-3,0.5340707511102649,-2.231159211631217,-15.320278508941064
same_phase,0.4,0.8,-3,0.5360342465187585,-2.22575986172947,-15.27380199686756
same_phase,0.4,0.8,-3,0.5379977419272521,-2.22040939592009,-15.227594128183778
same_phase,0.4,0.8,-3,0.5399612373357457,-2.215107220813174,-15.181652873523964
same_phase,0.4,0.8,-3,0.5419247327442394,-2.209852751793917,-15.135976220332667
same_phase,0.4,0.8,-3,0.543888228152733,-2.2046454128743567,-15.090562172760581
same_phase,0.4,0.8,-3,0.5458517235612266,-2.1994846365479157,-15.04540875155921
same_phase,0.4,0.8,-3,0.5478152189697202,-2.194369863646656,-15.000513993974502
same_phase,0.4,0.8,-3,0.5497787143782138,-2.1893005432012016,-14.95587595363954
same_phase,0.4,0.8,-3,0.5517422097867075,-2.1842761323032764,-14.91149270046627
same_phase,0.4,0.8,-3,0.5537057051952011,-2.179296095970798,-14.86736232053655
same_phase,0.4,0.8,-3,0.5556692006036947,-2.174359907015487,-14.823482915992287
same_phase,0.4,0.8,-3,0.5576326960121883,-2.1694670459129273,-14.779852604925086
same_phase,0.4,0.8,-3,0.559596191420682,-2.164617000675041,-14.736469521265184
same_phase,0.4,0.8,-3,0.5615596868291756,-2.1598092667249205,-14.693331814669895
same_phase,0.4,0.8,-3,0.5635231822376692,-2.1550433467739727,-14.650437650411577
same_phase,0.4,0.8,-3,0.5654866776461628,-2.1503187507013375,-14.607785209265217
same_phase,0.4,0.8,-3,0.5674501730546564,-2.1456349954355085,-14.56537268739562
same_phase,0.4,0.8,-3,0.56941366846315,-2.140991604838161,-14.523198296244336
same_phase,0.4,0.8,-3,0.5713771638716437,-2.13638810959008,-14.481260262416331
same_phase,0.4,0.8,-3,0.5733406592801373,-2.1318240470792027,-14.439556827566491
same_phase,0.4,0.8,-3,0.5753041546886309,-2.1272989612907045,-14.398086248285926
same_phase,0.4,0.8,-3,0.5772676500971246,-2.1228124026990844,-14.356846795988254
same_phase,0.4,0.8,-3,0.5792311455056182,-2.118363928162231,-14.315836756795767
same_phase,0.4,0.8,-3,0.5811946409141118,-2.1139531008174055,-14.275054431425634
same_phase,0.4,0.8,-3,0.5831581363226054,-2.1095794899791342,-14.234498135076118
same_phase,0.4,0.8,-3,0.585121631731099,-2.1052426710389316,-14.194166197312853
same_phase,0.4,0.8,-3,0.5870851271395926,-2.1009422253668566,-14.154056961955257
same_phase,0.4,0.8,-3,0.5890486225480862,-2.096677740214849,-14.114168786963068
same_phase,0.4,0.8,-3,0.5910121179565799,-2.0924488086218016,-14.074500044323072
same_phase,0.4,0.8,-3,0.5929756133650735,-2.088255029320357,-14.03504911993603
same_phase,0.4,0.8,-3,0.5949391087735671,-2.0840960066453675,-13.99581441350385
same_phase,0.4,0.8,-3,0.5969026041820608,-2.0799713504440196,-13.956794338417046
same_phase,0.4,0.8,-3,0.5988660995905544,-2.075880675987552,-13.917987321642478
same_phase,0.4,0.8,-3,0.600829594999048,-2.0718236038845625,-13.879391803611426
same_phase,0.4,0.8,-3,0.6027930904075416,-2.0677997599958693,-13.841006238108022
same_phase,0.4,0.8,-3,0.6047565858160352,-2.063808775350886,-13.802829092158046
same_phase,0.4,0.8,-3,0.6067200812245288,-2.059850286065491,-13.764858845918136
same_phase,0.4,0.8,-3,0.6086835766330224,-2.0559239332613535,-13.727093992565418
same_phase,0.4,0.8,-3,0.6106470720415161,-2.052029362986693,-13.689533038187557
same_phase,0.4,0.8,-3,0.6126105674500097,-2.0481662261384512,-13.652174501673311
same_phase,0.4,0.8,-3,0.6145740628585034,-2.0443341783858346,-13.615016914603535
same_phase,0.4,0.8,-3,0.616537558266997,-2.0405328800952023,-13.578058821142683
same_phase,0.4,0.8,-3,0.6185010536754906,-2.036761996256295,-13.541298777930853
same_phase,0.4,0.8,-3,0.6204645490839842,-2.033021196409749,-13.504735353976342
same_phase,0.4,0.8,-3,0.6224280444924778,-2.0293101545758856,-13.468367130548739
same_phase,0.4,0.8,-3,0.6243915399009714,-2.0256285491847663,-13.432192701072623
same_phase,0.4,0.8,-3,0.626355035309465,-2.0219760630074455,-13.396210671021777
same_phase,0.4,0.8,-3,0.6283185307179586,-2.01835238308845,-13.360419657814036
same_phase,0.4,0.8,-3,0.6302820261264523,-2.0147572006794268,-13.324818290706705
