sites,correlation_distance,g0,g1,first_minimum_scaled_time,phase_shift_scaled,minimum_absolute_magnetization
128,24,0.1,1.9,0.4666666666666667,-0.033333333333333326,7.914326049046442e-05
192,36,0.1,1.9,0.4666666666666667,-0.033333333333333326,7.914326049046321e-05
256,48,0.1,1.9,0.4666666666666667,-0.033333333333333326,7.914326049046215e-05
