protocol,profile,g0,g1,duration,steps,momentum,excited_occupation,is_nearest_half_mode
linear_tau_2,linear,0.4,1.3,2.0,1200,1.3116149328737388,0.01658100991823167,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.3194689145077132,0.016034664974681555,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.3273228961416876,0.015506083830172723,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.3351768777756623,0.014994760934175068,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.3430308594096367,0.01450020233081249,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.3508848410436112,0.014021925472664034,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.3587388226775856,0.013559459035427133,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.36659280431156,0.01311234273349807,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.3744467859455347,0.012680127136537742,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.3823007675795091,0.012262373487070787,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.3901547492134836,0.011858653519180456,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.398008730847458,0.01146854927834454,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.4058627124814325,0.011091652942470682,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.4137166941154071,0.010727566644169377,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.4215706757493816,0.010375902294323997,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.429424657383356,0.010036281406987308,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.4372786390173304,0.009708334925663272,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.4451326206513049,0.009391703050996111,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.4529866022852795,0.00908603506992263,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.460840583919254,0.008790989186314635,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.4686945655532284,0.00850623235314582,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.4765485471872029,0.008231440106223842,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.4844025288211773,0.007966296399509581,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.492256510455152,0.0077104934420608945,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.5001104920891264,0.0074637315366243755,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.5079644737231008,0.007225718919903022,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.5158184553570753,0.006996171604525156,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.5236724369910497,0.006774813222734771,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.5315264186250244,0.006561374871832004,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.5393804002589988,0.006355594961371698,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.5472343818929732,0.006157219062153822,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.5550883635269477,0.005965999757008464,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.5629423451609221,0.005781696493402236,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.5707963267948968,0.0056040754378737555,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.5786503084288712,0.005432909332314323,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.5865042900628457,0.005267977352103399,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.59435827169682,0.005109064966113534,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.6022122533307945,0.0049559637985857425,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.6100662349647692,0.004808471492893929,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.6179202165987436,0.0046663915771949695,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.625774198232718,0.004529533331977191,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.6336281798666925,0.004397711659507271,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.641482161500667,0.004270746955181675,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.6493361431346416,0.004148464980781916,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.657190124768616,0.004030696739637391,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.6650441064025905,0.003917278353695893,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.672898088036565,0.0038080509424967173,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.6807520696705394,0.003702860504050527,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.688606051304514,0.0036015577976189965,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.6964600329384885,0.0035039982283913383,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.704314014572463,0.003410041734053936,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.7121679962064373,0.0033195526732464095,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.7200219778404118,0.003232399715899378,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.7278759594743864,0.003148455735444334,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.7357299411083609,0.0030675977028907665,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.7435839227423353,0.002989706582758481,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.7514379043763098,0.002914667230858976,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.7592918860102844,0.0028423682939127995,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.7671458676442588,0.0027727021109952292,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.7749998492782333,0.002705564616794663,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.7828538309122077,0.0026408552466767646,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.7907078125461822,0.0025784768435368442,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.7985617941801568,0.0025183355664310882,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.8064157758141313,0.0024603408009692693,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.8142697574481057,0.002404405071458957,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.8221237390820801,0.0023504439547808536,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.8299777207160546,0.002298375995986518,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.8378317023500292,0.002248122625595675,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.8456856839840037,0.002199608078583364,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.8535396656179781,0.0021527593150358136,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.8613936472519526,0.0021075059424591376,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.869247628885927,0.0020637801397264204,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.8771016105199017,0.002021516582639905,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.884955592153876,0.001980652371095203,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.8928095737878505,0.0019411269578274613,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.900663555421825,0.001902882078719017,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.9085175370557994,0.0018658616846530937,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.916371518689774,0.0018300118748919819,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.9242255003237485,0.0017952808319605872,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.932079481957723,0.0017616187580158976,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.9399334635916974,0.0017289778126845826,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.9477874452256718,0.0016973120523446454,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.9556414268596465,0.0016665773708350326,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.963495408493621,0.0016367314415710519,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.9713493901275954,0.0016077336610450957,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.9792033717615698,0.0015795450936928307,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.9870573533955442,0.001552128418104681,False
linear_tau_2,linear,0.4,1.3,2.0,1200,1.994911335029519,0.0015254478745608973,False
linear_tau_2,linear,0.4,1.3,2.0,1200,2.0027653166634933,0.0014994692138701692,False
linear_tau_2,linear,0.4,1.3,2.0,1200,2.0106192982974678,0.0014741596474913841,False
linear_tau_2,linear,0.4,1.3,2.0,1200,2.018473279931442,0.0014494877989168992,False
linear_tau_2,linear,0.4,1.3,2.0,1200,2.0263272615654166,0.0014254236562976706,False
linear_tau_2,linear,0.4,1.3,2.0,1200,2.034181243199391,0.0014019385262883295,False
linear_tau_2,linear,0.4,1.3,2.0,1200,2.0420352248333655,0.0013790049890927782,False
linear_tau_2,linear,0.4,1.3,2.0,1200,2.0498892064673404,0.0013565968546881881,False
linear_tau_2,linear,0.4,1.3,2.0,1200,2.057743188101315,0.0013346891202077953,False
linear_tau_2,linear,0.4,1.3,2.0,1200,2.0655971697352893,0.0013132579284613447,False
linear_tau_2,linear,0.4,1.3,2.0,1200,2.0734511513692637,0.0012922805275732703,False
linear_tau_2,linear,0.4,1.3,2.0,1200,2.081305133003238,0.001271735231716535,False
linear_tau_2,linear,0.4,1.3,2.0,1200,2.0891591146372126,0.0012516013829245102,False
linear_tau_2,linear,0.4,1.3,2.0,1200,2.097013096271187,0.0012318593139567543,False
linear_tau_2,linear,0.4,1.3,2.0,1200,2.1048670779051615,0.0012124903122029329,False
linear_tau_2,linear,0.4,1.3,2.0,1200,2.112721059539136,0.0011934765846007267,False
linear_tau_2,linear,0.4,1.3,2.0,1200,2.1205750411731104,0.0011748012235504464,False
linear_tau_2,linear,0.4,1.3,2.0,1200,2.1284290228070852,0.0011564481738052703,False
linear_tau_2,linear,0.4,1.3,2.0,1200,2.1362830044410597,0.0011384022003178235,False
linear_tau_2,linear,0.4,1.3,2.0,1200,2.144136986075034,0.0011206488570236436,False
linear_tau_2,linear,0.4,1.3,2.0,1200,2.1519909677090086,0.001103174456541663,False
linear_tau_2,linear,0.4,1.3,2.0,1200,2.159844949342983,0.0010859660407728877,False
linear_tau_2,linear,0.4,1.3,2.0,1200,2.1676989309769574,0.0010690113523782905,False
linear_tau_2,linear,0.4,1.3,2.0,1200,2.175552912610932,0.0010522988071165976,False
linear_tau_2,linear,0.4,1.3,2.0,1200,2.1834068942449063,0.0010358174670235753,False
linear_tau_2,linear,0.4,1.3,2.0,1200,2.1912608758788807,0.001019557014414689,False
linear_tau_2,linear,0.4,1.3,2.0,1200,2.199114857512855,0.0010035077266911285,False
linear_tau_2,linear,0.4,1.3,2.0,1200,2.20696883914683,0.0009876604519344924,False
linear_tau_2,linear,0.4,1.3,2.0,1200,2.2148228207808045,0.000972006585267412,False
linear_tau_2,linear,0.4,1.3,2.0,1200,2.222676802414779,0.0009565380459672896,False
linear_tau_2,linear,0.4,1.3,2.0,1200,2.2305307840487534,0.0009412472553121047,False
linear_tau_2,linear,0.4,1.3,2.0,1200,2.238384765682728,0.0009261271151427657,False
linear_tau_2,linear,0.4,1.3,2.0,1200,2.2462387473167023,0.0009111709871246576,False
linear_tau_2,linear,0.4,1.3,2.0,1200,2.2540927289506767,0.0008963726726909351,False
linear_tau_2,linear,0.4,1.3,2.0,1200,2.261946710584651,0.0008817263936519099,False
linear_tau_2,linear,0.4,1.3,2.0,1200,2.2698006922186256,0.0008672267734530289,False
linear_tau_2,linear,0.4,1.3,2.0,1200,2.2776546738526,0.0008528688190669379,False
linear_tau_2,linear,0.4,1.3,2.0,1200,2.285508655486575,0.0008386479035017109,False
linear_tau_2,linear,0.4,1.3,2.0,1200,2.2933626371205493,0.0008245597489109005,False
linear_tau_2,linear,0.4,1.3,2.0,1200,2.3012166187545238,0.0008106004102902068,False
linear_tau_2,linear,0.4,1.3,2.0,1200,2.309070600388498,0.0007967662597439361,False
linear_tau_2,linear,0.4,1.3,2.0,1200,2.3169245820224726,0.0007830539713086219,False
linear_tau_2,linear,0.4,1.3,2.0,1200,2.324778563656447,0.0007694605063165637,False
linear_tau_2,linear,0.4,1.3,2.0,1200,2.3326325452904215,0.0007559830992872221,False
linear_tau_2,linear,0.4,1.3,2.0,1200,2.340486526924396,0.0007426192443303418,False
linear_tau_2,linear,0.4,1.3,2.0,1200,2.3483405085583704,0.0007293666820483364,False
linear_tau_2,linear,0.4,1.3,2.0,1200,2.356194490192345,0.0007162233869224487,False
linear_tau_2,linear,0.4,1.3,2.0,1200,2.3640484718263197,0.0007031875551713915,False
