chi_over_J,alpha,energy_over_J,overlap,f1_alpha
2.03,80,-2.3466222237269223,-0.0011186258157305814,4.623850440268901e-06
2.03,81,-2.343922677770845,0.0012032335265942864,5.296917515881774e-06
2.03,82,-2.3435181118266635,0.00019333629867139616,1.3655506242381927e-07
2.03,83,-2.3433271532696374,0.003714784791144132,5.037852582734838e-05
2.03,84,-2.3422795279532775,-0.03461037591138452,0.004356452095781658
2.03,85,-2.3421287011986207,-0.0007172845982471949,1.8701014381032345e-06
2.03,86,-2.3416968568080363,-0.0005203255900835802,9.825425284998918e-07
2.03,87,-2.341537512153787,0.0022078351326005573,1.7680038035508045e-05
2.03,88,-2.1803186195522137,-5.039629423352405e-06,5.812834755884034e-11
2.03,89,-2.006960042063386,0.0016358814095056365,4.385006888639014e-06
2.03,90,-2.006795182394125,0.00019831159925762047,6.442368717675388e-08
2.03,91,-2.006317077414182,0.00042399997280788025,2.9426661585853253e-07
2.03,92,-2.0061579421016402,-0.005519390032864309,4.985151906335345e-05
2.03,93,-2.0052612274601787,-0.05707900462248179,0.005323683021626262
2.03,94,-2.0050288164307952,0.0006863796525960974,7.695260200901773e-07
2.03,95,-2.0046414481626225,0.0013900333209652417,3.154061997916794e-06
2.03,96,-2.0033916367179434,0.010176251463839502,0.00016869815639514483
2.03,97,-2.00071599460946,0.00270102589138439,1.1833229834273083e-05
2.03,98,-2.0003521207126074,0.00013175806572507005,2.8141288782763147e-08
2.03,99,-1.9995744328187273,-0.0005476734933483791,4.856080272412629e-07
2.03,100,-1.9992563081289196,-0.0010005374436363003,1.6198898498530607e-06
2.03,101,-1.999234037597713,0.006251924892610654,6.324564783899127e-05
2.03,102,-1.9917903378466055,0.00023049076401425737,8.493966605892234e-08
2.03,103,-1.9915329688505123,-0.009027792623275643,0.00013025307106905964
2.03,104,-1.9910894467217368,-0.00010969647553420602,1.9217745643768646e-08
2.03,105,-1.9904100010790102,-0.009625876932297448,0.00014781778920933838
2.03,106,-1.9897745788508472,-0.0023036346122304718,8.457329728192267e-06
2.03,107,-1.9891372170785238,0.0015746738000499247,3.9477201613600586e-06
2.03,108,-1.9887662054103006,0.00035886604023526846,2.0491484794663045e-07
2.03,109,-1.9886443565012273,0.005736282430954504,5.234624850655394e-05
2.03,110,-1.941453213958741,0.40112566974440833,0.2380934127292336
2.03,111,-1.9413497216177853,-0.007676734889844333,8.719127965292886e-05
2.03,112,-1.940907176669389,-0.011766435948528355,0.00020470364388347682
2.03,113,-1.9403759223612131,0.017614351424910513,0.00045838248931958465
2.03,114,-1.9396922905969676,0.000272222046047361,1.0937117590548261e-07
2.03,115,-1.937414282375843,0.01458032805953748,0.00031270382221780453
2.03,116,-1.9370089646807331,0.0015378356887230421,3.476639166336162e-06
2.03,117,-1.9369727138506427,-0.017742912526214558,0.0004627713104131717
2.03,118,-1.9342719650088918,-0.00032486337638408346,1.5452449576403365e-07
