chi_over_J,alpha,energy_over_J,overlap,f1_alpha
1.0,59,-1.9236467120071061,-1.5811422706636453e-05,1.1343333064781962e-09
1.0,60,-1.9175172302358565,1.2256270734113076e-06,6.631351593514347e-12
1.0,61,-1.911137197480965,3.7214211577141576e-05,5.946209863563551e-09
1.0,62,-1.9045661616751608,1.22236452586312e-05,6.2393705247293e-10
1.0,63,-1.8978424447991846,-8.141522661229262e-05,2.6923095041656567e-08
1.0,64,-1.8909923471939172,-3.5044421018953565e-05,4.85325356815177e-09
1.0,65,-1.8840352578896646,0.00021624687159576647,1.7985229393576525e-07
1.0,66,-1.8769870252863121,0.00010869159691735914,4.4237662057217e-08
1.0,67,-1.8698871261441126,-0.0025166325625388826,2.310173133353552e-05
1.0,68,-1.8626515188069575,0.00044332534479567026,6.984520124362068e-07
1.0,69,-1.8553986193741605,-0.0030468752489584655,3.216240941205346e-05
1.0,70,-1.8480974210669343,0.00022815159025335837,1.7588849122202568e-07
1.0,71,-1.840760666740111,-0.0002292061393695999,1.7322381705495234e-07
1.0,72,-1.8334011357525464,-6.0370747721000926e-05,1.1732627908420646e-08
1.0,73,-1.8260331140778676,5.1083478890339146e-05,8.20582842889383e-09
1.0,74,-1.8186733678389688,5.523153145030862e-05,9.375603402987894e-09
1.0,75,-1.811351640270728,-1.955597832296161e-05,1.149528121709316e-09
1.0,76,-1.804052811351288,-6.770794606141693e-05,1.3483880002809755e-08
1.0,77,-1.796850107892574,1.3195633173350719e-05,5.015238441711366e-10
1.0,78,-1.7897609567344894,0.00010626851167451407,3.1875863607884014e-08
1.0,79,-1.7828305708858745,-2.508602369721751e-05,1.7422193717547225e-09
1.0,80,-1.7761154966373356,-0.0003579147750785509,3.481760018193378e-07
1.0,81,-1.7696876620516182,-0.0012669198848221784,4.287617918820064e-06
1.0,82,-1.7636386830253052,-0.0006539686414214007,1.1242688669154776e-06
1.0,83,-1.7580841733352952,-0.0009252498938818546,2.2180884399788517e-06
1.0,84,-1.7531667291641888,-0.00015104025758098214,5.83643771090288e-08
1.0,85,-1.749054500119406,2.2624956423378967e-05,1.2959634685042204e-09
1.0,86,-1.745930663980204,2.7350775060907887e-05,1.8790370146007044e-09
1.0,87,-1.7439693849977402,-4.771937128906328e-06,5.691820586446229e-11
1.0,88,-1.686350381480535,-8.386139485342417e-05,1.5365678036789083e-08
1.0,89,-1.6197292319601029,0.00011751096570908863,2.6337031022008883e-08
1.0,90,-1.618329457825564,0.00011073648886973944,2.3325642612900062e-08
1.0,91,-1.6156268218897065,-0.00016625100408695524,5.230626683673467e-08
1.0,92,-1.6117733193389003,-8.2239273422503e-05,1.2706562250892446e-08
1.0,93,-1.606950141496312,0.0006238488045988288,7.246204273083279e-07
1.0,94,-1.6013348590706624,0.0005068267763230468,4.7331907720695365e-07
1.0,95,-1.5950843017114844,0.0008989337865701745,1.472031032255959e-06
1.0,96,-1.588328950487857,8.816950123223997e-05,1.3988997911855526e-08
1.0,97,-1.5811739215375693,0.0002811871610184622,1.404703877959346e-07
1.0,98,-1.5737027968235597,0.0001261462251094869,2.7900739527183674e-08
1.0,99,-1.5659818257673668,-0.00016787563005233846,4.87531495893859e-08
1.0,100,-1.5580638973804586,-0.00015239456845786903,3.963309605778144e-08
1.0,101,-1.549991847069272,0.0001588793376733688,4.249248540856431e-08
1.0,102,-1.541799919239099,0.0001766429262766473,5.181097946020828e-08
1.0,103,-1.5335185652176784,-0.0001678215299469529,4.613105712025893e-08
1.0,104,-1.5251724185061282,-0.00022218676720221395,7.97696399070906e-08
1.0,105,-1.5167840784975484,0.00017766870568700844,5.0324110303518636e-08
1.0,106,-1.5083752175288487,0.00044487458261834777,3.113479766774274e-07
1.0,107,-1.4999706190075748,0.00029234588672616695,1.3269676846990687e-07
1.0,108,-1.4916157632112519,0.0008845487084106207,1.199257536124075e-06
1.0,109,-1.4835908740234456,0.0010119900934567056,1.5506443506850798e-06
1.0,110,-1.4741870797821803,0.0005535656197207499,4.574649513712637e-07
1.0,111,-1.4661215994340198,-0.00035439676525831937,1.852683141713151e-07
1.0,112,-1.4579087103385313,-0.00029829489679549106,1.296831367361461e-07
1.0,113,-1.4497288392091032,0.000368806923279435,1.9590389863761332e-07
1.0,114,-1.4416178075648105,0.0002602128585619,9.639586141360664e-08
1.0,115,-1.4335944691625266,-0.0004767336402959309,3.199041885058002e-07
1.0,116,-1.4256735676624412,-0.00025729748189610345,9.21561168479008e-08
1.0,117,-1.4178685378298719,0.0006113290943544537,5.146477610176584e-07
1.0,118,-1.4101924179412495,0.0002597467872759863,9.193770226088325e-08
1.0,119,-1.4026583076556136,-0.0007972989411778467,8.574319649599967e-07
1.0,120,-1.3952799222767445,-0.0002606246285292459,9.0716729947436e-08
1.0,121,-1.3880737342501754,0.0010678804039257542,1.508488442663122e-06
1.0,122,-1.3810888522040383,0.00029816361953202025,1.1652302471580945e-07
1.0,123,-1.3741182858025243,-0.0014606746470243643,2.77114721718734e-06
1.0,124,-1.3675169109119736,-0.00018487890111289543,4.401690675097511e-08
1.0,125,-1.3611082333796196,0.0021019722586494423,5.643249387804244e-06
1.0,126,-1.3549283333933955,4.693346226495959e-05,2.791424756912074e-09
1.0,127,-1.3489936376615048,-0.0032530086538792194,1.3309973542970468e-05
1.0,128,-1.3433184992426275,0.000205276657973685,5.262557598546112e-08
1.0,129,-1.3379166980216528,0.005457407648119661,3.6946264570973374e-05
1.0,130,-1.332801586196379,-0.000866714778990688,9.25983232330212e-07
1.0,131,-1.3279872185718862,-0.010609673286009355,0.00013793834205046002
1.0,132,-1.3234850688069861,0.002863914059389337,9.99566143370251e-06
1.0,133,-1.3193083565200567,0.02767529157675213,0.0009286904734170594
1.0,134,-1.3154688842108766,-0.012943913791626772,0.00020220909049210718
1.0,135,-1.3119779234272648,-0.19991660461929772,0.04803317017271849
1.0,136,-1.308846025208295,-0.17004513672784508,0.03462105728143504
1.0,137,-1.3060829074676097,-0.4141819443111297,0.20471977429020224
1.0,138,-1.303697346664978,-0.1223349866644431,0.01780919145330343
1.0,139,-1.3016970786385589,-0.08572334301534802,0.008723856675877885
1.0,140,-1.3000887057207597,0.005652697298673845,3.786110904454941e-05
1.0,141,-1.2988776144336385,0.02089677810308479,0.0005166753692905575
1.0,142,-1.2980679026554378,0.0023556741834406688,6.559544205993347e-06
1.0,143,-1.297662232073243,-0.008227491850379631,7.997788814655983e-05
1.0,144,-0.33481996769972927,0.0020755086060330525,2.3809887423862675e-06
1.0,145,-0.33412506535682207,0.0026251164372002853,3.8074887770063996e-06
1.0,146,-0.33296906674370147,-0.009746653183719358,5.2453590116511464e-05
1.0,147,-0.33135520489120684,-0.010232959555409787,5.776700835143593e-05
1.0,148,-0.3292879568013098,0.06631708119784956,0.0024234449931369146
1.0,149,-0.32677299553376954,-0.3137774401219121,0.05417817156971185
1.0,150,-0.3238171305102279,0.18803988783929607,0.01942562743849054
1.0,151,-0.3204282399527917,-0.2846008338762077,0.0444160167015172
1.0,152,-0.3166151752254771,0.06004745176452259,0.0019731009233677926
1.0,153,-0.3123877085380304,0.005406214964431722,1.595670602717509e-05
1.0,154,-0.30775639381177455,-0.013990369455660508,0.00010659044313949023
1.0,155,-0.3027324319709743,-0.001253865938599347,8.538381007743622e-07
1.0,156,-0.2973249066403759,0.0065389698509526265,2.3153594927390294e-05
1.0,157,-0.2915568021008649,0.000331560805413871,5.934330846618625e-08
1.0,158,-0.285428857673575,-0.0038977127107760576,8.17392740496593e-06
1.0,159,-0.27895929748984255,-2.8390125699115597e-05,4.321521374279203e-10
1.0,160,-0.27216160287713353,0.0026341458273407203,3.706821387605559e-06
1.0,161,-0.2650497979690167,-5.33315387218883e-05,1.5137124342911198e-09
1.0,162,-0.2576386401260641,-0.0019284300756890942,1.9713936726994444e-06
1.0,163,-0.2499457423715709,0.0001777026362137701,1.6671927847690856e-08
1.0,164,-0.2420427562275715,0.0014653469378433802,1.1289396039697914e-06
1.0,165,-0.23369012807890696,-0.00014690134536517207,1.1296354267933974e-08
1.0,166,-0.2252314534497033,-0.0011712361884068478,7.14919254089309e-07
1.0,167,-0.21653064667322072,0.00014464637965185426,1.0854712278296698e-08
1.0,168,-0.20761300508988847,0.0009597337599855294,4.756637892300285e-07
1.0,169,-0.19849604267020474,-0.000135875489328306,9.489446282274093e-09
1.0,170,-0.18919758018302157,-0.0008018752380732246,3.289285187861971e-07
1.0,171,-0.17973784075873858,0.00012372871367974977,7.793497167857534e-09
1.0,172,-0.17014224784147727,0.0006797940643799894,2.3411528322197957e-07
1.0,173,-0.16044746663502937,-0.00010827637847880428,5.910369891705912e-09
1.0,174,-0.1507170217434841,-0.0005722663488413168,1.642927613459898e-07
1.0,175,-0.14108994862897636,5.1530906968529186e-05,1.3257606965044224e-09
1.0,176,-0.13197416938399953,0.000587016860054568,1.7126106959361144e-07
1.0,177,-0.12500190964248611,-0.00010810409564994632,5.788145938920278e-09
1.0,178,-0.10266672442263827,-0.00033761029541257457,5.5835271364407894e-08
1.0,179,-0.09442904380332319,-0.0001648196170881139,1.3253972380416742e-08
1.0,180,-0.0846440033934913,0.00038938990878488287,7.362566247934883e-08
1.0,181,-0.07431794464631544,-0.00016874965496312344,1.3758575009393013e-08
1.0,182,-0.06373520659401881,-0.0003488830347944136,5.85103143120366e-08
1.0,183,-0.05300204892401073,0.0001265744536989618,7.661784061594378e-09
1.0,184,-0.0421697882992011,0.00032064354517714254,4.89146340873407e-08
1.0,185,-0.03126891043980271,-0.00011629715339278331,6.401554192823703e-09
1.0,186,-0.020320313667944817,-0.0003021479528309977,4.298746383637551e-08
1.0,187,-0.009341172773747936,0.00011687947785745383,6.399405345941042e-09
1.0,188,0.001654301935225544,0.0003081422907698853,4.4252159900231446e-08
1.0,189,0.012652741226497505,-0.00013581509130291148,8.55278376036578e-09
1.0,190,0.023641068799874224,-0.00048494970155684146,1.0849200072915163e-07
1.0,191,0.03460607340275982,0.0007548138837360182,2.6151270173477776e-07
1.0,192,0.045532726414024,-0.0009049358075413641,3.7400368796259494e-07
1.0,193,0.05640355788372276,0.000786889205529371,2.813951816656276e-07
1.0,194,0.06719461299396012,-0.0008137358926032469,2.9945518482358645e-07
1.0,195,0.07786677100040443,0.0002379115550616178,2.547445820838725e-08
1.0,196,0.08833737528931539,0.00036622237374183325,6.007888343802434e-08
1.0,197,0.09835609648922773,-0.00029056868222825143,3.7651735461672876e-08
1.0,198,0.1074648076596204,-0.0005533492123718465,1.3599578071561445e-07
1.0,199,0.12546927098171304,0.0002459376495388522,2.6651263196261037e-08
1.0,200,0.13357002492327022,0.00024144839719785318,2.5595817916530268e-08
1.0,201,0.14318520116980651,-0.0009202485422589504,3.702551211353599e-07
1.0,202,0.1530456176474864,-0.0006401034486581646,1.7837043765704102e-07
1.0,203,0.16290185184137834,0.006820923667136777,2.016737893149548e-05
1.0,204,0.1726701595102083,-0.0049318926544339396,1.0499176976033397e-05
1.0,205,0.1823098258336539,0.012998869614969275,7.263331779256728e-05
1.0,206,0.19179501235236518,-0.003511796467379695,5.279785055625532e-06
1.0,207,0.20110599216584352,0.0023859420799624445,2.4274463578970623e-06
1.0,208,0.2102258075166336,0.0003978756364643557,6.724173808894856e-08
1.0,209,0.21913875827763926,-0.0006072874028836879,1.5606003678510275e-07
1.0,210,0.2278293527588749,-0.00021579735553928792,1.9633657394224842e-08
1.0,211,0.2362768650827797,0.00027448673684085255,3.1652476197035895e-08
1.0,212,0.24450564915963852,0.00018197597196936244,1.3864183140095793e-08
1.0,213,0.252440074738792,-0.00016521756225342215,1.1390383207230676e-08
1.0,214,0.2601005599124743,-0.0002138175819056777,1.9016330236886663e-08
1.0,215,0.2674683333561441,0.00013630414848315957,7.704227885879343e-09
1.0,216,0.27452849821315356,0.0005827529061461541,1.4041394599801762e-07
1.0,217,0.28126659553078515,-0.0009024695911729352,3.3581357454297097e-07
1.0,218,0.2876683548260933,0.0023029044777950684,2.1809218479786376e-06
1.0,219,0.29371955924228216,-0.001172964216296794,5.643888180268707e-07
1.0,220,0.29940760489873236,0.0012592223090559323,6.489354965920515e-07
1.0,221,0.30471716511269814,-0.00010516430387269643,4.516382609613856e-09
1.0,222,0.3096363863526568,-0.0002644388228195762,2.8499214556780877e-08
1.0,223,0.314152690483144,3.4136233420716403e-05,4.740400339339591e-10
1.0,224,0.318254290405206,0.00014147879567789768,8.129100548623748e-09
1.0,225,0.32193017838073557,-9.248155706321436e-06,3.468344205681507e-11
1.0,226,0.3251702253086331,-9.623040131408918e-05,3.750302269532186e-09
1.0,227,0.3279652891826858,-6.25279341704625e-06,1.5816067549695413e-11
1.0,228,0.3303073166137682,7.157915005294626e-05,2.0706760495927927e-09
1.0,229,0.3321894402997282,1.887195739110102e-05,1.4382777375784683e-10
1.0,230,0.3336060736499303,-5.516432464445651e-05,1.2282226138390813e-09
1.0,231,0.33455306094810966,-2.9778361988438544e-05,3.5776357932618946e-10
1.0,232,0.33503238841197003,4.7087521533169405e-05,8.943802531546611e-10
1.0,233,1.2721394383714821,0.0001981127558091584,1.1489047370733881e-08
1.0,234,1.2978217987434564,-1.6809425815699082e-06,8.20941380040945e-13
1.0,235,1.2984672244917697,8.946700812057152e-07,2.325148984892737e-13
1.0,236,1.2995389328904148,5.977497977590402e-06,1.0375968653156736e-11
1.0,237,1.3010312040103176,-5.316417918282581e-06,8.204268051335397e-12
1.0,238,1.3029365146107255,-7.910374886562412e-06,1.8153301689283186e-11
1.0,239,1.3052458783297283,1.829086394882749e-05,9.69927038486021e-11
1.0,240,1.3079491502950322,8.012086643949035e-06,1.8596091324264676e-11
1.0,241,1.3110352796163338,-5.378906849528012e-05,8.373949752392637e-10
1.0,242,1.3144924737912513,-4.8337760256180765e-06,6.755865694466134e-12
1.0,243,1.31830838796647,0.0001717597568455197,8.520633523857988e-09
1.0,244,1.3224702083095536,-9.012439613940165e-06,2.343106727483653e-11
1.0,245,1.3269648687189746,-0.0010575975656807299,3.222444759034582e-07
1.0,246,1.3317767267441798,-0.0030871965149475342,2.742025574015078e-06
1.0,247,1.3368967739749922,-0.0034202697064278703,3.360658570612309e-06
1.0,248,1.3423075270559526,-0.0029911105824630686,2.5662211626423745e-06
1.0,249,1.347995979661122,-0.001078183543756747,3.3289441438672764e-07
1.0,250,1.35394848728773,0.0001120988701542842,3.5923936110195216e-09
1.0,251,1.3601519191501874,0.00021772765961793191,1.3528172910261423e-08
1.0,252,1.366595277864494,-0.0001400405445607943,5.586267010848384e-09
1.0,253,1.373284202203317,-9.468801405428379e-05,2.5490446153668803e-09
1.0,254,1.3799186349758301,0.00025482619386233915,1.8427106884123088e-08
1.0,255,1.3871164087249472,8.296331135359991e-05,1.949193809163103e-09
1.0,256,1.3943694768185757,-0.000569251943320904,9.158002899861567e-08
1.0,257,1.4017811824257855,-0.00016405917137321419,7.59073832160325e-09
1.0,258,1.4093447509767414,0.002217337624264454,1.3836340511897472e-06
1.0,259,1.4170487381050942,0.0015471126308780714,6.721417791974592e-07
1.0,260,1.4248807649431685,0.01703648934421386,8.132482356654143e-05
1.0,261,1.432828000409314,0.0029738572226963777,2.4725047732470853e-06
1.0,262,1.4408769608183079,0.01056845548232681,3.115614878463073e-05
1.0,263,1.4490126167922461,0.0004511429279780105,5.664538798313448e-08
1.0,264,1.4572154327823557,-0.0011875713993065742,3.9162044688614807e-07
1.0,265,1.4654482066934844,-0.00011930683218518095,3.9435270837030615e-09
1.0,266,1.4735412263540644,0.00044239391686608215,5.4100319294411004e-08
1.0,267,1.4832181009875827,-2.7872147105681206e-05,2.141717663407621e-10
1.0,268,1.4911024731815188,-0.0002455445824806292,1.6585902323615094e-08
1.0,269,1.4994590526445342,2.010243526628649e-05,1.1091199348547365e-10
1.0,270,1.507881178712031,0.00014612493306988034,5.846919076748139e-09
1.0,271,1.5163121737352943,-0.00012689453357748873,4.399089356406125e-09
1.0,272,1.524724694931959,-0.00033184922036057414,3.001660525799719e-08
1.0,273,1.533096256614384,-0.00022719556896522346,1.4037501644954192e-08
1.0,274,1.5414040985942223,-6.667854745735385e-05,1.206374815884663e-09
1.0,275,1.549622147198486,-6.81031511768667e-05,1.255674503769336e-09
1.0,276,1.5577227646155278,-5.561893131866997e-05,8.356733018456814e-10
1.0,277,1.5656698848418764,3.256478596229397e-05,2.8586194181345317e-10
1.0,278,1.5734212560829965,4.690545265406026e-05,5.918341795605072e-10
1.0,279,1.5809242438076163,-3.133038035681591e-05,2.635172548927315e-10
1.0,280,1.5881127711059124,-3.979442824928998e-05,4.243116514799957e-10
1.0,281,1.5949034335698604,3.3422464646594624e-05,2.9876373652387106e-10
1.0,282,1.6011909117831664,3.442590393901652e-05,3.164404097303345e-10
1.0,283,1.6068440553084962,-3.589959189316264e-05,3.435937187215873e-10
1.0,284,1.611704467805662,-2.4962106059438483e-05,1.6590758616938859e-10
1.0,285,1.6155917725899884,4.796188240573936e-05,6.118528137712062e-10
1.0,286,1.6183207248677411,8.833442147500076e-05,2.0739550478478223e-09
1.0,287,1.6197342765253435,6.239092181085695e-06,1.0342346119359537e-11
1.0,288,1.6775880298344545,9.538415053095637e-05,2.3806955197101768e-09
1.0,289,1.7439674711042763,1.0627738627738623e-05,2.9050557941250255e-11
1.0,290,1.745923819848262,-3.247011654218486e-05,2.7103287460169514e-10
1.0,291,1.7490416266688817,3.038360456100185e-05,2.3712913614939777e-10
1.0,292,1.7531487178889607,4.571395983695524e-07,5.3622380119473316e-14
1.0,293,1.7580632746168625,-4.0635201893104156e-05,4.2316128112095663e-10
1.0,294,1.7636177518668499,-7.67587466306273e-07,1.5077837869367028e-13
1.0,295,1.7696696143900543,5.5050784235404016e-05,7.743517080628252e-10
1.0,296,1.7761030222518457,5.318828273381847e-07,7.216553988403349e-14
1.0,297,1.7828260763031978,-7.125269555579532e-05,1.2928744334691568e-09
1.0,298,1.789766581196522,-2.2769671376886493e-07,1.3179543357212232e-14
1.0,299,1.7968679675355999,9.109807022085019e-05,2.105823180867946e-09
1.0,300,1.8040862327084652,7.197962144463203e-07,1.3122842836317025e-13
1.0,301,1.811367778352325,-0.00011690546434800989,3.4552398543866865e-09
1.0,302,1.8187284295164385,3.252650462045658e-05,2.669782843571319e-10
1.0,303,1.8261067167286917,0.00015787933981396924,6.278326378446601e-09
1.0,304,1.8334935515925368,1.619990855086689e-05,6.597981844948549e-11
1.0,305,1.8408730145905212,-0.00021770409584590114,1.1893623767788515e-08
1.0,306,1.8482311348872793,1.0714498957472684e-05,2.8755673758942137e-11
1.0,307,1.8555553738392598,0.0003273652958292462,2.6794709998272258e-08
1.0,308,1.862833007624574,-2.4116885165723533e-05,1.4515656947653066e-10
1.0,309,1.8700955975004627,-0.0005603347423909938,7.821731547325665e-08
1.0,310,1.877228737411793,5.615536257170693e-05,7.84186239986242e-10
1.0,311,1.8843115495208058,0.0012282976780278916,3.745240765409389e-07
1.0,312,1.8913082136869042,-0.00016808543896518514,7.001305257446207e-09
1.0,313,1.8982041561271308,-0.00561203302571354,7.791440149144298e-06
1.0,314,1.9049818153364906,0.020257238071430157,0.00010134683545569994
1.0,315,1.9116173984379305,-0.01612664097220479,6.412485837297006e-05
1.0,316,1.9180759212683465,0.017595603286527883,7.621770298090319e-05
1.0,317,1.9243018573105237,-0.004681470004561403,5.3869990230679056e-06
1.0,318,1.9301999276848012,-0.00021561094033577138,1.1410241397582628e-08
1.0,319,1.9355928905585549,-0.0007184459786900325,1.265222766648389e-07
1.0,320,1.9401229373302724,0.00021501447843821106,1.1319629082534247e-08
1.0,321,1.943023189378673,7.315746039721988e-05,1.3095007024532813e-09
1.0,322,1.9481919200848985,-0.0006198573607362775,9.389082030072348e-08
1.0,323,1.9781983120910154,-0.00012420054750675866,3.7420860755368835e-09
1.0,324,1.9812786912769733,0.0005233183382836417,6.63856559083105e-08
1.0,325,1.985500117092173,0.0005232952060541491,6.631193038173253e-08
1.0,326,1.9903153541506617,-0.0021047293364375567,1.0714811984464016e-06
1.0,327,1.9954244892599782,-0.003448961073287379,2.873639418562774e-06
1.0,328,2.000668967895571,-0.029963981732385864,0.00021662314407327446
1.0,329,2.0059615587011024,-0.006735388759695563,1.0931428648705058e-05
1.0,330,2.011251362551749,-0.02186130728130889,0.00011501397807552062
1.0,331,2.016507090792991,-0.0012619847859833312,3.827874103004167e-07
1.0,332,2.0217081816362117,0.001443608403679565,5.002713578978238e-07
1.0,333,2.026840714142597,0.00025971135468238506,1.6171635915779223e-08
1.0,334,2.0318947393860807,-0.0005259100680823682,6.623219019470283e-08
1.0,335,2.0368632406467397,-9.886029968035301e-05,2.3376181912801472e-09
1.0,336,2.0417395830862994,0.00027378201138204367,1.7907432143487806e-08
1.0,337,2.0465200035853686,4.765397792669594e-05,5.419086772117084e-10
1.0,338,2.051200246390456,-0.000169353267390688,6.836442635450965e-09
1.0,339,2.0557763684499997,-2.6383672548114505e-05,1.6574485079652745e-10
1.0,340,2.0602434408258725,0.0001175629709056508,3.287372882255673e-09
1.0,341,2.0645919239641874,1.6106237398394096e-05,6.163779552490951e-11
1.0,342,2.068785196451783,-9.352578888093037e-05,2.076295543812864e-09
1.0,343,2.071731166338341,-2.673395825571465e-07,1.695310894678749e-14
1.0,344,2.0772999647676924,5.030404045277175e-05,5.99453168859234e-10
1.0,345,2.081156504568551,4.932289374133177e-06,5.757713307497436e-12
1.0,346,2.084952271221349,-4.415477127463889e-05,4.610183784631963e-10
1.0,347,2.0886475628850305,-3.0422965766529908e-06,2.1866875736911358e-12
1.0,348,2.0922335109768286,3.584173891253111e-05,3.032452475682531e-10
1.0,349,2.095706616104669,1.3288909782776972e-06,4.165226815449376e-13
1.0,350,2.099064968564318,-2.8846062536120374e-05,1.961052216051542e-10
1.0,351,2.102307292468711,6.19415886015872e-07,9.035434049960423e-14
1.0,352,2.10543262720444,2.2513765942007433e-05,1.1927820904178277e-10
1.0,353,2.108440214585209,-4.364610074375068e-06,4.47969506259531e-12
1.0,354,2.111329511611553,-1.624402111066559e-05,6.200827717153232e-11
1.0,355,2.11410072604135,2.0052738978268664e-05,9.443375167584925e-11
1.0,356,2.1166715736023645,-0.00011422529109977995,3.062261425493853e-09
1.0,357,2.119274606136823,6.978744113234406e-05,1.1423706053148975e-09
1.0,358,2.1216848391008134,-0.00013251173017939644,4.116381938064332e-09
1.0,359,2.123973099172677,1.895733159651921e-05,8.420318567501597e-11
1.0,360,2.1261395965024747,9.590848200980779e-06,2.1541093524146293e-11
1.0,361,2.128184088134867,-8.592968505152113e-07,1.7283522868911397e-13
1.0,362,2.13010627398413,-1.0688062229379371e-05,2.6726889589998784e-11
1.0,363,2.1319058569924865,-9.874276500914222e-07,2.280227736549871e-13
1.0,364,2.1335816791493647,9.784419362281585e-06,2.238038729521788e-11
1.0,365,2.135136058289739,1.8122250937929142e-06,7.674745408034417e-13
1.0,366,2.1365661957082334,-9.31228642145217e-06,2.0258497307320815e-11
1.0,367,2.137872706689757,-3.5319370504263633e-06,2.9133184089233266e-12
1.0,368,2.1390553905937026,1.2386735186449848e-05,3.5822493492857916e-11
1.0,369,2.140114063843729,1.814567802895606e-05,7.685660110347623e-11
1.0,370,2.1410485682100573,0.00012343431907574392,3.5555918482634967e-09
1.0,371,2.1418587571008447,4.0650061385892075e-05,3.855496890138557e-10
1.0,372,2.1425445086336707,0.00010639973762500599,2.641007152295335e-09
