panel_id,target_probability,method,M,N_shot,N_q,repetitions,error,cr_bound
FIG002_C,0.3333333333333333,eis,1,100,400,1000,0.028431390229180852,0.0149071198499986
FIG002_C,0.3333333333333333,eis,2,100,900,1000,0.011515576786953355,0.007968190728895957
FIG002_C,0.3333333333333333,eis,3,100,1800,1000,0.004700209418858864,0.004376881095324085
FIG002_C,0.3333333333333333,eis,4,100,3500,1000,0.002359772074698892,0.002342427896421022
FIG002_C,0.3333333333333333,eis,5,100,6800,1000,0.002123217926395919,0.0012196028887743373
FIG002_C,0.3333333333333333,eis,6,100,13300,1000,0.0006126005747861588,0.0006233524845742322
FIG002_C,0.3333333333333333,eis,7,100,26200,1000,0.00031309125827173065,0.0003152519949406393
FIG002_C,0.3333333333333333,eis,8,100,51900,1000,0.0001595295353350251,0.00015854242765821138
FIG002_C,0.3333333333333333,eis,9,100,103200,1000,6.571936498918998e-05,7.950288662234229e-05
FIG002_E,0.16666666666666666,classical,0,100,100,1000,0.03678420554773173,0.037267799624996496
FIG002_E,0.16666666666666666,classical,1,100,200,1000,0.026723792977627843,0.026352313834736494
FIG002_E,0.16666666666666666,classical,2,100,300,1000,0.02105548226313834,0.02151657414559676
FIG002_E,0.16666666666666666,classical,3,100,400,1000,0.01811331999140718,0.018633899812498248
FIG002_E,0.16666666666666666,classical,4,100,500,1000,0.016613662383044195,0.016666666666666666
FIG002_E,0.16666666666666666,classical,5,100,600,1000,0.014695709880400093,0.015214515486254614
FIG002_E,0.16666666666666666,classical,6,100,700,1000,0.013592122902205605,0.014085904245475277
FIG002_E,0.16666666666666666,classical,7,100,800,1000,0.013679751104379705,0.013176156917368247
FIG002_E,0.16666666666666666,classical,8,100,900,1000,0.012667056524214864,0.012422599874998832
FIG002_E,0.16666666666666666,classical,9,100,1000,1000,0.012043592118264014,0.011785113019775792
FIG002_E,0.16666666666666666,classical,10,100,1100,1000,0.01091999875545323,0.011236664374387369
FIG002_E,0.16666666666666666,classical,11,100,1200,1000,0.010377626842823406,0.01075828707279838
FIG002_E,0.16666666666666666,classical,12,100,1300,1000,0.010379023502362368,0.010336227882434037
FIG002_E,0.16666666666666666,classical,13,100,1400,1000,0.010077618271331561,0.009960238411119947
FIG002_E,0.16666666666666666,classical,14,100,1500,1000,0.009532820499026857,0.009622504486493762
FIG002_E,0.16666666666666666,classical,15,100,1600,1000,0.009631926169573306,0.009316949906249124
FIG002_E,0.16666666666666666,classical,16,100,1700,1000,0.009034614540755928,0.009038769075777341
FIG002_E,0.16666666666666666,classical,17,100,1800,1000,0.00867889095150689,0.008784104611578832
FIG002_E,0.16666666666666666,classical,18,100,1900,1000,0.00862000364916774,0.008549819600709618
FIG002_E,0.16666666666666666,classical,19,100,2000,1000,0.008330512856027797,0.008333333333333333
FIG002_E,0.16666666666666666,classical,20,100,2100,1000,0.008071421547967165,0.008132500607904443
FIG002_E,0.16666666666666666,classical,21,100,2200,1000,0.007838738537220946,0.007945521577046602
FIG002_E,0.16666666666666666,classical,22,100,2300,1000,0.007938640449240324,0.007770873402002615
FIG002_E,0.16666666666666666,classical,23,100,2400,1000,0.007685382499698155,0.007607257743127307
FIG002_E,0.16666666666666666,classical,24,100,2500,1000,0.0074960054547590724,0.007453559924999299
FIG002_E,0.16666666666666666,classical,25,100,2600,1000,0.00741835020672468,0.0073088168275585765
FIG002_E,0.16666666666666666,classical,26,100,2700,1000,0.007039288138968979,0.0071721913818655865
FIG002_E,0.16666666666666666,classical,27,100,2800,1000,0.00683644051639743,0.0070429521227376385
FIG002_E,0.16666666666666666,classical,28,100,2900,1000,0.0070888990979880604,0.006920456654478331
FIG002_E,0.16666666666666666,classical,29,100,3000,1000,0.006844137799768662,0.006804138174397717
FIG002_E,0.16666666666666666,classical,30,100,3100,1000,0.006712526104677551,0.006693494407520824
FIG002_E,0.16666666666666666,classical,31,100,3200,1000,0.006494419512860851,0.0065880784586841235
FIG002_E,0.16666666666666666,classical,32,100,3300,1000,0.006365497563321358,0.006487491201346025
FIG002_E,0.16666666666666666,classical,33,100,3400,1000,0.006401886466253317,0.006391374907061421
FIG002_E,0.16666666666666666,classical,34,100,3500,1000,0.006374089415204016,0.00629940788348712
FIG002_E,0.16666666666666666,classical,35,100,3600,1000,0.006124278743122065,0.006211299937499416
FIG002_E,0.16666666666666666,classical,36,100,3700,1000,0.006087294790016603,0.006126788517448398
FIG002_E,0.16666666666666666,classical,37,100,3800,1000,0.00609652151955115,0.00604563541758343
FIG002_E,0.16666666666666666,classical,38,100,3900,1000,0.0060398087669088,0.0059676239503286075
FIG002_E,0.16666666666666666,classical,39,100,4000,1000,0.005811003092792535,0.005892556509887896
FIG002_E,0.16666666666666666,classical,40,100,4100,1000,0.0057333457843802265,0.005820252464746485
FIG002_E,0.16666666666666666,classical,41,100,4200,1000,0.005612238610592232,0.005750546327852952
FIG002_E,0.16666666666666666,classical,42,100,4300,1000,0.005712353079569463,0.0056832861622539465
FIG002_E,0.16666666666666666,classical,43,100,4400,1000,0.005559045276785217,0.005618332187193684
FIG002_E,0.16666666666666666,classical,44,100,4500,1000,0.005616382562327798,0.005555555555555556
FIG002_E,0.16666666666666666,classical,45,100,4600,1000,0.005732648037178669,0.005494837278298225
FIG002_E,0.16666666666666666,classical,46,100,4700,1000,0.005425692298190354,0.005436067275445352
FIG002_E,0.16666666666666666,classical,47,100,4800,1000,0.005361396707274867,0.00537914353639919
FIG002_E,0.16666666666666666,classical,48,100,4900,1000,0.005368666366541286,0.0053239713749995
FIG002_E,0.16666666666666666,classical,49,100,5000,1000,0.005477754203239783,0.005270462766947299
FIG002_E,0.16666666666666666,classical,50,100,5100,1000,0.005331065694390616,0.0052185357590429126
FIG002_E,0.16666666666666666,classical,51,100,5200,1000,0.005135095931288641,0.005168113941217019
FIG002_E,0.16666666666666666,classical,52,100,5300,1000,0.0052380921404443755,0.00511912597361626
FIG002_E,0.16666666666666666,classical,53,100,5400,1000,0.005183074967427137,0.005071505162084871
FIG002_E,0.16666666666666666,classical,54,100,5500,1000,0.004877845947092108,0.00502518907629606
FIG002_E,0.16666666666666666,classical,55,100,5600,1000,0.0050958492902225955,0.004980119205559973
FIG002_E,0.16666666666666666,classical,56,100,5700,1000,0.005045657955546589,0.004936240647992436
FIG002_E,0.16666666666666666,classical,57,100,5800,1000,0.004963228173421013,0.004893501829289196
FIG002_E,0.16666666666666666,classical,58,100,5900,1000,0.004690431411801772,0.00485185424782985
FIG002_E,0.16666666666666666,classical,59,100,6000,1000,0.0049505499133373505,0.004811252243246881
FIG002_E,0.16666666666666666,classical,60,100,6100,1000,0.004871819608236886,0.004771652785948902
FIG002_E,0.16666666666666666,classical,61,100,6200,1000,0.004747161129623855,0.0047330152853922065
FIG002_E,0.16666666666666666,classical,62,100,6300,1000,0.00473279462085082,0.004695301415158426
FIG002_E,0.16666666666666666,classical,63,100,6400,1000,0.004634085717164473,0.004658474953124562
FIG002_E,0.16666666666666666,classical,64,100,6500,1000,0.004624940819139107,0.004622501635210242
FIG002_E,0.16666666666666666,classical,65,100,6600,1000,0.0044870592421753855,0.004587349021359836
FIG002_E,0.16666666666666666,classical,66,100,6700,1000,0.0045595979447194315,0.004552986372567942
FIG002_E,0.16666666666666666,classical,67,100,6800,1000,0.004531066935078903,0.004519384537888671
FIG002_E,0.16666666666666666,classical,68,100,6900,1000,0.004565817765905203,0.004486515850484713
FIG002_E,0.16666666666666666,classical,69,100,7000,1000,0.004472000825494105,0.0044543540318737395
FIG002_E,0.16666666666666666,classical,70,100,7100,1000,0.0043539760306980585,0.004422874103618961
FIG002_E,0.16666666666666666,classical,71,100,7200,1000,0.00445482511676807,0.004392052305789416
FIG002_E,0.16666666666666666,classical,72,100,7300,1000,0.004232098858154049,0.004361866021585115
FIG002_E,0.16666666666666666,classical,73,100,7400,1000,0.004124985581379301,0.004332293707583636
FIG002_E,0.16666666666666666,classical,74,100,7500,1000,0.0041025780512583395,0.004303314829119352
FIG002_E,0.16666666666666666,classical,75,100,7600,1000,0.004308904390714947,0.004274909800354809
FIG002_E,0.16666666666666666,classical,76,100,7700,1000,0.0043018085141681385,0.00424705992864688
FIG002_E,0.16666666666666666,classical,77,100,7800,1000,0.004202485098051216,0.004219747362848611
FIG002_E,0.16666666666666666,classical,78,100,7900,1000,0.004255731426881368,0.0041929550452218965
FIG002_E,0.16666666666666666,classical,79,100,8000,1000,0.004035866757725175,0.004166666666666667
FIG002_E,0.16666666666666666,classical,80,100,8100,1000,0.0043309145231249764,0.00414086662499961
FIG002_E,0.16666666666666666,classical,81,100,8200,1000,0.004150437559107595,0.004115539986039957
FIG002_E,0.16666666666666666,classical,82,100,8300,1000,0.0041153043713521185,0.0040906724472818
FIG002_E,0.16666666666666666,classical,83,100,8400,1000,0.003984413723634687,0.0040662503039522215
FIG002_E,0.16666666666666666,classical,84,100,8500,1000,0.004093620283815553,0.0040422604172722166
FIG002_E,0.16666666666666666,classical,85,100,8600,1000,0.003987690255938775,0.004018690184753435
FIG002_E,0.16666666666666666,classical,86,100,8700,1000,0.003967708872966986,0.003995527512378201
FIG002_E,0.16666666666666666,classical,87,100,8800,1000,0.003961958793530609,0.003972760788523301
FIG002_E,0.16666666666666666,classical,88,100,8900,1000,0.003988376482375999,0.00395037885949981
FIG002_E,0.16666666666666666,classical,89,100,9000,1000,0.004110723705470371,0.003928371006591931
FIG002_E,0.16666666666666666,classical,90,100,9100,1000,0.003964850461162418,0.0039067269244874615
FIG002_E,0.16666666666666666,classical,91,100,9200,1000,0.0038233388997530745,0.0038854367010013077
FIG002_E,0.16666666666666666,classical,92,100,9300,1000,0.003960038563270844,0.0038644907980014023
FIG002_E,0.16666666666666666,classical,93,100,9400,1000,0.004058052284116941,0.0038438800334536878
FIG002_E,0.16666666666666666,classical,94,100,9500,1000,0.003819583272330766,0.003823595564509363
FIG002_E,0.16666666666666666,classical,95,100,9600,1000,0.0037651487999959717,0.0038036288715636536
FIG002_E,0.16666666666666666,classical,96,100,9700,1000,0.003858605720993494,0.003783971743220832
FIG002_E,0.16666666666666666,classical,97,100,9800,1000,0.0037691214254852324,0.0037646162621052135
FIG002_E,0.16666666666666666,classical,98,100,9900,1000,0.0037099086376601955,0.0037455547914624562
FIG002_E,0.16666666666666666,classical,99,100,10000,1000,0.003678239313101371,0.0037267799624996494
FIG002_E,0.16666666666666666,classical,199,100,20000,1000,0.0025566184263158586,0.0026352313834736496
FIG002_E,0.16666666666666666,classical,299,100,30000,1000,0.002082815935751938,0.002151657414559676
FIG002_E,0.16666666666666666,classical,399,100,40000,1000,0.0018070129203866928,0.0018633899812498247
FIG002_E,0.16666666666666666,classical,499,100,50000,1000,0.0016357308390373335,0.0016666666666666668
FIG002_E,0.16666666666666666,classical,599,100,60000,1000,0.0015365275605873276,0.0015214515486254615
FIG002_E,0.16666666666666666,classical,699,100,70000,1000,0.0013565383699720218,0.0014085904245475277
FIG002_E,0.16666666666666666,classical,799,100,80000,1000,0.0012533646868307894,0.0013176156917368248
FIG002_E,0.16666666666666666,classical,899,100,90000,1000,0.0012420823813158726,0.0012422599874998832
FIG002_E,0.16666666666666666,classical,999,100,100000,1000,0.0011752840129564898,0.0011785113019775792
FIG002_E,0.16666666666666666,lis,0,100,100,1000,0.03685210682956644,0.037267799624996496
FIG002_E,0.16666666666666666,lis,1,100,400,1000,0.023337471128906828,0.011785113019775792
FIG002_E,0.16666666666666666,lis,2,100,900,1000,0.006512928974824516,0.00629940788348712
FIG002_E,0.16666666666666666,lis,3,100,1600,1000,0.004820481479272925,0.0040662503039522215
FIG002_E,0.16666666666666666,lis,4,100,2500,1000,0.002835953369096465,0.002901294265928297
FIG002_E,0.16666666666666666,lis,5,100,3600,1000,0.0024585184438798376,0.002203691188949771
FIG002_E,0.16666666666666666,lis,6,100,4900,1000,0.0017343915024035706,0.0017471413945365306
FIG002_E,0.16666666666666666,lis,7,100,6400,1000,0.001489156168677026,0.0014291548761875736
FIG002_E,0.16666666666666666,lis,8,100,8100,1000,0.0011944303687839147,0.0011972142108905989
FIG002_E,0.16666666666666666,lis,9,100,10000,1000,0.0010515878015138356,0.0010218988991416097
FIG002_E,0.16666666666666666,lis,10,100,12100,1000,0.0008921995603130753,0.0008855732124870858
FIG002_E,0.16666666666666666,lis,11,100,14400,1000,0.0008004435717434209,0.0007770873402002614
FIG002_E,0.16666666666666666,lis,12,100,16900,1000,0.0007188330946904518,0.0006890818588289358
FIG002_E,0.16666666666666666,lis,13,100,19600,1000,0.0006317543548428608,0.0006165232800256601
FIG002_E,0.16666666666666666,lis,14,100,22500,1000,0.0005630633554039134,0.0005558644549708917
FIG002_E,0.16666666666666666,lis,15,100,25600,1000,0.0005053874748939306,0.0005045411246838362
FIG002_E,0.16666666666666666,lis,16,100,28900,1000,0.0004674728579216334,0.0004606583273523184
FIG002_E,0.16666666666666666,lis,17,100,32400,1000,0.00042323141180308175,0.0004227885745265342
FIG002_E,0.16666666666666666,lis,18,100,36100,1000,0.000393467721327604,0.00038983821796273704
FIG002_E,0.16666666666666666,lis,19,100,40000,1000,0.00036071128182198735,0.00036095673485350834
FIG002_E,0.16666666666666666,lis,20,100,44100,1000,0.0003540772569222788,0.00033547377492993297
FIG002_E,0.16666666666666666,lis,21,100,48400,1000,0.00032832674082942394,0.00031285460657428244
FIG002_E,0.16666666666666666,lis,22,100,52900,1000,0.0003012679319713354,0.0002926680239470418
FIG002_E,0.16666666666666666,lis,23,100,57600,1000,0.0002823155242874214,0.0002745628595324063
FIG002_E,0.16666666666666666,lis,24,100,62500,1000,0.00026853894253068585,0.0002582505450222097
FIG002_E,0.16666666666666666,lis,25,100,67600,1000,0.00025479035132748654,0.0002434919918115653
FIG002_E,0.16666666666666666,lis,26,100,72900,1000,0.00023157494690728564,0.00023008760182293951
FIG002_E,0.16666666666666666,lis,27,100,78400,1000,0.00021720171445942655,0.0002178695773400009
FIG002_E,0.16666666666666666,lis,28,100,84100,1000,0.00020499003195324303,0.00020669594019187944
FIG002_E,0.16666666666666666,lis,29,100,90000,1000,0.00019310467305621245,0.00019644583636853203
FIG002_E,0.16666666666666666,lis,30,100,96100,1000,0.00018499340875699185,0.0001870158174867885
FIG002_E,0.16666666666666666,lis,31,100,102400,1000,0.00017845706563553794,0.00017831687187954705
FIG002_E,0.16666666666666666,eis,0,100,100,1000,0.037523029965313,0.037267799624996496
FIG002_E,0.16666666666666666,eis,1,100,400,1000,0.025772093129686976,0.011785113019775792
FIG002_E,0.16666666666666666,eis,2,100,900,1000,0.0062531639254348684,0.00629940788348712
FIG002_E,0.16666666666666666,eis,3,100,1800,1000,0.0034923268355936915,0.0034602283272391655
FIG002_E,0.16666666666666666,eis,4,100,3500,1000,0.001854375033416227,0.001851851851851852
FIG002_E,0.16666666666666666,eis,5,100,6800,1000,0.001096086359604728,0.0009641807423619768
FIG002_E,0.16666666666666666,eis,6,100,13300,1000,0.000498191633033095,0.0004928034090948872
FIG002_E,0.16666666666666666,eis,7,100,26200,1000,0.0002513972499204768,0.00024922858523107464
FIG002_E,0.16666666666666666,eis,8,100,51900,1000,0.00012122522337093506,0.0001253387942931058
FIG002_E,0.16666666666666666,eis,9,100,103200,1000,6.280190482569934e-05,6.285255057118313e-05
FIG002_B,0.08333333333333333,classical,0,100,100,1000,0.027819257918052218,0.027638539919628332
FIG002_B,0.08333333333333333,classical,1,100,200,1000,0.01870702482432142,0.01954339899926429
FIG002_B,0.08333333333333333,classical,2,100,300,1000,0.015482247898803326,0.015957118462605634
FIG002_B,0.08333333333333333,classical,3,100,400,1000,0.013665675777086344,0.013819269959814166
FIG002_B,0.08333333333333333,classical,4,100,500,1000,0.011957610314960277,0.012360330811826106
FIG002_B,0.08333333333333333,classical,5,100,600,1000,0.011217174332246066,0.0112833866731055
FIG002_B,0.08333333333333333,classical,6,100,700,1000,0.010276263294679993,0.010446386175466811
FIG002_B,0.08333333333333333,classical,7,100,800,1000,0.009553395266140258,0.009771699499632145
FIG002_B,0.08333333333333333,classical,8,100,900,1000,0.008906371696157952,0.00921284663987611
FIG002_B,0.08333333333333333,classical,9,100,1000,1000,0.00854637024967,0.008740073734751263
FIG002_B,0.08333333333333333,classical,10,100,1100,1000,0.00841918858652446,0.008333333333333333
FIG002_B,0.08333333333333333,classical,11,100,1200,1000,0.007875286590905051,0.007978559231302817
FIG002_B,0.08333333333333333,classical,12,100,1300,1000,0.007634660057136413,0.007665551758398332
FIG002_B,0.08333333333333333,classical,13,100,1400,1000,0.007669671845206412,0.007386710503565985
FIG002_B,0.08333333333333333,classical,14,100,1500,1000,0.006952185907244489,0.007136240321480627
FIG002_B,0.08333333333333333,classical,15,100,1600,1000,0.006618632290947865,0.006909634979907083
FIG002_B,0.08333333333333333,classical,16,100,1700,1000,0.006907990904120459,0.006703330554498697
FIG002_B,0.08333333333333333,classical,17,100,1800,1000,0.006545048076293073,0.006514466333088096
FIG002_B,0.08333333333333333,classical,18,100,1900,1000,0.006387714238904794,0.006340715918772351
FIG002_B,0.08333333333333333,classical,19,100,2000,1000,0.006153740957968395,0.006180165405913053
FIG002_B,0.08333333333333333,classical,20,100,2100,1000,0.005912053869204927,0.006031223870464549
FIG002_B,0.08333333333333333,classical,21,100,2200,1000,0.005920742203989068,0.005892556509887895
FIG002_B,0.08333333333333333,classical,22,100,2300,1000,0.005901044589068618,0.005763033956734371
FIG002_B,0.08333333333333333,classical,23,100,2400,1000,0.005722898085760396,0.00564169333655275
FIG002_B,0.08333333333333333,classical,24,100,2500,1000,0.005397714742781842,0.005527707983925666
FIG002_B,0.08333333333333333,classical,25,100,2600,1000,0.005681396912241277,0.005420363629899924
FIG002_B,0.08333333333333333,classical,26,100,2700,1000,0.005275145542430764,0.005319039487535211
FIG002_B,0.08333333333333333,classical,27,100,2800,1000,0.005159745473955966,0.005223193087733406
FIG002_B,0.08333333333333333,classical,28,100,2900,1000,0.005347431080162523,0.0051323480170953305
FIG002_B,0.08333333333333333,classical,29,100,3000,1000,0.0051775047615193505,0.0050460839234958196
FIG002_B,0.08333333333333333,classical,30,100,3100,1000,0.004949506866523143,0.004964028309843921
FIG002_B,0.08333333333333333,classical,31,100,3200,1000,0.004883643956986536,0.004885849749816072
FIG002_B,0.08333333333333333,classical,32,100,3300,1000,0.004931374788056115,0.004811252243246881
FIG002_B,0.08333333333333333,classical,33,100,3400,1000,0.0048370546069153135,0.004739970491621009
FIG002_B,0.08333333333333333,classical,34,100,3500,1000,0.004740304342631491,0.004671765921511567
FIG002_B,0.08333333333333333,classical,35,100,3600,1000,0.0046167719602914475,0.004606423319938055
FIG002_B,0.08333333333333333,classical,36,100,3700,1000,0.00445290901197624,0.004543747973385589
FIG002_B,0.08333333333333333,classical,37,100,3800,1000,0.004390320644163917,0.004483563223741419
FIG002_B,0.08333333333333333,classical,38,100,3900,1000,0.0043229963188641,0.004425708371198286
FIG002_B,0.08333333333333333,classical,39,100,4000,1000,0.00431761250898894,0.004370036867375631
FIG002_B,0.08333333333333333,classical,40,100,4100,1000,0.004439467353341697,0.004316414752356768
FIG002_B,0.08333333333333333,classical,41,100,4200,1000,0.004263234695395881,0.004264719297659658
FIG002_B,0.08333333333333333,classical,42,100,4300,1000,0.004417236290229823,0.004214837823823943
FIG002_B,0.08333333333333333,classical,43,100,4400,1000,0.004150988409406001,0.004166666666666667
FIG002_B,0.08333333333333333,classical,44,100,4500,1000,0.004178043726759696,0.004120110270608701
FIG002_B,0.08333333333333333,classical,45,100,4600,1000,0.004166681789512568,0.004075080391015214
FIG002_B,0.08333333333333333,classical,46,100,4700,1000,0.004162625775567284,0.004031495390390805
FIG002_B,0.08333333333333333,classical,47,100,4800,1000,0.004092172618073571,0.003989279615651408
FIG002_B,0.08333333333333333,classical,48,100,4900,1000,0.004077821917235953,0.00394836284566119
FIG002_B,0.08333333333333333,classical,49,100,5000,1000,0.004020103370699702,0.0039086797998528575
FIG002_B,0.08333333333333333,classical,50,100,5100,1000,0.004025457245598312,0.0038701697001068663
FIG002_B,0.08333333333333333,classical,51,100,5200,1000,0.003807626477890758,0.003832775879199166
FIG002_B,0.08333333333333333,classical,52,100,5300,1000,0.0037521993603159467,0.0037964454300785017
FIG002_B,0.08333333333333333,classical,53,100,5400,1000,0.0038083863491460714,0.0037611288910351665
FIG002_B,0.08333333333333333,classical,54,100,5500,1000,0.003826813235691439,0.0037267799624996494
FIG002_B,0.08333333333333333,classical,55,100,5600,1000,0.0037319653257692205,0.0036933552517829926
FIG002_B,0.08333333333333333,classical,56,100,5700,1000,0.0035077542383782495,0.003660814042558162
FIG002_B,0.08333333333333333,classical,57,100,5800,1000,0.0037469981819951933,0.003629118086297439
FIG002_B,0.08333333333333333,classical,58,100,5900,1000,0.0035500880130289957,0.0035982314132364398
FIG002_B,0.08333333333333333,classical,59,100,6000,1000,0.003453038114794307,0.0035681201607403136
FIG002_B,0.08333333333333333,classical,60,100,6100,1000,0.003450079529848573,0.003538752417210005
FIG002_B,0.08333333333333333,classical,61,100,6200,1000,0.003511760299343657,0.003510098079892633
FIG002_B,0.08333333333333333,classical,62,100,6300,1000,0.0034348487508248575,0.0034821287251556037
FIG002_B,0.08333333333333333,classical,63,100,6400,1000,0.0034243526196516736,0.0034548174899535415
FIG002_B,0.08333333333333333,classical,64,100,6500,1000,0.0034601938509084378,0.003428138963364343
FIG002_B,0.08333333333333333,classical,65,100,6600,1000,0.003288165048284021,0.0034020690871988586
FIG002_B,0.08333333333333333,classical,66,100,6700,1000,0.003405625811963144,0.003376585064800554
FIG002_B,0.08333333333333333,classical,67,100,6800,1000,0.003322445091785223,0.0033516652772493487
FIG002_B,0.08333333333333333,classical,68,100,6900,1000,0.00335692032876531,0.0033272892062695437
FIG002_B,0.08333333333333333,classical,69,100,7000,1000,0.003348545560331308,0.0033034373632170495
FIG002_B,0.08333333333333333,classical,70,100,7100,1000,0.0032982939824540217,0.003280091223587352
FIG002_B,0.08333333333333333,classical,71,100,7200,1000,0.0033413878381871784,0.003257233166544048
FIG002_B,0.08333333333333333,classical,72,100,7300,1000,0.0031865875140298277,0.00323484641901935
FIG002_B,0.08333333333333333,classical,73,100,7400,1000,0.003262540501185116,0.0032129150039835823
FIG002_B,0.08333333333333333,classical,74,100,7500,1000,0.003173546211347104,0.003191423692521127
FIG002_B,0.08333333333333333,classical,75,100,7600,1000,0.003156740773563844,0.0031703579593861755
FIG002_B,0.08333333333333333,classical,76,100,7700,1000,0.003079386041357806,0.00314970394174356
FIG002_B,0.08333333333333333,classical,77,100,7800,1000,0.0031171436418445937,0.003129448400828378
FIG002_B,0.08333333333333333,classical,78,100,7900,1000,0.0030533422264758707,0.003109578686283476
FIG002_B,0.08333333333333333,classical,79,100,8000,1000,0.0030721237677613904,0.0030900827029565264
FIG002_B,0.08333333333333333,classical,80,100,8100,1000,0.0031132781987992055,0.0030709488799587036
FIG002_B,0.08333333333333333,classical,81,100,8200,1000,0.0029844691295428053,0.003052166141805123
FIG002_B,0.08333333333333333,classical,82,100,8300,1000,0.0029594412662162666,0.0030337238814735195
FIG002_B,0.08333333333333333,classical,83,100,8400,1000,0.0030283336983665007,0.0030156119352322745
FIG002_B,0.08333333333333333,classical,84,100,8500,1000,0.0029304741229295222,0.0029978205591020893
FIG002_B,0.08333333333333333,classical,85,100,8600,1000,0.0029448366638889427,0.0029803404068274608
FIG002_B,0.08333333333333333,classical,86,100,8700,1000,0.002972250219961653,0.0029631625092448313
FIG002_B,0.08333333333333333,classical,87,100,8800,1000,0.003097112017129555,0.0029462782549439476
FIG002_B,0.08333333333333333,classical,88,100,8900,1000,0.003020447739372995,0.002929679372127718
FIG002_B,0.08333333333333333,classical,89,100,9000,1000,0.002972250259473161,0.002913357911583754
FIG002_B,0.08333333333333333,classical,90,100,9100,1000,0.002819615717662203,0.0028973062306879805
FIG002_B,0.08333333333333333,classical,91,100,9200,1000,0.0030032494828796225,0.0028815169783671856
FIG002_B,0.08333333333333333,classical,92,100,9300,1000,0.002848313828175568,0.002865983080953311
FIG002_B,0.08333333333333333,classical,93,100,9400,1000,0.0029360188144062285,0.0028506977288676465
FIG002_B,0.08333333333333333,classical,94,100,9500,1000,0.0028315295980394974,0.002835654364078002
FIG002_B,0.08333333333333333,classical,95,100,9600,1000,0.002895940120932713,0.002820846668276375
FIG002_B,0.08333333333333333,classical,96,100,9700,1000,0.0027468416072068094,0.0028062685517287068
FIG002_B,0.08333333333333333,classical,97,100,9800,1000,0.002911213541360447,0.002791914142752041
FIG002_B,0.08333333333333333,classical,98,100,9900,1000,0.002752663327090131,0.0027777777777777775
FIG002_B,0.08333333333333333,classical,99,100,10000,1000,0.0028370620562672066,0.002763853991962833
FIG002_B,0.08333333333333333,classical,199,100,20000,1000,0.0019195065193371385,0.0019543398999264288
FIG002_B,0.08333333333333333,classical,299,100,30000,1000,0.0015882981807932384,0.0015957118462605635
FIG002_B,0.08333333333333333,classical,399,100,40000,1000,0.0014146472862323117,0.0013819269959814166
FIG002_B,0.08333333333333333,classical,499,100,50000,1000,0.0012773823407439312,0.0012360330811826104
FIG002_B,0.08333333333333333,classical,599,100,60000,1000,0.0011058428158347519,0.00112833866731055
FIG002_B,0.08333333333333333,classical,699,100,70000,1000,0.0010366541657710307,0.0010446386175466812
FIG002_B,0.08333333333333333,classical,799,100,80000,1000,0.0009941163196248435,0.0009771699499632144
FIG002_B,0.08333333333333333,classical,899,100,90000,1000,0.0009473719334278981,0.000921284663987611
FIG002_B,0.08333333333333333,classical,999,100,100000,1000,0.0008797988848468598,0.0008740073734751263
FIG002_B,0.08333333333333333,lis,0,100,100,1000,0.027768887466211374,0.02763853991962833
FIG002_B,0.08333333333333333,lis,1,100,400,1000,0.008668964556040739,0.008740073734751263
FIG002_B,0.08333333333333333,lis,2,100,900,1000,0.007620352141981367,0.004671765921511567
FIG002_B,0.08333333333333333,lis,3,100,1600,1000,0.003140662893991065,0.0030156119352322745
FIG002_B,0.08333333333333333,lis,4,100,2500,1000,0.0022908004018850473,0.0021516574145596756
FIG002_B,0.08333333333333333,lis,5,100,3600,1000,0.0020934564908911307,0.0016343011261515336
FIG002_B,0.08333333333333333,lis,6,100,4900,1000,0.001423831597592887,0.0012957147366904024
FIG002_B,0.08333333333333333,lis,7,100,6400,1000,0.0010778878487824777,0.0010598896230607673
FIG002_B,0.08333333333333333,lis,8,100,8100,1000,0.0009003399893783232,0.0008878778219536287
FIG002_B,0.08333333333333333,lis,9,100,10000,1000,0.0007403648372821002,0.0007578605069778728
FIG002_B,0.08333333333333333,lis,10,100,12100,1000,0.0006403745930659258,0.0006567586718659172
FIG002_B,0.08333333333333333,lis,11,100,14400,1000,0.0005719417362683165,0.0005763033956734372
FIG002_B,0.08333333333333333,lis,12,100,16900,1000,0.0005011880179897839,0.0005110367838932221
FIG002_B,0.08333333333333333,lis,13,100,19600,1000,0.0004672912313082468,0.0004572259016585556
FIG002_B,0.08333333333333333,lis,14,100,22500,1000,0.00041324191448545916,0.0004122401129985383
FIG002_B,0.08333333333333333,lis,15,100,25600,1000,0.00037098671860980406,0.000374177712555781
FIG002_B,0.08333333333333333,lis,16,100,28900,1000,0.00033411073675919693,0.0003416333590378282
FIG002_B,0.08333333333333333,lis,17,100,32400,1000,0.0003086077077456939,0.00031354839867650145
FIG002_B,0.08333333333333333,lis,18,100,36100,1000,0.0002834083582290079,0.000289111760226732
FIG002_B,0.08333333333333333,lis,19,100,40000,1000,0.0002604377492465025,0.00026769267909275787
FIG002_B,0.08333333333333333,lis,20,100,44100,1000,0.0002448441088714407,0.000248794010209564
FIG002_B,0.08333333333333333,lis,21,100,48400,1000,0.00023456072933644451,0.0002320191859957102
FIG002_B,0.08333333333333333,lis,22,100,52900,1000,0.0002199026847939299,0.00021704841564173285
