h,real_E,imag_E
0,-1.474738394774344,-4.358221030110131e-17
0,-1.468717530445188,8.133213734802628e-17
0,-1.462531912192662,-2.930703427837897e-17
0,-1.456339734090724,-2.656016401166048e-16
0,-1.450172641271724,4.683372779555231e-17
0,-1.444043936745856,-5.769689282770015e-17
0,-1.437962089291382,-1.604956610156722e-16
0,-1.431933853694952,1.231800103067275e-16
0,-1.420062026864702,3.182025394124216e-17
0,-1.414229689942053,-7.003279064931671e-18
0,-1.408473736610122,-5.038877829036077e-17
0,-1.402799628862433,-1.985618503591387e-17
0,-1.397212824823531,8.388121425216994e-17
0,-1.391718762436291,-2.999730944971314e-17
0,-1.386322714963996,-1.434364450467379e-16
0,-1.381028370064086,-2.051945137362472e-17
0,-1.370789371347031,1.118026274831117e-16
0,-1.365843441701386,4.400749570519994e-17
0,-1.361025211254584,-7.64461505038545e-17
0,-1.356339991045084,7.100764275990934e-17
0,-1.351793478985126,-4.775887710761897e-17
0,-1.347391454092352,1.752021818015434e-17
0,-1.297635131024901,-1.426455356342966e-17
0,-1.297866110901092,-1.786243902981028e-17
0,-1.298327618224025,4.569419759064664e-18
0,-1.299018751608129,-5.590948876582759e-17
0,-1.29993816759312,9.738416286765316e-18
0,-1.301084090805547,1.000246524298079e-16
0,-1.302454327214127,4.374315559663582e-17
0,-1.304046280240629,3.502485640075762e-17
0,-1.305856969454285,-4.232356206333969e-17
0,-1.307883051587347,1.76917531849505e-16
0,-1.310120846228298,6.388283670792516e-17
0,-1.31256634233572,3.131025673595689e-17
0,-1.315215265165643,5.894537608158826e-17
0,-1.318063056799999,4.097996267365443e-17
0,-1.321104931589903,6.674905250395687e-18
0,-1.324335906344171,7.992169925410284e-17
0,-1.343139706958135,-4.677126068244902e-17
0,-1.327750913457478,4.846700557496016e-17
0,-1.339044003424299,-1.708457533938411e-16
0,-1.331342558535493,3.499468533356728e-17
0,-1.488167208726054,-9.580129321811718e-17
0,-1.49440123190697,-6.844594371332799e-17
0,-1.500713272737792,-4.131894636712714e-17
0,-1.507049079661836,-7.016070590145306e-17
0,-1.513389681539583,8.221664834366387e-17
0,-1.519723471813281,9.764821360295727e-18
0,-1.580314278587623,2.573421796577593e-17
0,-1.52604080575824,-4.630142058218313e-17
0,-1.574691765533912,3.140490056129157e-16
0,-1.568922040833005,-1.659980019118005e-16
0,-1.563028964479323,2.312377245764044e-17
0,-1.557032801917844,3.118003838440392e-17
0,-1.532332368601687,4.604996273557365e-16
0,-1.550950833713447,-1.34184049268417e-16
0,-1.544798883685343,-5.758932082124727e-18
0,-1.619856533677008,2.414759474166181e-16
0,-1.619070544081522,9.776426010493272e-17
0,-1.617527453751417,2.973435381718347e-17
0,-1.615280020593263,-8.361560807671136e-17
0,-1.612396728574815,-7.751425976929148e-17
0,-1.608953136806951,5.339666331837167e-17
0,-1.605024737485194,-3.763288462294297e-17
0,-1.585761367595545,-5.946049235313611e-16
0,-1.595988719156592,-4.009461852946283e-16
0,-1.600682174900439,-3.925999759007567e-17
0,2.14406823441446,3.746615987527882e-17
0,2.143961724203206,6.003589032053907e-17
0,2.143784217372808,-1.220776948983664e-17
0,2.14353572921781,7.732445306987003e-18
0,2.143216281174722,7.94702136736529e-18
0,2.142825900846211,-1.666012552203904e-16
0,2.14236462203269,-5.688134141829449e-17
0,2.141832484771267,-2.249426139358046e-17
0,2.141229535386122,-1.28852639559792e-16
0,2.140555826610369,-1.173010791714318e-16
0,2.139811416338994,-2.005333157150465e-16
0,2.138996372104563,-2.986104189633979e-17
0,2.138110763990474,-2.050921585462612e-17
0,2.137154669731303,1.830867302558404e-17
0,2.133863909726585,3.570640728328423e-16
0,2.136128170530189,1.102962363214421e-17
0,2.135031338581487,2.485234384489071e-16
0,-1.743681860872884,1.746463116276209e-18
0,-1.744812509319308,1.743354499052912e-17
0,-1.746646331559537,1.621062049158529e-16
0,-1.749117129166879,9.668673439481141e-18
0,-1.752147665771792,9.111981230291394e-17
0,-1.755658513797479,-3.32013776339327e-16
0,2.132627568827593,2.722984288822354e-17
0,2.131320412125732,1.09469216238704e-16
0,2.129943483181469,1.892528118345061e-17
0,2.12849686011336,1.218374292434876e-16
0,2.126980686858583,1.041615835928219e-16
0,2.125395136206984,2.668249886049033e-16
0,-1.75957427844447,2.023018449079362e-16
0,-2.144068275305477,-1.715797568193321e-17
0,-2.143961887853054,-6.262361295839402e-17
0,-2.1437845859077,-8.951090075981804e-17
0,-2.143536385198971,5.641168783240464e-18
0,-2.14321730778165,-1.761258099584453e-16
0,-2.142827382070324,-4.327062137710156e-16
0,-2.142366642885354,1.72387483950357e-16
0,-2.141835131511684,7.31472564326694e-16
0,-2.13981647669645,6.539259760334451e-16
0,-2.140559990033736,-3.571363558700258e-16
0,-2.14123289576862,-6.74924211117262e-16
0,-2.139002421757422,1.794027616714757e-16
0,-1.763827063367982,1.356375421452338e-16
0,-1.788368600191619,1.239940650847041e-16
0,-1.783153906962498,-2.876511828638401e-16
0,-2.137163002049243,3.661590392946517e-16
0,2.12374042301603,5.940620563204153e-16
0,2.122016857847059,-1.330114119723012e-16
0,1.848785072156361,-4.202360102202372e-17
0,1.843244687809049,8.630843336418401e-17
0,1.85430553687013,3.360161056050128e-16
0,1.837689714403019,4.924654004312514e-18
0,1.832125887591846,-4.098793494908531e-18
0,1.859800802358077,1.349701721291905e-17
0,1.826559541456508,2.607859861139504e-17
0,1.820997805567101,1.517594361308458e-16
0,1.804424524070166,4.297754813309362e-17
0,1.798974757094775,-3.030155741296239e-17
0,1.793584284581059,-8.287772749068898e-18
0,1.809905761731261,-1.13271435112676e-16
0,1.783054580248471,-2.913554996772086e-16
0,1.78827065786986,2.839324675303359e-18
0,1.777960775958904,-2.295027860132065e-16
0,1.743678733560832,6.626660540434621e-17
0,1.744800636699309,2.321695541862217e-16
0,1.7466217449821,7.003477564162695e-17
0,1.749077918260991,8.032039255835651e-17
0,1.755591328018079,1.466384920428633e-16
0,1.752093799264272,-9.224082141349491e-17
0,1.876105294190591,2.3060319477505e-16
0,1.870723145165217,-4.406590391401916e-16
0,1.759495905952855,-4.423694804057961e-16
0,1.773018881738359,2.22361066541467e-16
0,-1.773116185715598,-2.281745618294456e-16
0,-1.778059979337802,-2.305156014270457e-16
0,-1.793679588811638,-4.779085489474131e-16
0,-1.799066437720159,-6.734349859197495e-17
0,-2.138117902414376,-3.606673144775623e-16
0,-2.136137814867063,6.291973922872852e-17
0,-2.135042458597909,-1.364175525824751e-16
0,2.12022507077413,-1.758409075280445e-16
0,2.118367678903561,3.761896305773738e-16
0,2.110223832967637,-2.461047808302515e-16
0,2.112357737986305,3.429911067090077e-16
0,2.108021586646598,-1.050007427708102e-16
0,2.10575163590476,-3.629065496196938e-16
0,1.88145635826321,1.310575679199203e-16
0,1.886760836664932,1.315151523135573e-16
0,1.89720458387141,5.557564893568446e-16
0,1.892012435343047,5.725263898796483e-16
0,1.763739964545861,1.49259458133938e-16
0,-1.804512105624999,2.426868970662896e-17
0,-1.810015794355313,-3.453105720650177e-16
0,2.114421311302792,3.929499356231106e-16
0,2.103414393969227,5.228824056156973e-17
0,1.902329527695649,7.647745449701064e-17
0,-1.821064143263259,-1.157834175452685e-16
0,-1.826618583552846,-4.803531371937681e-16
0,-1.83217695142863,9.619922914661028e-17
0,-2.133877381886367,-8.341565974653801e-17
0,-2.132641185389812,-2.194477536069621e-16
0,-2.131335953557248,8.400823522423483e-16
0,-2.129960917567421,3.312976556267596e-16
0,-2.128516283726112,-6.842365494427524e-16
0,1.977685095198825,1.391271933588309e-16
0,1.907377592963443,6.093135069917453e-17
0,1.917188036220822,1.523075343682663e-17
0,1.921908944581652,3.374651486255318e-16
0,1.926463089657656,-6.123639394883944e-16
0,2.101010228997902,-3.548153610963611e-16
0,2.085206356017047,3.828904550659014e-16
0,2.088000923112012,-2.49580751107598e-16
0,2.090732649922669,-3.237764380733629e-17
0,2.093400181492067,4.065308846862129e-16
0,2.082351629026138,8.762729646845066e-16
0,-1.837732219446829,2.063832823653286e-16
0,-2.127002220596468,9.543249331986568e-17
0,1.979511280758948,-1.133830338088952e-16
0,1.930795724767462,-2.062644156746823e-19
0,-1.843278083121024,4.69279749764215e-17
0,1.297726079286389,-6.816121227829468e-19
0,1.298085277913319,1.937690877824829e-17
0,1.298682962731067,-1.122958150490783e-16
0,1.299517682673264,-1.003872696279912e-16
0,1.30058744124006,4.738224253585193e-18
0,1.30188972815743,-1.727548013564719e-16
0,1.303421555992372,1.88799080423321e-16
0,2.079443965525098,2.233762212724138e-16
0,1.982188591969945,2.667617633252413e-16
0,1.985416671831749,-3.336209402694143e-16
0,-2.125418911130017,3.867533207625186e-17
0,-2.123766573093032,-1.128985947267072e-16
0,-1.848808804597255,-2.956688237622132e-17
0,-1.886696761798023,9.704289988825187e-17
0,-1.891931442956023,-6.842968054569322e-17
0,-1.881407743615698,-1.742048467343842e-16
0,-1.854319028731432,-1.018814899882591e-16
0,1.305179499625668,-8.497028643649754e-17
0,1.314390862159758,-1.141921904172176e-16
0,1.311770056194227,-1.007562453069985e-17
0,1.309358088082047,-1.69048094972575e-16
0,1.317215480879119,-2.277078713031284e-16
0,1.320238673099108,-1.901064869537584e-16
0,1.323455015164015,3.618296003106086e-17
0,1.934820173100962,-4.043460746744929e-18
0,1.938395779161223,1.80195822161122e-16
0,2.076516710449023,-2.864354853742042e-16
0,1.988982699199988,3.782164622157166e-16
0,1.992751051435056,-6.941544189156023e-17
0,2.060437004723792,1.645726637421787e-16
0,2.063731052109771,8.35330815033004e-18
0,2.057078395908281,1.643823354488598e-16
0,2.05365828490913,3.509892715943167e-16
0,2.066953308672332,1.94556015764383e-16
0,-2.122045505854113,7.040820903673465e-16
0,-1.876070933669791,2.173246551444026e-16
0,-1.897104905657283,-3.885372290583218e-16
0,-1.902208996466877,1.186956902727309e-16
0,1.326858920433032,2.243505325119463e-19
0,1.996637163392925,-1.11246045412858e-16
0,-2.120256275115451,-3.860153610420804e-16
0,-1.870702263776685,4.037737604056015e-16
0,-1.907233524879682,6.687303430904816e-17
0,-1.921670443733634,2.391520435987575e-16
0,-1.916985965139294,2.190231905650717e-16
0,-1.934428769360886,2.330681533713457e-16
0,-1.930463263672405,2.047093487559975e-16
0,-1.926181541275286,1.855547721182296e-16
0,-1.937941960037662,5.57698076058848e-16
0,-1.940795423825784,5.180529466102747e-16
0,2.050178593686449,-1.468658216376176e-17
0,1.941292108965039,2.032263364173185e-16
0,1.619061305036605,1.458137468774185e-16
0,1.619855486442731,-1.002835089342303e-16
0,1.612325790263798,-5.252155732261106e-16
0,1.617502755305321,2.118315812730139e-16
0,1.615234159095014,1.233022016181637e-16
0,1.330442920797324,3.810342994157436e-17
0,1.346489677579329,-1.844749741554183e-16
0,1.342235054956996,-1.732880468260487e-17
0,1.338138736444413,7.626872692038732e-17
0,2.028141857578202,3.837238617644818e-17
0,2.024295477516955,8.9351655833664e-16
0,-1.942706570153854,-2.654358167808137e-16
0,2.000587543938365,-1.611801051697633e-16
0,1.608854865672281,3.501985786608729e-17
0,1.350896646034816,3.820459167428862e-16
0,1.355450050846813,-1.266168995181938e-18
0,-1.859803430691864,3.113132338713332e-16
