gamma_initial_prime,crossing_time_omega_inverse,strong_gamma_initial_prime,provenance
0.02,0.027208828243466432,0.07619742787996348,independent_root_and_optimization
0.025,0.027106042159821108,0.07619742787996348,independent_root_and_optimization
0.03,0.027012267710962545,0.07619742787996348,independent_root_and_optimization
0.035,0.026927354700879876,0.07619742787996348,independent_root_and_optimization
0.04,0.02685116157696812,0.07619742787996348,independent_root_and_optimization
0.045,0.026783554965782438,0.07619742787996348,independent_root_and_optimization
0.05,0.026724409244499262,0.07619742787996348,independent_root_and_optimization
0.05500000000000001,0.026673606144357213,0.07619742787996348,independent_root_and_optimization
0.06,0.02663103438444582,0.07619742787996348,independent_root_and_optimization
0.065,0.02659658933264459,0.07619742787996348,independent_root_and_optimization
0.07,0.026570172691870973,0.07619742787996348,independent_root_and_optimization
0.075,0.026551692209653838,0.07619742787996348,independent_root_and_optimization
0.07619742787996348,0.026548434581747507,0.07619742787996348,independent_root_and_optimization
0.08,0.026541061409236597,0.07619742787996348,independent_root_and_optimization
0.085,0.026538199340614972,0.07619742787996348,independent_root_and_optimization
0.09000000000000001,0.02654303035005793,0.07619742787996348,independent_root_and_optimization
0.095,0.026555483866794825,0.07619742787996348,independent_root_and_optimization
0.1,0.02657549420567369,0.07619742787996348,independent_root_and_optimization
0.10500000000000001,0.026603000384705273,0.07619742787996348,independent_root_and_optimization
0.11,0.026637945956508105,0.07619742787996348,independent_root_and_optimization
0.115,0.026680278852757425,0.07619742787996348,independent_root_and_optimization
0.12000000000000001,0.026729951240816688,0.07619742787996348,independent_root_and_optimization
0.125,0.026786919391846742,0.07619742787996348,independent_root_and_optimization
0.13,0.02685114355972372,0.07619742787996348,independent_root_and_optimization
0.135,0.026922587869865993,0.07619742787996348,independent_root_and_optimization
0.13999999999999999,0.027001220218191825,0.07619742787996348,independent_root_and_optimization
0.145,0.027087012178685,0.07619742787996348,independent_root_and_optimization
0.15,0.027179938919883254,0.07619742787996348,independent_root_and_optimization
0.155,0.02727997912956073,0.07619742787996348,independent_root_and_optimization
0.16,0.027387114947349106,0.07619742787996348,independent_root_and_optimization
0.16499999999999998,0.02750133190470888,0.07619742787996348,independent_root_and_optimization
0.16999999999999998,0.027622618872487698,0.07619742787996348,independent_root_and_optimization
0.175,0.027750968015186037,0.07619742787996348,independent_root_and_optimization
0.18,0.027886374752192532,0.07619742787996348,independent_root_and_optimization
0.185,0.028028837725346235,0.07619742787996348,independent_root_and_optimization
0.19,0.028178358773212172,0.07619742787996348,independent_root_and_optimization
0.195,0.02833494291134657,0.07619742787996348,independent_root_and_optimization
0.19999999999999998,0.028498598318688416,0.07619742787996348,independent_root_and_optimization
0.205,0.028669336330245182,0.07619742787996348,independent_root_and_optimization
0.21,0.02884717143537565,0.07619742787996348,independent_root_and_optimization
0.215,0.029032121282147876,0.07619742787996348,independent_root_and_optimization
0.22,0.02922420668766459,0.07619742787996348,independent_root_and_optimization
0.225,0.02942345165405575,0.07619742787996348,independent_root_and_optimization
0.22999999999999998,0.029629883390402758,0.07619742787996348,independent_root_and_optimization
0.235,0.02984353234071263,0.07619742787996348,independent_root_and_optimization
0.24,0.03006443221763683,0.07619742787996348,independent_root_and_optimization
0.245,0.030292620042559903,0.07619742787996348,independent_root_and_optimization
0.25,0.030528136191382244,0.07619742787996348,independent_root_and_optimization
0.255,0.0307710244471721,0.07619742787996348,independent_root_and_optimization
0.26,0.031021332058740556,0.07619742787996348,independent_root_and_optimization
0.265,0.03127910980601348,0.07619742787996348,independent_root_and_optimization
0.27,0.03154441207243151,0.07619742787996348,independent_root_and_optimization
0.275,0.0318172969239155,0.07619742787996348,independent_root_and_optimization
0.28,0.032097826195508494,0.07619742787996348,independent_root_and_optimization
0.28500000000000003,0.032386065585603765,0.07619742787996348,independent_root_and_optimization
0.29000000000000004,0.03268208475770005,0.07619742787996348,independent_root_and_optimization
0.29500000000000004,0.032985957450752924,0.07619742787996348,independent_root_and_optimization
0.30000000000000004,0.0332977615980098,0.07619742787996348,independent_root_and_optimization
0.30500000000000005,0.03361757945480477,0.07619742787996348,independent_root_and_optimization
0.31,0.03394549773613541,0.07619742787996348,independent_root_and_optimization
0.315,0.03428160776389678,0.07619742787996348,independent_root_and_optimization
0.32,0.03462600562483685,0.07619742787996348,independent_root_and_optimization
0.325,0.03497879233988009,0.07619742787996348,independent_root_and_optimization
0.33,0.03534007404486128,0.07619742787996348,independent_root_and_optimization
0.335,0.035709962184130646,0.07619742787996348,independent_root_and_optimization
0.34,0.0360885737173461,0.07619742787996348,independent_root_and_optimization
0.34500000000000003,0.03647603134046748,0.07619742787996348,independent_root_and_optimization
0.35000000000000003,0.03687246372186046,0.07619742787996348,independent_root_and_optimization
0.35500000000000004,0.037278005754473244,0.07619742787996348,independent_root_and_optimization
0.36000000000000004,0.037692798825295894,0.07619742787996348,independent_root_and_optimization
0.36500000000000005,0.038116991103305596,0.07619742787996348,independent_root_and_optimization
0.37000000000000005,0.038550737846947174,0.07619742787996348,independent_root_and_optimization
0.375,0.038994201733007175,0.07619742787996348,independent_root_and_optimization
0.38,0.03944755320816493,0.07619742787996348,independent_root_and_optimization
0.385,0.03991097086502461,0.07619742787996348,independent_root_and_optimization
0.39,0.04038464184448489,0.07619742787996348,independent_root_and_optimization
0.395,0.040868762266625835,0.07619742787996348,independent_root_and_optimization
0.4,0.04136353769208621,0.07619742787996348,independent_root_and_optimization
0.405,0.04186918361693551,0.07619742787996348,independent_root_and_optimization
0.41000000000000003,0.04238592600302187,0.07619742787996348,independent_root_and_optimization
0.41500000000000004,0.042914001847696594,0.07619742787996348,independent_root_and_optimization
0.42000000000000004,0.04345365979532797,0.07619742787996348,independent_root_and_optimization
0.42500000000000004,0.04400516079500621,0.07619742787996348,independent_root_and_optimization
0.43000000000000005,0.044568778807954006,0.07619742787996348,independent_root_and_optimization
0.43500000000000005,0.04514480156938133,0.07619742787996348,independent_root_and_optimization
0.44,0.04573353140962563,0.07619742787996348,independent_root_and_optimization
0.445,0.04633528614000364,0.07619742787996348,independent_root_and_optimization
0.45,0.0469504000095781,0.07619742787996348,independent_root_and_optimization
0.455,0.04757922473945849,0.07619742787996348,independent_root_and_optimization
0.46,0.04822213064224362,0.07619742787996348,independent_root_and_optimization
0.465,0.04887950783507489,0.07619742787996348,independent_root_and_optimization
0.47000000000000003,0.04955176755524853,0.07619742787996348,independent_root_and_optimization
0.47500000000000003,0.05023934358976978,0.07619742787996348,independent_root_and_optimization
0.48000000000000004,0.05094269382967389,0.07619742787996348,independent_root_and_optimization
0.48500000000000004,0.05166230196269764,0.07619742787996348,independent_root_and_optimization
0.49000000000000005,0.05239867931965835,0.07619742787996348,independent_root_and_optimization
0.49500000000000005,0.05315236689053458,0.07619742787996348,independent_root_and_optimization
0.5,0.053923937529833835,0.07619742787996348,independent_root_and_optimization
0.505,0.054713998372399986,0.07619742787996348,independent_root_and_optimization
0.51,0.055523193484380326,0.07619742787996348,independent_root_and_optimization
0.515,0.056352206776781474,0.07619742787996348,independent_root_and_optimization
0.52,0.05720176521353389,0.07619742787996348,independent_root_and_optimization
0.525,0.058072642350240164,0.07619742787996348,independent_root_and_optimization
0.53,0.05896566224484108,0.07619742787996348,independent_root_and_optimization
0.535,0.059881703788403,0.07619742787996348,independent_root_and_optimization
0.54,0.060821705510382004,0.07619742787996348,independent_root_and_optimization
0.545,0.06178667092254383,0.07619742787996348,independent_root_and_optimization
0.55,0.0627776744744245,0.07619742787996348,independent_root_and_optimization
0.555,0.06379586820673279,0.07619742787996348,independent_root_and_optimization
0.56,0.06484248920205794,0.07619742787996348,independent_root_and_optimization
0.5650000000000001,0.0659188679502107,0.07619742787996348,independent_root_and_optimization
0.5700000000000001,0.06702643776517675,0.07619742787996348,independent_root_and_optimization
0.5750000000000001,0.06816674541646241,0.07619742787996348,independent_root_and_optimization
0.5800000000000001,0.06934146316596258,0.07619742787996348,independent_root_and_optimization
0.5850000000000001,0.07055240243886235,0.07619742787996348,independent_root_and_optimization
0.5900000000000001,0.07180152940092185,0.07619742787996348,independent_root_and_optimization
0.5950000000000001,0.07309098276857688,0.07619742787996348,independent_root_and_optimization
0.6,0.0744230942456145,0.07619742787996348,independent_root_and_optimization
0.605,0.07580041206308924,0.07619742787996348,independent_root_and_optimization
0.61,0.0772257282030014,0.07619742787996348,independent_root_and_optimization
0.615,0.07870211001628367,0.07619742787996348,independent_root_and_optimization
0.62,0.0802329371110882,0.07619742787996348,independent_root_and_optimization
0.625,0.08182194459549288,0.07619742787996348,independent_root_and_optimization
0.63,0.08347327403000203,0.07619742787996348,independent_root_and_optimization
0.635,0.08519153379020494,0.07619742787996348,independent_root_and_optimization
0.64,0.08698187099555718,0.07619742787996348,independent_root_and_optimization
0.645,0.08885005775444094,0.07619742787996348,independent_root_and_optimization
0.65,0.09080259526894131,0.07619742787996348,independent_root_and_optimization
0.655,0.09284684040342461,0.07619742787996348,independent_root_and_optimization
0.66,0.09499116076419084,0.07619742787996348,independent_root_and_optimization
0.665,0.09724512631458827,0.07619742787996348,independent_root_and_optimization
0.67,0.09961974830480995,0.07619742787996348,independent_root_and_optimization
0.675,0.10212778017823675,0.07619742787996348,independent_root_and_optimization
0.68,0.10478410067981377,0.07619742787996348,independent_root_and_optimization
0.685,0.10760620749735474,0.07619742787996348,independent_root_and_optimization
0.6900000000000001,0.11061486179217349,0.07619742787996348,independent_root_and_optimization
0.6950000000000001,0.11383494218785488,0.07619742787996348,independent_root_and_optimization
0.7000000000000001,0.11729659499685265,0.07619742787996348,independent_root_and_optimization
0.7050000000000001,0.12103681228130939,0.07619742787996348,independent_root_and_optimization
0.7100000000000001,0.12510164259641735,0.07619742787996348,independent_root_and_optimization
0.7150000000000001,0.1295493629143648,0.07619742787996348,independent_root_and_optimization
0.7200000000000001,0.1344551567989715,0.07619742787996348,independent_root_and_optimization
0.725,0.13991823977019982,0.07619742787996348,independent_root_and_optimization
0.73,0.1460731335257359,0.07619742787996348,independent_root_and_optimization
0.735,0.15310834221649816,0.07619742787996348,independent_root_and_optimization
0.74,0.1612990852605427,0.07619742787996348,independent_root_and_optimization
