gamma_final_prime,lambda_zero_over_gamma_real,lambda_x_over_gamma_real,lambda_plus_over_gamma_real,lambda_minus_over_gamma_real,lambda_plus_over_gamma_imag,lambda_minus_over_gamma_imag,provenance
2.4081499999999996,0.0,-1.0,-1.7784995847016811,-1.2215004152983189,0.0,0.0,independent_characteristic_polynomial
2.4180999999999995,0.0,-1.0,-1.7810305943200737,-1.2189694056799263,0.0,0.0,independent_characteristic_polynomial
2.4280499999999994,0.0,-1.0,-1.783508371473968,-1.216491628526032,0.0,0.0,independent_characteristic_polynomial
2.4379999999999997,0.0,-1.0,-1.7859347949999038,-1.2140652050000962,0.0,0.0,independent_characteristic_polynomial
2.4479499999999996,0.0,-1.0,-1.7883116424067897,-1.2116883575932103,0.0,0.0,independent_characteristic_polynomial
2.4578999999999995,0.0,-1.0,-1.790640597434434,-1.209359402565566,0.0,0.0,independent_characteristic_polynomial
2.4678499999999994,0.0,-1.0,-1.7929232568926743,-1.2070767431073257,0.0,0.0,independent_characteristic_polynomial
2.4777999999999993,0.0,-1.0,-1.7951611368637452,-1.2048388631362548,0.0,0.0,independent_characteristic_polynomial
2.4877499999999997,0.0,-1.0,-1.7973556783394735,-1.2026443216605265,0.0,0.0,independent_characteristic_polynomial
2.4976999999999996,0.0,-1.0,-1.7995082523555335,-1.2004917476444665,0.0,0.0,independent_characteristic_polynomial
2.5076499999999995,0.0,-1.0,-1.8016201646770142,-1.1983798353229858,0.0,0.0,independent_characteristic_polynomial
2.5175999999999994,0.0,-1.0,-1.8036926600827372,-1.1963073399172628,0.0,0.0,independent_characteristic_polynomial
2.5275499999999993,0.0,-1.0,-1.8057269262899085,-1.1942730737100915,0.0,0.0,independent_characteristic_polynomial
2.5374999999999996,0.0,-1.0,-1.8077240975556799,-1.1922759024443201,0.0,0.0,independent_characteristic_polynomial
2.5474499999999995,0.0,-1.0,-1.8096852579878373,-1.1903147420121627,0.0,0.0,independent_characteristic_polynomial
2.5573999999999995,0.0,-1.0,-1.8116114445931002,-1.1883885554068998,0.0,0.0,independent_characteristic_polynomial
2.5673499999999994,0.0,-1.0,-1.813503650088248,-1.186496349911752,0.0,0.0,independent_characteristic_polynomial
2.5772999999999997,0.0,-1.0,-1.8153628254964644,-1.1846371745035356,0.0,0.0,independent_characteristic_polynomial
2.5872499999999996,0.0,-1.0,-1.8171898825488173,-1.1828101174511827,0.0,0.0,independent_characteristic_polynomial
2.5971999999999995,0.0,-1.0,-1.8189856959086346,-1.1810143040913654,0.0,0.0,independent_characteristic_polynomial
2.6071499999999994,0.0,-1.0,-1.82075110523464,-1.17924889476536,0.0,0.0,independent_characteristic_polynomial
2.6170999999999993,0.0,-1.0,-1.8224869170970528,-1.1775130829029472,0.0,0.0,independent_characteristic_polynomial
2.6270499999999997,0.0,-1.0,-1.8241939067593884,-1.1758060932406116,0.0,0.0,independent_characteristic_polynomial
2.6369999999999996,0.0,-1.0,-1.8258728198374068,-1.1741271801625932,0.0,0.0,independent_characteristic_polynomial
2.6469499999999995,0.0,-1.0,-1.827524373845511,-1.172475626154489,0.0,0.0,independent_characteristic_polynomial
2.6568999999999994,0.0,-1.0,-1.8291492596398846,-1.1708507403601154,0.0,0.0,independent_characteristic_polynomial
2.6668499999999997,0.0,-1.0,-1.8307481427667647,-1.1692518572332353,0.0,0.0,independent_characteristic_polynomial
2.6767999999999996,0.0,-1.0,-1.832321664723434,-1.167678335276566,0.0,0.0,independent_characteristic_polynomial
2.6867499999999995,0.0,-1.0,-1.8338704441388183,-1.1661295558611817,0.0,0.0,independent_characteristic_polynomial
2.6966999999999994,0.0,-1.0,-1.835395077879928,-1.164604922120072,0.0,0.0,independent_characteristic_polynomial
2.7066499999999993,0.0,-1.0,-1.8368961420898189,-1.1631038579101811,0.0,0.0,independent_characteristic_polynomial
2.7165999999999997,0.0,-1.0,-1.8383741931622348,-1.1616258068377652,0.0,0.0,independent_characteristic_polynomial
2.7265499999999996,0.0,-1.0,-1.8398297686576406,-1.1601702313423594,0.0,0.0,independent_characteristic_polynomial
2.7364999999999995,0.0,-1.0,-1.8412633881649387,-1.1587366118350613,0.0,0.0,independent_characteristic_polynomial
2.7464499999999994,0.0,-1.0,-1.8426755541127986,-1.1573244458872014,0.0,0.0,independent_characteristic_polynomial
2.7563999999999993,0.0,-1.0,-1.8440667525341858,-1.1559332474658142,0.0,0.0,independent_characteristic_polynomial
2.7663499999999996,0.0,-1.0,-1.8454374537873866,-1.1545625462126134,0.0,0.0,independent_characteristic_polynomial
2.7762999999999995,0.0,-1.0,-1.8467881132365438,-1.1532118867634562,0.0,0.0,independent_characteristic_polynomial
2.7862499999999994,0.0,-1.0,-1.8481191718944787,-1.1518808281055213,0.0,0.0,independent_characteristic_polynomial
2.7961999999999994,0.0,-1.0,-1.849431057030345,-1.150568942969655,0.0,0.0,independent_characteristic_polynomial
2.8061499999999997,0.0,-1.0,-1.850724182744464,-1.149275817255536,0.0,0.0,independent_characteristic_polynomial
2.8160999999999996,0.0,-1.0,-1.8519989505125016,-1.1480010494874984,0.0,0.0,independent_characteristic_polynomial
2.8260499999999995,0.0,-1.0,-1.8532557497009825,-1.1467442502990175,0.0,0.0,independent_characteristic_polynomial
2.8359999999999994,0.0,-1.0,-1.8544949580559793,-1.1455050419440207,0.0,0.0,independent_characteristic_polynomial
2.8459499999999993,0.0,-1.0,-1.8557169421666861,-1.1442830578333139,0.0,0.0,independent_characteristic_polynomial
2.8558999999999997,0.0,-1.0,-1.8569220579054442,-1.1430779420945558,0.0,0.0,independent_characteristic_polynomial
2.8658499999999996,0.0,-1.0,-1.8581106508456822,-1.1418893491543178,0.0,0.0,independent_characteristic_polynomial
2.8757999999999995,0.0,-1.0,-1.859283056659123,-1.140716943340877,0.0,0.0,independent_characteristic_polynomial
2.8857499999999994,0.0,-1.0,-1.8604396014935092,-1.1395603985064908,0.0,0.0,independent_characteristic_polynomial
2.8956999999999993,0.0,-1.0,-1.8615806023320167,-1.1384193976679833,0.0,0.0,independent_characteristic_polynomial
2.9056499999999996,0.0,-1.0,-1.8627063673354343,-1.1372936326645657,0.0,0.0,independent_characteristic_polynomial
2.9155999999999995,0.0,-1.0,-1.8638171961681202,-1.1361828038318798,0.0,0.0,independent_characteristic_polynomial
2.9255499999999994,0.0,-1.0,-1.8649133803086742,-1.1350866196913258,0.0,0.0,independent_characteristic_polynomial
2.9354999999999993,0.0,-1.0,-1.8659952033461937,-1.1340047966538063,0.0,0.0,independent_characteristic_polynomial
2.9454499999999997,0.0,-1.0,-1.867062941262938,-1.132937058737062,0.0,0.0,independent_characteristic_polynomial
2.9553999999999996,0.0,-1.0,-1.8681168627041516,-1.1318831372958484,0.0,0.0,independent_characteristic_polynomial
2.9653499999999995,0.0,-1.0,-1.8691572292357652,-1.1308427707642348,0.0,0.0,independent_characteristic_polynomial
2.9752999999999994,0.0,-1.0,-1.8701842955906334,-1.1298157044093666,0.0,0.0,independent_characteristic_polynomial
2.9852499999999993,0.0,-1.0,-1.8711983099039329,-1.1288016900960671,0.0,0.0,independent_characteristic_polynomial
2.9951999999999996,0.0,-1.0,-1.8721995139383012,-1.1278004860616988,0.0,0.0,independent_characteristic_polynomial
3.0051499999999995,0.0,-1.0,-1.8731881432992616,-1.1268118567007384,0.0,0.0,independent_characteristic_polynomial
3.0150999999999994,0.0,-1.0,-1.8741644276414444,-1.1258355723585556,0.0,0.0,independent_characteristic_polynomial
3.0250499999999994,0.0,-1.0,-1.8751285908660837,-1.1248714091339163,0.0,0.0,independent_characteristic_polynomial
3.0349999999999993,0.0,-1.0,-1.8760808513102374,-1.1239191486897626,0.0,0.0,independent_characteristic_polynomial
3.0449499999999996,0.0,-1.0,-1.877021421928157,-1.122978578071843,0.0,0.0,independent_characteristic_polynomial
3.0548999999999995,0.0,-1.0,-1.877950510465198,-1.122049489534802,0.0,0.0,independent_characteristic_polynomial
3.0648499999999994,0.0,-1.0,-1.8788683196246483,-1.1211316803753517,0.0,0.0,independent_characteristic_polynomial
3.0747999999999993,0.0,-1.0,-1.879775047227826,-1.120224952772174,0.0,0.0,independent_characteristic_polynomial
3.0847499999999997,0.0,-1.0,-1.8806708863677721,-1.1193291136322279,0.0,0.0,independent_characteristic_polynomial
3.0946999999999996,0.0,-1.0,-1.8815560255568546,-1.1184439744431454,0.0,0.0,independent_characteristic_polynomial
3.1046499999999995,0.0,-1.0,-1.882430648868577,-1.117569351131423,0.0,0.0,independent_characteristic_polynomial
3.1145999999999994,0.0,-1.0,-1.8832949360738647,-1.1167050639261353,0.0,0.0,independent_characteristic_polynomial
3.1245499999999993,0.0,-1.0,-1.8841490627720932,-1.1158509372279068,0.0,0.0,independent_characteristic_polynomial
3.1344999999999996,0.0,-1.0,-1.884993200517104,-1.115006799482896,0.0,0.0,independent_characteristic_polynomial
3.1444499999999995,0.0,-1.0,-1.8858275169384418,-1.1141724830615582,0.0,0.0,independent_characteristic_polynomial
3.1543999999999994,0.0,-1.0,-1.886652175858032,-1.113347824141968,0.0,0.0,independent_characteristic_polynomial
3.1643499999999993,0.0,-1.0,-1.8874673374025066,-1.1125326625974934,0.0,0.0,independent_characteristic_polynomial
3.1742999999999992,0.0,-1.0,-1.888273158111379,-1.111726841888621,0.0,0.0,independent_characteristic_polynomial
3.1842499999999996,0.0,-1.0,-1.8890697910412464,-1.1109302089587536,0.0,0.0,independent_characteristic_polynomial
3.1941999999999995,0.0,-1.0,-1.8898573858662067,-1.1101426141337933,0.0,0.0,independent_characteristic_polynomial
3.2041499999999994,0.0,-1.0,-1.8906360889746492,-1.1093639110253508,0.0,0.0,independent_characteristic_polynomial
3.2140999999999993,0.0,-1.0,-1.8914060435625792,-1.1085939564374208,0.0,0.0,independent_characteristic_polynomial
3.2240499999999996,0.0,-1.0,-1.8921673897236313,-1.1078326102763687,0.0,0.0,independent_characteristic_polynomial
3.2339999999999995,0.0,-1.0,-1.8929202645359084,-1.1070797354640916,0.0,0.0,independent_characteristic_polynomial
3.2439499999999994,0.0,-1.0,-1.8936648021457847,-1.1063351978542153,0.0,0.0,independent_characteristic_polynomial
3.2538999999999993,0.0,-1.0,-1.8944011338488025,-1.1055988661511975,0.0,0.0,independent_characteristic_polynomial
3.2638499999999993,0.0,-1.0,-1.8951293881677813,-1.1048706118322187,0.0,0.0,independent_characteristic_polynomial
3.2737999999999996,0.0,-1.0,-1.8958496909282605,-1.1041503090717395,0.0,0.0,independent_characteristic_polynomial
3.2837499999999995,0.0,-1.0,-1.896562165331379,-1.103437834668621,0.0,0.0,independent_characteristic_polynomial
3.2936999999999994,0.0,-1.0,-1.8972669320243054,-1.1027330679756946,0.0,0.0,independent_characteristic_polynomial
3.3036499999999993,0.0,-1.0,-1.8979641091683126,-1.1020358908316874,0.0,0.0,independent_characteristic_polynomial
3.313599999999999,0.0,-1.0,-1.8986538125045915,-1.1013461874954085,0.0,0.0,independent_characteristic_polynomial
3.3235499999999996,0.0,-1.0,-1.8993361554179007,-1.1006638445820993,0.0,0.0,independent_characteristic_polynomial
3.3334999999999995,0.0,-1.0,-1.9000112489981313,-1.0999887510018687,0.0,0.0,independent_characteristic_polynomial
3.3434499999999994,0.0,-1.0,-1.9006792020998744,-1.0993207979001256,0.0,0.0,independent_characteristic_polynomial
3.3533999999999993,0.0,-1.0,-1.9013401214000658,-1.0986598785999342,0.0,0.0,independent_characteristic_polynomial
3.3633499999999996,0.0,-1.0,-1.9019941114537864,-1.0980058885462136,0.0,0.0,independent_characteristic_polynomial
3.3732999999999995,0.0,-1.0,-1.902641274748286,-1.097358725251714,0.0,0.0,independent_characteristic_polynomial
3.3832499999999994,0.0,-1.0,-1.9032817117553023,-1.0967182882446977,0.0,0.0,independent_characteristic_polynomial
3.3931999999999993,0.0,-1.0,-1.9039155209817378,-1.0960844790182622,0.0,0.0,independent_characteristic_polynomial
3.4031499999999992,0.0,-1.0,-1.9045427990187567,-1.0954572009812433,0.0,0.0,independent_characteristic_polynomial
3.4130999999999996,0.0,-1.0,-1.9051636405893626,-1.0948363594106374,0.0,0.0,independent_characteristic_polynomial
3.4230499999999995,0.0,-1.0,-1.905778138594512,-1.094221861405488,0.0,0.0,independent_characteristic_polynomial
3.4329999999999994,0.0,-1.0,-1.906386384157821,-1.093613615842179,0.0,0.0,independent_characteristic_polynomial
3.4429499999999993,0.0,-1.0,-1.906988466668912,-1.093011533331088,0.0,0.0,independent_characteristic_polynomial
3.452899999999999,0.0,-1.0,-1.9075844738254548,-1.0924155261745452,0.0,0.0,independent_characteristic_polynomial
3.4628499999999995,0.0,-1.0,-1.9081744916739478,-1.0918255083260522,0.0,0.0,independent_characteristic_polynomial
3.4727999999999994,0.0,-1.0,-1.9087586046492833,-1.0912413953507167,0.0,0.0,independent_characteristic_polynomial
3.4827499999999993,0.0,-1.0,-1.9093368956131433,-1.0906631043868567,0.0,0.0,independent_characteristic_polynomial
3.4926999999999992,0.0,-1.0,-1.9099094458912658,-1.0900905541087342,0.0,0.0,independent_characteristic_polynomial
3.5026499999999996,0.0,-1.0,-1.910476335309621,-1.089523664690379,0.0,0.0,independent_characteristic_polynomial
3.5125999999999995,0.0,-1.0,-1.9110376422295368,-1.0889623577704632,0.0,0.0,independent_characteristic_polynomial
3.5225499999999994,0.0,-1.0,-1.9115934435818112,-1.0884065564181888,0.0,0.0,independent_characteristic_polynomial
3.5324999999999993,0.0,-1.0,-1.912143814899844,-1.087856185100156,0.0,0.0,independent_characteristic_polynomial
3.542449999999999,0.0,-1.0,-1.9126888303518235,-1.0873111696481765,0.0,0.0,independent_characteristic_polynomial
3.5523999999999996,0.0,-1.0,-1.913228562772002,-1.086771437227998,0.0,0.0,independent_characteristic_polynomial
3.5623499999999995,0.0,-1.0,-1.9137630836910868,-1.0862369163089132,0.0,0.0,independent_characteristic_polynomial
3.5722999999999994,0.0,-1.0,-1.914292463365781,-1.085707536634219,0.0,0.0,independent_characteristic_polynomial
3.5822499999999993,0.0,-1.0,-1.9148167708075012,-1.0851832291924988,0.0,0.0,independent_characteristic_polynomial
3.592199999999999,0.0,-1.0,-1.9153360738102985,-1.0846639261897015,0.0,0.0,independent_characteristic_polynomial
3.6021499999999995,0.0,-1.0,-1.9158504389780098,-1.0841495610219902,0.0,0.0,independent_characteristic_polynomial
3.6120999999999994,0.0,-1.0,-1.916359931750667,-1.083640068249333,0.0,0.0,independent_characteristic_polynomial
3.6220499999999993,0.0,-1.0,-1.9168646164301857,-1.0831353835698143,0.0,0.0,independent_characteristic_polynomial
3.6319999999999992,0.0,-1.0,-1.9173645562053572,-1.0826354437946428,0.0,0.0,independent_characteristic_polynomial
3.6419499999999996,0.0,-1.0,-1.9178598131761682,-1.0821401868238318,0.0,0.0,independent_characteristic_polynomial
3.6518999999999995,0.0,-1.0,-1.918350448377469,-1.081649551622531,0.0,0.0,independent_characteristic_polynomial
3.6618499999999994,0.0,-1.0,-1.9188365218020096,-1.0811634781979904,0.0,0.0,independent_characteristic_polynomial
3.6717999999999993,0.0,-1.0,-1.9193180924228672,-1.0806819075771328,0.0,0.0,independent_characteristic_polynomial
3.681749999999999,0.0,-1.0,-1.9197952182152807,-1.0802047817847193,0.0,0.0,independent_characteristic_polynomial
3.6916999999999995,0.0,-1.0,-1.920267956177913,-1.079732043822087,0.0,0.0,independent_characteristic_polynomial
3.7016499999999994,0.0,-1.0,-1.9207363623535603,-1.0792636376464397,0.0,0.0,independent_characteristic_polynomial
3.7115999999999993,0.0,-1.0,-1.9212004918493206,-1.0787995081506794,0.0,0.0,independent_characteristic_polynomial
3.7215499999999992,0.0,-1.0,-1.9216603988562462,-1.0783396011437538,0.0,0.0,independent_characteristic_polynomial
3.731499999999999,0.0,-1.0,-1.922116136668487,-1.077883863331513,0.0,0.0,independent_characteristic_polynomial
3.7414499999999995,0.0,-1.0,-1.9225677577019475,-1.0774322422980525,0.0,0.0,independent_characteristic_polynomial
3.7513999999999994,0.0,-1.0,-1.92301531351247,-1.07698468648753,0.0,0.0,independent_characteristic_polynomial
3.7613499999999993,0.0,-1.0,-1.9234588548135547,-1.0765411451864453,0.0,0.0,independent_characteristic_polynomial
3.771299999999999,0.0,-1.0,-1.923898431493638,-1.076101568506362,0.0,0.0,independent_characteristic_polynomial
3.7812499999999996,0.0,-1.0,-1.9243340926329355,-1.0756659073670645,0.0,0.0,independent_characteristic_polynomial
3.7911999999999995,0.0,-1.0,-1.9247658865198665,-1.0752341134801335,0.0,0.0,independent_characteristic_polynomial
3.8011499999999994,0.0,-1.0,-1.9251938606670707,-1.0748061393329293,0.0,0.0,independent_characteristic_polynomial
3.8110999999999993,0.0,-1.0,-1.9256180618270309,-1.0743819381729691,0.0,0.0,independent_characteristic_polynomial
3.821049999999999,0.0,-1.0,-1.9260385360073111,-1.0739614639926889,0.0,0.0,independent_characteristic_polynomial
3.8309999999999995,0.0,-1.0,-1.9264553284854233,-1.0735446715145767,0.0,0.0,independent_characteristic_polynomial
3.8409499999999994,0.0,-1.0,-1.9268684838233314,-1.0731315161766686,0.0,0.0,independent_characteristic_polynomial
3.8508999999999993,0.0,-1.0,-1.9272780458816063,-1.0727219541183937,0.0,0.0,independent_characteristic_polynomial
3.8608499999999992,0.0,-1.0,-1.9276840578332382,-1.0723159421667618,0.0,0.0,independent_characteristic_polynomial
3.870799999999999,0.0,-1.0,-1.9280865621771186,-1.0719134378228814,0.0,0.0,independent_characteristic_polynomial
3.8807499999999995,0.0,-1.0,-1.9284856007512017,-1.0715143992487983,0.0,0.0,independent_characteristic_polynomial
3.8906999999999994,0.0,-1.0,-1.9288812147453505,-1.0711187852546495,0.0,0.0,independent_characteristic_polynomial
3.9006499999999993,0.0,-1.0,-1.9292734447138828,-1.0707265552861172,0.0,0.0,independent_characteristic_polynomial
3.910599999999999,0.0,-1.0,-1.9296623305878193,-1.0703376694121807,0.0,0.0,independent_characteristic_polynomial
3.9205499999999995,0.0,-1.0,-1.9300479116868465,-1.0699520883131535,0.0,0.0,independent_characteristic_polynomial
3.9304999999999994,0.0,-1.0,-1.930430226730999,-1.069569773269001,0.0,0.0,independent_characteristic_polynomial
3.9404499999999993,0.0,-1.0,-1.9308093138520728,-1.0691906861479272,0.0,0.0,independent_characteristic_polynomial
3.9503999999999992,0.0,-1.0,-1.9311852106047733,-1.0688147893952267,0.0,0.0,independent_characteristic_polynomial
3.960349999999999,0.0,-1.0,-1.9315579539776075,-1.0684420460223925,0.0,0.0,independent_characteristic_polynomial
3.9702999999999995,0.0,-1.0,-1.9319275804035267,-1.0680724195964733,0.0,0.0,independent_characteristic_polynomial
3.9802499999999994,0.0,-1.0,-1.9322941257703259,-1.0677058742296741,0.0,0.0,independent_characteristic_polynomial
3.9901999999999993,0.0,-1.0,-1.9326576254308088,-1.0673423745691912,0.0,0.0,independent_characteristic_polynomial
4.00015,0.0,-1.0,-1.9330181142127212,-1.0669818857872788,0.0,0.0,independent_characteristic_polynomial
4.0100999999999996,0.0,-1.0,-1.9333756264284616,-1.0666243735715384,0.0,0.0,independent_characteristic_polynomial
4.0200499999999995,0.0,-1.0,-1.9337301958845745,-1.0662698041154255,0.0,0.0,independent_characteristic_polynomial
4.029999999999999,0.0,-1.0,-1.9340818558910313,-1.0659181441089687,0.0,0.0,independent_characteristic_polynomial
4.039949999999999,0.0,-1.0,-1.9344306392703063,-1.0655693607296937,0.0,0.0,independent_characteristic_polynomial
4.049899999999999,0.0,-1.0,-1.9347765783662494,-1.0652234216337506,0.0,0.0,independent_characteristic_polynomial
4.059849999999999,0.0,-1.0,-1.9351197050527658,-1.0648802949472342,0.0,0.0,independent_characteristic_polynomial
4.069799999999999,0.0,-1.0,-1.9354600507423037,-1.0645399492576963,0.0,0.0,independent_characteristic_polynomial
4.07975,0.0,-1.0,-1.9357976463941577,-1.0642023536058423,0.0,0.0,independent_characteristic_polynomial
4.0897,0.0,-1.0,-1.9361325225225912,-1.0638674774774088,0.0,0.0,independent_characteristic_polynomial
4.09965,0.0,-1.0,-1.9364647092047809,-1.0635352907952191,0.0,0.0,independent_characteristic_polynomial
4.1095999999999995,0.0,-1.0,-1.936794236088594,-1.063205763911406,0.0,0.0,independent_characteristic_polynomial
4.119549999999999,0.0,-1.0,-1.9371211324001931,-1.0628788675998069,0.0,0.0,independent_characteristic_polynomial
4.129499999999999,0.0,-1.0,-1.9374454269514834,-1.0625545730485166,0.0,0.0,independent_characteristic_polynomial
4.139449999999999,0.0,-1.0,-1.9377671481473961,-1.0622328518526039,0.0,0.0,independent_characteristic_polynomial
4.149399999999999,0.0,-1.0,-1.938086323993022,-1.061913676006978,0.0,0.0,independent_characteristic_polynomial
4.159349999999999,0.0,-1.0,-1.9384029821005906,-1.0615970178994094,0.0,0.0,independent_characteristic_polynomial
4.169299999999999,0.0,-1.0,-1.9387171496963027,-1.0612828503036973,0.0,0.0,independent_characteristic_polynomial
4.17925,0.0,-1.0,-1.9390288536270224,-1.0609711463729776,0.0,0.0,independent_characteristic_polynomial
4.1892,0.0,-1.0,-1.939338120366825,-1.060661879633175,0.0,0.0,independent_characteristic_polynomial
4.1991499999999995,0.0,-1.0,-1.9396449760234113,-1.0603550239765887,0.0,0.0,independent_characteristic_polynomial
4.209099999999999,0.0,-1.0,-1.9399494463443894,-1.0600505536556106,0.0,0.0,independent_characteristic_polynomial
4.219049999999999,0.0,-1.0,-1.940251556723423,-1.059748443276577,0.0,0.0,independent_characteristic_polynomial
4.228999999999999,0.0,-1.0,-1.9405513322062582,-1.0594486677937418,0.0,0.0,independent_characteristic_polynomial
4.238949999999999,0.0,-1.0,-1.9408487974966213,-1.0591512025033787,0.0,0.0,independent_characteristic_polynomial
4.248899999999999,0.0,-1.0,-1.941143976962002,-1.058856023037998,0.0,0.0,independent_characteristic_polynomial
4.258849999999999,0.0,-1.0,-1.9414368946393132,-1.0585631053606868,0.0,0.0,independent_characteristic_polynomial
4.2688,0.0,-1.0,-1.9417275742404398,-1.0582724257595602,0.0,0.0,independent_characteristic_polynomial
4.27875,0.0,-1.0,-1.9420160391576735,-1.0579839608423265,0.0,0.0,independent_characteristic_polynomial
4.2886999999999995,0.0,-1.0,-1.9423023124690402,-1.0576976875309598,0.0,0.0,independent_characteristic_polynomial
4.298649999999999,0.0,-1.0,-1.9425864169435179,-1.0574135830564821,0.0,0.0,independent_characteristic_polynomial
4.308599999999999,0.0,-1.0,-1.9428683750461517,-1.0571316249538483,0.0,0.0,independent_characteristic_polynomial
4.318549999999999,0.0,-1.0,-1.9431482089430687,-1.0568517910569313,0.0,0.0,independent_characteristic_polynomial
4.328499999999999,0.0,-1.0,-1.9434259405063894,-1.0565740594936106,0.0,0.0,independent_characteristic_polynomial
4.338449999999999,0.0,-1.0,-1.9437015913190456,-1.0562984086809544,0.0,0.0,independent_characteristic_polynomial
4.348399999999999,0.0,-1.0,-1.9439751826795026,-1.0560248173204974,0.0,0.0,independent_characteristic_polynomial
4.35835,0.0,-1.0,-1.944246735606387,-1.055753264393613,0.0,0.0,independent_characteristic_polynomial
4.3683,0.0,-1.0,-1.944516270843026,-1.055483729156974,0.0,0.0,independent_characteristic_polynomial
4.3782499999999995,0.0,-1.0,-1.9447838088618976,-1.0552161911381024,0.0,0.0,independent_characteristic_polynomial
4.388199999999999,0.0,-1.0,-1.9450493698689941,-1.0549506301310059,0.0,0.0,independent_characteristic_polynomial
4.398149999999999,0.0,-1.0,-1.945312973808102,-1.054687026191898,0.0,0.0,independent_characteristic_polynomial
4.408099999999999,0.0,-1.0,-1.9455746403649976,-1.0544253596350024,0.0,0.0,independent_characteristic_polynomial
4.418049999999999,0.0,-1.0,-1.9458343889715644,-1.0541656110284356,0.0,0.0,independent_characteristic_polynomial
4.427999999999999,0.0,-1.0,-1.9460922388098298,-1.0539077611901702,0.0,0.0,independent_characteristic_polynomial
4.437949999999999,0.0,-1.0,-1.9463482088159256,-1.0536517911840744,0.0,0.0,independent_characteristic_polynomial
4.447899999999999,0.0,-1.0,-1.9466023176839733,-1.0533976823160267,0.0,0.0,independent_characteristic_polynomial
4.45785,0.0,-1.0,-1.9468545838698945,-1.0531454161301055,0.0,0.0,independent_characteristic_polynomial
4.4677999999999995,0.0,-1.0,-1.9471050255951514,-1.0528949744048486,0.0,0.0,independent_characteristic_polynomial
4.4777499999999995,0.0,-1.0,-1.9473536608504158,-1.0526463391495842,0.0,0.0,independent_characteristic_polynomial
4.487699999999999,0.0,-1.0,-1.9476005073991676,-1.0523994926008324,0.0,0.0,independent_characteristic_polynomial
4.497649999999999,0.0,-1.0,-1.9478455827812304,-1.0521544172187696,0.0,0.0,independent_characteristic_polynomial
4.507599999999999,0.0,-1.0,-1.9480889043162357,-1.0519110956837643,0.0,0.0,independent_characteristic_polynomial
4.517549999999999,0.0,-1.0,-1.9483304891070277,-1.0516695108929723,0.0,0.0,independent_characteristic_polynomial
4.527499999999999,0.0,-1.0,-1.9485703540430015,-1.0514296459569985,0.0,0.0,independent_characteristic_polynomial
4.537449999999999,0.0,-1.0,-1.948808515803382,-1.051191484196618,0.0,0.0,independent_characteristic_polynomial
4.5474,0.0,-1.0,-1.9490449908604415,-1.0509550091395585,0.0,0.0,independent_characteristic_polynomial
4.55735,0.0,-1.0,-1.9492797954826573,-1.0507202045173427,0.0,0.0,independent_characteristic_polynomial
4.5672999999999995,0.0,-1.0,-1.9495129457378146,-1.0504870542621854,0.0,0.0,independent_characteristic_polynomial
4.577249999999999,0.0,-1.0,-1.9497444574960496,-1.0502555425039504,0.0,0.0,independent_characteristic_polynomial
4.587199999999999,0.0,-1.0,-1.9499743464328392,-1.0500256535671608,0.0,0.0,independent_characteristic_polynomial
4.597149999999999,0.0,-1.0,-1.9502026280319362,-1.0497973719680638,0.0,0.0,independent_characteristic_polynomial
4.607099999999999,0.0,-1.0,-1.9504293175882514,-1.0495706824117486,0.0,0.0,independent_characteristic_polynomial
4.617049999999999,0.0,-1.0,-1.950654430210684,-1.049345569789316,0.0,0.0,independent_characteristic_polynomial
4.626999999999999,0.0,-1.0,-1.950877980824902,-1.049122019175098,0.0,0.0,independent_characteristic_polynomial
4.63695,0.0,-1.0,-1.9510999841760703,-1.0489000158239297,0.0,0.0,independent_characteristic_polynomial
4.6469,0.0,-1.0,-1.9513204548315337,-1.0486795451684663,0.0,0.0,independent_characteristic_polynomial
4.6568499999999995,0.0,-1.0,-1.9515394071834506,-1.0484605928165494,0.0,0.0,independent_characteristic_polynomial
4.666799999999999,0.0,-1.0,-1.9517568554513787,-1.0482431445486213,0.0,0.0,independent_characteristic_polynomial
4.676749999999999,0.0,-1.0,-1.9519728136848182,-1.0480271863151818,0.0,0.0,independent_characteristic_polynomial
4.686699999999999,0.0,-1.0,-1.952187295765707,-1.047812704234293,0.0,0.0,independent_characteristic_polynomial
4.696649999999999,0.0,-1.0,-1.9524003154108747,-1.0475996845891253,0.0,0.0,independent_characteristic_polynomial
4.706599999999999,0.0,-1.0,-1.9526118861744524,-1.0473881138255476,0.0,0.0,independent_characteristic_polynomial
4.716549999999999,0.0,-1.0,-1.9528220214502399,-1.0471779785497601,0.0,0.0,independent_characteristic_polynomial
4.726499999999999,0.0,-1.0,-1.953030734474034,-1.046969265525966,0.0,0.0,independent_characteristic_polynomial
4.73645,0.0,-1.0,-1.9532380383259142,-1.0467619616740858,0.0,0.0,independent_characteristic_polynomial
4.7463999999999995,0.0,-1.0,-1.9534439459324893,-1.0465560540675107,0.0,0.0,independent_characteristic_polynomial
4.756349999999999,0.0,-1.0,-1.9536484700691064,-1.0463515299308936,0.0,0.0,independent_characteristic_polynomial
4.766299999999999,0.0,-1.0,-1.9538516233620213,-1.0461483766379787,0.0,0.0,independent_characteristic_polynomial
4.776249999999999,0.0,-1.0,-1.954053418290532,-1.045946581709468,0.0,0.0,independent_characteristic_polynomial
