series,alpha,tau_gamma_f_t,d_cold,d_hot,d_cold_minus_hot,provenance
alpha_1_over_3,0.3333333333333333,0.55,0.6823072348526454,0.5212458509022286,0.1610613839504168,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,0.56,0.6777722388598794,0.5176242226980705,0.16014801616180885,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,0.5700000000000001,0.6732673189446783,0.5140293622797852,0.15923795666489304,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,0.58,0.6687922747974886,0.5104610497017835,0.15833122509570507,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,0.59,0.6643469074712436,0.5069190670817247,0.15742784038951885,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,0.6,0.6599310193715533,0.5034031985789041,0.15652782079264915,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,0.61,0.6555444142469751,0.4999132303728776,0.15563118387409747,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,0.62,0.6511868971793603,0.4964489506423206,0.1547379465370397,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,0.63,0.6468582745742806,0.49301014954411987,0.1538481250301607,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,0.64,0.6425583541515297,0.48959661919269576,0.15296173495883397,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,0.65,0.6382869449357033,0.4862081536395487,0.15207879129615454,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,0.66,0.6340438572468511,0.4828445488530342,0.1511993083938169,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,0.67,0.6298289026912077,0.4795056026983572,0.15032329999285055,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,0.68,0.6256418941519931,0.47619111491778887,0.14945077923420425,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,0.6900000000000001,0.6214826457802907,0.47290088711109884,0.14858175866919182,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,0.7000000000000001,0.6173509729859948,0.4696347227162051,0.14771625026978974,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,0.71,0.613246692428832,0.4663924269900337,0.14685426543879831,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,0.72,0.6091696220094523,0.4631738069895926,0.14599581501985975,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,0.73,0.6051195808605928,0.45997867155325234,0.14514090930734047,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,0.74,0.6010963893383087,0.45680683128223154,0.14428955805607713,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,0.75,0.5970998690132772,0.4536580985222888,0.14344177049098839,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,0.76,0.5931298426621657,0.45053228734561507,0.14259755531655066,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,0.77,0.5891861342590725,0.4474292135329258,0.1417569207261467,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,0.78,0.5852685689670314,0.4443486945557496,0.1409198744112818,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,0.79,0.5813769731295847,0.44129054955891384,0.14008642357067086,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,0.8,0.5775111742624226,0.4382545993432222,0.1392565749192004,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,0.81,0.5736710010450872,0.43524066634832326,0.1384303346967639,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,0.8200000000000001,0.5698562833127421,0.43224857463576866,0.13760770867697342,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,0.8300000000000001,0.5660668520480064,0.4292781498722574,0.13678870217574907,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,0.84,0.5623025393728518,0.4263292193130655,0.1359733200597863,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,0.85,0.5585631785405639,0.42340161178565844,0.13516156675490548,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,0.86,0.5548486039277654,0.42049515767348383,0.13435344625428153,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,0.87,0.5511586510265012,0.4176096888999444,0.1335489621265568,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,0.88,0.5474931564363862,0.4147450389125457,0.13274811752384047,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,0.89,0.5438519578568118,0.4119010426672209,0.13195091518959096,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,0.9,0.5402348940792158,0.40907753661282725,0.1311573574663885,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,0.91,0.536641804979409,0.40627435867581413,0.13036744630359492,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,0.92,0.5330725315099635,0.40349134824506017,0.1295811832649033,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,0.93,0.5295269156926574,0.40072834615687847,0.12879856953577895,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,0.9400000000000001,0.5260048006109811,0.3979851946801861,0.12801960593079498,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,0.9500000000000001,0.5225060304026982,0.3952617375018387,0.12724429290085948,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,0.96,0.5190304502524639,0.39255781971212544,0.12647263054033842,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,0.97,0.5155779063845027,0.38987328779042635,0.1257046185940764,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,0.98,0.5121482460553393,0.3872079895910254,0.12494025646431384,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,0.99,0.5087413175465857,0.3845617743290821,0.12417954321750357,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.0,0.5053569701577858,0.38193449256675693,0.12342247759102887,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.01,0.5019950541993113,0.37932599619949103,0.12266905799982031,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.02,0.4986554209853142,0.3767361384424359,0.12191928254287826,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.03,0.4953379228267324,0.3741647738170338,0.12117314900969861,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.04,0.4920424130243479,0.37161175813774644,0.12043065488660148,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.05,0.4887687458618982,0.3690769484989296,0.11969179736296864,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.06,0.48551677659924053,0.3665602032618527,0.11895657333738785,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.07,0.48228636146556736,0.36406138204186184,0.11822497942370552,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.08,0.47907735765267245,0.36158034569568404,0.11749701195698842,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.09,0.4758896233082704,0.3591169563088725,0.11677266699939787,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.1,0.4727230175293636,0.3566710771833889,0.11605194034597466,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.11,0.4695774003556609,0.3542425728253235,0.11533482753033741,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.12,0.4664526327630469,0.3518313089327512,0.11462132383029566,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.1300000000000001,0.4633485766570973,0.34943715238372064,0.11391142427337664,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.1400000000000001,0.460265094866646,0.34705997122437504,0.11320512364227098,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.1500000000000001,0.45720205113739976,0.3446996346572065,0.11250241648019327,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.16,0.45415931012559896,0.3423560130294364,0.11180329709616255,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.17,0.45113673739172866,0.3400289778215267,0.11110775957020197,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.18,0.448134199394275,0.3377184016358161,0.11041579775845889,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.19,0.4451515634835283,0.335424158185282,0.10972740529824632,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.2,0.4421886978954331,0.33314612228242596,0.10904257561300712,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.21,0.4392454717454839,0.3308841698282816,0.10836130191720228,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.22,0.4363217550226658,0.32863817780154353,0.10768357722112226,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.23,0.43341741858344085,0.3264080242478153,0.10700939433562556,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.24,0.43053233414577946,0.32419358826897743,0.10633874587680203,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.25,0.42766637428323495,0.3219947500126693,0.10567162427056564,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.26,0.424819412419063,0.3198113906618896,0.10500802175717339,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.27,0.4219913228203841,0.3176433924247099,0.1043479303956742,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.28,0.4191819805923902,0.3154906385241001,0.10369134206829012,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.29,0.4163912616725923,0.3133530131878677,0.10303824848472465,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.3,0.4136190428251129,0.3112304016387064,0.1023886411864065,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.31,0.410865201635019,0.309122690084354,0.101742511550665,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.32,0.40812961650269625,0.30702976570785784,0.10109985079483841,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.33,0.40541216663826746,0.3049515166579484,0.10046064998031906,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.34,0.40271273205604796,0.30288783203951686,0.0998249000165311,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.35,0.40003119356904543,0.3008386019041978,0.09919259166484762,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.36,0.3973674327834978,0.29880371724105514,0.09856371554244264,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.37,0.3947213320934527,0.2967830699673697,0.09793826212608303,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.3800000000000001,0.3920927746753848,0.2947765529195284,0.09731622175585636,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.3900000000000001,0.38948164448285444,0.2927840598440116,0.09669758463884282,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.4000000000000001,0.38688782624120405,0.2908054853884804,0.09608234085272366,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.41,0.3843112054422938,0.28884072509296144,0.09547048034933237,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.42,0.3817516683392752,0.28688967538112614,0.09486199295814907,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.43,0.3792091019414038,0.2849522335516684,0.0942568683897354,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.44,0.3766833940088879,0.28302829776977273,0.09365509623911517,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.45,0.3741744330477767,0.28111776705867897,0.09305666598909773,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.46,0.37168210830488385,0.2792205412913361,0.09246156701354774,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.47,0.36920630976274915,0.2773365211821488,0.09186978858060035,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.48,0.3667469281346361,0.2754656082788137,0.09128131985582238,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.49,0.3643038548595656,0.27360770495424386,0.09069614990532177,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.5,0.3618769820973857,0.27176271439858135,0.09011426769880437,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.51,0.3594662027238778,0.2699305406112976,0.08953566211258018,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.52,0.35707141032589657,0.26811108839337877,0.0889603219325178,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.53,0.3546924991965462,0.26630426333959484,0.08838823585695138,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.54,0.35232936433039147,0.26450997183085656,0.08781939249953491,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.55,0.3499819014187019,0.26272812102665044,0.08725378039205145,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.56,0.34765000684473213,0.2609586188575594,0.08669138798717274,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.57,0.34533357767903433,0.25920137401786275,0.08613220366117158,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.58,0.34303251167480586,0.25745629595821773,0.08557621571658813,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.59,0.3407467072632689,0.25572329487841766,0.08502341238485123,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.6,0.33847606354908455,0.2540022817202322,0.08447378182885235,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.61,0.3362204803057984,0.2522931681603217,0.08392731214547666,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.62,0.3339798579713198,0.25059586660322974,0.08338399136809005,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.6300000000000001,0.33175409764343317,0.2489102901744512,0.08284380746898196,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.6400000000000001,0.3295431010753406,0.24723635271357502,0.0823067483617656,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.6500000000000001,0.32734677067123774,0.24557396876750048,0.08177280190373726,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.6600000000000001,0.32516500948191956,0.24392305358372776,0.0812419558981918,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.67,0.3229977212004186,0.2422835231037191,0.0807141980966995,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.68,0.320844810157674,0.2406552939563324,0.08018951620134163,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.69,0.31870618131823114,0.23903828345132655,0.07966789786690459,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.7,0.3165817402759717,0.2374324095729335,0.0791493307030382,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.71,0.31447139324987433,0.23583759097350215,0.07863380227637218,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.72,0.3123750470798058,0.23425374696721,0.0781213001125958,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.73,0.3102926092223405,0.23268079752384044,0.07761181169850004,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.74,0.30822398774661147,0.23111866326262923,0.07710532448398225,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.75,0.30616909133018955,0.22956726544617423,0.07660182588401532,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.76,0.3041278292549915,0.2280265259744135,0.07610130328057799,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.77,0.3021001114032183,0.22649636737866388,0.07560374402455441,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.78,0.30008584825332063,0.22497671281572681,0.07510913543759382,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.79,0.29808495087599385,0.2234674860620551,0.07461746481393874,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.8,0.2960973309302006,0.22196861150798183,0.07412871942221874,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.81,0.2941229006592218,0.22048001415201185,0.07364288650720996,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.82,0.29216157288673533,0.2190016195951733,0.07315995329156202,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.83,0.2902132610129221,0.217533354035429,0.0726799069774931,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.84,0.2882778790105996,0.21607514426214808,0.07220273474845151,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.85,0.28635534142138275,0.21462691765063557,0.07172842377074717,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.86,0.284445563351871,0.21318860215671995,0.07125696119515104,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.87,0.2825484604698638,0.21176012631139893,0.07078833415846489,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.8800000000000001,0.2806639490006,0.21034141921554111,0.07032252978505887,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.8900000000000001,0.2787919457230267,0.20893241053464381,0.06985953518838287,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.9000000000000001,0.27693236796609033,0.2075330304936465,0.06939933747244384,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.9100000000000001,0.2750851336050583,0.20614320987179913,0.06894192373325919,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.92,0.27325016105786226,0.20476287999758488,0.06848728106027738,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.93,0.27142736928146866,0.20339197274369467,0.06803539653777399,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.94,0.2696166777682751,0.2020304205220571,0.06758625724621797,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.95,0.2678180065425306,0.2006781562789192,0.06713985026361138,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.96,0.26603127615678185,0.19933511348997904,0.06669616266680281,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.97,0.2642564076883427,0.19800122615556948,0.06625518153277321,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.98,0.2624933227357907,0.1966764287958928,0.06581689393989787,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,1.99,0.2607419434154847,0.19536065644630501,0.06538128696917966,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.0,0.2590021923581104,0.19405384465264927,0.06494834770546112,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.0100000000000002,0.2572739927052459,0.1927559294666386,0.06451806323860731,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.02,0.25555726810595447,0.19146684744128664,0.06409042066466783,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.0300000000000002,0.25385194271339856,0.19018653562638607,0.06366540708701249,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.04,0.2521579411814796,0.18891493156403416,0.06324300961744544,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.05,0.25047518866149765,0.1876519732842047,0.06282321537729296,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.06,0.24880361079883764,0.18639759930036665,0.062406011498471,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.07,0.24714313372967686,0.18515174860514771,0.06199138512452915,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.08,0.24549368407771507,0.1839143606660432,0.06157932341167188,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.09,0.24385518895092725,0.18268537542116936,0.061169813529757894,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.1,0.24222757593833988,0.18146473327506057,0.060762842663279304,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.11,0.2406107731068279,0.18025237509451053,0.06035839801231738,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.12,0.23900470899793427,0.17904824220445545,0.059956466793478824,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.13,0.23740931262471207,0.17785227638390116,0.05955703624081091,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.14,0.23582451346858738,0.1766644198618905,0.059160093606696884,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.15,0.23425024147624457,0.17548461531351386,0.058765626162730705,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.16,0.2326864270565325,0.17431280585596015,0.05837362120057235,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.17,0.23113300107739204,0.173148935044608,0.057984066032784054,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.18,0.22958989486280432,0.1719929468691574,0.057596947993646924,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.19,0.2280570401897611,0.17084478574980122,0.05721225443995989,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.2,0.22653436928525483,0.169704396533436,0.056829972751818836,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.21,0.22502181482328928,0.16857172448991062,0.056450090333378666,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.22,0.22351930992191177,0.16744671530831454,0.05607259461359723,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.23,0.22202678814026394,0.16632931509330331,0.05569747304696063,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.24,0.220544183475655,0.1652194703614613,0.05532471311419368,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.25,0.21907143036065257,0.16411712803770195,0.05495430232295062,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.2600000000000002,0.2176084636601951,0.16302223545170433,0.05458622820849077,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.27,0.21615521866872373,0.1619347403343862,0.05422047833433752,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.2800000000000002,0.21471163110733263,0.16085459081441283,0.053857040292919794,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.29,0.21327763712094067,0.15978173541474033,0.05349590170620033,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.3000000000000003,0.21185317327548014,0.1587161230491956,0.05313705022628454,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.31,0.21043817655510702,0.15765770301908927,0.05278047353601775,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.32,0.20903258435942834,0.15660642500986405,0.052426159349564294,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.33,0.20763633450074895,0.15556223908777544,0.0520740954129735,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.34,0.20624936520133805,0.1545250956966081,0.05172426950472994,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.35,0.20487161509071286,0.15349494565442254,0.05137666943629032,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.36,0.20350302320294125,0.15247174015033696,0.05103128305260429,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.37,0.20214352897396315,0.15145543074133963,0.05068809823262352,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.38,0.20079307223892992,0.1504459693491341,0.050347102889795825,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.39,0.1994515932295611,0.14944330825701552,0.050008284972545586,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.4,0.19811903257152044,0.148447400106779,0.04967163246474143,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.41,0.1967953312818084,0.1474581978956574,0.049337133386151005,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.42,0.19548043076617333,0.1464756549732909,0.04900477579288243,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.43,0.19417427281653896,0.14549972503872666,0.0486745477778123,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.44,0.192876799608451,0.14453036213744727,0.04834643747100373,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.45,0.19158795369853965,0.1435675206584295,0.04802043304011014,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.46,0.1903076780220002,0.14261115533123273,0.04769652269076746,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.47,0.1890359158900892,0.14166122122311486,0.04737469466697433,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.48,0.1877726109876398,0.14071767373617802,0.04705493725146179,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.49,0.18651770737059176,0.13978046860454102,0.04673723876605074,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.5,0.18527114946353945,0.13884956189154177,0.046421587571997686,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.5100000000000002,0.18403288205729615,0.13792490998696505,0.0461079720703311,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.52,0.18280285030647417,0.1370064696042991,0.045796380702175066,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.5300000000000002,0.1815809997270818,0.13609419777801826,0.04548680194906354,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.54,0.18036727619413692,0.13518805186089297,0.04517922433324395,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.5500000000000003,0.17916162593929535,0.13428798952132523,0.044873636417970125,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.56,0.17796399554849687,0.13339396874071086,0.04457002680778602,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.57,0.17677433195962564,0.13250594781082753,0.04426838414879811,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.58,0.17559258246018702,0.13162388533124764,0.04396869712893939,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.59,0.17441869468500024,0.13074774020677715,0.043670954478223084,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.6,0.1732526166139062,0.12987747164491836,0.04337514496898784,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.61,0.17209429656949043,0.12901303915335852,0.04308125741613192,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.62,0.17094368321482198,0.12815440253748175,0.042789280677340225,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.63,0.16980072555120737,0.12730152189790583,0.04249920365330154,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.64,0.16866537291595915,0.12645435762804216,0.042211015287916986,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.65,0.16753757498018015,0.12561287041167993,0.041924704568500226,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.66,0.16641728174656145,0.12477702122059285,0.0416402605259686,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.67,0.16530444354719692,0.12394677131216947,0.041357672235027454,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.68,0.16419901104141055,0.12312208222706614,0.04107692881434441,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.69,0.16310093521359947,0.12230291578688271,0.040798019426716764,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.7,0.16201016737109103,0.12148923409185965,0.04052093327923138,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.71,0.16092665914201448,0.1206809995185988,0.04024565962341568,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.72,0.15985036247318635,0.11987817471780386,0.039972187755382485,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.73,0.15878122962801092,0.11908072261204447,0.039700507015966446,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.74,0.15771921318439336,0.11828860639354005,0.039430606790853306,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.75,0.1566642660326688,0.11750178952196574,0.039162476510703065,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.7600000000000002,0.15561634137354294,0.11672023572227848,0.03889610565126446,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.77,0.1545753927160482,0.11594390898256424,0.03863148373348396,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.7800000000000002,0.1535413738755127,0.11517277355190536,0.03836860032360734,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.79,0.15251423897154331,0.11440679393826789,0.03810744503327543,independent_matrix_exponential
alpha_1_over_3,0.3333333333333333,2.8000000000000003,0.15149394242602116,0.11364593490640963,0.03784800751961152,independent_matrix_exponential
