gamma_initial_prime,a_minus,role,provenance
4.8907555,1.7530016395293755,curve,supplement_eq_11
4.900755,1.7479058284685103,curve,supplement_eq_11
4.9107545,1.7428292170286908,curve,supplement_eq_11
4.9207540000000005,1.7377716999241737,curve,supplement_eq_11
4.9307535,1.7327331726118267,curve,supplement_eq_11
4.940753,1.7277135312848746,curve,supplement_eq_11
4.9507525,1.7227126728667101,curve,supplement_eq_11
4.960752,1.717730495004753,curve,supplement_eq_11
4.9707515,1.712766896064376,curve,supplement_eq_11
4.980751000000001,1.7078217751228861,curve,supplement_eq_11
4.9907505,1.70289503196356,curve,supplement_eq_11
5.00075,1.6979865670697392,curve,supplement_eq_11
5.0107495,1.693096281618978,curve,supplement_eq_11
