series_kind,branch,alpha,gamma_prime,y,z,provenance
bifurcation,lower_alpha_gt_half,0.8073859999999999,3.2532385990253303,0.29039399643756536,-0.9447209581359118,independent_discriminant_zero
bifurcation,lower_alpha_gt_half,0.808384,3.242710387049912,0.29125211846005367,-0.9444462697807074,independent_discriminant_zero
bifurcation,lower_alpha_gt_half,0.809382,3.2322500985836276,0.2921096116094997,-0.9441713209220305,independent_discriminant_zero
bifurcation,lower_alpha_gt_half,0.81038,3.2218570784200016,0.2929664757720193,-0.9438961137058421,independent_discriminant_zero
bifurcation,lower_alpha_gt_half,0.8113779999999999,3.211530679752584,0.2938227108387923,-0.9436206502668537,independent_discriminant_zero
bifurcation,lower_alpha_gt_half,0.812376,3.2012702640407715,0.29467831670602534,-0.9433449327285879,independent_discriminant_zero
bifurcation,lower_alpha_gt_half,0.813374,3.1910752008781835,0.29553329327491434,-0.9430689632034384,independent_discriminant_zero
bifurcation,lower_alpha_gt_half,0.814372,3.18094486786355,0.29638764045160826,-0.9427927437927305,independent_discriminant_zero
bifurcation,lower_alpha_gt_half,0.8153699999999999,3.170878650474047,0.2972413581471728,-0.9425162765867803,independent_discriminant_zero
bifurcation,lower_alpha_gt_half,0.816368,3.160875941941031,0.29809444627755427,-0.9422395636649542,independent_discriminant_zero
bifurcation,lower_alpha_gt_half,0.817366,3.150936143128123,0.2989469047635428,-0.9419626070957279,independent_discriminant_zero
bifurcation,lower_alpha_gt_half,0.818364,3.1410586624115795,0.2997987335307378,-0.9416854089367447,independent_discriminant_zero
bifurcation,lower_alpha_gt_half,0.8193619999999999,3.1312429155629045,0.3006499325095117,-0.9414079712348739,independent_discriminant_zero
bifurcation,lower_alpha_gt_half,0.82036,3.1214883256336625,0.3015005016349753,-0.9411302960262685,independent_discriminant_zero
bifurcation,lower_alpha_gt_half,0.821358,3.111794322842437,0.30235044084694246,-0.9408523853364236,independent_discriminant_zero
bifurcation,lower_alpha_gt_half,0.822356,3.102160344463885,0.30319975008989486,-0.940574241180232,independent_discriminant_zero
bifurcation,lower_alpha_gt_half,0.8233539999999999,3.0925858347198436,0.3040484293129488,-0.940295865562043,independent_discriminant_zero
bifurcation,lower_alpha_gt_half,0.824352,3.083070244672455,0.3048964784698198,-0.9400172604757173,independent_discriminant_zero
bifurcation,lower_alpha_gt_half,0.82535,3.073613032119256,0.30574389751878905,-0.9397384279046841,independent_discriminant_zero
