alpha,gamma_prime,y,z,provenance
0.21,0.1610989462152382,0.06693198501267314,-0.01078267225363576,independent_analytic_formula
0.21,0.16252783475832583,0.06751267629037754,-0.01097268909621482,independent_analytic_formula
0.21,0.1639693970185081,0.06809817503718166,-0.011166016698907495,independent_analytic_formula
0.21,0.16542374540700533,0.06868851491403526,-0.011362711403524656,independent_analytic_formula
0.21,0.1668909933320843,0.06928372964956346,-0.011562830462967227,independent_analytic_formula
0.21,0.16837125520790144,0.0698838530349155,-0.011766432054253234,independent_analytic_formula
0.21,0.16986464646342472,0.07048891891843294,-0.011973575291668622,independent_analytic_formula
0.21,0.17137128355143483,0.0710989612001329,-0.012184320240040437,independent_analytic_formula
0.21,0.17289128395760572,0.07171401382600145,-0.012398727928130881,independent_analytic_formula
0.21,0.17442476620966635,0.07233411078209324,-0.01261686036215072,independent_analytic_formula
0.21,0.17597184988664297,0.0729592860884319,-0.012838780539390178,independent_analytic_formula
0.21,0.1775326556281841,0.0735895737927074,-0.013064552461965563,independent_analytic_formula
0.21,0.17910730514396747,0.0742250079637648,-0.013294241150679434,independent_analytic_formula
0.21,0.18069592122319114,0.07486562268488002,-0.01352791265899223,independent_analytic_formula
0.21,0.18229862774414826,0.07551145204681735,-0.013765634087102862,independent_analytic_formula
0.21,0.18391554968388701,0.07616253014066389,-0.01400747359613581,independent_analytic_formula
0.21,0.18554681312795618,0.0768188910504355,-0.01425350042243198,independent_analytic_formula
0.21,0.18719254528023688,0.07748056884544936,-0.01450378489194029,independent_analytic_formula
0.21,0.18885287447286225,0.07814759757245784,-0.014758398434707136,independent_analytic_formula
0.21,0.19052793017622424,0.0788200112475379,-0.01501741359946011,independent_analytic_formula
0.21,0.1922178430090697,0.07949784384773105,-0.015280904068282704,independent_analytic_formula
0.21,0.1939227447486858,0.08018112930242817,-0.015548944671376148,independent_analytic_formula
0.21,0.1956427683411759,0.08086990148449338,-0.015821611401904457,independent_analytic_formula
0.21,0.19737804791182656,0.08156419420112172,-0.016098981430918525,independent_analytic_formula
0.21,0.19912871877556643,0.08226404118442436,-0.016381133122354855,independent_analytic_formula
0.21,0.20089491744751786,0.08296947608173595,-0.01666814604810415,independent_analytic_formula
0.21,0.20267678165364225,0.08368053244563772,-0.01696010100314504,independent_analytic_formula
0.21,0.2044744503414799,0.08439724372369108,-0.01725708002073765,independent_analytic_formula
0.21,0.2062880636909845,0.08511964324787447,-0.017559166387671406,independent_analytic_formula
0.21,0.2081177631254548,0.08584776422371887,-0.017866444659561814,independent_analytic_formula
0.21,0.20996369132256215,0.0865816397191343,-0.0181790006761896,independent_analytic_formula
0.21,0.21182599222547663,0.08732130265292196,-0.018496921576876338,independent_analytic_formula
0.21,0.2137048110540912,0.08806678578296524,-0.018820295815889714,independent_analytic_formula
0.21,0.21560029431634617,0.08881812169409363,-0.019149213177871636,independent_analytic_formula
0.21,0.21751258981965352,0.08957534278561251,-0.01948376479328179,independent_analytic_formula
0.21,0.21944184668242264,0.09033848125849259,-0.019824043153849037,independent_analytic_formula
0.21,0.22138821534568862,0.09110756910221263,-0.020170142128022855,independent_analytic_formula
0.21,0.2233518475848432,0.09188263808124845,-0.020522156976416312,independent_analytic_formula
0.21,0.22533289652147026,0.09266371972120181,-0.020880184367232088,independent_analytic_formula
0.21,0.22733151663528592,0.09345084529456216,-0.02124432239166229,independent_analytic_formula
0.21,0.22934786377618469,0.094244045806095,-0.02161467057925278,independent_analytic_formula
0.21,0.2313820951763924,0.09504335197784944,-0.021991329913222123,independent_analytic_formula
0.21,0.23343436946272722,0.09584879423377875,-0.02237440284572483,independent_analytic_formula
0.21,0.23550484666896873,0.09666040268396647,-0.022763993313048295,independent_analytic_formula
0.21,0.23759368824833763,0.09747820710845156,-0.023160206750732333,independent_analytic_formula
0.21,0.23970105708608533,0.09830223694064587,-0.02356315010859964,independent_analytic_formula
0.21,0.24182711751219577,0.09913252125033634,-0.02397293186568533,independent_analytic_formula
0.21,0.24397203531419936,0.0999690887262658,-0.024389662045052846,independent_analytic_formula
0.21,0.24613597775010126,0.10081196765828497,-0.024813452228483558,independent_analytic_formula
0.21,0.24831911356142372,0.10166118591906911,-0.025244415571026333,independent_analytic_formula
0.21,0.2505216129863643,0.10251677094539184,-0.025682666815393208,independent_analytic_formula
0.21,0.252743647773071,0.10337874971895025,-0.02612832230618682,independent_analytic_formula
0.21,0.2549853911930348,0.1042471487467332,-0.026581500003944252,independent_analytic_formula
0.21,0.2572470180546014,0.10512199404092752,-0.02704231949898218,independent_analytic_formula
0.21,0.2595287047166021,0.10600331109835386,-0.027510902025026786,independent_analytic_formula
0.21,0.2618306291021066,0.10689112487942652,-0.027987370472612082,independent_analytic_formula
0.21,0.2641529707122967,0.10778545978663037,-0.028471849402229205,independent_analytic_formula
0.21,0.266495910640464,0.10868633964250828,-0.028964465057209007,independent_analytic_formula
0.21,0.26885963158613124,0.10959378766715228,-0.029465345376319257,independent_analytic_formula
0.21,0.2712443178692986,0.1105078264551929,-0.029974620006057627,independent_analytic_formula
0.21,0.27365015544481713,0.1114284779522795,-0.030492420312620665,independent_analytic_formula
0.21,0.2760773319168894,0.11235576343104635,-0.03101887939352848,independent_analytic_formula
0.21,0.27852603655369806,0.11328970346655752,-0.03155413208888402,independent_analytic_formula
0.21,0.2809964603021654,0.11423031791122579,-0.03209831499224549,independent_analytic_formula
0.21,0.28348879580284275,0.11517762586919901,-0.032651566461089576,independent_analytic_formula
0.21,0.2860032374049324,0.11613164567020878,-0.03321402662684221,independent_analytic_formula
0.21,0.2885399811814427,0.1170923948428762,-0.03378583740445355,independent_analytic_formula
0.21,0.2910992249444779,0.11805989008746953,-0.03436714250149263,independent_analytic_formula
0.21,0.2936811682606627,0.11903414724810857,-0.03495808742673628,independent_analytic_formula
0.21,0.29628601246670483,0.12001518128441176,-0.03555881949822707,independent_analytic_formula
0.21,0.29891396068509457,0.12100300624258081,-0.036169487850773056,independent_analytic_formula
0.21,0.30156521783994417,0.12199763522591937,-0.036790243442862414,independent_analytic_formula
0.21,0.3042399906729676,0.12299908036478173,-0.03742123906296479,independent_analytic_formula
0.21,0.3069384877596021,0.12400735278594788,-0.038062629335190314,independent_analytic_formula
0.21,0.3096609195252722,0.12502246258142186,-0.03871457072427703,independent_analytic_formula
0.21,0.312407498261799,0.1260444187766508,-0.03937722153987599,independent_analytic_formula
0.21,0.3151784381439541,0.12707322929816164,-0.04005074194010312,independent_analytic_formula
0.21,0.31797395524616057,0.12810890094061422,-0.04073529393432568,independent_analytic_formula
0.21,0.32079426755934276,0.12915143933326845,-0.04143104138515073,independent_analytic_formula
0.21,0.32363959500792405,0.1302008489058647,-0.042138150009581966,independent_analytic_formula
0.21,0.326510159466977,0.13125713285391669,-0.04285678737931052,independent_analytic_formula
0.21,0.32940618477952466,0.13232029310341661,-0.043587122920104915,independent_analytic_formula
0.21,0.3323278967739955,0.13339033027495256,-0.0443293279102636,independent_analytic_formula
0.21,0.3352755232818333,0.13446724364723972,-0.045083575478094065,independent_analytic_formula
0.21,0.33824929415526317,0.13555103112006575,-0.04585004059838035,independent_analytic_formula
0.21,0.34124944128521517,0.13664168917665373,-0.04662890008780112,independent_analytic_formula
0.21,0.3442761986194068,0.13773921284544371,-0.04742033259925873,independent_analytic_formula
0.21,0.3473298021805858,0.1388435956612976,-0.048224518615079724,independent_analytic_formula
0.21,0.3504104900849353,0.1399548296261304,-0.049041640439045985,independent_analytic_formula
0.21,0.35351850256064155,0.1410729051689734,-0.04987188218721486,independent_analytic_formula
0.21,0.3566540819666266,0.1421978111054736,-0.050715429777486463,independent_analytic_formula
0.21,0.3598174728114473,0.143329534596837,-0.0515724709178748,independent_analytic_formula
0.21,0.3630089217723617,0.14446806110822177,-0.05244319509343925,independent_analytic_formula
0.21,0.36622867771456463,0.14561337436658958,-0.05332779355183199,independent_analytic_formula
0.21,0.3694769917105936,0.1467654563180241,-0.05422645928741608,independent_analytic_formula
0.21,0.37275411705990774,0.14792428708452615,-0.05513938702390886,independent_analytic_formula
0.21,0.3760603093086394,0.1490898449202964,-0.05606677319550373,independent_analytic_formula
0.21,0.3793958262695212,0.15026210616751684,-0.05700881592642356,independent_analytic_formula
0.21,0.38276092804199013,0.15144104521164448,-0.057965715008858026,independent_analytic_formula
0.21,0.38615587703247,0.1526266344362304,-0.05893767187923674,independent_analytic_formula
0.21,0.38958093797483306,0.1538188441772791,-0.05992488959278908,independent_analytic_formula
0.21,0.393036377951044,0.15501764267716486,-0.06092757279634206,independent_analytic_formula
0.21,0.3965224664119863,0.15622299603812118,-0.06194592769930578,independent_analytic_formula
0.21,0.40003947519847427,0.15743486817532273,-0.06298016204279708,independent_analytic_formula
0.21,0.4035876785624502,0.15865322076957883,-0.06403048506685023,independent_analytic_formula
0.21,0.4071673531883707,0.15987801321965991,-0.06509710747566429,independent_analytic_formula
0.21,0.4107787782147819,0.1611092025942787,-0.06618024140083557,independent_analytic_formula
0.21,0.4144222352560864,0.16234674358374998,-0.06728010036252438,independent_analytic_formula
0.21,0.4180980084245033,0.1635905884513548,-0.06839689922850399,independent_analytic_formula
0.21,0.42180638435222256,0.164840686984434,-0.06953085417104057,independent_analytic_formula
0.21,0.42554765221375684,0.1660969864452407,-0.07068218262155238,independent_analytic_formula
0.21,0.4293221037484905,0.1673594315215804,-0.07185110322299633,independent_analytic_formula
0.21,0.4331300332834292,0.16862796427726964,-0.0730378357799307,independent_analytic_formula
0.21,0.43697173775615106,0.16990252410244672,-0.07424260120620248,independent_analytic_formula
0.21,0.4408475167379617,0.171183047663768,-0.07546562147020826,independent_analytic_formula
0.21,0.44475767245725417,0.172469468854526,-0.07670711953767786,independent_analytic_formula
0.21,0.44870250982307675,0.1737617187447272,-0.07796731931193067,independent_analytic_formula
0.21,0.45268233644890865,0.17505972553116864,-0.07924644557155408,independent_analytic_formula
0.21,0.45669746267664807,0.17636341448755474,-0.08054472390545624,independent_analytic_formula
0.21,0.46074820160081204,0.17767270791469716,-0.08186238064524308,independent_analytic_formula
0.21,0.46483486909295085,0.17898752509084265,-0.08319964279487309,independent_analytic_formula
0.21,0.4689577838262797,0.18030778222217503,-0.08455673795754266,independent_analytic_formula
0.21,0.4731172673005283,0.18163339239354107,-0.0859338942597567,independent_analytic_formula
0.21,0.4773136438670109,0.1829642655194488,-0.08733134027253942,independent_analytic_formula
0.21,0.48154724075391886,0.18430030829539265,-0.08874930492974291,independent_analytic_formula
0.21,0.4858183880918377,0.185641424149558,-0.09018801744341143,independent_analytic_formula
0.21,0.4901274189394899,0.1869875131949626,-0.09164770721616083,independent_analytic_formula
0.21,0.49447466930970685,0.18833847218209215,-0.09312860375053546,independent_analytic_formula
0.21,0.4988604781956303,0.18969419445209118,-0.09463093655530506,independent_analytic_formula
0.21,0.5032851875971467,0.19105456989057032,-0.09615493504866784,independent_analytic_formula
0.21,0.5077491425475563,0.19241948488209518,-0.0977008284583263,independent_analytic_formula
0.21,0.5122526911404779,0.19378882226542243,-0.09926884571840641,independent_analytic_formula
0.21,0.5167961845569929,0.19516246128955103,-0.10085921536319178,independent_analytic_formula
0.21,0.5213799770930303,0.1965402775706595,-0.10247216541764827,independent_analytic_formula
0.21,0.5260044261869937,0.19792214305000086,-0.10410792328471577,independent_analytic_formula
0.21,0.5306698924476345,0.19930792595282876,-0.10576671562934874,independent_analytic_formula
0.21,0.5353767396821713,0.20069749074843227,-0.1074487682592884,independent_analytic_formula
0.21,0.540125334924659,0.20209069811135552,-0.10915430600255405,independent_analytic_formula
0.21,0.5449160484646104,0.20348740488388328,-0.11088355258164397,independent_analytic_formula
0.21,0.5497492538758698,0.20488746403987332,-0.11263673048443947,independent_analytic_formula
0.21,0.5546253280457448,0.20629072465001935,-0.11441406083181141,independent_analytic_formula
0.21,0.5595446512043951,0.20769703184862953,-0.11621576324192956,independent_analytic_formula
0.21,0.5645076069544825,0.2091062268020077,-0.11804205569128264,independent_analytic_formula
0.21,0.5695145823010834,0.21051814667852486,-0.11989315437241829,independent_analytic_formula
0.21,0.5745659676818674,0.21193262462047266,-0.12176927354841982,independent_analytic_formula
0.21,0.5796621569975429,0.21334948971778883,-0.12367062540413855,independent_analytic_formula
0.21,0.5848035476425733,0.21476856698374838,-0.12559741989420767,independent_analytic_formula
0.21,0.5899905405361645,0.2161896773327147,-0.12754986458786735,independent_analytic_formula
0.21,0.5952235401535293,0.21761263756004595,-0.12952816451063745,independent_analytic_formula
0.21,0.6005029545574269,0.21903726032425377,-0.13153252198287865,independent_analytic_formula
0.21,0.6058291954299834,0.2204633541315116,-0.1335631364552892,independent_analytic_formula
0.21,0.6112026781047945,0.22189072332261128,-0.13562020434139,independent_analytic_formula
0.21,0.6166238215993123,0.22331916806246788,-0.13770391884705802,independent_analytic_formula
0.21,0.6220930486475202,0.2247484843322715,-0.13981446979717221,independent_analytic_formula
0.21,0.627610785732897,0.22617846392438826,-0.14195204345944498,independent_analytic_formula
0.21,0.6331774631216727,0.22760889444010948,-0.14411682236551712,independent_analytic_formula
0.21,0.6387935148963818,0.2290395592903523,-0.14630898512940238,independent_analytic_formula
0.21,0.6444593789897112,0.2304702376994104,-0.14852870626337317,independent_analytic_formula
0.21,0.6501754972186501,0.23190070471185784,-0.15077615599138752,independent_analytic_formula
0.21,0.6559423153189423,0.2333307312027052,-0.1530515000601642,independent_analytic_formula
0.21,0.6617602829798441,0.23476008389090924,-0.15535489954802006,independent_analytic_formula
0.21,0.6676298538791907,0.23618852535633464,-0.15768651067159123,independent_analytic_formula
0.21,0.6735514857187727,0.23761581406026616,-0.16004648459056792,independent_analytic_formula
0.21,0.6795256402600279,0.23904170436956956,-0.16243496721058007,independent_analytic_formula
0.21,0.6855527833600491,0.240465946584596,-0.1648520989843787,independent_analytic_formula
0.21,0.6916333850079098,0.24188828697092468,-0.16729801471146535,independent_analytic_formula
0.21,0.6977679193613149,0.24330846779503654,-0.1697728433363321,independent_analytic_formula
0.21,0.7039568647835734,0.2447262273640085,-0.17227670774547937,independent_analytic_formula
0.21,0.7102007038809021,0.2461413000693176,-0.17480972456338964,independent_analytic_formula
0.21,0.7164999235400573,0.2475534164348386,-0.17737200394764183,independent_analytic_formula
0.21,0.7228550149663023,0.24896230316911963,-0.17996364938335907,independent_analytic_formula
0.21,0.7292664737217109,0.25036768322201375,-0.18258475747719233,independent_analytic_formula
0.21,0.7357347997638108,0.2517692758457428,-0.18523541775104727,independent_analytic_formula
0.21,0.7422604974845695,0.2531667966604667,-0.18791571243577282,independent_analytic_formula
0.21,0.7488440757497258,0.25455995772442436,-0.1906257162650358,independent_analytic_formula
0.21,0.7554860479384713,0.25594846760871315,-0.19336549626961452,independent_analytic_formula
0.21,0.762186931983483,0.2573320314767639,-0.19613511157235175,independent_analytic_formula
0.21,0.7689472504113095,0.2587103511685665,-0.1989346131840135,independent_analytic_formula
0.21,0.7757675303831194,0.26008312528969685,-0.20176404380031157,independent_analytic_formula
0.21,0.7826483037358067,0.2614500493051879,-0.20462343760034832,independent_analytic_formula
0.21,0.7895901070234641,0.2628108156382824,-0.20751282004675528,independent_analytic_formula
0.21,0.7965934815592216,0.26416511377410173,-0.2104322076877996,independent_analytic_formula
0.21,0.8036589734574585,0.2655126303682541,-0.21338160796174074,independent_analytic_formula
0.21,0.8107871336763881,0.2668530493604032,-0.21636101900372506,independent_analytic_formula
0.21,0.8179785180610211,0.2681860520928087,-0.21937042945551144,independent_analytic_formula
0.21,0.8252336873865088,0.26951131743384327,-0.2224098182783264,independent_analytic_formula
0.21,0.8325532074018732,0.27082852190648593,-0.22547915456915335,independent_analytic_formula
0.21,0.8399376488741221,0.2721373398217781,-0.2285783973807623,independent_analytic_formula
0.21,0.8473875876327573,0.2734374434172276,-0.231707495545793,independent_analytic_formula
0.21,0.8549036046146772,0.27472850300013213,-0.23486638750520716,independent_analytic_formula
0.21,0.862486285909477,0.2760101870957891,-0.23805500114142705,independent_analytic_formula
0.21,0.8701362228051518,0.27728216260054617,-0.24127325361648322,independent_analytic_formula
0.21,0.8778540118342041,0.2785440949396422,-0.24452105121549236,independent_analytic_formula
0.21,0.8856402548201607,0.27979564822977615,-0.24779828919579105,independent_analytic_formula
0.21,0.8934955589245028,0.281036485446333,-0.2511048516420492,independent_analytic_formula
0.21,0.9014205366940107,0.28226626859518644,-0.2544406113276887,independent_analytic_formula
0.21,0.90941580610853,0.28348465888898916,-0.25780542958293173,independent_analytic_formula
0.21,0.9174819906291608,0.2846913169278504,-0.26119915616980144,independent_analytic_formula
0.21,0.9256197192468744,0.2858859028842914,-0.264621629164397,independent_analytic_formula
0.21,0.9338296265315614,0.28706807669235984,-0.26807267484676,independent_analytic_formula
0.21,0.942112352681514,0.2882374982407735,-0.2715521075986489,independent_analytic_formula
0.21,0.9504685435733489,0.2893938275699541,-0.2750597298095311,independent_analytic_formula
0.21,0.9588988508123709,0.29053672507280176,-0.27859533179109935,independent_analytic_formula
0.21,0.9674039317833854,0.29166585169905035,-0.28215869170061114,independent_analytic_formula
0.21,0.9759844497019592,0.2927808691630354,-0.2857495754733464,independent_analytic_formula
0.21,0.9846410736661383,0.29388144015469336,-0.2893677367644682,independent_analytic_formula
0.21,0.9933744787086227,0.29496722855360513,-0.2930129169005647,independent_analytic_formula
0.21,1.002185345849404,0.2960378996458835,-0.296684844841141,independent_analytic_formula
0.21,1.0110743621488731,0.29709312034369706,-0.3003832371503219,independent_analytic_formula
0.21,1.0200422207613928,0.2981325594072113,-0.30410779797900966,independent_analytic_formula
0.21,1.029089620989352,0.2991558876687222,-0.3078582190577385,independent_analytic_formula
0.21,1.0382172683376931,0.30016277825874405,-0.311634179700446,independent_analytic_formula
0.21,1.0474258745689309,0.30115290683380946,-0.3154353468193787,independent_analytic_formula
0.21,1.0567161577586512,0.30212595180572555,-0.3192613749513217,independent_analytic_formula
0.21,1.0660888423515076,0.3030815945720289,-0.3231119062953432,independent_analytic_formula
0.21,1.075544659217711,0.3040195197473683,-0.3269865707622154,independent_analytic_formula
0.21,1.0850843457100232,0.3049394153955411,-0.3308849860356676,independent_analytic_formula
0.21,1.0947086457212554,0.3058409732618989,-0.334806757645604,independent_analytic_formula
0.21,1.104418309742274,0.3067238890058363,-0.3387514790534026,independent_analytic_formula
0.21,1.1142140949205241,0.30758786243306535,-0.34271873174939654,independent_analytic_formula
0.21,1.1240967651190712,0.3084325977273773,-0.34670808536261666,independent_analytic_formula
0.21,1.134067090976166,0.3092578036815867,-0.35071909778285526,independent_analytic_formula
0.21,1.1441258499653375,0.31006319392734727,-0.35475131529509346,independent_analytic_formula
0.21,1.1542738264560195,0.3108484871635292,-0.3588042727263117,independent_analytic_formula
0.21,1.164511811774715,0.3116134073828401,-0.3628774936046835,independent_analytic_formula
0.21,1.1748406042667037,0.3123576840963725,-0.36697049033113044,independent_analytic_formula
0.21,1.1852610093582925,0.3130810525557574,-0.37108276436319365,independent_analytic_formula
0.21,1.1957738396196262,0.3137832539726039,-0.375213806411161,independent_analytic_formula
0.21,1.2063799148280485,0.314464035734903,-0.3793630966463567,independent_analytic_formula
0.21,1.217080062032027,0.3151231516200739,-0.3835301049214875,independent_analytic_formula
0.21,1.2278751156156453,0.31576036200433527,-0.38771429100291116,independent_analytic_formula
0.21,1.2387659173636685,0.31637543406808066,-0.3919151048146748,independent_analytic_formula
0.21,1.249753316527183,0.31696814199694495,-0.396131986694141,independent_analytic_formula
0.21,1.2608381698898214,0.317538267178248,-0.4003643676590074,independent_analytic_formula
0.21,1.272021341834572,0.3180855983925086,-0.4046116696854916,independent_analytic_formula
0.21,1.283303704411184,0.31860993199972426,-0.40887330599744154,independent_analytic_formula
0.21,1.2946861374041665,0.3191110721201196,-0.41314868136610006,independent_analytic_formula
0.21,1.3061695284013959,0.3195888308090724,-0.41743719242023963,independent_analytic_formula
0.21,1.3177547728633263,0.32004302822593167,-0.42173822796635374,independent_analytic_formula
0.21,1.3294427741928183,0.3204734927964512,-0.4260511693185763,independent_analytic_formula
0.21,1.3412344438055845,0.32088006136857117,-0.4303753906379775,independent_analytic_formula
0.21,1.3531307012012586,0.3212625793612878,-0.43471025928086443,independent_analytic_formula
0.21,1.3651324740351005,0.3216209009063619,-0.43905513615569974,independent_analytic_formula
0.21,1.3772406981903318,0.3219548889826273,-0.4434093760882244,independent_analytic_formula
0.21,1.3894563178511141,0.32226441554267254,-0.44777232819436313,independent_analytic_formula
0.21,1.4017802855761767,0.3225493616316779,-0.452143336260467,independent_analytic_formula
0.21,1.4142135623730951,0.3228096174982064,-0.4565217391304348,independent_analytic_formula
0.21,1.4267571177732292,0.3230450826967567,-0.46090687109923906,independent_analytic_formula
0.21,1.4394119299073267,0.32325566618189994,-0.46529806231236714,independent_analytic_formula
0.21,1.452178985581796,0.32344128639383984,-0.4696946391706774,independent_analytic_formula
0.21,1.4650592803556557,0.3236018713352436,-0.4740959247401555,independent_analytic_formula
0.21,1.4780538186181684,0.32373735863921216,-0.47850123916604703,independent_analytic_formula
0.21,1.491163613667161,0.32384769562826865,-0.48290990009083196,independent_analytic_formula
0.21,1.5043896877880396,0.32393283936426304,-0.48732122307549686,independent_analytic_formula
0.21,1.5177330723335072,0.3239927566891037,-0.49173452202355594,independent_analytic_formula
0.21,1.5311948078039874,0.3240274242562455,-0.49614910960726294,independent_analytic_formula
0.21,1.544775943928759,0.32403682855287697,-0.500564297695452,independent_analytic_formula
0.21,1.558477539747816,0.32402096591276947,-0.504979397782444,independent_analytic_formula
0.21,1.572300663694448,0.3239798425197642,-0.509393721417448,independent_analytic_formula
0.21,1.5862463936785565,0.3239134744018901,-0.5138065806338897,independent_analytic_formula
0.21,1.600315817170707,0.3238218874161267,-0.5182172883780995,independent_analytic_formula
0.21,1.614510031286931,0.3237051172238334,-0.5226251589367908,independent_analytic_formula
0.21,1.6288301428742764,0.3235632092568934,-0.5270295083627651,independent_analytic_formula
0.21,1.643277268597118,0.3233962186746305,-0.531429654898283,independent_analytic_formula
0.21,1.6578525350242344,0.3232042103115723,-0.5358249193955461,independent_analytic_formula
0.21,1.6725570787166553,0.3229872586161566,-0.5402146257337397,independent_analytic_formula
0.21,1.68739204631629,0.3227454475804832,-0.5445981012320984,independent_analytic_formula
0.21,1.702358594635341,0.3224788706612392,-0.5489746770584591,independent_analytic_formula
0.21,1.7174578907465101,0.32218763069193174,-0.5533436886327806,independent_analytic_formula
0.21,1.7326911120740065,0.32187183978658307,-0.5577044760251211,independent_analytic_formula
0.21,1.7480594464853603,0.32153161923505547,-0.5620563843475727,independent_analytic_formula
0.21,1.7635640923840483,0.3211670993901841,-0.5663987641396675,independent_analytic_formula
0.21,1.7792062588029491,0.3207784195469156,-0.5707309717467905,independent_analytic_formula
0.21,1.7949871654986187,0.32036572781365513,-0.5750523696911349,independent_analytic_formula
0.21,1.8109080430464055,0.31992918097604517,-0.5793623270347692,independent_analytic_formula
0.21,1.8269701329364108,0.31946894435340234,-0.5836602197343903,independent_analytic_formula
0.21,1.8431746876702966,0.31898519164805766,-0.5879454309873583,independent_analytic_formula
0.21,1.8595229708589553,0.3184781047878493,-0.5922173515686312,independent_analytic_formula
0.21,1.8760162573210446,0.3179478737620312,-0.5964753801582297,independent_analytic_formula
