alpha,gamma_prime,y,z,provenance
0.21,1.892655833182396,0.3173946964508667,-0.6007189236588888,independent_analytic_formula
0.21,1.9094429959763044,0.3168187784491878,-0.6049473975035703,independent_analytic_formula
0.21,1.92637905474471,0.31622033288420404,-0.6091602259525306,independent_analytic_formula
0.21,1.9434653301402738,0.3155995802278564,-0.6133568423796627,independent_analytic_formula
0.21,1.9607031545293623,0.31495674810401436,-0.6175366895478506,independent_analytic_formula
0.21,1.9780938720959418,0.31429207109082097,-0.621699219873095,independent_analytic_formula
0.21,1.9956388389463988,0.3136057905184953,-0.6258438956771976,independent_analytic_formula
0.21,2.013339423215283,0.31289815426290557,-0.6299701894288049,independent_analytic_formula
0.21,2.0311970051719976,0.3121694165352278,-0.6340775839726445,independent_analytic_formula
0.21,2.049212977328429,0.311419837668011,-0.638165572746801,independent_analytic_formula
0.21,2.067388744547533,0.310649683897967,-0.642233659987906,independent_analytic_formula
0.21,2.0857257241528835,0.3098592271458062,-0.6462813609241393,independent_analytic_formula
0.21,2.1042253460391955,0.30904874479344185,-0.6503082019559593,independent_analytic_formula
0.21,2.122889052783825,0.30821851945888223,-0.6543137208244995,independent_analytic_formula
0.21,2.1417182997592596,0.3073688387691302,-0.6582974667675994,independent_analytic_formula
0.21,2.1607145552466074,0.30649999513140863,-0.662259000663449,independent_analytic_formula
0.21,2.1798793005500907,0.3056122855030265,-0.666197895161852,independent_analytic_formula
0.21,2.199214030112557,0.30470601116019636,-0.6701137348031372,independent_analytic_formula
0.21,2.2187202516320133,0.3037814774661127,-0.6740061161247585,independent_analytic_formula
0.21,2.238399486179195,0.3028389936385946,-0.6778746477556546,independent_analytic_formula
0.21,2.258253268316177,0.3018788725175902,-0.6817189504984507,independent_analytic_formula
0.21,2.278283146216037,0.3009014303328383,-0.6855386573996045,independent_analytic_formula
0.21,2.298490681783578,0.2999069864719723,-0.6893334138076219,independent_analytic_formula
0.21,2.3188774507771273,0.2988958632493488,-0.6931028774194788,independent_analytic_formula
0.21,2.3394450429314095,0.2978683856758742,-0.6968467183154051,independent_analytic_formula
0.21,2.360195062081514,0.2968248812300951,-0.7005646189822023,independent_analytic_formula
0.21,2.3811291262879584,0.29576567963081346,-0.704256274325283,independent_analytic_formula
0.21,2.4022488679628626,0.29469111261147457,-0.7079213916696313,independent_analytic_formula
0.21,2.4235559339972443,0.29360151369657234,-0.7115596907499012,independent_analytic_formula
0.21,2.4450519858894397,0.2924972179803045,-0.7151709036898799,independent_analytic_formula
0.21,2.466738699874665,0.2913785619077022,-0.7187547749715549,independent_analytic_formula
0.21,2.4886177670557292,0.29024588305845017,-0.7223110613940386,independent_analytic_formula
0.21,2.510690893534901,0.2890995199336031,-0.725839532022609,independent_analytic_formula
0.21,2.532959800546952,0.2879398117453942,-0.7293399681281406,independent_analytic_formula
0.21,2.5554262245933725,0.2867670982103233,-0.7328121631172034,independent_analytic_formula
0.21,2.5780919175777863,0.285581719345701,-0.7362559224531195,independent_analytic_formula
0.21,2.600958646942559,0.2843840152698154,-0.7396710635682711,independent_analytic_formula
0.21,2.624028195806619,0.28317432600587916,-0.7430574157679625,independent_analytic_formula
0.21,2.647302363104507,0.28195299128990275,-0.7464148201261441,independent_analytic_formula
0.21,2.670782963726655,0.2807203503826312,-0.7497431293733088,independent_analytic_formula
0.21,2.6944718286609044,0.279476741885671,-0.7530422077768755,independent_analytic_formula
0.21,2.718370805135288,0.278222503561924,-0.756311931014383,independent_analytic_formula
0.21,2.7424817567620736,0.2769579721604358,-0.7595521860398134,independent_analytic_formula
0.21,2.7668065636830854,0.27568348324575365,-0.762762870943367,independent_analytic_formula
0.21,2.791347122716317,0.2743993710318845,-0.7659438948050178,independent_analytic_formula
0.21,2.8161053475038402,0.2731059682209278,-0.7690951775421686,independent_analytic_formula
0.21,2.8410831686610307,0.27180360584645413,-0.7722166497517379,independent_analytic_formula
0.21,2.866282533927114,0.2704926131216867,-0.7753082525469946,independent_analytic_formula
0.21,2.8917054083170477,0.26917331729253685,-0.7783699373894697,independent_analytic_formula
0.21,2.917353774274751,0.2678460434955358,-0.7814016659162604,independent_analytic_formula
0.21,2.9432296318276934,0.26651111462069227,-0.7844034097630481,independent_analytic_formula
0.21,2.9693349987428563,0.26516885117930383,-0.7873751503831427,independent_analytic_formula
0.21,2.995671910684069,0.2638195711767357,-0.7903168788628635,independent_analytic_formula
0.21,3.022242421370755,0.2624635899901748,-0.7932285957335669,independent_analytic_formula
0.21,3.049048602738077,0.26110122025136134,-0.7961103107806202,independent_analytic_formula
0.21,3.0760925450985,0.25973277173428977,-0.7989620428496191,independent_analytic_formula
0.21,3.103376357304795,0.25835855124786467,-0.8017838196501424,independent_analytic_formula
0.21,3.130902166914482,0.2569788625334921,-0.8045756775573292,independent_analytic_formula
0.21,3.158672120355737,0.255594006167577,-0.8073376614115577,independent_analytic_formula
0.21,3.186688383094765,0.2542042794688949,-0.8100698243165023,independent_analytic_formula
0.21,3.2149531398046625,0.2528099764107966,-0.8127722274358331,independent_analytic_formula
0.21,3.243468594535775,0.2514113875382016,-0.8154449397888195,independent_analytic_formula
0.21,3.2722369708875645,0.25000879988932845,-0.8180880380450914,independent_analytic_formula
0.21,3.3012605121820067,0.24860249692210767,-0.8207016063188031,independent_analytic_formula
0.21,3.3305414816385177,0.24719275844521488,-0.8232857359624383,independent_analytic_formula
0.21,3.3600821625504405,0.24577986055366008,-0.8258405253604877,independent_analytic_formula
0.21,3.389884858463093,0.2443640755688635,-0.8283660797232215,independent_analytic_formula
0.21,3.419951893353395,0.24294567198314546,-0.830862510880771,independent_analytic_formula
0.21,3.4502856118110845,0.24152491440855145,-0.8333299370777287,independent_analytic_formula
0.21,3.480888379221556,0.2401020635299344,-0.8357684827684644,independent_analytic_formula
0.21,3.5117625819503018,0.23867737606220946,-0.8381782784133478,independent_analytic_formula
0.21,3.542910627529001,0.23725110471169591,-0.8405594602760633,independent_analytic_formula
0.21,3.5743349448432555,0.23582349814145698,-0.8429121702221882,independent_analytic_formula
0.21,3.6060379843219903,0.23439480094054713,-0.8452365555192047,independent_analytic_formula
0.21,3.6380222181285378,0.23296525359707346,-0.8475327686381025,independent_analytic_formula
0.21,3.6702901403534094,0.23153509247497703,-0.849800967056723,independent_analytic_formula
0.21,3.702844267208787,0.23010454979443706,-0.8520413130649902,independent_analytic_formula
0.21,3.73568713722473,0.2286738536158013,-0.8542539735721597,independent_analytic_formula
0.21,3.7688213114471267,0.22724322782694303,-0.8564391199162177,independent_analytic_formula
0.21,3.8022493736374052,0.22581289213394562,-0.8585969276755457,independent_analytic_formula
0.21,3.835973930474008,0.22438306205501451,-0.8607275764829673,independent_analytic_formula
0.21,3.8699976117556596,0.22295394891751535,-0.8628312498422778,independent_analytic_formula
0.21,3.9043230706064356,0.22152575985803785,-0.8649081349473582,independent_analytic_formula
0.21,3.938952983682643,0.22009869782538413,-0.8669584225039614,independent_analytic_formula
0.21,3.9738900513815536,0.21867296158638,-0.868982306554256,independent_analytic_formula
0.21,4.0091369980519715,0.217248745734409,-0.8709799843042045,independent_analytic_formula
0.21,4.044696572206674,0.215826240700569,-0.872951655953844,independent_analytic_formula
0.21,4.080571546736739,0.21440563276735033,-0.8748975245305363,independent_analytic_formula
0.21,4.1167647191277705,0.21298710408473787,-0.8768177957252431,independent_analytic_formula
0.21,4.153278911678042,0.2115708326886368,-0.8787126777318784,independent_analytic_formula
0.21,4.190116971718579,0.21015699252152664,-0.8805823810897833,independent_analytic_formula
0.21,4.227281771835189,0.20874575345524565,-0.8824271185293624,independent_analytic_formula
0.21,4.264776210092459,0.20733728131581095,-0.8842471048209183,independent_analytic_formula
0.21,4.302603210259748,0.20593173791018043,-0.8860425566267113,independent_analytic_formula
0.21,4.340765722039174,0.20452928105486345,-0.8878136923562675,independent_analytic_formula
0.21,4.379266721295634,0.20313006460628977,-0.889560732024957,independent_analytic_formula
0.21,4.4181092102888515,0.20173423849284658,-0.8912838971158533,independent_analytic_formula
0.21,4.457296217907495,0.20034194874849537,-0.8929834104448856,independent_analytic_formula
0.21,4.49683079990536,0.19895333754788286,-0.8946594960292872,independent_analytic_formula
0.21,4.53671603913966,0.1975685432428606,-0.8963123789593432,independent_analytic_formula
0.21,4.57695504581142,0.1961877004003309,-0.8979422852734337,independent_analytic_formula
0.21,4.617550957708009,0.19481093984133716,-0.8995494418363638,independent_analytic_formula
0.21,4.658506940447816,0.19343838868132035,-0.9011340762209731,independent_analytic_formula
0.21,4.699826187727104,0.19207017037146315,-0.902696416593009,independent_analytic_formula
0.21,4.74151192156905,0.190706404741047,-0.9042366915992469,independent_analytic_formula
0.21,4.783567392574997,0.18934720804074814,-0.905755130258837,independent_analytic_formula
0.21,4.825995880177925,0.1879926929868011,-0.9072519618578556,independent_analytic_formula
0.21,4.868800692898184,0.18664296880596026,-0.9087274158470333,independent_analytic_formula
0.21,4.911985168601485,0.18529814128119126,-0.910181721742634,independent_analytic_formula
0.21,4.955552674759184,0.1839583127980274,-0.9116151090304512,independent_analytic_formula
0.21,4.999506608710869,0.18262358239152657,-0.9130278070728909,independent_analytic_formula
0.21,5.043850397929288,0.18129404579376743,-0.9144200450191045,independent_analytic_formula
0.21,5.0885875002876135,0.17996979548182535,-0.9157920517181348,independent_analytic_formula
0.21,5.13372140432908,0.1786509207261701,-0.917144055635037,independent_analytic_formula
0.21,5.179255629539027,0.1773375076394291,-0.9184762847699333,independent_analytic_formula
0.21,5.225193726619332,0.17602963922546389,-0.919788966579958,independent_analytic_formula
0.21,5.2715392777652985,0.17472739542870613,-0.9210823279040532,independent_analytic_formula
0.21,5.318295896944989,0.17343085318370463,-0.9223565948905652,independent_analytic_formula
0.21,5.365467230181034,0.1721400864648347,-0.9236119929276004,independent_analytic_formula
0.21,5.413056955834948,0.17085516633612352,-0.9248487465760905,independent_analytic_formula
0.21,5.461068784893963,0.16957616100114772,-0.9260670795055209,independent_analytic_formula
0.21,5.509506461260405,0.16830313585296044,-0.9272672144322732,independent_analytic_formula
0.21,5.55837376204364,0.1670361535240067,-0.9284493730605321,independent_analytic_formula
0.21,5.60767449785461,0.1657752739359889,-0.9296137760257069,independent_analytic_formula
0.21,5.657412513102976,0.16452055434964466,-0.9307606428403178,independent_analytic_formula
0.21,5.707591686296902,0.16327204941440152,-0.9318901918422949,independent_analytic_formula
0.21,5.758215930345498,0.16202981121787477,-0.9330026401456404,independent_analytic_formula
0.21,5.809289192863945,0.16079388933517613,-0.9340982035934,independent_analytic_formula
0.21,5.86081545648131,0.15956433087800262,-0.9351770967128957,independent_analytic_formula
0.21,5.912798739151132,0.15834118054347568,-0.9362395326731646,independent_analytic_formula
0.21,5.965243094464716,0.1571244806627047,-0.9372857232445541,independent_analytic_formula
0.21,6.01815261196724,0.15591427124904705,-0.9383158787604213,independent_analytic_formula
0.21,6.071531417476643,0.15471059004604087,-0.9393302080808864,independent_analytic_formula
0.21,6.125383673405357,0.15351347257498685,-0.9403289185585854,independent_analytic_formula
0.21,6.179713579084883,0.1523229521821574,-0.9413122160063753,independent_analytic_formula
0.21,6.234525371093254,0.15113906008561245,-0.9422803046669387,independent_analytic_formula
0.21,6.289823323585396,0.1499618254216025,-0.9432333871842367,independent_analytic_formula
0.21,6.345611748626419,0.14879127529054062,-0.9441716645767623,independent_analytic_formula
0.21,6.4018949965278695,0.1476274348025271,-0.9450953362125425,independent_analytic_formula
0.21,6.45867745618696,0.1464703271224104,-0.9460045997858416,independent_analytic_formula
0.21,6.5159635554288124,0.14531997351437018,-0.9468996512955165,independent_analytic_formula
0.21,6.5737577613517315,0.1441763933860086,-0.9477806850249746,independent_analytic_formula
0.21,6.63206458067555,0.14303960433193788,-0.9486478935236902,independent_analytic_formula
0.21,6.6908885600930414,0.14190962217685252,-0.9495014675902282,independent_analytic_formula
0.21,6.750234286624484,0.1407864610180752,-0.9503415962567325,independent_analytic_formula
0.21,6.810106387975341,0.13967013326756791,-0.9511684667748312,independent_analytic_formula
0.21,6.870509532897127,0.13856064969339865,-0.9519822646029147,independent_analytic_formula
0.21,6.931448431551464,0.1374580194606571,-0.9527831733947424,independent_analytic_formula
0.21,6.992927835877387,0.13636225017181114,-0.9535713749893342,independent_analytic_formula
0.21,7.054952539961881,0.13527334790649925,-0.9543470494021042,independent_analytic_formula
0.21,7.117527380413724,0.13419131726075306,-0.9551103748171946,independent_analytic_formula
0.21,7.1806572367406405,0.1331161613856453,-0.9558615275809688,independent_analytic_formula
0.21,7.2443470317297995,0.1320478820253598,-0.956600682196622,independent_analytic_formula
0.21,7.308601731831684,0.1309864795546803,-0.9573280113198719,independent_analytic_formula
0.21,7.373426347547369,0.1299319530158951,-0.9580436857556879,independent_analytic_formula
0.21,7.43882593381924,0.12888430015511634,-0.9587478744560227,independent_analytic_formula
0.21,7.504805590425163,0.1278435174580124,-0.9594407445185082,independent_analytic_formula
0.21,7.571370462376168,0.12680960018495221,-0.9601224611860789,independent_analytic_formula
0.21,7.638525740317633,0.12578254240556297,-0.960793187847487,independent_analytic_formula
0.21,7.706276660934068,0.12476233703269864,-0.9614530860386756,independent_analytic_formula
0.21,7.774628507357448,0.12374897585582356,-0.9621023154449745,independent_analytic_formula
0.21,7.843586609579193,0.12274244957380985,-0.9627410339040843,independent_analytic_formula
0.21,7.9131563448657865,0.12174274782715155,-0.9633693974098197,independent_analytic_formula
0.21,7.983343138178097,0.12074985922959736,-0.9639875601165772,independent_analytic_formula
0.21,8.054152462594404,0.11976377139920448,-0.9645956743444959,independent_analytic_formula
0.21,8.125589839737183,0.11878447098881664,-0.9651938905852846,independent_analytic_formula
0.21,8.197660840203675,0.11781194371596945,-0.9657823575086821,independent_analytic_formula
0.21,8.270371084000274,0.11684617439222661,-0.9663612219695245,independent_analytic_formula
0.21,8.34372624098077,0.1158871469519511,-0.9669306290153891,independent_analytic_formula
0.21,8.417732031288475,0.11493484448051519,-0.967490721894792,independent_analytic_formula
0.21,8.492394225802272,0.11398924924195421,-0.968041642065908,independent_analytic_formula
0.21,8.567718646586625,0.11305034270606835,-0.9685835292057902,independent_analytic_formula
0.21,8.643711167345577,0.11211810557497756,-0.969116521220064,independent_analytic_formula
0.21,8.720377713880756,0.11119251780913511,-0.9696407542530708,independent_analytic_formula
0.21,8.797724264553489,0.11027355865280421,-0.970156362698438,independent_analytic_formula
0.21,8.875756850750975,0.10936120665900445,-0.9706634792100517,independent_analytic_formula
0.21,8.954481557356598,0.10845543971393291,-0.9711622347134126,independent_analytic_formula
0.21,9.033904523224429,0.10755623506086624,-0.9716527584173493,independent_analytic_formula
0.21,9.11403194165792,0.10666356932354944,-0.9721351778260735,independent_analytic_formula
0.21,9.194870060892855,0.10577741852907786,-0.972609618751551,independent_analytic_formula
0.21,9.276425184584575,0.10489775813027831,-0.9730762053261751,independent_analytic_formula
0.21,9.358703672299528,0.10402456302759618,-0.973535060015718,independent_analytic_formula
0.21,9.44171194001119,0.10315780759049421,-0.9739863036325461,independent_analytic_formula
0.21,9.525456460600362,0.10229746567837057,-0.9744300553490788,independent_analytic_formula
0.21,9.609943764359922,0.10144351066100193,-0.9748664327114751,independent_analytic_formula
0.21,9.695180439504055,0.10059591543851874,-0.9752955516535309,independent_analytic_formula
0.21,9.781173132681984,0.0997546524609192,-0.9757175265107717,independent_analytic_formula
0.21,9.867928549496279,0.09891969374712908,-0.9761324700347238,independent_analytic_formula
0.21,9.95545345502573,0.09809101090361405,-0.976540493407351,independent_analytic_formula
0.21,10.043754674352899,0.09726857514255087,-0.9769417062556416,independent_analytic_formula
0.21,10.132839093096347,0.09645235729956517,-0.9773362166663307,independent_analytic_formula
0.21,10.222713657947509,0.09564232785104267,-0.9777241312007472,independent_analytic_formula
0.21,10.31338537721246,0.09483845693101947,-0.9781055549097699,independent_analytic_formula
0.21,10.404861321358343,0.09404071434766054,-0.9784805913488817,independent_analytic_formula
0.21,10.497148623564787,0.09324906959933063,-0.9788493425933106,independent_analytic_formula
0.21,10.59025448028008,0.09246349189026727,-0.9792119092532439,independent_analytic_formula
0.21,10.684186151782365,0.09168395014586046,-0.9795683904891072,independent_analytic_formula
0.21,10.778950962745817,0.09091041302754685,-0.9799188840268958,independent_analytic_formula
0.21,10.874556302811742,0.09014284894732581,-0.9802634861735487,independent_analytic_formula
0.21,10.971009627164898,0.0893812260819027,-0.9806022918323567,independent_analytic_formula
0.21,11.068318457114751,0.08862551238646772,-0.9809353945183927,independent_analytic_formula
0.21,11.166490380682069,0.08787567560811538,-0.9812628863739583,independent_analytic_formula
0.21,11.265533053190529,0.08713168329891319,-0.9815848581840357,independent_analytic_formula
0.21,11.365454197863773,0.0863935028286238,-0.9819013993917383,independent_analytic_formula
0.21,11.466261606427553,0.08566110139708995,-0.9822125981137501,independent_analytic_formula
0.21,11.567963139717417,0.08493444604628561,-0.9825185411557497,independent_analytic_formula
0.21,11.670566728291591,0.08421350367204307,-0.9828193140278078,independent_analytic_formula
0.21,11.774080373049493,0.08349824103545908,-0.9831150009597547,independent_analytic_formula
0.21,11.878512145855536,0.08278862477398935,-0.9834056849165088,independent_analytic_formula
0.21,11.983870190168652,0.08208462141223496,-0.9836914476133619,independent_analytic_formula
0.21,12.090162721677233,0.08138619737242953,-0.983972369531213,independent_analytic_formula
0.21,12.197398028939812,0.08069331898463082,-0.9842485299317476,independent_analytic_formula
0.21,12.305584474031434,0.08000595249662418,-0.984520006872555,independent_analytic_formula
0.21,12.414730493195625,0.07932406408354419,-0.9847868772221797,independent_analytic_formula
0.21,12.524844597502357,0.07864761985721845,-0.9850492166751016,independent_analytic_formula
0.21,12.635935373511606,0.0779765858752423,-0.9853070997666395,independent_analytic_formula
0.21,12.748011483943046,0.07731092814978671,-0.9855605998877766,independent_analytic_formula
0.21,12.861081668351439,0.07665061265614855,-0.9858097892998988,independent_analytic_formula
0.21,12.975154743808245,0.07599560534104569,-0.9860547391494482,independent_analytic_formula
0.21,13.09023960558906,0.07534587213066514,-0.9862955194824817,independent_analytic_formula
0.21,13.206345227867365,0.07470137893846711,-0.9865321992591366,independent_analytic_formula
0.21,13.32348066441421,0.07406209167275292,-0.9867648463679962,independent_analytic_formula
0.21,13.44165504930433,0.07342797624399952,-0.9869935276403545,independent_analytic_formula
0.21,13.560877597628295,0.07279899857196813,-0.9872183088643768,independent_analytic_formula
0.21,13.681157606211201,0.07217512459258989,-0.9874392547991521,independent_analytic_formula
0.21,13.802504454337534,0.07155632026463564,-0.9876564291886365,independent_analytic_formula
0.21,13.924927604482585,0.0709425515761733,-0.987869894775485,independent_analytic_formula
0.21,14.04843660305038,0.07033378455081782,-0.9880797133147684,independent_analytic_formula
0.21,14.173041081117983,0.06972998525377994,-0.9882859455875742,independent_analytic_formula
0.21,14.298750755186637,0.06913111979771604,-0.98848865141449,independent_analytic_formula
0.21,14.425575427939327,0.06853715434838632,-0.9886878896689668,independent_analytic_formula
0.21,14.553524989005298,0.06794805513012339,-0.9888837182905604,independent_analytic_formula
0.21,14.68260941573112,0.06736378843111797,-0.9890761942980517,independent_analytic_formula
0.21,14.812838773958825,0.06678432060852396,-0.9892653738024413,independent_analytic_formula
0.21,14.944223218810711,0.06620961809338939,-0.9894513120198195,independent_analytic_formula
0.21,15.076772995481344,0.06563964739541504,-0.9896340632841107,independent_analytic_formula
0.21,15.210498440036346,0.06507437510754739,-0.9898136810596897,independent_analytic_formula
0.21,15.345409980218513,0.06451376791040764,-0.9899902179538701,independent_analytic_formula
0.21,15.481518136260824,0.06395779257656278,-0.9901637257292646,independent_analytic_formula
0.21,15.618833521706936,0.0634064159746409,-0.9903342553160155,independent_analytic_formula
0.21,15.75736684423869,0.06285960507329615,-0.9905018568238949,independent_analytic_formula
0.21,15.897128906511142,0.062317326945025814,-0.9906665795542756,independent_analytic_formula
0.21,16.038130606994976,0.0617795487698438,-0.9908284720119708,independent_analytic_formula
0.21,16.180382940826252,0.061246237838814555,-0.9909875819169423,independent_analytic_formula
0.21,16.32389700066392,0.06071736155744966,-0.9911439562158793,independent_analytic_formula
0.21,16.468683977554672,0.06019288744897244,-0.9912976410936444,independent_analytic_formula
0.21,16.614755161805746,0.05967278315745191,-0.9914486819845891,independent_analytic_formula
0.21,16.762121943865203,0.059157016450811305,-0.9915971235837389,independent_analytic_formula
0.21,16.910795815210257,0.058645555223712884,-0.9917430098578458,independent_analytic_formula
0.21,17.060788369243248,0.058138367500323675,-0.9918863840563119,independent_analytic_formula
0.21,17.212111302195805,0.057635421436963694,-0.9920272887219811,independent_analytic_formula
0.21,17.36477641404077,0.057136685324641334,-0.9921657657018012,independent_analytic_formula
0.21,17.51879560941249,0.056642127591477374,-0.992301856157356,independent_analytic_formula
0.21,17.67418089853497,0.05615171680502219,-0.9924356005752684,independent_analytic_formula
0.21,17.830944398158582,0.05566542167446704,-0.9925670387774734,independent_analytic_formula
0.21,17.989098332504756,0.055183211052754526,-0.9926962099313646,independent_analytic_formula
0.21,18.1486550342193,0.05470505393858895,-0.9928231525598109,independent_analytic_formula
0.21,18.3096269453341,0.054230919478350334,-0.9929479045510472,independent_analytic_formula
0.21,18.472026618237237,0.05376077696791482,-0.9930705031684378,independent_analytic_formula
0.21,18.635866716651947,0.053294595854383106,-0.993190985060115,independent_analytic_formula
0.21,18.80116001662396,0.052832345737720866,-0.9933093862684909,independent_analytic_formula
0.21,18.967919407517925,0.05237399637231177,-0.9934257422396459,independent_analytic_formula
0.21,19.13615789302235,0.05191951766842758,-0.9935400878325937,independent_analytic_formula
0.21,19.305888592163765,0.05146887969361563,-0.9936524573284232,independent_analytic_formula
0.21,19.477124740329568,0.05102205267400791,-0.9937628844393178,independent_analytic_formula
0.21,19.649879690300278,0.05057900699555209,-0.9938714023174547,independent_analytic_formula
0.21,19.824166913290586,0.05013971320516866,-0.9939780435637837,independent_analytic_formula
0.21,20.0,0.049704142011834325,-0.9940828402366864,independent_analytic_formula
0.51,0.1,0.10097010492971689,-0.010097010492971691,independent_analytic_formula
0.51,0.1008869633083624,0.10184734957085148,-0.010275069819208452,independent_analytic_formula
0.51,0.10178179365582861,0.1027318899819684,-0.010456236028017993,independent_analytic_formula
0.51,0.10268456082014894,0.10362377815622263,-0.010640562150496266,independent_analytic_formula
0.51,0.10359533519797676,0.10452306622000633,-0.010828102080981878,independent_analytic_formula
0.51,0.10451418781035784,0.10542980642592058,-0.011018910589608336,independent_analytic_formula
0.51,0.10544119030826869,0.1063440511454908,-0.011213043334983953,independent_analytic_formula
0.51,0.1063764149782036,0.10726585286161809,-0.011410556876998415,independent_analytic_formula
0.51,0.1073199347478116,0.10819526416076151,-0.011611508689755164,independent_analytic_formula
0.51,0.10827182319158316,0.10913233772484311,-0.011815957174628355,independent_analytic_formula
0.51,0.10923215453658751,0.11007712632287059,-0.012023961673443266,independent_analytic_formula
0.51,0.11020100366826074,0.11102968280226902,-0.012235582481778674,independent_analytic_formula
0.51,0.11117844613624535,0.11199006007991609,-0.01245088086238983,independent_analytic_formula
0.51,0.1121645581602813,0.11295831113287265,-0.012669919058750244,independent_analytic_formula
0.51,0.1131594166361498,0.11393448898880212,-0.012892760308710682,independent_analytic_formula
0.51,0.11416309914166939,0.11491864671607062,-0.01311946885827325,independent_analytic_formula
0.51,0.11517568394274538,0.11591083741352094,-0.013350109975478636,independent_analytic_formula
0.51,0.11619724999947298,0.11691111419991236,-0.013584749964404152,independent_analytic_formula
0.51,0.11722787697229443,0.11791953020301862,-0.013823456179270227,independent_analytic_formula
0.51,0.1182676452282109,0.11893613854837626,-0.014066297038652701,independent_analytic_formula
0.51,0.11931663584704937,0.11996099234767514,-0.01431334203979823,independent_analytic_formula
0.51,0.12037493062778508,0.12099414468678305,-0.0145646617730397,independent_analytic_formula
0.51,0.12144261209492023,0.12203564861339623,-0.014820327936308667,independent_analytic_formula
0.51,0.12251976350491904,0.12308555712430737,-0.015080413349741341,independent_analytic_formula
0.51,0.12360646885270006,0.12414392315228241,-0.015344991970374587,independent_analytic_formula
0.51,0.12470281287818591,0.12521079955253767,-0.015614138906928149,independent_analytic_formula
0.51,0.12580888107291127,0.12628623908880854,-0.01588793043466915,independent_analytic_formula
0.51,0.1269247596866893,0.12737029441900047,-0.016166444010354494,independent_analytic_formula
0.51,0.12805053573433736,0.12846301808041416,-0.016449758287246898,independent_analytic_formula
0.51,0.12918629700246242,0.1295644624745346,-0.016737953130199625,independent_analytic_formula
0.51,0.13033213205630634,0.1306746798513756,-0.01703110963080504,independent_analytic_formula
0.51,0.1314881302466522,0.13179372229337027,-0.017329310122601777,independent_analytic_formula
0.51,0.13265438171679175,0.13292164169879747,-0.017632638196334902,independent_analytic_formula
0.51,0.1338309774095547,0.13405848976473575,-0.01794117871526337,independent_analytic_formula
0.51,0.13501800907440023,0.13520431796953344,-0.018255017830508563,independent_analytic_formula
0.51,0.1362155692745716,0.13635917755478696,-0.01857424299643769,independent_analytic_formula
0.51,0.13742375139431404,0.13752311950681592,-0.01889894298607521,independent_analytic_formula
0.51,0.13864264964615675,0.13869619453762583,-0.019229207906535258,independent_analytic_formula
0.51,0.1398723590782596,0.1398784530653482,-0.01956512921446787,independent_analytic_formula
0.51,0.14111297558182467,0.1410699451941477,-0.019906799731511108,independent_analytic_formula
0.51,0.14236459589857384,0.14227072069358587,-0.020254313659741216,independent_analytic_formula
0.51,0.14362731762829262,0.14348082897743222,-0.020607766597112394,independent_analytic_formula
0.51,0.1449012392364407,0.14470031908191044,-0.02096725555287721,independent_analytic_formula
0.51,0.14618646006183034,0.14592923964337104,-0.02133287896297893,independent_analytic_formula
0.51,0.14748308032437263,0.1471676388753785,-0.021704736705405715,independent_analytic_formula
0.51,0.14879120113289246,0.1484155645452034,-0.022082930115497144,independent_analytic_formula
0.51,0.15011092449301291,0.149673063949708,-0.02246756200119251,independent_analytic_formula
0.51,0.15144235331510952,0.1509401838906154,-0.022858736658210182,independent_analytic_formula
0.51,0.1527855914223351,0.1522169706491507,-0.023256559885146712,independent_analytic_formula
0.51,0.1541407435587157,0.1535034699600441,-0.02366113899848418,independent_analytic_formula
0.51,0.15550791539731854,0.15479972698488506,-0.024072582847493515,independent_analytic_formula
0.51,0.156887213548492,0.15610578628481636,-0.024491001829021232,independent_analytic_formula
0.51,0.15827874556817928,0.15742169179255766,-0.02491650790214657,independent_analytic_formula
0.51,0.1596826199663053,0.15874748678374798,-0.025349214602695305,independent_analytic_formula
0.51,0.1610989462152382,0.16008321384759575,-0.02578923705759631,independent_analytic_formula
0.51,0.16252783475832583,0.16142891485682648,-0.026236691999066142,independent_analytic_formula
0.51,0.1639693970185081,0.1627846309369167,-0.02669169777860661,independent_analytic_formula
0.51,0.16542374540700533,0.16415040243460444,-0.02715437438079947,independent_analytic_formula
0.51,0.1668909933320843,0.1655262688856649,-0.027624843436882294,independent_analytic_formula
0.51,0.16837125520790144,0.16691226898194156,-0.02810322823808838,independent_analytic_formula
0.51,0.16986464646342472,0.16830844053762206,-0.028589653748733516,independent_analytic_formula
0.51,0.17137128355143483,0.169714820454749,-0.029084246619031643,independent_analytic_formula
0.51,0.17289128395760572,0.17113144468795508,-0.02958713519762054,independent_analytic_formula
0.51,0.17442476620966635,0.17255834820841368,-0.030098449543778754,independent_analytic_formula
0.51,0.17597184988664297,0.17399556496699398,-0.030618321439313503,independent_analytic_formula
0.51,0.1775326556281841,0.17544312785661223,-0.03114688440009941,independent_analytic_formula
0.51,0.17910730514396747,0.17690106867376884,-0.031684273687246654,independent_analytic_formula
0.51,0.18069592122319114,0.17836941807926357,-0.03223062631787705,independent_analytic_formula
0.51,0.18229862774414826,0.1798482055580785,-0.03278608107548521,independent_analytic_formula
0.51,0.18391554968388701,0.18133745937842144,-0.033350778519861915,independent_analytic_formula
0.51,0.18554681312795618,0.1828372065499211,-0.033924860996555735,independent_analytic_formula
