gamma_initial_prime,maximal_distance_advantage,maximal_advantage_time_omega_inverse,strong_gamma_initial_prime,provenance
0.02,0.08210858604420819,0.07580290115661341,0.07619742787996348,independent_root_and_optimization
0.025,0.08259906640895476,0.07584096028653145,0.07619742787996348,independent_root_and_optimization
0.03,0.08302568892445837,0.07587672014398619,0.07619742787996348,independent_root_and_optimization
0.035,0.08338788116507805,0.0759095205060996,0.07619742787996348,independent_root_and_optimization
0.04,0.08368524384964353,0.07593877686057207,0.07619742787996348,independent_root_and_optimization
0.045,0.08391755608671701,0.07596398779086151,0.07619742787996348,independent_root_and_optimization
0.05,0.08408477904246892,0.07598473952732156,0.07619742787996348,independent_root_and_optimization
0.05500000000000001,0.08418705787958186,0.07600071800934281,0.07619742787996348,independent_root_and_optimization
0.06,0.08422472186025572,0.07601170156715376,0.07619742787996348,independent_root_and_optimization
0.065,0.08419828255869026,0.07601758391649334,0.07619742787996348,independent_root_and_optimization
0.07,0.08410843018544596,0.07601835046166017,0.07619742787996348,independent_root_and_optimization
0.075,0.08395602808435591,0.076014094198847,0.07619742787996348,independent_root_and_optimization
0.07619742787996348,0.08391035703795806,0.0760123466151959,0.07619742787996348,independent_root_and_optimization
0.08,0.08374210551849205,0.07600499992236669,0.07619742787996348,independent_root_and_optimization
0.085,0.08346784891158193,0.07599134447673646,0.07619742787996348,independent_root_and_optimization
0.09000000000000001,0.08313459175226401,0.07597348965750764,0.07619742787996348,independent_root_and_optimization
0.095,0.08274380339854676,0.07595186137817728,0.07619742787996348,independent_root_and_optimization
0.1,0.08229707703767623,0.07592695609737533,0.07619742787996348,independent_root_and_optimization
0.10500000000000001,0.08179611706225322,0.07589931174216506,0.07619742787996348,independent_root_and_optimization
0.11,0.08124272611772429,0.07586951372509461,0.07619742787996348,independent_root_and_optimization
0.115,0.08063879206092811,0.07583817124028147,0.07619742787996348,independent_root_and_optimization
0.12000000000000001,0.07998627504629767,0.07580591509137197,0.07619742787996348,independent_root_and_optimization
0.125,0.07928719492793328,0.07577338075354835,0.07619742787996348,independent_root_and_optimization
0.13,0.07854361913437297,0.07574120673516406,0.07619742787996348,independent_root_and_optimization
0.135,0.0777576511405831,0.07571002689189642,0.07619742787996348,independent_root_and_optimization
0.13999999999999999,0.07693141963023169,0.07568045851905777,0.07619742787996348,independent_root_and_optimization
0.145,0.07606706841200717,0.0756531016804319,0.07619742787996348,independent_root_and_optimization
0.15,0.07516674712755508,0.07562853287204416,0.07619742787996348,independent_root_and_optimization
0.155,0.0742326027660235,0.07560730750718542,0.07619742787996348,independent_root_and_optimization
0.16,0.07326677198147041,0.07558994764819463,0.07619742787996348,independent_root_and_optimization
0.16499999999999998,0.07227137419440474,0.07557694787612096,0.07619742787996348,independent_root_and_optimization
0.16999999999999998,0.07124850544729233,0.07556877243611196,0.07619742787996348,independent_root_and_optimization
0.175,0.07020023297557612,0.0755658604529977,0.07619742787996348,independent_root_and_optimization
0.18,0.06912859045021777,0.07556861309041459,0.07619742787996348,independent_root_and_optimization
0.185,0.0680355738445225,0.0755774105292964,0.07619742787996348,independent_root_and_optimization
0.19,0.0669231378766155,0.07559260095287638,0.07619742787996348,independent_root_and_optimization
0.195,0.06579319297900735,0.07561450564392368,0.07619742787996348,independent_root_and_optimization
0.19999999999999998,0.0646476027478465,0.07564342217407072,0.07619742787996348,independent_root_and_optimization
0.205,0.06348818182642155,0.07567962284724389,0.07619742787996348,independent_root_and_optimization
0.21,0.06231669417997018,0.07572336239999346,0.07619742787996348,independent_root_and_optimization
0.215,0.061134851721687006,0.07577486727802844,0.07619742787996348,independent_root_and_optimization
0.22,0.059944313252822706,0.0758343529958703,0.07619742787996348,independent_root_and_optimization
0.225,0.05874668368282002,0.07590201447715872,0.07619742787996348,independent_root_and_optimization
0.22999999999999998,0.05754351349843417,0.07597802875342324,0.07619742787996348,independent_root_and_optimization
0.235,0.05633629845368182,0.07606256093883361,0.07619742787996348,independent_root_and_optimization
0.24,0.055126479455201466,0.07615576571257199,0.07619742787996348,independent_root_and_optimization
0.245,0.053915442620169396,0.07625778415807669,0.07619742787996348,independent_root_and_optimization
0.25,0.05270451948627419,0.07636874501864382,0.07619742787996348,independent_root_and_optimization
0.255,0.05149498735541805,0.07648876832948003,0.07619742787996348,independent_root_and_optimization
0.26,0.05028806975477734,0.07661797838582267,0.07619742787996348,independent_root_and_optimization
0.265,0.04908493700062405,0.07675647228602615,0.07619742787996348,independent_root_and_optimization
0.27,0.04788670685190599,0.0769043580874766,0.07619742787996348,independent_root_and_optimization
0.275,0.04669444524200522,0.07706173215270526,0.07619742787996348,independent_root_and_optimization
0.28,0.045509167078361445,0.07722869046228942,0.07619742787996348,independent_root_and_optimization
0.28500000000000003,0.04433183710077784,0.07740532089169821,0.07619742787996348,independent_root_and_optimization
0.29000000000000004,0.04316337079022339,0.077591712001643,0.07619742787996348,independent_root_and_optimization
0.29500000000000004,0.042004635320830486,0.07778795603385587,0.07619742787996348,independent_root_and_optimization
0.30000000000000004,0.040856450548569956,0.07799413941772942,0.07619742787996348,independent_root_and_optimization
0.30500000000000005,0.03971959003077652,0.07821034223289917,0.07619742787996348,independent_root_and_optimization
0.31,0.03859478207130515,0.07843666134669348,0.07619742787996348,independent_root_and_optimization
0.315,0.03748271078663995,0.07867318052797453,0.07619742787996348,independent_root_and_optimization
0.32,0.036384017188754086,0.07891999118821229,0.07619742787996348,independent_root_and_optimization
0.325,0.035299300280935975,0.07917718708423106,0.07619742787996348,independent_root_and_optimization
0.33,0.034229118163175226,0.07944486002316385,0.07619742787996348,independent_root_and_optimization
0.335,0.03317398914402994,0.07972311228880981,0.07619742787996348,independent_root_and_optimization
0.34,0.0321343928561891,0.08001204421545131,0.07619742787996348,independent_root_and_optimization
0.34500000000000003,0.031110771373211665,0.08031176605376081,0.07619742787996348,independent_root_and_optimization
0.35000000000000003,0.03010353032515098,0.08062238447452354,0.07619742787996348,independent_root_and_optimization
0.35500000000000004,0.029113040010989272,0.08094402222041362,0.07619742787996348,independent_root_and_optimization
0.36000000000000004,0.02813963650599069,0.08127678977891387,0.07619742787996348,independent_root_and_optimization
0.36500000000000005,0.02718362276225597,0.08162083302956102,0.07619742787996348,independent_root_and_optimization
0.37000000000000005,0.026245269700910706,0.0819762718974656,0.07619742787996348,independent_root_and_optimization
0.375,0.02532481729450528,0.08234325169580811,0.07619742787996348,independent_root_and_optimization
0.38,0.02442247563832678,0.08272192400146823,0.07619742787996348,independent_root_and_optimization
0.385,0.02353842600944339,0.08311244471443385,0.07619742787996348,independent_root_and_optimization
0.39,0.022672821912408325,0.08351497943548639,0.07619742787996348,independent_root_and_optimization
0.395,0.021825790110648974,0.08392970154376743,0.07619742787996348,independent_root_and_optimization
0.4,0.020997431642660297,0.08435679643868375,0.07619742787996348,independent_root_and_optimization
0.405,0.020187822822203605,0.08479646218960857,0.07619742787996348,independent_root_and_optimization
0.41000000000000003,0.01939701622179482,0.08524889765546073,0.07619742787996348,independent_root_and_optimization
0.41500000000000004,0.018625041638837686,0.08571432048101571,0.07619742787996348,independent_root_and_optimization
0.42000000000000004,0.017871907043827184,0.08619296181167621,0.07619742787996348,independent_root_and_optimization
0.42500000000000004,0.01713759951011387,0.08668506166864982,0.07619742787996348,independent_root_and_optimization
0.43000000000000005,0.01642208612478091,0.0871908776151006,0.07619742787996348,independent_root_and_optimization
0.43500000000000005,0.015725314880241148,0.08771067248707123,0.07619742787996348,independent_root_and_optimization
0.44,0.01504721554621849,0.0882447360233041,0.07619742787996348,independent_root_and_optimization
0.445,0.014387700521825225,0.08879337038401217,0.07619742787996348,independent_root_and_optimization
0.45,0.013746665667498104,0.08935688700000659,0.07619742787996348,independent_root_and_optimization
0.455,0.013123991116597539,0.08993562480806817,0.07619742787996348,independent_root_and_optimization
0.46,0.01251954206652034,0.09052994629612622,0.07619742787996348,independent_root_and_optimization
0.465,0.011933169549214112,0.09114021988576443,0.07619742787996348,independent_root_and_optimization
0.47000000000000003,0.011364711181017811,0.09176684590277336,0.07619742787996348,independent_root_and_optimization
0.47500000000000003,0.01081399189179258,0.09241024918971381,0.07619742787996348,independent_root_and_optimization
0.48000000000000004,0.010280824633334323,0.09307087731177399,0.07619742787996348,independent_root_and_optimization
0.48500000000000004,0.009765011067094542,0.09374919725887224,0.07619742787996348,independent_root_and_optimization
0.49000000000000005,0.00926634223126413,0.0944457253566011,0.07619742787996348,independent_root_and_optimization
0.49500000000000005,0.008784599187297182,0.09516098863043422,0.07619742787996348,independent_root_and_optimization
0.5,0.008319553645984079,0.0958955525263711,0.07619742787996348,independent_root_and_optimization
0.505,0.007870968573198356,0.09665002325663469,0.07619742787996348,independent_root_and_optimization
0.51,0.007438598775468375,0.09742504713164296,0.07619742787996348,independent_root_and_optimization
0.515,0.007022191465539479,0.09822130333373746,0.07619742787996348,independent_root_and_optimization
0.52,0.006621486808112725,0.09903951275262565,0.07619742787996348,independent_root_and_optimization
0.525,0.0062362184459585634,0.09988046237654831,0.07619742787996348,independent_root_and_optimization
0.53,0.005866114006620543,0.10074498314731127,0.07619742787996348,independent_root_and_optimization
0.535,0.0055108955899320355,0.10163395389891464,0.07619742787996348,independent_root_and_optimization
0.54,0.005170280236581559,0.10254832812649885,0.07619742787996348,independent_root_and_optimization
0.545,0.004843980377969778,0.1034891134956027,0.07619742787996348,independent_root_and_optimization
0.55,0.004531704267604575,0.10445740760169687,0.07619742787996348,independent_root_and_optimization
0.555,0.004233156394290102,0.1054543844832457,0.07619742787996348,independent_root_and_optimization
0.56,0.003948037877362656,0.1064812914466941,0.07619742787996348,independent_root_and_optimization
