sample_id,p_phi_plus,p_phi_minus,p_psi_plus,p_psi_minus,concurrence,ensemble_average_concurrence,ensemble_average_entanglement,reconstruction_error,concurrence_gap,entanglement_gap
simplex_1_5_3_3,0.08333333333333333,0.4166666666666667,0.25,0.25,0.0,9.968796885797104e-17,0.0,3.2222788953944757e-16,9.968796885797104e-17,0.0
simplex_1_5_4_2,0.08333333333333333,0.4166666666666667,0.3333333333333333,0.16666666666666666,0.0,1.0965241109951808e-16,8.008566259537289e-17,1.8124205467275583e-16,1.0965241109951808e-16,8.008566259537289e-17
simplex_1_5_5_1,0.08333333333333333,0.4166666666666667,0.4166666666666667,0.08333333333333333,0.0,2.775601356391601e-16,0.0,1.5972975318632307e-16,2.775601356391601e-16,0.0
simplex_1_5_6_0,0.08333333333333333,0.4166666666666667,0.5,0.0,5.551115123125783e-17,1.230642134669933e-16,0.0,2.48303093339729e-16,6.755306223573547e-17,0.0
simplex_1_6_0_5,0.08333333333333333,0.5,0.0,0.4166666666666667,1.1102230246251565e-16,3.145750343343417e-16,0.0,3.9422873016328817e-16,2.0355273187182604e-16,0.0
simplex_1_6_1_4,0.08333333333333333,0.5,0.08333333333333333,0.3333333333333333,0.0,9.642570644389713e-16,8.008566259537283e-17,5.867158872133342e-16,9.642570644389713e-16,8.008566259537283e-17
simplex_1_6_2_3,0.08333333333333333,0.5,0.16666666666666666,0.25,1.6653345369377348e-16,1.5173400763079997e-15,8.008566259537309e-17,6.674283155229108e-16,1.3508066226142262e-15,8.008566259537309e-17
simplex_1_6_3_2,0.08333333333333333,0.5,0.25,0.16666666666666666,0.0,5.311910195938799e-16,0.0,3.8970851518680606e-16,5.311910195938799e-16,0.0
simplex_1_6_4_1,0.08333333333333333,0.5,0.3333333333333333,0.08333333333333333,1.6653345369377348e-16,1.4057915613771825e-15,4.00428312976865e-17,4.2446919776507055e-16,1.239258107683409e-15,4.00428312976865e-17
simplex_1_6_5_0,0.08333333333333333,0.5,0.4166666666666667,0.0,2.7755575615628914e-16,1.6715639733043273e-15,0.0,9.413282292967987e-16,1.3940082171480381e-15,0.0
simplex_1_7_0_4,0.08333333333333333,0.5833333333333334,0.0,0.3333333333333333,0.16666666666666663,0.16666666666666669,0.060124911349029274,5.730811523104852e-17,5.551115123125783e-17,8.326672684688674e-17
simplex_1_7_1_3,0.08333333333333333,0.5833333333333334,0.08333333333333333,0.25,0.16666666666666663,0.16666666666666674,0.060124911349029225,7.001120174493312e-17,1.1102230246251565e-16,3.469446951953614e-17
simplex_1_7_2_2,0.08333333333333333,0.5833333333333334,0.16666666666666666,0.16666666666666666,0.16666666666666663,0.16666666666666696,0.06012491134902974,2.111474369559953e-16,3.3306690738754696e-16,5.48172618408671e-16
simplex_1_7_3_1,0.08333333333333333,0.5833333333333334,0.25,0.08333333333333333,0.16666666666666663,0.1666666666666668,0.060124911349029336,7.001120174493312e-17,1.6653345369377348e-16,1.457167719820518e-16
simplex_1_7_4_0,0.08333333333333333,0.5833333333333334,0.3333333333333333,0.0,0.16666666666666663,0.16666666666666669,0.06012491134902921,5.730811523104853e-17,5.551115123125783e-17,2.0816681711721685e-17
simplex_1_8_0_3,0.08333333333333333,0.6666666666666666,0.0,0.25,0.3333333333333339,0.3333333333333338,0.18729859856877268,6.813343699304981e-16,1.1102230246251565e-16,3.608224830031759e-16
simplex_1_8_1_2,0.08333333333333333,0.6666666666666666,0.08333333333333333,0.16666666666666666,0.3333333333333333,0.3333333333333328,0.18729859856877204,8.5405185547288445e-16,4.996003610813204e-16,4.163336342344337e-16
simplex_1_8_2_1,0.08333333333333333,0.6666666666666666,0.16666666666666666,0.08333333333333333,0.33333333333333326,0.333333333333333,0.18729859856877237,6.980750120090978e-16,2.7755575615628914e-16,8.326672684688674e-17
simplex_1_8_3_0,0.08333333333333333,0.6666666666666666,0.25,0.0,0.33333333333333376,0.3333333333333338,0.18729859856877312,3.714339260189739e-16,5.551115123125783e-17,8.326672684688674e-17
simplex_1_9_0_2,0.08333333333333333,0.75,0.0,0.16666666666666666,0.4999999999999997,0.4999999999999999,0.3545789026652697,3.213074225455909e-17,1.6653345369377348e-16,1.6653345369377348e-16
simplex_1_9_1_1,0.08333333333333333,0.75,0.08333333333333333,0.08333333333333333,0.49999999999999967,0.49999999999999967,0.35457890266526976,2.9327768378022267e-16,0.0,2.220446049250313e-16
simplex_1_9_2_0,0.08333333333333333,0.75,0.16666666666666666,0.0,0.4999999999999997,0.5,0.3545789026652697,3.213074225455909e-17,2.7755575615628914e-16,1.6653345369377348e-16
simplex_1_10_0_1,0.08333333333333333,0.8333333333333334,0.0,0.08333333333333333,0.6666666666666667,0.666666666666667,0.5500477595827575,6.509155858402241e-16,2.220446049250313e-16,1.1102230246251565e-16
simplex_1_10_1_0,0.08333333333333333,0.8333333333333334,0.08333333333333333,0.0,0.6666666666666667,0.6666666666666667,0.5500477595827575,3.0941188461850114e-16,0.0,1.1102230246251565e-16
simplex_1_11_0_0,0.08333333333333333,0.9166666666666666,0.0,0.0,0.8333333333333329,0.8333333333333328,0.7667129495593812,2.0014830212433605e-16,1.1102230246251565e-16,0.0
simplex_2_0_0_10,0.16666666666666666,0.0,0.0,0.8333333333333334,0.6666666666666665,0.6666666666666663,0.5500477595827571,2.37280199968867e-16,2.220446049250313e-16,2.220446049250313e-16
simplex_2_0_1_9,0.16666666666666666,0.0,0.08333333333333333,0.75,0.4999999999999997,0.49999999999999994,0.3545789026652697,3.394455873876815e-17,2.220446049250313e-16,1.6653345369377348e-16
simplex_2_0_2_8,0.16666666666666666,0.0,0.16666666666666666,0.6666666666666666,0.33333333333333315,0.33333333333333315,0.18729859856877243,2.0414656927158904e-16,0.0,5.273559366969494e-16
simplex_2_0_3_7,0.16666666666666666,0.0,0.25,0.5833333333333334,0.16666666666666663,0.1666666666666667,0.060124911349029225,2.1174330115098158e-16,8.326672684688674e-17,3.469446951953614e-17
simplex_2_0_4_6,0.16666666666666666,0.0,0.3333333333333333,0.5,0.0,6.72292453803368e-17,0.0,8.099695833313425e-17,6.72292453803368e-17,0.0
simplex_2_0_5_5,0.16666666666666666,0.0,0.4166666666666667,0.4166666666666667,0.0,3.704970583756795e-16,0.0,5.183463618479638e-16,3.704970583756795e-16,0.0
simplex_2_0_6_4,0.16666666666666666,0.0,0.5,0.3333333333333333,0.0,6.923355787031672e-17,0.0,8.099695833313425e-17,6.923355787031672e-17,0.0
simplex_2_0_7_3,0.16666666666666666,0.0,0.5833333333333334,0.25,0.16666666666666663,0.1666666666666667,0.060124911349029315,2.1174330115098155e-16,8.326672684688674e-17,1.249000902703301e-16
simplex_2_0_8_2,0.16666666666666666,0.0,0.6666666666666666,0.16666666666666666,0.33333333333333315,0.33333333333333315,0.18729859856877218,2.0414656927158904e-16,0.0,2.7755575615628914e-16
simplex_2_0_9_1,0.16666666666666666,0.0,0.75,0.08333333333333333,0.4999999999999997,0.4999999999999999,0.35457890266526976,3.213074225455909e-17,1.6653345369377348e-16,2.220446049250313e-16
simplex_2_0_10_0,0.16666666666666666,0.0,0.8333333333333334,0.0,0.6666666666666665,0.6666666666666663,0.5500477595827572,2.37280199968867e-16,2.220446049250313e-16,1.1102230246251565e-16
simplex_2_1_0_9,0.16666666666666666,0.08333333333333333,0.0,0.75,0.4999999999999996,0.4999999999999997,0.3545789026652695,1.3533613562452195e-16,1.1102230246251565e-16,5.551115123125783e-17
simplex_2_1_1_8,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.6666666666666666,0.33333333333333326,0.3333333333333329,0.18729859856877207,4.3866158759359487e-16,3.3306690738754696e-16,3.885780586188048e-16
simplex_2_1_2_7,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.5833333333333334,0.16666666666666663,0.16666666666666682,0.06012491134902935,1.8861276258167377e-16,1.942890293094024e-16,1.5959455978986625e-16
simplex_2_1_3_6,0.16666666666666666,0.08333333333333333,0.25,0.5,0.0,6.644359353420911e-16,0.0,3.265399799555675e-16,6.644359353420911e-16,0.0
simplex_2_1_4_5,0.16666666666666666,0.08333333333333333,0.3333333333333333,0.4166666666666667,0.0,5.572353201036153e-16,4.0042831297686446e-17,1.1981320703499123e-16,5.572353201036153e-16,4.0042831297686446e-17
simplex_2_1_5_4,0.16666666666666666,0.08333333333333333,0.4166666666666667,0.3333333333333333,0.0,5.703753207215757e-16,0.0,3.207165507304903e-16,5.703753207215757e-16,0.0
simplex_2_1_6_3,0.16666666666666666,0.08333333333333333,0.5,0.25,1.1102230246251565e-16,4.0086153061365356e-16,8.008566259537295e-17,3.8878643565576183e-16,2.898392281511379e-16,8.008566259537295e-17
simplex_2_1_7_2,0.16666666666666666,0.08333333333333333,0.5833333333333334,0.16666666666666666,0.1666666666666663,0.1666666666666664,0.06012491134902903,3.87650990922529e-16,1.1102230246251565e-16,1.5959455978986625e-16
simplex_2_1_8_1,0.16666666666666666,0.08333333333333333,0.6666666666666666,0.08333333333333333,0.33333333333333354,0.33333333333333354,0.18729859856877254,3.058022148347419e-16,0.0,4.996003610813204e-16
simplex_2_1_9_0,0.16666666666666666,0.08333333333333333,0.75,0.0,0.49999999999999967,0.49999999999999956,0.3545789026652693,3.50294528982079e-16,1.1102230246251565e-16,2.220446049250313e-16
simplex_2_2_0_8,0.16666666666666666,0.16666666666666666,0.0,0.6666666666666666,0.33333333333333304,0.3333333333333332,0.18729859856877254,4.020076955036532e-16,1.6653345369377348e-16,6.38378239159465e-16
simplex_2_2_1_7,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.5833333333333334,0.16666666666666663,0.16666666666666696,0.06012491134902956,1.7875074318727727e-16,3.3306690738754696e-16,3.677613769070831e-16
simplex_2_2_2_6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.0,1.8318100761849942e-16,8.008566259537285e-17,2.959555148452661e-16,1.8318100761849942e-16,8.008566259537285e-17
simplex_2_2_3_5,0.16666666666666666,0.16666666666666666,0.25,0.4166666666666667,0.0,1.8783009042876707e-16,0.0,2.575935578334865e-16,1.8783009042876707e-16,0.0
simplex_2_2_4_4,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.0,2.744819479492383e-16,0.0,3.914191432728394e-16,2.744819479492383e-16,0.0
simplex_2_2_5_3,0.16666666666666666,0.16666666666666666,0.4166666666666667,0.25,0.0,2.0081597038470176e-16,0.0,2.575935578334865e-16,2.0081597038470176e-16,0.0
simplex_2_2_6_2,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,0.0,2.033806086669541e-16,8.008566259537285e-17,3.016071639251226e-16,2.033806086669541e-16,8.008566259537285e-17
simplex_2_2_7_1,0.16666666666666666,0.16666666666666666,0.5833333333333334,0.08333333333333333,0.16666666666666663,0.16666666666666702,0.06012491134902938,2.1114743695599527e-16,3.885780586188048e-16,1.8735013540549517e-16
simplex_2_2_8_0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.0,0.33333333333333304,0.3333333333333332,0.18729859856877254,4.020076955036532e-16,1.6653345369377348e-16,6.38378239159465e-16
simplex_2_3_0_7,0.16666666666666666,0.25,0.0,0.5833333333333334,0.16666666666666663,0.1666666666666668,0.06012491134902956,2.6516300878839367e-16,1.6653345369377348e-16,3.677613769070831e-16
simplex_2_3_1_6,0.16666666666666666,0.25,0.08333333333333333,0.5,1.1102230246251565e-16,1.0300873501284433e-15,4.0042831297686446e-17,5.162280863707324e-16,9.190650476659277e-16,4.0042831297686446e-17
simplex_2_3_2_5,0.16666666666666666,0.25,0.16666666666666666,0.4166666666666667,0.0,1.0686129107845063e-15,0.0,2.8317792758796275e-16,1.0686129107845063e-15,0.0
simplex_2_3_3_4,0.16666666666666666,0.25,0.25,0.3333333333333333,0.0,7.475367537115781e-16,1.2012849389305945e-16,3.2367355536649797e-16,7.475367537115781e-16,1.2012849389305945e-16
simplex_2_3_4_3,0.16666666666666666,0.25,0.3333333333333333,0.25,0.0,5.832331187474322e-16,8.00856625953729e-17,2.037907888308295e-16,5.832331187474322e-16,8.00856625953729e-17
simplex_2_3_5_2,0.16666666666666666,0.25,0.4166666666666667,0.16666666666666666,0.0,3.5310552764212266e-16,0.0,2.9523521840129495e-16,3.5310552764212266e-16,0.0
simplex_2_3_6_1,0.16666666666666666,0.25,0.5,0.08333333333333333,1.1102230246251565e-16,1.0136217313245227e-15,1.2012849389305933e-16,3.5747733394899355e-16,9.02599428862007e-16,1.2012849389305933e-16
simplex_2_3_7_0,0.16666666666666666,0.25,0.5833333333333334,0.0,0.1666666666666668,0.16666666666666646,0.060124911349029087,5.180216396496823e-16,3.3306690738754696e-16,1.0408340855860843e-16
simplex_2_4_0_6,0.16666666666666666,0.3333333333333333,0.0,0.5,0.0,5.551115123125783e-17,0.0,1.2438451871057094e-16,5.551115123125783e-17,0.0
simplex_2_4_1_5,0.16666666666666666,0.3333333333333333,0.08333333333333333,0.4166666666666667,0.0,7.793359728366309e-17,8.00856625953729e-17,1.8124205467275583e-16,7.793359728366309e-17,8.00856625953729e-17
simplex_2_4_2_4,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.0,6.521208557848207e-17,0.0,1.318104548896052e-16,6.521208557848207e-17,0.0
simplex_2_4_3_3,0.16666666666666666,0.3333333333333333,0.25,0.25,0.0,1.7014947340689383e-16,0.0,3.337426368583435e-16,1.7014947340689383e-16,0.0
simplex_2_4_4_2,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,6.424722781128293e-17,0.0,1.318104548896052e-16,6.424722781128293e-17,0.0
simplex_2_4_5_1,0.16666666666666666,0.3333333333333333,0.4166666666666667,0.08333333333333333,0.0,1.447403658865926e-16,0.0,1.8124205467275583e-16,1.447403658865926e-16,0.0
simplex_2_4_6_0,0.16666666666666666,0.3333333333333333,0.5,0.0,0.0,5.551115123125783e-17,0.0,1.2438451871057092e-16,5.551115123125783e-17,0.0
simplex_2_5_0_5,0.16666666666666666,0.4166666666666667,0.0,0.4166666666666667,0.0,5.959138801545445e-16,4.004283129768643e-17,4.3055654652977043e-16,5.959138801545445e-16,4.004283129768643e-17
simplex_2_5_1_4,0.16666666666666666,0.4166666666666667,0.08333333333333333,0.3333333333333333,0.0,3.961984324864413e-15,8.008566259537295e-17,3.4365194171941456e-16,3.961984324864413e-15,8.008566259537295e-17
simplex_2_5_2_3,0.16666666666666666,0.4166666666666667,0.16666666666666666,0.25,0.0,1.2601607715458822e-15,2.0021415648843232e-16,1.855387318129648e-16,1.2601607715458822e-15,2.0021415648843232e-16
simplex_2_5_3_2,0.16666666666666666,0.4166666666666667,0.25,0.16666666666666666,0.0,4.943225232185945e-16,1.2012849389305937e-16,2.1623147174792123e-16,4.943225232185945e-16,1.2012849389305937e-16
simplex_2_5_4_1,0.16666666666666666,0.4166666666666667,0.3333333333333333,0.08333333333333333,0.0,4.810366104117431e-16,0.0,5.991373168406861e-16,4.810366104117431e-16,0.0
simplex_2_5_5_0,0.16666666666666666,0.4166666666666667,0.4166666666666667,0.0,0.0,3.5467707191167386e-16,0.0,2.011926192762491e-16,3.5467707191167386e-16,0.0
simplex_2_6_0_4,0.16666666666666666,0.5,0.0,0.3333333333333333,0.0,9.436111637906115e-17,0.0,2.1499530197804266e-16,9.436111637906115e-17,0.0
simplex_2_6_1_3,0.16666666666666666,0.5,0.08333333333333333,0.25,0.0,6.598660303447601e-17,0.0,2.2737639995343395e-16,6.598660303447601e-17,0.0
simplex_2_6_2_2,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,0.0,1.8813206154633992e-16,8.008566259537285e-17,3.016071639251226e-16,1.8813206154633992e-16,8.008566259537285e-17
simplex_2_6_3_1,0.16666666666666666,0.5,0.25,0.08333333333333333,0.0,8.759232857892702e-17,0.0,2.2739002340029227e-16,8.759232857892702e-17,0.0
simplex_2_6_4_0,0.16666666666666666,0.5,0.3333333333333333,0.0,0.0,1.2678860792962808e-16,0.0,2.1499530197804266e-16,1.2678860792962808e-16,0.0
simplex_2_7_0_3,0.16666666666666666,0.5833333333333334,0.0,0.25,0.16666666666666707,0.16666666666666674,0.060124911349029475,8.300142533137917e-17,3.3306690738754696e-16,2.8449465006019636e-16
simplex_2_7_1_2,0.16666666666666666,0.5833333333333334,0.08333333333333333,0.16666666666666666,0.16666666666666674,0.16666666666666696,0.06012491134902951,1.591110832417531e-16,2.220446049250313e-16,3.191891195797325e-16
simplex_2_7_2_1,0.16666666666666666,0.5833333333333334,0.16666666666666666,0.08333333333333333,0.16666666666666624,0.16666666666666652,0.06012491134902911,2.2169960903793325e-16,2.7755575615628914e-16,8.326672684688674e-17
simplex_2_7_3_0,0.16666666666666666,0.5833333333333334,0.25,0.0,0.16666666666666657,0.16666666666666663,0.060124911349029087,2.5681376011467276e-16,5.551115123125783e-17,1.0408340855860843e-16
simplex_2_8_0_2,0.16666666666666666,0.6666666666666666,0.0,0.16666666666666666,0.33333333333333315,0.3333333333333331,0.18729859856877223,2.0535041242341824e-16,5.551115123125783e-17,3.3306690738754696e-16
simplex_2_8_1_1,0.16666666666666666,0.6666666666666666,0.08333333333333333,0.08333333333333333,0.3333333333333331,0.3333333333333332,0.18729859856877215,2.2439999139041173e-16,1.1102230246251565e-16,2.498001805406602e-16
simplex_2_8_2_0,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.0,0.33333333333333315,0.33333333333333315,0.1872985985687724,2.0535041242341824e-16,0.0,4.996003610813204e-16
simplex_2_9_0_1,0.16666666666666666,0.75,0.0,0.08333333333333333,0.5000000000000001,0.5000000000000004,0.35457890266527037,6.178093116677897e-16,3.3306690738754696e-16,3.3306690738754696e-16
simplex_2_9_1_0,0.16666666666666666,0.75,0.08333333333333333,0.0,0.5,0.5,0.3545789026652698,1.066587922309425e-16,0.0,2.220446049250313e-16
simplex_2_10_0_0,0.16666666666666666,0.8333333333333334,0.0,0.0,0.6666666666666665,0.6666666666666663,0.5500477595827571,2.9373740229761033e-16,2.220446049250313e-16,2.220446049250313e-16
simplex_3_0_0_9,0.25,0.0,0.0,0.75,0.49999999999999994,0.49999999999999994,0.3545789026652699,1.1757855195327373e-16,0.0,1.1102230246251565e-16
simplex_3_0_1_8,0.25,0.0,0.08333333333333333,0.6666666666666666,0.3333333333333336,0.333333333333334,0.18729859856877257,8.911540711450122e-16,3.885780586188048e-16,4.718447854656915e-16
simplex_3_0_2_7,0.25,0.0,0.16666666666666666,0.5833333333333334,0.16666666666666696,0.16666666666666707,0.06012491134902938,5.535615502757717e-16,1.1102230246251565e-16,1.8735013540549517e-16
simplex_3_0_3_6,0.25,0.0,0.25,0.5,2.220446049250313e-16,1.9570594637281684e-16,0.0,1.5540794613136646e-16,2.6338658552214472e-17,0.0
simplex_3_0_4_5,0.25,0.0,0.3333333333333333,0.4166666666666667,0.0,8.845548102344129e-16,0.0,3.534062376280296e-16,8.845548102344129e-16,0.0
simplex_3_0_5_4,0.25,0.0,0.4166666666666667,0.3333333333333333,0.0,2.0505523054076999e-16,0.0,8.032454945138847e-17,2.0505523054076999e-16,0.0
simplex_3_0_6_3,0.25,0.0,0.5,0.25,1.1102230246251565e-16,2.681790401640303e-16,0.0,1.879549859484119e-16,1.5715673770151464e-16,0.0
simplex_3_0_7_2,0.25,0.0,0.5833333333333334,0.16666666666666666,0.16666666666666652,0.16666666666666663,0.06012491134902912,2.463879302512716e-16,1.1102230246251565e-16,6.938893903907228e-17
simplex_3_0_8_1,0.25,0.0,0.6666666666666666,0.08333333333333333,0.3333333333333339,0.33333333333333415,0.18729859856877318,7.206404404139933e-16,2.220446049250313e-16,1.3877787807814457e-16
simplex_3_0_9_0,0.25,0.0,0.75,0.0,0.49999999999999994,0.4999999999999999,0.35457890266527,1.1682225930522767e-16,5.551115123125783e-17,5.551115123125783e-17
simplex_3_1_0_8,0.25,0.08333333333333333,0.0,0.6666666666666666,0.3333333333333331,0.333333333333333,0.1872985985687722,3.4931947054724023e-16,1.1102230246251565e-16,3.0531133177191805e-16
simplex_3_1_1_7,0.25,0.08333333333333333,0.08333333333333333,0.5833333333333334,0.16666666666666663,0.16666666666666677,0.0601249113490291,9.107350181691497e-17,1.3877787807814457e-16,9.020562075079397e-17
simplex_3_1_2_6,0.25,0.08333333333333333,0.16666666666666666,0.5,0.0,7.569150441100248e-17,0.0,2.2737639995343395e-16,7.569150441100248e-17,0.0
simplex_3_1_3_5,0.25,0.08333333333333333,0.25,0.4166666666666667,0.0,2.0833045413257384e-16,0.0,2.1140550559227698e-16,2.0833045413257384e-16,0.0
simplex_3_1_4_4,0.25,0.08333333333333333,0.3333333333333333,0.3333333333333333,0.0,2.337321278267761e-16,8.008566259537288e-17,2.5451605152684256e-16,2.337321278267761e-16,8.008566259537288e-17
simplex_3_1_5_3,0.25,0.08333333333333333,0.4166666666666667,0.25,0.0,1.9799454311923972e-16,0.0,2.1140550559227698e-16,1.9799454311923972e-16,0.0
simplex_3_1_6_2,0.25,0.08333333333333333,0.5,0.16666666666666666,0.0,7.569150441100248e-17,0.0,2.2737639995343395e-16,7.569150441100248e-17,0.0
simplex_3_1_7_1,0.25,0.08333333333333333,0.5833333333333334,0.08333333333333333,0.16666666666666663,0.1666666666666667,0.06012491134902924,7.001120174493312e-17,8.326672684688674e-17,4.85722573273506e-17
simplex_3_1_8_0,0.25,0.08333333333333333,0.6666666666666666,0.0,0.3333333333333331,0.33333333333333304,0.1872985985687724,3.4931947054724023e-16,5.551115123125783e-17,4.996003610813204e-16
simplex_3_2_0_7,0.25,0.16666666666666666,0.0,0.5833333333333334,0.1666666666666668,0.16666666666666646,0.06012491134902898,5.102706437998223e-16,3.3306690738754696e-16,2.0816681711721685e-16
simplex_3_2_1_6,0.25,0.16666666666666666,0.08333333333333333,0.5,1.1102230246251565e-16,1.0136217313245227e-15,1.2012849389305933e-16,3.6018779522918396e-16,9.02599428862007e-16,1.2012849389305933e-16
simplex_3_2_2_5,0.25,0.16666666666666666,0.16666666666666666,0.4166666666666667,0.0,6.772764778914278e-16,0.0,1.9874571865803867e-16,6.772764778914278e-16,0.0
simplex_3_2_3_4,0.25,0.16666666666666666,0.25,0.3333333333333333,0.0,4.804357821469888e-16,0.0,2.0424897988665237e-16,4.804357821469888e-16,0.0
simplex_3_2_4_3,0.25,0.16666666666666666,0.3333333333333333,0.25,0.0,2.705761525500661e-16,0.0,1.7666947150321598e-16,2.705761525500661e-16,0.0
simplex_3_2_5_2,0.25,0.16666666666666666,0.4166666666666667,0.16666666666666666,0.0,8.682729396154772e-16,0.0,3.036322636073555e-16,8.682729396154772e-16,0.0
simplex_3_2_6_1,0.25,0.16666666666666666,0.5,0.08333333333333333,1.1102230246251565e-16,1.0300873501284433e-15,4.0042831297686446e-17,5.028552511396712e-16,9.190650476659277e-16,4.0042831297686446e-17
simplex_3_2_7_0,0.25,0.16666666666666666,0.5833333333333334,0.0,0.16666666666666663,0.1666666666666668,0.060124911349029544,2.651630087883936e-16,1.6653345369377348e-16,3.5388358909926865e-16
simplex_3_3_0_6,0.25,0.25,0.0,0.5,0.0,2.4493061246790727e-16,0.0,2.57675056675554e-16,2.4493061246790727e-16,0.0
simplex_3_3_1_5,0.25,0.25,0.08333333333333333,0.4166666666666667,0.0,1.8903935598090809e-16,1.6017132519074573e-16,3.577419292835568e-16,1.8903935598090809e-16,1.6017132519074573e-16
simplex_3_3_2_4,0.25,0.25,0.16666666666666666,0.3333333333333333,0.0,1.527024155640287e-16,8.008566259537289e-17,2.4449233438646686e-16,1.527024155640287e-16,8.008566259537289e-17
simplex_3_3_3_3,0.25,0.25,0.25,0.25,0.0,2.1417324045252996e-16,0.0,3.288383083547681e-16,2.1417324045252996e-16,0.0
simplex_3_3_4_2,0.25,0.25,0.3333333333333333,0.16666666666666666,0.0,1.6680010351678343e-16,8.008566259537285e-17,3.337426368583435e-16,1.6680010351678343e-16,8.008566259537285e-17
simplex_3_3_5_1,0.25,0.25,0.4166666666666667,0.08333333333333333,0.0,1.0425511282534506e-16,0.0,3.2222788953944757e-16,1.0425511282534506e-16,0.0
simplex_3_3_6_0,0.25,0.25,0.5,0.0,0.0,2.449306124679073e-16,0.0,2.57675056675554e-16,2.449306124679073e-16,0.0
simplex_3_4_0_5,0.25,0.3333333333333333,0.0,0.4166666666666667,0.0,1.0131653571831589e-15,0.0,2.7175618293949354e-16,1.0131653571831589e-15,0.0
simplex_3_4_1_4,0.25,0.3333333333333333,0.08333333333333333,0.3333333333333333,0.0,3.1414680996130467e-16,0.0,4.0214267996471457e-16,3.1414680996130467e-16,0.0
simplex_3_4_2_3,0.25,0.3333333333333333,0.16666666666666666,0.25,0.0,6.305721696231981e-16,0.0,1.384848340950861e-16,6.305721696231981e-16,0.0
simplex_3_4_3_2,0.25,0.3333333333333333,0.25,0.16666666666666666,0.0,3.9354786543956853e-16,0.0,2.1841677265168865e-16,3.9354786543956853e-16,0.0
simplex_3_4_4_1,0.25,0.3333333333333333,0.3333333333333333,0.08333333333333333,0.0,2.5283243169357156e-14,0.0,1.718324694277072e-16,2.5283243169357156e-14,0.0
simplex_3_4_5_0,0.25,0.3333333333333333,0.4166666666666667,0.0,0.0,4.3618763897058555e-16,0.0,3.1235573616242933e-16,4.3618763897058555e-16,0.0
simplex_3_5_0_4,0.25,0.4166666666666667,0.0,0.3333333333333333,0.0,5.681995671684521e-17,0.0,1.3036411773699128e-16,5.681995671684521e-17,0.0
simplex_3_5_1_3,0.25,0.4166666666666667,0.08333333333333333,0.25,0.0,2.008499294839666e-16,0.0,2.0577446438748261e-16,2.008499294839666e-16,0.0
simplex_3_5_2_2,0.25,0.4166666666666667,0.16666666666666666,0.16666666666666666,0.0,1.6363523989980293e-16,0.0,2.501149953898517e-16,1.6363523989980293e-16,0.0
simplex_3_5_3_1,0.25,0.4166666666666667,0.25,0.08333333333333333,0.0,2.0224500189874486e-16,0.0,2.057744643874826e-16,2.0224500189874486e-16,0.0
simplex_3_5_4_0,0.25,0.4166666666666667,0.3333333333333333,0.0,0.0,5.681995671684521e-17,0.0,1.3036411773699128e-16,5.681995671684521e-17,0.0
simplex_3_6_0_3,0.25,0.5,0.0,0.25,2.220446049250313e-16,2.6339442731545247e-16,0.0,2.5029233311879117e-16,4.134982239042116e-17,0.0
simplex_3_6_1_2,0.25,0.5,0.08333333333333333,0.16666666666666666,0.0,5.506369173984608e-16,4.0042831297686464e-17,3.8809008935885275e-16,5.506369173984608e-16,4.0042831297686464e-17
simplex_3_6_2_1,0.25,0.5,0.16666666666666666,0.08333333333333333,0.0,5.523382781996185e-16,0.0,2.8354186133103493e-16,5.523382781996185e-16,0.0
simplex_3_6_3_0,0.25,0.5,0.25,0.0,2.220446049250313e-16,1.9570594637281686e-16,0.0,1.8279403904984245e-16,2.6338658552214447e-17,0.0
simplex_3_7_0_2,0.25,0.5833333333333334,0.0,0.16666666666666666,0.16666666666666663,0.1666666666666667,0.06012491134902932,2.1174330115098155e-16,8.326672684688674e-17,1.3183898417423734e-16
simplex_3_7_1_1,0.25,0.5833333333333334,0.08333333333333333,0.08333333333333333,0.16666666666666657,0.16666666666666677,0.06012491134902963,2.1849732917355605e-16,1.942890293094024e-16,4.371503159461554e-16
simplex_3_7_2_0,0.25,0.5833333333333334,0.16666666666666666,0.0,0.16666666666666663,0.1666666666666667,0.060124911349029225,2.1174330115098158e-16,8.326672684688674e-17,3.469446951953614e-17
simplex_3_8_0_1,0.25,0.6666666666666666,0.0,0.08333333333333333,0.3333333333333331,0.33333333333333326,0.18729859856877223,3.549471912506229e-16,1.6653345369377348e-16,3.3306690738754696e-16
simplex_3_8_1_0,0.25,0.6666666666666666,0.08333333333333333,0.0,0.3333333333333333,0.33333333333333315,0.1872985985687722,7.398975578426055e-16,1.6653345369377348e-16,2.498001805406602e-16
