sample_id,p_phi_plus,p_phi_minus,p_psi_plus,p_psi_minus,concurrence,ensemble_average_concurrence,ensemble_average_entanglement,reconstruction_error,concurrence_gap,entanglement_gap
simplex_0_1_5_6,0.0,0.08333333333333333,0.4166666666666667,0.5,0.0,1.2227812706129444e-15,0.0,1.867450553687078e-16,1.2227812706129444e-15,0.0
simplex_0_1_6_5,0.0,0.08333333333333333,0.5,0.4166666666666667,3.3306690738754696e-16,1.1885633701644309e-15,0.0,4.498662642113318e-16,8.554964627768839e-16,0.0
simplex_0_1_7_4,0.0,0.08333333333333333,0.5833333333333334,0.3333333333333333,0.16666666666666669,0.16666666666666674,0.06012491134902932,1.4281312661849604e-16,5.551115123125783e-17,1.3183898417423734e-16
simplex_0_1_8_3,0.0,0.08333333333333333,0.6666666666666666,0.25,0.33333333333333326,0.33333333333333326,0.1872985985687725,1.9904775560978616e-16,0.0,5.551115123125783e-17
simplex_0_1_9_2,0.0,0.08333333333333333,0.75,0.16666666666666666,0.5,0.49999999999999994,0.35457890266526987,1.0878715496830524e-16,5.551115123125783e-17,1.6653345369377348e-16
simplex_0_1_10_1,0.0,0.08333333333333333,0.8333333333333334,0.08333333333333333,0.6666666666666672,0.6666666666666666,0.5500477595827574,9.82694552026411e-17,5.551115123125783e-16,7.771561172376096e-16
simplex_0_1_11_0,0.0,0.08333333333333333,0.9166666666666666,0.0,0.833333333333333,0.833333333333333,0.7667129495593815,8.736681362718423e-17,0.0,0.0
simplex_0_2_0_10,0.0,0.16666666666666666,0.0,0.8333333333333334,0.6666666666666665,0.6666666666666663,0.5500477595827572,2.37280199968867e-16,2.220446049250313e-16,1.1102230246251565e-16
simplex_0_2_1_9,0.0,0.16666666666666666,0.08333333333333333,0.75,0.4999999999999997,0.49999999999999994,0.35457890266526976,3.394455873876816e-17,2.220446049250313e-16,2.220446049250313e-16
simplex_0_2_2_8,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.33333333333333315,0.33333333333333315,0.18729859856877235,2.8275828989000577e-16,0.0,4.440892098500626e-16
simplex_0_2_3_7,0.0,0.16666666666666666,0.25,0.5833333333333334,0.16666666666666663,0.1666666666666667,0.06012491134902932,2.1174330115098155e-16,8.326672684688674e-17,1.3183898417423734e-16
simplex_0_2_4_6,0.0,0.16666666666666666,0.3333333333333333,0.5,0.0,6.923355787031672e-17,0.0,8.099695833313425e-17,6.923355787031672e-17,0.0
simplex_0_2_5_5,0.0,0.16666666666666666,0.4166666666666667,0.4166666666666667,0.0,2.8535462384615593e-16,0.0,5.5764468756612e-16,2.8535462384615593e-16,0.0
simplex_0_2_6_4,0.0,0.16666666666666666,0.5,0.3333333333333333,0.0,6.72292453803368e-17,0.0,8.099695833313425e-17,6.72292453803368e-17,0.0
simplex_0_2_7_3,0.0,0.16666666666666666,0.5833333333333334,0.25,0.16666666666666663,0.1666666666666667,0.060124911349029225,2.1174330115098158e-16,8.326672684688674e-17,3.469446951953614e-17
simplex_0_2_8_2,0.0,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.33333333333333315,0.33333333333333315,0.18729859856877246,2.827582898900058e-16,0.0,5.551115123125783e-16
simplex_0_2_9_1,0.0,0.16666666666666666,0.75,0.08333333333333333,0.4999999999999997,0.5,0.3545789026652697,3.213074225455909e-17,2.7755575615628914e-16,1.6653345369377348e-16
simplex_0_2_10_0,0.0,0.16666666666666666,0.8333333333333334,0.0,0.6666666666666665,0.6666666666666663,0.5500477595827571,2.37280199968867e-16,2.220446049250313e-16,2.220446049250313e-16
simplex_0_3_0_9,0.0,0.25,0.0,0.75,0.49999999999999994,0.4999999999999999,0.35457890266527,1.1682225930522767e-16,5.551115123125783e-17,5.551115123125783e-17
simplex_0_3_1_8,0.0,0.25,0.08333333333333333,0.6666666666666666,0.3333333333333337,0.33333333333333365,0.1872985985687726,2.603229707265727e-16,5.551115123125783e-17,4.440892098500626e-16
simplex_0_3_2_7,0.0,0.25,0.16666666666666666,0.5833333333333334,0.16666666666666696,0.16666666666666652,0.060124911349029066,4.187409326198381e-16,4.440892098500626e-16,1.249000902703301e-16
simplex_0_3_3_6,0.0,0.25,0.25,0.5,1.1102230246251565e-16,2.681790401640303e-16,0.0,1.5317927426537813e-16,1.5715673770151464e-16,0.0
simplex_0_3_4_5,0.0,0.25,0.3333333333333333,0.4166666666666667,0.0,2.0505523054076999e-16,0.0,9.745331166853412e-17,2.0505523054076999e-16,0.0
simplex_0_3_5_4,0.0,0.25,0.4166666666666667,0.3333333333333333,0.0,8.845548102344129e-16,0.0,3.4245177095960285e-16,8.845548102344129e-16,0.0
simplex_0_3_6_3,0.0,0.25,0.5,0.25,2.220446049250313e-16,1.9570594637281686e-16,0.0,1.8279403904984245e-16,2.6338658552214447e-17,0.0
simplex_0_3_7_2,0.0,0.25,0.5833333333333334,0.16666666666666666,0.16666666666666674,0.16666666666666652,0.06012491134902928,3.1187483944051746e-16,2.220446049250313e-16,9.020562075079397e-17
simplex_0_3_8_1,0.0,0.25,0.6666666666666666,0.08333333333333333,0.3333333333333339,0.3333333333333338,0.18729859856877298,3.170681294147611e-16,1.1102230246251565e-16,5.551115123125783e-17
simplex_0_3_9_0,0.0,0.25,0.75,0.0,0.49999999999999994,0.49999999999999994,0.3545789026652699,1.1757855195327373e-16,0.0,1.1102230246251565e-16
simplex_0_4_0_8,0.0,0.3333333333333333,0.0,0.6666666666666666,0.33333333333333304,0.33333333333333304,0.18729859856877237,2.2439034515414073e-16,0.0,4.718447854656915e-16
simplex_0_4_1_7,0.0,0.3333333333333333,0.08333333333333333,0.5833333333333334,0.16666666666666663,0.16666666666666674,0.0601249113490294,7.002914733208545e-17,1.1102230246251565e-16,2.0816681711721685e-16
simplex_0_4_2_6,0.0,0.3333333333333333,0.16666666666666666,0.5,0.0,9.732959050625006e-17,0.0,2.1499530197804266e-16,9.732959050625006e-17,0.0
simplex_0_4_3_5,0.0,0.3333333333333333,0.25,0.4166666666666667,0.0,6.716812002224531e-17,0.0,1.3036411773699128e-16,6.716812002224531e-17,0.0
simplex_0_4_4_4,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1.713383491714385e-16,0.0,2.52549035510472e-16,1.713383491714385e-16,0.0
simplex_0_4_5_3,0.0,0.3333333333333333,0.4166666666666667,0.25,0.0,9.145171532616117e-17,0.0,1.3036411773699128e-16,9.145171532616117e-17,0.0
simplex_0_4_6_2,0.0,0.3333333333333333,0.5,0.16666666666666666,0.0,1.2678860792962808e-16,0.0,2.1499530197804266e-16,1.2678860792962808e-16,0.0
simplex_0_4_7_1,0.0,0.3333333333333333,0.5833333333333334,0.08333333333333333,0.16666666666666663,0.16666666666666669,0.06012491134902921,5.730811523104853e-17,5.551115123125783e-17,2.0816681711721685e-17
simplex_0_4_8_0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.33333333333333304,0.33333333333333304,0.18729859856877237,2.2439034515414073e-16,0.0,4.718447854656915e-16
simplex_0_5_0_7,0.0,0.4166666666666667,0.0,0.5833333333333334,0.16666666666666657,0.16666666666666663,0.060124911349029315,3.2403300300897923e-16,5.551115123125783e-17,1.249000902703301e-16
simplex_0_5_1_6,0.0,0.4166666666666667,0.08333333333333333,0.5,5.551115123125783e-17,8.497006386566428e-16,0.0,5.875841209786349e-16,7.94189487425385e-16,0.0
simplex_0_5_2_5,0.0,0.4166666666666667,0.16666666666666666,0.4166666666666667,0.0,3.8254892639616845e-16,0.0,3.525011006085114e-16,3.8254892639616845e-16,0.0
simplex_0_5_3_4,0.0,0.4166666666666667,0.25,0.3333333333333333,0.0,5.157293655890377e-16,0.0,4.759302448311358e-16,5.157293655890377e-16,0.0
simplex_0_5_4_3,0.0,0.4166666666666667,0.3333333333333333,0.25,0.0,4.731735420806714e-16,0.0,2.3315762698014905e-16,4.731735420806714e-16,0.0
simplex_0_5_5_2,0.0,0.4166666666666667,0.4166666666666667,0.16666666666666666,0.0,3.194338622195512e-16,0.0,3.7839691901733023e-16,3.194338622195512e-16,0.0
simplex_0_5_6_1,0.0,0.4166666666666667,0.5,0.08333333333333333,0.0,3.755834488140843e-16,0.0,4.054059984372133e-16,3.755834488140843e-16,0.0
simplex_0_5_7_0,0.0,0.4166666666666667,0.5833333333333334,0.0,0.16666666666666657,0.1666666666666666,0.06012491134902924,3.152321262925004e-16,2.7755575615628914e-17,4.85722573273506e-17
simplex_0_6_0_6,0.0,0.5,0.0,0.5,0.0,6.123233995736764e-17,0.0,1.5700924586837752e-16,6.123233995736764e-17,0.0
simplex_0_6_1_5,0.0,0.5,0.08333333333333333,0.4166666666666667,5.551115123125783e-17,7.681365050035678e-17,1.6017132519074578e-16,2.48303093339729e-16,2.130249926909895e-17,1.6017132519074578e-16
simplex_0_6_2_4,0.0,0.5,0.16666666666666666,0.3333333333333333,0.0,2.7755575615628914e-17,0.0,1.2438451871057094e-16,2.7755575615628914e-17,0.0
simplex_0_6_3_3,0.0,0.5,0.25,0.25,0.0,2.449306124679073e-16,0.0,2.791126407930384e-16,2.449306124679073e-16,0.0
simplex_0_6_4_2,0.0,0.5,0.3333333333333333,0.16666666666666666,0.0,5.551115123125783e-17,0.0,1.2438451871057092e-16,5.551115123125783e-17,0.0
simplex_0_6_5_1,0.0,0.5,0.4166666666666667,0.08333333333333333,5.551115123125783e-17,7.681365050035678e-17,0.0,2.48303093339729e-16,2.130249926909895e-17,0.0
simplex_0_6_6_0,0.0,0.5,0.5,0.0,0.0,6.123233995736764e-17,0.0,1.5700924586837752e-16,6.123233995736764e-17,0.0
simplex_0_7_0_5,0.0,0.5833333333333334,0.0,0.4166666666666667,0.1666666666666664,0.16666666666666635,0.06012491134902924,4.768713674019619e-16,5.551115123125783e-17,4.85722573273506e-17
simplex_0_7_1_4,0.0,0.5833333333333334,0.08333333333333333,0.3333333333333333,0.16666666666666657,0.16666666666666674,0.060124911349028635,1.1597180705425e-16,1.6653345369377348e-16,5.551115123125783e-16
simplex_0_7_2_3,0.0,0.5833333333333334,0.16666666666666666,0.25,0.16666666666666669,0.1666666666666663,0.06012491134902889,4.638924049760055e-16,3.885780586188048e-16,2.983724378680108e-16
simplex_0_7_3_2,0.0,0.5833333333333334,0.25,0.16666666666666666,0.16666666666666685,0.1666666666666666,0.06012491134902928,2.7545694257178117e-16,2.498001805406602e-16,9.020562075079397e-17
simplex_0_7_4_1,0.0,0.5833333333333334,0.3333333333333333,0.08333333333333333,0.1666666666666664,0.16666666666666635,0.06012491134902892,2.2003177505560565e-16,5.551115123125783e-17,2.706168622523819e-16
simplex_0_7_5_0,0.0,0.5833333333333334,0.4166666666666667,0.0,0.16666666666666718,0.16666666666666713,0.06012491134902965,3.708891961333582e-16,5.551115123125783e-17,4.579669976578771e-16
simplex_0_8_0_4,0.0,0.6666666666666666,0.0,0.3333333333333333,0.33333333333333304,0.3333333333333331,0.18729859856877237,2.2439034515414073e-16,5.551115123125783e-17,4.718447854656915e-16
simplex_0_8_1_3,0.0,0.6666666666666666,0.08333333333333333,0.25,0.3333333333333331,0.33333333333333304,0.18729859856877237,3.4931947054724023e-16,5.551115123125783e-17,4.718447854656915e-16
simplex_0_8_2_2,0.0,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.33333333333333304,0.33333333333333326,0.1872985985687725,3.107849460829639e-16,2.220446049250313e-16,6.106226635438361e-16
simplex_0_8_3_1,0.0,0.6666666666666666,0.25,0.08333333333333333,0.3333333333333331,0.33333333333333304,0.18729859856877207,3.493194705472402e-16,5.551115123125783e-17,1.6653345369377348e-16
simplex_0_8_4_0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.33333333333333304,0.33333333333333304,0.18729859856877237,2.2439034515414073e-16,0.0,4.718447854656915e-16
simplex_0_9_0_3,0.0,0.75,0.0,0.25,0.4999999999999999,0.5,0.35457890266527003,1.5117997620877199e-16,1.1102230246251565e-16,4.996003610813204e-16
simplex_0_9_1_2,0.0,0.75,0.08333333333333333,0.16666666666666666,0.49999999999999983,0.5000000000000002,0.3545789026652697,4.664661650826119e-16,3.885780586188048e-16,1.6653345369377348e-16
simplex_0_9_2_1,0.0,0.75,0.16666666666666666,0.08333333333333333,0.4999999999999995,0.49999999999999967,0.35457890266526954,2.5967897749682626e-16,1.6653345369377348e-16,0.0
simplex_0_9_3_0,0.0,0.75,0.25,0.0,0.49999999999999994,0.49999999999999994,0.3545789026652699,1.1757855195327373e-16,0.0,1.1102230246251565e-16
simplex_0_10_0_2,0.0,0.8333333333333334,0.0,0.16666666666666666,0.6666666666666661,0.6666666666666661,0.550047759582757,5.354353903279612e-16,0.0,3.3306690738754696e-16
simplex_0_10_1_1,0.0,0.8333333333333334,0.08333333333333333,0.08333333333333333,0.6666666666666661,0.6666666666666665,0.5500477595827572,3.3953472248300676e-16,4.440892098500626e-16,5.551115123125783e-16
simplex_0_10_2_0,0.0,0.8333333333333334,0.16666666666666666,0.0,0.6666666666666666,0.6666666666666665,0.5500477595827573,2.472309338292066e-16,1.1102230246251565e-16,3.3306690738754696e-16
simplex_0_11_0_1,0.0,0.9166666666666666,0.0,0.08333333333333333,0.833333333333333,0.833333333333333,0.7667129495593814,1.4762285072298523e-16,0.0,1.1102230246251565e-16
simplex_0_11_1_0,0.0,0.9166666666666666,0.08333333333333333,0.0,0.833333333333333,0.833333333333333,0.7667129495593815,8.736681362718423e-17,0.0,0.0
simplex_0_12_0_0,0.0,1.0,0.0,0.0,0.9999999999999996,0.9999999999999996,0.9999999999999996,2.220446049250313e-16,0.0,2.220446049250313e-16
simplex_1_0_0_11,0.08333333333333333,0.0,0.0,0.9166666666666666,0.833333333333334,0.8333333333333339,0.7667129495593824,9.430938510201214e-16,1.1102230246251565e-16,3.3306690738754696e-16
simplex_1_0_1_10,0.08333333333333333,0.0,0.08333333333333333,0.8333333333333334,0.6666666666666667,0.6666666666666667,0.5500477595827575,3.6878835006573097e-16,0.0,1.1102230246251565e-16
simplex_1_0_2_9,0.08333333333333333,0.0,0.16666666666666666,0.75,0.49999999999999983,0.5000000000000002,0.35457890266527,3.6582141684529582e-16,3.885780586188048e-16,4.440892098500626e-16
simplex_1_0_3_8,0.08333333333333333,0.0,0.25,0.6666666666666666,0.33333333333333354,0.3333333333333336,0.18729859856877268,3.9552982755043505e-16,5.551115123125783e-17,3.608224830031759e-16
simplex_1_0_4_7,0.08333333333333333,0.0,0.3333333333333333,0.5833333333333334,0.1666666666666664,0.16666666666666644,0.06012491134902919,3.0070066020350493e-16,2.7755575615628914e-17,0.0
simplex_1_0_5_6,0.08333333333333333,0.0,0.4166666666666667,0.5,0.0,5.869032313563268e-16,0.0,2.2086697603653461e-16,5.869032313563268e-16,0.0
simplex_1_0_6_5,0.08333333333333333,0.0,0.5,0.4166666666666667,3.3306690738754696e-16,1.6457219405961425e-15,0.0,3.451567046597868e-16,1.3126550332085955e-15,0.0
simplex_1_0_7_4,0.08333333333333333,0.0,0.5833333333333334,0.3333333333333333,0.16666666666666646,0.16666666666666669,0.06012491134902921,1.0671427094376298e-16,2.220446049250313e-16,2.0816681711721685e-17
simplex_1_0_8_3,0.08333333333333333,0.0,0.6666666666666666,0.25,0.3333333333333332,0.3333333333333334,0.18729859856877262,1.763413389386627e-16,2.220446049250313e-16,1.6653345369377348e-16
simplex_1_0_9_2,0.08333333333333333,0.0,0.75,0.16666666666666666,0.5,0.49999999999999967,0.3545789026652695,3.277612167653024e-16,3.3306690738754696e-16,5.551115123125783e-16
simplex_1_0_10_1,0.08333333333333333,0.0,0.8333333333333334,0.08333333333333333,0.6666666666666667,0.6666666666666671,0.5500477595827579,5.922463418429859e-16,3.3306690738754696e-16,2.220446049250313e-16
simplex_1_0_11_0,0.08333333333333333,0.0,0.9166666666666666,0.0,0.833333333333333,0.833333333333333,0.7667129495593815,1.2903773811245766e-16,0.0,0.0
simplex_1_1_0_10,0.08333333333333333,0.08333333333333333,0.0,0.8333333333333334,0.6666666666666664,0.6666666666666663,0.5500477595827572,2.3647662609380896e-16,1.1102230246251565e-16,2.220446049250313e-16
simplex_1_1_1_9,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.75,0.49999999999999967,0.4999999999999999,0.35457890266526987,1.660666930819174e-16,2.220446049250313e-16,3.3306690738754696e-16
simplex_1_1_2_8,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.6666666666666666,0.3333333333333331,0.3333333333333333,0.18729859856877237,1.4704036717630634e-16,2.220446049250313e-16,4.718447854656915e-16
simplex_1_1_3_7,0.08333333333333333,0.08333333333333333,0.25,0.5833333333333334,0.16666666666666657,0.16666666666666674,0.060124911349029475,2.1862810676210102e-16,1.6653345369377348e-16,2.8449465006019636e-16
simplex_1_1_4_6,0.08333333333333333,0.08333333333333333,0.3333333333333333,0.5,0.0,9.758176782271999e-17,0.0,9.237913621552869e-17,9.758176782271999e-17,0.0
simplex_1_1_5_5,0.08333333333333333,0.08333333333333333,0.4166666666666667,0.4166666666666667,0.0,3.181336724404101e-16,0.0,5.632995143691527e-16,3.181336724404101e-16,0.0
simplex_1_1_6_4,0.08333333333333333,0.08333333333333333,0.5,0.3333333333333333,0.0,9.458937173519347e-17,0.0,9.237913621552869e-17,9.458937173519347e-17,0.0
simplex_1_1_7_3,0.08333333333333333,0.08333333333333333,0.5833333333333334,0.25,0.16666666666666657,0.16666666666666674,0.06012491134902965,2.186221421310426e-16,1.6653345369377348e-16,4.579669976578771e-16
simplex_1_1_8_2,0.08333333333333333,0.08333333333333333,0.6666666666666666,0.16666666666666666,0.3333333333333331,0.33333333333333326,0.1872985985687726,1.4704036717630634e-16,1.6653345369377348e-16,6.938893903907228e-16
simplex_1_1_9_1,0.08333333333333333,0.08333333333333333,0.75,0.08333333333333333,0.49999999999999967,0.4999999999999998,0.3545789026652697,2.9327768378022267e-16,1.1102230246251565e-16,1.6653345369377348e-16
simplex_1_1_10_0,0.08333333333333333,0.08333333333333333,0.8333333333333334,0.0,0.6666666666666664,0.6666666666666664,0.5500477595827573,1.3878299936737358e-16,0.0,3.3306690738754696e-16
simplex_1_2_0_9,0.08333333333333333,0.16666666666666666,0.0,0.75,0.4999999999999997,0.49999999999999956,0.3545789026652695,3.4732094217155216e-16,1.6653345369377348e-16,5.551115123125783e-17
simplex_1_2_1_8,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.6666666666666666,0.33333333333333315,0.3333333333333334,0.18729859856877282,1.9529748044271377e-16,2.7755575615628914e-16,9.159339953157541e-16
simplex_1_2_2_7,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.5833333333333334,0.16666666666666669,0.16666666666666705,0.06012491134902921,3.2060445918975654e-16,3.608224830031759e-16,2.0816681711721685e-17
simplex_1_2_3_6,0.08333333333333333,0.16666666666666666,0.25,0.5,0.0,4.577514098715364e-16,4.0042831297686446e-17,2.344237356325836e-16,4.577514098715364e-16,4.0042831297686446e-17
simplex_1_2_4_5,0.08333333333333333,0.16666666666666666,0.3333333333333333,0.4166666666666667,0.0,3.1901275294925863e-16,4.004283129768647e-17,3.260815045991515e-16,3.1901275294925863e-16,4.004283129768647e-17
simplex_1_2_5_4,0.08333333333333333,0.16666666666666666,0.4166666666666667,0.3333333333333333,0.0,8.88195365421468e-16,8.008566259537287e-17,3.479999384442247e-16,8.88195365421468e-16,8.008566259537287e-17
simplex_1_2_6_3,0.08333333333333333,0.16666666666666666,0.5,0.25,0.0,4.876330200620951e-16,1.2012849389305945e-16,3.55826189542734e-16,4.876330200620951e-16,1.2012849389305945e-16
simplex_1_2_7_2,0.08333333333333333,0.16666666666666666,0.5833333333333334,0.16666666666666666,0.16666666666666646,0.16666666666666655,0.060124911349029,3.6791062887672496e-16,8.326672684688674e-17,1.8735013540549517e-16
simplex_1_2_8_1,0.08333333333333333,0.16666666666666666,0.6666666666666666,0.08333333333333333,0.3333333333333332,0.33333333333333304,0.18729859856877223,2.5774141348579684e-16,1.6653345369377348e-16,2.220446049250313e-16
simplex_1_2_9_0,0.08333333333333333,0.16666666666666666,0.75,0.0,0.49999999999999956,0.4999999999999997,0.35457890266526976,3.061404569554949e-16,1.6653345369377348e-16,2.220446049250313e-16
simplex_1_3_0_8,0.08333333333333333,0.25,0.0,0.6666666666666666,0.3333333333333331,0.33333333333333304,0.1872985985687724,3.4931947054724023e-16,5.551115123125783e-17,4.996003610813204e-16
simplex_1_3_1_7,0.08333333333333333,0.25,0.08333333333333333,0.5833333333333334,0.16666666666666663,0.16666666666666674,0.060124911349029295,9.107350181691496e-17,1.1102230246251565e-16,1.0408340855860843e-16
simplex_1_3_2_6,0.08333333333333333,0.25,0.16666666666666666,0.5,0.0,7.569150441100248e-17,0.0,2.2739002340029227e-16,7.569150441100248e-17,0.0
simplex_1_3_3_5,0.08333333333333333,0.25,0.25,0.4166666666666667,0.0,1.979945431192397e-16,0.0,2.0577446438748261e-16,1.979945431192397e-16,0.0
simplex_1_3_4_4,0.08333333333333333,0.25,0.3333333333333333,0.3333333333333333,0.0,1.6365550930851554e-16,1.6017132519074578e-16,2.4877250936555984e-16,1.6365550930851554e-16,1.6017132519074578e-16
simplex_1_3_5_3,0.08333333333333333,0.25,0.4166666666666667,0.25,0.0,2.0833045413257387e-16,0.0,2.057744643874826e-16,2.0833045413257387e-16,0.0
simplex_1_3_6_2,0.08333333333333333,0.25,0.5,0.16666666666666666,0.0,7.569150441100248e-17,0.0,2.2739002340029227e-16,7.569150441100248e-17,0.0
simplex_1_3_7_1,0.08333333333333333,0.25,0.5833333333333334,0.08333333333333333,0.16666666666666663,0.1666666666666668,0.06012491134902925,7.001120174493312e-17,1.6653345369377348e-16,6.245004513516506e-17
simplex_1_3_8_0,0.08333333333333333,0.25,0.6666666666666666,0.0,0.3333333333333331,0.333333333333333,0.1872985985687722,3.4931947054724023e-16,1.1102230246251565e-16,3.0531133177191805e-16
simplex_1_4_0_7,0.08333333333333333,0.3333333333333333,0.0,0.5833333333333334,0.16666666666666663,0.1666666666666666,0.06012491134902917,1.6167525258492772e-16,2.7755575615628914e-17,2.0816681711721685e-17
simplex_1_4_1_6,0.08333333333333333,0.3333333333333333,0.08333333333333333,0.5,0.0,2.660326707494776e-16,4.004283129768645e-17,2.274215220344659e-16,2.660326707494776e-16,4.004283129768645e-17
simplex_1_4_2_5,0.08333333333333333,0.3333333333333333,0.16666666666666666,0.4166666666666667,0.0,3.298957261870201e-15,1.201284938930594e-16,3.829561533709246e-16,3.298957261870201e-15,1.201284938930594e-16
simplex_1_4_3_4,0.08333333333333333,0.3333333333333333,0.25,0.3333333333333333,0.0,4.228187253134652e-16,0.0,1.5235370311178096e-16,4.228187253134652e-16,0.0
simplex_1_4_4_3,0.08333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.0,1.2738832232043527e-15,0.0,3.9062937582164553e-16,1.2738832232043527e-15,0.0
simplex_1_4_5_2,0.08333333333333333,0.3333333333333333,0.4166666666666667,0.16666666666666666,0.0,5.346903414972877e-16,8.008566259537289e-17,3.0618654775548743e-16,5.346903414972877e-16,8.008566259537289e-17
simplex_1_4_6_1,0.08333333333333333,0.3333333333333333,0.5,0.08333333333333333,0.0,6.335980886941874e-16,0.0,2.3661532600964926e-16,6.335980886941874e-16,0.0
simplex_1_4_7_0,0.08333333333333333,0.3333333333333333,0.5833333333333334,0.0,0.16666666666666646,0.16666666666666666,0.060124911349029364,1.9334598468591398e-16,1.942890293094024e-16,1.734723475976807e-16
simplex_1_5_0_6,0.08333333333333333,0.4166666666666667,0.0,0.5,5.551115123125783e-17,7.681365050035678e-17,1.6017132519074578e-16,2.48303093339729e-16,2.130249926909895e-17,1.6017132519074578e-16
simplex_1_5_1_5,0.08333333333333333,0.4166666666666667,0.08333333333333333,0.4166666666666667,0.0,2.947612074170492e-16,0.0,1.597297531863231e-16,2.947612074170492e-16,0.0
simplex_1_5_2_4,0.08333333333333333,0.4166666666666667,0.16666666666666666,0.3333333333333333,0.0,1.156897788555784e-16,8.008566259537289e-17,1.8124205467275583e-16,1.156897788555784e-16,8.008566259537289e-17
