sample_id,rank,branch,concurrence,ensemble_average_concurrence,ensemble_average_entanglement,reconstruction_error,concurrence_gap,entanglement_gap,hjw_converse_error,phase_closure_error,component_entanglement_spread
random_rank_1_18,1,positive_concurrence,0.845324925545861,0.8453249255458608,0.7829873258681277,3.6860594742000396e-16,2.220446049250313e-16,0.0,3.6188843062238402e-16,0.0,0.0
random_rank_1_19,1,positive_concurrence,0.8215629717878025,0.821562971787802,0.7508219370677328,7.564977591228674e-16,4.440892098500626e-16,1.1102230246251565e-16,1.0749688212373146e-16,0.0,0.0
random_rank_1_20,1,positive_concurrence,0.5701611533972276,0.5701611533972277,0.433906367117046,1.840197479822646e-15,1.1102230246251565e-16,5.551115123125783e-17,1.4169622320385585e-16,0.0,0.0
random_rank_1_21,1,positive_concurrence,0.352542677596344,0.35254267759634406,0.20482680040440268,6.297362311016182e-16,5.551115123125783e-17,5.273559366969494e-16,1.3877787807814457e-16,0.0,0.0
random_rank_1_22,1,positive_concurrence,0.7216952661016903,0.7216952661016902,0.6195011973582948,5.756821342089476e-16,1.1102230246251565e-16,1.1102230246251565e-16,2.5514002453611344e-16,0.0,0.0
random_rank_1_23,1,positive_concurrence,0.692207138956384,0.6922071389563842,0.5820098714668936,1.5861032232442332e-15,2.220446049250313e-16,1.1102230246251565e-16,1.594813855221478e-16,0.0,0.0
random_rank_1_24,1,positive_concurrence,0.4811515065193291,0.48115150651932903,0.3340831014521808,6.941326751463058e-16,5.551115123125783e-17,4.996003610813204e-16,3.98609107286759e-17,0.0,0.0
random_rank_1_25,1,positive_concurrence,0.820735906473647,0.8207359064736472,0.7497084578183918,3.34380684643743e-16,2.220446049250313e-16,5.551115123125783e-16,4.079809988757649e-16,0.0,0.0
random_rank_1_26,1,positive_concurrence,0.8945651292481417,0.8945651292481418,0.8506811553457277,3.97884272694453e-16,1.1102230246251565e-16,2.220446049250313e-16,5.309954273421678e-16,0.0,0.0
random_rank_1_27,1,positive_concurrence,0.643331749741754,0.6433317497417541,0.5212766020895008,5.5482421258421e-16,1.1102230246251565e-16,0.0,4.679800402438886e-16,0.0,0.0
random_rank_1_28,1,positive_concurrence,0.5696347786349184,0.5696347786349184,0.43329432687490316,3.6396370491600295e-16,0.0,5.551115123125783e-16,2.1677797545656835e-16,0.0,0.0
random_rank_1_29,1,positive_concurrence,0.3064547942515183,0.3064547942515183,0.1636522540561909,3.8664517628687374e-16,0.0,2.498001805406602e-16,0.0,0.0,0.0
random_rank_1_30,1,positive_concurrence,0.7439193861876392,0.7439193861876394,0.6481584047110949,9.998422724082404e-16,2.220446049250313e-16,3.3306690738754696e-16,0.0,0.0,0.0
random_rank_1_31,1,positive_concurrence,0.7778707580868771,0.7778707580868772,0.6925763472151301,6.942437696527171e-16,1.1102230246251565e-16,6.661338147750939e-16,5.802176783577771e-16,0.0,0.0
random_rank_2_0,2,positive_concurrence,0.12201245509572847,0.12201245509572836,0.03550572073881573,3.395098042348351e-16,1.1102230246251565e-16,7.979727989493313e-16,5.809018853308608e-16,0.0,1.4710455076283324e-15
random_rank_2_1,2,positive_concurrence,0.40288234435525516,0.40288234435525494,0.25307346913172896,4.4387909597309315e-16,2.220446049250313e-16,0.0,1.7444108782428046e-16,0.0,3.885780586188048e-16
random_rank_2_2,2,positive_concurrence,0.46191090166647364,0.46191090166647336,0.31354120235479765,1.2065474107306425e-15,2.7755575615628914e-16,2.220446049250313e-16,2.332799991235679e-16,0.0,9.43689570931383e-16
random_rank_2_3,2,positive_concurrence,0.4248408104742111,0.42484081047421096,0.27510059367081074,5.575014379919265e-16,1.1102230246251565e-16,2.220446049250313e-16,2.114086369378893e-16,0.0,5.551115123125783e-17
random_rank_2_4,2,positive_concurrence,0.10088878078664382,0.10088878078664353,0.02565301847392737,8.628954691180214e-16,2.914335439641036e-16,3.608224830031759e-16,2.339755514347753e-16,0.0,1.0408340855860843e-16
random_rank_2_5,2,positive_concurrence,0.4669237579014613,0.4669237579014615,0.3188553055574841,1.79223046380016e-16,2.220446049250313e-16,1.1102230246251565e-16,2.8877805767053584e-16,0.0,7.771561172376096e-16
random_rank_2_6,2,positive_concurrence,0.6607623691175578,0.6607623691175581,0.5427284485839154,3.582781472451387e-16,3.3306690738754696e-16,3.3306690738754696e-16,1.9564727865394988e-16,0.0,5.551115123125783e-16
random_rank_2_7,2,positive_concurrence,0.4552306130751914,0.4552306130751914,0.3065015376557245,3.9479348941011335e-16,0.0,0.0,1.4304896245381993e-16,0.0,2.7755575615628914e-16
random_rank_2_8,2,positive_concurrence,0.5160385211030613,0.5160385211030618,0.37229988664245217,9.623322782483201e-16,5.551115123125783e-16,2.220446049250313e-16,5.00611260374144e-16,0.0,2.220446049250313e-16
random_rank_2_9,2,positive_concurrence,0.1806273581073785,0.18062735810737812,0.06877613497141297,5.640728754515619e-16,3.885780586188048e-16,1.3877787807814457e-16,3.287014905352939e-16,0.0,3.885780586188048e-16
random_rank_2_10,2,positive_concurrence,0.48863199931901335,0.48863199931901335,0.3421739783845624,3.5235816660202213e-16,0.0,0.0,3.61631599934732e-16,0.0,2.220446049250313e-16
random_rank_2_11,2,positive_concurrence,0.26741356539841893,0.267413565398419,0.1312633544363912,4.886580860698053e-16,5.551115123125783e-17,2.220446049250313e-16,3.004228553536612e-16,0.0,1.942890293094024e-16
random_rank_2_12,2,positive_concurrence,0.05012616587046509,0.05012616587046475,0.00759161473285077,7.887500387263211e-16,3.400058012914542e-16,3.634245682171411e-16,3.2420306401225357e-16,0.0,2.7755575615628914e-17
random_rank_2_13,2,positive_concurrence,0.43892928602232784,0.43892928602232795,0.28952874650957316,6.089250056806277e-16,1.1102230246251565e-16,2.220446049250313e-16,4.466837161107596e-16,0.0,1.6653345369377348e-16
random_rank_2_14,2,positive_concurrence,0.48648347165592526,0.486483471655925,0.33984424321066076,8.978429998321435e-16,2.7755575615628914e-16,4.996003610813204e-16,3.533091334598298e-16,0.0,6.661338147750939e-16
