series_id,x,y,source_x,source_y
bulk_reference,3.6956642715681625,-0.003678595200492925,398.9975,167.599
bulk_reference,3.69673360939708,-0.0017277186920285213,399.04650000000004,168.989
bulk_reference,3.6968427255020715,0.00022456132471531987,399.05150000000003,170.38
bulk_reference,3.6959916198831366,0.0021754378331796838,399.0125,171.76999999999998
bulk_reference,3.694180292540277,0.004126314341644087,398.92949999999996,173.16
bulk_reference,3.6914305666944913,0.006072980325270059,398.8035,174.547
bulk_reference,3.6876987959037817,0.008016839292337114,398.6325,175.93200000000002
bulk_reference,3.683028626610145,0.009956487734565698,398.4185,177.314
bulk_reference,3.677398235592583,0.011890522143676452,398.1605,178.692
bulk_reference,3.670829446072094,0.013817539011389818,397.8595,180.065
bulk_reference,3.6633222580486766,0.01573683658356612,397.5155,181.4325
bulk_reference,3.6548548483013352,0.017647713106065555,397.1275,182.79399999999998
bulk_reference,3.645470863272065,0.019548063316469008,396.6975,184.148
bulk_reference,3.6351375681293696,0.021438588968916157,396.22400000000005,185.495
bulk_reference,3.6238876977047436,0.023316483046848052,395.7085,186.833
bulk_reference,3.611710340387689,0.025181745550264728,395.15049999999997,188.162
bulk_reference,3.598638231009707,0.027031569462607232,394.55150000000003,189.48000000000002
bulk_reference,3.584649546349794,0.028867358292155,393.9105,190.788
bulk_reference,3.5697551980184508,0.03068630502234912,393.22799999999995,192.084
bulk_reference,3.5539770092366787,0.03248840965318959,392.505,193.368
bulk_reference,3.5373149800044734,0.03427086516811749,391.7415,194.638
bulk_reference,3.519790933542836,0.03603367156713279,390.9385,195.894
bulk_reference,3.5013939582412674,0.03777542534195601,390.0955,197.135
bulk_reference,3.4821458773207636,0.03949612649258718,389.2135,198.361
bulk_reference,3.462068514002324,0.04119156449418792,388.2935,199.56900000000002
bulk_reference,3.4411618682859504,0.04286314285503758,387.3355,200.76
bulk_reference,3.4194259401716396,0.04450945806685681,386.3395,201.933
bulk_reference,3.396904376101391,0.04612770311308664,385.3075,203.086
bulk_reference,3.3735753528542047,0.04771787799372701,384.2385,204.219
bulk_reference,3.349482516872078,0.04927717569221903,383.1345,205.32999999999998
bulk_reference,3.3246258681550107,0.05080629796270247,381.9955,206.4195
bulk_reference,3.299027229924001,0.0523017360344786,380.8225,207.485
bulk_reference,3.2727084254000465,0.05376419166168712,379.6165,208.527
bulk_reference,3.2456694545831497,0.055190156073629454,378.3775,209.543
bulk_reference,3.2179321406943058,0.05657822576202602,377.1065,210.53199999999998
bulk_reference,3.1895292185650135,0.05792840072687694,375.80499999999995,211.494
bulk_reference,3.1604715998057737,0.05923787395162316,374.4735,212.427
bulk_reference,3.130770196027083,0.06050383841970582,373.1125,213.329
bulk_reference,3.10045774206044,0.061727697639404326,371.7235,214.201
bulk_reference,3.0695451495163435,0.06290383757760083,370.307,215.039
bulk_reference,3.0380651532262912,0.06403366174257481,368.8645,215.844
bulk_reference,3.0060395764112817,0.06511295960948785,367.39700000000005,216.613
bulk_reference,2.9734902422923106,0.06614032767006046,365.90549999999996,217.345
bulk_reference,2.9404498857008807,0.06711436241601317,364.3915,218.039
bulk_reference,2.9069403298579854,0.06803155507664733,362.856,218.6925
bulk_reference,2.872994309595125,0.06888980038954372,361.3005,219.304
bulk_reference,2.838622736522798,0.06968699309228314,359.7255,219.872
bulk_reference,2.803880168693499,0.07042102792244631,358.1335,220.39499999999998
bulk_reference,2.7687775177177274,0.07108769435519496,356.525,220.87
bulk_reference,2.7333693416479816,0.0716855888822495,354.90250000000003,221.296
bulk_reference,2.697666552094757,0.0722105009787716,353.2665,221.67000000000002
bulk_reference,2.6617237071105517,0.07266102713648168,351.6195,221.99099999999999
bulk_reference,2.625562629916362,0.07303155332226198,349.9625,222.255
bulk_reference,2.589237878564687,0.07332067602783299,348.298,222.461
bulk_reference,2.5527821878870216,0.07352278122007679,346.6275,222.60500000000002
bulk_reference,2.5162282927148634,0.07363506188243443,344.9525,222.685
bulk_reference,2.4796525743217073,0.07365471099834703,343.2765,222.699
bulk_reference,2.4430659443180525,0.07357611453469665,341.6,222.643
bulk_reference,2.4065338723668934,0.07339506196664493,339.92600000000004,222.514
bulk_reference,2.370110916520724,0.07310593926107394,338.257,222.308
