geometry,gamma,m,intercept,slope
square,0.35,2.1224999999999996,0.0005136731467816121,7.063652260162902
square,0.35,2.1424999999999996,0.002454928881022781,7.813433137686313
square,0.35,2.1624999999999996,0.005090324569980802,8.55908704232082
square,0.35,2.1824999999999997,0.008481987008080687,9.292385704974556
square,0.35,2.2024999999999997,0.012675591376056422,10.00814514076668
square,0.35,2.2224999999999997,0.017703456622032276,10.703538825907858
square,0.35,2.2424999999999997,0.023587664962352824,11.377416739957857
square,0.35,2.2624999999999997,0.03034273632611367,12.029743498897721
square,0.35,2.2824999999999998,0.03797773697394463,12.661178626121375
square,0.35,2.3024999999999998,0.04649786477904471,13.27278210031695
square,0.35,2.3225,0.05590560833165315,13.865816922389126
square,0.35,2.3425,0.06620158070748079,14.441621686452686
square,0.35,2.3625,0.0773851135628067,15.001531488368022
square,0.4,2.1,-0.002018154686472467,5.047166655506962
square,0.4,2.12,-0.0015828442627348243,5.75677159365807
square,0.4,2.14,-0.000706426222255533,6.507054844253808
square,0.4,2.16,0.0007342067912598609,7.278819395371458
square,0.4,2.18,0.002845060185896458,8.055503706047915
square,0.4,2.2,0.005709913931131613,8.82463676670649
square,0.4,2.22,0.009390693493248217,9.577883946538966
square,0.4,2.24,0.013930770732197414,10.310343249812535
square,0.4,2.2600000000000002,0.01935908715228653,11.019639718326948
square,0.4,2.2800000000000002,0.02569395627137136,11.705108341840585
square,0.4,2.3000000000000003,0.03294613360143459,12.367162360952312
square,0.4,2.3200000000000003,0.04112112674471138,13.006845709401441
square,0.4,2.3400000000000003,0.05022086583509444,13.62553353873301
square,0.4,2.3600000000000003,0.06024488394411867,14.224740413494752
square,0.4,2.3800000000000003,0.07119114004770177,14.806002405153524
square,0.4,2.4000000000000004,0.08305658813717189,15.370808046351915
square,0.45,2.1424999999999996,-0.0019878762258641455,5.217885114987603
square,0.45,2.1624999999999996,-0.0015049792160397825,5.964806436692158
square,0.45,2.1824999999999997,-0.0005278772719038826,6.752851288596589
square,0.45,2.2024999999999997,0.0010804614101689956,7.559760135851597
square,0.45,2.2224999999999997,0.0034332414172924767,8.367225634384068
square,0.45,2.2424999999999997,0.006615540846371762,9.16224347422759
square,0.45,2.2624999999999997,0.010686661580219765,9.936732090328574
square,0.45,2.2824999999999998,0.015685302283025532,10.686416960167136
square,0.45,2.3024999999999998,0.021634979290055874,11.409650763478654
square,0.45,2.3225,0.028548574022544206,12.106452751162267
square,0.45,2.3425,0.036431765800744226,12.777819521874001
square,0.45,2.3625,0.04528548082956538,13.42526624316259
square,0.45,2.3825,0.05510758474111274,14.05053683814166
square,0.45,2.4025,0.06589403102682836,14.65542896816335
square,0.45,2.4225,0.07763963145531966,15.241693509424323
square,0.45,2.4425,0.09033856861437485,15.810980851707892
square,0.5,2.19,-0.001937898852897673,5.44802408213842
square,0.5,2.21,-0.0013733501299364268,6.242616919090129
square,0.5,2.23,-0.00023787203736800634,7.076600761594126
square,0.5,2.25,0.0016202141641742905,7.924130271243095
square,0.5,2.27,0.004318750592359836,8.765410250778983
square,0.5,2.29,0.007940128420005008,9.587511516478779
square,0.5,2.31,0.01253702252660875,10.383231068785594
square,0.5,2.33,0.01814008069569685,11.149418165361153
square,0.5,2.35,0.024764777074756078,11.885497073754797
square,0.5,2.37,0.032416615528726475,12.59238984899067
square,0.5,2.39,0.04109477753586908,13.271806108544085
square,0.5,2.41,0.05079457233982324,13.925803880089855
square,0.5,2.43,0.061509043093717006,14.556531565202485
square,0.5,2.45,0.07323000375102215,15.16608432348783
square,0.5,2.47,0.08594870043161422,15.75643013754654
square,0.5,2.49,0.09965622775938777,16.3293770697834
disk,0.05,1.9425000000000003,-0.000453567403575346,0.9879493656861453
disk,0.05,1.9625000000000004,-0.0005005041781596445,1.2875510306248523
disk,0.05,1.9825000000000004,-0.0003929594388721489,1.6518868531715143
disk,0.05,2.0025000000000004,1.7737615477197944e-05,2.0554181448818802
disk,0.05,2.0225000000000004,0.0008889101982735112,2.466986005944117
disk,0.05,2.0425000000000004,0.0023498857601222424,2.8626721122546757
disk,0.05,2.0625000000000004,0.004489284536822002,3.230058956676333
disk,0.05,2.0825000000000005,0.007361438544116812,3.565624051909804
disk,0.05,2.1025000000000005,0.010997774123358381,3.870736002739162
disk,0.05,2.1225000000000005,0.015416002142804957,4.148788277212899
disk,0.05,2.1425000000000005,0.020626005238289703,4.403650386311605
disk,0.05,2.1625000000000005,0.0266332708378408,4.6389728060749995
disk,0.05,2.1825000000000006,0.03344082120600986,4.85793939346605
disk,0.05,2.2025000000000006,0.041050288380433245,5.063226036333456
disk,0.05,2.2225000000000006,0.0494625150778419,5.25704256142294
disk,0.05,2.2425000000000006,0.05867789384439974,5.441200640459245
disk,0.1,1.9499999999999997,-0.0004525970192291683,0.9873933045290272
disk,0.1,1.9699999999999998,-0.0005009871596595935,1.2879660954091388
disk,0.1,1.9899999999999998,-0.00039461458354572037,1.6544906089504334
disk,0.1,2.01,1.8199006086511062e-05,2.0609623290273404
disk,0.1,2.03,0.0008982366814408776,2.4754721934797015
disk,0.1,2.05,0.0023772043418140236,2.8736100546146726
disk,0.1,2.07,0.004544701779158505,3.2428396777601454
disk,0.1,2.09,0.007455120505502873,3.57972707321767
disk,0.1,2.11,0.011139521748191862,3.8857826897969767
disk,0.1,2.13,0.015615108884995234,4.164525470535623
disk,0.1,2.15,0.020891238399840834,4.4199170348019186
disk,0.1,2.17,0.026972897752350934,4.655669880847893
disk,0.1,2.19,0.03386264751009132,4.875007709556619
disk,0.1,2.21,0.0415616964235191,5.080631241553398
disk,0.1,2.23,0.05007049883589547,5.274765400578979
disk,0.1,2.25,0.05938908972915657,5.459230789665301
disk,0.15,1.9625,-0.00045123347964401374,0.9872673155140828
disk,0.15,1.9825,-0.0005017467268723459,1.2896639521081938
disk,0.15,2.0025,-0.00039666528588960435,1.660026878855896
disk,0.15,2.0225,2.091721132975368e-05,2.0715219860982033
disk,0.15,2.0425,0.0009176723134896394,2.490956724710875
disk,0.15,2.0625,0.002429216363972272,2.893118834342267
disk,0.15,2.0825,0.004646632753391719,3.2653148510083514
disk,0.15,2.1025,0.0076242626903830135,3.604291337434321
disk,0.15,2.1225,0.011392444371494418,3.9118129972136995
disk,0.15,2.1425,0.015967455044959555,4.191614615294918
disk,0.15,2.1625,0.021357718450941247,4.4478121528123795
disk,0.15,2.1825,0.02756734896852906,4.684219835215489
disk,0.15,2.2025,0.034598108279800865,4.904125410193851
disk,0.15,2.2225,0.04245047724164949,5.110268676942414
disk,0.15,2.2425,0.051124245389667436,5.304897735300943
disk,0.15,2.2625,0.06061883785086817,5.48984646568617
disk,0.2,1.98,-0.00044987785378557544,0.9887595627531967
disk,0.2,2.0,-0.000502759446608497,1.2941711341238844
disk,0.2,2.02,-0.00039806065712191634,1.6703372046974558
disk,0.2,2.04,2.894406017706747e-05,2.089133238468874
disk,0.2,2.06,0.0009534222872946217,2.515498404933131
disk,0.2,2.08,0.0025163067848945862,2.923146222261192
disk,0.2,2.1,0.004810401573553909,3.299258560492315
disk,0.2,2.12,0.007889639146264674,3.6409076841197314
disk,0.2,2.14,0.011783094997096172,3.9502513617684154
disk,0.2,2.16,0.016505578285784982,4.231339190723226
disk,0.2,2.18,0.022064089735375905,4.4885035967882
disk,0.2,2.2,0.028461438937908652,4.72569682888741
disk,0.2,2.22,0.035698208862078175,4.9462907646475
disk,0.2,2.24,0.04377381577635736,5.153074736122832
disk,0.2,2.2600000000000002,0.052687083229749826,5.348324949798402
disk,0.2,2.2800000000000002,0.06243655482983029,5.533890419092091
disk,0.25,2.0025,-0.00044911858323212956,0.9935221694494225
disk,0.25,2.0225,-0.0005040497036388229,1.3036750786728555
disk,0.25,2.0425,-0.00039728363927157427,1.6881063705383101
disk,0.25,2.0625,4.693303442221278e-05,2.1167671408090576
disk,0.25,2.0825,0.0010150981088356298,2.55207212081349
disk,0.25,2.1025,0.00265458128146155,2.9664702681233726
disk,0.25,2.1225,0.005059677882803039,3.347171541139286
disk,0.25,2.1425,0.008283158869487698,3.691798789813526
disk,0.25,2.1625,0.01235202692921947,4.003076417754374
disk,0.25,2.1825,0.017278906020917938,4.285476137208419
disk,0.25,2.2025,0.023068768728851642,4.543605818584995
disk,0.25,2.2225,0.029722609828652657,4.781585323309231
disk,0.25,2.2425,0.03723939800934578,5.002883857467622
disk,0.25,2.2625,0.04561710719635671,5.210344840965147
disk,0.25,2.2825,0.0548532628119457,5.406272828614807
disk,0.25,2.3025,0.0649452316402282,5.592530225808283
disk,0.3,2.03,-0.0004497326945916329,1.0036976128743604
disk,0.3,2.05,-0.0005056739460670016,1.3211155710759264
disk,0.3,2.07,-0.00039213312933998145,1.717003920064657
disk,0.3,2.09,8.184823194708505e-05,2.1584637499796693
disk,0.3,2.11,0.0011171324829979254,2.604652212915765
disk,0.3,2.13,0.002868047004437936,3.026729084746319
disk,0.3,2.15,0.005429382494458208,3.4122746961000194
disk,0.3,2.17,0.008851419261155256,3.7597941132767922
disk,0.3,2.19,0.013157913628890287,4.0727891502040405
disk,0.3,2.21,0.01835836609793455,4.35626358173849
disk,0.3,2.23,0.02445497771994462,4.615150035510089
disk,0.3,2.25,0.03144632768572142,4.85375364430218
disk,0.3,2.27,0.03932927247588749,5.075643546137151
disk,0.3,2.29,0.048099921609907496,5.283713390350754
disk,0.3,2.31,0.05775413815982704,5.480289968031705
disk,0.3,2.33,0.06828779346818413,5.667242635364812
disk,0.35,2.0624999999999996,-0.0004526628255895617,1.0220155226099
disk,0.35,2.0824999999999996,-0.0005075921760505094,1.3503741882504672
disk,0.35,2.1024999999999996,-0.00037914286268194634,1.7619222829777446
disk,0.35,2.1224999999999996,0.00014446335645852681,2.2195174781125515
disk,0.35,2.1424999999999996,0.001281451926386359,2.6782947671373334
disk,0.35,2.1624999999999996,0.0031924448047497673,3.1084194509265677
disk,0.35,2.1824999999999997,0.0059705406366982435,3.498462631930384
disk,0.35,2.2024999999999997,0.009661422729700893,3.8482671228725835
disk,0.35,2.2224999999999997,0.014283987454399748,4.1623492599797585
disk,0.35,2.2424999999999997,0.019843427592317137,4.446342898690831
disk,0.35,2.2624999999999997,0.026338285660424815,4.705533880045542
disk,0.35,2.2824999999999998,0.033764035955141346,4.944410974642756
disk,0.35,2.3024999999999998,0.0421148677023387,5.166630748889557
disk,0.35,2.3225,0.05138456627141915,5.375122129936776
disk,0.35,2.3425,0.06156694350366924,5.572220051182675
disk,0.35,2.3625,0.07265604065811046,5.759788911298611
disk,0.4,2.1,-0.0004589438329973774,1.0520173812739266
disk,0.4,2.12,-0.0005093041674607075,1.3966381591330346
disk,0.4,2.14,-0.00035224905351770417,1.8293566182162282
disk,0.4,2.16,0.0002523784307718257,2.3067001642006995
disk,0.4,2.18,0.0015423721192280452,2.779172980409031
disk,0.4,2.2,0.0036817971801217154,3.216817853224807
disk,0.4,2.22,0.006758156867168525,3.610182855289138
disk,0.4,2.24,0.010809496365583175,3.9610121568250416
disk,0.4,2.2600000000000002,0.015847781578213392,4.275065433500256
disk,0.4,2.2800000000000002,0.021872489850306872,4.558666077565734
disk,0.4,2.3000000000000003,0.028877504309297256,4.817444216158165
disk,0.4,2.3200000000000003,0.03685444269670413,5.056043030137926
disk,0.4,2.3400000000000003,0.04579423930260111,5.278174347318053
disk,0.4,2.3600000000000003,0.0556878805755287,5.486773769342947
disk,0.4,2.3800000000000003,0.06652673348167988,5.684161276760527
disk,0.4,2.4000000000000004,0.07830267716755485,5.8721782719617766
disk,0.45,2.1424999999999996,-0.00046964794324907445,1.0985700146948962
disk,0.45,2.1624999999999996,-0.0005090533186755336,1.4670904519936057
disk,0.45,2.1824999999999997,-0.0002999185788559956,1.9279802764461065
disk,0.45,2.2024999999999997,0.0004357692919096112,2.4285361297219037
disk,0.45,2.2224999999999997,0.0019553548527509942,2.9144734161703876
disk,0.45,2.2424999999999997,0.004419322603856755,3.3577550904196727
disk,0.45,2.2624999999999997,0.007903667273447518,3.7521998891791943
disk,0.45,2.2824999999999998,0.012434834546461155,4.10204211753091
disk,0.45,2.3024999999999998,0.018015463101584986,4.414428444249194
disk,0.45,2.3225,0.024637773486182957,4.69636173412678
disk,0.45,2.3425,0.03228995587032297,4.953752074361052
disk,0.45,2.3625,0.04095903622602939,5.1913257965457
disk,0.45,2.3825,0.05063211453195872,5.412800122421186
disk,0.45,2.4025,0.061296945575828744,5.621067732779113
disk,0.45,2.4225,0.07294207439142535,5.81840900668937
disk,0.45,2.4425,0.08555692437163907,6.006616698107333
disk,0.5,2.19,-0.0004847333729072591,1.168379251618097
disk,0.5,2.21,-0.000500973422606389,1.5717174638007387
disk,0.5,2.23,-0.00020065966580072678,2.0701922561678634
disk,0.5,2.25,0.000753136741713937,2.59324234785235
disk,0.5,2.27,0.0026125220148918954,3.0919085700427735
disk,0.5,2.29,0.005535056553433348,3.537187786171341
disk,0.5,2.31,0.009573996477874717,3.9292368400795294
disk,0.5,2.33,0.014739494780634084,4.2752756229668165
disk,0.5,2.35,0.021022181880089492,4.583929298386504
disk,0.5,2.37,0.028405920042321002,4.862594535170982
disk,0.5,2.39,0.03687221363200372,5.117366723482347
disk,0.5,2.41,0.046402570670212064,5.353074059030441
disk,0.5,2.43,0.05698037590373667,5.573123469487906
disk,0.5,2.45,0.06858923945745996,5.78054139069884
disk,0.5,2.47,0.08121493250323458,5.977386853999602
disk,0.5,2.49,0.09484408249826826,6.1654354535609
