branch,source_x,source_y,generated_x,generated_y,distance
upper_chiral_edge,-0.7102258157792793,0.19929536866829162,-0.6950848343785467,0.19987729154818615,0.015152159978546808
upper_chiral_edge,-0.68360148616135,0.1994090528389288,-0.6692722453648766,0.1999576737248629,0.014339739421614307
upper_chiral_edge,-0.6563442831344687,0.1994539651038719,-0.6428269372135992,0.19998776419443975,0.013527881660242987
upper_chiral_edge,-0.6283341789831465,0.19946870194080632,-0.6156710383473727,0.19999689346383953,0.012674151531616995
upper_chiral_edge,-0.5995602620968842,0.19947221071150506,-0.5877874000609842,0.199999269202267,0.011784654053854095
upper_chiral_edge,-0.5700116208651813,0.19947361421978452,-0.559193368525765,0.19999983366933674,0.01083104291323668
upper_chiral_edge,-0.5397428133405348,0.19947361421978452,-0.529919364352038,0.19999996221355748,0.009837539948592152
upper_chiral_edge,-0.5087756627439421,0.19947361421978452,-0.5000000219146962,0.19999999123412168,0.00879141312447274
upper_chiral_edge,-0.4771538155174005,0.19947361421978452,-0.4694715677479033,0.19999999788612813,0.007700260421319421
upper_chiral_edge,-0.4449209181029072,0.19947361421978452,-0.4383711479678427,0.1999999994622059,0.00657088808652388
upper_chiral_edge,-0.41212061694245766,0.19947361421978452,-0.40673664337318005,0.19999999985377329,0.005409644464320152
upper_chiral_edge,-0.3787747352570499,0.19947361421978452,-0.37460659349643316,0.19999999995701068,0.004201248347926177
upper_chiral_edge,-0.34497056593067865,0.19947361421978452,-0.34202014334929076,0.19999999998618873,0.0029970110750273393
upper_chiral_edge,-0.3107081089633427,0.19947361421978452,-0.3090169943825136,0.1999999999951026,0.0017711438422527966
upper_chiral_edge,-0.27605283401803665,0.19947361421978452,-0.2756373558196634,0.19999999999806742,0.0006705998217282505
upper_chiral_edge,-0.24104838753675858,0.19947361421978452,-0.24192189560070443,0.19999999999914542,0.001019852110108028
upper_chiral_edge,-0.20573841596150405,0.19947361421978452,-0.20791169081820343,0.19999999999957338,0.0022361139487793646
upper_chiral_edge,-0.17016656573426922,0.19947361421978452,-0.17364817766713855,0.19999999999975923,0.003521179296834758
upper_chiral_edge,-0.13439830651805063,0.19947361421978452,-0.13917310096017135,0.1999999999998474,0.004803721885575748
upper_chiral_edge,-0.09844454992334585,0.19947361421978452,-0.10452846326771205,0.19999999999989004,0.006106642577657088
