k_over_pi,drho_actual_b0,drho_theory_b0,drho_actual_b1,drho_theory_b1,drho_actual_b2,drho_theory_b2
-7.231920199501247482e-02,1.515328083361469315e-05,4.266411304875042485e-05,1.655033498670910319e-04,3.718481986270813435e-04,-1.806567681380544244e-04,-4.145123049155486120e-04
-7.065669160432254403e-02,2.855545179456401368e-06,-1.866802888671500909e-05,3.821097449460242323e-03,2.325275978666013592e-03,-3.823953027957127659e-03,-2.306608037214734688e-03
-6.899418121363258549e-02,5.556979861545363023e-05,1.816171164135787681e-05,4.938158669240522158e-03,6.068604269366922876e-03,-4.993728740162572954e-03,-6.086765999605838265e-03
-6.733167082294265471e-02,8.577302090592971791e-05,1.143442744840378360e-04,7.907913345555073192e-04,1.643228090751124547e-03,-8.765644552530815758e-04,-1.757572345894393854e-03
-6.566916043225272392e-02,5.421932243539879202e-06,3.672084050112842064e-05,4.354981038681149386e-04,-6.684246224174171221e-04,-4.409200337094354438e-04,6.317037453649962386e-04
-6.400665004156276539e-02,7.240800095548145061e-05,-1.096985310390263264e-05,2.846276638935885117e-03,1.241189775824560158e-03,-2.918684606931010173e-03,-1.230219998135800201e-03
-6.234413965087283460e-02,1.566128841332218593e-04,1.869875741155978125e-04,4.621946955370825894e-03,3.638663252474575414e-03,-4.778559775737933890e-03,-3.825650901587551028e-03
-6.068162926018290382e-02,5.099095794589057849e-05,7.600938384518852748e-05,5.140371054301873244e-03,4.961410058043722905e-03,-5.191361896009216714e-03,-5.037419504869110505e-03
-5.901911886949293834e-02,5.096695664019235475e-05,3.396013678834128096e-05,5.114292672283748953e-03,5.156762537853823609e-03,-5.165259583907566565e-03,-5.190722725421581356e-03
-5.735660847880300756e-02,2.136116639414473379e-04,1.746047431759304878e-04,5.027280200403050348e-03,5.047245751731146632e-03,-5.240891888451448821e-03,-5.221850542461106519e-03
-5.569409808811307677e-02,1.703731774306024675e-04,2.077660106570418884e-04,4.808043933909822432e-03,4.543640224710271056e-03,-4.978416993746015429e-03,-4.751406294755517422e-03
-5.403158769742311129e-02,2.744917229143407737e-05,-1.991953963600105607e-07,4.045768500651081290e-03,3.144358919591644895e-03,-4.073217548470786653e-03,-3.144159794833582301e-03
-5.236907730673318051e-02,1.212277360195805793e-04,-4.819790544142252156e-05,2.380261689387208612e-03,9.518267173496501848e-04,-2.501489507011900315e-03,-9.036288731465037371e-04
-5.070656691604325667e-02,3.225346858956631545e-04,1.983416904449771152e-04,4.266589174032886511e-04,-5.946952189403634627e-04,-7.491937136689941212e-04,3.963535033784630493e-04
-4.904405652535329119e-02,3.672056809990728934e-04,4.046627929393439285e-04,2.339993047589805641e-04,6.886937630557092094e-04,-6.012050902193810664e-04,-1.093356541930552489e-03
-4.738154613466336040e-02,2.619628694317220619e-04,3.633290499284663809e-04,2.718483820552508590e-03,4.006267689051956106e-03,-2.980446570952755003e-03,-4.369596733989042185e-03
-4.571903574397342962e-02,1.347320254741315223e-04,1.766011239188088880e-04,4.144484012160387643e-03,4.034315501376774422e-03,-4.279215948849501849e-03,-4.210916675066293975e-03
-4.405652535328346414e-02,4.959468404515127854e-05,1.042124336018720294e-04,1.380296033266614764e-03,1.502369278763316393e-04,-1.429890901342767418e-03,-2.544494094810265225e-04
-4.239401496259353336e-02,5.303579996119656484e-05,2.816093266448965087e-04,3.178954895295404981e-04,7.270230965039555784e-04,-3.709313785945078656e-04,-1.008632414373520064e-03
-4.073150457190360951e-02,1.274721310796441028e-04,2.472458878956552693e-04,3.455973084578900512e-03,4.159530392202709370e-03,-3.583445124972328699e-03,-4.406776300207366180e-03
-3.906899418121364403e-02,1.850567922047749361e-04,3.235306183917951691e-04,1.987821070533746237e-03,8.076023910519524677e-04,-2.172877995260558137e-03,-1.131133060204522235e-03
-3.740648379052371325e-02,4.775239179833931733e-04,6.235304871211500184e-04,1.871571036282659861e-04,5.932366677327716598e-04,-6.646810083404952607e-04,-1.216767142984445790e-03
-3.574397339983374777e-02,4.522171494398172752e-04,3.410098144487104326e-04,3.341340370316303598e-03,3.667369129013227803e-03,-3.793557757446774925e-03,-4.008378961205587288e-03
-3.408146300914381699e-02,1.104038879176907819e-04,-1.450334485664972115e-04,8.786817865065188471e-04,-3.517579523140634769e-05,-9.890857152633492078e-04,1.802092142753339624e-04
-3.241895261845388621e-02,3.497692399548890663e-04,5.620430256408749745e-04,1.046919017429925880e-03,1.903294387048299263e-03,-1.396688073036000954e-03,-2.465337402945419823e-03
-3.075644222776392420e-02,3.777489430358241425e-04,3.006187132122922312e-04,2.707624565928989924e-03,2.022780289527800236e-03,-3.085373529096269163e-03,-2.323399034590987056e-03
-2.909393183707399341e-02,3.154077503289892323e-04,6.131255247659364973e-04,-3.034097403398217097e-05,-3.690131498734893368e-04,-2.850667954151231420e-04,-2.441123799985480053e-04
-2.743142144638406610e-02,1.009355065369787249e-04,1.201417333595925494e-04,2.267941846490928448e-03,2.731552619474462117e-03,-2.368877574334182778e-03,-2.851694358913143667e-03
-2.576891105569410062e-02,5.287107421611447668e-04,4.409173517288460069e-04,1.093624476200205642e-03,9.966521766925247046e-05,-1.622335068742819519e-03,-5.405825918242300942e-04
-2.410640066500416984e-02,6.048670460295539012e-04,4.999272709838902201e-04,4.150076198413676920e-04,1.066335459817139512e-03,-1.019874541617282748e-03,-1.566262717212640746e-03
-2.244389027431424252e-02,4.953843701092667737e-04,4.809730525113349521e-04,2.248100934416075170e-03,2.126344849843816043e-03,-2.743485310779392172e-03,-2.607317923925386340e-03
-2.078137988362427704e-02,5.906534892026746916e-04,6.185849281002175947e-04,1.670762005864245836e-04,-4.258677592951116151e-04,-7.577296369443153878e-04,-1.927171759026210466e-04
-1.911886949293434626e-02,3.577732359951865324e-04,1.270799460672121680e-04,9.366745369666640286e-04,1.583523326462009427e-03,-1.294447676914056711e-03,-1.710603261673729770e-03
-1.745635910224441895e-02,6.491848023385438267e-05,2.192108033628138169e-05,1.616157158059294829e-03,1.300750124132608746e-03,-1.681075418148159084e-03,-1.322671226484107600e-03
-1.579384871155445347e-02,5.061345858021664215e-04,5.663371100214733590e-04,9.924872824818020689e-05,-3.528082200032655246e-04,-6.053832621308319339e-04,-2.135288954299472232e-04
-1.413133832086452442e-02,2.858921528077831842e-05,1.294014153688183234e-04,4.821870363476143950e-04,8.138745661051939931e-04,-5.107762945755767170e-04,-9.432759777775446240e-04
-1.246882793017455894e-02,2.258907679590433835e-04,1.653911420704161166e-04,1.298577811460921438e-03,1.205384320792880857e-03,-1.524468533861678132e-03,-1.370775469453199696e-03
-1.080631753948466459e-02,3.687235017391657854e-04,3.063037750620863542e-04,6.263673837819672130e-04,1.239857588522582797e-04,-9.950909899224535948e-04,-4.302895433730072198e-04
-9.143807148794700843e-03,3.375198484415321918e-04,1.879106623007760523e-04,-2.767168783990303638e-05,-1.210255196150261106e-04,-3.098482461862950288e-04,-6.688514083188653832e-05
-7.481296758104735364e-03,1.154986614900657509e-04,-1.000711289768879106e-06,1.740474016040938210e-04,3.749434472753303033e-04,-2.895460744631872529e-04,-3.739427309152196168e-04
-5.818786367414841010e-03,5.247491852374539835e-05,9.351871840276561538e-05,4.544753305540938371e-04,5.488645286697190406e-04,-5.069503121731266937e-04,-6.423832477843843250e-04
-4.156275976724876399e-03,1.823661311617886735e-04,1.056825510196639201e-04,5.233544824463365330e-04,4.474159330392401602e-04,-7.057206372856894561e-04,-5.530984860184221452e-04
-2.493765586034911788e-03,5.231833366813439185e-05,3.517468497773466104e-05,3.472799660836356495e-04,2.171730359611046750e-04,-3.995980417079714186e-04,-2.523477243923255174e-04
-8.312551953450177588e-04,5.810729052655944904e-06,-7.557203995357056813e-07,1.607485024811561303e-04,4.575583432473326827e-05,-1.665592156330775175e-04,-4.500011526888544970e-05
8.312551953449470689e-04,2.744642741992631434e-06,1.448145905720931899e-06,2.824335461926175128e-05,-3.149812887224931370e-05,-3.098798634731947388e-05,3.004998382656865711e-05
2.493765586034911788e-03,-7.143199810375167421e-06,4.414291396552149384e-06,-7.746679743447781874e-05,-9.596576743366183279e-05,8.461023978617587815e-05,9.155147951076425712e-05
4.156275976724806143e-03,-3.779533084255787148e-05,-1.042629230659080372e-04,-2.059530743759863114e-04,-1.922479245466626350e-04,2.437485050578169776e-04,2.965108534898750663e-04
5.818786367414770754e-03,-8.048934566257386243e-05,-1.139393848567470243e-04,-3.727805201837464111e-04,-3.231645671421732560e-04,4.532697661223106245e-04,4.371039573556988319e-04
7.481296758104735364e-03,-1.047900507404310943e-04,-1.614314973124626610e-04,-5.835464344239316148e-04,-7.367377818425653027e-04,6.883364718931472837e-04,8.981692879224534428e-04
9.143807148794629719e-03,-3.812132598754648270e-05,-7.812263892851587053e-05,-6.679612923973232697e-04,-9.438495139183067503e-04,7.060825311763774259e-04,1.021972158008582461e-03
1.080631753948459520e-02,-3.806535258854012007e-05,-4.079094806592568629e-05,-4.965285533732322065e-04,-8.956726771438230277e-04,5.345938687673634782e-04,9.364636221339187180e-04
1.246882793017455894e-02,-1.539877041162221027e-05,2.573265496340042670e-05,-9.501004588252648375e-05,-3.205172823651982611e-04,1.104088767006627947e-04,2.947846227542642015e-04
1.413133832086445330e-02,-3.074519528721217365e-05,-9.950914489320542412e-05,-1.165184842150113198e-04,1.912041085266658112e-04,1.472635666220356576e-04,-9.169495430656476734e-05
1.579384871155441877e-02,-3.268973245609947632e-04,-4.931701896231426236e-04,-9.792175123204405196e-04,-5.447630436427070445e-04,1.306114781648382017e-03,1.037933252747961230e-03
1.745635910224438425e-02,-1.046045704473173160e-04,-1.098446717644855914e-04,-1.449828357672933166e-03,-1.745127276579291333e-03,1.554432878087486092e-03,1.854971957170888086e-03
1.911886949293427687e-02,-4.365102763968978618e-04,-4.571738998061436660e-04,-4.425443812328122561e-04,-1.119248326039740983e-03,8.790546806360932663e-04,1.576422215199647231e-03
2.078137988362424235e-02,-1.164470853467720673e-04,-3.203224033148327574e-04,-1.553285983673102777e-04,3.356003925734544558e-04,2.717758762000865858e-04,-1.527797581141827812e-05
2.244389027431420783e-02,-6.482913122360964113e-05,-1.953860009277591471e-06,-1.695241585817020002e-03,-1.442865797668323527e-03,1.760070630869969843e-03,1.444819687762150797e-03
2.410640066500410045e-02,-5.107809756312096765e-05,-1.471575298550537405e-04,-1.453364383401489768e-03,-2.188177329504934973e-03,1.504442574953579470e-03,2.335334859485053548e-03
2.576891105569406593e-02,-8.433372243410322891e-06,-8.417706429871029458e-05,1.090086024002623333e-06,1.026307494047563206e-04,7.343314025742841977e-06,-1.845368260636059022e-05
2.743142144638403140e-02,-1.918275140808719387e-04,-3.037984365095324391e-04,-1.693470169859323526e-03,-1.082224779460942959e-03,1.885297598762658566e-03,1.386023254984054386e-03
2.909393183707392402e-02,-4.729763688673652069e-04,-3.990379745724666541e-04,-2.157989868001752853e-03,-3.142285379221559406e-03,2.630966256360112165e-03,3.541323356142374139e-03
3.075644222776388950e-02,-7.276870135897238294e-05,1.250051716769434674e-04,-5.473981276804540386e-05,-3.032994931361790653e-04,1.275085426998834315e-04,1.782943141959437148e-04
3.241895261845385151e-02,-3.532586279977498970e-04,-5.850995485945126480e-04,-1.628434568977765728e-03,-6.604701809730412643e-04,1.981693223595593079e-03,1.245569770250243551e-03
3.408146300914374760e-02,-9.930245912678249687e-05,-1.208390413931040454e-04,-2.772596544736272151e-03,-3.411171419693060421e-03,2.871899211812245500e-03,3.532010476523149856e-03
3.574397339983371308e-02,-4.874450859705759063e-04,-3.795576062070369185e-04,-3.142082815934532647e-04,-1.020206806034457559e-03,8.016533223451638435e-04,1.399764394669089033e-03
3.740648379052367856e-02,-1.946778362937209936e-04,-4.344375390377609074e-04,-9.802280904822602281e-04,1.102020822756497124e-04,1.174905848302265632e-03,3.242354952794101238e-04
3.906899418121357465e-02,-6.437396673257132947e-05,-5.918470290278275323e-05,-3.332664297427179179e-03,-3.400789291849626913e-03,3.397038085471870694e-03,3.459974037195384568e-03
4.073150457190353319e-02,-8.871210536068687737e-05,-3.844533782117527150e-05,-1.985916765128714623e-03,-3.186235020154820890e-03,2.074628892846985817e-03,3.224680348387702102e-03
4.239401496259349866e-02,-2.083965674079715346e-04,9.183945386026424421e-05,6.739712571368627891e-06,-1.095526808147980488e-04,2.016567825239290457e-04,1.771322063782441493e-05
4.405652535328346414e-02,-2.805593183168235243e-04,-1.207933122285473045e-04,-1.333936690976256223e-03,-1.156854522214229345e-04,1.614495826744277718e-03,2.364788057386104161e-04
4.571903574397336023e-02,-2.470389002170929153e-04,-2.020096317397214176e-04,-3.603490390672203780e-03,-3.088142226789556202e-03,3.850529441570715861e-03,3.290151909344615072e-03
4.738154613466332571e-02,-1.656982688269970517e-04,-1.080480316282422408e-04,-3.748829068193959557e-03,-4.648800257786528910e-03,3.914527259761435563e-03,4.756848307277662669e-03
4.904405652535329119e-02,-6.903237539802181688e-05,-1.998869294078442954e-05,-2.226219971300791300e-03,-3.591194373447114188e-03,2.295252252727530973e-03,3.611183054374798515e-03
5.070656691604318034e-02,-6.686222339191000286e-06,-6.636505867087545544e-05,-7.657665468600582948e-04,-1.631762774496690232e-03,7.724527279698301108e-04,1.698127817332124303e-03
5.236907730673314582e-02,-5.080369006260458675e-05,-2.635511361276183986e-04,-9.578010240579581946e-05,-2.107716596486289653e-04,1.465838634161498177e-04,4.743227915154025402e-04
5.403158769742311129e-02,-1.877141623638068193e-04,-4.140665517126991156e-04,1.731606322291634470e-05,4.143768293556213339e-04,1.703982326597408559e-04,-3.102717307973163093e-07
5.569409808811300738e-02,-2.489594358839951165e-04,-2.445977410675299760e-04,-9.323233271962827473e-06,4.972067567148104241e-04,2.582828099894074469e-04,-2.526090070686569595e-04
5.735660847880297286e-02,-1.215661714507417683e-04,7.618267521718616949e-05,6.673185516059554345e-06,2.875347860531002569e-04,1.148930147288895753e-04,-3.637174557611889893e-04
5.901911886949293834e-02,-1.142599209520093334e-06,-7.050082226171310043e-06,-9.131552844932055990e-05,-2.311465289056271121e-04,9.245816123859551539e-05,2.381966068563712063e-04
6.068162926018283443e-02,-8.038222585827868453e-05,-2.407903296931151245e-04,-8.721941209881567403e-04,-1.824769989273412277e-03,9.525762311555219242e-04,2.065560300498434001e-03
6.234413965087279297e-02,-1.454416879581381080e-04,-9.066229408685163920e-05,-2.913945655487526487e-03,-4.620347794012206154e-03,3.059387464786178512e-03,4.711010076279185076e-03
6.400665004156276539e-02,-6.622207496712029760e-05,-4.312241097686004491e-05,-4.984424758782690645e-03,-5.785701510246294733e-03,5.050646882033049678e-03,5.828823961513350180e-03
6.566916043225265454e-02,-5.431635337874130779e-06,2.550650993370976279e-05,-3.625500061296305088e-03,-2.492372945941625020e-03,3.630931634118095275e-03,2.466866519677031293e-03
6.733167082294261307e-02,-4.412441782219918849e-05,-1.417590815236000274e-04,-1.067314751381220894e-04,6.759462128634958957e-04,1.508559057554759164e-04,-5.341871095640164831e-04
6.899418121363258549e-02,-5.844468687000179877e-05,-2.615044864083660407e-05,-3.006190044796019922e-03,-4.750362515547441704e-03,3.064634444051139717e-03,4.776512951413257324e-03
7.065669160432247464e-02,-1.882689237384398731e-05,-4.718997455162334529e-06,-4.421409284116772920e-03,-3.553304145040282486e-03,4.440236035375355605e-03,3.558023228376301812e-03
7.231920199501244706e-02,-2.564855213450645938e-08,-7.218550163108232564e-06,-1.413166451757486008e-04,-3.382899431608848680e-04,1.413421579826712460e-04,3.455084872972162633e-04
7.398171238570240560e-02,3.458824132292744439e-07,-4.876474857182125193e-06,-5.457355300686250743e-03,-5.825635601594298697e-03,5.457009451913297227e-03,5.830512141685608926e-03
7.564422277639230863e-02,1.934948514416763067e-05,1.460236353146240640e-05,-4.968629966883852944e-05,-1.720617844837693926e-05,3.033680365382984689e-05,2.603814794359011149e-06
7.730673316708226717e-02,3.395090538536113675e-05,2.343944231796929334e-05,-5.072789839241809151e-03,-4.618708221644255915e-03,5.038838868666739579e-03,4.595268866079141139e-03
7.896924355777222571e-02,2.366244818901184154e-05,-1.518807539710253325e-05,-2.156702682315325692e-03,-3.765822038976895329e-03,2.133040158916910123e-03,3.781010093993912059e-03
8.063175394846212873e-02,4.554013660268755020e-06,-4.446095808069574313e-05,-7.277872797922246839e-04,6.777761727186121417e-04,7.232331695858906784e-04,-6.333151626554295614e-04
8.229426433915208727e-02,-1.312677347167182530e-06,-1.038156723549487359e-05,-5.055260512155712593e-03,-4.457534434564816399e-03,5.056573198441438599e-03,4.467916092357342855e-03
8.395677472984205969e-02,9.273109191774997224e-06,7.099566562637141113e-05,-4.920405815411421635e-03,-6.523699548451506423e-03,4.911132721648336918e-03,6.452703903267943686e-03
8.561928512053194884e-02,2.667999908000377902e-05,1.553530949286463254e-04,-2.148980385353715938e-03,-3.826353217243313402e-03,2.122300393519127581e-03,3.671000100843374667e-03
8.728179551122190738e-02,3.998565860121401552e-05,2.150172394607011237e-04,-4.817631335722882824e-04,-1.202931971788210848e-03,4.417774268877794341e-04,9.879147167930054860e-04
8.894430590191187980e-02,4.090075004667794237e-05,2.414882417885402420e-04,-5.321120545248581024e-05,-9.480638545882277856e-05,1.231028179993209903e-05,-1.466818565264515041e-04
9.060681629260176895e-02,2.522995491083626120e-05,2.271747041682046391e-04,-2.968893596699828663e-05,1.989246996691167873e-05,4.458842556065434337e-06,-2.470671722189851237e-04
9.226932668329174136e-02,1.604454246703287956e-06,1.561123715548577890e-04,-2.785235372128047615e-04,-7.515003622186676013e-04,2.769189986173703488e-04,5.953879793881384705e-04
9.393183707398169990e-02,8.492870999525677089e-06,3.623150057003678203e-05,-1.518266932356016063e-03,-2.999909098232009155e-03,1.509774117947726424e-03,2.963677574665465018e-03
9.559434746467160293e-02,9.888629851357482251e-05,-1.706111371339223649e-05,-4.193040879566622969e-03,-6.160842036098640277e-03,4.094154701641317118e-03,6.177903157600873538e-03
9.725685785536156147e-02,2.180567190587399604e-04,1.787552221270020188e-04,-5.565788259382531411e-03,-5.818452692306475167e-03,5.347731333017358146e-03,5.639697557398375659e-03
9.891936824605152001e-02,1.459959075852373250e-04,4.195023628010936746e-04,-1.835721551872671053e-03,-1.959459788284243420e-04,1.689725697664012927e-03,-2.235562999795412333e-04
1.005818786367414230e-01,-6.441154552961833590e-06,1.463040595191835412e-04,-8.412724431419160709e-04,-1.962437934229968161e-03,8.477135492105380976e-04,1.816133853926044615e-03
1.022443890274313816e-01,2.041728227128569023e-04,1.016827263085411760e-04,-5.561463584072168231e-03,-6.316920238906791225e-03,5.357290919858370692e-03,6.215237588748937815e-03
1.039068994181213540e-01,1.108531370952094836e-04,5.280816196566376483e-04,-2.258621482325584573e-04,7.233924026231800235e-04,1.150090078222421042e-04,-1.251473984791666308e-03
1.055694098088112431e-01,7.816785587428775467e-05,8.968243119746868112e-06,-5.101296111854225490e-03,-6.759412788293474132e-03,5.023128140165256106e-03,6.750444586710262380e-03
1.072319201995012156e-01,1.416770972374747917e-04,5.936904082579396238e-04,-6.189335563561160214e-05,6.392463279293676866e-04,-7.978374240202867895e-05,-1.232936706641310585e-03
1.088944305901911741e-01,1.113967414225602165e-04,-8.769730982740805720e-06,-5.216638285067576319e-03,-5.511563085943780443e-03,5.105241796355297623e-03,5.520332906379326818e-03
1.105569409808810633e-01,-3.210055382610321750e-05,4.448267132492546337e-04,-1.696393125824369186e-03,-3.519309001251693606e-03,1.728493831012589688e-03,3.074482266680602857e-03
1.122194513715710357e-01,2.244714113403510625e-04,3.842466210353438988e-04,-4.514183004421523648e-04,7.937413281430520532e-04,2.269468745855762748e-04,-1.177987892991470397e-03
1.138819617622609942e-01,7.073329226543224879e-05,-1.521639935536626823e-04,-4.046515868743605360e-03,-3.172922988301704258e-03,3.975782646269632181e-03,3.325087087096089029e-03
1.155444721529508972e-01,-1.258520308353699296e-04,-1.875387824999956866e-05,-4.940514874889945229e-03,-6.197526232725590611e-03,5.066366885188799962e-03,6.216280164659217927e-03
1.172069825436408558e-01,-1.108339604066824191e-04,3.135968499313313940e-04,-3.430720769334427711e-03,-5.530634065025890472e-03,3.541554720436157488e-03,5.217037218643206728e-03
1.188694929343308143e-01,-3.344923874486899207e-05,4.609990626646881312e-04,-2.008770870184584112e-03,-3.940905590158126116e-03,2.042220118603776946e-03,3.479906513317807155e-03
1.205320033250207173e-01,-3.273102516401435458e-06,4.941824586732378654e-04,-1.427398850519234763e-03,-3.146199332688349223e-03,1.430671968461250110e-03,2.652016857793841696e-03
1.221945137157106759e-01,-4.330916375510848737e-05,5.036795654191318031e-04,-1.631887533066755935e-03,-3.483893948719864447e-03,1.675196846912752058e-03,2.980214368088577540e-03
1.238570241064006483e-01,-1.443440760194175665e-04,4.143218672348308700e-04,-2.617911644087478340e-03,-4.777196675981146973e-03,2.762255667023261196e-03,4.362874803559469924e-03
1.255195344970905513e-01,-1.996941903336102442e-04,6.882724054318959815e-05,-4.059935483380849863e-03,-5.927488647989001720e-03,4.259629739168602214e-03,5.858661439200011679e-03
1.271820448877805099e-01,1.466947475726662620e-05,-1.882344093823953206e-04,-4.283851247156911235e-03,-4.435797855736364585e-03,4.269181753574602389e-03,4.624032356071831017e-03
1.288445552784704684e-01,2.666144041033359502e-04,5.428372659817841308e-04,-1.620467101750566741e-03,-1.726444837347431078e-04,1.353852522194665120e-03,-3.701926937680840332e-04
1.305070656691603714e-01,-2.750730167703357987e-05,7.487876559056722220e-04,-6.952344300825696877e-05,-6.676711213949679691e-04,9.703063290344982050e-05,-8.111654138560935772e-05
1.321695760598503300e-01,2.786573813641120279e-04,-9.481170037696354854e-05,-3.797522149646792577e-03,-5.758230597845957234e-03,3.518864962707812793e-03,5.853042336167376195e-03
1.338320864505402885e-01,1.423066508699048771e-04,6.265670096372653441e-04,-2.185867007114039584e-03,-4.007416251786600657e-04,2.043560461205906620e-03,-2.258252960261935486e-04
1.354945968412301915e-01,2.452434280595036653e-04,-6.535068395266095675e-04,-9.508975976960098997e-04,-2.055843614411696340e-03,7.056541338487098969e-04,2.709350449763943663e-03
1.371571072319201501e-01,-3.143654576043056204e-04,-4.405554497159369339e-04,-3.157738099520857045e-03,-1.914091998569933048e-03,3.472103445997465343e-03,2.354647537418247134e-03
1.388196176226101086e-01,-9.681455774479541532e-05,4.414621570757809262e-04,-4.373840193322431347e-04,-1.794655707846148050e-03,5.341986145001031971e-04,1.353193540944164393e-03
1.404821280133000116e-01,2.481228603622986917e-04,3.345984438189249406e-04,-2.244829515652080332e-03,-1.119113610408303686e-03,1.996706630365552293e-03,7.845152633204511162e-04
1.421446384039899702e-01,3.290920687549422907e-04,-2.510578054405355618e-04,-2.831480875277403442e-03,-4.894771868138109161e-03,2.502388833697910542e-03,5.145829698195706313e-03
1.438071487946799287e-01,-3.464680480096821169e-05,-1.089876493021012509e-03,2.354250289958725872e-04,1.273114783700643763e-03,-2.007784871457252152e-04,-1.832382729499723128e-04
1.454696591853699150e-01,-3.051554821281721175e-04,-8.692334638050718942e-04,-2.106275409947622190e-03,-8.084155417895399261e-04,2.411430816110393671e-03,1.677649092685410803e-03
1.471321695760597903e-01,2.104116192430949273e-04,-1.054171631885826663e-04,-3.395289282894509153e-03,-5.095958617958344476e-03,3.184877514618600358e-03,5.201375837317505531e-03
1.487946799667497766e-01,2.749869690917075560e-04,-6.575200383522857364e-04,-1.338786775903988424e-03,-2.760985931069679343e-03,1.063799909687079825e-03,3.418505978601880154e-03
1.504571903574397351e-01,-1.649955618871074003e-04,4.202699859707068508e-04,4.145685791355213645e-04,-1.919909802023203084e-04,-2.495730393048400941e-04,-2.282790062969028465e-04
1.521197007481296104e-01,1.735170046897327456e-05,6.153851523110303017e-04,-7.312296235600923566e-05,6.855516422469234592e-04,5.577112742893852726e-05,-1.300936776930717827e-03
1.537822111388195967e-01,-2.834241165438969312e-04,-1.353724763167480326e-03,1.970746797367861625e-04,1.944566022099743262e-03,8.634931367590414908e-05,-5.908412149318714984e-04
1.554447215295095552e-01,1.980794288753834342e-04,1.308223289791931188e-03,-5.749720752819542646e-04,6.599537492277957051e-04,3.768925106987230933e-04,-1.968176988414375821e-03
1.571072319201994583e-01,-3.715799762187693700e-04,-1.530244060455293814e-03,1.539807495468115128e-04,2.045143825836217254e-03,2.175991417946443462e-04,-5.148997203048941585e-04
1.587697423108894168e-01,6.914878641034460927e-05,1.094861436248830604e-03,-1.521572423737183044e-04,7.057780816838016540e-04,8.300843209330110994e-05,-1.800639493052353865e-03
1.604322527015793753e-01,-2.577955026082379142e-04,-3.732641329719462754e-04,8.026884401979850203e-04,9.330731265193072674e-04,-5.448929653527612160e-04,-5.598089835605159822e-04
1.620947630922692784e-01,2.218388619518452121e-04,-9.704394097455174874e-04,-5.283364169044735270e-04,-1.562093795900876747e-03,3.064975890543220061e-04,2.532533208007078148e-03
1.637572734829592369e-01,-3.064184020345195325e-04,-6.298644448419940230e-05,-1.749808539752706338e-03,-4.162021550470168703e-03,2.056226994483711934e-03,4.225008014066905342e-03
1.654197838736491954e-01,-9.109573526061426341e-04,-9.453363993539177362e-04,-1.703543704155596750e-03,-1.361921074899862232e-03,2.614501025795190614e-03,2.307257539268566492e-03
1.670822942643390985e-01,-2.817145580742558275e-04,-4.568292612069641120e-04,-5.051278378237489264e-04,1.641797680504054977e-03,7.868424626693570900e-04,-1.184968370913899423e-03
1.687448046550290570e-01,-1.412393638063058621e-05,2.726027885516422674e-04,-2.684917584677148916e-04,-1.491698153659522675e-03,2.826156774972110597e-04,1.219095356159809662e-03
1.704073150457190156e-01,-3.479407527873512596e-04,-4.726916858727876194e-04,-1.839288871921307411e-03,-3.504195204319764112e-03,2.187229652093169996e-03,3.976886937878646930e-03
1.720698254364089186e-01,-4.384187146198870177e-04,-1.000387556544729073e-03,3.204236254383263649e-04,1.723454365603299069e-03,1.179951953884650351e-04,-7.230667592795805799e-04
1.737323358270988771e-01,-6.792912144533702623e-04,-1.622574730342990837e-04,1.562683795245378704e-04,-1.355392898827017557e-03,5.230231112441918739e-04,1.517650377664427237e-03
1.753948462177888357e-01,-1.019298066026047556e-03,-1.531120780438222041e-03,-6.131140065473439371e-04,1.054081771087953152e-03,1.632412043772735188e-03,4.770390721434888395e-04
1.770573566084787387e-01,-3.047385054345957967e-04,-1.200720544223183618e-03,5.663991173280868985e-04,-9.249485078039279030e-05,-2.616606516514519143e-04,1.293215402603693342e-03
1.787198669991686972e-01,-1.037569098168170112e-03,-1.382646328991060268e-03,-5.558543536201554502e-04,1.101875506615573484e-03,1.593423564076212884e-03,2.807708841604027259e-04
1.803823773898586835e-01,-5.925576783958885763e-04,-6.299153619715852897e-04,5.149954372837550753e-04,-6.483676441780372550e-04,7.756216815413274901e-05,1.278283015238407174e-03
1.820448877805485588e-01,-9.183261671959486172e-04,-2.071036991592328270e-03,5.803850665264398412e-04,2.260348366987328245e-03,3.379410686455974755e-04,-1.893113282549611399e-04
1.837073981712385173e-01,-1.130912303744763259e-03,-5.424981059173004114e-04,-4.808091973735606484e-04,-2.364799192865020723e-03,1.611721523642750675e-03,2.907297324337649713e-03
1.853699085619285036e-01,-2.423272545332699757e-04,1.464518250331978393e-03,3.807550792201408463e-04,-3.249377828393231740e-04,-1.384277357419083643e-04,-1.139580473420639777e-03
1.870324189526183789e-01,3.490271214802997957e-04,1.313981336487713867e-03,-1.088539051039283390e-03,3.236078874905794602e-04,7.395121335361798387e-04,-1.637589158934847546e-03
1.886949293433083652e-01,-6.578890813555005046e-04,-3.153198351461496043e-04,-3.135543725629741374e-04,-1.016954564096290330e-03,9.714434185177367453e-04,1.332274444045798657e-03
1.903574397339983237e-01,-9.063992546985422116e-04,7.072856841076276312e-04,1.076652503551434048e-03,-3.464602941630789187e-04,-1.702533506189318757e-04,-3.608253996663366488e-04
