series,t1,E,root_index,beta_real,beta_imag,abs_beta
main_t1_1,1.0,0.5604208416833668,1,-0.37244521072873876,-0.2475571954220387,0.44721359549995804
main_t1_1,1.0,0.5651302605210421,1,-0.37085500325969245,-0.2499331241697538,0.44721359549995804
main_t1_1,1.0,0.5698396793587175,1,-0.36925148861517293,-0.25229613186784866,0.44721359549995804
main_t1_1,1.0,0.5745490981963928,1,-0.3676346667951803,-0.25464632683468424,0.44721359549995804
main_t1_1,1.0,0.5792585170340682,1,-0.36600453779971437,-0.25698380943167903,0.44721359549995804
main_t1_1,1.0,0.5839679358717436,1,-0.3643611016287753,-0.2593086724733003,0.447213595499958
main_t1_1,1.0,0.5886773547094188,1,-0.3627043582823631,-0.2616210016091584,0.44721359549995804
main_t1_1,1.0,0.5933867735470942,1,-0.36103430776047757,-0.26392087568040695,0.44721359549995804
main_t1_1,1.0,0.5980961923847695,1,-0.35935095006311896,-0.2662083670524536,0.44721359549995804
main_t1_1,1.0,0.6028056112224449,1,-0.35765428519028714,-0.2684835419258038,0.44721359549995804
main_t1_1,1.0,0.6075150300601203,1,-0.35594431314198205,-0.2707464606266954,0.44721359549995804
main_t1_1,1.0,0.6122244488977956,1,-0.35422103391820386,-0.2729971778790373,0.44721359549995804
main_t1_1,1.0,0.616933867735471,1,-0.35248444751895247,-0.2752357430590346,0.44721359549995804
main_t1_1,1.0,0.6216432865731463,1,-0.35073455394422787,-0.27746220043375924,0.44721359549995804
main_t1_1,1.0,0.6263527054108217,1,-0.3489713531940301,-0.27967658938482426,0.44721359549995804
main_t1_1,1.0,0.6310621242484971,1,-0.34719484526835903,-0.2818789446182178,0.44721359549995804
main_t1_1,1.0,0.6357715430861723,1,-0.34540503016721497,-0.2840692963612671,0.44721359549995804
main_t1_1,1.0,0.6404809619238477,1,-0.3436019078905976,-0.2862476705476245,0.44721359549995804
main_t1_1,1.0,0.645190380761523,1,-0.34178547843850704,-0.28841408899109094,0.44721359549995804
main_t1_1,1.0,0.6498997995991984,1,-0.33995574181094323,-0.29056856954903326,0.44721359549995804
main_t1_1,1.0,0.6546092184368738,1,-0.3381126980079063,-0.2927111262760854,0.447213595499958
main_t1_1,1.0,0.6593186372745491,1,-0.33625634702939616,-0.29484176956877456,0.44721359549995804
main_t1_1,1.0,0.6640280561122245,1,-0.3343866888754129,-0.29696050630165943,0.44721359549995804
main_t1_1,1.0,0.6687374749498999,1,-0.3325037235459563,-0.2990673399555263,0.44721359549995804
main_t1_1,1.0,0.6734468937875752,1,-0.3306074510410266,-0.30116227073814417,0.44721359549995804
main_t1_1,1.0,0.6781563126252506,1,-0.32869787136062373,-0.3032452956980453,0.44721359549995804
main_t1_1,1.0,0.6828657314629258,1,-0.32677498450474773,-0.30531640883175926,0.44721359549995804
main_t1_1,1.0,0.6875751503006012,1,-0.3248387904733984,-0.30737560118490154,0.44721359549995804
main_t1_1,1.0,0.6922845691382766,1,-0.32288928926657595,-0.30942286094748317,0.44721359549995804
main_t1_1,1.0,0.6969939879759519,1,-0.32092648088428033,-0.31145817354378696,0.44721359549995804
main_t1_1,1.0,0.7017034068136273,1,-0.31895036532651144,-0.313481521717126,0.44721359549995804
main_t1_1,1.0,0.7064128256513026,1,-0.3169609425932694,-0.3154928856097808,0.447213595499958
main_t1_1,1.0,0.711122244488978,1,-0.3149582126845542,-0.31749224283838995,0.44721359549995804
main_t1_1,1.0,0.7158316633266534,1,-0.31294217560036575,-0.3194795685650491,0.44721359549995804
main_t1_1,1.0,0.7205410821643287,1,-0.31091283134070413,-0.32145483556435567,0.44721359549995804
main_t1_1,1.0,0.725250501002004,1,-0.3088701799055693,-0.32341801428662154,0.44721359549995804
main_t1_1,1.0,0.7299599198396793,1,-0.3068142212949614,-0.32536907291745865,0.44721359549995804
main_t1_1,1.0,0.7346693386773547,1,-0.30474495550888026,-0.32730797743393103,0.44721359549995804
main_t1_1,1.0,0.7393787575150301,1,-0.30266238254732586,-0.3292346916574501,0.44721359549995804
main_t1_1,1.0,0.7440881763527054,1,-0.3005665024102983,-0.33114917730358356,0.44721359549995804
main_t1_1,1.0,0.7487975951903808,1,-0.2984573150977975,-0.3330513940289307,0.447213595499958
main_t1_1,1.0,0.7535070140280562,1,-0.2963348206098236,-0.3349412994752122,0.44721359549995804
main_t1_1,1.0,0.7582164328657315,1,-0.29419901894637646,-0.3368188493107084,0.44721359549995804
main_t1_1,1.0,0.7629258517034069,1,-0.2920499101074561,-0.3386839972691755,0.44721359549995804
main_t1_1,1.0,0.7676352705410822,1,-0.2898874940930626,-0.3405366951863553,0.44721359549995804
main_t1_1,1.0,0.7723446893787576,1,-0.2877117709031959,-0.3423768930341926,0.447213595499958
main_t1_1,1.0,0.777054108216433,1,-0.285522740537856,-0.34420453895286196,0.44721359549995804
main_t1_1,1.0,0.7817635270541082,1,-0.28332040299704286,-0.34601957928070093,0.447213595499958
main_t1_1,1.0,0.7864729458917836,1,-0.2811047582807566,-0.34782195858214227,0.44721359549995804
main_t1_1,1.0,0.7911823647294589,1,-0.2788758063889971,-0.34961161967372695,0.44721359549995804
main_t1_1,1.0,0.7958917835671343,1,-0.2766335473217645,-0.3513885036482798,0.447213595499958
main_t1_1,1.0,0.8006012024048097,1,-0.2743779810790586,-0.3531525498973211,0.44721359549995804
main_t1_1,1.0,0.805310621242485,1,-0.2721091076608796,-0.3549036961317815,0.44721359549995804
