curve,t1,theta,beta_real,beta_imag,abs_beta
C_beta,1.0,2.3277538881751667,-0.30710738576625585,0.3250923770373833,0.44721359549995804
C_beta,1.0,2.345255797108815,-0.31274979759391763,0.31966789658169237,0.4472135954999579
C_beta,1.0,2.3627577060424625,-0.3182964113446927,0.3141454989731513,0.447213595499958
C_beta,1.0,2.3802596149761106,-0.32374552804088524,0.3085268757718336,0.447213595499958
C_beta,1.0,2.3977615239097583,-0.329095478569024,0.30281374801257804,0.447213595499958
C_beta,1.0,2.4152634328434064,-0.3343446241911276,0.2970078656778195,0.4472135954999579
C_beta,1.0,2.432765341777054,-0.339491357046664,0.29111100716155436,0.447213595499958
C_beta,1.0,2.4502672507107017,-0.3445341006450533,0.28512497872460124,0.447213595499958
C_beta,1.0,2.46776915964435,-0.3494713103485607,0.27905161394132805,0.447213595499958
C_beta,1.0,2.4852710685779975,-0.35430147384543254,0.27289277313801175,0.44721359549995804
C_beta,1.0,2.5027729775116456,-0.3590231116131318,0.2666503428230025,0.4472135954999579
C_beta,1.0,2.5202748864452933,-0.3636347773715284,0.26032623510887076,0.44721359549995804
C_beta,1.0,2.5377767953789414,-0.3681350585259084,0.2539223871267086,0.44721359549995804
C_beta,1.0,2.555278704312589,-0.3725225765996639,0.24744076043277016,0.447213595499958
C_beta,1.0,2.572780613246237,-0.37679598765653377,0.24088334040762815,0.447213595499958
C_beta,1.0,2.590282522179885,-0.3809539827122621,0.23425213564803538,0.447213595499958
C_beta,1.0,2.607784431113533,-0.384995288135553,0.22754917735167174,0.447213595499958
C_beta,1.0,2.6252863400471806,-0.3889186660381946,0.2207765186949719,0.4472135954999579
C_beta,1.0,2.6427882489808283,-0.39272291465423587,0.21393623420421748,0.4472135954999579
C_beta,1.0,2.6602901579144764,-0.3964068687080981,0.20703041912009143,0.447213595499958
C_beta,1.0,2.677792066848124,-0.3999693997715089,0.20006118875588766,0.447213595499958
C_beta,1.0,2.695293975781772,-0.403409416609151,0.1930306778495701,0.447213595499958
C_beta,1.0,2.71279588471542,-0.40672586551291595,0.18594103990988495,0.447213595499958
C_beta,1.0,2.730297793649068,-0.4099177306246661,0.17879444655671986,0.44721359549995804
C_beta,1.0,2.7477997025827157,-0.4129840342473994,0.17159308685591892,0.44721359549995804
C_beta,1.0,2.7653016115163638,-0.4159238371447281,0.16433916664875037,0.447213595499958
C_beta,1.0,2.7828035204500114,-0.41873623882857464,0.15703490787623933,0.44721359549995804
C_beta,1.0,2.800305429383659,-0.42142037783499936,0.14968254789856572,0.44721359549995804
C_beta,1.0,2.8178073383173072,-0.4239754319880749,0.14228433880974145,0.447213595499958
C_beta,1.0,2.835309247250955,-0.4264006186517256,0.13484254674777424,0.447213595499958
C_beta,1.0,2.852811156184603,-0.42869519496945657,0.12735945120052786,0.4472135954999579
C_beta,1.0,2.8703130651182507,-0.4308584580918967,0.11983734430749596,0.447213595499958
C_beta,1.0,2.887814974051899,-0.4328897453920883,0.11227853015769768,0.44721359549995804
C_beta,1.0,2.9053168829855465,-0.4347884346684552,0.10468532408391588,0.447213595499958
C_beta,1.0,2.9228187919191946,-0.4365539443353893,0.09706005195348848,0.44721359549995804
C_beta,1.0,2.9403207008528423,-0.4381857336013947,0.08940504945587577,0.4472135954999579
C_beta,1.0,2.9578226097864904,-0.4396833026347378,0.08172266138721623,0.447213595499958
C_beta,1.0,2.975324518720138,-0.44104619271654966,0.07401524093209597,0.44721359549995804
C_beta,1.0,2.9928264276537857,-0.44227398638133586,0.06628514894274563,0.447213595499958
C_beta,1.0,3.010328336587434,-0.4433663075448503,0.058534753215890856,0.4472135954999579
C_beta,1.0,3.0278302455210815,-0.44432282161929265,0.05076642776747527,0.447213595499958
C_beta,1.0,3.0453321544547296,-0.4451432356157959,0.0429825521054768,0.4472135954999579
C_beta,1.0,3.0628340633883773,-0.44582729823417155,0.03518551050104449,0.44721359549995804
C_beta,1.0,3.0803359723220254,-0.4463747999398848,0.02737769125817317,0.447213595499958
C_beta,1.0,3.097837881255673,-0.4467855730282373,0.01956148598214614,0.44721359549995804
C_beta,1.0,3.115339790189321,-0.44705949167573616,0.011739288846963285,0.447213595499958
C_beta,1.0,3.132841699122969,-0.4471964719786352,0.003913495861985653,0.447213595499958
C_beta,1.0,3.150343608056617,-0.4471964719786352,-0.003913495861985345,0.447213595499958
C_beta,1.0,3.1678455169902646,-0.44705949167573616,-0.011739288846962976,0.447213595499958
C_beta,1.0,3.1853474259239123,-0.4467855730282373,-0.019561485982145636,0.447213595499958
C_beta,1.0,3.2028493348575604,-0.4463747999398848,-0.02737769125817286,0.447213595499958
C_beta,1.0,3.220351243791208,-0.44582729823417155,-0.03518551050104398,0.447213595499958
C_beta,1.0,3.237853152724856,-0.44514323561579594,-0.042982552105476496,0.4472135954999579
C_beta,1.0,3.255355061658504,-0.4443228216192927,-0.05076642776747476,0.447213595499958
C_beta,1.0,3.272856970592152,-0.44336630754485035,-0.05853475321589054,0.447213595499958
C_beta,1.0,3.2903588795257996,-0.4422739863813359,-0.06628514894274513,0.447213595499958
