t1,branch_id,band_index,real_E,imag_E,abs_E
1.0200000000000005,62,38,-0.8960364193268502,0.4609376497948855,1.0076431817655074
1.0200000000000005,63,65,0.9856886425636951,-0.6103717302180235,1.1593686855907415
1.0200000000000005,64,10,-0.7712074266598646,-0.13039896839421392,0.7821539400230658
1.0200000000000005,65,78,0.9991016451595326,-0.6307854205396344,1.1815643630906647
1.0200000000000005,66,66,-0.9856886425636956,-0.6103717302180242,1.1593686855907424
1.0200000000000005,67,68,0.9919332572385209,0.6199232873198851,1.1697164053638447
1.0200000000000005,68,31,-0.858674435692717,0.38801669611113526,0.9422731785279718
1.0200000000000005,69,70,0.9919332572385219,-0.6199232873198859,1.169716405363846
1.0200000000000005,70,72,-0.9964096273416899,0.6267187581761013,1.1771187481766656
1.0200000000000005,71,73,0.9964096273416899,-0.6267187581761013,1.1771187481766656
1.0200000000000005,72,9,-0.7712074266598639,0.13039896839421472,0.7821539400230652
1.0200000000000005,73,39,0.8960364193268502,-0.4609376497948855,1.0076431817655074
1.0200000000000005,74,74,-0.9964096273416905,-0.626718758176102,1.1771187481766663
1.0200000000000005,75,75,0.9964096273416905,0.626718758176102,1.1771187481766663
1.0200000000000005,76,79,-0.9991016451595326,0.6307854205396344,1.1815643630906647
1.0200000000000005,77,76,0.9991016451595325,0.6307854205396343,1.1815643630906645
1.0200000000000005,78,77,-0.9991016451595325,-0.6307854205396343,1.1815643630906645
1.0200000000000005,79,30,0.858674435692717,-0.38801669611113526,0.9422731785279718
1.04,0,69,-0.9925357049031115,-0.5867217244737943,1.1529828738871275
1.04,1,23,0.8379557707616233,0.276262382183407,0.8823212439709004
1.04,2,2,0.7877885078304955,-5.268126289871516e-16,0.7877885078304955
1.04,3,3,-0.7877885078304955,5.268126289871516e-16,0.7877885078304955
1.04,4,0,0.0,0.0,0.0
1.04,5,1,-0.0,-0.0,0.0
1.04,6,4,-0.7902640698627581,-0.060326950642143884,0.7925633356961638
1.04,7,5,0.7902640698627581,0.060326950642143884,0.7925633356961638
1.04,8,22,-0.8379557707616233,-0.276262382183407,0.8823212439709004
1.04,9,9,0.7973900592691568,0.11912018941434041,0.8062385045055699
1.04,10,71,-0.9925357049031126,0.5867217244737952,1.1529828738871288
1.04,11,10,0.7973900592691577,-0.11912018941434016,0.8062385045055707
1.04,12,34,-0.8886714068637125,-0.39856193869659906,0.9739550751213947
1.04,13,60,0.9793969590693868,0.5653246779782778,1.1308449915729413
1.04,14,14,-0.8083826015153176,0.1751555402282403,0.8271407943665452
1.04,15,15,0.8083826015153176,-0.1751555402282403,0.8271407943665452
1.04,16,24,-0.8546921196943128,-0.3208839111214067,0.9129431000254772
1.04,17,25,0.8546921196943128,0.3208839111214067,0.9129431000254772
1.04,18,52,-0.9600323877675383,-0.5328136484847005,1.097976579702053
1.04,19,53,0.9600323877675383,0.5328136484847005,1.097976579702053
1.04,20,16,-0.8222354577590053,-0.227658424336356,0.8531702679814114
1.04,21,17,0.8222354577590053,0.227658424336356,0.8531702679814114
1.04,22,30,-0.8717689230938496,-0.3616000545287734,0.943787928884144
1.04,23,29,0.8717689230938496,0.3616000545287734,0.943787928884144
1.04,24,43,-0.9205108788727562,0.4619153322427748,1.0299058463199668
1.04,25,42,0.9205108788727562,-0.4619153322427748,1.0299058463199668
1.04,26,32,-0.8886714068637122,0.3985619386965989,0.9739550751213943
1.04,27,57,0.970467820217661,0.5504874331226774,1.1157258642265189
1.04,28,6,-0.7902640698627583,0.0603269506421446,0.792563335696164
1.04,29,7,0.7902640698627583,-0.0603269506421446,0.792563335696164
1.04,30,47,-0.9349467917870015,0.4886315399819267,1.054934256405543
1.04,31,46,0.9349467917870015,-0.4886315399819267,1.054934256405543
1.04,32,27,-0.8546921196943139,0.3208839111214068,0.9129431000254782
1.04,33,26,0.8546921196943139,-0.3208839111214068,0.9129431000254782
1.04,34,38,-0.9050143525842294,-0.43194360161745227,1.0028091809320994
1.04,35,39,0.9050143525842294,0.43194360161745227,1.0028091809320994
1.04,36,61,-0.9793969590693868,-0.5653246779782778,1.1308449915729413
1.04,37,58,0.9704678202176624,-0.5504874331226784,1.1157258642265209
1.04,38,55,-0.9600323877675385,0.5328136484847007,1.0979765797020535
1.04,39,54,0.9600323877675385,-0.5328136484847007,1.0979765797020535
1.04,40,50,-0.9481611936097449,-0.5122264449829353,1.0776760088297932
1.04,41,51,0.9481611936097449,0.5122264449829353,1.0776760088297932
1.04,42,19,-0.8222354577590054,0.227658424336356,0.8531702679814115
1.04,43,18,0.8222354577590054,-0.227658424336356,0.8531702679814115
1.04,44,44,-0.9349467917870014,-0.4886315399819269,1.0549342564055428
1.04,45,45,0.9349467917870014,0.4886315399819269,1.0549342564055428
1.04,46,41,-0.9205108788727547,-0.461915332242775,1.0299058463199655
1.04,47,40,0.9205108788727547,0.461915332242775,1.0299058463199655
1.04,48,48,-0.9481611936097447,0.5122264449829349,1.0776760088297928
1.04,49,49,0.9481611936097447,-0.5122264449829349,1.0776760088297928
1.04,50,20,-0.8379557707616228,0.2762623821834072,0.8823212439708998
1.04,51,21,0.8379557707616228,-0.2762623821834072,0.8823212439708998
1.04,52,12,-0.8083826015153172,-0.17515554022823954,0.8271407943665446
1.04,53,13,0.8083826015153172,0.17515554022823954,0.8271407943665446
1.04,54,59,-0.9704678202176624,0.5504874331226784,1.1157258642265209
1.04,55,62,0.9793969590693878,-0.5653246779782782,1.1308449915729424
1.04,56,63,-0.9793969590693878,0.5653246779782782,1.1308449915729424
1.04,57,33,0.8886714068637122,-0.3985619386965989,0.9739550751213943
1.04,58,56,-0.970467820217661,-0.5504874331226774,1.1157258642265189
1.04,59,64,0.9867662731310424,0.577386836951652,1.1432774104625527
1.04,60,66,-0.9867662731310425,0.577386836951652,1.143277410462553
1.04,61,35,0.8886714068637125,0.39856193869659906,0.9739550751213947
1.04,62,37,-0.9050143525842292,0.43194360161745243,1.0028091809320994
1.04,63,67,0.9867662731310425,-0.577386836951652,1.143277410462553
1.04,64,8,-0.7973900592691568,-0.11912018941434041,0.8062385045055699
1.04,65,79,0.9991681190702112,-0.5973413296995906,1.164110645228184
1.04,66,65,-0.9867662731310424,-0.577386836951652,1.1432774104625527
1.04,67,68,0.9925357049031115,0.5867217244737943,1.1529828738871275
1.04,68,31,-0.8717689230938496,0.36160005452877353,0.943787928884144
1.04,69,70,0.9925357049031126,-0.5867217244737952,1.1529828738871288
1.04,70,74,-0.9966762162518537,0.5933650018999,1.159933405640936
1.04,71,75,0.9966762162518537,-0.5933650018999,1.159933405640936
1.04,72,11,-0.7973900592691577,0.11912018941434016,0.8062385045055707
1.04,73,36,0.9050143525842292,-0.43194360161745243,1.0028091809320994
1.04,74,72,-0.9966762162518533,-0.5933650018998988,1.1599334056409352
1.04,75,73,0.9966762162518533,0.5933650018998988,1.1599334056409352
