final_sector,initial_0,initial_1,initial_2,initial_3,initial_4
0,0.846547069103,0.259810906802,0.0797488172143,0.0246031456934,0.00855807969571
1,0.129905453401,0.536579526114,0.317280080501,0.145648455414,0.0684593038388
2,0.0199372043036,0.158640040251,0.387918602995,0.319755955047,0.220698087065
3,0.00307539321168,0.0364121138534,0.159877977523,0.326623198377,0.366738490939
4,0.000534879980982,0.00855741297985,0.0551745217662,0.183369245469,0.335546038462
