expected_x,expected_y,kind,left_commutator_norm,measured_x,measured_y,operator_pair_gram_determinant,operator_schmidt_rank,sample
,,phase_times_involution,2.7399680054721104e-17,,,-1.1567534395162286e-15,2,13
-0.043872032252219605,0.047711299522866145,haar,1.4080670905819686,-0.043872032252219625,0.04771129952286613,,3,14
,,phase_times_involution,1.3387663933735238e-17,,,1.6006018439869325e-15,2,14
0.018056279458396596,0.017003802771343134,haar,1.4135457252372357,0.018056279458396586,0.017003802771343134,,3,15
,,phase_times_involution,3.614179061500869e-18,,,1.770093898922577e-16,2,15
0.031610302264294524,-0.003405750041263381,haar,1.412904457459223,0.031610302264294524,-0.0034057500412633737,,3,16
,,phase_times_involution,2.556893513618056e-18,,,9.621667749894095e-16,2,16
0.022781098638010186,0.023029726871009407,haar,1.4129840137949383,0.022781098638010186,0.02302972687100941,,3,17
,,phase_times_involution,5.799473071588255e-19,,,9.633056259212289e-18,2,17
0.040641140610827894,0.04377760661771959,haar,1.4095402488082704,0.040641140610827894,0.0437776066177196,,3,18
,,phase_times_involution,4.379126648432997e-18,,,3.396268745268073e-16,2,18
-0.019023807565505705,0.015927611702642636,haar,1.4135336769554219,-0.0190238075655057,0.01592761170264264,,3,19
,,phase_times_involution,2.7884282901622875e-18,,,1.1232100364792593e-15,2,19
-0.07369003123311373,0.010240411428803515,haar,1.4075076891425973,-0.07369003123311373,0.010240411428803511,,3,20
,,phase_times_involution,1.0186021938675461e-17,,,1.149609416219988e-15,2,20
-0.07339526693981765,-0.036627691209735205,haar,1.4063013440281396,-0.07339526693981764,-0.03662769120973521,,3,21
,,phase_times_involution,9.732816524432841e-19,,,-7.938749971297815e-18,2,21
0.028416703405147424,-0.05493555286871862,haar,1.4087787726698526,0.028416703405147428,-0.05493555286871864,,3,22
,,phase_times_involution,2.3532746569453213e-18,,,-4.059077538977945e-17,2,22
-0.1140932105884096,-0.006826078738947326,haar,1.3980002190662566,-0.11409321058840963,-0.00682607873894734,,3,23
,,phase_times_involution,1.1783275427032019e-18,,,1.070600341829728e-16,2,23
0.08228078004443352,-0.07954924245933716,haar,1.3976169509532397,0.08228078004443352,-0.07954924245933714,,3,24
,,phase_times_involution,6.440405186080361e-18,,,-1.50101329392438e-15,2,24
0.01918902529654616,0.04931221930222772,haar,1.4103601982502165,0.01918902529654616,0.049312219302227726,,3,25
,,phase_times_involution,1.0477345319728844e-17,,,4.509038117724103e-15,2,25
-0.025863863874697916,-0.041401211747032325,haar,1.4113251531050395,-0.02586386387469792,-0.04140121174703233,,3,26
,,phase_times_involution,1.5490214318792505e-18,,,-1.4766030698412114e-15,2,26
0.05326467990021901,-0.05018981458069,haar,1.406650000903499,0.05326467990021901,-0.05018981458069001,,3,27
,,phase_times_involution,8.453858019922619e-18,,,-9.506769225469107e-16,2,27
-0.015484977697494096,-0.08022447759098363,haar,1.40712719627903,-0.015484977697494101,-0.08022447759098363,,3,28
,,phase_times_involution,2.6643491833394146e-18,,,-1.7567794704519877e-15,2,28
0.020733224746643908,-0.025854139755688385,haar,1.4127450443172547,0.020733224746643894,-0.025854139755688378,,3,29
,,phase_times_involution,1.0301915709113456e-18,,,-6.772513914730893e-16,2,29
0.016209516781032968,0.006165577635463464,haar,1.4138542296480072,0.016209516781032968,0.006165577635463455,,3,30
,,phase_times_involution,4.621195982159213e-18,,,1.2929622740355568e-15,2,30
-0.020937694584360265,-0.07132755716608825,haar,1.4077170911579187,-0.02093769458436026,-0.07132755716608825,,3,31
,,phase_times_involution,1.5647887593202037e-17,,,-1.5396790365346238e-15,2,31
0.041317941703172684,0.037916359477210844,haar,1.4095951775363336,0.04131794170317268,0.03791635947721085,,3,32
,,phase_times_involution,2.301126074944174e-20,,,5.049273554262475e-19,2,32
0.09578717987312077,0.03715864785030984,haar,1.4013219962824286,0.09578717987312077,0.03715864785030983,,3,33
,,phase_times_involution,1.3914527484350028e-17,,,2.773952760324588e-15,2,33
-0.11849358128218952,-0.11139812868300102,haar,1.387439547541058,-0.11849358128218954,-0.11139812868300103,,3,34
,,phase_times_involution,1.2809577395640939e-17,,,5.105691582335657e-16,2,34
-0.04002806170216962,0.017123123762740135,haar,1.411834821506662,-0.040028061702169625,0.01712312376274014,,3,35
,,phase_times_involution,7.444246046309765e-18,,,2.9542914761831808e-15,2,35
0.009939181262918257,0.02695763486798011,haar,1.4130556756870905,0.009939181262918258,0.026957634867980113,,3,36
,,phase_times_involution,5.438820407564195e-19,,,2.808149448617804e-16,2,36
0.06703536536981713,-0.01377554556764623,haar,1.4086007645258547,0.06703536536981715,-0.013775545567646222,,3,37
,,phase_times_involution,2.5117455043282483e-18,,,9.142891937073463e-16,2,37
0.0526086275506186,-0.020927500790992922,haar,1.4100844349162738,0.05260862755061859,-0.020927500790992922,,3,38
,,phase_times_involution,6.461419406491604e-19,,,-3.5486104756526864e-18,2,38
-0.01030498559130584,-0.010520640824613535,haar,1.4139269140233506,-0.01030498559130584,-0.010520640824613531,,3,39
,,phase_times_involution,3.4260218938284913e-18,,,8.187370653280674e-16,2,39
0.05134891890699747,0.09129655687925228,haar,1.4004791522448834,0.051348918906997464,0.09129655687925228,,3,40
,,phase_times_involution,2.323899841739122e-19,,,-3.754788740256658e-18,2,40
0.04335694908272124,-0.020034371158745984,haar,1.4112307477921833,0.04335694908272124,-0.020034371158745984,,3,41
,,phase_times_involution,1.7699149863712343e-18,,,-2.5791780999044523e-16,2,41
0.13145776005076967,-0.029858032235124236,haar,1.3948853497458862,0.1314577600507697,-0.029858032235124232,,3,42
,,phase_times_involution,2.7827380274001273e-18,,,2.274826266073089e-15,2,42
-0.043807570251686016,-0.010120659847020054,haar,1.4118420961411664,-0.043807570251686016,-0.010120659847020052,,3,43
,,phase_times_involution,3.332157868259067e-18,,,-3.4546988157451617e-16,2,43
-0.045216625691166454,0.08339114762837559,haar,1.4034740080402097,-0.045216625691166454,0.08339114762837559,,3,44
,,phase_times_involution,1.0164583117090538e-17,,,4.937575978698991e-16,2,44
0.059147892451413636,0.06906215774281887,haar,1.4040689109316213,0.059147892451413636,0.06906215774281887,,3,45
,,phase_times_involution,1.3546296496685691e-17,,,2.0604442294263726e-16,2,45
0.005396011105332439,0.031168290146352112,haar,1.4131344295409427,0.00539601110533245,0.031168290146352112,,3,46
,,phase_times_involution,1.1689107710695896e-18,,,-4.9633181403015903e-17,2,46
-0.0408937682904505,0.09837116205870303,haar,1.4007852167806363,-0.040893768290450494,0.09837116205870304,,3,47
,,phase_times_involution,5.756621137371382e-18,,,4.672295306655191e-16,2,47
-0.08370201528609361,-0.029523840864624038,haar,1.4039427241948723,-0.0837020152860936,-0.029523840864624035,,3,48
,,phase_times_involution,1.3102039064869512e-17,,,-3.820435528523702e-17,2,48
0.06567918889765444,0.08382057682031585,haar,1.4004584151124775,0.06567918889765445,0.08382057682031585,,3,49
,,phase_times_involution,1.3460040471793078e-18,,,-3.490183943137975e-17,2,49
0.07903275485811825,0.06595781917721717,haar,1.4030841028820018,0.07903275485811825,0.06595781917721719,,3,50
,,phase_times_involution,3.327006736229421e-19,,,-4.996295622399319e-16,2,50
-0.041245075932034726,-0.049806528143133556,haar,1.4095038028272582,-0.04124507593203473,-0.04980652814313356,,3,51
,,phase_times_involution,5.663219423893314e-20,,,-1.6549005651180751e-19,2,51
0.02160942898637903,0.07840268602503102,haar,1.4059779110764061,0.021609428986379024,0.078402686025031,,3,52
,,phase_times_involution,3.158568703670745e-18,,,-5.626855369773764e-16,2,52
-0.04525304165970341,0.05805457919226125,haar,1.4074737379866293,-0.04525304165970342,0.05805457919226126,,3,53
,,phase_times_involution,1.6955984612192354e-19,,,-5.012026170292525e-19,2,53
-0.06573705888508106,-0.032112754117266176,haar,1.4074111857462592,-0.06573705888508106,-0.032112754117266176,,3,54
,,phase_times_involution,4.657977126818275e-19,,,-4.630031174132685e-17,2,54
-0.025746872340008317,0.02006433085647299,haar,1.4127535603639663,-0.025746872340008324,0.02006433085647298,,3,55
,,phase_times_involution,8.725279286547191e-18,,,-2.4122563683979708e-15,2,55
0.05778572996793435,0.0070330570533853375,haar,1.410399375864521,0.05778572996793435,0.007033057053385337,,3,56
,,phase_times_involution,4.1750233060163073e-19,,,-2.2804842666517497e-18,2,56
-0.04340550100847024,-0.040882842382320914,haar,1.4098579275603371,-0.04340550100847024,-0.04088284238232091,,3,57
,,phase_times_involution,1.655473328742437e-18,,,3.599747198849023e-16,2,57
-0.05413522519351862,0.01774401486236335,haar,1.4102378510602263,-0.05413522519351861,0.01774401486236335,,3,58
,,phase_times_involution,7.485420953987003e-18,,,-2.0486207059362884e-15,2,58
0.019577681201905242,-0.07793111806455973,haar,1.4048056577273231,0.019577681201905235,-0.07793111806455974,,3,59
,,phase_times_involution,8.620578713817408e-19,,,-4.1010529925341295e-16,2,59
0.0031842581662443266,-0.007500597050036661,haar,1.4141292774470775,0.0031842581662443123,-0.00750059705003666,,3,60
,,phase_times_involution,3.429734602306126e-17,,,-4.52413253799799e-15,2,60
-0.007854297562798398,-0.04219155353371834,haar,1.411766254000614,-0.007854297562798393,-0.04219155353371835,,3,61
,,phase_times_involution,1.0286293987246533e-18,,,3.665915851713713e-15,2,61
0.07174030082056479,0.09729296572605518,haar,1.3958197209340937,0.0717403008205648,0.09729296572605518,,3,62
,,phase_times_involution,2.256449379925013e-18,,,1.7476601140097193e-15,2,62
0.018497625258556666,0.036355420696668174,haar,1.4122330942855985,0.018497625258556662,0.03635542069666817,,3,63
,,phase_times_involution,1.6414157022858654e-17,,,5.439380096908044e-16,2,63
