geometric_discord,kind,minimum_eigenvalue,t1,t2,t3
0.0,zero_discord_axis_1,0.14,-0.43999999999999995,0.0,0.0
0.0,zero_discord_axis_1,0.14500000000000002,-0.42000000000000004,0.0,0.0
0.0,zero_discord_axis_1,0.15,-0.4,0.0,0.0
0.0,zero_discord_axis_1,0.15500000000000003,-0.38,0.0,0.0
0.0,zero_discord_axis_1,0.15999999999999998,-0.36,0.0,0.0
0.0,zero_discord_axis_1,0.165,-0.33999999999999997,0.0,0.0
0.0,zero_discord_axis_1,0.17000000000000004,-0.31999999999999995,0.0,0.0
0.0,zero_discord_axis_1,0.17500000000000004,-0.29999999999999993,0.0,0.0
0.0,zero_discord_axis_1,0.18,-0.28,0.0,0.0
0.0,zero_discord_axis_1,0.185,-0.26,0.0,0.0
0.0,zero_discord_axis_1,0.19,-0.24,0.0,0.0
0.0,zero_discord_axis_1,0.195,-0.21999999999999997,0.0,0.0
0.0,zero_discord_axis_1,0.2,-0.19999999999999996,0.0,0.0
0.0,zero_discord_axis_1,0.20499999999999996,-0.17999999999999994,0.0,0.0
0.0,zero_discord_axis_1,0.21,-0.16000000000000003,0.0,0.0
0.0,zero_discord_axis_1,0.215,-0.14,0.0,0.0
0.0,zero_discord_axis_1,0.21999999999999997,-0.12,0.0,0.0
0.0,zero_discord_axis_1,0.225,-0.09999999999999998,0.0,0.0
0.0,zero_discord_axis_1,0.22999999999999998,-0.07999999999999996,0.0,0.0
0.0,zero_discord_axis_1,0.235,-0.05999999999999994,0.0,0.0
0.0,zero_discord_axis_1,0.24,-0.040000000000000036,0.0,0.0
0.0,zero_discord_axis_1,0.245,-0.020000000000000018,0.0,0.0
0.0,zero_discord_axis_1,0.25,0.0,0.0,0.0
0.0,zero_discord_axis_1,0.245,0.020000000000000018,0.0,0.0
0.0,zero_discord_axis_1,0.24,0.040000000000000036,0.0,0.0
0.0,zero_discord_axis_1,0.235,0.06000000000000005,0.0,0.0
0.0,zero_discord_axis_1,0.22999999999999998,0.08000000000000007,0.0,0.0
0.0,zero_discord_axis_1,0.22499999999999998,0.10000000000000009,0.0,0.0
0.0,zero_discord_axis_1,0.21999999999999997,0.1200000000000001,0.0,0.0
0.0,zero_discord_axis_1,0.21499999999999997,0.14000000000000012,0.0,0.0
0.0,zero_discord_axis_1,0.21000000000000002,0.15999999999999992,0.0,0.0
0.0,zero_discord_axis_1,0.20499999999999996,0.17999999999999994,0.0,0.0
0.0,zero_discord_axis_1,0.2,0.19999999999999996,0.0,0.0
0.0,zero_discord_axis_1,0.195,0.21999999999999997,0.0,0.0
0.0,zero_discord_axis_1,0.19,0.24,0.0,0.0
0.0,zero_discord_axis_1,0.185,0.26,0.0,0.0
0.0,zero_discord_axis_1,0.18,0.28,0.0,0.0
0.0,zero_discord_axis_1,0.175,0.30000000000000004,0.0,0.0
0.0,zero_discord_axis_1,0.16999999999999998,0.32000000000000006,0.0,0.0
0.0,zero_discord_axis_1,0.16499999999999998,0.3400000000000001,0.0,0.0
0.0,zero_discord_axis_1,0.15999999999999998,0.3600000000000001,0.0,0.0
0.0,zero_discord_axis_1,0.15499999999999997,0.3800000000000001,0.0,0.0
0.0,zero_discord_axis_1,0.14999999999999997,0.40000000000000013,0.0,0.0
0.0,zero_discord_axis_1,0.14500000000000002,0.41999999999999993,0.0,0.0
0.0,zero_discord_axis_1,0.14,0.43999999999999995,0.0,0.0
0.0,zero_discord_axis_1,0.135,0.45999999999999996,0.0,0.0
0.0,zero_discord_axis_1,0.13,0.48,0.0,0.0
0.0,zero_discord_axis_1,0.125,0.5,0.0,0.0
0.0,zero_discord_axis_1,0.12000000000000001,0.52,0.0,0.0
0.0,zero_discord_axis_1,0.11499999999999999,0.54,0.0,0.0
0.0,zero_discord_axis_1,0.10999999999999999,0.56,0.0,0.0
0.0,zero_discord_axis_1,0.10499999999999998,0.5800000000000001,0.0,0.0
0.0,zero_discord_axis_1,0.09999999999999998,0.6000000000000001,0.0,0.0
0.0,zero_discord_axis_1,0.09499999999999997,0.6200000000000001,0.0,0.0
0.0,zero_discord_axis_1,0.08999999999999997,0.6400000000000001,0.0,0.0
0.0,zero_discord_axis_1,0.08499999999999996,0.6600000000000001,0.0,0.0
0.0,zero_discord_axis_1,0.08,0.6799999999999999,0.0,0.0
0.0,zero_discord_axis_1,0.07500000000000001,0.7,0.0,0.0
0.0,zero_discord_axis_1,0.06999999999999997,0.72,0.0,0.0
0.0,zero_discord_axis_1,0.065,0.74,0.0,0.0
0.0,zero_discord_axis_1,0.06000000000000001,0.76,0.0,0.0
0.0,zero_discord_axis_1,0.05500000000000001,0.78,0.0,0.0
0.0,zero_discord_axis_1,0.04999999999999999,0.8,0.0,0.0
0.0,zero_discord_axis_1,0.04499999999999997,0.8200000000000001,0.0,0.0
0.0,zero_discord_axis_1,0.03999999999999998,0.8400000000000001,0.0,0.0
0.0,zero_discord_axis_1,0.034999999999999976,0.8600000000000001,0.0,0.0
0.0,zero_discord_axis_1,0.029999999999999985,0.8800000000000001,0.0,0.0
0.0,zero_discord_axis_1,0.024999999999999967,0.9000000000000001,0.0,0.0
0.0,zero_discord_axis_1,0.02000000000000003,0.9199999999999999,0.0,0.0
0.0,zero_discord_axis_1,0.014999999999999973,0.94,0.0,0.0
0.0,zero_discord_axis_1,0.010000000000000009,0.96,0.0,0.0
0.0,zero_discord_axis_1,0.0050000000000000044,0.98,0.0,0.0
0.0,zero_discord_axis_1,0.0,1.0,0.0,0.0
0.0,zero_discord_axis_2,0.0,0.0,-1.0,0.0
0.0,zero_discord_axis_2,0.0050000000000000044,0.0,-0.98,0.0
0.0,zero_discord_axis_2,0.010000000000000009,0.0,-0.96,0.0
0.0,zero_discord_axis_2,0.01499999999999996,0.0,-0.94,0.0
0.0,zero_discord_axis_2,0.020000000000000004,0.0,-0.92,0.0
0.0,zero_discord_axis_2,0.02499999999999998,0.0,-0.9,0.0
0.0,zero_discord_axis_2,0.03,0.0,-0.88,0.0
0.0,zero_discord_axis_2,0.03500000000000002,0.0,-0.86,0.0
0.0,zero_discord_axis_2,0.04000000000000002,0.0,-0.84,0.0
0.0,zero_discord_axis_2,0.04499999999999997,0.0,-0.8200000000000001,0.0
0.0,zero_discord_axis_2,0.04999999999999999,0.0,-0.8,0.0
0.0,zero_discord_axis_2,0.05500000000000001,0.0,-0.78,0.0
0.0,zero_discord_axis_2,0.06000000000000001,0.0,-0.76,0.0
0.0,zero_discord_axis_2,0.065,0.0,-0.74,0.0
0.0,zero_discord_axis_2,0.06999999999999994,0.0,-0.72,0.0
0.0,zero_discord_axis_2,0.07500000000000001,0.0,-0.7,0.0
0.0,zero_discord_axis_2,0.08,0.0,-0.6799999999999999,0.0
0.0,zero_discord_axis_2,0.08500000000000003,0.0,-0.6599999999999999,0.0
0.0,zero_discord_axis_2,0.09,0.0,-0.64,0.0
0.0,zero_discord_axis_2,0.095,0.0,-0.62,0.0
0.0,zero_discord_axis_2,0.1,0.0,-0.6,0.0
0.0,zero_discord_axis_2,0.10499999999999998,0.0,-0.5800000000000001,0.0
0.0,zero_discord_axis_2,0.10999999999999999,0.0,-0.56,0.0
0.0,zero_discord_axis_2,0.11499999999999999,0.0,-0.54,0.0
0.0,zero_discord_axis_2,0.12000000000000001,0.0,-0.52,0.0
0.0,zero_discord_axis_2,0.125,0.0,-0.5,0.0
0.0,zero_discord_axis_2,0.13,0.0,-0.48,0.0
0.0,zero_discord_axis_2,0.135,0.0,-0.45999999999999996,0.0
0.0,zero_discord_axis_2,0.14,0.0,-0.43999999999999995,0.0
0.0,zero_discord_axis_2,0.14500000000000002,0.0,-0.42000000000000004,0.0
0.0,zero_discord_axis_2,0.15,0.0,-0.4,0.0
0.0,zero_discord_axis_2,0.15500000000000003,0.0,-0.38,0.0
0.0,zero_discord_axis_2,0.15999999999999998,0.0,-0.36,0.0
0.0,zero_discord_axis_2,0.165,0.0,-0.33999999999999997,0.0
0.0,zero_discord_axis_2,0.17000000000000004,0.0,-0.31999999999999995,0.0
0.0,zero_discord_axis_2,0.17500000000000004,0.0,-0.29999999999999993,0.0
0.0,zero_discord_axis_2,0.18,0.0,-0.28,0.0
0.0,zero_discord_axis_2,0.185,0.0,-0.26,0.0
0.0,zero_discord_axis_2,0.19,0.0,-0.24,0.0
0.0,zero_discord_axis_2,0.195,0.0,-0.21999999999999997,0.0
0.0,zero_discord_axis_2,0.2,0.0,-0.19999999999999996,0.0
0.0,zero_discord_axis_2,0.20499999999999996,0.0,-0.17999999999999994,0.0
0.0,zero_discord_axis_2,0.21,0.0,-0.16000000000000003,0.0
0.0,zero_discord_axis_2,0.215,0.0,-0.14,0.0
0.0,zero_discord_axis_2,0.21999999999999997,0.0,-0.12,0.0
0.0,zero_discord_axis_2,0.225,0.0,-0.09999999999999998,0.0
0.0,zero_discord_axis_2,0.22999999999999998,0.0,-0.07999999999999996,0.0
0.0,zero_discord_axis_2,0.235,0.0,-0.05999999999999994,0.0
0.0,zero_discord_axis_2,0.24,0.0,-0.040000000000000036,0.0
0.0,zero_discord_axis_2,0.245,0.0,-0.020000000000000018,0.0
0.0,zero_discord_axis_2,0.25,0.0,0.0,0.0
0.0,zero_discord_axis_2,0.245,0.0,0.020000000000000018,0.0
0.0,zero_discord_axis_2,0.24,0.0,0.040000000000000036,0.0
0.0,zero_discord_axis_2,0.235,0.0,0.06000000000000005,0.0
0.0,zero_discord_axis_2,0.22999999999999998,0.0,0.08000000000000007,0.0
0.0,zero_discord_axis_2,0.22499999999999998,0.0,0.10000000000000009,0.0
0.0,zero_discord_axis_2,0.21999999999999997,0.0,0.1200000000000001,0.0
0.0,zero_discord_axis_2,0.21499999999999997,0.0,0.14000000000000012,0.0
0.0,zero_discord_axis_2,0.21000000000000002,0.0,0.15999999999999992,0.0
0.0,zero_discord_axis_2,0.20499999999999996,0.0,0.17999999999999994,0.0
0.0,zero_discord_axis_2,0.2,0.0,0.19999999999999996,0.0
0.0,zero_discord_axis_2,0.195,0.0,0.21999999999999997,0.0
0.0,zero_discord_axis_2,0.19,0.0,0.24,0.0
0.0,zero_discord_axis_2,0.185,0.0,0.26,0.0
0.0,zero_discord_axis_2,0.18,0.0,0.28,0.0
0.0,zero_discord_axis_2,0.175,0.0,0.30000000000000004,0.0
0.0,zero_discord_axis_2,0.16999999999999998,0.0,0.32000000000000006,0.0
0.0,zero_discord_axis_2,0.16499999999999998,0.0,0.3400000000000001,0.0
0.0,zero_discord_axis_2,0.15999999999999998,0.0,0.3600000000000001,0.0
0.0,zero_discord_axis_2,0.15499999999999997,0.0,0.3800000000000001,0.0
0.0,zero_discord_axis_2,0.14999999999999997,0.0,0.40000000000000013,0.0
0.0,zero_discord_axis_2,0.14500000000000002,0.0,0.41999999999999993,0.0
0.0,zero_discord_axis_2,0.14,0.0,0.43999999999999995,0.0
0.0,zero_discord_axis_2,0.135,0.0,0.45999999999999996,0.0
0.0,zero_discord_axis_2,0.13,0.0,0.48,0.0
0.0,zero_discord_axis_2,0.125,0.0,0.5,0.0
0.0,zero_discord_axis_2,0.12000000000000001,0.0,0.52,0.0
0.0,zero_discord_axis_2,0.11499999999999999,0.0,0.54,0.0
0.0,zero_discord_axis_2,0.10999999999999999,0.0,0.56,0.0
0.0,zero_discord_axis_2,0.10499999999999998,0.0,0.5800000000000001,0.0
0.0,zero_discord_axis_2,0.09999999999999998,0.0,0.6000000000000001,0.0
0.0,zero_discord_axis_2,0.09499999999999997,0.0,0.6200000000000001,0.0
0.0,zero_discord_axis_2,0.08999999999999997,0.0,0.6400000000000001,0.0
0.0,zero_discord_axis_2,0.08499999999999996,0.0,0.6600000000000001,0.0
0.0,zero_discord_axis_2,0.08,0.0,0.6799999999999999,0.0
0.0,zero_discord_axis_2,0.07500000000000001,0.0,0.7,0.0
0.0,zero_discord_axis_2,0.06999999999999997,0.0,0.72,0.0
0.0,zero_discord_axis_2,0.065,0.0,0.74,0.0
0.0,zero_discord_axis_2,0.06000000000000001,0.0,0.76,0.0
0.0,zero_discord_axis_2,0.05500000000000001,0.0,0.78,0.0
0.0,zero_discord_axis_2,0.04999999999999999,0.0,0.8,0.0
0.0,zero_discord_axis_2,0.04499999999999997,0.0,0.8200000000000001,0.0
0.0,zero_discord_axis_2,0.03999999999999998,0.0,0.8400000000000001,0.0
0.0,zero_discord_axis_2,0.034999999999999976,0.0,0.8600000000000001,0.0
0.0,zero_discord_axis_2,0.029999999999999985,0.0,0.8800000000000001,0.0
0.0,zero_discord_axis_2,0.024999999999999967,0.0,0.9000000000000001,0.0
0.0,zero_discord_axis_2,0.02000000000000003,0.0,0.9199999999999999,0.0
0.0,zero_discord_axis_2,0.014999999999999973,0.0,0.94,0.0
0.0,zero_discord_axis_2,0.010000000000000009,0.0,0.96,0.0
0.0,zero_discord_axis_2,0.0050000000000000044,0.0,0.98,0.0
0.0,zero_discord_axis_2,0.0,0.0,1.0,0.0
0.0,zero_discord_axis_3,0.0,0.0,0.0,-1.0
0.0,zero_discord_axis_3,0.0050000000000000044,0.0,0.0,-0.98
0.0,zero_discord_axis_3,0.010000000000000009,0.0,0.0,-0.96
0.0,zero_discord_axis_3,0.015000000000000013,0.0,0.0,-0.94
0.0,zero_discord_axis_3,0.01999999999999999,0.0,0.0,-0.92
0.0,zero_discord_axis_3,0.024999999999999994,0.0,0.0,-0.9
0.0,zero_discord_axis_3,0.03,0.0,0.0,-0.88
0.0,zero_discord_axis_3,0.035,0.0,0.0,-0.86
0.0,zero_discord_axis_3,0.04000000000000001,0.0,0.0,-0.84
0.0,zero_discord_axis_3,0.044999999999999984,0.0,0.0,-0.8200000000000001
0.0,zero_discord_axis_3,0.04999999999999999,0.0,0.0,-0.8
0.0,zero_discord_axis_3,0.05499999999999999,0.0,0.0,-0.78
0.0,zero_discord_axis_3,0.06,0.0,0.0,-0.76
0.0,zero_discord_axis_3,0.065,0.0,0.0,-0.74
0.0,zero_discord_axis_3,0.07,0.0,0.0,-0.72
0.0,zero_discord_axis_3,0.07500000000000001,0.0,0.0,-0.7
0.0,zero_discord_axis_3,0.08000000000000002,0.0,0.0,-0.6799999999999999
0.0,zero_discord_axis_3,0.08500000000000002,0.0,0.0,-0.6599999999999999
0.0,zero_discord_axis_3,0.09,0.0,0.0,-0.64
0.0,zero_discord_axis_3,0.095,0.0,0.0,-0.62
0.0,zero_discord_axis_3,0.1,0.0,0.0,-0.6
0.0,zero_discord_axis_3,0.10499999999999998,0.0,0.0,-0.5800000000000001
0.0,zero_discord_axis_3,0.10999999999999999,0.0,0.0,-0.56
0.0,zero_discord_axis_3,0.11499999999999999,0.0,0.0,-0.54
0.0,zero_discord_axis_3,0.12,0.0,0.0,-0.52
0.0,zero_discord_axis_3,0.125,0.0,0.0,-0.5
0.0,zero_discord_axis_3,0.13,0.0,0.0,-0.48
0.0,zero_discord_axis_3,0.135,0.0,0.0,-0.45999999999999996
0.0,zero_discord_axis_3,0.14,0.0,0.0,-0.43999999999999995
0.0,zero_discord_axis_3,0.145,0.0,0.0,-0.42000000000000004
0.0,zero_discord_axis_3,0.15,0.0,0.0,-0.4
0.0,zero_discord_axis_3,0.155,0.0,0.0,-0.38
0.0,zero_discord_axis_3,0.16,0.0,0.0,-0.36
0.0,zero_discord_axis_3,0.165,0.0,0.0,-0.33999999999999997
0.0,zero_discord_axis_3,0.17,0.0,0.0,-0.31999999999999995
0.0,zero_discord_axis_3,0.17500000000000002,0.0,0.0,-0.29999999999999993
0.0,zero_discord_axis_3,0.18,0.0,0.0,-0.28
0.0,zero_discord_axis_3,0.185,0.0,0.0,-0.26
0.0,zero_discord_axis_3,0.19,0.0,0.0,-0.24
0.0,zero_discord_axis_3,0.195,0.0,0.0,-0.21999999999999997
0.0,zero_discord_axis_3,0.2,0.0,0.0,-0.19999999999999996
0.0,zero_discord_axis_3,0.20500000000000002,0.0,0.0,-0.17999999999999994
0.0,zero_discord_axis_3,0.21,0.0,0.0,-0.16000000000000003
0.0,zero_discord_axis_3,0.215,0.0,0.0,-0.14
0.0,zero_discord_axis_3,0.22,0.0,0.0,-0.12
0.0,zero_discord_axis_3,0.225,0.0,0.0,-0.09999999999999998
0.0,zero_discord_axis_3,0.23,0.0,0.0,-0.07999999999999996
0.0,zero_discord_axis_3,0.23500000000000001,0.0,0.0,-0.05999999999999994
0.0,zero_discord_axis_3,0.24,0.0,0.0,-0.040000000000000036
0.0,zero_discord_axis_3,0.245,0.0,0.0,-0.020000000000000018
0.0,zero_discord_axis_3,0.25,0.0,0.0,0.0
0.0,zero_discord_axis_3,0.245,0.0,0.0,0.020000000000000018
0.0,zero_discord_axis_3,0.24,0.0,0.0,0.040000000000000036
0.0,zero_discord_axis_3,0.235,0.0,0.0,0.06000000000000005
0.0,zero_discord_axis_3,0.22999999999999998,0.0,0.0,0.08000000000000007
0.0,zero_discord_axis_3,0.22499999999999998,0.0,0.0,0.10000000000000009
0.0,zero_discord_axis_3,0.21999999999999997,0.0,0.0,0.1200000000000001
0.0,zero_discord_axis_3,0.21499999999999997,0.0,0.0,0.14000000000000012
0.0,zero_discord_axis_3,0.21000000000000002,0.0,0.0,0.15999999999999992
0.0,zero_discord_axis_3,0.20500000000000002,0.0,0.0,0.17999999999999994
0.0,zero_discord_axis_3,0.2,0.0,0.0,0.19999999999999996
0.0,zero_discord_axis_3,0.195,0.0,0.0,0.21999999999999997
0.0,zero_discord_axis_3,0.19,0.0,0.0,0.24
0.0,zero_discord_axis_3,0.185,0.0,0.0,0.26
0.0,zero_discord_axis_3,0.18,0.0,0.0,0.28
0.0,zero_discord_axis_3,0.175,0.0,0.0,0.30000000000000004
0.0,zero_discord_axis_3,0.16999999999999998,0.0,0.0,0.32000000000000006
0.0,zero_discord_axis_3,0.16499999999999998,0.0,0.0,0.3400000000000001
0.0,zero_discord_axis_3,0.15999999999999998,0.0,0.0,0.3600000000000001
0.0,zero_discord_axis_3,0.15499999999999997,0.0,0.0,0.3800000000000001
0.0,zero_discord_axis_3,0.14999999999999997,0.0,0.0,0.40000000000000013
0.0,zero_discord_axis_3,0.14500000000000002,0.0,0.0,0.41999999999999993
0.0,zero_discord_axis_3,0.14,0.0,0.0,0.43999999999999995
0.0,zero_discord_axis_3,0.135,0.0,0.0,0.45999999999999996
0.0,zero_discord_axis_3,0.13,0.0,0.0,0.48
0.0,zero_discord_axis_3,0.125,0.0,0.0,0.5
0.0,zero_discord_axis_3,0.12,0.0,0.0,0.52
0.0,zero_discord_axis_3,0.11499999999999999,0.0,0.0,0.54
0.0,zero_discord_axis_3,0.10999999999999999,0.0,0.0,0.56
0.0,zero_discord_axis_3,0.10499999999999998,0.0,0.0,0.5800000000000001
0.0,zero_discord_axis_3,0.09999999999999998,0.0,0.0,0.6000000000000001
0.0,zero_discord_axis_3,0.09499999999999997,0.0,0.0,0.6200000000000001
0.0,zero_discord_axis_3,0.08999999999999997,0.0,0.0,0.6400000000000001
0.0,zero_discord_axis_3,0.08499999999999996,0.0,0.0,0.6600000000000001
0.0,zero_discord_axis_3,0.08000000000000002,0.0,0.0,0.6799999999999999
0.0,zero_discord_axis_3,0.07500000000000001,0.0,0.0,0.7
0.0,zero_discord_axis_3,0.07,0.0,0.0,0.72
0.0,zero_discord_axis_3,0.065,0.0,0.0,0.74
0.0,zero_discord_axis_3,0.06,0.0,0.0,0.76
0.0,zero_discord_axis_3,0.05499999999999999,0.0,0.0,0.78
0.0,zero_discord_axis_3,0.04999999999999999,0.0,0.0,0.8
0.0,zero_discord_axis_3,0.044999999999999984,0.0,0.0,0.8200000000000001
0.0,zero_discord_axis_3,0.03999999999999998,0.0,0.0,0.8400000000000001
0.0,zero_discord_axis_3,0.034999999999999976,0.0,0.0,0.8600000000000001
0.0,zero_discord_axis_3,0.02999999999999997,0.0,0.0,0.8800000000000001
0.0,zero_discord_axis_3,0.024999999999999967,0.0,0.0,0.9000000000000001
0.0,zero_discord_axis_3,0.020000000000000018,0.0,0.0,0.9199999999999999
0.0,zero_discord_axis_3,0.015000000000000013,0.0,0.0,0.94
0.0,zero_discord_axis_3,0.010000000000000009,0.0,0.0,0.96
0.0,zero_discord_axis_3,0.0050000000000000044,0.0,0.0,0.98
0.0,zero_discord_axis_3,0.0,0.0,0.0,1.0
