t_over_T,g_plus,g_minus,r_plus,r_minus,concurrence_approx,survival
1.5150000000000001,0.2625299022920631,0.23747009770793692,0.2511782980961285,0.2488217019038715,0.0,0.9987382966178464
1.5175,0.2625600291849451,0.23743997081505494,0.25137688394447444,0.24862311605552556,0.0,0.9987362159152292
1.52,0.2625948609026707,0.23740513909732927,0.25157648990391646,0.24842351009608352,0.0,0.9987341352169468
1.5225,0.2626344275267704,0.23736557247322962,0.25177726414827595,0.24822273585172405,0.0,0.9987320545229991
1.5250000000000001,0.2626787632272583,0.23732123677274172,0.2519793558300737,0.2480206441699263,0.0,0.9987299738333862
1.5275,0.26272790629164905,0.23727209370835095,0.25218291520361863,0.24781708479638134,0.0,0.9987278931481082
1.53,0.26278189915733446,0.23721810084266556,0.25238809374834537,0.24761190625165466,0.0,0.9987258124671647
1.5325,0.26284078844730085,0.23715921155269912,0.2525950442924182,0.2474049557075818,0.0,0.9987237317905562
1.5350000000000001,0.262904625009165,0.237095374990835,0.252803921136619,0.24719607886338105,0.0,0.9987216511182823
1.5375,0.262973463957503,0.237026536042497,0.2530148801785288,0.2469851198214712,0.0,0.9987195704503432
1.54,0.26304736471944423,0.23695263528055577,0.25322807903701383,0.24677192096298617,0.0,0.9987174897867388
1.5425,0.26312639108349783,0.23687360891650217,0.253443677177019,0.24655632282298104,0.0,0.998715409127469
1.545,0.26321061125157585,0.23678938874842415,0.2536618360346701,0.2463381639653299,0.0,0.998713328472534
1.5475,0.26330009789417297,0.23669990210582706,0.2538827191426803,0.2461172808573197,0.0,0.9987112478219338
1.55,0.26339492820865773,0.23660507179134227,0.2541064922560509,0.24589350774394908,0.0,0.9987091671756682
1.5525,0.2634951839806263,0.23650481601937368,0.25433332347805254,0.24566667652194746,0.0,0.9987070865337372
1.555,0.2636009516482629,0.23639904835173708,0.254563383386465,0.245436616613535,0.0,0.9987050058961409
1.5575,0.26371232236964626,0.23628767763035374,0.25479684516005024,0.24520315483994976,0.0,0.9987029252628793
1.56,0.26382939209293566,0.23617060790706434,0.25503388470522353,0.2449661152947765,0.0,0.9987008446339523
1.5625,0.26395226162936214,0.23604773837063786,0.2552746807828833,0.24472531921711668,0.0,0.99869876400936
1.565,0.2640810367289438,0.23591896327105621,0.2555194151353511,0.24448058486464888,0.0,0.9986966833891022
1.5675000000000001,0.2642158281588371,0.23578417184116293,0.2557682726133655,0.2442317273866345,0.0,0.9986946027731792
1.57,0.26435675178422624,0.23564324821577373,0.2560214413030653,0.2439785586969347,0.0,0.9986925221615907
1.5725,0.2645039286516458,0.2354960713483542,0.25627911265288905,0.24372088734711095,0.0,0.9986904415543368
1.575,0.2646574850746192,0.23534251492538077,0.2565414816003069,0.24345851839969312,0.0,0.9986883609514176
1.5775000000000001,0.26481755272149005,0.23518244727850995,0.25680874669829273,0.2431912533017073,0.0,0.9986862803528329
1.58,0.2649842687053068,0.23501573129469322,0.2570811102414323,0.2429188897585677,0.0,0.9986841997585828
1.5825,0.26515777567561555,0.23484222432438445,0.2573587783915535,0.2426412216084465,0.0,0.9986821191686672
1.585,0.2653382219119989,0.23466177808800112,0.2576419613027519,0.24235803869724806,0.0,0.9986800385830862
1.5875000000000001,0.26552576141918827,0.23447423858081173,0.25793087324567365,0.24206912675432637,0.0,0.9986779580018398
1.59,0.26572055402356287,0.2342794459764371,0.25822573273090377,0.24177426726909626,0.0,0.9986758774249279
1.5925,0.265922765470834,0.234077234529166,0.2585267626312967,0.24147323736870333,0.0,0.9986737968523505
1.595,0.26613256752469705,0.23386743247530295,0.2588341903030687,0.2411658096969313,0.0,0.9986717162841077
1.5975000000000001,0.26635013806621965,0.23364986193378035,0.25914824770545986,0.24085175229454014,0.0,0.9986696357201993
1.6,0.2665756611937149,0.23342433880628508,0.25946917151875715,0.24053082848124288,0.0,0.9986675551606254
1.6025,0.26680932732283286,0.23319067267716717,0.2597972032604537,0.2402027967395463,0.0,0.9986654746053861
1.605,0.2670513332865825,0.23294866671341752,0.2601325893993032,0.23986741060069677,0.0,0.9986633940544812
1.6075,0.26730188243498026,0.23269811756501974,0.26047558146701183,0.23952441853298817,0.0,0.9986613135079109
1.61,0.26756118473399626,0.23243881526600374,0.2608264361672901,0.23917356383270985,0.0,0.998659232965675
1.6125,0.26782945686345155,0.23217054313654842,0.26118541548197133,0.23881458451802867,0.0,0.9986571524277735
1.615,0.2681069223134964,0.23189307768650358,0.2615527867738816,0.2384472132261184,0.0,0.9986550718942065
1.6175,0.268393811479275,0.23160618852072498,0.26192882288612823,0.23807117711387177,0.0,0.998652991364974
1.62,0.26869036175336003,0.23130963824664,0.26231380223745066,0.23768619776254937,0.0,0.9986509108400758
1.6225,0.26899681761551425,0.23100318238448578,0.2627080089132597,0.2372919910867403,0.0,0.9986488303195121
1.625,0.2693134307193111,0.23068656928068892,0.263111732751967,0.23688826724803302,0.0,0.9986467498032828
1.6275,0.2696404599751183,0.23035954002488168,0.26352526942618304,0.23647473057381696,0.0,0.998644669291388
1.6300000000000001,0.26997817162892346,0.23002182837107657,0.26394892051834357,0.23605107948165646,0.0,0.9986425887838275
1.6325,0.27032683933644897,0.22967316066355103,0.2643829935902939,0.23561700640970615,0.0,0.9986405082806014
1.635,0.2706867442319786,0.22931325576802142,0.264827802246343,0.23517219775365703,0.0,0.9986384277817096
1.6375,0.2710581749912836,0.22894182500871638,0.2652836661892694,0.23471633381073057,0.0,0.9986363472871522
1.6400000000000001,0.27144142788801096,0.22855857211198902,0.26575091126873895,0.23424908873126105,0.0,0.9986342667969292
1.6425,0.27183680684286,0.22816319315714,0.26622986952156613,0.23377013047843387,0.0,0.9986321863110407
1.645,0.27224462346484746,0.22775537653515254,0.2667208792032277,0.23327912079677232,0.0,0.9986301058294863
1.6475,0.27266519708392484,0.22733480291607516,0.267224284810008,0.23277571518999202,0.0,0.9986280253522664
