t_over_T,g_down_real,g_down_imag,g_up_real,g_up_imag,r_down_real,r_down_imag,r_up_real,r_up_imag
0.4975,0.7070631641821495,-0.005553375292718638,-0.7070631641821495,0.005553375292718638,1.414126328364299,-0.011106750585437275,0.0,0.0
0.5,0.7071067811865475,-4.329780281177466e-17,-0.7071067811865475,4.329780281177466e-17,1.414213562373095,-8.659560562354932e-17,0.0,0.0
0.5025000000000001,0.7070631641821495,0.005553375292718708,-0.7070631641821495,-0.005553375292718708,1.414126328364299,0.011106750585437416,0.0,0.0
0.505,0.7069323239307987,0.011105380373180606,-0.7069323239307987,-0.011105380373180606,1.4138646478615975,0.022210760746361212,0.0,0.0
0.5075000000000001,0.7067142927153696,0.016654645367209106,-0.7067142927153696,-0.016654645367209106,1.4134285854307391,0.03330929073441821,0.0,0.0
0.51,0.7064091243318016,0.022199801076701903,-0.7064091243318016,-0.022199801076701903,1.4128182486636032,0.04439960215340381,0.0,0.0
0.5125,0.7060168940758274,0.027739479317461617,-0.7060168940758274,-0.027739479317461617,1.4120337881516547,0.055478958634923234,0.0,0.0
0.515,0.7055376987243934,0.0332723132567748,-0.7055376987243934,-0.0332723132567748,1.4110753974487869,0.0665446265135496,0.0,0.0
0.5175,0.7049716565117825,0.03879693775065603,-0.7049716565117825,-0.03879693775065603,1.409943313023565,0.07759387550131205,0.0,0.0
0.52,0.7043189071004404,0.04431198968067848,-0.7043189071004404,-0.04431198968067848,1.4086378142008809,0.08862397936135696,0.0,0.0
0.5225,0.7035796115465174,0.049816108290301454,-0.7035796115465174,-0.049816108290301454,1.4071592230930348,0.09963221658060291,0.0,0.0
0.525,0.7027539522601288,0.05530793552061852,-0.7027539522601288,-0.05530793552061852,1.4055079045202576,0.11061587104123705,0.0,0.0
0.5275,0.7018421329603491,0.06078611634543613,-0.7018421329603491,-0.06078611634543613,1.4036842659206983,0.12157223269087226,0.0,0.0
0.53,0.7008443786249468,0.06624929910560785,-0.7008443786249468,-0.06624929910560785,1.4016887572498935,0.1324985982112157,0.0,0.0
0.5325,0.6997609354348742,0.0716961358425345,-0.6997609354348742,-0.0716961358425345,1.3995218708697483,0.143392271685069,0.0,0.0
0.535,0.6985920707135267,0.07712528263075459,-0.6985920707135267,-0.07712528263075459,1.3971841414270534,0.15425056526150918,0.0,0.0
0.5375,0.6973380728607841,0.08253539990953579,-0.6973380728607841,-0.08253539990953579,1.3946761457215682,0.16507079981907158,0.0,0.0
0.54,0.6959992512818525,0.08792515281339315,-0.6959992512818525,-0.08792515281339315,1.391998502563705,0.1758503056267863,0.0,0.0
0.5425,0.6945759363109235,0.0932932115014458,-0.6945759363109235,-0.0932932115014458,1.389151872621847,0.1865864230028916,0.0,0.0
0.545,0.6930684791296684,0.09863825148553708,-0.6930684791296684,-0.09863825148553708,1.3861369582593368,0.19727650297107416,0.0,0.0
0.5475,0.6914772516805904,0.10395895395702998,-0.6914772516805904,-0.10395895395702998,1.3829545033611808,0.20791790791405995,0.0,0.0
0.55,0.6898026465752524,0.10925400611220537,-0.6898026465752524,-0.10925400611220537,1.3796052931505047,0.21850801222441074,0.0,0.0
0.5525,0.6880450769974065,0.11452210147617503,-0.6880450769974065,-0.11452210147617503,1.376090153994813,0.22904420295235006,0.0,0.0
0.555,0.6862049766010467,0.11976194022523674,-0.6862049766010467,-0.11976194022523674,1.3724099532020935,0.2395238804504735,0.0,0.0
0.5575,0.6842827994034122,0.12497222950758412,-0.6842827994034122,-0.12497222950758412,1.3685655988068244,0.24994445901516824,0.0,0.0
0.56,0.6822790196729641,0.13015168376230024,-0.6822790196729641,-0.13015168376230024,1.3645580393459282,0.2603033675246005,0.0,0.0
0.5625,0.6801941318123679,0.1352990250365492,-0.6801941318123679,-0.1352990250365492,1.3603882636247357,0.2705980500730984,0.0,0.0
0.5650000000000001,0.678028650236506,0.1404129833008934,-0.678028650236506,-0.1404129833008934,1.356057300473012,0.2808259666017868,0.0,0.0
0.5675,0.6757831092455548,0.14549229676265243,-0.6757831092455548,-0.14549229676265243,1.3515662184911097,0.29098459352530487,0.0,0.0
0.5700000000000001,0.6734580628931529,0.15053571217723352,-0.6734580628931529,-0.15053571217723352,1.3469161257863058,0.30107142435446704,0.0,0.0
0.5725,0.6710540848496973,0.15554198515734893,-0.6710540848496973,-0.15554198515734893,1.3421081696993946,0.31108397031469787,0.0,0.0
0.5750000000000001,0.6685717682607989,0.16050988048005163,-0.6685717682607989,-0.16050988048005163,1.3371435365215978,0.32101976096010326,0.0,0.0
0.5775,0.6660117256009322,0.16543817239150646,-0.6660117256009322,-0.16543817239150646,1.3320234512018645,0.3308763447830129,0.0,0.0
0.58,0.6633745885223168,0.17032564490942834,-0.6633745885223168,-0.17032564490942834,1.3267491770446336,0.3406512898188567,0.0,0.0
0.5825,0.6606610076990664,0.17517109212310628,-0.6606610076990664,-0.17517109212310628,1.3213220153981329,0.35034218424621255,0.0,0.0
0.585,0.6578716526666453,0.17997331849094392,-0.6578716526666453,-0.17997331849094392,1.3157433053332905,0.35994663698188784,0.0,0.0
0.5875,0.6550072116566692,0.18473113913544276,-0.6550072116566692,-0.18473113913544276,1.3100144233133384,0.3694622782708855,0.0,0.0
0.59,0.6520683914270963,0.18944338013555112,-0.6520683914270963,-0.18944338013555112,1.3041367828541925,0.37888676027110224,0.0,0.0
0.5925,0.6490559170878433,0.19410887881631333,-0.6490559170878433,-0.19410887881631333,1.2981118341756865,0.38821775763262667,0.0,0.0
0.595,0.6459705319218771,0.19872648403574086,-0.6459705319218771,-0.19872648403574086,1.2919410638437543,0.3974529680714817,0.0,0.0
0.5975,0.6428129972018196,0.20329505646884102,-0.6428129972018196,-0.20329505646884102,1.2856259944036392,0.40659011293768205,0.0,0.0
0.6,0.6395840920021159,0.20781346888872665,-0.6395840920021159,-0.20781346888872665,1.2791681840042317,0.4156269377774533,0.0,0.0
0.6025,0.6362846130068086,0.21228060644474378,-0.6362846130068086,-0.21228060644474378,1.2725692260136172,0.42456121288948756,0.0,0.0
0.605,0.6329153743129693,0.2166953669375433,-0.6329153743129693,-0.2166953669375433,1.2658307486259386,0.4333907338750866,0.0,0.0
0.6075,0.6294772072298299,0.22105666109103358,-0.6294772072298299,-0.22105666109103358,1.2589544144596598,0.44211332218206717,0.0,0.0
0.61,0.6259709600736723,0.2253634128211414,-0.6259709600736723,-0.2253634128211414,1.2519419201473445,0.4507268256422828,0.0,0.0
0.6125,0.6223974979585168,0.22961455950132081,-0.6223974979585168,-0.22961455950132081,1.2447949959170337,0.45922911900264163,0.0,0.0
0.615,0.6187577025826699,0.23380905222473947,-0.6187577025826699,-0.23380905222473947,1.2375154051653399,0.46761810444947893,0.0,0.0
0.6175,0.6150524720111769,0.23794585606308183,-0.6150524720111769,-0.23794585606308183,1.2301049440223537,0.47589171212616366,0.0,0.0
0.62,0.6112827204542387,0.2420239503219008,-0.6112827204542387,-0.2420239503219008,1.2225654409084774,0.4840479006438016,0.0,0.0
0.6225,0.6074493780416439,0.24604232879246007,-0.6074493780416439,-0.24604232879246007,1.2148987560832878,0.49208465758492015,0.0,0.0
0.625,0.6035533905932737,0.24999999999999994,-0.6035533905932737,-0.24999999999999994,1.2071067811865475,0.4999999999999999,0.0,0.0
0.6275000000000001,0.5995957193857336,0.25389598744837033,-0.5995957193857336,-0.25389598744837033,1.1991914387714673,0.5077919748967407,0.0,0.0
0.63,0.5955773409151747,0.25772932986096486,-0.5955773409151747,-0.25772932986096486,1.1911546818303493,0.5154586597219297,0.0,0.0
0.6325000000000001,0.5914992466563556,0.2614990814179031,-0.5914992466563556,-0.2614990814179031,1.1829984933127111,0.5229981628358062,0.0,0.0
0.635,0.5873624428180132,0.2652043119893962,-0.5873624428180132,-0.2652043119893962,1.1747248856360264,0.5304086239787924,0.0,0.0
0.6375000000000001,0.5831679500945944,0.2688441073652433,-0.5831679500945944,-0.2688441073652433,1.1663359001891889,0.5376882147304866,0.0,0.0
0.64,0.5789168034144151,0.2724175694803986,-0.5789168034144151,-0.2724175694803986,1.1578336068288302,0.5448351389607972,0.0,0.0
0.6425,0.5746100516843076,0.275923816636556,-0.5746100516843076,-0.275923816636556,1.1492201033686151,0.551847633273112,0.0,0.0
0.645,0.5702487575308172,0.2793619837196955,-0.5702487575308172,-0.2793619837196955,1.1404975150616343,0.558723967439391,0.0,0.0
0.6475,0.5658339970380175,0.282731222413535,-0.5658339970380175,-0.282731222413535,1.131667994076035,0.56546244482707,0.0,0.0
0.65,0.5613668594820005,0.28603070140884207,-0.5613668594820005,-0.28603070140884207,1.122733718964001,0.5720614028176841,0.0,0.0
0.6525,0.5568484470621149,0.28925960660854577,-0.5568484470621149,-0.28925960660854577,1.1136968941242298,0.5785192132170915,0.0,0.0
0.655,0.5522798746290148,0.29241714132860325,-0.5522798746290148,-0.29241714132860325,1.1045597492580297,0.5848342826572065,0.0,0.0
0.6575,0.5476622694095872,0.2955025264945695,-0.5476622694095872,-0.2955025264945695,1.0953245388191744,0.591005052989139,0.0,0.0
0.66,0.5429967707288248,0.29851500083382254,-0.5429967707288248,-0.29851500083382254,1.0859935414576496,0.5970300016676451,0.0,0.0
0.6625,0.5382845297287167,0.30145382106339536,-0.5382845297287167,-0.30145382106339536,1.0765690594574333,0.6029076421267907,0.0,0.0
0.665,0.5335267090842177,0.3043182620733715,-0.5335267090842177,-0.3043182620733715,1.0670534181684355,0.608636524146743,0.0,0.0
0.6675,0.52872448271638,0.30710761710579276,-0.52872448271638,-0.30710761710579276,1.05744896543276,0.6142152342115855,0.0,0.0
0.67,0.5238790355027021,0.30982119792904306,-0.5238790355027021,-0.30982119792904306,1.0477580710054042,0.6196423958580861,0.0,0.0
0.6725,0.5189915629847803,0.31245833500765846,-0.5189915629847803,-0.31245833500765846,1.0379831259695607,0.6249166700153169,0.0,0.0
0.675,0.5140632710733253,0.3150183776675252,-0.5140632710733253,-0.3150183776675252,1.0281265421466506,0.6300367553350504,0.0,0.0
0.6775,0.5090953757506228,0.31750069425642363,-0.5090953757506228,-0.31750069425642363,1.0181907515012456,0.6350013885128473,0.0,0.0
0.68,0.5040891027705071,0.3199046722998793,-0.5040891027705071,-0.3199046722998793,1.0081782055410142,0.6398093445997586,0.0,0.0
0.6825,0.49904568735592636,0.322229718652281,-0.49904568735592636,-0.322229718652281,0.9980913747118527,0.644459437304562,0.0,0.0
0.685,0.493966373894167,0.32447525964323237,-0.493966373894167,-0.32447525964323237,0.987932747788334,0.6489505192864647,0.0,0.0
0.6875,0.4888524156298231,0.32664074121909403,-0.4888524156298231,-0.32664074121909403,0.9777048312596462,0.6532814824381881,0.0,0.0
0.6900000000000001,0.48370507435557386,0.32872562907969044,-0.48370507435557386,-0.32872562907969044,0.9674101487111477,0.6574512581593809,0.0,0.0
0.6925,0.4785256201008578,0.3307294088101385,-0.4785256201008578,-0.3307294088101385,0.9570512402017156,0.661458817620277,0.0,0.0
0.6950000000000001,0.47331533081851046,0.332651586007773,-0.47331533081851046,-0.332651586007773,0.9466306616370209,0.665303172015546,0.0,0.0
0.6975,0.4680754920694489,0.3344916864041327,-0.4680754920694489,-0.3344916864041327,0.9361509841388977,0.6689833728082654,0.0,0.0
0.7000000000000001,0.462807396705479,0.33624925598197863,-0.462807396705479,-0.33624925598197863,0.925614793410958,0.6724985119639573,0.0,0.0
0.7025,0.4575123445503039,0.33792386108731665,-0.4575123445503039,-0.33792386108731665,0.9150246891006077,0.6758477221746333,0.0,0.0
0.705,0.4521916420788109,0.33951508853639467,-0.4521916420788109,-0.33951508853639467,0.9043832841576218,0.6790301770727893,0.0,0.0
0.7075,0.4468466020947198,0.3410225457176496,-0.4468466020947198,-0.3410225457176496,0.8936932041894396,0.6820450914352992,0.0,0.0
0.71,0.441478543406667,0.34244586068857863,-0.441478543406667,-0.34244586068857863,0.882957086813334,0.6848917213771573,0.0,0.0
0.7125,0.43608879050280946,0.34378468226751024,-0.43608879050280946,-0.34378468226751024,0.8721775810056189,0.6875693645350205,0.0,0.0
0.715,0.4306786732240286,0.34503868012025285,-0.4306786732240286,-0.34503868012025285,0.8613573464480572,0.6900773602405057,0.0,0.0
0.7175,0.4252495264358083,0.34620754484160043,-0.4252495264358083,-0.34620754484160043,0.8504990528716166,0.6924150896832009,0.0,0.0
0.72,0.4198026896988815,0.3472909880316731,-0.4198026896988815,-0.3472909880316731,0.839605379397763,0.6945819760633462,0.0,0.0
0.7225,0.41433950693870997,0.34828874236707547,-0.41433950693870997,-0.34828874236707547,0.8286790138774199,0.6965774847341509,0.0,0.0
0.725,0.4088613261138923,0.3492005616668551,-0.4088613261138923,-0.3492005616668551,0.8177226522277846,0.6984011233337102,0.0,0.0
0.7275,0.40336949888357543,0.3500262209532436,-0.40336949888357543,-0.3500262209532436,0.8067389977671509,0.7000524419064872,0.0,0.0
0.73,0.39786538027395235,0.35076551650716664,-0.39786538027395235,-0.35076551650716664,0.7957307605479047,0.7015310330143333,0.0,0.0
0.7325,0.39235032834392974,0.3514182659185087,-0.39235032834392974,-0.3514182659185087,0.7847006566878595,0.7028365318370174,0.0,0.0
0.735,0.3868257038500488,0.3519843081311197,-0.3868257038500488,-0.3519843081311197,0.7736514077000975,0.7039686162622394,0.0,0.0
0.7375,0.3812928699107354,0.3524635034825536,-0.3812928699107354,-0.3524635034825536,0.7625857398214708,0.7049270069651072,0.0,0.0
0.74,0.3757531916699756,0.3528557337385278,-0.3757531916699756,-0.3528557337385278,0.7515063833399512,0.7057114674770556,0.0,0.0
0.7425,0.3702080359604828,0.3531609021220957,-0.3702080359604828,-0.3531609021220957,0.7404160719209656,0.7063218042441914,0.0,0.0
0.745,0.36465877096645444,0.353378933337525,-0.36465877096645444,-0.353378933337525,0.7293175419329089,0.70675786667505,0.0,0.0
0.7475,0.3591067658859924,0.35350977358887575,-0.3591067658859924,-0.35350977358887575,0.7182135317719848,0.7070195471777515,0.0,0.0
0.75,0.3535533905932738,0.35355339059327373,-0.3535533905932738,-0.35355339059327373,0.7071067811865476,0.7071067811865475,0.0,0.0
0.7525000000000001,0.3480000153005549,0.35350977358887575,-0.3480000153005549,-0.35350977358887575,0.6960000306011098,0.7070195471777515,0.0,0.0
0.755,0.34244801022009314,0.353378933337525,-0.34244801022009314,-0.353378933337525,0.6848960204401863,0.70675786667505,0.0,0.0
0.7575000000000001,0.33689874522606444,0.3531609021220957,-0.33689874522606444,-0.3531609021220957,0.6737974904521289,0.7063218042441914,0.0,0.0
0.76,0.331353589516572,0.3528557337385278,-0.331353589516572,-0.3528557337385278,0.662707179033144,0.7057114674770556,0.0,0.0
0.7625000000000001,0.3258139112758118,0.3524635034825536,-0.3258139112758118,-0.3524635034825536,0.6516278225516235,0.7049270069651072,0.0,0.0
0.765,0.3202810773364988,0.3519843081311197,-0.3202810773364988,-0.3519843081311197,0.6405621546729976,0.7039686162622394,0.0,0.0
0.7675000000000001,0.31475645284261755,0.3514182659185087,-0.31475645284261755,-0.3514182659185087,0.6295129056852351,0.7028365318370174,0.0,0.0
0.77,0.3092414009125953,0.3507655165071667,-0.3092414009125953,-0.3507655165071667,0.6184828018251906,0.7015310330143334,0.0,0.0
0.7725,0.30373728230297214,0.3500262209532436,-0.30373728230297214,-0.3500262209532436,0.6074745646059443,0.7000524419064872,0.0,0.0
0.775,0.2982454550726552,0.34920056166685515,-0.2982454550726552,-0.34920056166685515,0.5964909101453104,0.6984011233337103,0.0,0.0
0.7775,0.29276727424783766,0.34828874236707547,-0.29276727424783766,-0.34828874236707547,0.5855345484956753,0.6965774847341509,0.0,0.0
0.78,0.28730409148766606,0.3472909880316731,-0.28730409148766606,-0.3472909880316731,0.5746081829753321,0.6945819760633462,0.0,0.0
0.7825,0.28185725475073925,0.3462075448416005,-0.28185725475073925,-0.3462075448416005,0.5637145095014785,0.692415089683201,0.0,0.0
0.785,0.276428107962519,0.34503868012025285,-0.276428107962519,-0.34503868012025285,0.552856215925038,0.6900773602405057,0.0,0.0
0.7875,0.2710179906837381,0.3437846822675103,-0.2710179906837381,-0.3437846822675103,0.5420359813674762,0.6875693645350206,0.0,0.0
0.79,0.2656282377798806,0.3424458606885787,-0.2656282377798806,-0.3424458606885787,0.5312564755597612,0.6848917213771574,0.0,0.0
0.7925,0.2602601790918278,0.34102254571764967,-0.2602601790918278,-0.34102254571764967,0.5205203581836556,0.6820450914352993,0.0,0.0
0.795,0.25491513910773667,0.33951508853639467,-0.25491513910773667,-0.33951508853639467,0.5098302782154733,0.6790301770727893,0.0,0.0
0.7975,0.24959443663624378,0.33792386108731665,-0.24959443663624378,-0.33792386108731665,0.49918887327248757,0.6758477221746333,0.0,0.0
0.8,0.24429938448106855,0.33624925598197863,-0.24429938448106855,-0.33624925598197863,0.4885987689621371,0.6724985119639573,0.0,0.0
0.8025,0.23903128911709873,0.3344916864041327,-0.23903128911709873,-0.3344916864041327,0.47806257823419746,0.6689833728082654,0.0,0.0
0.805,0.23379145036803686,0.33265158600777295,-0.23379145036803686,-0.33265158600777295,0.4675829007360737,0.6653031720155459,0.0,0.0
0.8075,0.22858116108568977,0.3307294088101385,-0.22858116108568977,-0.3307294088101385,0.45716232217137953,0.661458817620277,0.0,0.0
0.81,0.22340170683097352,0.32872562907969033,-0.22340170683097352,-0.32872562907969033,0.44680341366194704,0.6574512581593807,0.0,0.0
0.8125,0.2182543655567244,0.32664074121909403,-0.2182543655567244,-0.32664074121909403,0.4365087311134488,0.6532814824381881,0.0,0.0
0.8150000000000001,0.21314040729238035,0.3244752596432323,-0.21314040729238035,-0.3244752596432323,0.4262808145847607,0.6489505192864646,0.0,0.0
0.8175,0.20806109383062116,0.32222971865228106,-0.20806109383062116,-0.32222971865228106,0.4161221876612423,0.6444594373045621,0.0,0.0
0.8200000000000001,0.2030176784160402,0.3199046722998792,-0.2030176784160402,-0.3199046722998792,0.4060353568320804,0.6398093445997584,0.0,0.0
0.8225,0.19801140543592483,0.3175006942564237,-0.19801140543592483,-0.3175006942564237,0.39602281087184965,0.6350013885128474,0.0,0.0
0.8250000000000001,0.19304351011322227,0.3150183776675252,-0.19304351011322227,-0.3150183776675252,0.38608702022644453,0.6300367553350504,0.0,0.0
0.8275,0.1881152182017673,0.31245833500765857,-0.1881152182017673,-0.31245833500765857,0.3762304364035346,0.6249166700153171,0.0,0.0
0.8300000000000001,0.18322774568384514,0.30982119792904295,-0.18322774568384514,-0.30982119792904295,0.3664554913676903,0.6196423958580859,0.0,0.0
0.8325,0.1783822984701676,0.30710761710579276,-0.1783822984701676,-0.30710761710579276,0.3567645969403352,0.6142152342115855,0.0,0.0
0.835,0.1735800721023298,0.3043182620733716,-0.1735800721023298,-0.3043182620733716,0.3471601442046596,0.6086365241467432,0.0,0.0
0.8375,0.1688222514578309,0.3014538210633954,-0.1688222514578309,-0.3014538210633954,0.3376445029156618,0.6029076421267908,0.0,0.0
0.84,0.16411001045772275,0.2985150008338226,-0.16411001045772275,-0.2985150008338226,0.3282200209154455,0.5970300016676452,0.0,0.0
0.8425,0.1594445117769604,0.2955025264945695,-0.1594445117769604,-0.2955025264945695,0.3188890235539208,0.591005052989139,0.0,0.0
0.845,0.15482690655753273,0.2924171413286033,-0.15482690655753273,-0.2924171413286033,0.30965381311506546,0.5848342826572066,0.0,0.0
0.8475,0.1502583341244327,0.2892596066085459,-0.1502583341244327,-0.2892596066085459,0.3005166682488654,0.5785192132170918,0.0,0.0
0.85,0.1457399217045471,0.2860307014088422,-0.1457399217045471,-0.2860307014088422,0.2914798434090942,0.5720614028176844,0.0,0.0
0.8525,0.14127278414853012,0.2827312224135351,-0.14127278414853012,-0.2827312224135351,0.28254556829706023,0.5654624448270702,0.0,0.0
0.855,0.13685802365573047,0.2793619837196956,-0.13685802365573047,-0.2793619837196956,0.27371604731146093,0.5587239674393912,0.0,0.0
0.8575,0.13249672950224,0.27592381663655613,-0.13249672950224,-0.27592381663655613,0.26499345900448,0.5518476332731123,0.0,0.0
0.86,0.12818997777213248,0.2724175694803987,-0.12818997777213248,-0.2724175694803987,0.25637995554426496,0.5448351389607974,0.0,0.0
0.8625,0.12393883109195292,0.26884410736524317,-0.12393883109195292,-0.26884410736524317,0.24787766218390583,0.5376882147304863,0.0,0.0
0.865,0.11974433836853414,0.2652043119893962,-0.11974433836853414,-0.2652043119893962,0.23948867673706828,0.5304086239787924,0.0,0.0
0.8675,0.11560753453019189,0.2614990814179031,-0.11560753453019189,-0.2614990814179031,0.23121506906038378,0.5229981628358062,0.0,0.0
0.87,0.11152944027137296,0.257729329860965,-0.11152944027137296,-0.257729329860965,0.22305888054274592,0.51545865972193,0.0,0.0
0.8725,0.10751106180081382,0.25389598744837033,-0.10751106180081382,-0.25389598744837033,0.21502212360162765,0.5077919748967407,0.0,0.0
0.875,0.10355339059327381,0.25000000000000006,-0.10355339059327381,-0.25000000000000006,0.20710678118654763,0.5000000000000001,0.0,0.0
0.8775000000000001,0.09965740314490329,0.2460423287924598,-0.09965740314490329,-0.2460423287924598,0.19931480628980658,0.4920846575849196,0.0,0.0
0.88,0.09582406073230886,0.24202395032190088,-0.09582406073230886,-0.24202395032190088,0.1916481214646177,0.48404790064380177,0.0,0.0
0.8825000000000001,0.09205430917537048,0.23794585606308172,-0.09205430917537048,-0.23794585606308172,0.18410861835074097,0.47589171212616344,0.0,0.0
0.885,0.08834907860387765,0.23380905222473966,-0.08834907860387765,-0.23380905222473966,0.1766981572077553,0.4676181044494793,0.0,0.0
0.8875000000000001,0.0847092832280305,0.22961455950132065,-0.0847092832280305,-0.22961455950132065,0.169418566456061,0.4592291190026413,0.0,0.0
0.89,0.08113582111287516,0.2253634128211414,-0.08113582111287516,-0.2253634128211414,0.16227164222575033,0.4507268256422828,0.0,0.0
0.8925000000000001,0.07762957395671749,0.22105666109103358,-0.07762957395671749,-0.22105666109103358,0.15525914791343498,0.44211332218206717,0.0,0.0
0.895,0.07419140687357825,0.21669536693754338,-0.07419140687357825,-0.21669536693754338,0.1483828137471565,0.43339073387508675,0.0,0.0
0.8975,0.07082216817973873,0.21228060644474372,-0.07082216817973873,-0.21228060644474372,0.14164433635947746,0.42456121288948745,0.0,0.0
0.9,0.06752268918443163,0.2078134688887268,-0.06752268918443163,-0.2078134688887268,0.13504537836886327,0.4156269377774536,0.0,0.0
0.9025,0.06429378398472795,0.20329505646884116,-0.06429378398472795,-0.20329505646884116,0.1285875679694559,0.4065901129376823,0.0,0.0
0.905,0.061136249264670504,0.1987264840357411,-0.061136249264670504,-0.1987264840357411,0.12227249852934101,0.3974529680714822,0.0,0.0
0.9075,0.05805086409870426,0.19410887881631345,-0.05805086409870426,-0.19410887881631345,0.11610172819740852,0.3882177576326269,0.0,0.0
0.91,0.05503838975945119,0.1894433801355511,-0.05503838975945119,-0.1894433801355511,0.11007677951890238,0.3788867602711022,0.0,0.0
0.9125,0.05209956952987839,0.184731139135443,-0.05209956952987839,-0.184731139135443,0.10419913905975678,0.369462278270886,0.0,0.0
0.915,0.04923512851990228,0.17997331849094403,-0.04923512851990228,-0.17997331849094403,0.09847025703980455,0.35994663698188806,0.0,0.0
0.9175,0.04644577348748099,0.17517109212310628,-0.04644577348748099,-0.17517109212310628,0.09289154697496198,0.35034218424621255,0.0,0.0
0.92,0.04373219266423068,0.17032564490942845,-0.04373219266423068,-0.17032564490942845,0.08746438532846136,0.3406512898188569,0.0,0.0
0.9225,0.04109505558561526,0.16543817239150657,-0.04109505558561526,-0.16543817239150657,0.08219011117123053,0.33087634478301314,0.0,0.0
0.925,0.038535012925748534,0.16050988048005158,-0.038535012925748534,-0.16050988048005158,0.07707002585149707,0.32101976096010315,0.0,0.0
0.9275,0.036052696336850105,0.15554198515734907,-0.036052696336850105,-0.15554198515734907,0.07210539267370021,0.31108397031469814,0.0,0.0
0.93,0.03364871829339449,0.15053571217723336,-0.03364871829339449,-0.15053571217723336,0.06729743658678898,0.3010714243544667,0.0,0.0
0.9325,0.03132367194099271,0.14549229676265268,-0.03132367194099271,-0.14549229676265268,0.06264734388198542,0.29098459352530537,0.0,0.0
0.935,0.02907813095004138,0.14041298330089325,-0.02907813095004138,-0.14041298330089325,0.05815626190008276,0.2808259666017865,0.0,0.0
0.9375,0.026912649374179712,0.13529902503654945,-0.026912649374179712,-0.13529902503654945,0.053825298748359424,0.2705980500730989,0.0,0.0
0.9400000000000001,0.0248277615135833,0.13015168376230007,-0.0248277615135833,-0.13015168376230007,0.0496555230271666,0.26030336752460015,0.0,0.0
0.9425,0.022823981783135234,0.12497222950758409,-0.022823981783135234,-0.12497222950758409,0.04564796356627047,0.24994445901516818,0.0,0.0
0.9450000000000001,0.020901804585500724,0.11976194022523673,-0.020901804585500724,-0.11976194022523673,0.04180360917100145,0.23952388045047346,0.0,0.0
0.9475,0.019061704189141077,0.11452210147617517,-0.019061704189141077,-0.11452210147617517,0.03812340837828215,0.22904420295235034,0.0,0.0
0.9500000000000001,0.01730413461129511,0.10925400611220534,-0.01730413461129511,-0.10925400611220534,0.03460826922259022,0.21850801222441069,0.0,0.0
0.9525,0.015629529505957102,0.10395895395703011,-0.015629529505957102,-0.10395895395703011,0.031259059011914204,0.20791790791406023,0.0,0.0
0.9550000000000001,0.01403830205687901,0.0986382514855369,-0.01403830205687901,-0.0986382514855369,0.02807660411375802,0.1972765029710738,0.0,0.0
0.9575,0.012530844875624109,0.09329321150144608,-0.012530844875624109,-0.09329321150144608,0.025061689751248218,0.18658642300289216,0.0,0.0
0.96,0.01110752990469508,0.08792515281339328,-0.01110752990469508,-0.08792515281339328,0.02221505980939016,0.17585030562678655,0.0,0.0
0.9625,0.009768708325763466,0.08253539990953576,-0.009768708325763466,-0.08253539990953576,0.01953741665152693,0.16507079981907152,0.0,0.0
0.965,0.008514710473020904,0.07712528263075488,-0.008514710473020904,-0.07712528263075488,0.017029420946041807,0.15425056526150976,0.0,0.0
0.9675,0.007345845751673272,0.07169613584253462,-0.007345845751673272,-0.07169613584253462,0.014691691503346545,0.14339227168506924,0.0,0.0
0.97,0.006262402561600641,0.06624929910560783,-0.006262402561600641,-0.06624929910560783,0.012524805123201282,0.13249859821121565,0.0,0.0
0.9725,0.00526464822619828,0.060786116345436264,-0.00526464822619828,-0.060786116345436264,0.01052929645239656,0.12157223269087253,0.0,0.0
0.975,0.004352828926418647,0.055307935520618655,-0.004352828926418647,-0.055307935520618655,0.008705657852837294,0.11061587104123731,0.0,0.0
0.9775,0.0035271696400301254,0.04981610829030174,-0.0035271696400301254,-0.04981610829030174,0.007054339280060251,0.09963221658060348,0.0,0.0
0.98,0.0027878740861070708,0.04431198968067861,-0.0027878740861070708,-0.04431198968067861,0.0055757481722141415,0.08862397936135721,0.0,0.0
0.9825,0.002135124674765028,0.038796937750656006,-0.002135124674765028,-0.038796937750656006,0.004270249349530056,0.07759387550131201,0.0,0.0
0.985,0.0015690824621540328,0.033272313256775085,-0.0015690824621540328,-0.033272313256775085,0.0031381649243080656,0.06654462651355017,0.0,0.0
0.9875,0.001089887110720118,0.02773947931746175,-0.001089887110720118,-0.02773947931746175,0.002179774221440236,0.0554789586349235,0.0,0.0
0.99,0.0006976568547459087,0.022199801076701876,-0.0006976568547459087,-0.022199801076701876,0.0013953137094918173,0.04439960215340375,0.0,0.0
0.9925,0.0003924884711779883,0.01665464536720908,-0.0003924884711779883,-0.01665464536720908,0.0007849769423559766,0.03330929073441816,0.0,0.0
0.995,0.00017445725574869776,0.011105380373180736,-0.00017445725574869776,-0.011105380373180736,0.0003489145114973955,0.022210760746361472,0.0,0.0
0.9975,4.361700439797709e-05,0.005553375292718681,-4.361700439797709e-05,-0.005553375292718681,8.723400879595418e-05,0.011106750585437362,0.0,0.0
1.0,0.0,8.659560562354932e-17,-0.0,-8.659560562354932e-17,0.0,1.7319121124709863e-16,0.0,0.0
