t_over_T,g_plus,g_minus,r_plus,r_minus,concurrence
0.0,0.5,0.0,0.5,0.0,0.0
0.0025,0.49998457953580855,1.542046419142351e-05,0.49998457953579556,1.542046420446863e-05,0.0
0.005,0.49993832765392426,6.167234607573624e-05,0.49993832765309,6.167234690998558e-05,0.0
0.0075,0.49986127287492177,0.00013872712507825846,0.4998612728654232,0.0001387271345767993,0.0
0.01,0.4997534626947972,0.0002465373052027986,0.4997534626414604,0.00024653735853957803,0.0
0.0125,0.4996149635276051,0.00038503647239490624,0.49961496332429944,0.0003850366757005841,0.0
0.015,0.4994458606253086,0.0005541393746913981,0.49944586001881697,0.000554139981183005,0.0
0.0175,0.4992462579750013,0.000753742024998727,0.49924625644736986,0.0007537435526301373,0.0
0.02,0.4990162781737027,0.0009837218262973013,0.49901627477425303,0.0009837252257469398,0.0
0.0225,0.49875606228097413,0.0012439377190258394,0.4987560553994046,0.0012439446005954036,0.0
0.025,0.49846576964964406,0.001534230350355964,0.49846575672193033,0.001534243278069669,0.0
0.0275,0.49814557773497437,0.0018544222650256348,0.49814555487410395,0.0018544451258960537,0.0
0.03,0.49779568188264156,0.002204318117358439,0.4977956434265773,0.0022043565734227166,0.0
0.0325,0.4974162950959449,0.002583704904055073,0.4974162330656121,0.0025837669343879155,0.0
0.035,0.4970076477826953,0.0029923522173047057,0.4970075512432175,0.0029924487567824787,0.0
0.0375,0.4965699874822742,0.003430012517725789,0.4965698418011487,0.0034301581988512575,0.0
0.04,0.4961035785733907,0.0038964214266092867,0.496103364569786,0.0038966354302140127,0.0
0.0425,0.4956087019630976,0.004391298036902441,0.4956083949429775,0.0043916050570225185,0.0
0.045,0.4950856547576626,0.0049143452423374145,0.49508522342998706,0.004914776570012963,0.0
0.0475,0.4945347499159226,0.0054652500840774165,0.49453415518574007,0.005465844814259935,0.0
0.05,0.493956315885777,0.0060436841142230135,0.49395550952061174,0.0060444904793882925,0.0
0.0525,0.4933506962245078,0.0066493037754921935,0.49334961939104477,0.006650380608955231,0.0
0.055,0.4927182492036378,0.007281750796362174,0.4927168308723253,0.00728316912767471,0.0
0.0575,0.49205934739906454,0.00794065260093546,0.4920575026148769,0.007942497385123093,0.0
0.06,0.4913743772672291,0.008625622732770899,0.49137200528546676,0.008627994714533238,0.0
0.0625,0.4906637387081013,0.009336261291898657,0.4906607209947389,0.00933927900526113,0.0
0.065,0.48992784461577904,0.01007215538422096,0.4899240427125111,0.010075957287488918,0.0
0.0675,0.4891671204175178,0.010832879582482191,0.48916237367228643,0.010837626327713568,0.0
0.07,0.4883820036020207,0.01161799639797928,0.4883761267664388,0.011623873233561205,0.0
0.0725,0.4875729432378306,0.012427056762169403,0.48756572393353725,0.012434276066462718,0.0
0.075,0.4867403994826769,0.013259600517323084,0.486731595539274,0.013268404460726024,0.0
0.0775,0.48588484308463786,0.014115156915362137,0.48587417975245284,0.01412582024754716,0.0
0.08,0.48500675487598427,0.01499324512401573,0.4849939219174896,0.015006078082510421,0.0
0.0825,0.484106625260575,0.01589337473942501,0.4840912739248552,0.01590872607514479,0.0
0.085,0.48318495369567627,0.01681504630432376,0.4831666935808787,0.016833306419121313,0.0
0.08750000000000001,0.482242248169076,0.017757751830924012,0.4822206439783,0.01777935602169997,0.0
0.09,0.4812790246723627,0.018720975327637307,0.4812535928689362,0.01874640713106379,0.0
0.0925,0.4802958066712334,0.019704193328766634,0.48026601203979324,0.019733987960206756,0.0
0.095,0.47929312457368867,0.020706875426311305,0.47925837669391935,0.02074162330608062,0.0
0.0975,0.47827151519696615,0.021728484803033854,0.47823116483725814,0.02176883516274189,0.0
0.1,0.4772315212340504,0.022768478765949618,0.47718485667271543,0.02281514332728457,0.0
0.10250000000000001,0.47617369072058946,0.02382630927941054,0.47611993400261243,0.023880065997387567,0.0
0.105,0.4750985765030309,0.02490142349696911,0.4750368796406438,0.024963120359356217,0.0
0.1075,0.474006735708777,0.025993264291223006,0.473936176834415,0.02606382316558495,0.0
0.11,0.47289872921914156,0.027101270780858472,0.47281830869957614,0.02718169130042386,0.0
0.1125,0.4717751211458713,0.02822487885412872,0.47168375766651494,0.028316242333485064,0.0
0.115,0.47063647831197697,0.02936352168802306,0.470533004940518,0.029466995059482054,0.0
0.11750000000000001,0.46948336973759525,0.030516630262404754,0.46936652997624606,0.03063347002375394,0.0
0.12,0.46831636613158345,0.03168363386841655,0.4681848099673154,0.0318151900326846,0.0
0.1225,0.46713603938952186,0.03286396061047814,0.4669883193517109,0.03301168064828908,0.0
0.125,0.4659429620987771,0.034057037901222886,0.46577752933370153,0.03422247066629844,0.0
0.1275,0.46473770705125134,0.035262292948748664,0.4645529074228615,0.035447092577138545,0.0
0.13,0.4635208467644174,0.03647915323558262,0.463314916990743,0.03668508300925702,0.0
0.1325,0.4622929530112118,0.037707046988788184,0.46206401684568277,0.03793598315431726,0.0
0.135,0.46105459635932916,0.03894540364067084,0.4608006608261618,0.03919933917383825,0.0
0.1375,0.4598063457204327,0.04019365427956728,0.45952529741308007,0.04047470258691993,0.0
0.14,0.4585487679097675,0.041451232090232465,0.45823836936124474,0.041761630638755265,0.0
0.14250000000000002,0.45728242721663104,0.04271757278336896,0.45694031335031154,0.043059686649688456,0.0
0.145,0.45600788498612715,0.043992115013872846,0.45563155965536195,0.04436844034463802,0.0
0.1475,0.4547256992125996,0.04527430078740041,0.454312531837241,0.04568746816275898,0.0
0.15,0.45343642414510793,0.04656357585489207,0.45298364645272327,0.04701635354727671,0.0
0.1525,0.45214060990528193,0.04785939009471807,0.45164531278452497,0.048354687215475034,0.0
0.155,0.45083880211785604,0.04916119788214396,0.45029793259112216,0.049702067408877865,0.0
0.1575,0.449531541554158,0.050468458445841996,0.4489418998762904,0.05105810012370962,0.0
0.16,0.44821936378879323,0.05178063621120679,0.4475776006782284,0.052422399321771646,0.0
0.1625,0.4469027988697376,0.053097201130262395,0.446205412878085,0.053794587121914955,0.0
0.165,0.44558237100202064,0.05441762899797936,0.4448257060276634,0.055174293972336586,0.0
0.1675,0.4442585982451521,0.055741401754847875,0.44343884119603444,0.05656115880396556,0.0
0.17,0.44293199222441604,0.05706800777558399,0.4420451708347538,0.05795482916524616,0.0
0.17250000000000001,0.4416030578561269,0.05839694214387309,0.44064503866133814,0.05935496133866186,0.0
0.17500000000000002,0.4402722930869163,0.05972770691308371,0.43923877956062163,0.06076122043937837,0.0
0.1775,0.43894018864708906,0.06105981135291097,0.4378267195035847,0.062173280496415295,0.0
0.18,0.43760722781806316,0.06239277218193681,0.4364091754832128,0.06359082451678724,0.0
0.1825,0.43627388621388097,0.063726113786119,0.43498645546692005,0.06501354453307998,0.0
0.185,0.4349406315767533,0.06505936842324672,0.43355885836504615,0.06644114163495385,0.0
0.1875,0.43360792358657585,0.06639207641342415,0.432126674014913,0.06787332598508697,0.0
0.19,0.4322762136843321,0.06772378631566786,0.43069018317990815,0.06930981682009188,0.0
0.1925,0.4309459449092753,0.06905405509072474,0.4292496575630451,0.07075034243695488,0.0
0.195,0.42961755174975913,0.07038244825024087,0.4278053598344359,0.07219464016556407,0.0
0.1975,0.42829146000756946,0.07170853999243051,0.42635754367209766,0.07364245632790234,0.0
0.2,0.426968086675585,0.073031913324415,0.4249064538155063,0.07509354618449368,0.0
0.2025,0.4256478398285799,0.07435216017142013,0.42345232613130146,0.07654767386869851,0.0
0.20500000000000002,0.42433111852696237,0.0756688814730376,0.4219953876905409,0.07800461230945907,0.0
0.20750000000000002,0.4230183127332268,0.07698168726677318,0.42053585685689965,0.07946414314310035,0.0
0.21,0.4217098032408798,0.07829019675912019,0.41907394338520515,0.08092605661479485,0.0
0.2125,0.4204059616155894,0.07959403838441059,0.4176098485297033,0.08239015147029669,0.0
0.215,0.41910715014828936,0.08089284985171066,0.4161437651614477,0.08385623483855231,0.0
0.2175,0.41781372181996057,0.08218627818003946,0.4146758778942116,0.08532412210578838,0.0
0.22,0.4165260202777986,0.08347397972220141,0.41320636321832516,0.08679363678167487,0.0
0.2225,0.4152443798224669,0.08475562017753308,0.41173538964184747,0.08826461035815253,0.0
0.225,0.4139691254061248,0.0860308745938752,0.4102631178384921,0.08973688216150788,0.0
0.2275,0.41270057264091137,0.08729942735908863,0.40878970080173194,0.09121029919826809,0.0
0.23,0.4114390278175595,0.0885609721824405,0.4073152840045221,0.09268471599547792,0.0
0.2325,0.41018478793380597,0.089815212066194,0.40584000556409017,0.0941599944359098,0.0
0.23500000000000001,0.4089381407322601,0.09106185926773991,0.40436399641125575,0.09563600358874427,0.0
0.23750000000000002,0.4076993647473862,0.09230063525261381,0.4028873804637544,0.09711261953624561,0.0
0.24,0.40646872936125455,0.09353127063874545,0.4014102748030579,0.09858972519694209,0.0
0.2425,0.40524649486770914,0.09475350513229089,0.3999327898541949,0.10006721014580508,0.0
0.245,0.4040329125446006,0.09596708745539936,0.3984550295680938,0.10154497043190619,0.0
0.2475,0.4028282247337315,0.09717177526626852,0.39697709160598565,0.10302290839401435,0.0
0.25,0.4016326649281584,0.09836733507184162,0.3954990675254221,0.10450093247457792,0.0
0.2525,0.40044645786649885,0.09955354213350115,0.3940210429674798,0.1059789570325202,0.0
0.255,0.3992698196338891,0.1007301803661109,0.3925430978447416,0.10745690215525838,0.0
0.2575,0.39810295776924187,0.1018970422307581,0.39106530652966176,0.10893469347033827,0.0
0.26,0.3969460713784555,0.10305392862154447,0.38958773804293995,0.11041226195706005,0.0
0.2625,0.3957993512532284,0.10420064874677157,0.3881104562415501,0.1118895437584499,0.0
0.265,0.3946629799951366,0.10533702000486339,0.38663352000608275,0.11336647999391725,0.0
0.2675,0.39353713214463565,0.10646286785536435,0.38515698342708327,0.1148430165729167,0.0
0.27,0.39242197431465387,0.10757802568534613,0.3836808959900833,0.11631910400991669,0.0
0.2725,0.3913176653284479,0.10868233467155206,0.38220530275904085,0.11779469724095912,0.0
0.275,0.3902243563613977,0.10977564363860232,0.3807302445579236,0.11926975544207638,0.0
0.2775,0.38914219108642295,0.11085780891357705,0.3792557581501853,0.12074424184981469,0.0
