t_over_T,g_plus,g_minus,r_plus,r_minus,concurrence
0.28,0.38807130582271243,0.11192869417728754,0.3777818764159052,0.12221812358409476,0.0
0.28250000000000003,0.3870118296874596,0.11298817031254041,0.3763086285263744,0.12369137147362558,0.0
0.28500000000000003,0.38596388475030863,0.11403611524969134,0.37483604011593075,0.12516395988406925,0.0
0.28750000000000003,0.38492758619022227,0.11507241380977773,0.3733641334508617,0.12663586654913828,0.0
0.29,0.3839030424544871,0.11609695754551291,0.37189292759520703,0.12810707240479297,0.0
0.2925,0.3828903554195835,0.11710964458041653,0.37042243857331036,0.12957756142668966,0.0
0.295,0.381889620553654,0.118110379446346,0.3689526795289845,0.13104732047101555,0.0
0.2975,0.3809009270803114,0.1190990729196886,0.36748366088116724,0.13251633911883276,0.0
0.3,0.37992435814353664,0.12007564185646333,0.3660153904759598,0.13398460952404018,0.0
0.3025,0.37895999097342625,0.12104000902657372,0.36454787373495323,0.13545212626504677,0.0
0.305,0.3780078970525551,0.12199210294744492,0.3630811137997598,0.13691888620024018,0.0
0.3075,0.3770681422827319,0.12293185771726814,0.36161511167268184,0.13838488832731816,0.0
0.31,0.37614078715193056,0.12385921284806944,0.3601498663534565,0.13985013364654347,0.0
0.3125,0.3752258869011915,0.12477411309880851,0.358685374972033,0.141314625027967,0.0
0.315,0.374323491691294,0.12567650830870603,0.35722163291734327,0.14277836708265673,0.0
0.3175,0.3734336467690111,0.12656635323098891,0.3557586339620422,0.14424136603795776,0.0
0.32,0.3725563926327651,0.12744360736723495,0.3542963703831994,0.1457036296168006,0.0
0.3225,0.37169176519751185,0.12830823480248815,0.35283483307893515,0.14716516692106485,0.0
0.325,0.37083979595869065,0.12916020404130935,0.35137401168100285,0.14862598831899715,0.0
0.3275,0.3700005121550826,0.12999948784491738,0.3499138946633256,0.15008610533667438,0.0
0.33,0.369173936930432,0.130826063069568,0.3484544694465038,0.15154553055349618,0.0
0.3325,0.36836008949369087,0.13163991050630913,0.3469957224983185,0.1530042775016815,0.0
0.335,0.36755898527775593,0.13244101472224407,0.34553763943025867,0.15446236056974133,0.0
0.3375,0.36677063609657456,0.1332293639034254,0.34408020509011056,0.15591979490988944,0.0
0.34,0.3659950503005049,0.1340049496994951,0.34262340365064936,0.15737659634935064,0.0
0.3425,0.3652322329298218,0.13476776707017818,0.34116721869448136,0.15883278130551864,0.0
0.34500000000000003,0.3644821858662686,0.13551781413373137,0.3397116332950867,0.1602883667049133,0.0
0.34750000000000003,0.3637449079825615,0.13625509201743852,0.33825663009412066,0.16174336990587931,0.0
0.35000000000000003,0.36302039528975893,0.1369796047102411,0.33680219137503153,0.16319780862496847,0.0
0.3525,0.36230864108241917,0.13769135891758083,0.335348299133059,0.16465170086694098,0.0
0.355,0.3616096360814709,0.13839036391852913,0.3338949351416804,0.1661050648583196,0.0
0.3575,0.3609233685747307,0.13907663142526933,0.33244208101557227,0.16755791898442773,0.0
0.36,0.3602498245550089,0.13975017544499108,0.3309897182701611,0.16901028172983887,0.0
0.3625,0.35958898785574694,0.14041101214425306,0.3295378283778353,0.1704621716221647,0.0
0.365,0.3589408402841392,0.14105915971586078,0.3280863928208946,0.17191360717910545,0.0
0.3675,0.35830536175169625,0.14169463824830375,0.32663539314131473,0.17336460685868527,0.0
0.37,0.3576825304022107,0.1423174695977893,0.3251848109874053,0.17481518901259469,0.0
0.3725,0.3570723227370941,0.1429276772629059,0.3237346281574396,0.1762653718425604,0.0
0.375,0.3564747137380559,0.1435252862619441,0.32228482664033775,0.17771517335966225,0.0
0.3775,0.35588967698710217,0.14411032301289786,0.32083538865348327,0.17916461134651673,0.0
0.38,0.3553171847838341,0.14468281521616588,0.31938629667775376,0.18061370332224624,0.0
0.3825,0.35475720826003326,0.14524279173996674,0.31793753348984755,0.18206246651015245,0.0
0.385,0.3542097174915207,0.1457902825084793,0.31648908219198674,0.18351091780801326,0.0
0.3875,0.3536746816072845,0.1463253183927155,0.31504092623907753,0.18495907376092247,0.0
0.39,0.35315206889587175,0.14684793110412825,0.3135930494634081,0.1864069505365919,0.0
0.3925,0.3526418469090448,0.14735815309095518,0.3121454360969646,0.1878545639030354,0.0
0.395,0.3521439825627043,0.1478560174372957,0.31069807079144307,0.18930192920855693,0.0
0.3975,0.3516584422350855,0.14834155776491448,0.3092509386360367,0.19074906136396333,0.0
0.4,0.351185191862236,0.148814808137764,0.3078040251730752,0.19219597482692483,0.0
0.4025,0.3507241970307854,0.14927580296921458,0.30635731641159286,0.19364268358840714,0.0
0.405,0.35027542306802134,0.14972457693197866,0.304910798838901,0.19508920116109904,0.0
0.40750000000000003,0.3498388351292858,0.15016116487071418,0.30346445943023737,0.19653554056976266,0.0
0.41000000000000003,0.34941439828271076,0.15058560171728924,0.3020182856565675,0.19798171434343248,0.0
0.41250000000000003,0.3490020775913101,0.15099792240868992,0.3005722654906079,0.19942773450939208,0.0
0.41500000000000004,0.3486018381924506,0.1513981618075494,0.29912638741114145,0.20087361258885855,0.0
0.4175,0.34821364537472244,0.15178635462527756,0.29768064040569453,0.2023193595943055,0.0
0.42,0.3478374646522332,0.1521625353477668,0.2962350139716422,0.2037649860283578,0.0
0.4225,0.34747326183634963,0.1525267381636504,0.2947894981158083,0.2052105018841917,0.0
0.425,0.3471210031049119,0.15287899689508808,0.29334408335262363,0.20665591664737637,0.0
0.4275,0.3467806550689476,0.15321934493105238,0.2918987607009061,0.2081012392990939,0.0
0.43,0.3464521848369104,0.15354781516308957,0.29045352167932353,0.20954647832067647,0.0
0.4325,0.3461355600764723,0.15386443992352775,0.28900835830059957,0.2109916416994004,0.0
0.435,0.3458307490738948,0.15416925092610517,0.2875632630645205,0.21243673693547946,0.0
0.4375,0.34553772079100986,0.1544622792089901,0.2861182289498001,0.2138817710501999,0.0009015297065035344
0.44,0.3452564449198344,0.15474355508016557,0.2846732494048576,0.21532675059514242,0.002647116418041384
0.4425,0.34498689193484955,0.15501310806515045,0.2832283183375637,0.21677168166243632,0.004416190809173937
0.445,0.3447290331429704,0.15527096685702962,0.28178343010400575,0.21821656989599425,0.006208814262430473
0.4475,0.3444828407312343,0.1555171592687657,0.28033857949632446,0.21966142050367551,0.008025054744421833
0.45,0.3442482878122347,0.15575171218776532,0.2788937617296708,0.22110623827032921,0.009864986768682527
0.4525,0.34402534846732646,0.15597465153267354,0.27744897242833244,0.22255102757166756,0.011728691353951604
0.455,0.3438139977876298,0.15618600221237022,0.27600420761107675,0.22399579238892323,0.013616255978172453
0.4575,0.343614211912857,0.15638578808714299,0.27455946367575546,0.22544053632424454,0.015527774528476812
0.46,0.34342596806798786,0.15657403193201214,0.2731147373832164,0.2268852626167836,0.01746334724739823
0.4625,0.3432492445978165,0.15675075540218347,0.271670025840566,0.228329974159434,0.019423080675545268
0.465,0.3430840209993933,0.15691597900060672,0.270225326483824,0.22977467351617598,0.02140708759096721
0.4675,0.34293027795238373,0.1570697220476163,0.2687806370600134,0.2312193629399866,0.023415486945407238
0.47000000000000003,0.3427879973473654,0.1572120026526346,0.26733595560872336,0.23266404439127664,0.02544840379765012
0.47250000000000003,0.3426571623120831,0.1573428376879169,0.2658912804431879,0.23410871955681214,0.027505969244138118
0.47500000000000003,0.34253775723568003,0.15746224276432,0.26444661013091547,0.23555338986908453,0.029588320347025354
0.47750000000000004,0.3424297677909243,0.15757023220907568,0.26300194347391004,0.23699805652608996,0.03169560005984018
0.48,0.342333180954446,0.15766681904555402,0.2615572794885185,0.23844272051148152,0.033827957150876886
0.4825,0.34224798502499976,0.15775201497500022,0.2601126173849411,0.23988738261505888,0.03598554612447585
0.485,0.3421741696397681,0.15782583036023187,0.2586679565464418,0.2413320434535582,0.03816852714029284
0.4875,0.3421117257887162,0.15788827421128382,0.25722329650829145,0.24277670349170855,0.040377065930682354
0.49,0.34206064582701023,0.15793935417298974,0.25577863693647934,0.24422136306352063,0.042611333716284894
0.4925,0.3420209234855094,0.15797907651449064,0.2543339776062275,0.24566602239377253,0.044871507119910226
0.495,0.3419925538793376,0.15800744612066245,0.25288931838033996,0.24711068161966007,0.047157768078796236
0.4975,0.3419755335145448,0.1580244664854552,0.2514446591874219,0.2485553408125781,0.04947030375530409
0.5,0.3419698602928606,0.15803013970713942,0.25000000000000006,0.24999999999999994,0.051809306446123526
0.5025000000000001,0.3419755335145448,0.1580244664854552,0.24855534081257816,0.25144465918742187,0.054174973490013545
0.505,0.3419925538793376,0.15800744612066245,0.24711068161966013,0.25288931838033984,0.056567507174141274
0.5075000000000001,0.34202092348550933,0.15797907651449067,0.24566602239377255,0.25433397760622745,0.058987114639031335
0.51,0.34206064582701023,0.15793935417298974,0.2442213630635207,0.2557786369364793,0.0614340077821624
0.5125,0.3421117257887162,0.15788827421128382,0.24277670349170863,0.25722329650829134,0.06390840316020557
0.515,0.3421741696397681,0.15782583036023187,0.24133204345355821,0.25866795654644176,0.06641052188993313
0.5175,0.34224798502499976,0.15775201497500024,0.239887382615059,0.260112617384941,0.0689405895477736
0.52,0.342333180954446,0.15766681904555402,0.23844272051148163,0.26155727948851837,0.07149883606801455
0.5225,0.3424297677909243,0.15757023220907568,0.23699805652609002,0.26300194347391,0.07408549563963107
0.525,0.34253775723568003,0.15746224276432,0.23555338986908464,0.26444661013091536,0.07670080660171535
0.5275,0.3426571623120831,0.1573428376879169,0.23410871955681223,0.26589128044318777,0.07934501133747546
0.53,0.3427879973473654,0.15721200265263457,0.23266404439127664,0.26733595560872336,0.08201835616676495
0.5325,0.34293027795238373,0.1570697220476163,0.23121936293998668,0.2687806370600133,0.08472109123708738
0.535,0.3430840209993933,0.15691597900060672,0.22977467351617598,0.270225326483824,0.08745347041304724
0.5375,0.3432492445978165,0.15675075540218347,0.2283299741594341,0.2716700258405659,0.0902157511641552
0.54,0.34342596806798786,0.15657403193201214,0.22688526261678363,0.2731147373832164,0.09300819445094888
0.5425,0.34361421191285696,0.15638578808714304,0.22544053632424463,0.2745594636757554,0.09583106460934826
0.545,0.3438139977876298,0.15618600221237022,0.22399579238892325,0.27600420761107675,0.09868462923315924
0.5475,0.34402534846732646,0.15597465153267354,0.22255102757166761,0.2774489724283324,0.10156915905466085
0.55,0.3442482878122347,0.15575171218776532,0.22110623827032927,0.27889376172967073,0.1044849278231581
0.5525,0.34448284073123425,0.15551715926876572,0.2196614205036756,0.2803385794963244,0.1074322121814405
0.555,0.3447290331429704,0.15527096685702962,0.21821656989599428,0.2817834301040057,0.1104112915400014
0.5575,0.34498689193484955,0.15501310806515045,0.2167716816624364,0.28322831833756357,0.11342244794895096
0.56,0.3452564449198344,0.15474355508016557,0.21532675059514245,0.28467324940485755,0.11646596596747716
0.5625,0.3455377207910099,0.15446227920899008,0.21388177105019998,0.2861182289498,0.11954213253075158
0.5650000000000001,0.3458307490738948,0.15416925092610517,0.2124367369354795,0.2875632630645205,0.12265123681414553
0.5675,0.3461355600764722,0.15386443992352777,0.2109916416994005,0.2890083583005995,0.12579357009462877
0.5700000000000001,0.3464521848369104,0.15354781516308957,0.20954647832067655,0.2904535216793235,0.1289694256092082
0.5725,0.3467806550689476,0.15321934493105238,0.208101239299094,0.29189876070090603,0.13217909841025532
0.5750000000000001,0.3471210031049119,0.15287899689508808,0.2066559166473764,0.29334408335262363,0.13542288521758938
0.5775,0.34747326183634963,0.15252673816365037,0.20521050188419176,0.29478949811580824,0.13870108426712863
0.58,0.34783746465223325,0.15216253534776675,0.2037649860283579,0.2962350139716421,0.14201399515597202
0.5825,0.34821364537472244,0.15178635462527756,0.20231935959430555,0.2976806404056944,0.1453619186837194
0.585,0.34860183819245055,0.15139816180754945,0.20087361258885866,0.29912638741114134,0.14874515668985971
0.5875,0.3490020775913101,0.15099792240868992,0.19942773450939216,0.30057226549060784,0.15216401188703532
0.59,0.3494143982827107,0.1505856017172893,0.1979817143434326,0.3020182856565674,0.1556187876899921
0.5925,0.3498388351292858,0.15016116487071418,0.19653554056976272,0.3034644594302373,0.15910978804000975
0.595,0.3502754230680213,0.1497245769319787,0.19508920116109912,0.3049107988389009,0.1626373172245998
0.5975,0.3507241970307854,0.14927580296921458,0.19364268358840717,0.3063573164115928,0.16620167969225974
0.6,0.35118519186223607,0.14881480813776396,0.19219597482692485,0.30780402517307515,0.16980317986205085
0.6025,0.3516584422350856,0.14834155776491442,0.1907490613639633,0.3092509386360367,0.17344212192776448
0.605,0.3521439825627043,0.1478560174372957,0.18930192920855698,0.310698070791443,0.17711880965643012
0.6075,0.3526418469090448,0.14735815309095518,0.18785456390303543,0.31214543609696455,0.18083354618092168
0.61,0.35315206889587175,0.14684793110412825,0.18640695053659195,0.31359304946340805,0.1845866337863883
0.6125,0.3536746816072845,0.1463253183927155,0.18495907376092252,0.3150409262390775,0.18837837369023885
0.615,0.3542097174915207,0.1457902825084793,0.18351091780801332,0.3164890821919867,0.19220906581539998
0.6175,0.35475720826003326,0.14524279173996674,0.1820624665101525,0.3179375334898475,0.1960790085565628
0.62,0.35531718478383406,0.14468281521616594,0.1806137033222463,0.3193862966777537,0.19998849853909623
0.6225,0.3558896769871021,0.1441103230128979,0.17916461134651676,0.32083538865348327,0.20393783037033408
0.625,0.3564747137380559,0.1435252862619441,0.17771517335966233,0.32228482664033764,0.20792729638290103
0.6275000000000001,0.3570723227370941,0.1429276772629059,0.17626537184256044,0.3237346281574396,0.21195718636974759
0.63,0.35768253040221065,0.14231746959778932,0.17481518901259474,0.32518481098740526,0.21602778731054012
0.6325000000000001,0.35830536175169625,0.14169463824830378,0.17336460685868532,0.3266353931413147,0.22013938308906666
0.635,0.3589408402841392,0.14105915971586078,0.1719136071791055,0.32808639282089447,0.2242922542012742
0.6375000000000001,0.35958898785574694,0.14041101214425306,0.17046217162216473,0.3295378283778353,0.22848667745356327
0.64,0.3602498245550089,0.13975017544499108,0.1690102817298389,0.3309897182701611,0.23272292565095853
0.6425,0.3609233685747306,0.13907663142526935,0.16755791898442787,0.33244208101557216,0.23700126727474335
0.645,0.3616096360814708,0.1383903639185292,0.16610506485831972,0.3338949351416803,0.24132196614914958
0.6475,0.36230864108241917,0.13769135891758083,0.16465170086694103,0.33534829913305897,0.24568528109668414
0.65,0.3630203952897589,0.13697960471024112,0.16319780862496852,0.3368021913750315,0.25009146558165485
0.6525,0.3637449079825615,0.13625509201743852,0.16174336990587934,0.33825663009412066,0.2545407673414524
0.655,0.3644821858662686,0.13551781413373137,0.16028836670491337,0.33971163329508663,0.25903342800512946
0.6575,0.36523223292982177,0.13476776707017823,0.1588327813055187,0.3411672186944813,0.26356968269882936
0.66,0.36599505030050494,0.13400494969949506,0.15737659634935058,0.3426234036506494,0.26814975963757004
0.6625,0.36677063609657456,0.1332293639034254,0.1559197949098895,0.3440802050901105,0.2727738797029162
0.665,0.367558985277756,0.132441014722244,0.15446236056974133,0.34553763943025867,0.277442256006052
0.6675,0.3683600894936909,0.1316399105063091,0.1530042775016815,0.3469957224983185,0.28215509343574263
0.67,0.369173936930432,0.130826063069568,0.1515455305534962,0.3484544694465038,0.28691258819071175
0.6725,0.37000051215508256,0.12999948784491744,0.15008610533667444,0.34991389466332556,0.29171492729589144
0.675,0.37083979595869065,0.12916020404130935,0.1486259883189972,0.3513740116810028,0.29656228810206686
0.6775,0.3716917651975118,0.12830823480248818,0.14716516692106496,0.35283483307893504,0.30145483776837834
0.68,0.3725563926327651,0.12744360736723492,0.14570362961680058,0.3542963703831994,0.3063927327271926
0.6825,0.3734336467690111,0.12656635323098891,0.1442413660379578,0.3557586339620422,0.31137611813079863
0.685,0.374323491691294,0.12567650830870603,0.14277836708265673,0.35722163291734327,0.3164051272794465
0.6875,0.3752258869011914,0.12477411309880856,0.14131462502796713,0.3586853749720329,0.32147988103020175
0.6900000000000001,0.37614078715193056,0.12385921284806947,0.13985013364654353,0.36014986635345647,0.32660048718613455
0.6925,0.3770681422827319,0.12293185771726814,0.1383848883273182,0.3616151116726818,0.3317670398653357
0.6950000000000001,0.3780078970525551,0.12199210294744492,0.1369188862002402,0.3630811137997598,0.33697961884929223
0.6975,0.37895999097342625,0.12104000902657375,0.13545212626504682,0.3645478737349532,0.34223828891014885
0.7000000000000001,0.37992435814353664,0.12007564185646333,0.1339846095240402,0.36601539047595977,0.34754309911642517
0.7025,0.38090092708031137,0.11909907291968863,0.13251633911883282,0.3674836608811672,0.35289408211673423
0.705,0.38188962055365394,0.11811037944634603,0.13104732047101564,0.36895267952898436,0.3582912534011259
0.7075,0.3828903554195834,0.11710964458041662,0.1295775614266898,0.3704224385733102,0.36373461053966044
0.71,0.38390304245448703,0.11609695754551297,0.12810707240479305,0.371892927595207,0.3692241323978745
0.7125,0.3849275861902223,0.11507241380977767,0.12663586654913822,0.3733641334508618,0.3747597783288369
0.715,0.38596388475030863,0.1140361152496914,0.12516395988406934,0.37483604011593064,0.3803414873415056
0.7175,0.3870118296874596,0.11298817031254041,0.12369137147362563,0.37630862852637437,0.38596917724517954
0.72,0.3880713058227125,0.11192869417728751,0.12221812358409476,0.3777818764159052,0.3916427437698486
0.7225,0.38914219108642295,0.11085780891357705,0.12074424184981472,0.3792557581501853,0.3973620596623437
0.725,0.3902243563613977,0.10977564363860232,0.11926975544207644,0.3807302445579236,0.40312697375819423
0.7275,0.3913176653284479,0.10868233467155206,0.11779469724095915,0.38220530275904085,0.40893731002920886
0.73,0.39242197431465387,0.10757802568534616,0.11631910400991674,0.38368089599008326,0.4147928666068432
0.7325,0.39353713214463565,0.10646286785536435,0.11484301657291673,0.38515698342708327,0.4206934147815145
0.735,0.39466297999513655,0.10533702000486342,0.11336647999391733,0.38663352000608264,0.4266386979780605
0.7375,0.3957993512532285,0.10420064874677151,0.11188954375844987,0.38811045624155016,0.4326284307076968
