measurement,polyakov_real,polyakov_imag,polyakov_abs,action,vortex_density,monopole_density
0,0.5021007138287047,0.24156805219561764,0.557189600287801,-106074.54459848306,0.2950833333333333,0.0
1,0.4974793799607513,0.23145239586484903,0.5486856522980279,-106001.21198284003,0.29595,0.0
2,0.49413874603614977,0.21277391421975764,0.5380017090182664,-105932.50025603065,0.2961,0.0
3,0.5108111531775309,0.23085608589781004,0.5605555874368,-106018.50415891445,0.29601666666666665,0.0
4,0.5062312039039808,0.224557946918658,0.5538016823109123,-106096.12253778742,0.2944333333333333,0.0
5,0.5045998858575022,0.21340976397077896,0.5478729525770257,-105936.57408064435,0.2978,0.0
6,0.4986262049616678,0.22673494052853044,0.5477561734302512,-105783.45128801113,0.30101666666666665,0.0
7,0.49105641831154334,0.24628072759023115,0.5493547148676664,-105819.15063416578,0.30001666666666665,0.0
8,0.48151838610409803,0.2262756285909511,0.5320344126562917,-105892.64834315213,0.29845,0.0
9,0.4952248676119148,0.24542053502628067,0.5527014641864307,-105848.88814403751,0.29906666666666665,0.0
10,0.4658291115653751,0.25039813126085453,0.5288629173242484,-105902.81911237627,0.2988166666666667,0.0
11,0.4753118901412319,0.23335268996019454,0.5295043633637868,-105939.0377629066,0.29815,0.0
12,0.47026356380071144,0.2710571389321019,0.5427889018804664,-106029.4361561463,0.29488333333333333,0.0
13,0.46259421354678776,0.23972815177778042,0.521021106253635,-105988.20601502983,0.29583333333333334,0.0
14,0.4597046622826641,0.25835660963222795,0.5273296068542688,-105993.4430140251,0.29668333333333335,0.0
15,0.4718552991598907,0.2598608030429072,0.5386789956025523,-106159.0411254714,0.2930333333333333,0.0
16,0.4931010823105552,0.23363592614595752,0.5456504589587736,-106112.90270525905,0.29431666666666667,0.0
17,0.47631271811243436,0.22807063310167813,0.5281003873498443,-106100.11045620227,0.29445,0.0
18,0.5089028885367102,0.21508686761604098,0.5524893759900615,-106216.07604226409,0.29255,0.0
19,0.5231761872445931,0.20054177207642185,0.5602948556316942,-106194.46126720536,0.29313333333333336,0.0
20,0.5009552897728404,0.19002477305765622,0.5357850471289809,-105998.62048802317,0.2970333333333333,0.0
21,0.5092228431876593,0.19050110567313305,0.5436897785381013,-106180.44351687962,0.2942,0.0
22,0.5364902650928284,0.19806639245221705,0.5718846914880734,-105947.2386631112,0.29865,0.0
23,0.53379489123424,0.20179469417103585,0.5706645989575277,-105936.53724488994,0.29773333333333335,0.0
24,0.48141174924453184,0.20753767739160314,0.5242415090850601,-105948.81704030963,0.29675,0.0
25,0.47201173985748185,0.201794694171036,0.5133382716677855,-106001.1578417942,0.29751666666666665,0.0
26,0.4591946781041389,0.19416480995416172,0.4985576454370141,-105848.7121511071,0.3002166666666667,0.0
27,0.48544924898027536,0.15877414698481715,0.5107545428934233,-105866.51544571569,0.2991333333333333,0.0
28,0.4982746859049891,0.15088691684226732,0.5206193660323066,-105864.12543496223,0.29891666666666666,0.0
29,0.5072306858873284,0.15992665095348962,0.5318453745130524,-105902.25251769333,0.2995333333333333,0.0
30,0.517937108867845,0.18006641507127527,0.5483454773945006,-105969.95112688429,0.29856666666666665,0.0
31,0.5035274108017708,0.20321819358927884,0.5429893991915724,-106142.03037898918,0.2952,0.0
32,0.5135967704427445,0.18503493608688998,0.545911687163681,-106043.91221906329,0.29623333333333335,0.0
33,0.5189350114612401,0.1894156461730019,0.5524235993650283,-105960.29877196727,0.2972,0.0
34,0.5180385184509991,0.17783415566742822,0.5477124186293874,-106107.85437891855,0.2945333333333333,0.0
35,0.5070321821589332,0.17692814307311602,0.5370150850359332,-106118.39666446649,0.2943,0.0
36,0.5227564905449442,0.16504769037178696,0.5481925651665914,-106242.73914366333,0.29175,0.0
37,0.5312752769039908,0.1349065432098382,0.5481361101498788,-106325.66369915754,0.29041666666666666,0.0
38,0.5361387460361495,0.13459450767161088,0.5527752133522071,-106166.0770711572,0.2917166666666667,0.0
39,0.5225566408286944,0.1670452370758406,0.5486069213051298,-106258.51348928947,0.29096666666666665,0.0
40,0.5238794478751014,0.1343555912115354,0.5408337090046462,-106370.78944678575,0.2889833333333333,0.0
41,0.5412441719876133,0.13485839026852253,0.5577921110381306,-106399.66523090516,0.28755,0.0
42,0.5252961462145932,0.1741718601741022,0.5534183572166813,-106368.87460888068,0.2888833333333333,0.0
43,0.5369081598853729,0.15287688863203613,0.5582487933075262,-106213.88110986969,0.2922166666666667,0.0
44,0.5506680490454229,0.18893931355752508,0.5821798385783219,-106142.82799771696,0.2931,0.0
45,0.5536710329505308,0.19959414321202978,0.5885485831544003,-106174.74179958875,0.2921166666666667,0.0
46,0.5469479795448728,0.18428423686784015,0.577159226111981,-106261.59194661048,0.2908833333333333,0.0
47,0.5358763909876442,0.22710177979910642,0.5820126500393822,-106194.4799075997,0.2935,0.0
48,0.5446750493188404,0.22493049025419043,0.5892916381525124,-106134.30376156437,0.2934833333333333,0.0
49,0.5186412704519056,0.23822442042872657,0.5707360527464244,-106292.14064500295,0.2913833333333333,0.0
50,0.5087324003570337,0.2310784437416137,0.5587538835078244,-106137.62231884035,0.29483333333333334,0.0
51,0.5276088375728255,0.2385729443535,0.5790407025956348,-106114.37191029722,0.2942166666666667,0.0
52,0.5242486623003244,0.23289187771794073,0.573650840346868,-106056.71536770718,0.29565,0.0
53,0.5124688633105247,0.23740679086093264,0.5647887394501309,-106083.97280186373,0.29435,0.0002
54,0.48939465933003873,0.24791189708533426,0.5486049956910838,-106135.15819154379,0.29381666666666667,0.0
55,0.5118190544045004,0.278735290210089,0.5827967968855178,-106237.86814535616,0.29281666666666667,0.0
56,0.4791526880556845,0.29292532515369896,0.5615982056482983,-106146.54805633257,0.2944333333333333,0.0
57,0.47761233592448304,0.2925868231739613,0.5601076615457712,-106104.94595385795,0.29531666666666667,0.0
58,0.49248698568822,0.2921094523154359,0.57260052672373,-106101.88480182842,0.2937666666666667,0.0
59,0.4993582830649986,0.3156938199046517,0.5907802322282067,-106120.37743307315,0.2937166666666667,0.0
60,0.46335745509379617,0.3042336014185454,0.5543087726376859,-106104.25617218754,0.2936166666666667,0.0
61,0.46267081043337976,0.3082862935315812,0.5559718676394703,-106231.33108351454,0.2914333333333333,0.0
62,0.4788257591784169,0.2940479915268584,0.5619059787667032,-106186.68095376901,0.29365,0.0
63,0.45491121677283075,0.34211983020722575,0.5692013645158964,-106212.12540463792,0.2932666666666667,0.0
64,0.4499015280938065,0.34518955743216917,0.5670689689458938,-106177.85753769844,0.2927666666666667,0.0
65,0.43826632518866804,0.33753787259569235,0.5531809715010135,-106163.13910611515,0.2925833333333333,0.0
66,0.4309054859348159,0.3375912675403388,0.5474005861599095,-106151.03574866019,0.2930833333333333,0.0
67,0.4315223294900584,0.3425461390320586,0.5509531542829181,-106111.69450928154,0.2936166666666667,0.0
68,0.4576775152072963,0.32157639049048914,0.5593568475018578,-105978.315340295,0.2957,0.0
69,0.44609229458508326,0.2921241400823795,0.5332305772431419,-106064.70850982836,0.29405,0.0
70,0.47479280828268466,0.31158923315164394,0.567904975337413,-105991.60229266311,0.29738333333333333,0.0
71,0.4576140648492377,0.3126736544087264,0.5542341080348178,-105953.98721853478,0.29695,0.0
72,0.4593879545561224,0.30582502549289725,0.5518752023863631,-105901.88011130091,0.2988,0.0
73,0.4685724432826336,0.28477982496222215,0.548324432530022,-105988.66388258676,0.2975833333333333,0.0
74,0.4694793799607514,0.28395974836367693,0.5486747915651805,-106036.00320300371,0.29685,0.0
75,0.4884374628946464,0.28592979038317157,0.5659743812113085,-106133.98772138928,0.29451666666666665,0.0
76,0.48699779783794744,0.2999225251367854,0.5719443820717501,-106068.36174767379,0.29473333333333335,0.0
77,0.4725144282630888,0.29067184131167234,0.554761213720202,-105931.80584879313,0.29825,0.0
78,0.5030938450649373,0.27415566550950976,0.5729439290831043,-106037.89984554876,0.29725,0.0
79,0.47941779003709706,0.26575385763540604,0.5481482739662269,-105955.61511121194,0.29733333333333334,0.0
80,0.46943597094209255,0.27673296356433047,0.5449323480372974,-106104.0065077483,0.29463333333333336,0.0
81,0.47706938639517615,0.26806110696673296,0.5472220358352724,-106218.7703035369,0.29085,0.0
82,0.47198147736735646,0.2659639747430173,0.5417594953842312,-106325.0047925715,0.29063333333333335,0.0
83,0.4708187589049995,0.24056104529394104,0.528715348982567,-106358.54604208615,0.28936666666666666,0.0
84,0.45736647979146894,0.25420770315353264,0.5232644199440993,-106338.8824956526,0.28945,0.0
85,0.4789151016314903,0.25903231892379786,0.5444790324867806,-106338.29681554105,0.28913333333333335,0.0
86,0.4735050350835655,0.2654271343302352,0.5428246327205954,-106258.03191073678,0.2920333333333333,0.0
87,0.5159597656305023,0.2652977112150602,0.5801701089554961,-106213.66783615056,0.29263333333333336,0.0
88,0.5339854207533165,0.27251364146309126,0.5995032229776339,-106183.52837990492,0.2929333333333333,0.0
89,0.5263622264509585,0.26545022961774295,0.5895091329559896,-106261.54645821036,0.29163333333333336,0.0001
90,0.5378332919235359,0.2817615303156248,0.6071690126044891,-106110.10434242735,0.29463333333333336,0.0
91,0.5210256088946669,0.28647187279928443,0.5945870996155128,-106018.80289379813,0.29661666666666664,0.0
92,0.5214050444706155,0.26974137612922844,0.587046531712346,-106151.90152326105,0.29363333333333336,0.0
93,0.5179787159793998,0.28554230285583854,0.5914696585015018,-106282.11036805777,0.2918,0.0
94,0.500081763479807,0.2722634083900745,0.5693936544371162,-106172.41905463974,0.2932166666666667,0.0
95,0.4958894465086763,0.29996601225619324,0.5795566854653339,-106246.80117862132,0.29256666666666664,0.0
96,0.47310533565106566,0.2852694365569399,0.55245570868172,-106128.17727697245,0.2949,0.0
