particles,coupling,sector,selector,lower_index,lower_energy,upper_energy,midpoint_offset,spacing
1300,1.5,0,local_minimum_gap,41,-650.516102722224,-649.8513041547159,-0.18370343846993364,0.6647985675081145
1400,1.5,0,local_minimum_gap,44,-700.6215076408955,-699.9846468604791,-0.3030772506872381,0.6368607804164412
600,1.5,1,midpoint_nearest,19,-300.0921986797309,-299.1325347560982,0.38763328208540315,0.9596639236327178
700,1.5,1,midpoint_nearest,22,-350.2578931400826,-349.33133436755304,0.20538624618217227,0.9265587725295745
800,1.5,1,midpoint_nearest,25,-400.4159407991139,-399.51578386761724,0.03413766663442175,0.9001569314966673
900,1.5,1,midpoint_nearest,28,-450.56851167892825,-449.6893493591201,-0.1289305190241521,0.8791623198081311
1000,1.5,1,midpoint_nearest,31,-500.71713358277276,-499.85440967610475,-0.28577162943872736,0.862723906668009
1100,1.5,1,midpoint_nearest,35,-550.0127132798199,-549.1252767592115,0.43100498048431746,0.8874365206083894
1200,1.5,1,midpoint_nearest,38,-600.1656192763502,-599.2982260025866,0.26807736053160625,0.8673932737635823
1300,1.5,1,midpoint_nearest,41,-650.3142297370249,-649.4641103786965,0.11082994213927577,0.8501193583283566
1400,1.5,1,midpoint_nearest,44,-700.4594632272396,-699.6239486875488,-0.04170595739424243,0.8355145396907346
600,1.5,1,straddling,19,-300.0921986797309,-299.1325347560982,0.38763328208540315,0.9596639236327178
700,1.5,1,straddling,22,-350.2578931400826,-349.33133436755304,0.20538624618217227,0.9265587725295745
800,1.5,1,straddling,25,-400.4159407991139,-399.51578386761724,0.03413766663442175,0.9001569314966673
900,1.5,1,straddling,28,-450.56851167892825,-449.6893493591201,-0.1289305190241521,0.8791623198081311
1000,1.5,1,straddling,31,-500.71713358277276,-499.85440967610475,-0.28577162943872736,0.862723906668009
1100,1.5,1,straddling,35,-550.0127132798199,-549.1252767592115,0.43100498048431746,0.8874365206083894
1200,1.5,1,straddling,38,-600.1656192763502,-599.2982260025866,0.26807736053160625,0.8673932737635823
1300,1.5,1,straddling,41,-650.3142297370249,-649.4641103786965,0.11082994213927577,0.8501193583283566
1400,1.5,1,straddling,44,-700.4594632272396,-699.6239486875488,-0.04170595739424243,0.8355145396907346
600,1.5,1,local_minimum_gap,18,-301.01061391442283,-300.0921986797309,-0.5514062970768805,0.9184152346919063
700,1.5,1,local_minimum_gap,21,-351.1594773914806,-350.2578931400826,-0.7086852657815825,0.9015842513979919
800,1.5,1,local_minimum_gap,24,-401.3060683149265,-400.4159407991139,-0.8610045570202374,0.8901275158125941
900,1.5,1,local_minimum_gap,28,-450.56851167892825,-449.6893493591201,-0.1289305190241521,0.8791623198081311
1000,1.5,1,local_minimum_gap,31,-500.71713358277276,-499.85440967610475,-0.28577162943872736,0.862723906668009
1100,1.5,1,local_minimum_gap,34,-550.8629243530173,-550.0127132798199,-0.43781881641859854,0.8502110731974426
1200,1.5,1,local_minimum_gap,37,-601.006717425728,-600.1656192763502,-0.5861683510390776,0.8410981493777854
1300,1.5,1,local_minimum_gap,40,-651.1491367422781,-650.3142297370249,-0.7316832396514883,0.8349070052531715
1400,1.5,1,local_minimum_gap,43,-701.2906463138836,-700.4594632272396,-0.875054770561519,0.8311830866440459
600,1.55,0,midpoint_nearest,21,-300.38492940869816,-299.58086495658074,0.01710281736052366,0.8040644521174158
700,1.55,0,midpoint_nearest,24,-350.73421848748734,-350.0322057984833,-0.3832121429853146,0.7020126890040501
800,1.55,0,midpoint_nearest,28,-400.4028747303334,-399.6331233027258,-0.017999016529586243,0.7697514276076163
900,1.55,0,midpoint_nearest,32,-450.06127589958135,-449.1990172036392,0.36985344838973333,0.8622586959421596
1000,1.55,0,midpoint_nearest,35,-500.4194267766443,-499.67499296380356,-0.047209870223923645,0.7444338128407253
1100,1.55,0,midpoint_nearest,39,-550.0864714080508,-549.2525251210801,0.33050173543460915,0.8339462869706722
1200,1.55,0,midpoint_nearest,42,-600.4350860304868,-599.7106576050637,-0.07287181777519436,0.7244284254230706
1300,1.55,0,midpoint_nearest,46,-650.1091616972874,-649.2980641098773,0.2963870964176749,0.8110975874101314
1400,1.55,0,midpoint_nearest,49,-700.4501189697422,-699.7422037148597,-0.09616134230100215,0.7079152548825505
600,1.55,0,straddling,21,-300.38492940869816,-299.58086495658074,0.01710281736052366,0.8040644521174158
700,1.55,0,straddling,25,-350.0322057984833,-349.13278179204116,0.41750620473777644,0.8994240064421319
800,1.55,0,straddling,28,-400.4028747303334,-399.6331233027258,-0.017999016529586243,0.7697514276076163
900,1.55,0,straddling,32,-450.06127589958135,-449.1990172036392,0.36985344838973333,0.8622586959421596
1000,1.55,0,straddling,35,-500.4194267766443,-499.67499296380356,-0.047209870223923645,0.7444338128407253
1100,1.55,0,straddling,39,-550.0864714080508,-549.2525251210801,0.33050173543460915,0.8339462869706722
1200,1.55,0,straddling,42,-600.4350860304868,-599.7106576050637,-0.07287181777519436,0.7244284254230706
1300,1.55,0,straddling,46,-650.1091616972874,-649.2980641098773,0.2963870964176749,0.8110975874101314
1400,1.55,0,straddling,49,-700.4501189697422,-699.7422037148597,-0.09616134230100215,0.7079152548825505
600,1.55,0,local_minimum_gap,20,-301.117630270435,-300.38492940869816,-0.7512798395665641,0.7327008617368165
700,1.55,0,local_minimum_gap,24,-350.73421848748734,-350.0322057984833,-0.3832121429853146,0.7020126890040501
800,1.55,0,local_minimum_gap,27,-401.11619571409625,-400.4028747303334,-0.7595352222148222,0.7133209837628556
900,1.55,0,local_minimum_gap,31,-450.74405495469614,-450.06127589958135,-0.40266542713874287,0.6827790551147928
1000,1.55,0,local_minimum_gap,34,-501.1191955438013,-500.4194267766443,-0.7693111602227987,0.6997687671570247
1100,1.55,0,local_minimum_gap,38,-550.7547173867184,-550.0864714080508,-0.42059439738454785,0.6682459786676418
1200,1.55,0,local_minimum_gap,41,-601.1247819084005,-600.4350860304868,-0.7799339694436185,0.6896958779136639
1300,1.55,0,local_minimum_gap,45,-650.7658789118361,-650.1091616972874,-0.43752030456175817,0.6567172145487348
1400,1.55,0,local_minimum_gap,48,-701.1320417037475,-700.4501189697422,-0.7910803367449262,0.6819227340052976
600,1.55,1,midpoint_nearest,21,-300.0987074945188,-299.1001306420925,0.4005809316943214,0.9985768524263108
700,1.55,1,midpoint_nearest,24,-350.58668840002184,-349.6380531432259,-0.11237077162388687,0.948635256795967
800,1.55,1,midpoint_nearest,28,-400.1340682726624,-399.17730557000846,0.3443130786645838,0.9567627026539185
900,1.55,1,midpoint_nearest,31,-450.6042737363271,-449.6869078174616,-0.14559077689432343,0.9173659188655279
1000,1.55,1,midpoint_nearest,35,-500.16426720243004,-499.23752722026074,0.29910278865463624,0.9267399821692948
1100,1.55,1,midpoint_nearest,38,-550.6215801239839,-549.7276832955996,-0.17463170979181086,0.8938968283842996
1200,1.55,1,midpoint_nearest,42,-600.191331287944,-599.2877472391484,0.26046073645375145,0.9035840487955511
1300,1.55,1,midpoint_nearest,45,-650.6386441903868,-649.7633571876187,-0.20100068900273982,0.8752870027681183
1400,1.55,1,midpoint_nearest,49,-700.2162873073306,-699.3314086721081,0.22615201028065712,0.8848786352225488
600,1.55,1,straddling,21,-300.0987074945188,-299.1001306420925,0.4005809316943214,0.9985768524263108
700,1.55,1,straddling,24,-350.58668840002184,-349.6380531432259,-0.11237077162388687,0.948635256795967
800,1.55,1,straddling,28,-400.1340682726624,-399.17730557000846,0.3443130786645838,0.9567627026539185
900,1.55,1,straddling,31,-450.6042737363271,-449.6869078174616,-0.14559077689432343,0.9173659188655279
1000,1.55,1,straddling,35,-500.16426720243004,-499.23752722026074,0.29910278865463624,0.9267399821692948
1100,1.55,1,straddling,38,-550.6215801239839,-549.7276832955996,-0.17463170979181086,0.8938968283842996
1200,1.55,1,straddling,42,-600.191331287944,-599.2877472391484,0.26046073645375145,0.9035840487955511
1300,1.55,1,straddling,45,-650.6386441903868,-649.7633571876187,-0.20100068900273982,0.8752870027681183
1400,1.55,1,straddling,49,-700.2162873073306,-699.3314086721081,0.22615201028065712,0.8848786352225488
600,1.55,1,local_minimum_gap,20,-301.05803693032345,-300.0987074945188,-0.5783722124211295,0.9593294358046478
700,1.55,1,local_minimum_gap,24,-350.58668840002184,-349.6380531432259,-0.11237077162388687,0.948635256795967
800,1.55,1,local_minimum_gap,27,-401.0586076881876,-400.1340682726624,-0.5963379804250053,0.9245394155252029
900,1.55,1,local_minimum_gap,31,-450.6042737363271,-449.6869078174616,-0.14559077689432343,0.9173659188655279
1000,1.55,1,local_minimum_gap,34,-501.0636363772781,-500.16426720243004,-0.6139517898540703,0.8993691748480614
1100,1.55,1,local_minimum_gap,38,-550.6215801239839,-549.7276832955996,-0.17463170979181086,0.8938968283842996
1200,1.55,1,local_minimum_gap,41,-601.0712197554448,-600.191331287944,-0.631275521694306,0.8798884675007912
1300,1.55,1,local_minimum_gap,45,-650.6386441903868,-649.7633571876187,-0.20100068900273982,0.8752870027681183
1400,1.55,1,local_minimum_gap,48,-701.0804236317933,-700.2162873073306,-0.6483554695619205,0.86413632446272
600,1.6,0,midpoint_nearest,23,-300.3653498322141,-299.52307059253263,0.055789787626622456,0.8422792396814884
700,1.6,0,midpoint_nearest,27,-350.2515466145335,-349.38781042015796,0.1803214826542785,0.8637361943755195
800,1.6,0,midpoint_nearest,31,-400.13574765917895,-399.2510826825773,0.30658482912190266,0.8846649766016412
900,1.6,0,midpoint_nearest,34,-450.7322211937396,-450.0167071324041,-0.3744641630718206,0.7155140613354547
1000,1.6,0,midpoint_nearest,38,-500.6187133841136,-499.89400422044497,-0.2563588022792942,0.7247091636686491
1100,1.6,0,midpoint_nearest,42,-550.5097104367277,-549.7677839605906,-0.13874719865907537,0.7419264761371096
1200,1.6,0,midpoint_nearest,46,-600.402613178238,-599.6384974023657,-0.02055529030189973,0.7641157758722557
1300,1.6,0,midpoint_nearest,50,-650.2951429109422,-649.5066987733296,0.09907915786402555,0.7884441376126006
1400,1.6,0,midpoint_nearest,54,-700.185526467699,-699.3729221220137,0.22077570514363742,0.8126043456852585
600,1.6,0,straddling,23,-300.3653498322141,-299.52307059253263,0.055789787626622456,0.8422792396814884
700,1.6,0,straddling,27,-350.2515466145335,-349.38781042015796,0.1803214826542785,0.8637361943755195
800,1.6,0,straddling,31,-400.13574765917895,-399.2510826825773,0.30658482912190266,0.8846649766016412
900,1.6,0,straddling,35,-450.0167071324041,-449.11328531016807,0.43500377871390583,0.903421822236055
1000,1.6,0,straddling,38,-500.6187133841136,-499.89400422044497,-0.2563588022792942,0.7247091636686491
1100,1.6,0,straddling,42,-550.5097104367277,-549.7677839605906,-0.13874719865907537,0.7419264761371096
1200,1.6,0,straddling,46,-600.402613178238,-599.6384974023657,-0.02055529030189973,0.7641157758722557
1300,1.6,0,straddling,50,-650.2951429109422,-649.5066987733296,0.09907915786402555,0.7884441376126006
1400,1.6,0,straddling,54,-700.185526467699,-699.3729221220137,0.22077570514363742,0.8126043456852585
600,1.6,0,local_minimum_gap,22,-301.1270499789114,-300.3653498322141,-0.7461999055627757,0.7617001466972511
700,1.6,0,local_minimum_gap,26,-350.98364284483523,-350.2515466145335,-0.617594729684356,0.7320962303017495
800,1.6,0,local_minimum_gap,30,-400.85295785781005,-400.13574765917895,-0.49435275849452864,0.7172101986311077
900,1.6,0,local_minimum_gap,34,-450.7322211937396,-450.0167071324041,-0.3744641630718206,0.7155140613354547
1000,1.6,0,local_minimum_gap,38,-500.6187133841136,-499.89400422044497,-0.2563588022792942,0.7247091636686491
1100,1.6,0,local_minimum_gap,42,-550.5097104367277,-549.7677839605906,-0.13874719865907537,0.7419264761371096
1200,1.6,0,local_minimum_gap,45,-601.1168155140762,-600.402613178238,-0.759714346157125,0.7142023358381948
1300,1.6,0,local_minimum_gap,49,-650.987200330613,-650.2951429109422,-0.6411716207776408,0.6920574196707321
1400,1.6,0,local_minimum_gap,53,-700.8657492758203,-700.185526467699,-0.5256378717597272,0.680222808121357
600,1.6,1,midpoint_nearest,23,-300.0620784343777,-299.02205931111916,0.45793112725152696,1.0400191232585598
700,1.6,1,midpoint_nearest,26,-350.8931149603583,-349.9128373831833,-0.40297617177077427,0.9802775771750021
800,1.6,1,midpoint_nearest,30,-400.73292968361545,-399.7663296996803,-0.24962969164789683,0.9665999839351684
900,1.6,1,midpoint_nearest,34,-450.5786117682728,-449.6217146720225,-0.1001632201476923,0.9568970962503158
1000,1.6,1,midpoint_nearest,38,-500.42868527142485,-499.4784201962393,0.0464472661678883,0.9502650751855413
1100,1.6,1,midpoint_nearest,42,-550.2820574351244,-549.3360478141866,0.19094737534442174,0.9460096209378435
1200,1.6,1,midpoint_nearest,46,-600.1378957326363,-599.1943166572162,0.3338938050737852,0.9435790754200752
1300,1.6,1,midpoint_nearest,49,-650.9040274350496,-649.9955563196293,-0.4497918773394076,0.9084711154202978
1400,1.6,1,midpoint_nearest,53,-700.7567605498984,-699.8545390453089,-0.30564979760367805,0.9022215045895337
600,1.6,1,straddling,23,-300.0620784343777,-299.02205931111916,0.45793112725152696,1.0400191232585598
700,1.6,1,straddling,26,-350.8931149603583,-349.9128373831833,-0.40297617177077427,0.9802775771750021
800,1.6,1,straddling,30,-400.73292968361545,-399.7663296996803,-0.24962969164789683,0.9665999839351684
900,1.6,1,straddling,34,-450.5786117682728,-449.6217146720225,-0.1001632201476923,0.9568970962503158
1000,1.6,1,straddling,38,-500.42868527142485,-499.4784201962393,0.0464472661678883,0.9502650751855413
1100,1.6,1,straddling,42,-550.2820574351244,-549.3360478141866,0.19094737534442174,0.9460096209378435
1200,1.6,1,straddling,46,-600.1378957326363,-599.1943166572162,0.3338938050737852,0.9435790754200752
1300,1.6,1,straddling,49,-650.9040274350496,-649.9955563196293,-0.4497918773394076,0.9084711154202978
1400,1.6,1,straddling,53,-700.7567605498984,-699.8545390453089,-0.30564979760367805,0.9022215045895337
600,1.6,1,local_minimum_gap,22,-301.0612544319404,-300.0620784343777,-0.5616664331590755,0.9991759975627019
700,1.6,1,local_minimum_gap,26,-350.8931149603583,-349.9128373831833,-0.40297617177077427,0.9802775771750021
800,1.6,1,local_minimum_gap,30,-400.73292968361545,-399.7663296996803,-0.24962969164789683,0.9665999839351684
900,1.6,1,local_minimum_gap,34,-450.5786117682728,-449.6217146720225,-0.1001632201476923,0.9568970962503158
1000,1.6,1,local_minimum_gap,37,-501.3717574499359,-500.42868527142485,-0.900221360680348,0.943072178511045
1100,1.6,1,local_minimum_gap,41,-551.2106134105504,-550.2820574351244,-0.7463354228374328,0.9285559754259793
1200,1.6,1,local_minimum_gap,45,-601.0550357133155,-600.1378957326363,-0.5964657229758359,0.9171399806792806
1300,1.6,1,local_minimum_gap,49,-650.9040274350496,-649.9955563196293,-0.4497918773394076,0.9084711154202978
1400,1.6,1,local_minimum_gap,53,-700.7567605498984,-699.8545390453089,-0.30564979760367805,0.9022215045895337
600,1.65,0,midpoint_nearest,25,-300.30839407999514,-299.41609168117844,0.13775711941320878,0.892302398816696
700,1.65,0,midpoint_nearest,29,-350.431407124579,-349.59564602134816,-0.013526572963542094,0.8357611032308228
800,1.65,0,midpoint_nearest,33,-400.54946867058226,-399.7596430738046,-0.15455587219344125,0.7898255967776322
900,1.65,0,midpoint_nearest,37,-450.6659923204398,-449.9103330672717,-0.2881626938557247,0.7556592531680622
1000,1.65,0,midpoint_nearest,42,-500.04942362088644,-499.1372046665983,0.40668585625763853,0.9122189542881642
1100,1.65,0,midpoint_nearest,46,-550.1786077794713,-549.3115911966738,0.25490051192741703,0.8670165827975325
1200,1.65,0,midpoint_nearest,50,-600.2998416893694,-599.476384797848,0.11188675639129997,0.8234568915213458
1300,1.65,0,midpoint_nearest,54,-650.4153933656974,-649.6321221155044,-0.023757740600899524,0.7832712501929109
1400,1.65,0,midpoint_nearest,58,-700.5277092288391,-699.7791017966865,-0.15340551276278802,0.7486074321525393
600,1.65,0,straddling,25,-300.30839407999514,-299.41609168117844,0.13775711941320878,0.892302398816696
700,1.65,0,straddling,29,-350.431407124579,-349.59564602134816,-0.013526572963542094,0.8357611032308228
800,1.65,0,straddling,33,-400.54946867058226,-399.7596430738046,-0.15455587219344125,0.7898255967776322
900,1.65,0,straddling,37,-450.6659923204398,-449.9103330672717,-0.2881626938557247,0.7556592531680622
1000,1.65,0,straddling,42,-500.04942362088644,-499.1372046665983,0.40668585625763853,0.9122189542881642
1100,1.65,0,straddling,46,-550.1786077794713,-549.3115911966738,0.25490051192741703,0.8670165827975325
1200,1.65,0,straddling,50,-600.2998416893694,-599.476384797848,0.11188675639129997,0.8234568915213458
1300,1.65,0,straddling,54,-650.4153933656974,-649.6321221155044,-0.023757740600899524,0.7832712501929109
1400,1.65,0,straddling,58,-700.5277092288391,-699.7791017966865,-0.15340551276278802,0.7486074321525393
600,1.65,0,local_minimum_gap,24,-301.0921905640622,-300.30839407999514,-0.7002923220286448,0.7837964840670679
700,1.65,0,local_minimum_gap,28,-351.22669271594214,-350.431407124579,-0.8290499202605588,0.7952855913631538
800,1.65,0,local_minimum_gap,33,-400.54946867058226,-399.7596430738046,-0.15455587219344125,0.7898255967776322
900,1.65,0,local_minimum_gap,37,-450.6659923204398,-449.9103330672717,-0.2881626938557247,0.7556592531680622
1000,1.65,0,local_minimum_gap,41,-500.7835981383581,-500.04942362088644,-0.4165108796222512,0.7341745174716721
1100,1.65,0,local_minimum_gap,45,-550.9040630834602,-550.1786077794713,-0.5413354314657681,0.7254553039888378
1200,1.65,0,local_minimum_gap,49,-601.0283300249879,-600.2998416893694,-0.6640858571786339,0.7284883356185219
1300,1.65,0,local_minimum_gap,53,-651.1566331009552,-650.4153933656974,-0.78601323332623,0.7412397352578637
1400,1.65,0,local_minimum_gap,58,-700.5277092288391,-699.7791017966865,-0.15340551276278802,0.7486074321525393
600,1.65,1,midpoint_nearest,24,-301.01266257656596,-299.974345054034,-0.49350381529995957,1.0383175225319405
700,1.65,1,midpoint_nearest,29,-350.1504283589346,-349.1007953945558,0.3743881232547892,1.0496329643788158
800,1.65,1,midpoint_nearest,33,-400.3183816111194,-399.29695277959684,0.19233280464186464,1.0214288315225417
900,1.65,1,midpoint_nearest,37,-450.4803848947706,-449.4818909973185,0.018862053955444935,0.9984938974521356
1000,1.65,1,midpoint_nearest,41,-500.6379709279361,-499.658009366249,-0.14799014709257108,0.9799615616871051
1100,1.65,1,midpoint_nearest,45,-550.7922671179416,-549.8270497067551,-0.3096584123484263,0.9652174111864724
1200,1.65,1,midpoint_nearest,49,-600.9441259715348,-599.9903462540639,-0.4672361127993554,0.9537797174709794
1300,1.65,1,midpoint_nearest,54,-650.1489665447806,-649.1794102577438,0.33581159873779143,0.9695562870367667
1400,1.65,1,midpoint_nearest,58,-700.3037932052481,-699.3505664288249,0.17282018296350543,0.9532267764232074
600,1.65,1,straddling,24,-301.01266257656596,-299.974345054034,-0.49350381529995957,1.0383175225319405
700,1.65,1,straddling,29,-350.1504283589346,-349.1007953945558,0.3743881232547892,1.0496329643788158
800,1.65,1,straddling,33,-400.3183816111194,-399.29695277959684,0.19233280464186464,1.0214288315225417
900,1.65,1,straddling,37,-450.4803848947706,-449.4818909973185,0.018862053955444935,0.9984938974521356
1000,1.65,1,straddling,41,-500.6379709279361,-499.658009366249,-0.14799014709257108,0.9799615616871051
1100,1.65,1,straddling,45,-550.7922671179416,-549.8270497067551,-0.3096584123484263,0.9652174111864724
1200,1.65,1,straddling,49,-600.9441259715348,-599.9903462540639,-0.4672361127993554,0.9537797174709794
1300,1.65,1,straddling,54,-650.1489665447806,-649.1794102577438,0.33581159873779143,0.9695562870367667
1400,1.65,1,straddling,58,-700.3037932052481,-699.3505664288249,0.17282018296350543,0.9532267764232074
600,1.65,1,local_minimum_gap,24,-301.01266257656596,-299.974345054034,-0.49350381529995957,1.0383175225319405
700,1.65,1,local_minimum_gap,28,-351.16929276021466,-350.1504283589346,-0.6598605595746676,1.018864401280041
800,1.65,1,local_minimum_gap,32,-401.3232995901853,-400.3183816111194,-0.8208406006523319,1.0049179790659082
900,1.65,1,local_minimum_gap,36,-451.47549788420446,-450.4803848947706,-0.9779413894875688,0.9951129894338351
1000,1.65,1,local_minimum_gap,41,-500.6379709279361,-499.658009366249,-0.14799014709257108,0.9799615616871051
1100,1.65,1,local_minimum_gap,45,-550.7922671179416,-549.8270497067551,-0.3096584123484263,0.9652174111864724
1200,1.65,1,local_minimum_gap,49,-600.9441259715348,-599.9903462540639,-0.4672361127993554,0.9537797174709794
1300,1.65,1,local_minimum_gap,53,-651.0942011621624,-650.1489665447806,-0.6215838534715203,0.9452346173818569
1400,1.65,1,local_minimum_gap,57,-701.2429956588355,-700.3037932052481,-0.7733944320418686,0.939202453587427
600,1.7,0,midpoint_nearest,27,-300.20704549455985,-299.25142345449524,0.2707655254724841,0.9556220400646112
700,1.7,0,midpoint_nearest,31,-350.57889990919523,-349.7531112894916,-0.16600559934340708,0.8257886197036441
800,1.7,0,midpoint_nearest,36,-400.1754760545183,-399.24415639229596,0.290183776592869,0.9313196622223359
900,1.7,0,midpoint_nearest,40,-450.5403050076918,-449.7279550715834,-0.1341300396376255,0.8123499361084328
1000,1.7,0,midpoint_nearest,45,-500.1431434078596,-499.2275245234296,0.3146660343553549,0.9156188844299891
1100,1.7,0,midpoint_nearest,49,-550.5035071669437,-549.6996218547893,-0.10156451086641027,0.8038853121544207
1200,1.7,0,midpoint_nearest,54,-600.110324946126,-599.2054991984373,0.34208792771835306,0.9048257476886192
1300,1.7,0,midpoint_nearest,58,-650.4678899625452,-649.6693109344417,-0.06860044849349833,0.7985790281035179
1400,1.7,0,midpoint_nearest,63,-700.0771417760028,-699.1800207584639,0.3714187327666423,0.8971210175388933
600,1.7,0,straddling,27,-300.20704549455985,-299.25142345449524,0.2707655254724841,0.9556220400646112
700,1.7,0,straddling,31,-350.57889990919523,-349.7531112894916,-0.16600559934340708,0.8257886197036441
800,1.7,0,straddling,36,-400.1754760545183,-399.24415639229596,0.290183776592869,0.9313196622223359
900,1.7,0,straddling,40,-450.5403050076918,-449.7279550715834,-0.1341300396376255,0.8123499361084328
1000,1.7,0,straddling,45,-500.1431434078596,-499.2275245234296,0.3146660343553549,0.9156188844299891
1100,1.7,0,straddling,49,-550.5035071669437,-549.6996218547893,-0.10156451086641027,0.8038853121544207
1200,1.7,0,straddling,54,-600.110324946126,-599.2054991984373,0.34208792771835306,0.9048257476886192
1300,1.7,0,straddling,58,-650.4678899625452,-649.6693109344417,-0.06860044849349833,0.7985790281035179
1400,1.7,0,straddling,63,-700.0771417760028,-699.1800207584639,0.3714187327666423,0.8971210175388933
600,1.7,0,local_minimum_gap,26,-301.0102483811284,-300.20704549455985,-0.6086469378441279,0.8032028865685561
700,1.7,0,local_minimum_gap,31,-350.57889990919523,-349.7531112894916,-0.16600559934340708,0.8257886197036441
800,1.7,0,local_minimum_gap,35,-400.95368071822514,-400.1754760545183,-0.5645783863717497,0.7782046637068447
900,1.7,0,local_minimum_gap,40,-450.5403050076918,-449.7279550715834,-0.1341300396376255,0.8123499361084328
1000,1.7,0,local_minimum_gap,44,-500.90378553492434,-500.1431434078596,-0.5234644713920034,0.7606421270647274
1100,1.7,0,local_minimum_gap,49,-550.5035071669437,-549.6996218547893,-0.10156451086641027,0.8038853121544207
1200,1.7,0,local_minimum_gap,53,-600.8581282299386,-600.110324946126,-0.48422658803224294,0.7478032838126865
1300,1.7,0,local_minimum_gap,57,-651.250041456344,-650.4678899625452,-0.8589657094446466,0.7821514937987786
1400,1.7,0,local_minimum_gap,62,-700.8154379476947,-700.0771417760028,-0.4462898618487543,0.7382961716918999
600,1.7,1,midpoint_nearest,26,-300.9059578584658,-299.82816109039305,-0.3670594744294249,1.0777967680727443
700,1.7,1,midpoint_nearest,31,-350.3454749169632,-349.26981214034976,0.1923564713434871,1.0756627766134557
800,1.7,1,midpoint_nearest,35,-400.84046605417694,-399.8000687229181,-0.3202673885475633,1.0403973312588164
900,1.7,1,midpoint_nearest,40,-450.2997196574421,-449.2559069425194,0.22218670001927876,1.0438127149226943
1000,1.7,1,midpoint_nearest,44,-500.7816657192447,-499.76820895453693,-0.27493733689084365,1.0134567647077688
1100,1.7,1,midpoint_nearest,49,-550.2551845662698,-549.2349529104625,0.2549312616338284,1.0202316558072653
1200,1.7,1,midpoint_nearest,53,-600.7270319899313,-599.7342926432981,-0.23066231661471193,0.9927393466332433
1300,1.7,1,midpoint_nearest,58,-650.211556163165,-649.2097433980863,0.2893502193743416,1.0018127650787392
1400,1.7,1,midpoint_nearest,62,-700.6752617531881,-699.6991377750181,-0.18719976410307027,0.9761239781699942
600,1.7,1,straddling,26,-300.9059578584658,-299.82816109039305,-0.3670594744294249,1.0777967680727443
700,1.7,1,straddling,31,-350.3454749169632,-349.26981214034976,0.1923564713434871,1.0756627766134557
800,1.7,1,straddling,35,-400.84046605417694,-399.8000687229181,-0.3202673885475633,1.0403973312588164
900,1.7,1,straddling,40,-450.2997196574421,-449.2559069425194,0.22218670001927876,1.0438127149226943
1000,1.7,1,straddling,44,-500.7816657192447,-499.76820895453693,-0.27493733689084365,1.0134567647077688
1100,1.7,1,straddling,49,-550.2551845662698,-549.2349529104625,0.2549312616338284,1.0202316558072653
1200,1.7,1,straddling,53,-600.7270319899313,-599.7342926432981,-0.23066231661471193,0.9927393466332433
1300,1.7,1,straddling,58,-650.211556163165,-649.2097433980863,0.2893502193743416,1.0018127650787392
1400,1.7,1,straddling,62,-700.6752617531881,-699.6991377750181,-0.18719976410307027,0.9761239781699942
600,1.7,1,local_minimum_gap,26,-300.9059578584658,-299.82816109039305,-0.3670594744294249,1.0777967680727443
700,1.7,1,local_minimum_gap,30,-351.4062847610722,-350.3454749169632,-0.8758798390176707,1.0608098441089737
800,1.7,1,local_minimum_gap,35,-400.84046605417694,-399.8000687229181,-0.3202673885475633,1.0403973312588164
900,1.7,1,local_minimum_gap,39,-451.3269442795521,-450.2997196574421,-0.8133319684970957,1.0272246221099977
1000,1.7,1,local_minimum_gap,44,-500.7816657192447,-499.76820895453693,-0.27493733689084365,1.0134567647077688
1100,1.7,1,local_minimum_gap,48,-551.2571322958829,-550.2551845662698,-0.756158431076301,1.0019477296131072
1200,1.7,1,local_minimum_gap,53,-600.7270319899313,-599.7342926432981,-0.23066231661471193,0.9927393466332433
1300,1.7,1,local_minimum_gap,57,-651.193469760352,-650.211556163165,-0.7025129617584298,0.9819135971869173
1400,1.7,1,local_minimum_gap,62,-700.6752617531881,-699.6991377750181,-0.18719976410307027,0.9761239781699942
600,1.75,0,midpoint_nearest,29,-300.05218362593484,-299.0200714175156,0.46387247827476585,1.0321122084192211
700,1.75,0,midpoint_nearest,33,-350.69363034458723,-349.8599302106793,-0.2767802776332928,0.8337001339079393
800,1.75,0,midpoint_nearest,38,-400.51843744408166,-399.65963154237323,-0.08903449322747292,0.858805901708422
900,1.75,0,midpoint_nearest,43,-450.3478100052438,-449.45246429904125,0.09986284785748012,0.8953457062025336
1000,1.75,0,midpoint_nearest,48,-500.17499477858695,-499.2401157906396,0.29244471538675043,0.9348789879473429
1100,1.75,0,midpoint_nearest,52,-550.7818889779088,-549.9955267098167,-0.3887078438626759,0.786362268092148
1200,1.75,0,midpoint_nearest,57,-600.610203290708,-599.8075772885838,-0.20889028964597856,0.8026260021241569
1300,1.75,0,midpoint_nearest,62,-650.444772124769,-649.6114244538742,-0.028098289321633274,0.8333476708947956
1400,1.75,0,midpoint_nearest,67,-700.2795731837493,-699.4084433172711,0.1559917494897718,0.8711298664782134
600,1.75,0,straddling,29,-300.05218362593484,-299.0200714175156,0.46387247827476585,1.0321122084192211
700,1.75,0,straddling,33,-350.69363034458723,-349.8599302106793,-0.2767802776332928,0.8337001339079393
