coupling,sector,selector,fitted_coefficient,theory_coefficient,relative_difference,fit_rms
1.05,0,midpoint_nearest,3.182265241323869,2.0116008064341786,0.5819566343109813,0.04658007898560748
1.05,0,straddling,3.271105220953014,2.0116008064341786,0.6261204561512724,0.04107486004987677
1.05,0,local_minimum_gap,1.9267304053869558,2.0116008064341786,-0.042190478735026196,0.012692894155089857
1.05,1,midpoint_nearest,3.2681625204295326,2.0116008064341786,0.6246575910967005,0.028154029468501977
1.05,1,straddling,3.2681625204295326,2.0116008064341786,0.6246575910967005,0.028154029468501977
1.05,1,local_minimum_gap,2.7670982296374933,2.0116008064341786,0.3755702526996552,0.007741511528669775
1.1,0,midpoint_nearest,3.337776936835982,2.879317227558483,0.1592251471597139,0.04274533958490413
1.1,0,straddling,3.431774062225994,2.879317227558483,0.1918707773425739,0.03901117965192441
1.1,0,local_minimum_gap,2.3733787005418012,2.879317227558483,-0.1757147570174796,0.01221965784260057
1.1,1,midpoint_nearest,3.5980712360196123,2.879317227558483,0.2496265439534763,0.020678537112905338
1.1,1,straddling,3.5980712360196123,2.879317227558483,0.2496265439534763,0.020678537112905338
1.1,1,local_minimum_gap,3.298998957078854,2.879317227558483,0.1457573780004227,0.004581184740646911
1.15,0,midpoint_nearest,3.6515947236807924,3.56816334791518,0.023382162650810265,0.046207912759118404
1.15,0,straddling,3.6515947236807924,3.56816334791518,0.023382162650810265,0.046207912759118404
1.15,0,local_minimum_gap,2.756258551823445,3.56816334791518,-0.22754137547153433,0.013594535440457658
1.15,1,midpoint_nearest,3.941642278536611,3.56816334791518,0.10466979625236292,0.016715184476488704
1.15,1,straddling,3.941642278536611,3.56816334791518,0.10466979625236292,0.016715184476488704
1.15,1,local_minimum_gap,3.7298003390294587,3.56816334791518,0.04529977339986989,0.002908371090023988
1.2,0,midpoint_nearest,3.986611184961582,4.167793630437725,-0.04347202897786329,0.033070465226754976
1.2,0,straddling,3.986611184961582,4.167793630437725,-0.04347202897786329,0.033070465226754976
1.2,0,local_minimum_gap,3.008849334101444,4.167793630437725,-0.27807142078063063,0.006965730846347245
1.2,1,midpoint_nearest,4.2822451720235755,4.167793630437725,0.02746094258362556,0.01705134355043908
1.2,1,straddling,4.2822451720235755,4.167793630437725,0.02746094258362556,0.01705134355043908
1.2,1,local_minimum_gap,4.125995445412014,4.167793630437725,-0.010028851889511938,0.0027464893553730695
1.25,0,midpoint_nearest,4.060016203224659,4.71238898038469,-0.13843780296480845,0.05035883551303754
1.25,0,straddling,4.196537714197546,4.71238898038469,-0.10946703855186274,0.045388591356518064
1.25,0,local_minimum_gap,3.3199138397913677,4.71238898038469,-0.2954924023440122,0.012373982352298469
1.25,1,midpoint_nearest,4.610955583194483,4.71238898038469,-0.021524835409900026,0.015159852602790593
1.25,1,straddling,4.610955583194483,4.71238898038469,-0.021524835409900026,0.015159852602790593
1.25,1,local_minimum_gap,4.465092118557414,4.71238898038469,-0.052478023961232495,0.0027606249244443966
1.3,0,midpoint_nearest,4.204173762191972,5.219205700775419,-0.1944801559426262,0.05253179467916989
1.3,0,straddling,4.3539837872733855,5.219205700775419,-0.16577654974845826,0.05068332771046801
1.3,0,local_minimum_gap,3.589277299063093,5.219205700775419,-0.31229434039554466,0.014123243404162746
1.3,1,midpoint_nearest,4.92525041781712,5.219205700775419,-0.056321842788190156,0.014219668619156006
1.3,1,straddling,4.92525041781712,5.219205700775419,-0.056321842788190156,0.014219668619156006
1.3,1,local_minimum_gap,4.790386222010549,5.219205700775419,-0.08216182755570633,0.0024933715149335414
1.35,0,midpoint_nearest,4.4540510810848195,5.698332956188502,-0.2183589278952835,0.04816761430799363
1.35,0,straddling,4.578144938294579,5.698332956188502,-0.19658170670377853,0.047573141671354395
1.35,0,local_minimum_gap,3.8257758203217676,5.698332956188502,-0.32861490373831187,0.016250787428279546
1.35,1,midpoint_nearest,5.210299333994022,5.698332956188502,-0.0856449817774278,0.014777159828395524
1.35,1,straddling,5.210299333994022,5.698332956188502,-0.0856449817774278,0.014777159828395524
1.35,1,local_minimum_gap,5.096282444215555,5.698332956188502,-0.10565379675104947,0.004320018209480368
1.4,0,midpoint_nearest,4.5776541437185845,6.156239184776947,-0.2564203556226118,0.04736737554384982
1.4,0,straddling,4.5776541437185845,6.156239184776947,-0.2564203556226118,0.04736737554384982
1.4,0,local_minimum_gap,4.084030665703562,6.156239184776947,-0.3366029903772274,0.01991222598586881
1.4,1,midpoint_nearest,5.434939915590925,6.156239184776947,-0.11716556935761037,0.009382038407276761
1.4,1,straddling,5.434939915590925,6.156239184776947,-0.11716556935761037,0.009382038407276761
1.4,1,local_minimum_gap,5.387881138414972,6.156239184776947,-0.12480964811470592,0.0036989379868658037
1.45,0,midpoint_nearest,4.895606504548772,6.5973445725385655,-0.25794288130307375,0.05071806080603603
1.45,0,straddling,5.036499892940862,6.5973445725385655,-0.23658680586348588,0.04758632281060263
1.45,0,local_minimum_gap,4.27652549794965,6.5973445725385655,-0.35178078832646104,0.014986293918109996
1.45,1,midpoint_nearest,5.771317498848326,6.5973445725385655,-0.12520599229098564,0.013984656017178748
1.45,1,straddling,5.771317498848326,6.5973445725385655,-0.12520599229098564,0.013984656017178748
1.45,1,local_minimum_gap,5.675860645633402,6.5973445725385655,-0.13967497328255957,0.005136504383202922
1.5,0,midpoint_nearest,4.990937582913399,7.024814731040727,-0.28952751438983626,0.052277041653716654
1.5,0,straddling,4.990937582913399,7.024814731040727,-0.28952751438983626,0.052277041653716654
1.5,0,local_minimum_gap,4.557074461818551,7.024814731040727,-0.3512890181029131,0.015892420743230436
1.5,1,midpoint_nearest,6.074987329167179,7.024814731040727,-0.1352103134729691,0.011429652115910412
1.5,1,straddling,6.074987329167179,7.024814731040727,-0.1352103134729691,0.011429652115910412
1.5,1,local_minimum_gap,5.952231603908955,7.024814731040727,-0.15268489891873183,0.006047370472912971
1.55,0,midpoint_nearest,5.299033344371745,7.4409999791769454,-0.28786005117582664,0.05984376580168252
1.55,0,straddling,5.456412021348151,7.4409999791769454,-0.2667098459054573,0.05192610063632081
1.55,0,local_minimum_gap,4.744772233244982,7.4409999791769454,-0.3623475008032718,0.01574085643975816
1.55,1,midpoint_nearest,6.33170826873997,7.4409999791769454,-0.14907831118683532,0.01137902738533643
1.55,1,straddling,6.33170826873997,7.4409999791769454,-0.14907831118683532,0.01137902738533643
1.55,1,local_minimum_gap,6.221388338387956,7.4409999791769454,-0.1639042661204108,0.006199244855224431
1.6,0,midpoint_nearest,5.440946576627066,7.84769593338055,-0.3066822895770286,0.05071319312319208
1.6,0,straddling,5.5852144580442316,7.84769593338055,-0.2882988197481945,0.05030239301781219
1.6,0,local_minimum_gap,4.936973460256299,7.84769593338055,-0.37090153566518214,0.01802682464669384
1.6,1,midpoint_nearest,6.551588626451014,7.84769593338055,-0.16515768678249637,0.01243203466415821
1.6,1,straddling,6.551588626451014,7.84769593338055,-0.16515768678249637,0.01243203466415821
1.6,1,local_minimum_gap,6.480313744080786,7.84769593338055,-0.1742399553840431,0.006856444052401521
1.65,0,midpoint_nearest,5.64506902234426,8.246306708066689,-0.31544275247218856,0.05131859862082127
1.65,0,straddling,5.64506902234426,8.246306708066689,-0.31544275247218856,0.05131859862082127
1.65,0,local_minimum_gap,5.183464260046658,8.246306708066689,-0.37141990426137095,0.01789491042152635
1.65,1,midpoint_nearest,6.805818799950314,8.246306708066689,-0.17468279547585375,0.012904609371202656
1.65,1,straddling,6.805818799950314,8.246306708066689,-0.17468279547585375,0.012904609371202656
1.65,1,local_minimum_gap,6.7379681887001714,8.246306708066689,-0.18291079543415875,0.007479092711135861
1.7,0,midpoint_nearest,5.976531588209894,8.637951682675444,-0.3081077774263754,0.056727968857465935
1.7,0,straddling,5.976531588209894,8.637951682675444,-0.3081077774263754,0.056727968857465935
1.7,0,local_minimum_gap,5.37316494305579,8.637951682675444,-0.3779584396342036,0.02441784312474945
