model,param,realization,runtime_s,chi_m_tot,chi_p_tot,chi_d_tot,I_m_tot,I_p_tot,C_m_tot,C_p_tot,beta_W_irr_tot,beta_W_relax_tot,chi_m_tau1_tot,chi_m_tau2_tot,chi_p_h2_tot,chi_p_h3_tot,identity_residual_max,n_eval,n_seq
cluster,0.5,0,0.4,0.0024733174608626562,0.0024733174608626562,0.0,0.0008490020819742483,0.0008490020819742483,0.001624315378888408,0.001624315378888408,0.0012598883906490554,0.0012598883906486114,0.0024733174608626562,0.0024733174608626562,0.0024733174608626562,0.0024733174608626562,6.661338147750939e-16,8,2
tfim,1.0,0,0.3,0.0031477118141878258,0.0031477118141878258,0.0,0.0018011155723360872,0.0018011155723360872,0.0013465962418530708,0.0013465962418530708,0.0004782842031509915,0.00047828420315010334,0.0031477118141878258,0.0031477118141878258,0.0031477118141878258,0.0031477118141878258,8.881784197001252e-16,8,2
