depth,critical_probability,critical_probability_error,critical_exponent,critical_exponent_error,cost,unscaled_cost,probability_at_boundary,exponent_at_boundary,leave_one_size_out_probability_span
1,0.15437500000000004,0.00875,1.59375,0.11659544378371728,2.2881299474464805,69.23580481076867,False,False,0.008750000000000036
3,0.415625,0.008750000000000008,1.25,0.07693327613444995,0.7019050064496329,53.813539948039484,False,False,0.015312500000000007
5,0.5871875000000001,0.008750000000000008,1.12109375,0.10702530967396122,0.8159843329348965,26.81182317188208,False,False,0.013124999999999942
7,0.7003125000000001,0.00874999999999998,1.0609375,0.08896150843889708,0.6770559189092193,25.656241140718105,False,False,0.004375000000000018
11,0.8200000000000001,0.00874999999999998,1.04375,0.018462072402753545,0.39094245814311984,63.61558845683542,False,False,0.006562500000000027
15,0.8609375000000001,0.00874999999999998,0.91484375,0.0910284074312665,0.578117156873139,38.66408540026848,False,False,0.010937500000000044
23,0.8893750000000001,0.00874999999999998,0.975,0.05751071406258012,0.5807056239384634,75.43188926519858,False,False,0.01968749999999997
31,0.8915625000000001,0.00874999999999998,0.94921875,0.05518057109556132,0.6181180653011892,89.59423905737985,False,False,0.015312499999999951
