panel,depth,measurement_fraction,time,entropy_density_mean,entropy_density_standard_deviation,entropy_density_standard_error,measurement_change_mean,measurement_change_standard_deviation,measurement_change_standard_error,realizations
A,3,0.1,22,0.08849431818181822,0.009838795511096204,0.0006350915193535982,-0.23333333333333334,0.44314081242577696,0.02860461644249765,240
A,3,0.1,23,0.08806818181818188,0.009751573787215112,0.0006294613812866152,-0.075,0.2639417965509202,0.017037369706829668,240
A,3,0.1,24,0.09628314393939388,0.010318890341113711,0.0006660815073745662,-0.25416666666666665,0.4818714968433113,0.03110467137143641,240
A,3,0.1,25,0.09580965909090902,0.01004135633857948,0.0006481667645442101,-0.08333333333333333,0.2769630077661106,0.01787788527656103,240
A,3,0.1,26,0.1039535984848485,0.010198412386231403,0.0006583046888271611,-0.24583333333333332,0.44107055637882286,0.028470981989293674,240
A,3,0.1,27,0.10355113636363635,0.010023769362302726,0.0006470315301070433,-0.07083333333333333,0.25708238535367495,0.016594596617967677,240
A,3,0.1,28,0.11190814393939398,0.0105806454379862,0.0006829777262241006,-0.22916666666666666,0.44059598915841613,0.028440348806938822,240
A,3,0.1,29,0.11157670454545456,0.010520900754988832,0.0006791212235195464,-0.058333333333333334,0.25204878764409683,0.016269679282955946,240
A,3,0.1,30,0.11983901515151514,0.01065181748180069,0.000687571861897585,-0.175,0.3807611843372538,0.024578028763673272,240
A,3,0.1,31,0.1192708333333333,0.010677149333461913,0.0006892070258911269,-0.1,0.31423680541031046,0.02028389856865922,240
A,3,0.1,32,0.1277225378787878,0.011025149881350015,0.0007116703646651548,-0.2125,0.4394866727954933,0.028368742743617562,240
A,3,0.1,33,0.12722537878787868,0.010959330865251343,0.0007074217654449228,-0.0875,0.29756684140643525,0.019207857019177786,240
A,3,0.1,34,0.13586647727272713,0.011190933386575116,0.0007223716439120331,-0.1625,0.3808298580116044,0.024582461630291316,240
A,3,0.1,35,0.13541666666666652,0.011107160199085106,0.0007169641079119079,-0.07916666666666666,0.2705629752394674,0.01746476495337978,240
A,3,0.1,36,0.14410511363636352,0.010849575180678559,0.0007003370664698897,-0.20416666666666666,0.4241448859056159,0.027378434658191588,240
A,3,0.1,37,0.14384469696969684,0.010600653632719927,0.0006842692496406239,-0.04583333333333333,0.20956054170945929,0.013527074801049008,240
A,3,0.1,38,0.15220170454545448,0.01066562552382244,0.0006884631671774845,-0.20833333333333334,0.41711969792720743,0.026924960724119044,240
A,3,0.1,39,0.15156249999999993,0.010617947668970331,0.0006853855748803992,-0.1125,0.3295902108876568,0.021274956630681418,240
A,3,0.1,40,0.15987215909090924,0.010979520402746095,0.0007087249944863363,-0.175,0.3915958124581113,0.025277401001580466,240
A,3,0.1,41,0.15944602272727287,0.010977059626875162,0.0007085661520868883,-0.075,0.26394179655092004,0.017037369706829657,240
A,3,0.1,42,0.16794507575757586,0.011582520918340486,0.0007476485103971956,-0.16666666666666666,0.4056779713731841,0.02618640045085919,240
A,3,0.1,43,0.16751893939393947,0.011586893349413917,0.0007479307496093596,-0.075,0.27934472037850894,0.018031624164615546,240
A,3,0.1,44,0.1750946969696972,0.011931497426663095,0.0007701748471463803,-0.19583333333333333,0.4080560781326217,0.026339906582105936,240
A,3,0.1,45,0.17457386363636385,0.012054917534978437,0.0007781415808812541,-0.09166666666666666,0.30328282872270884,0.019576822413895464,240
A,3,0.1,46,0.18302556818181828,0.012011771036755338,0.0007753564863968337,-0.16666666666666666,0.3844973534158875,0.024819197440675993,240
A,3,0.1,47,0.1825284090909092,0.011796677135014809,0.0007614722347416363,-0.0875,0.28315688984692305,0.018277698645683682,240
A,3,0.1,48,0.19093276515151497,0.011768853477167157,0.0007596762253503942,-0.19583333333333333,0.42807261600646274,0.027631968546007878,240
A,3,0.1,49,0.1905539772727271,0.011793313128154934,0.0007612550890325559,-0.06666666666666667,0.24996513006468918,0.016135179764551866,240
A,3,0.1,50,0.19848484848484838,0.012282930874259305,0.0007928597786437198,-0.20416666666666666,0.41416262917248814,0.02673408275677541,240
A,3,0.1,51,0.19805871212121204,0.012196021927538157,0.000787249830255596,-0.075,0.2639417965509201,0.01703736970682966,240
A,3,0.1,52,0.20598958333333336,0.012438990571029773,0.0008029333887538232,-0.2375,0.43614179491533084,0.028152831804868116,240
A,3,0.1,53,0.20561079545454547,0.012302869688274029,0.0007941468235540891,-0.06666666666666667,0.24996513006468896,0.016135179764551852,240
A,3,0.1,54,0.2136363636363636,0.012297584817521428,0.0007938056866138944,-0.24583333333333332,0.44107055637882275,0.028470981989293667,240
A,3,0.1,55,0.21309185606060596,0.012409092266113635,0.000801003461470156,-0.09583333333333334,0.2949777194148491,0.019040729913265914,240
A,3,0.1,56,0.22107007575757578,0.012549734932535785,0.0008100819065504759,-0.24583333333333332,0.4775102502057989,0.030823154111506598,240
A,3,0.1,57,0.22059659090909092,0.012477773818490343,0.0008054368366126004,-0.08333333333333333,0.27696300776611094,0.01787788527656105,240
A,3,0.1,58,0.22904829545454553,0.012697287826329114,0.0008196064048895805,-0.2125,0.4099316199738604,0.026460972287376483,240
A,3,0.1,59,0.22862215909090916,0.012771008901850312,0.0008243650798522154,-0.075,0.26394179655092026,0.01703736970682967,240
A,3,0.1,60,0.2364820075757577,0.01247693934092845,0.0008053829713176005,-0.225,0.43799658010548426,0.02827255767407239,240
A,3,0.1,61,0.23593750000000016,0.012386507583936085,0.0007995456265042721,-0.09583333333333334,0.2949777194148491,0.019040729913265914,240
A,3,0.1,62,0.24455492424242437,0.012569093797009226,0.000811331515878928,-0.21666666666666667,0.44219561231845755,0.028543604037922957,240
A,3,0.1,63,0.2441761363636365,0.012634834612950063,0.0008155750673006771,-0.06666666666666667,0.24996513006468912,0.016135179764551862,240
A,3,0.1,64,0.25248579545454536,0.01271589094755714,0.0008208072312013075,-0.18333333333333332,0.3877482108725554,0.025029039387185478,240
A,3,0.1,65,0.25210700757575755,0.01264629966934558,0.0008163151335087299,-0.06666666666666667,0.24996513006468876,0.01613517976455184,240
A,3,0.1,66,0.2598248106060604,0.012844482127207894,0.0008291077561555832,-0.225,0.4379965801054841,0.028272557674072378,240
A,3,0.1,67,0.2593749999999998,0.012681520287820434,0.0008185886146553338,-0.07916666666666666,0.27056297523946765,0.0174647649533798,240
A,3,0.1,68,0.2679450757575755,0.013035443913281148,0.0008414342864426454,-0.2125,0.4671757036440505,0.03015606199943565,240
A,3,0.1,69,0.26747159090909073,0.013080269600959206,0.0008443277721403023,-0.08333333333333333,0.27696300776611027,0.01787788527656101,240
A,3,0.1,70,0.27518939393939396,0.013337372381185809,0.0008609236852416566,-0.22083333333333333,0.4256220322838225,0.027473784046903333,240
A,3,0.1,71,0.274810606060606,0.013188680593722059,0.0008513256716322414,-0.06666666666666667,0.24996513006468915,0.016135179764551866,240
A,3,0.1,72,0.28300189393939396,0.013247185018631367,0.0008551021160214613,-0.15833333333333333,0.36581618113766873,0.023613332955323113,240
A,3,0.1,73,0.2826941287878789,0.01323347631431248,0.0008542172229627091,-0.05416666666666667,0.22681931442163428,0.014641123789219555,240
A,3,0.1,74,0.29114583333333316,0.013352808037255677,0.0008619200525565963,-0.20416666666666666,0.41416262917248814,0.02673408275677541,240
A,3,0.1,75,0.29074337121212107,0.013261516162140564,0.0008560271873571817,-0.07083333333333333,0.2570823853536749,0.016594596617967673,240
A,3,0.1,76,0.298413825757576,0.013342245397868236,0.0008612382371159371,-0.20833333333333334,0.43672101400382046,0.02819022023626021,240
A,3,0.1,77,0.2979403409090911,0.01334814969969407,0.0008616193581599778,-0.08333333333333333,0.27696300776611044,0.01787788527656102,240
A,3,0.1,78,0.30651041666666695,0.013505256764197204,0.0008717605755665139,-0.2375,0.472961381741942,0.030529525914763166,240
A,3,0.1,79,0.30594223484848515,0.013470205320478757,0.0008694980146034795,-0.1,0.31423680541031057,0.020283898568659225,240
A,3,0.1,80,0.3144176136363636,0.013680977027460923,0.0008831032697867067,-0.1875,0.391128075632672,0.02524720871932489,240
A,3,0.1,81,0.31392045454545453,0.013508777737856767,0.000871987853438946,-0.0875,0.29756684140643525,0.019207857019177786,240
A,3,0.1,82,0.32166193181818137,0.0136577552076964,0.0008816043077664297,-0.16666666666666666,0.3844973534158875,0.024819197440675993,240
A,3,0.1,83,0.32092803030302985,0.013622951542107329,0.0008793577408128722,-0.12916666666666668,0.34831232878287277,0.022483464144246474,240
A,3,0.1,84,0.32859848484848453,0.013738470683660452,0.0008868144693362625,-0.1875,0.4318031668427149,0.02787277456702429,240
A,3,0.1,85,0.32814867424242394,0.013861616622897859,0.000894763505533255,-0.07916666666666666,0.27056297523946793,0.017464764953379817,240
A,3,0.1,86,0.3367424242424239,0.013931782683417406,0.0008992927052642748,-0.17916666666666667,0.38429326173917144,0.024806023379592316,240
A,3,0.1,87,0.336245265151515,0.01385576864461739,0.0008943860201584343,-0.0875,0.28315688984692305,0.018277698645683682,240
A,3,0.1,88,0.3442708333333336,0.014645741068688361,0.000945378520864934,-0.22916666666666666,0.4682194231051761,0.030223433800953187,240
A,3,0.1,89,0.3438683712121215,0.014431647056737218,0.0009315588118181088,-0.07083333333333333,0.25708238535367484,0.01659459661796767,240
A,3,0.1,90,0.3518702651515152,0.014290089661676664,0.0009224213212580749,-0.1875,0.411967927418819,0.02659241536774453,240
A,3,0.1,91,0.35127840909090907,0.014103865333359515,0.0009104005925542253,-0.10416666666666667,0.30611503658043565,0.019759640644995025,240
A,3,0.1,92,0.35939867424242455,0.014643492825059922,0.0009452333973627479,-0.19166666666666668,0.41510866316124995,0.026795148988165755,240
A,3,0.1,93,0.3588778409090913,0.01462118384163575,0.0009437933586748707,-0.09166666666666666,0.2891578692707973,0.018665060201843654,240
A,3,0.1,94,0.3666903409090912,0.014671906762428737,0.0009470675091332412,-0.25416666666666665,0.4550775065409773,0.029375126734446696,240
A,3,0.1,95,0.36626420454545483,0.014763683793777932,0.0009529916910329044,-0.075,0.26394179655091987,0.017037369706829647,240
A,3,0.1,96,0.37400568181818183,0.014922878917066066,0.0009632676920544441,-0.20416666666666666,0.424144885905616,0.027378434658191595,240
A,3,0.1,97,0.37353219696969686,0.014618046316655526,0.0009435908323082587,-0.08333333333333333,0.276963007766111,0.017877885276561055,240
A,3,0.1,98,0.3818181818181818,0.015402814882924679,0.0009942474254380504,-0.1875,0.4016831741372014,0.025928537398085247,240
A,3,0.1,99,0.38127367424242414,0.015490243852828394,0.0009998909411782697,-0.09583333333333334,0.2949777194148491,0.019040729913265914,240
A,3,0.1,100,0.3888494318181816,0.015510577268887049,0.0010012034575410476,-0.20416666666666666,0.42414488590561594,0.02737843465819159,240
A,3,0.1,101,0.3883996212121209,0.015519809275745245,0.0010017993810212788,-0.07916666666666666,0.2856090411861163,0.01843598433400161,240
A,3,0.1,102,0.39682765151515126,0.015321849262752334,0.000989021117129003,-0.25,0.4619406036915484,0.029818137750572786,240
A,3,0.1,103,0.39642518939393895,0.015261838870700222,0.0009851474629787161,-0.07083333333333333,0.2570823853536749,0.016594596617967673,240
A,3,0.1,104,0.40428503787878783,0.01562438764548081,0.0010085498857606014,-0.23333333333333334,0.44314081242577724,0.028604616442497666,240
A,3,0.1,105,0.40381155303030297,0.01573851935623619,0.0010159170560110973,-0.08333333333333333,0.2769630077661108,0.017877885276561045,240
A,3,0.1,106,0.41245265151515187,0.015470993301331493,0.0009986483234223895,-0.1625,0.36967983433819945,0.023862730697009386,240
A,3,0.1,107,0.41197916666666684,0.015321849262752329,0.0009890211171290025,-0.08333333333333333,0.27696300776611077,0.01787788527656104,240
A,3,0.1,108,0.420004734848485,0.015240139615222954,0.0009837467820605734,-0.20416666666666666,0.4241448859056157,0.027378434658191578,240
A,3,0.1,109,0.4195549242424244,0.015037095106943899,0.0009706403154088459,-0.07916666666666666,0.2705629752394675,0.017464764953379786,240
A,3,0.1,110,0.42767518939393945,0.01510616037449666,0.0009750984592593993,-0.2,0.4008359465753354,0.025873849094125996,240
A,3,0.1,111,0.42729640151515164,0.015077519613732574,0.0009732497061016991,-0.06666666666666667,0.2499651300646891,0.016135179764551862,240
A,3,0.1,112,0.4349431818181817,0.01514190372845281,0.0009774056828362287,-0.20416666666666666,0.41416262917248814,0.02673408275677541,240
A,3,0.1,113,0.4345170454545454,0.01508134525630226,0.0009734966502677147,-0.075,0.2639417965509202,0.017037369706829668,240
A,3,0.1,114,0.44292140151515164,0.01494027420259318,0.000964390552906928,-0.175,0.40213863426876606,0.02595793722315877,240
A,3,0.1,115,0.44235321969696967,0.014801299984773838,0.0009554198057208194,-0.1,0.30062695993150257,0.019405386820594565,240
A,3,0.1,116,0.45056818181818153,0.014948879543953355,0.0009649460253032011,-0.2125,0.4581320085286485,0.029572293989933496,240
A,3,0.1,117,0.45018939393939367,0.014960320552308129,0.0009656845392168987,-0.06666666666666667,0.24996513006468865,0.016135179764551835,240
A,3,0.1,118,0.45788352272727245,0.01543681412468362,0.0009964420670566514,-0.19166666666666668,0.41510866316124995,0.026795148988165755,240
A,3,0.1,119,0.45731534090909054,0.01539212329895488,0.0009935572866603903,-0.1,0.30062695993150235,0.01940538682059455,240
A,3,0.1,120,0.46564867424242407,0.015003427975991105,0.0009684671114506,-0.21666666666666667,0.42284814990733455,0.02729473070942873,240
A,3,0.1,121,0.46505681818181793,0.014859155548467128,0.0009591543662986453,-0.10416666666666667,0.30611503658043543,0.01975964064499501,240
A,3,0.1,122,0.4732244318181821,0.01492519820289819,0.0009634174013111593,-0.18333333333333332,0.40876041480127195,0.026385371318569367,240
A,3,0.1,123,0.472916666666667,0.01486975722433137,0.000959838701533047,-0.05416666666666667,0.24457146651136633,0.015787020279267445,240
A,3,0.1,124,0.4811789772727276,0.015089012281431988,0.0009739915546117544,-0.2125,0.43948667279549375,0.02836874274361759,240
A,3,0.1,125,0.48063446969697016,0.015046075247950935,0.0009712199810182933,-0.09583333333333334,0.3088366166567778,0.01993531788351241,240
A,3,0.1,126,0.4887310606060611,0.015356852395579443,0.0009912805596374108,-0.2791666666666667,0.5022786293267737,0.03242194610897471,240
A,3,0.1,127,0.488328598484849,0.015092294293341827,0.0009742034075695689,-0.07083333333333333,0.2728727793239104,0.017613862165913943,240
A,3,0.1,128,0.4968513257575756,0.014816805935463962,0.0009564207105339855,-0.125,0.3314100722417223,0.02139242817595979,240
A,3,0.1,129,0.49628314393939377,0.014729945776132531,0.0009508139113583263,-0.1,0.31423680541031007,0.020283898568659194,240
A,3,0.1,130,0.5043323863636363,0.015124331010676895,0.0009762713687813334,-0.2708333333333333,0.4726664030702331,0.030510485123379585,240
A,3,0.1,131,0.5037405303030302,0.015135583618885035,0.0009769977215178588,-0.10416666666666667,0.3323293807268345,0.021451769283507567,240
A,3,0.1,132,0.511197916666666,0.014677122799628689,0.0009474042028867182,-0.2,0.40083594657533544,0.025873849094126,240
A,3,0.1,133,0.5106297348484842,0.014418069137656041,0.0009306823609101497,-0.1,0.3398252073465383,0.021935622811243755,240
A,3,0.1,134,0.5177556818181815,0.013811605763538848,0.0008915353184428055,-0.275,0.5087107339919825,0.032837136679798325,240
A,3,0.1,135,0.51702178030303,0.013598451130975605,0.0008777762460747321,-0.12916666666666668,0.38265660962880066,0.024700377940142293,240
A,3,0.1,136,0.5246685606060602,0.013362920099720932,0.000862572783381992,-0.24583333333333332,0.49472461099610276,0.03193433632244748,240
A,3,0.1,137,0.5236505681818175,0.013366352247586066,0.0008627943275740485,-0.17916666666666667,0.41567525007942385,0.026831722016470196,240
A,3,0.1,138,0.5300426136363635,0.012577576304412379,0.0008118790593773695,-0.3375,0.5161107370390865,0.03331480482252029,240
A,3,0.1,139,0.5291193181818182,0.012377780464910724,0.0007989822933935122,-0.1625,0.3808298580116043,0.02458246163029131,240
A,3,0.1,140,0.5350378787878789,0.01176849480370314,0.0007596530730778464,-0.425,0.6359192601575538,0.041048411735379126,240
A,3,0.1,141,0.533499053030303,0.011854621272102031,0.0007652125127074558,-0.2708333333333333,0.506839552460769,0.03271635243132964,240
A,3,0.1,142,0.5378551136363637,0.011793313128154915,0.0007612550890325547,-0.5416666666666666,0.7073532887001133,0.045659458450343096,240
A,3,0.1,143,0.5360085227272726,0.012008959391283758,0.0007751749954620525,-0.325,0.5513391836224691,0.03558879127135693,240
A,3,0.1,144,0.5398910984848487,0.012049570622318644,0.0007777964391531707,-0.625,0.7325372882393687,0.047285078630450283,240
A,3,0.1,145,0.5375473484848486,0.011477082853158375,0.0007408425125554182,-0.4125,0.6142059540373217,0.039646823852133084,240
A,3,0.1,146,0.5415482954545461,0.01151456036076517,0.0007432616752690595,-0.5666666666666667,0.7054282456514627,0.045535197455873824,240
A,3,0.1,147,0.5392518939393942,0.011446442151506067,0.0007388646637684932,-0.4041666666666667,0.56314951652624,0.036351144982181435,240
A,3,0.1,148,0.5421875000000005,0.011497464622483241,0.0007421581501081089,-0.6458333333333334,0.7732338042526659,0.04991202744325301,240
A,3,0.1,149,0.539772727272728,0.011135500001444356,0.0007187934342881109,-0.425,0.6021231612014526,0.03886688292831649,240
A,3,0.1,150,0.5422821969696976,0.01219602192753814,0.0007872498302555949,-0.6916666666666667,0.7953403348608852,0.05133899785805397,240
A,3,0.1,151,0.5399147727272734,0.011998761653458279,0.0007745167343159347,-0.4166666666666667,0.5576899955188489,0.03599873441651651,240
A,3,0.1,152,0.5428030303030312,0.011907699757209346,0.0007686387141884983,-0.5208333333333334,0.7082769277730437,0.04571907909613253,240
A,3,0.1,153,0.5405776515151524,0.012028744081619806,0.0007764520917317423,-0.39166666666666666,0.6039733615635552,0.03898631284814267,240
A,3,0.1,154,0.5431344696969702,0.011999512127191506,0.0007745651771871106,-0.6166666666666667,0.7727940215355322,0.049883639590929535,240
A,3,0.1,155,0.540577651515152,0.011790568723978509,0.0007610779385047133,-0.45,0.6513584131849209,0.0420450047779548,240
A,3,0.1,156,0.5428740530303036,0.011408099546336122,0.0007363896592472698,-0.6791666666666667,0.7823787174135342,0.05050232904949561,240
A,3,0.1,157,0.5401041666666673,0.011251247028461834,0.0007262648727549728,-0.4875,0.6905291767427755,0.044573466693251455,240
A,3,0.1,158,0.5428503787878791,0.011479436442639846,0.0007409944361031773,-0.5833333333333334,0.7384631030273445,0.047667588330225955,240
A,3,0.1,159,0.5407907196969699,0.011167573501590429,0.0007208637698201163,-0.3625,0.6320005428735549,0.040795459622388744,240
A,3,0.1,160,0.544176136363637,0.011243240589541804,0.0007257480593449777,-0.6333333333333333,0.725314340550418,0.04681883936195306,240
A,3,0.1,161,0.5415719696969703,0.01120764301338443,0.0007234502456845967,-0.4583333333333333,0.6454972243679018,0.0416666666666666,240
A,3,0.1,162,0.5448390151515154,0.011346883650997666,0.0007324381901944528,-0.5333333333333333,0.6775952227646898,0.0437385835539558,240
A,3,0.1,163,0.5415956439393944,0.011670309343019719,0.0007533152288434032,-0.5708333333333333,0.7226052161905757,0.0466439661364785,240
A,3,0.1,164,0.5438683712121217,0.011922224818369364,0.0007695763028547548,-0.6791666666666667,0.7211561885310457,0.0465504318032526,240
A,3,0.1,165,0.5413115530303032,0.012141700822124664,0.0007837434179786953,-0.45,0.5977643145356016,0.038585520585891285,240
A,3,0.1,166,0.5441524621212127,0.011670888043219332,0.0007533525837806623,-0.6208333333333333,0.6419629720331584,0.04143853165943734,240
A,3,0.1,167,0.5416193181818186,0.01147394398285969,0.0007406398993488729,-0.44583333333333336,0.5903542420460891,0.03810720246345676,240
A,3,0.1,168,0.5443892045454548,0.011878335755528597,0.0007667432760303725,-0.6083333333333333,0.706169267858281,0.04558303023364345,240
A,3,0.1,169,0.5416666666666671,0.01175701147541595,0.0007589118274242577,-0.4791666666666667,0.640004685303631,0.04131212479459469,240
A,3,0.1,170,0.5443181818181821,0.012091558281132857,0.0007805067308753989,-0.625,0.7210232152902205,0.046541848417465816,240
A,3,0.1,171,0.5413589015151518,0.011933549167429952,0.0007703072864433931,-0.5208333333333334,0.6903271716404917,0.044560427319968225,240
A,3,0.1,172,0.5439630681818185,0.011186708057943476,0.0007220989001216566,-0.65,0.7044390034796707,0.04547134214826189,240
A,3,0.1,173,0.5411931818181824,0.01073403228759243,0.0006928788047916364,-0.4875,0.6965620896731859,0.04496288954839477,240
A,3,0.1,174,0.543773674242425,0.011171806067173237,0.0007211369807536821,-0.6125,0.7288510474523485,0.04704713281081296,240
A,3,0.1,175,0.5410037878787887,0.011164171170008627,0.0007206441502608731,-0.4875,0.6783023973563821,0.04378423147756389,240
A,3,0.1,176,0.5435842803030312,0.010970494859351256,0.0007081423981653581,-0.6208333333333333,0.7100469468046932,0.04583333333333334,240
A,3,0.1,177,0.5412405303030309,0.010890091220388642,0.0007029523655874136,-0.4125,0.6473715765763873,0.04178765558147313,240
A,3,0.1,178,0.5436079545454547,0.01118783999887296,0.0007221719665944696,-0.5916666666666667,0.7144162064504493,0.04611536783072116,240
A,3,0.1,179,0.5409801136363641,0.011364602112823242,0.0007335819119873006,-0.4625,0.6522009726967671,0.04209939176058095,240
A,3,0.1,180,0.543631628787879,0.01095386020808292,0.0007070686360431543,-0.6416666666666667,0.7685865234783428,0.04961204675918462,240
A,3,0.1,181,0.5411931818181819,0.01098282620210273,0.0007089383829172387,-0.42916666666666664,0.6095331684191332,0.03934519683747239,240
A,3,0.1,182,0.5440814393939396,0.011610476023485713,0.0007494530046750113,-0.6208333333333333,0.7389233186540858,0.047697295121193174,240
A,3,0.1,183,0.5410984848484854,0.011177472171119465,0.0007215027261907091,-0.525,0.702208113246795,0.04532733880294281,240
A,3,0.1,184,0.5439630681818188,0.011566644835425901,0.0007466237136516757,-0.6166666666666667,0.7166090924296583,0.04625691801201463,240
A,3,0.1,185,0.5417140151515158,0.011399141787032555,0.000735811438370569,-0.3958333333333333,0.6251220243502493,0.04035145316093305,240
A,3,0.1,186,0.5444128787878794,0.011074276485914582,0.0007148414733540595,-0.6208333333333333,0.6981620621267144,0.04506616732617654,240
A,3,0.1,187,0.5421875000000008,0.01059247423775677,0.0006837412719660512,-0.39166666666666666,0.5970055449001797,0.038536542216531335,240
A,3,0.1,188,0.5452888257575761,0.010631587949656508,0.0006862660512126518,-0.5708333333333333,0.6930492726218883,0.044736138182762286,240
A,3,0.1,189,0.542329545454546,0.010520499535387206,0.0006790953249056252,-0.5208333333333334,0.6903271716404918,0.04456042731996823,240
A,3,0.1,190,0.5447206439393942,0.010683551932262858,0.0006896203118666019,-0.65,0.7103537924585549,0.04585314013512105,240
A,3,0.1,191,0.5412405303030304,0.011111111861530847,0.0007172191866259443,-0.6125,0.7230875801281371,0.046675102594761604,240
A,3,0.1,192,0.544223484848485,0.011958636774758655,0.0007719266845330641,-0.6583333333333333,0.7317753197187716,0.04723589377394017,240
A,3,0.1,193,0.5414772727272726,0.011647741768631543,0.0007518584981805748,-0.48333333333333334,0.6904408067827772,0.044567762436861814,240
A,3,0.1,194,0.5435369318181821,0.01132590791370287,0.0007310842121741667,-0.65,0.710353792458555,0.045853140135121054,240
A,3,0.1,195,0.5409564393939399,0.011408617548601247,0.0007364230961497052,-0.45416666666666666,0.6580554380549529,0.04247729587446765,240
A,3,0.1,196,0.5440577651515158,0.010730859637434899,0.0006926740111045787,-0.6041666666666666,0.7691647192971327,0.04964936913880162,240
A,3,0.1,197,0.54095643939394,0.010661957444811684,0.0006882263936954639,-0.5458333333333333,0.7639794333726901,0.049314660371623464,240
A,3,0.1,198,0.5432765151515154,0.010795100025542891,0.0006968207103261812,-0.6166666666666667,0.722424246678971,0.04663228460473489,240
A,3,0.1,199,0.5408854166666669,0.01080174533765633,0.0006972496633786096,-0.42083333333333334,0.6221027688020585,0.04015656105333159,240
A,3,0.1,200,0.5441287878787886,0.011031503560051992,0.00071208049286182,-0.575,0.6553608990089285,0.04230336412695168,240
A,3,0.1,201,0.5415009469696973,0.010770437528729545,0.0006952287530022816,-0.4625,0.6649078962234157,0.04291962014725164,240
A,3,0.1,202,0.544270833333334,0.011289598896904793,0.0007287404752178981,-0.6083333333333333,0.7120696845845371,0.04596390049558467,240
A,3,0.1,203,0.5413115530303034,0.010911234216291393,0.0007043171401044184,-0.5208333333333334,0.6780967499048501,0.04377095699164767,240
A,3,0.1,204,0.5444839015151522,0.011375492064164458,0.0007342848553237262,-0.6,0.7074025798948147,0.045662640183279646,240
A,3,0.1,205,0.5415246212121215,0.011346883650997666,0.0007324381901944528,-0.5208333333333334,0.6780967499048501,0.04377095699164767,240
A,3,0.1,206,0.5440104166666673,0.011419933728828748,0.000737153552442435,-0.6333333333333333,0.7754964217451098,0.05005807877437089,240
A,3,0.1,207,0.5415956439393944,0.011728038016667696,0.0007570415987040241,-0.425,0.6553608990089295,0.042303364126951744,240
A,3,0.1,208,0.54408143939394,0.011446442151506081,0.000738864663768494,-0.6833333333333333,0.7142697746776996,0.04610591570043424,240
