depth,critical_probability,critical_probability_error,critical_exponent,critical_exponent_error,cost,unscaled_cost,probability_at_boundary,exponent_at_boundary,leave_one_size_out_probability_span
1,0.16093750000000004,0.00875,1.4000000000000001,0.07707606915761712,0.4459014376181457,103.23232150630882,False,False,0.006562499999999999
3,0.4287500000000001,0.019229751460295777,1.23125,0.0822005153019681,0.3950315245166692,52.30630969946359,False,False,0.045937500000000075
5,0.5784375,0.07717463624252897,1.0250000000000001,0.08952129634896935,0.48918887508023007,19.74411042827893,False,False,0.16843750000000002
7,0.6937500000000001,0.04003284377519497,1.0250000000000001,0.06711769629725083,0.48922448973836574,21.067727063075527,False,False,0.08968750000000003
11,0.8353125,0.028825769412876366,1.08125,0.08068950027448095,0.2283617522812053,58.45327432391887,False,False,0.04812499999999997
15,0.8565625000000001,0.013528940334057948,0.828125,0.10095179148754846,0.3445601171625764,27.849204883394595,False,False,0.028437500000000004
23,0.8959375,0.00874999999999998,0.9781249999999999,0.04102501921638239,0.284711810600016,49.95198303402619,False,False,0.015312499999999951
31,0.9112500000000001,0.010143234667355665,1.0250000000000001,0.061764133917965446,0.3645830398536338,60.54429445242105,False,False,0.01750000000000007
