campaign,label,L,m,d,p,time,observable,mean,standard_deviation,standard_error,realizations
transition,d7,16,11,7,0.5275000000000001,65,tripartite_mutual_information,-13.541666666666666,1.5930155092460379,0.5632160345616073,8
transition,d7,16,11,7,0.5625000000000001,65,half_chain_entropy,15.916666666666668,1.649915822768611,0.5833333333333334,8
transition,d7,16,11,7,0.5625000000000001,65,tripartite_mutual_information,-10.75,2.037349663360134,0.7203118813050401,8
transition,d7,16,11,7,0.5975000000000001,65,half_chain_entropy,12.541666666666666,2.1671244937540095,0.766194212604462,8
transition,d7,16,11,7,0.5975000000000001,65,tripartite_mutual_information,-8.0,1.877181270897812,0.6636838030841121,8
transition,d7,16,11,7,0.6325000000000001,65,half_chain_entropy,10.708333333333332,1.2271725147477759,0.4338710034319504,8
transition,d7,16,11,7,0.6325000000000001,65,tripartite_mutual_information,-5.333333333333333,1.3451854182690985,0.4755948656056709,8
transition,d7,16,11,7,0.6675000000000002,65,half_chain_entropy,5.875,1.7084059218027763,0.6040127061629988,8
transition,d7,16,11,7,0.6675000000000002,65,tripartite_mutual_information,-1.625,1.1742947900626375,0.41517590458266207,8
transition,d7,16,11,7,0.7025000000000001,65,half_chain_entropy,4.25,1.5404596304401728,0.5446347254141846,8
transition,d7,16,11,7,0.7025000000000001,65,tripartite_mutual_information,-0.75,1.0039604115384768,0.3549536075208469,8
transition,d7,16,11,7,0.7375000000000002,65,half_chain_entropy,2.083333333333333,0.8116219309075863,0.2869516855522369,8
transition,d7,16,11,7,0.7375000000000002,65,tripartite_mutual_information,-0.08333333333333333,0.2357022603955158,0.08333333333333331,8
transition,d7,16,11,7,0.7725000000000002,65,half_chain_entropy,0.7083333333333334,0.933290815358078,0.32996813217940946,8
transition,d7,16,11,7,0.7725000000000002,65,tripartite_mutual_information,0.0,0.0,0.0,8
transition,d7,24,11,7,0.5275000000000001,97,half_chain_entropy,27.541666666666668,1.8164809865790432,0.6422230117532357,8
transition,d7,24,11,7,0.5275000000000001,97,tripartite_mutual_information,-21.041666666666668,2.2070414010688038,0.7803069705276049,8
transition,d7,24,11,7,0.5625000000000001,97,half_chain_entropy,23.416666666666664,2.037349663360134,0.7203118813050401,8
transition,d7,24,11,7,0.5625000000000001,97,tripartite_mutual_information,-16.916666666666668,1.8408935028645428,0.6508541396588876,8
transition,d7,24,11,7,0.5975000000000001,97,half_chain_entropy,18.833333333333336,1.9679979352163643,0.6957923426763075,8
transition,d7,24,11,7,0.5975000000000001,97,tripartite_mutual_information,-12.333333333333334,2.4102953780654786,0.8521681032463465,8
transition,d7,24,11,7,0.6325000000000001,97,half_chain_entropy,14.125,1.7900740429839987,0.6328867473100024,8
transition,d7,24,11,7,0.6325000000000001,97,tripartite_mutual_information,-7.666666666666666,1.8516401995451028,0.6546536707079771,8
transition,d7,24,11,7,0.6675000000000002,97,half_chain_entropy,7.833333333333334,1.0837911120705757,0.3831780223674067,8
transition,d7,24,11,7,0.6675000000000002,97,tripartite_mutual_information,-2.25,1.1091252094144872,0.3921349783809667,8
transition,d7,24,11,7,0.7025000000000001,97,half_chain_entropy,5.458333333333333,1.490046339963323,0.5268109356351307,8
transition,d7,24,11,7,0.7025000000000001,97,tripartite_mutual_information,-1.125,1.0069204977995476,0.3560001560548971,8
transition,d7,24,11,7,0.7375000000000002,97,half_chain_entropy,2.375,0.8439796130841001,0.2983918537974829,8
transition,d7,24,11,7,0.7375000000000002,97,tripartite_mutual_information,0.0,0.0,0.0,8
transition,d7,24,11,7,0.7725000000000002,97,half_chain_entropy,1.0833333333333333,0.7715167498104596,0.27277236279499045,8
transition,d7,24,11,7,0.7725000000000002,97,tripartite_mutual_information,0.0,0.0,0.0,8
transition,d11,8,11,11,0.6275,49,half_chain_entropy,10.208333333333332,0.43415672687643975,0.15349758283604317,8
transition,d11,8,11,11,0.6275,49,tripartite_mutual_information,-6.916666666666666,0.6362090102803517,0.22493385271060928,8
transition,d11,8,11,11,0.6625,49,half_chain_entropy,8.75,0.6107502542086025,0.21593282318115528,8
transition,d11,8,11,11,0.6625,49,tripartite_mutual_information,-5.458333333333334,0.4692953177244529,0.16592095077102798,8
transition,d11,8,11,11,0.6975,49,half_chain_entropy,7.416666666666667,0.3450327796711772,0.12198750911856666,8
transition,d11,8,11,11,0.6975,49,tripartite_mutual_information,-4.541666666666666,0.6886264220942653,0.24346620638354236,8
transition,d11,8,11,11,0.7324999999999999,49,half_chain_entropy,5.958333333333333,0.6770032003863301,0.23935677693908453,8
transition,d11,8,11,11,0.7324999999999999,49,tripartite_mutual_information,-3.125,0.6408699444616558,0.22658174179374144,8
transition,d11,8,11,11,0.7675000000000001,49,half_chain_entropy,3.708333333333333,0.45206756062017905,0.15983001883449463,8
transition,d11,8,11,11,0.7675000000000001,49,tripartite_mutual_information,-1.125,0.5326632695523117,0.1883249049947187,8
transition,d11,8,11,11,0.8025,49,half_chain_entropy,2.791666666666667,0.7753647375206564,0.2741328318968918,8
transition,d11,8,11,11,0.8025,49,tripartite_mutual_information,-0.6666666666666667,0.6900655593423543,0.2439750182371333,8
transition,d11,8,11,11,0.8375,49,half_chain_entropy,1.4166666666666665,0.6362090102803518,0.22493385271060934,8
transition,d11,8,11,11,0.8375,49,tripartite_mutual_information,-0.16666666666666666,0.35634832254989923,0.12598815766974242,8
transition,d11,8,11,11,0.8725,49,half_chain_entropy,0.625,0.5175491695067657,0.18298126367784995,8
transition,d11,8,11,11,0.8725,49,tripartite_mutual_information,0.0,0.0,0.0,8
transition,d11,12,11,11,0.6275,49,half_chain_entropy,15.833333333333332,0.5345224838248487,0.18898223650461357,8
transition,d11,12,11,11,0.6275,49,tripartite_mutual_information,-12.375,0.7440238091428447,0.26305214040457553,8
transition,d11,12,11,11,0.6625,49,half_chain_entropy,12.833333333333334,1.1408712905438994,0.4033589130023195,8
transition,d11,12,11,11,0.6625,49,tripartite_mutual_information,-9.083333333333332,1.2182475052824793,0.4307155360744177,8
transition,d11,12,11,11,0.6975,49,half_chain_entropy,10.625,0.9161253813129044,0.32389923477173316,8
transition,d11,12,11,11,0.6975,49,tripartite_mutual_information,-7.375,1.6755714495477902,0.5924039671689078,8
transition,d11,12,11,11,0.7324999999999999,49,half_chain_entropy,8.541666666666668,0.7753647375206563,0.27413283189689175,8
transition,d11,12,11,11,0.7324999999999999,49,tripartite_mutual_information,-5.083333333333334,1.003960411538477,0.35495360752084704,8
transition,d11,12,11,11,0.7675000000000001,49,half_chain_entropy,5.708333333333334,1.0302950725437527,0.3642643162093867,8
transition,d11,12,11,11,0.7675000000000001,49,tripartite_mutual_information,-2.5,1.0540925533894598,0.37267799624996495,8
transition,d11,12,11,11,0.8025,49,half_chain_entropy,3.9999999999999996,0.8728715609439694,0.30860669992418377,8
transition,d11,12,11,11,0.8025,49,tripartite_mutual_information,-1.0416666666666665,0.8054871344779654,0.2847827074739449,8
transition,d11,12,11,11,0.8375,49,half_chain_entropy,1.9166666666666667,0.7715167498104595,0.27277236279499045,8
transition,d11,12,11,11,0.8375,49,tripartite_mutual_information,-0.125,0.2480079363809483,0.08768404680152521,8
transition,d11,12,11,11,0.8725,49,half_chain_entropy,0.875,0.5892556509887896,0.20833333333333331,8
transition,d11,12,11,11,0.8725,49,tripartite_mutual_information,-0.041666666666666664,0.1178511301977579,0.04166666666666666,8
transition,d11,16,11,11,0.6275,49,half_chain_entropy,19.75,0.9553525070351849,0.33776811807407403,8
transition,d11,16,11,11,0.6275,49,tripartite_mutual_information,-15.541666666666666,1.5216688833238952,0.5379911930594438,8
transition,d11,16,11,11,0.6625,49,half_chain_entropy,16.916666666666668,0.7506610843064024,0.2653987715429519,8
transition,d11,16,11,11,0.6625,49,tripartite_mutual_information,-12.333333333333332,1.3333333333333335,0.4714045207910317,8
transition,d11,16,11,11,0.6975,49,half_chain_entropy,14.25,1.2817398889233116,0.4531634835874829,8
