panel,kind,depth,L,p,scaled_x,entropy,entropy_density,subtracted_entropy,standard_error
e,probability_scan_and_collapse,7,16,0.5450000000000002,-2.224375879127632,17.791666666666664,0.20217803030303028,12.833333333333325,0.8097783116949503
b,size_scaling,7,16,0.5625000000000001,,15.916666666666668,0.18087121212121213,,0.7665093274136715
e,probability_scan_and_collapse,7,16,0.5625000000000001,-1.962684599230264,15.916666666666668,0.18087121212121213,10.958333333333329,0.7665093274136715
b,size_scaling,7,16,0.5800000000000001,,13.916666666666666,0.1581439393939394,,0.7455135929452441
e,probability_scan_and_collapse,7,16,0.5800000000000001,-1.7009933193328959,13.916666666666666,0.1581439393939394,8.958333333333329,0.7455135929452441
b,size_scaling,7,16,0.5975000000000001,,12.541666666666666,0.1425189393939394,,0.9134069972706322
e,probability_scan_and_collapse,7,16,0.5975000000000001,-1.4393020394355263,12.541666666666666,0.1425189393939394,7.583333333333328,0.9134069972706322
b,size_scaling,7,16,0.6150000000000001,,11.375,0.12926136363636365,,0.7552638305744979
e,probability_scan_and_collapse,7,16,0.6150000000000001,-1.1776107595381584,11.375,0.12926136363636365,6.416666666666662,0.7552638305744979
b,size_scaling,7,16,0.6325000000000001,,10.708333333333332,0.12168560606060605,,0.6599263738125858
e,probability_scan_and_collapse,7,16,0.6325000000000001,-0.9159194796407903,10.708333333333332,0.12168560606060605,5.749999999999994,0.6599263738125858
b,size_scaling,7,16,0.6500000000000001,,9.5,0.10795454545454546,,0.6995157348465245
e,probability_scan_and_collapse,7,16,0.6500000000000001,-0.6542281997434207,9.5,0.10795454545454546,4.541666666666662,0.6995157348465245
b,size_scaling,7,16,0.6675000000000002,,5.875,0.06676136363636363,,0.7823618858563666
e,probability_scan_and_collapse,7,16,0.6675000000000002,-0.3925369198460511,5.875,0.06676136363636363,0.9166666666666616,0.7823618858563666
b,size_scaling,7,16,0.6850000000000002,,5.666666666666667,0.06439393939393939,,0.670551805318078
e,probability_scan_and_collapse,7,16,0.6850000000000002,-0.13084563994868315,5.666666666666667,0.06439393939393939,0.7083333333333286,0.670551805318078
b,size_scaling,7,16,0.7025000000000001,,4.25,0.048295454545454544,,0.7374861051988474
e,probability_scan_and_collapse,7,16,0.7025000000000001,0.1308456399486848,4.25,0.048295454545454544,-0.7083333333333384,0.7374861051988474
b,size_scaling,7,16,0.7200000000000002,,2.5,0.028409090909090908,,0.6616154182835915
e,probability_scan_and_collapse,7,16,0.7200000000000002,0.39253691984605443,2.5,0.028409090909090908,-2.4583333333333384,0.6616154182835915
b,size_scaling,7,16,0.7375000000000002,,2.083333333333333,0.02367424242424242,,0.610130126476624
e,probability_scan_and_collapse,7,16,0.7375000000000002,0.6542281997434224,2.083333333333333,0.02367424242424242,-2.8750000000000053,0.610130126476624
b,size_scaling,7,16,0.7550000000000001,,1.375,0.015625,,0.610130126476624
e,probability_scan_and_collapse,7,16,0.7550000000000001,0.9159194796407903,1.375,0.015625,-3.5833333333333384,0.610130126476624
b,size_scaling,7,16,0.7725000000000002,,0.7083333333333334,0.008049242424242424,,0.610130126476624
e,probability_scan_and_collapse,7,16,0.7725000000000002,1.17761075953816,0.7083333333333334,0.008049242424242424,-4.250000000000005,0.610130126476624
b,size_scaling,7,16,0.7900000000000001,,0.6666666666666666,0.007575757575757575,,0.610130126476624
e,probability_scan_and_collapse,7,16,0.7900000000000001,1.4393020394355278,0.6666666666666666,0.007575757575757575,-4.291666666666671,0.610130126476624
b,size_scaling,7,24,0.5100000000000001,,29.666666666666668,0.22474747474747475,,0.9284022395939817
e,probability_scan_and_collapse,7,24,0.5100000000000001,-4.081078049780825,29.666666666666668,0.22474747474747475,23.833333333333332,0.9284022395939817
b,size_scaling,7,24,0.5275000000000001,,27.541666666666668,0.20864898989898992,,0.8501728140332507
e,probability_scan_and_collapse,7,24,0.5275000000000001,-3.692403949801699,27.541666666666668,0.20864898989898992,21.708333333333332,0.8501728140332507
b,size_scaling,7,24,0.5450000000000002,,25.583333333333336,0.19381313131313133,,0.7478979565447121
