m,d,critical_probability,critical_probability_error,critical_exponent,critical_exponent_error,collapse_cost,unscaled_cost,probability_at_boundary,exponent_at_boundary,leave_one_size_out_probability_span,alpha,alpha_error,alpha_intercept,alpha_r_squared
3,9,0.5960937500000001,0.02437499999999998,1.0953125,0.14419701640816165,0.18356613232205096,19.804001549826907,False,False,0.04874999999999996,0.6520245025437609,0.1847101519193748,-0.2656262211828403,0.8589319733594671
5,15,0.7362500000000001,0.02555260830161222,0.96640625,0.0630451539246018,0.7644606399455605,114.11285943509776,False,False,0.06093749999999987,1.2043633998549579,0.27878622959838123,-1.0296176407554993,0.944511365113195
7,21,0.82765625,0.02437499999999998,0.9835937499999999,0.04265720389653814,0.9109414867006043,334.4606923345096,False,False,0.012187500000000018,0.6780576858455594,0.22246634731387066,-0.15632144587534072,0.8035373721903345
9,27,0.86421875,0.02437499999999998,0.975,0.028783393668660187,0.752107451747542,637.3541065191285,False,False,0.006093750000000009,0.9029138472452455,0.24491955315859798,-0.587467738562267,0.8422132456351095
11,33,0.8885937500000001,0.02437499999999998,0.940625,0.032314434597819235,1.0184871131383193,904.3294627752597,False,False,0.012187500000000018,1.3149035745657796,0.21272026032291425,-1.4984090164211605,0.9682422339658633
13,39,0.91296875,0.02437499999999998,0.975,0.019646948978573376,0.846220027927877,1548.4909722857237,False,False,0.0,0.7133819959426385,0.18952597294922904,-0.5449290838911386,0.9963033317945938
