stage,m,d,L,p,time,observable,mean,standard_deviation,standard_error,realizations
base,5,15,8,0.5900000000000001,49,half_chain_entropy,4.333333333333333,0.43643578047198484,0.1543033499620919,8
base,5,15,8,0.5900000000000001,49,tripartite_mutual_information,-2.0,0.7968190728895959,0.28171808490950556,8
base,5,15,8,0.6875,49,half_chain_entropy,2.0416666666666665,0.45206756062017917,0.15983001883449466,8
base,5,15,8,0.6875,49,tripartite_mutual_information,-0.5416666666666666,0.5892556509887896,0.20833333333333331,8
base,5,15,8,0.7849999999999999,49,half_chain_entropy,0.7083333333333333,0.485912657903775,0.17179606773406916,8
base,5,15,8,0.7849999999999999,49,tripartite_mutual_information,0.0,0.0,0.0,8
base,5,15,8,0.8825000000000001,49,half_chain_entropy,0.16666666666666666,0.1781741612749496,0.0629940788348712,8
base,5,15,8,0.8825000000000001,49,tripartite_mutual_information,0.041666666666666664,0.1178511301977579,0.04166666666666666,8
base,5,15,8,0.98,49,half_chain_entropy,0.0,0.0,0.0,8
base,5,15,8,0.98,49,tripartite_mutual_information,0.0,0.0,0.0,8
base,5,15,12,0.2,49,half_chain_entropy,19.5,0.5909368402852785,0.20892772350933608,8
base,5,15,12,0.2,49,tripartite_mutual_information,-17.166666666666668,0.642416074439621,0.22712838128974894,8
base,5,15,12,0.2975,49,half_chain_entropy,15.666666666666668,0.5634361698190112,0.199204768222399,8
base,5,15,12,0.2975,49,tripartite_mutual_information,-12.708333333333332,0.8054871344779649,0.28478270747394474,8
base,5,15,12,0.395,49,half_chain_entropy,13.166666666666666,0.43643578047198467,0.15430334996209186,8
base,5,15,12,0.395,49,tripartite_mutual_information,-10.666666666666668,0.5634361698190108,0.19920476822239883,8
base,5,15,12,0.4925,49,half_chain_entropy,10.041666666666668,0.6025738445163695,0.2130420258115866,8
base,5,15,12,0.4925,49,tripartite_mutual_information,-7.666666666666667,0.9920317455237931,0.3507361872061008,8
base,5,15,12,0.5900000000000001,49,half_chain_entropy,7.333333333333334,0.534522483824849,0.18898223650461368,8
base,5,15,12,0.5900000000000001,49,tripartite_mutual_information,-5.083333333333334,0.6107502542086028,0.2159328231811554,8
base,5,15,12,0.6875,49,half_chain_entropy,3.1666666666666665,0.9920317455237933,0.35073618720610084,8
base,5,15,12,0.6875,49,tripartite_mutual_information,-1.125,0.9417562115031479,0.33296110168921417,8
base,5,15,12,0.7849999999999999,49,half_chain_entropy,0.8333333333333333,0.5039526306789697,0.1781741612749496,8
base,5,15,12,0.7849999999999999,49,tripartite_mutual_information,0.0,0.0,0.0,8
base,5,15,12,0.8825000000000001,49,half_chain_entropy,0.041666666666666664,0.1178511301977579,0.04166666666666666,8
base,5,15,12,0.8825000000000001,49,tripartite_mutual_information,0.0,0.0,0.0,8
base,5,15,12,0.98,49,half_chain_entropy,0.0,0.0,0.0,8
base,5,15,12,0.98,49,tripartite_mutual_information,0.0,0.0,0.0,8
base,5,15,16,0.2,49,half_chain_entropy,26.416666666666664,0.5270462766947296,0.18633899812498236,8
base,5,15,16,0.2,49,tripartite_mutual_information,-23.333333333333336,0.6900655593423535,0.24397501823713302,8
base,5,15,16,0.2975,49,half_chain_entropy,21.25,0.6842908506285672,0.24193335039168537,8
base,5,15,16,0.2975,49,tripartite_mutual_information,-18.375,0.8054871344779655,0.28478270747394496,8
base,5,15,16,0.395,49,half_chain_entropy,17.458333333333336,0.7546154281781178,0.2667968432263686,8
base,5,15,16,0.395,49,tripartite_mutual_information,-14.333333333333332,1.259881576697424,0.44543540318737396,8
base,5,15,16,0.4925,49,half_chain_entropy,13.166666666666668,0.7346308866924531,0.2597312408246599,8
base,5,15,16,0.4925,49,tripartite_mutual_information,-9.875,0.8897565210026095,0.31457643480294795,8
base,5,15,16,0.5900000000000001,49,half_chain_entropy,9.291666666666666,0.6025738445163696,0.21304202581158663,8
base,5,15,16,0.5900000000000001,49,tripartite_mutual_information,-5.958333333333334,0.9332908153580779,0.32996813217940946,8
base,5,15,16,0.6875,49,half_chain_entropy,4.291666666666666,1.1189209654770647,0.3955983011503156,8
base,5,15,16,0.6875,49,tripartite_mutual_information,-1.7083333333333335,0.9667077166981805,0.34178279095132363,8
base,5,15,16,0.7849999999999999,49,half_chain_entropy,0.9583333333333333,0.7000566870471027,0.2475074153129975,8
base,5,15,16,0.7849999999999999,49,tripartite_mutual_information,-0.08333333333333333,0.2357022603955158,0.08333333333333331,8
base,5,15,16,0.8825000000000001,49,half_chain_entropy,0.0,0.0,0.0,8
base,5,15,16,0.8825000000000001,49,tripartite_mutual_information,0.0,0.0,0.0,8
base,5,15,16,0.98,49,half_chain_entropy,0.0,0.0,0.0,8
base,5,15,16,0.98,49,tripartite_mutual_information,0.0,0.0,0.0,8
base,5,15,24,0.2,73,half_chain_entropy,39.625,0.6283639628760301,0.22216020960144645,8
base,5,15,24,0.2,73,tripartite_mutual_information,-35.833333333333336,1.0983392947305526,0.38832158167381187,8
base,5,15,24,0.2975,73,half_chain_entropy,31.666666666666664,0.7968190728895953,0.28171808490950534,8
base,5,15,24,0.2975,73,tripartite_mutual_information,-27.083333333333332,1.35400640077266,0.478713553878169,8
base,5,15,24,0.395,73,half_chain_entropy,26.75,0.8683134537528794,0.3069951656720863,8
base,5,15,24,0.395,73,tripartite_mutual_information,-22.75,1.0503211904815613,0.3713446181067197,8
base,5,15,24,0.4925,73,half_chain_entropy,19.041666666666668,0.9161253813129048,0.32389923477173327,8
base,5,15,24,0.4925,73,tripartite_mutual_information,-14.583333333333332,0.6107502542086028,0.2159328231811554,8
base,5,15,24,0.5900000000000001,73,half_chain_entropy,13.75,0.7506610843064021,0.2653987715429518,8
base,5,15,24,0.5900000000000001,73,tripartite_mutual_information,-9.583333333333332,1.109125209414487,0.39213497838096667,8
base,5,15,24,0.6875,73,half_chain_entropy,5.333333333333334,1.098339294730552,0.38832158167381164,8
base,5,15,24,0.6875,73,tripartite_mutual_information,-2.208333333333333,1.0531509787903082,0.37234509935793836,8
base,5,15,24,0.7849999999999999,73,half_chain_entropy,1.375,0.7000566870471028,0.24750741531299753,8
base,5,15,24,0.7849999999999999,73,tripartite_mutual_information,-0.041666666666666664,0.1178511301977579,0.04166666666666666,8
base,5,15,24,0.8825000000000001,73,half_chain_entropy,0.041666666666666664,0.1178511301977579,0.04166666666666666,8
base,5,15,24,0.8825000000000001,73,tripartite_mutual_information,0.0,0.0,0.0,8
base,5,15,24,0.98,73,half_chain_entropy,0.0,0.0,0.0,8
base,5,15,24,0.98,73,tripartite_mutual_information,0.0,0.0,0.0,8
base,7,21,8,0.2,33,half_chain_entropy,19.291666666666668,0.41547448491940814,0.14689241284825072,8
base,7,21,8,0.2,33,tripartite_mutual_information,-16.833333333333332,0.7968190728895962,0.2817180849095057,8
base,7,21,8,0.2975,33,half_chain_entropy,16.458333333333332,0.6156039749451376,0.21764887260455015,8
base,7,21,8,0.2975,33,tripartite_mutual_information,-13.833333333333332,0.5345224838248487,0.18898223650461357,8
base,7,21,8,0.395,33,half_chain_entropy,13.791666666666668,0.7113032974423643,0.2514836925509238,8
base,7,21,8,0.395,33,tripartite_mutual_information,-11.083333333333332,0.4272466296411038,0.15105449452916095,8
base,7,21,8,0.4925,33,half_chain_entropy,10.541666666666666,0.5326632695523115,0.18832490499471863,8
base,7,21,8,0.4925,33,tripartite_mutual_information,-7.791666666666667,0.4692953177244532,0.16592095077102811,8
base,7,21,8,0.5900000000000001,33,half_chain_entropy,8.208333333333334,0.4692953177244528,0.16592095077102798,8
base,7,21,8,0.5900000000000001,33,tripartite_mutual_information,-5.791666666666666,0.7113032974423646,0.2514836925509239,8
base,7,21,8,0.6875,33,half_chain_entropy,5.208333333333334,0.7753647375206562,0.2741328318968917,8
base,7,21,8,0.6875,33,tripartite_mutual_information,-2.75,0.9385906354489059,0.331841901542056,8
base,7,21,8,0.7849999999999999,33,half_chain_entropy,1.625,0.653136510683105,0.23091862787227171,8
base,7,21,8,0.7849999999999999,33,tripartite_mutual_information,-0.29166666666666663,0.27817432013209337,0.09834947405868037,8
base,7,21,8,0.8825000000000001,33,half_chain_entropy,0.29166666666666663,0.330343736321705,0.11679414803778919,8
base,7,21,8,0.8825000000000001,33,tripartite_mutual_information,0.0,0.0,0.0,8
base,7,21,8,0.98,33,half_chain_entropy,0.0,0.0,0.0,8
base,7,21,8,0.98,33,tripartite_mutual_information,0.0,0.0,0.0,8
base,7,21,12,0.2,33,half_chain_entropy,29.0,0.5634361698190112,0.199204768222399,8
base,7,21,12,0.2,33,tripartite_mutual_information,-26.625,0.5175491695067663,0.1829812636778502,8
base,7,21,12,0.2975,33,half_chain_entropy,24.875,0.5616726720040689,0.1985812775906223,8
base,7,21,12,0.2975,33,tripartite_mutual_information,-22.0,0.7126966450997987,0.2519763153394849,8
base,7,21,12,0.395,33,half_chain_entropy,20.291666666666668,0.4520675606201799,0.1598300188344949,8
base,7,21,12,0.395,33,tripartite_mutual_information,-17.875,0.7546154281781182,0.26679684322636876,8
base,7,21,12,0.4925,33,half_chain_entropy,15.625,0.7650604291933152,0.2704897087500418,8
base,7,21,12,0.4925,33,tripartite_mutual_information,-12.541666666666668,0.889756521002609,0.3145764348029478,8
base,7,21,12,0.5900000000000001,33,half_chain_entropy,12.125,0.7955730688858867,0.2812775559693014,8
base,7,21,12,0.5900000000000001,33,tripartite_mutual_information,-9.333333333333332,1.0983392947305524,0.3883215816738118,8
base,7,21,12,0.6875,33,half_chain_entropy,8.083333333333334,0.8683134537528795,0.30699516567208635,8
base,7,21,12,0.6875,33,tripartite_mutual_information,-5.333333333333334,1.0389249632986395,0.36731544334622646,8
base,7,21,12,0.7849999999999999,33,half_chain_entropy,3.2083333333333335,0.7113032974423644,0.25148369255092384,8
base,7,21,12,0.7849999999999999,33,tripartite_mutual_information,-1.2083333333333333,0.9074209047695003,0.320821737576473,8
base,7,21,12,0.8825000000000001,33,half_chain_entropy,0.625,0.1178511301977579,0.04166666666666666,8
base,7,21,12,0.8825000000000001,33,tripartite_mutual_information,0.0,0.0,0.0,8
base,7,21,12,0.98,33,half_chain_entropy,0.0,0.0,0.0,8
base,7,21,12,0.98,33,tripartite_mutual_information,0.0,0.0,0.0,8
base,7,21,16,0.2,33,half_chain_entropy,38.416666666666664,0.6606874726434099,0.23358829607557835,8
base,7,21,16,0.2,33,tripartite_mutual_information,-35.5,0.9085135251589959,0.3212080372198105,8
base,7,21,16,0.2975,33,half_chain_entropy,33.291666666666664,0.5756294001779316,0.20351572615808014,8
base,7,21,16,0.2975,33,tripartite_mutual_information,-30.083333333333332,0.6606874726434103,0.23358829607557852,8
base,7,21,16,0.395,33,half_chain_entropy,26.791666666666664,0.9584627241843025,0.33886774589262586,8
base,7,21,16,0.395,33,tripartite_mutual_information,-23.75,0.8683134537528788,0.3069951656720861,8
base,7,21,16,0.4925,33,half_chain_entropy,21.291666666666664,0.45206756062017917,0.15983001883449466,8
base,7,21,16,0.4925,33,tripartite_mutual_information,-18.041666666666668,0.6531365106831046,0.2309186278722716,8
base,7,21,16,0.5900000000000001,33,half_chain_entropy,15.791666666666666,0.6651769068904279,0.23517555077545713,8
base,7,21,16,0.5900000000000001,33,tripartite_mutual_information,-12.958333333333334,0.5175491695067658,0.18298126367785,8
base,7,21,16,0.6875,33,half_chain_entropy,10.583333333333332,1.0653265391046234,0.3766498099894374,8
base,7,21,16,0.6875,33,tripartite_mutual_information,-7.208333333333333,1.022562917690115,0.36153058664429083,8
base,7,21,16,0.7849999999999999,33,half_chain_entropy,4.083333333333333,0.6842908506285674,0.24193335039168543,8
base,7,21,16,0.7849999999999999,33,tripartite_mutual_information,-1.25,0.4960158727618967,0.17536809360305042,8
base,7,21,16,0.8825000000000001,33,half_chain_entropy,0.16666666666666666,0.25197631533948484,0.0890870806374748,8
base,7,21,16,0.8825000000000001,33,tripartite_mutual_information,0.0,0.0,0.0,8
base,7,21,16,0.98,33,half_chain_entropy,0.0,0.0,0.0,8
base,7,21,16,0.98,33,tripartite_mutual_information,0.0,0.0,0.0,8
base,7,21,24,0.2,49,half_chain_entropy,57.91666666666667,0.49601587276189624,0.17536809360305028,8
base,7,21,24,0.2,49,tripartite_mutual_information,-53.625,0.862581949177944,0.30496877279641704,8
base,7,21,24,0.2975,49,half_chain_entropy,49.0,0.9594972228385653,0.3392334963994047,8
base,7,21,24,0.2975,49,tripartite_mutual_information,-45.125,1.1118053386771944,0.39308254716902513,8
base,7,21,24,0.395,49,half_chain_entropy,40.625,0.6283639628760318,0.22216020960144703,8
base,7,21,24,0.395,49,tripartite_mutual_information,-36.54166666666667,0.6651769068904266,0.23517555077545668,8
base,7,21,24,0.4925,49,half_chain_entropy,31.958333333333336,1.0147718486250528,0.35877602775999173,8
base,7,21,24,0.4925,49,tripartite_mutual_information,-27.541666666666664,1.3085494210390327,0.46264208456721534,8
base,7,21,24,0.5900000000000001,49,half_chain_entropy,24.166666666666668,0.9085135251589951,0.3212080372198102,8
base,7,21,24,0.5900000000000001,49,tripartite_mutual_information,-20.791666666666668,1.356202681860537,0.4794900565034838,8
base,7,21,24,0.6875,49,half_chain_entropy,15.583333333333332,0.7292091824339786,0.2578143789012822,8
base,7,21,24,0.6875,49,tripartite_mutual_information,-11.916666666666666,0.8498365855987974,0.3004626062886657,8
base,7,21,24,0.7849999999999999,49,half_chain_entropy,5.791666666666666,1.082875361073031,0.3828542554972857,8
base,7,21,24,0.7849999999999999,49,tripartite_mutual_information,-2.25,0.9215239276363634,0.3258079091286669,8
base,7,21,24,0.8825000000000001,49,half_chain_entropy,0.625,0.4859126579037751,0.1717960677340692,8
base,7,21,24,0.8825000000000001,49,tripartite_mutual_information,0.0,0.0,0.0,8
base,7,21,24,0.98,49,half_chain_entropy,0.0,0.0,0.0,8
base,7,21,24,0.98,49,tripartite_mutual_information,0.0,0.0,0.0,8
base,9,27,8,0.2,33,half_chain_entropy,25.5,0.6900655593423543,0.2439750182371333,8
base,9,27,8,0.2,33,tripartite_mutual_information,-23.166666666666664,0.6900655593423546,0.2439750182371334,8
base,9,27,8,0.2975,33,half_chain_entropy,21.666666666666664,0.4364357804719847,0.15430334996209188,8
