detuning_MHz,excited_population,derived_mean_photons
0.6600000000000001,0.0004675118729158031,4.0
0.6699999999999999,0.00045669952251589543,4.0
0.6799999999999997,0.00044626092470049995,4.0
0.6899999999999995,0.0004361803846744406,4.0
0.7000000000000011,0.0004264429423160263,4.0
0.7100000000000009,0.0004170343376876427,4.0
0.7200000000000006,0.00040794097779270474,4.0
0.7300000000000004,0.00039914990460857404,4.0
0.7400000000000002,0.00039064876440852926,4.0
0.75,0.0003824257783725081,4.0
0.7599999999999998,0.00037446971447553244,4.0
0.7699999999999996,0.0003667698606341144,4.0
0.7800000000000011,0.00035931599908416937,4.0
0.7900000000000009,0.0003520983819587449,4.0
0.8000000000000007,0.0003451077080299071,4.0
0.8100000000000005,0.00033833510057631273,4.0
0.8200000000000003,0.00033177208633597383,4.0
0.8300000000000001,0.00032541057550251293,4.0
0.8399999999999999,0.000319242842722557,4.0
0.8499999999999996,0.0003132615090517855,4.0
0.8599999999999994,0.00030745952482737806,4.0
0.870000000000001,0.0003018301534151937,4.0
0.8800000000000008,0.0002963669557908217,4.0
0.8900000000000006,0.0002910637759146364,4.0
0.9000000000000004,0.0002859147268621799,4.0
0.9100000000000001,0.0002809141776724256,4.0
0.9199999999999999,0.00027605674087783147,4.0
0.9299999999999997,0.000271337260681479,4.0
0.9399999999999995,0.0002667508017480017,4.0
0.9500000000000011,0.0002622926385764409,4.0
0.9600000000000009,0.00025795824542457967,4.0
0.9700000000000006,0.0002537432867557019,4.0
0.9800000000000004,0.00024964360818012076,4.0
0.9900000000000002,0.00024565522786514175,4.0
1.0,0.00024177432838844674,4.0
1.0099999999999998,0.0002379972490111413,4.0
1.0199999999999996,0.00023432047834793143,4.0
1.0300000000000011,0.0002307406474130638,4.0
1.040000000000001,0.00022725452302179282,4.0
1.0500000000000007,0.00022385900152820126,4.0
1.0600000000000005,0.000220551102881249,4.0
1.0700000000000003,0.00021732796498188163,4.0
1.08,0.00021418683832497815,4.0
1.0899999999999999,0.00021112508091079783,4.0
1.0999999999999996,0.000208140153411428,4.0
1.1099999999999994,0.00020522961457853506,4.0
1.120000000000001,0.00020239111687947624,4.0
1.1300000000000008,0.00019962240234955067,4.0
1.1400000000000006,0.0001969212986488348,4.0
1.1500000000000004,0.00019428571531271074,4.0
1.1600000000000001,0.00019171364018577872,4.0
1.17,0.0001892031360294343,4.0
1.1799999999999997,0.00018675233729392756,4.0
1.1899999999999995,0.00018435944704622907,4.0
1.200000000000001,0.00018202273404551654,4.0
1.2100000000000009,0.000179740529958548,4.0
1.2200000000000006,0.00017751122670761174,4.0
1.2300000000000004,0.0001753332739441613,4.0
1.2400000000000002,0.00017320517664161215,4.0
1.25,0.00017112549280114454,4.0
1.2599999999999998,0.00016909283126469616,4.0
1.2699999999999996,0.00016710584962964623,4.0
1.2800000000000011,0.00016516325225999516,4.0
1.290000000000001,0.00016326378838913284,4.0
1.3000000000000007,0.00016140625030954661,4.0
1.3100000000000005,0.00015958947164508775,4.0
1.3200000000000003,0.00015781232570164067,4.0
1.33,0.00015607372389227073,4.0
1.3399999999999999,0.0001543726142331377,4.0
1.3499999999999996,0.00015270797990666143,4.0
1.3599999999999994,0.0001510788378886136,4.0
1.370000000000001,0.00014948423763599033,4.0
1.3800000000000008,0.00014792325983268775,4.0
1.3900000000000006,0.00014639501519015437,4.0
1.4000000000000004,0.00014489864330035642,4.0
1.4100000000000001,0.0001434333115385204,4.0
1.42,0.00014199821401325892,4.0
1.4299999999999997,0.00014059257056180395,4.0
1.4399999999999995,0.00013921562578820095,4.0
1.450000000000001,0.0001378666481424157,4.0
1.4600000000000009,0.00013654492903842423,4.0
1.4700000000000006,0.00013524978200944498,4.0
1.4800000000000004,0.00013398054189857808,4.0
1.4900000000000002,0.00013273656408319327,4.0
1.5,0.00013151722373150445,4.0
1.5099999999999998,0.00013032191508983797,4.0
1.5199999999999996,0.00012915005079918498,4.0
1.5300000000000011,0.0001280010612396938,4.0
1.540000000000001,0.00012687439390183107,4.0
1.5500000000000007,0.00012576951278299545,4.0
1.5600000000000005,0.0001246858978084402,4.0
1.5700000000000003,0.00012362304427540613,4.0
1.58,0.0001225804623194268,4.0
1.5899999999999999,0.00012155767640181877,4.0
1.5999999999999996,0.00012055422481741512,4.0
1.6099999999999994,0.00011956965922164967,4.0
1.620000000000001,0.00011860354417613895,4.0
1.6300000000000008,0.00011765545671195536,4.0
1.6400000000000006,0.000116724985909817,4.0
1.6500000000000004,0.00011581173249646357,4.0
1.6600000000000001,0.00011491530845651828,4.0
1.67,0.0001140353366591697,4.0
1.6799999999999997,0.00011317145049904076,4.0
1.6899999999999995,0.00011232329355063943,4.0
1.700000000000001,0.0001114905192358161,4.0
1.7100000000000009,0.00011067279050367902,4.0
1.7200000000000006,0.00010986977952244245,4.0
1.7300000000000004,0.00010908116738271136,4.0
1.7400000000000002,0.00010830664381172404,4.0
1.75,0.00010754590689809983,4.0
1.7599999999999998,0.00010679866282665758,4.0
1.7699999999999996,0.0001060646256228921,4.0
1.7800000000000011,0.00010534351690671249,4.0
1.790000000000001,0.00010463506565506681,4.0
1.8000000000000007,0.00010393900797309085,4.0
1.8100000000000005,0.00010325508687343874,4.0
1.8200000000000003,0.00010258305206346625,4.0
1.83,0.00010192265973995211,4.0
1.8399999999999999,0.00010127367239105827,4.0
1.8499999999999996,0.00010063585860524052,4.0
1.8599999999999994,0.0001000089928868368,4.0
1.870000000000001,9.939285547806969e-05,4.0
1.8800000000000008,9.87872321872129e-05,4.0
1.8900000000000006,9.81919142226799e-05,4.0
1.9000000000000004,9.760669803280812e-05,4.0
1.9100000000000001,9.70313851511148e-05,4.0
1.92,9.646578204681818e-05,4.0
1.9299999999999997,9.59096999804185e-05,4.0
1.9399999999999995,9.536295486414919e-05,4.0
1.950000000000001,9.482536712711107e-05,4.0
1.9600000000000009,9.429676158491431e-05,4.0
1.9700000000000006,9.377696731365645e-05,4.0
1.9800000000000004,9.326581752807624e-05,4.0
1.9900000000000002,9.276314946372565e-05,4.0
2.0,9.22688042630121e-05,4.0
2.01,9.178262686496606e-05,4.0
2.0199999999999996,9.13044658985988e-05,4.0
2.030000000000001,9.083417357971652e-05,4.0
2.040000000000001,9.037160561106627e-05,4.0
2.0500000000000007,8.991662108569085e-05,4.0
2.0600000000000005,8.946908239337788e-05,4.0
2.0700000000000003,8.902885513009009e-05,4.0
2.08,8.859580801027086e-05,4.0
2.09,8.816981278192094e-05,4.0
2.0999999999999996,8.77507441443484e-05,4.0
2.1099999999999994,8.733847966849679e-05,4.0
2.120000000000001,8.69328997197599e-05,4.0
2.130000000000001,8.653388738319612e-05,4.0
2.1400000000000006,8.614132839105782e-05,4.0
2.1500000000000004,8.575511105255518e-05,4.0
2.16,8.53751261857766e-05,4.0
2.17,8.500126705169121e-05,4.0
2.1799999999999997,8.46334292901612e-05,4.0
2.1899999999999995,8.427151085789503e-05,4.0
2.200000000000001,8.39154119682758e-05,4.0
2.210000000000001,8.356503503299947e-05,4.0
2.2200000000000006,8.322028460546267e-05,4.0
2.2300000000000004,8.288106732584033e-05,4.0
2.24,8.254729186779653e-05,4.0
2.25,8.221886888677327e-05,4.0
2.26,8.189571096980485e-05,4.0
2.2699999999999996,8.157773258680708e-05,4.0
2.280000000000001,8.126485004329195e-05,4.0
2.290000000000001,8.095698143446111e-05,4.0
2.3000000000000007,8.065404660063259e-05,4.0
2.3100000000000005,8.035596708395708e-05,4.0
2.3200000000000003,8.006266608638152e-05,4.0
2.33,7.977406842881996e-05,4.0
2.34,7.949010051149152e-05,4.0
2.3499999999999996,7.921069027538893e-05,4.0
2.3599999999999994,7.893576716484057e-05,4.0
2.370000000000001,7.866526209113107e-05,4.0
2.380000000000001,7.839910739714691e-05,4.0
2.3900000000000006,7.813723682301428e-05,4.0
2.4000000000000004,7.787958547269748e-05,4.0
2.41,7.762608978152841e-05,4.0
2.42,7.737668748463666e-05,4.0
2.4299999999999997,7.71313175862531e-05,4.0
2.4399999999999995,7.688992032985898e-05,4.0
2.450000000000001,7.66524371691546e-05,4.0
2.460000000000001,7.641881073982205e-05,4.0
2.4700000000000006,7.618898483205753e-05,4.0
2.4800000000000004,7.596290436384941e-05,4.0
2.49,7.574051535497967e-05,4.0
2.5,7.552176490172618e-05,4.0
2.51,7.530660115224447e-05,4.0
2.5199999999999996,7.50949732826088e-05,4.0
2.530000000000001,7.488683147349226e-05,4.0
2.540000000000001,7.468212688746713e-05,4.0
2.5500000000000007,7.448081164690585e-05,4.0
2.5600000000000005,7.428283881246631e-05,4.0
2.5700000000000003,7.408816236214265e-05,4.0
2.58,7.389673717086505e-05,4.0
2.59,7.370851899063352e-05,4.0
2.5999999999999996,7.352346443116774e-05,4.0
2.6099999999999994,7.334153094106e-05,4.0
2.620000000000001,7.316267678941554e-05,4.0
2.630000000000001,7.298686104796548e-05,4.0
2.6400000000000006,7.281404357364008e-05,4.0
2.6500000000000004,7.264418499158759e-05,4.0
2.66,7.247724667862732e-05,4.0
2.67,7.231319074712239e-05,4.0
2.6799999999999997,7.215198002926292e-05,4.0
2.6899999999999995,7.199357806174501e-05,4.0
2.700000000000001,7.18379490708366e-05,4.0
2.710000000000001,7.168505795781803e-05,4.0
2.7200000000000006,7.153487028478675e-05,4.0
2.7300000000000004,7.138735226081703e-05,4.0
2.74,7.124247072846274e-05,4.0
2.75,7.110019315059588e-05,4.0
2.76,7.096048759756986e-05,4.0
2.7699999999999996,7.082332273469911e-05,4.0
2.780000000000001,7.068866781004629e-05,4.0
2.790000000000001,7.055649264250893e-05,4.0
2.8000000000000007,7.042676761019618e-05,4.0
2.8100000000000005,7.029946363908932e-05,4.0
2.8200000000000003,7.017455219197698e-05,4.0
2.83,7.005200525765828e-05,4.0
2.84,6.99317953404062e-05,4.0
2.8499999999999996,6.981389544968478e-05,4.0
2.8599999999999994,6.969827909011271e-05,4.0
2.870000000000001,6.958492025166697e-05,4.0
2.880000000000001,6.947379340012033e-05,4.0
2.8900000000000006,6.936487346770558e-05,4.0
2.9000000000000004,6.925813584400211e-05,4.0
2.91,6.915355636703718e-05,4.0
2.92,6.90511113145974e-05,4.0
2.9299999999999997,6.895077739574445e-05,4.0
2.9399999999999995,6.885253174252987e-05,4.0
2.950000000000001,6.875635190190355e-05,4.0
2.960000000000001,6.86622158278108e-05,4.0
2.9700000000000006,6.857010187347392e-05,4.0
2.9800000000000004,6.847998878385188e-05,4.0
2.99,6.839185568827556e-05,4.0
3.0,6.830568209325222e-05,4.0
3.01,6.822144787543626e-05,4.0
3.0199999999999996,6.813913327476092e-05,4.0
3.030000000000001,6.805871888772778e-05,4.0
3.040000000000001,6.798018566084947e-05,4.0
3.0500000000000007,6.790351488424184e-05,4.0
3.0600000000000005,6.782868818536221e-05,4.0
3.0700000000000003,6.775568752288914e-05,4.0
3.08,6.768449518074156e-05,4.0
3.09,6.761509376223238e-05,4.0
3.0999999999999996,6.754746618435424e-05,4.0
3.1099999999999994,6.748159567219383e-05,4.0
3.120000000000001,6.741746575347097e-05,4.0
3.130000000000001,6.735506025320106e-05,4.0
3.1400000000000006,6.729436328847581e-05,4.0
3.1500000000000004,6.723535926336088e-05,4.0
3.16,6.717803286390706e-05,4.0
3.17,6.712236905327234e-05,4.0
3.1799999999999997,6.706835306695156e-05,4.0
3.1899999999999995,6.701597040811284e-05,4.0
3.200000000000001,6.696520684303554e-05,4.0
3.210000000000001,6.691604839665e-05,4.0
3.2200000000000006,6.686848134817497e-05,4.0
3.2300000000000004,6.68224922268508e-05,4.0
3.24,6.677806780776651e-05,4.0
3.25,6.673519510777814e-05,4.0
3.26,6.669386138151646e-05,4.0
3.2699999999999996,6.66540541174816e-05,4.0
3.280000000000001,6.661576103422315e-05,4.0
3.290000000000001,6.657897007660323e-05,4.0
3.3000000000000007,6.6543669412141e-05,4.0
3.3100000000000005,6.650984742743649e-05,4.0
3.3200000000000003,6.64774927246717e-05,4.0
3.33,6.644659411818826e-05,4.0
3.34,6.641714063113836e-05,4.0
3.3499999999999996,6.638912149220846e-05,4.0
3.3599999999999994,6.636252613241402e-05,4.0
3.370000000000001,6.633734418196294e-05,4.0
3.380000000000001,6.631356546718681e-05,4.0
3.3900000000000006,6.629118000753852e-05,4.0
3.4000000000000004,6.627017801265412e-05,4.0
3.41,6.625054987947828e-05,4.0
3.42,6.623228618945141e-05,4.0
3.4299999999999997,6.621537770575722e-05,4.0
3.4399999999999995,6.61998153706297e-05,4.0
3.450000000000001,6.61855903027175e-05,4.0
3.460000000000001,6.617269379450549e-05,4.0
3.4700000000000006,6.616111730979127e-05,4.0
3.4800000000000004,6.615085248121617e-05,4.0
3.49,6.614189110784917e-05,4.0
3.5,6.613422515282279e-05,4.0
3.51,6.612784674101968e-05,4.0
3.5199999999999996,6.61227481568093e-05,4.0
3.530000000000001,6.611892184183295e-05,4.0
3.540000000000001,6.611636039283645e-05,4.0
3.5500000000000007,6.611505655954996e-05,4.0
3.5600000000000005,6.611500324261306e-05,4.0
3.5700000000000003,6.611619349154496e-05,4.0
3.58,6.611862050275819e-05,4.0
3.59,6.61222776176158e-05,4.0
3.5999999999999996,6.612715832053005e-05,4.0
3.610000000000001,6.613325623710293e-05,4.0
3.620000000000001,6.614056513230665e-05,4.0
3.630000000000001,6.614907890870411e-05,4.0
3.6400000000000006,6.615879160470774e-05,4.0
3.6500000000000004,6.6169697392877e-05,4.0
3.66,6.618179057825275e-05,4.0
3.67,6.619506559672814e-05,4.0
3.6799999999999997,6.620951701345584e-05,4.0
3.6899999999999995,6.622513952128996e-05,4.0
3.700000000000001,6.624192793926286e-05,4.0
3.710000000000001,6.625987721109543e-05,4.0
3.7200000000000006,6.627898240374098e-05,4.0
3.7300000000000004,6.629923870596123e-05,4.0
3.74,6.632064142693484e-05,4.0
3.75,6.634318599489665e-05,4.0
3.76,6.636686795580847e-05,4.0
3.7699999999999996,6.63916829720594e-05,4.0
3.780000000000001,6.641762682119605e-05,4.0
3.790000000000001,6.644469539468219e-05,4.0
3.8000000000000007,6.647288469668685e-05,4.0
3.8100000000000005,6.650219084290019e-05,4.0
3.8200000000000003,6.65326100593773e-05,4.0
3.83,6.65641386814094e-05,4.0
3.84,6.659677315242081e-05,4.0
3.8499999999999996,6.663051002289325e-05,4.0
3.860000000000001,6.666534594931473e-05,4.0
3.870000000000001,6.670127769315486e-05,4.0
3.880000000000001,6.673830211986389e-05,4.0
3.8900000000000006,6.677641619789733e-05,4.0
3.9000000000000004,6.681561699776378e-05,4.0
3.91,6.685590169109678e-05,4.0
3.92,6.689726754974998e-05,4.0
3.9299999999999997,6.693971194491508e-05,4.0
3.9399999999999995,6.698323234626216e-05,4.0
3.950000000000001,6.702782632110282e-05,4.0
3.960000000000001,6.707349153357422e-05,4.0
3.9700000000000006,6.712022574384549e-05,4.0
3.9800000000000004,6.716802680734481e-05,4.0
3.99,6.721689267400743e-05,4.0
4.0,6.726682138754422e-05,4.0
4.010000000000002,6.731781108473072e-05,4.0
4.02,6.736985999471578e-05,4.0
4.030000000000001,6.742296643835012e-05,4.0
4.039999999999999,6.747712882753385e-05,4.0
4.050000000000001,6.753234566458394e-05,4.0
4.059999999999999,6.758861554161943e-05,4.0
4.07,6.764593713996618e-05,4.0
4.080000000000002,6.770430922957948e-05,4.0
4.09,6.77637306684849e-05,4.0
4.100000000000001,6.782420040223671e-05,4.0
4.109999999999999,6.788571746339464e-05,4.0
4.120000000000001,6.79482809710172e-05,4.0
4.129999999999999,6.801189013017265e-05,4.0
4.140000000000001,6.807654423146731e-05,4.0
4.149999999999999,6.81422426505896e-05,4.0
4.16,6.820898484787188e-05,4.0
4.170000000000002,6.827677036786785e-05,4.0
4.18,6.834559883894639e-05,4.0
4.190000000000001,6.841546997290188e-05,4.0
4.199999999999999,6.848638356457928e-05,4.0
4.210000000000001,6.855833949151645e-05,4.0
4.219999999999999,6.863133771360052e-05,4.0
4.23,6.870537827274059e-05,4.0
4.240000000000002,6.878046129255515e-05,4.0
4.25,6.885658697807501e-05,4.0
4.260000000000002,6.893375561546077e-05,4.0
4.27,6.901196757173518e-05,4.0
4.280000000000001,6.90912232945305e-05,4.0
4.289999999999999,6.917152331184975e-05,4.0
4.300000000000001,6.925286823184305e-05,4.0
4.309999999999999,6.933525874259796e-05,4.0
4.32,6.941869561194396e-05,4.0
4.330000000000002,6.9503179687271e-05,4.0
4.34,6.958871189536243e-05,4.0
4.350000000000001,6.967529324224116e-05,4.0
4.359999999999999,6.976292481303014e-05,4.0
4.370000000000001,6.985160777182635e-05,4.0
4.379999999999999,6.994134336158832e-05,4.0
4.390000000000001,7.003213290403749e-05,4.0
4.399999999999999,7.012397779957249e-05,4.0
4.41,7.021687952719753e-05,4.0
4.420000000000002,7.031083964446325e-05,4.0
4.43,7.04058597874217e-05,4.0
4.440000000000001,7.050194167059393e-05,4.0
4.449999999999999,7.059908708695075e-05,4.0
4.460000000000001,7.069729790790695e-05,4.0
4.469999999999999,7.07965760833282e-05,4.0
4.48,7.089692364155104e-05,4.0
4.490000000000002,7.099834268941572e-05,4.0
4.5,7.110083541231237e-05,4.0
4.510000000000002,7.12044040742395e-05,4.0
4.52,7.130905101787568e-05,4.0
4.530000000000001,7.141477866466397e-05,4.0
4.539999999999999,7.152158951490908e-05,4.0
4.550000000000001,7.162948614788759e-05,4.0
4.559999999999999,7.17384712219705e-05,4.0
4.57,7.184854747475891e-05,4.0
4.580000000000002,7.195971772323221e-05,4.0
4.59,7.207198486390939e-05,4.0
4.600000000000001,7.218535187302257e-05,4.0
4.609999999999999,7.229982180670357e-05,4.0
4.620000000000001,7.241539780118359e-05,4.0
4.629999999999999,7.253208307300478e-05,4.0
4.640000000000001,7.264988091924547e-05,4.0
4.649999999999999,7.276879471775777e-05,4.0
4.66,7.288882792741803e-05,4.0
4.670000000000002,7.300998408839025e-05,4.0
4.68,7.313226682240231e-05,4.0
4.690000000000001,7.325567983303512e-05,4.0
4.699999999999999,7.338022690602479e-05,4.0
4.710000000000001,7.350591190957741e-05,4.0
4.719999999999999,7.363273879469769e-05,4.0
4.73,7.376071159552977e-05,4.0
4.740000000000002,7.388983442971154e-05,4.0
4.75,7.402011149874229e-05,4.0
4.760000000000002,7.415154708836345e-05,4.0
4.77,7.428414556895254e-05,4.0
4.780000000000001,7.441791139593061e-05,4.0
4.789999999999999,7.455284911018292e-05,4.0
4.800000000000001,7.468896333849361e-05,4.0
4.809999999999999,7.482625879399328e-05,4.0
4.82,7.496474027662077e-05,4.0
4.830000000000002,7.510441267359825e-05,4.0
4.84,7.524528095992049e-05,4.0
4.850000000000001,7.538735019885809e-05,4.0
4.859999999999999,7.553062554247397e-05,4.0
4.870000000000001,7.567511223215529e-05,4.0
4.879999999999999,7.582081559915812e-05,4.0
4.890000000000001,7.596774106516777e-05,4.0
4.899999999999999,7.611589414287221e-05,4.0
4.91,7.626528043655147e-05,4.0
4.920000000000002,7.641590564268028e-05,4.0
4.93,7.656777555054662e-05,4.0
4.940000000000001,7.67208960428846e-05,4.0
4.949999999999999,7.687527309652223e-05,4.0
4.960000000000001,7.703091278304498e-05,4.0
4.969999999999999,7.718782126947408e-05,4.0
4.98,7.734600481896047e-05,4.0
4.990000000000002,7.750546979149445e-05,4.0
5.0,7.766622264463061e-05,4.0
5.010000000000002,7.782826993422959e-05,4.0
5.02,7.799161831521468e-05,4.0
5.030000000000001,7.81562745423458e-05,4.0
5.039999999999999,7.83222454710089e-05,4.0
5.050000000000001,7.848953805802287e-05,4.0
5.059999999999999,7.86581593624621e-05,4.0
5.07,7.882811654649717e-05,4.0
5.080000000000002,7.899941687625152e-05,4.0
5.09,7.917206772267611e-05,4.0
5.100000000000001,7.934607656244164e-05,4.0
5.109999999999999,7.952145097884785e-05,4.0
5.120000000000001,7.969819866275154e-05,4.0
5.129999999999999,7.987632741351175e-05,4.0
5.140000000000001,8.005584513995455e-05,4.0
5.150000000000002,8.023675986135494e-05,4.0
5.16,8.04190797084386e-05,4.0
5.170000000000002,8.060281292440245e-05,4.0
5.18,8.078796786595405e-05,4.0
5.190000000000001,8.097455300437104e-05,4.0
5.199999999999999,8.116257692658002e-05,4.0
5.210000000000001,8.135204833625552e-05,4.0
5.219999999999999,8.154297605493906e-05,4.0
5.23,8.17353690231796e-05,4.0
5.240000000000002,8.192923630169323e-05,4.0
5.25,8.212458707254549e-05,4.0
5.260000000000002,8.232143064035453e-05,4.0
5.27,8.251977643351546e-05,4.0
5.280000000000001,8.271963400544757e-05,4.0
5.289999999999999,8.292101303586286e-05,4.0
5.300000000000001,8.31239233320584e-05,4.0
5.309999999999999,8.332837483023e-05,4.0
5.32,8.353437759681097e-05,4.0
5.330000000000002,8.374194182983273e-05,4.0
5.34,8.395107786031056e-05,4.0
5.350000000000001,8.416179615365315e-05,4.0
5.359999999999999,8.43741073110967e-05,4.0
5.370000000000001,8.458802207116415e-05,4.0
5.379999999999999,8.480355131114982e-05,4.0
5.390000000000001,8.502070604862988e-05,4.0
5.400000000000002,8.523949744299851e-05,4.0
5.41,8.545993679703102e-05,4.0
5.420000000000002,8.5682035558474e-05,4.0
5.43,8.59058053216623e-05,4.0
5.440000000000001,8.613125782916432e-05,4.0
5.449999999999999,8.635840497345505e-05,4.0
5.460000000000001,8.658725879861847e-05,4.0
5.469999999999999,8.681783150207778e-05,4.0
5.48,8.705013543635685e-05,4.0
5.490000000000002,8.728418311087028e-05,4.0
5.5,8.751998719374453e-05,4.0
5.510000000000002,8.77575605136706e-05,4.0
5.52,8.799691606178675e-05,4.0
5.530000000000001,8.823806699359498e-05,4.0
5.539999999999999,8.848102663090871e-05,4.0
5.550000000000001,8.872580846383421e-05,4.0
5.559999999999999,8.897242615278522e-05,4.0
5.57,8.922089353053235e-05,4.0
5.580000000000002,8.947122460428647e-05,4.0
5.59,8.972343355781776e-05,4.0
5.600000000000001,8.997753475361117e-05,4.0
5.609999999999999,9.023354273505704e-05,4.0
5.620000000000001,9.049147222868069e-05,4.0
5.629999999999999,9.07513381464077e-05,4.0
5.640000000000001,9.101315558786973e-05,4.0
5.650000000000002,9.127693984274745e-05,4.0
5.66,9.154270639315432e-05,4.0
5.670000000000002,9.181047091606114e-05,4.0
5.68,9.208024928576e-05,4.0
5.690000000000001,9.235205757637227e-05,4.0
5.699999999999999,9.262591206439699e-05,4.0
5.710000000000001,9.290182923130471e-05,4.0
5.719999999999999,9.317982576617303e-05,4.0
5.73,9.345991856836953e-05,4.0
5.740000000000002,9.374212475027809e-05,4.0
5.75,9.402646164007283e-05,4.0
5.760000000000002,9.431294678453951e-05,4.0
5.77,9.460159795194392e-05,4.0
5.780000000000001,9.489243313495076e-05,4.0
5.789999999999999,9.51854705535908e-05,4.0
5.800000000000001,9.548072865828035e-05,4.0
5.809999999999999,9.577822613289078e-05,4.0
5.82,9.607798189787262e-05,4.0
5.830000000000002,9.638001511343116e-05,4.0
5.84,9.668434518275828e-05,4.0
5.850000000000001,9.699099175531904e-05,4.0
5.859999999999999,9.729997473019486e-05,4.0
5.870000000000001,9.761131425948505e-05,4.0
5.879999999999999,9.79250307517656e-05,4.0
5.890000000000001,9.824114487560988e-05,4.0
5.900000000000002,9.855967756316813e-05,4.0
5.91,9.888065001381037e-05,4.0
5.920000000000002,9.920408369783245e-05,4.0
5.93,9.953000036022551e-05,4.0
5.940000000000001,9.985842202451271e-05,4.0
5.949999999999999,0.0001001893709966511,4.0
5.960000000000001,0.00010052286986900319,4.0
5.969999999999999,0.0001008589415243767,4.0
5.98,0.0001011976091401365,4.0
5.990000000000002,0.0001015388961923868,4.0
6.0,0.00010188282646022888,4.0
6.010000000000002,0.00010222942403009282,4.0
6.02,0.00010257871330014506,4.0
6.030000000000001,0.00010293071898477529,4.0
6.039999999999999,0.00010328546611916127,4.0
6.050000000000001,0.00010364298006391609,4.0
6.059999999999999,0.0001040032865098162,4.0
6.07,0.00010436641148261576,4.0
6.080000000000002,0.0001047323813479446,4.0
6.09,0.0001051012228162955,4.0
6.100000000000001,0.00010547296294809998,4.0
6.109999999999999,0.00010584762915889464,4.0
6.120000000000001,0.00010622524922458156,4.0
6.129999999999999,0.0001066058512867821,4.0
6.140000000000001,0.00010698946385828868,4.0
6.150000000000002,0.00010737611582861354,4.0
6.16,0.00010776583646963911,4.0
6.170000000000002,0.00010815865544137152,4.0
6.18,0.00010855460279779646,4.0
6.190000000000001,0.00010895370899284456,4.0
6.199999999999999,0.00010935600488646363,4.0
6.210000000000001,0.00010976152175080363,4.0
6.219999999999999,0.0001101702912765133,4.0
6.23,0.00011058234557915488,4.0
6.240000000000002,0.0001109977172057348,4.0
6.25,0.00011141643914135599,4.0
6.260000000000002,0.00011183854481599433,4.0
6.27,0.00011226406811139788,4.0
6.280000000000001,0.00011269304336811833,4.0
6.289999999999999,0.0001131255053926693,4.0
6.300000000000001,0.00011356148946482202,4.0
6.309999999999999,0.00011400103134503461,4.0
6.32,0.00011444416728202332,4.0
6.330000000000002,0.00011489093402047368,4.0
6.34,0.00011534136880889867,4.0
6.350000000000001,0.0001157955094076456,4.0
6.359999999999999,0.00011625339409705235,4.0
6.370000000000001,0.00011671506168576181,4.0
6.379999999999999,0.00011718055151919097,4.0
6.390000000000001,0.00011764990348816495,4.0
6.400000000000002,0.00011812315803771316,4.0
6.41,0.00011860035617603574,4.0
6.420000000000002,0.00011908153948364295,4.0
6.43,0.00011956675012266776,4.0
6.440000000000001,0.00012005603084636193,4.0
6.449999999999999,0.00012054942500877237,4.0
6.460000000000001,0.00012104697657460861,4.0
6.469999999999999,0.00012154873012929902,4.0
6.48,0.00012205473088924631,4.0
6.490000000000002,0.00012256502471228052,4.0
6.5,0.00012307965810831923,4.0
6.510000000000002,0.0001235986782502368,4.0
6.52,0.000124122132984946,4.0
6.530000000000001,0.00012465007084470193,4.0
6.539999999999999,0.0001251825410586259,4.0
6.550000000000001,0.0001257195935644617,4.0
6.559999999999999,0.00012626127902056307,4.0
6.57,0.00012680764881812325,4.0
6.580000000000002,0.00012735875509364603,4.0
6.59,0.00012791465074166994,4.0
6.600000000000001,0.00012847538942774753,4.0
6.609999999999999,0.00012904102560168517,4.0
6.620000000000001,0.00012961161451105344,4.0
6.629999999999999,0.0001301872122149682,4.0
6.640000000000001,0.00013076787559815516,4.0
6.650000000000002,0.00013135366238529897,4.0
6.66,0.00013194463115568647,4.0
6.670000000000002,0.0001325408413581516,4.0
6.68,0.0001331423533263242,4.0
6.690000000000001,0.00013374922829419714,4.0
6.699999999999999,0.00013436152841201233,4.0
6.710000000000001,0.00013497931676247817,4.0
6.719999999999999,0.0001356026573773221,4.0
6.73,0.0001362316152541904,4.0
6.740000000000002,0.0001368662563738996,4.0
6.75,0.00013750664771804998,4.0
6.760000000000002,0.00013815285728701127,4.0
6.77,0.00013880495411828334,4.0
6.780000000000001,0.00013946300830525074,4.0
6.789999999999999,0.00014012709101632881,4.0
6.800000000000001,0.00014079727451452324,4.0
6.809999999999999,0.0001414736321774005,4.0
6.82,0.0001421562385174913,4.0
6.830000000000002,0.0001428451692031266,4.0
6.84,0.00014354050107972564,4.0
6.850000000000001,0.00014424231219154176,4.0
6.859999999999999,0.00014495068180387762,4.0
6.870000000000001,0.0001456656904257856,4.0
6.879999999999999,0.00014638741983325835,4.0
6.890000000000001,0.00014711595309292985,4.0
6.900000000000002,0.0001478513745862912,4.0
6.91,0.00014859377003444144,4.0
6.920000000000002,0.00014934322652338284,4.0
6.93,0.00015009983252987246,4.0
6.940000000000001,0.00015086367794785128,4.0
6.949999999999999,0.00015163485411545508,4.0
6.960000000000001,0.00015241345384263308,4.0
6.969999999999999,0.00015319957143937924,4.0
6.98,0.0001539933027446006,4.0
6.990000000000002,0.00015479474515563203,4.0
7.0,0.00015560399765841823,4.0
7.010000000000002,0.00015642116085838066,4.0
