x,potential,energy_0,energy_1,energy_2,energy_3
0.5099999999999998,0.1300499999999999,0.5,1.5,2.5,3.5
0.5200000000000005,0.13520000000000024,0.5,1.5,2.5,3.5
0.5300000000000002,0.14045000000000013,0.5,1.5,2.5,3.5
0.54,0.1458,0.5,1.5,2.5,3.5
0.5499999999999998,0.1512499999999999,0.5,1.5,2.5,3.5
0.5600000000000005,0.15680000000000027,0.5,1.5,2.5,3.5
0.5700000000000003,0.16245000000000015,0.5,1.5,2.5,3.5
0.5800000000000001,0.16820000000000004,0.5,1.5,2.5,3.5
0.5899999999999999,0.17404999999999993,0.5,1.5,2.5,3.5
0.6000000000000005,0.18000000000000033,0.5,1.5,2.5,3.5
0.6100000000000003,0.1860500000000002,0.5,1.5,2.5,3.5
0.6200000000000001,0.19220000000000007,0.5,1.5,2.5,3.5
0.6299999999999999,0.19844999999999993,0.5,1.5,2.5,3.5
0.6399999999999997,0.2047999999999998,0.5,1.5,2.5,3.5
0.6500000000000004,0.21125000000000024,0.5,1.5,2.5,3.5
0.6600000000000001,0.2178000000000001,0.5,1.5,2.5,3.5
0.6699999999999999,0.22444999999999996,0.5,1.5,2.5,3.5
0.6799999999999997,0.2311999999999998,0.5,1.5,2.5,3.5
0.6900000000000004,0.23805000000000026,0.5,1.5,2.5,3.5
0.7000000000000002,0.24500000000000013,0.5,1.5,2.5,3.5
0.71,0.25205,0.5,1.5,2.5,3.5
0.7199999999999998,0.2591999999999998,0.5,1.5,2.5,3.5
0.7300000000000004,0.2664500000000003,0.5,1.5,2.5,3.5
0.7400000000000002,0.27380000000000015,0.5,1.5,2.5,3.5
0.75,0.28125,0.5,1.5,2.5,3.5
0.7599999999999998,0.28879999999999983,0.5,1.5,2.5,3.5
0.7700000000000005,0.2964500000000004,0.5,1.5,2.5,3.5
0.7800000000000002,0.3042000000000002,0.5,1.5,2.5,3.5
0.79,0.31205000000000005,0.5,1.5,2.5,3.5
0.7999999999999998,0.31999999999999984,0.5,1.5,2.5,3.5
0.8100000000000005,0.3280500000000004,0.5,1.5,2.5,3.5
0.8200000000000003,0.3362000000000002,0.5,1.5,2.5,3.5
0.8300000000000001,0.34445000000000003,0.5,1.5,2.5,3.5
0.8399999999999999,0.3527999999999999,0.5,1.5,2.5,3.5
0.8500000000000005,0.36125000000000046,0.5,1.5,2.5,3.5
0.8600000000000003,0.3698000000000003,0.5,1.5,2.5,3.5
0.8700000000000001,0.3784500000000001,0.5,1.5,2.5,3.5
0.8799999999999999,0.38719999999999993,0.5,1.5,2.5,3.5
0.8899999999999997,0.39604999999999974,0.5,1.5,2.5,3.5
0.9000000000000004,0.4050000000000003,0.5,1.5,2.5,3.5
0.9100000000000001,0.41405000000000014,0.5,1.5,2.5,3.5
0.9199999999999999,0.4231999999999999,0.5,1.5,2.5,3.5
0.9299999999999997,0.4324499999999997,0.5,1.5,2.5,3.5
0.9400000000000004,0.44180000000000036,0.5,1.5,2.5,3.5
0.9500000000000002,0.45125000000000015,0.5,1.5,2.5,3.5
0.96,0.4608,0.5,1.5,2.5,3.5
0.9699999999999998,0.47044999999999976,0.5,1.5,2.5,3.5
0.9800000000000004,0.4802000000000004,0.5,1.5,2.5,3.5
0.9900000000000002,0.4900500000000002,0.5,1.5,2.5,3.5
1.0,0.5,0.5,1.5,2.5,3.5
1.0099999999999998,0.5100499999999998,0.5,1.5,2.5,3.5
1.0200000000000005,0.5202000000000004,0.5,1.5,2.5,3.5
1.0300000000000002,0.5304500000000003,0.5,1.5,2.5,3.5
1.04,0.5408000000000001,0.5,1.5,2.5,3.5
1.0499999999999998,0.5512499999999998,0.5,1.5,2.5,3.5
1.0600000000000005,0.5618000000000005,0.5,1.5,2.5,3.5
1.0700000000000003,0.5724500000000003,0.5,1.5,2.5,3.5
1.08,0.5832,0.5,1.5,2.5,3.5
1.0899999999999999,0.5940499999999999,0.5,1.5,2.5,3.5
1.1000000000000005,0.6050000000000005,0.5,1.5,2.5,3.5
1.1100000000000003,0.6160500000000003,0.5,1.5,2.5,3.5
1.12,0.6272000000000001,0.5,1.5,2.5,3.5
1.13,0.6384499999999999,0.5,1.5,2.5,3.5
1.1399999999999997,0.6497999999999996,0.5,1.5,2.5,3.5
1.1500000000000004,0.6612500000000004,0.5,1.5,2.5,3.5
1.1600000000000001,0.6728000000000002,0.5,1.5,2.5,3.5
1.17,0.6844499999999999,0.5,1.5,2.5,3.5
1.1799999999999997,0.6961999999999997,0.5,1.5,2.5,3.5
1.1900000000000004,0.7080500000000005,0.5,1.5,2.5,3.5
1.2000000000000002,0.7200000000000002,0.5,1.5,2.5,3.5
1.21,0.73205,0.5,1.5,2.5,3.5
1.2199999999999998,0.7441999999999998,0.5,1.5,2.5,3.5
1.2300000000000004,0.7564500000000005,0.5,1.5,2.5,3.5
1.2400000000000002,0.7688000000000003,0.5,1.5,2.5,3.5
1.25,0.78125,0.5,1.5,2.5,3.5
1.2599999999999998,0.7937999999999997,0.5,1.5,2.5,3.5
1.2700000000000005,0.8064500000000006,0.5,1.5,2.5,3.5
1.2800000000000002,0.8192000000000004,0.5,1.5,2.5,3.5
1.29,0.8320500000000001,0.5,1.5,2.5,3.5
1.2999999999999998,0.8449999999999998,0.5,1.5,2.5,3.5
1.3100000000000005,0.8580500000000006,0.5,1.5,2.5,3.5
1.3200000000000003,0.8712000000000004,0.5,1.5,2.5,3.5
1.33,0.8844500000000001,0.5,1.5,2.5,3.5
1.3399999999999999,0.8977999999999998,0.5,1.5,2.5,3.5
1.3500000000000005,0.9112500000000007,0.5,1.5,2.5,3.5
1.3600000000000003,0.9248000000000004,0.5,1.5,2.5,3.5
1.37,0.9384500000000001,0.5,1.5,2.5,3.5
1.38,0.9521999999999998,0.5,1.5,2.5,3.5
1.3899999999999997,0.9660499999999995,0.5,1.5,2.5,3.5
1.4000000000000004,0.9800000000000005,0.5,1.5,2.5,3.5
1.4100000000000001,0.9940500000000002,0.5,1.5,2.5,3.5
1.42,1.0082,0.5,1.5,2.5,3.5
1.4299999999999997,1.0224499999999996,0.5,1.5,2.5,3.5
1.4400000000000004,1.0368000000000006,0.5,1.5,2.5,3.5
1.4500000000000002,1.0512500000000002,0.5,1.5,2.5,3.5
1.46,1.0657999999999999,0.5,1.5,2.5,3.5
1.4699999999999998,1.0804499999999997,0.5,1.5,2.5,3.5
1.4800000000000004,1.0952000000000006,0.5,1.5,2.5,3.5
1.4900000000000002,1.1100500000000004,0.5,1.5,2.5,3.5
1.5,1.125,0.5,1.5,2.5,3.5
1.5099999999999998,1.1400499999999998,0.5,1.5,2.5,3.5
1.5200000000000005,1.1552000000000007,0.5,1.5,2.5,3.5
1.5300000000000002,1.1704500000000004,0.5,1.5,2.5,3.5
1.54,1.1858,0.5,1.5,2.5,3.5
1.5499999999999998,1.2012499999999997,0.5,1.5,2.5,3.5
1.5600000000000005,1.2168000000000008,0.5,1.5,2.5,3.5
1.5700000000000003,1.2324500000000005,0.5,1.5,2.5,3.5
1.58,1.2482000000000002,0.5,1.5,2.5,3.5
1.5899999999999999,1.2640499999999997,0.5,1.5,2.5,3.5
1.6000000000000005,1.280000000000001,0.5,1.5,2.5,3.5
1.6100000000000003,1.2960500000000006,0.5,1.5,2.5,3.5
1.62,1.3122000000000003,0.5,1.5,2.5,3.5
1.63,1.32845,0.5,1.5,2.5,3.5
1.6399999999999997,1.3447999999999996,0.5,1.5,2.5,3.5
1.6500000000000004,1.3612500000000005,0.5,1.5,2.5,3.5
1.6600000000000001,1.3778000000000001,0.5,1.5,2.5,3.5
1.67,1.39445,0.5,1.5,2.5,3.5
1.6799999999999997,1.4111999999999996,0.5,1.5,2.5,3.5
1.6900000000000004,1.4280500000000007,0.5,1.5,2.5,3.5
1.7000000000000002,1.4450000000000003,0.5,1.5,2.5,3.5
1.71,1.4620499999999998,0.5,1.5,2.5,3.5
1.7199999999999998,1.4791999999999996,0.5,1.5,2.5,3.5
1.7300000000000004,1.4964500000000007,0.5,1.5,2.5,3.5
1.7400000000000002,1.5138000000000005,0.5,1.5,2.5,3.5
1.75,1.53125,0.5,1.5,2.5,3.5
1.7599999999999998,1.5487999999999997,0.5,1.5,2.5,3.5
1.7700000000000005,1.5664500000000008,0.5,1.5,2.5,3.5
1.7800000000000002,1.5842000000000005,0.5,1.5,2.5,3.5
1.79,1.60205,0.5,1.5,2.5,3.5
1.7999999999999998,1.6199999999999997,0.5,1.5,2.5,3.5
1.8100000000000005,1.638050000000001,0.5,1.5,2.5,3.5
1.8200000000000003,1.6562000000000006,0.5,1.5,2.5,3.5
1.83,1.6744500000000002,0.5,1.5,2.5,3.5
1.8399999999999999,1.6927999999999996,0.5,1.5,2.5,3.5
1.8500000000000005,1.711250000000001,0.5,1.5,2.5,3.5
1.8600000000000003,1.7298000000000007,0.5,1.5,2.5,3.5
1.87,1.7484500000000003,0.5,1.5,2.5,3.5
1.88,1.7671999999999999,0.5,1.5,2.5,3.5
1.8899999999999997,1.7860499999999995,0.5,1.5,2.5,3.5
1.9000000000000004,1.8050000000000006,0.5,1.5,2.5,3.5
1.9100000000000001,1.8240500000000002,0.5,1.5,2.5,3.5
1.92,1.8432,0.5,1.5,2.5,3.5
1.9299999999999997,1.8624499999999995,0.5,1.5,2.5,3.5
1.9400000000000004,1.8818000000000008,0.5,1.5,2.5,3.5
1.9500000000000002,1.9012500000000003,0.5,1.5,2.5,3.5
1.96,1.9207999999999998,0.5,1.5,2.5,3.5
1.9699999999999998,1.9404499999999996,0.5,1.5,2.5,3.5
1.9800000000000004,1.9602000000000008,0.5,1.5,2.5,3.5
1.9900000000000002,1.9800500000000005,0.5,1.5,2.5,3.5
2.0,2.0,0.5,1.5,2.5,3.5
2.01,2.0200499999999995,0.5,1.5,2.5,3.5
2.0200000000000005,2.040200000000001,0.5,1.5,2.5,3.5
2.0300000000000002,2.0604500000000003,0.5,1.5,2.5,3.5
2.04,2.0808,0.5,1.5,2.5,3.5
2.05,2.10125,0.5,1.5,2.5,3.5
2.0600000000000005,2.1218000000000012,0.5,1.5,2.5,3.5
2.0700000000000003,2.1424500000000006,0.5,1.5,2.5,3.5
2.08,2.1632000000000002,0.5,1.5,2.5,3.5
2.09,2.1840499999999996,0.5,1.5,2.5,3.5
2.1000000000000005,2.205000000000001,0.5,1.5,2.5,3.5
2.1100000000000003,2.2260500000000008,0.5,1.5,2.5,3.5
2.12,2.2472000000000003,0.5,1.5,2.5,3.5
2.13,2.2684499999999996,0.5,1.5,2.5,3.5
2.1400000000000006,2.2898000000000014,0.5,1.5,2.5,3.5
2.1500000000000004,2.3112500000000007,0.5,1.5,2.5,3.5
2.16,2.3328,0.5,1.5,2.5,3.5
2.17,2.35445,0.5,1.5,2.5,3.5
2.1799999999999997,2.3761999999999994,0.5,1.5,2.5,3.5
2.1900000000000004,2.398050000000001,0.5,1.5,2.5,3.5
2.2,2.4200000000000004,0.5,1.5,2.5,3.5
2.21,2.44205,0.5,1.5,2.5,3.5
2.2199999999999998,2.4641999999999995,0.5,1.5,2.5,3.5
2.2300000000000004,2.486450000000001,0.5,1.5,2.5,3.5
2.24,2.5088000000000004,0.5,1.5,2.5,3.5
2.25,2.53125,0.5,1.5,2.5,3.5
2.26,2.5537999999999994,0.5,1.5,2.5,3.5
2.2700000000000005,2.5764500000000012,0.5,1.5,2.5,3.5
2.2800000000000002,2.5992000000000006,0.5,1.5,2.5,3.5
2.29,2.62205,0.5,1.5,2.5,3.5
2.3,2.6449999999999996,0.5,1.5,2.5,3.5
2.3100000000000005,2.6680500000000014,0.5,1.5,2.5,3.5
2.3200000000000003,2.6912000000000007,0.5,1.5,2.5,3.5
2.33,2.7144500000000003,0.5,1.5,2.5,3.5
2.34,2.7377999999999996,0.5,1.5,2.5,3.5
2.3500000000000005,2.7612500000000013,0.5,1.5,2.5,3.5
2.3600000000000003,2.7848000000000006,0.5,1.5,2.5,3.5
2.37,2.80845,0.5,1.5,2.5,3.5
2.38,2.8322,0.5,1.5,2.5,3.5
2.3900000000000006,2.8560500000000015,0.5,1.5,2.5,3.5
2.4000000000000004,2.880000000000001,0.5,1.5,2.5,3.5
2.41,2.9040500000000002,0.5,1.5,2.5,3.5
2.42,2.9282,0.5,1.5,2.5,3.5
2.4299999999999997,2.9524499999999994,0.5,1.5,2.5,3.5
2.4400000000000004,2.976800000000001,0.5,1.5,2.5,3.5
2.45,3.0012500000000006,0.5,1.5,2.5,3.5
2.46,3.0258,0.5,1.5,2.5,3.5
2.4699999999999998,3.050449999999999,0.5,1.5,2.5,3.5
2.4800000000000004,3.075200000000001,0.5,1.5,2.5,3.5
2.49,3.1000500000000004,0.5,1.5,2.5,3.5
2.5,3.125,0.5,1.5,2.5,3.5
2.51,3.1500499999999994,0.5,1.5,2.5,3.5
2.5200000000000005,3.175200000000001,0.5,1.5,2.5,3.5
2.5300000000000002,3.2004500000000005,0.5,1.5,2.5,3.5
2.54,3.2258,0.5,1.5,2.5,3.5
2.55,3.2512499999999998,0.5,1.5,2.5,3.5
2.5600000000000005,3.2768000000000015,0.5,1.5,2.5,3.5
2.5700000000000003,3.3024500000000008,0.5,1.5,2.5,3.5
2.58,3.3282000000000003,0.5,1.5,2.5,3.5
2.59,3.3540499999999995,0.5,1.5,2.5,3.5
2.6000000000000005,3.3800000000000012,0.5,1.5,2.5,3.5
2.6100000000000003,3.406050000000001,0.5,1.5,2.5,3.5
2.62,3.4322000000000004,0.5,1.5,2.5,3.5
2.63,3.4584499999999996,0.5,1.5,2.5,3.5
2.6400000000000006,3.4848000000000017,0.5,1.5,2.5,3.5
2.6500000000000004,3.511250000000001,0.5,1.5,2.5,3.5
2.66,3.5378000000000003,0.5,1.5,2.5,3.5
2.67,3.56445,0.5,1.5,2.5,3.5
2.6799999999999997,3.5911999999999993,0.5,1.5,2.5,3.5
2.6900000000000004,3.618050000000001,0.5,1.5,2.5,3.5
2.7,3.6450000000000005,0.5,1.5,2.5,3.5
2.71,3.67205,0.5,1.5,2.5,3.5
2.7199999999999998,3.6991999999999994,0.5,1.5,2.5,3.5
2.7300000000000004,3.726450000000001,0.5,1.5,2.5,3.5
2.74,3.7538000000000005,0.5,1.5,2.5,3.5
2.75,3.78125,0.5,1.5,2.5,3.5
2.76,3.8087999999999993,0.5,1.5,2.5,3.5
2.7700000000000005,3.8364500000000015,0.5,1.5,2.5,3.5
2.7800000000000002,3.8642000000000007,0.5,1.5,2.5,3.5
2.79,3.8920500000000002,0.5,1.5,2.5,3.5
2.8,3.9199999999999995,0.5,1.5,2.5,3.5
2.8100000000000005,3.9480500000000016,0.5,1.5,2.5,3.5
2.8200000000000003,3.976200000000001,0.5,1.5,2.5,3.5
2.83,4.00445,0.5,1.5,2.5,3.5
2.84,4.0328,0.5,1.5,2.5,3.5
2.8500000000000005,4.061250000000001,0.5,1.5,2.5,3.5
2.8600000000000003,4.089800000000001,0.5,1.5,2.5,3.5
2.87,4.11845,0.5,1.5,2.5,3.5
2.88,4.1472,0.5,1.5,2.5,3.5
2.8900000000000006,4.176050000000002,0.5,1.5,2.5,3.5
2.9000000000000004,4.205000000000001,0.5,1.5,2.5,3.5
2.91,4.234050000000001,0.5,1.5,2.5,3.5
2.92,4.263199999999999,0.5,1.5,2.5,3.5
2.9299999999999997,4.292449999999999,0.5,1.5,2.5,3.5
2.9400000000000004,4.321800000000001,0.5,1.5,2.5,3.5
2.95,4.35125,0.5,1.5,2.5,3.5
2.96,4.3808,0.5,1.5,2.5,3.5
2.9699999999999998,4.410449999999999,0.5,1.5,2.5,3.5
2.9800000000000004,4.440200000000002,0.5,1.5,2.5,3.5
2.99,4.4700500000000005,0.5,1.5,2.5,3.5
3.0,4.5,0.5,1.5,2.5,3.5
3.01,4.530049999999999,0.5,1.5,2.5,3.5
3.0200000000000005,4.560200000000002,0.5,1.5,2.5,3.5
3.0300000000000002,4.590450000000001,0.5,1.5,2.5,3.5
3.04,4.6208,0.5,1.5,2.5,3.5
3.05,4.651249999999999,0.5,1.5,2.5,3.5
3.0600000000000005,4.681800000000002,0.5,1.5,2.5,3.5
3.0700000000000003,4.7124500000000005,0.5,1.5,2.5,3.5
3.08,4.7432,0.5,1.5,2.5,3.5
3.09,4.77405,0.5,1.5,2.5,3.5
3.1000000000000005,4.8050000000000015,0.5,1.5,2.5,3.5
3.1100000000000003,4.836050000000001,0.5,1.5,2.5,3.5
3.12,4.8672,0.5,1.5,2.5,3.5
3.13,4.8984499999999995,0.5,1.5,2.5,3.5
3.1400000000000006,4.929800000000002,0.5,1.5,2.5,3.5
3.1500000000000004,4.9612500000000015,0.5,1.5,2.5,3.5
3.16,4.992800000000001,0.5,1.5,2.5,3.5
3.17,5.02445,0.5,1.5,2.5,3.5
3.1799999999999997,5.056199999999999,0.5,1.5,2.5,3.5
3.1900000000000004,5.088050000000001,0.5,1.5,2.5,3.5
3.2,5.120000000000001,0.5,1.5,2.5,3.5
3.21,5.15205,0.5,1.5,2.5,3.5
3.2199999999999998,5.184199999999999,0.5,1.5,2.5,3.5
3.2300000000000004,5.216450000000002,0.5,1.5,2.5,3.5
3.24,5.248800000000001,0.5,1.5,2.5,3.5
3.25,5.28125,0.5,1.5,2.5,3.5
3.26,5.3138,0.5,1.5,2.5,3.5
3.2700000000000005,5.346450000000002,0.5,1.5,2.5,3.5
3.2800000000000002,5.379200000000001,0.5,1.5,2.5,3.5
3.29,5.41205,0.5,1.5,2.5,3.5
3.3,5.444999999999999,0.5,1.5,2.5,3.5
3.3100000000000005,5.478050000000001,0.5,1.5,2.5,3.5
3.3200000000000003,5.5112000000000005,0.5,1.5,2.5,3.5
3.33,5.54445,0.5,1.5,2.5,3.5
3.34,5.5778,0.5,1.5,2.5,3.5
3.3500000000000005,5.611250000000002,0.5,1.5,2.5,3.5
3.3600000000000003,5.644800000000001,0.5,1.5,2.5,3.5
3.37,5.678450000000001,0.5,1.5,2.5,3.5
3.38,5.712199999999999,0.5,1.5,2.5,3.5
3.3900000000000006,5.746050000000002,0.5,1.5,2.5,3.5
3.4000000000000004,5.780000000000001,0.5,1.5,2.5,3.5
3.41,5.814050000000001,0.5,1.5,2.5,3.5
3.42,5.848199999999999,0.5,1.5,2.5,3.5
3.4299999999999997,5.882449999999999,0.5,1.5,2.5,3.5
3.4400000000000004,5.916800000000001,0.5,1.5,2.5,3.5
3.45,5.951250000000001,0.5,1.5,2.5,3.5
3.46,5.9858,0.5,1.5,2.5,3.5
3.4699999999999998,6.020449999999999,0.5,1.5,2.5,3.5
3.4800000000000004,6.055200000000002,0.5,1.5,2.5,3.5
3.49,6.090050000000001,0.5,1.5,2.5,3.5
3.5,6.125,0.5,1.5,2.5,3.5
3.51,6.160049999999999,0.5,1.5,2.5,3.5
3.5200000000000005,6.195200000000002,0.5,1.5,2.5,3.5
3.5300000000000002,6.230450000000001,0.5,1.5,2.5,3.5
3.54,6.2658000000000005,0.5,1.5,2.5,3.5
3.55,6.30125,0.5,1.5,2.5,3.5
3.5600000000000005,6.336800000000002,0.5,1.5,2.5,3.5
3.5700000000000003,6.372450000000001,0.5,1.5,2.5,3.5
3.58,6.4082,0.5,1.5,2.5,3.5
3.59,6.44405,0.5,1.5,2.5,3.5
3.6000000000000005,6.480000000000002,0.5,1.5,2.5,3.5
3.6100000000000003,6.516050000000001,0.5,1.5,2.5,3.5
3.62,6.5522,0.5,1.5,2.5,3.5
3.63,6.58845,0.5,1.5,2.5,3.5
3.6400000000000006,6.624800000000002,0.5,1.5,2.5,3.5
3.6500000000000004,6.661250000000002,0.5,1.5,2.5,3.5
3.66,6.697800000000001,0.5,1.5,2.5,3.5
3.67,6.73445,0.5,1.5,2.5,3.5
3.6799999999999997,6.7711999999999986,0.5,1.5,2.5,3.5
3.6900000000000004,6.8080500000000015,0.5,1.5,2.5,3.5
3.7,6.845000000000001,0.5,1.5,2.5,3.5
3.71,6.88205,0.5,1.5,2.5,3.5
3.7199999999999998,6.919199999999999,0.5,1.5,2.5,3.5
3.7300000000000004,6.956450000000002,0.5,1.5,2.5,3.5
3.74,6.993800000000001,0.5,1.5,2.5,3.5
3.75,7.03125,0.5,1.5,2.5,3.5
3.76,7.0687999999999995,0.5,1.5,2.5,3.5
3.7700000000000005,7.1064500000000015,0.5,1.5,2.5,3.5
3.7800000000000002,7.1442000000000005,0.5,1.5,2.5,3.5
3.79,7.18205,0.5,1.5,2.5,3.5
3.8,7.22,0.5,1.5,2.5,3.5
3.8100000000000005,7.258050000000002,0.5,1.5,2.5,3.5
3.8200000000000003,7.296200000000001,0.5,1.5,2.5,3.5
3.83,7.33445,0.5,1.5,2.5,3.5
3.84,7.3728,0.5,1.5,2.5,3.5
3.8500000000000005,7.411250000000002,0.5,1.5,2.5,3.5
3.8600000000000003,7.4498000000000015,0.5,1.5,2.5,3.5
3.87,7.48845,0.5,1.5,2.5,3.5
3.88,7.5272,0.5,1.5,2.5,3.5
3.8900000000000006,7.566050000000002,0.5,1.5,2.5,3.5
3.9000000000000004,7.605000000000001,0.5,1.5,2.5,3.5
3.91,7.644050000000001,0.5,1.5,2.5,3.5
3.92,7.683199999999999,0.5,1.5,2.5,3.5
3.9300000000000006,7.722450000000002,0.5,1.5,2.5,3.5
3.9400000000000004,7.761800000000002,0.5,1.5,2.5,3.5
3.95,7.8012500000000005,0.5,1.5,2.5,3.5
3.96,7.8408,0.5,1.5,2.5,3.5
3.9699999999999998,7.880449999999999,0.5,1.5,2.5,3.5
3.9800000000000004,7.920200000000002,0.5,1.5,2.5,3.5
3.99,7.960050000000001,0.5,1.5,2.5,3.5
4.0,8.0,0.5,1.5,2.5,3.5
