time_inverse_MHz,qubit_from_qubit,cavity_from_qubit,qubit_from_cavity,cavity_from_cavity
0.0,1.0,1.232595164407831e-32,2.01807820449828e-64,1.0
0.12,0.7035954956007332,0.284476217261199,0.28447621726119876,0.7035954956007328
0.24,0.1756609694758521,0.8006247402820607,0.8006247402820599,0.17566096947585197
0.36,0.015795701069444345,0.9488445924136834,0.9488445924136826,0.01579570106944438
0.48,0.3905797148203148,0.5625540722571961,0.5625540722571956,0.3905797148203148
0.6,0.8542656477727018,0.08749888581155421,0.08749888581155411,0.8542656477727015
0.72,0.8705802336387131,0.05995066217250128,0.05995066217250122,0.8705802336387126
0.84,0.4251743928311658,0.49425686326396917,0.494256863263969,0.42517439283116537
0.96,0.029575179615828118,0.8788888364528894,0.878888836452889,0.02957517961582805
1.08,0.1265721856169179,0.7710554108135294,0.771055410813529,0.126572185616918
1.2,0.5879312672483833,0.2989891694687881,0.298989169468788,0.5879312672483832
1.3199999999999998,0.8738715825120549,0.0024694125673333815,0.002469412567333379,0.8738715825120547
1.44,0.6571203021354941,0.2087674459237269,0.20876744592372679,0.6571203021354941
1.56,0.19032417773795218,0.6652350126330836,0.6652350126330832,0.190324177737952
1.68,0.004772387721099123,0.8405814469635782,0.8405814469635776,0.0047723877210991425
1.7999999999999998,0.29915574672496525,0.5361144646863262,0.5361144646863256,0.29915574672496537
1.92,0.7213336876899411,0.10397318080176146,0.10397318080176136,0.7213336876899409
2.04,0.78214858079008,0.03331379039723409,0.03331379039723406,0.7821485807900795
2.16,0.4153586275598263,0.390376674313676,0.3903766743136759,0.41535862755982594
2.28,0.04299419571871845,0.7531300641167585,0.7531300641167581,0.042994195718718375
2.4,0.08348753586927314,0.7031403251973048,0.7031403251973041,0.08348753586927317
2.52,0.4755616893019822,0.30168304876698915,0.30168304876698915,0.4755616893019822
2.6399999999999997,0.7593417417843692,0.008631797872363109,0.008631797872363104,0.7593417417843688
2.76,0.6091658593220859,0.14964707143918266,0.14964707143918257,0.6091658593220853
2.88,0.20102028367324967,0.5487413085658194,0.548741308565819,0.20102028367324953
3.0,0.0003617123367361172,0.7404565083450104,0.7404565083450099,0.00036171233673612264
3.12,0.2255403011007905,0.5064412271275514,0.5064412271275511,0.22554030110079057
3.2399999999999998,0.6051661143932616,0.11808412798661103,0.11808412798661092,0.6051661143932614
3.36,0.6985767835117973,0.01604632230429089,0.016046322304290875,0.6985767835117971
3.48,0.4013455210485966,0.3047533551658194,0.3047533551658193,0.40134552104859644
3.5999999999999996,0.05614943401789166,0.6415268920531716,0.6415268920531714,0.05614943401789158
3.7199999999999998,0.05218336788118573,0.6371708746430698,0.6371708746430692,0.05218336788118578
3.84,0.3811339954652303,0.2999974317143504,0.29999743171435,0.3811339954652303
3.96,0.656066717634198,0.01693997830322271,0.01693997830322269,0.6560667176341977
4.08,0.5607535433026972,0.10422533551973936,0.10422533551973932,0.560753543302697
4.2,0.2078780317286827,0.44916878808640964,0.44916878808640937,0.20787803172868247
4.32,0.0006240979879928411,0.6485852786971906,0.6485852786971903,0.0006240979879928341
4.4399999999999995,0.16694404662719795,0.4745213742001585,0.4745213742001582,0.16694404662719795
4.56,0.5042929515854385,0.1295208855131475,0.12952088551314736,0.5042929515854385
4.68,0.6203426344803389,0.005910889177254719,0.005910889177254714,0.6203426344803386
4.8,0.3839695793220095,0.23481381248416952,0.23481381248416935,0.38396957932200937
4.92,0.06828477399297285,0.5431175918394745,0.543117591839474,0.06828477399297282
5.04,0.03023378163429736,0.5738756012216066,0.5738756012216061,0.030233781634297397
5.16,0.3023871765303603,0.2945162161440373,0.29451621614403706,0.3023871765303602
